tinh,huyen,xa,diaban,hoso,matv,hsize,m1ac2,m1ac3,age,HH_Income,HH_consumption,HH_consumption_avr,HH_Wealth
117,7,19,12,13,1,6,1,1,72,0.0,33752.5,5625.416666666667,0.0
117,7,19,12,14,1,4,1,1,50,24377.0,21518.4,5379.6,5500.0
117,7,25,5,13,1,5,1,1,52,10383.0,36291.5,7258.3,0.0
117,7,25,5,14,1,5,1,1,41,17732.0,25454.5,5090.9,0.0
117,7,25,5,15,1,3,1,1,50,2817.0,13427.0,4475.666666666667,0.0
117,7,31,16,14,1,2,1,1,61,0.0,8052.4,4026.2,1505.0
117,7,31,16,15,1,2,1,1,35,2077.0,11115.599999999999,5557.799999999999,21800.0
117,7,31,16,19,1,2,1,1,64,0.0,9704.400000000001,4852.200000000001,7700.0
117,7,41,6,13,1,6,1,1,44,0.0,22047.0,3674.5,15000.0
117,7,41,6,14,1,2,1,1,53,0.0,16855.7,8427.85,1200.0
117,7,41,6,15,1,6,1,1,41,6009.0,17139.0,2856.5,1850.0
117,9,5,16,13,1,4,1,1,50,0.0,20192.0,5048.0,3000.0
117,9,5,16,14,1,4,1,1,52,35844.0,51368.6,12842.15,0.0
117,9,11,9,13,1,4,1,1,60,17696.0,27649.2,6912.3,0.0
117,9,11,9,14,1,5,1,1,44,10563.0,24103.300000000003,4820.660000000001,7000.0
117,9,11,9,15,1,6,1,1,39,5531.0,21848.0,3641.3333333333335,5000.0
117,9,15,3,13,1,3,1,1,56,1527.0,34328.2,11442.733333333332,4500.0
117,9,15,3,14,1,2,1,1,65,0.0,8068.9,4034.45,0.0
117,9,15,3,15,1,6,1,1,39,24377.0,25050.6,4175.099999999999,6600.0
117,9,29,5,14,1,2,1,1,74,0.0,24827.7,12413.85,15000.0
117,9,29,5,15,1,4,1,1,53,24918.0,26990.9,6747.725,3600.0
117,11,4,5,13,1,3,1,1,61,2654.0,54321.899999999994,18107.3,867200.0
117,11,4,5,14,1,5,1,1,42,0.0,38555.1,7711.0199999999995,36260.0
117,11,4,5,15,1,6,1,1,52,0.0,50267.4,8377.9,190000.0
117,11,9,17,14,1,4,1,1,37,10202.0,19945.9,4986.475,11950.0
117,11,9,17,15,1,4,1,1,43,12864.0,21791.0,5447.75,11500.0
117,11,9,17,19,1,5,1,1,45,0.0,29699.4,5939.88,158600.0
117,11,15,5,13,1,4,1,1,52,4740.0,23704.5,5926.125,16000.0
117,11,15,5,14,1,4,1,1,57,21055.0,21555.8,5388.95,3000.0
117,11,15,5,15,1,3,1,1,48,1869.0,22798.7,7599.566666666667,2000.0
117,11,19,21,13,1,4,1,1,50,13633.0,33840.7,8460.175,17600.0
117,11,19,21,15,1,2,1,1,64,0.0,61759.8,30879.9,16500.0
117,11,23,16,13,1,1,1,1,57,8546.0,39055.2,39055.2,13100.0
117,11,23,16,15,1,4,1,1,38,16585.0,21431.1,5357.775,12700.0
117,11,29,9,13,1,6,1,1,43,0.0,34275.899999999994,5712.649999999999,12850.0
117,11,29,9,14,1,5,1,1,48,5147.0,32199.300000000003,6439.860000000001,13850.0
117,11,29,9,15,1,4,1,1,43,3114.0,24121.299999999996,6030.324999999999,12500.0
117,13,5,4,13,1,4,1,1,46,17340.0,30620.9,7655.225,0.0
117,13,5,4,14,1,3,1,1,57,16928.0,23638.300000000003,7879.433333333334,3000.0
117,13,5,4,15,1,5,1,1,49,8667.0,24712.7,4942.54,5200.0
117,13,11,11,13,1,4,1,1,47,3431.0,20243.1,5060.775,12300.0
117,13,17,7,14,1,3,1,1,36,6546.0,31905.9,10635.300000000001,9700.0
117,13,23,16,13,1,3,1,1,63,0.0,19446.5,6482.166666666667,6800.0
117,13,23,16,14,1,7,1,1,42,16951.0,25766.0,3680.8571428571427,7000.0
117,13,23,16,15,1,4,1,1,46,897.0,20727.4,5181.85,11300.0
117,13,29,5,14,1,5,1,1,48,8514.0,31418.9,6283.780000000001,11000.0
117,13,29,5,15,1,2,1,1,68,0.0,12303.7,6151.85,100.0
117,13,33,16,13,1,2,1,1,54,0.0,24422.7,12211.35,19800.0
117,13,39,5,14,1,2,1,1,58,2767.0,17191.8,8595.9,2320.0
117,13,39,5,15,1,5,1,1,57,19502.0,22670.5,4534.1,450.0
117,15,1,18,13,1,4,1,1,50,0.0,39475.7,9868.925,30000.0
117,15,1,18,14,1,5,1,1,43,0.0,40827.9,8165.58,0.0
117,15,1,18,15,1,4,1,1,45,0.0,30102.8,7525.7,400.0
117,15,11,14,15,1,4,1,1,70,7223.0,20341.699999999997,5085.424999999999,4400.0
117,15,11,14,20,1,5,1,1,44,0.0,25152.3,5030.46,21800.0
117,15,19,9,14,1,5,1,1,40,0.0,36385.9,7277.18,11300.0
117,15,19,9,15,1,5,1,1,45,13362.0,30149.399999999998,6029.879999999999,1300.0
117,15,25,12,15,1,2,1,1,58,0.0,24845.6,12422.8,0.0
117,15,31,10,13,1,5,1,1,41,0.0,30086.799999999996,6017.359999999999,4800.0
117,15,31,10,14,1,3,1,1,67,11738.0,15566.999999999998,5188.999999999999,0.0
117,15,31,10,15,1,2,1,1,61,0.0,53392.9,26696.45,6000.0
117,15,37,15,13,1,4,1,1,50,0.0,21539.0,5384.75,12600.0
117,15,37,15,14,1,4,1,1,39,42615.0,38390.8,9597.7,13680.0
117,15,37,15,15,1,5,1,1,41,13128.0,38459.0,7691.8,2900.0
117,15,41,4,13,1,3,1,1,59,13001.0,29684.7,9894.9,5800.0
117,15,41,4,14,1,2,1,1,64,0.0,13214.2,6607.1,1000.0
117,15,41,4,19,1,3,1,1,48,0.0,31943.1,10647.699999999999,10500.0
117,15,49,1,14,1,7,1,1,46,0.0,33673.0,4810.428571428572,15000.0
117,15,49,1,15,1,6,1,1,35,7137.0,20968.699999999997,3494.783333333333,18000.0
117,15,49,1,19,1,6,1,1,39,20431.0,16710.300000000003,2785.0500000000006,14000.0
201,1,1,16,13,1,4,1,1,40,45057.0,41741.4,10435.35,0.0
201,1,1,16,15,1,4,1,1,55,143142.0,90256.70000000001,22564.175000000003,0.0
201,1,7,10,13,1,5,1,1,82,47622.0,44106.0,8821.2,0.0
201,1,7,10,15,1,4,1,1,47,68899.0,51449.7,12862.425,0.0
201,3,11,3,13,1,4,1,1,55,2640.0,9126.3,2281.575,10700.0
201,3,11,3,14,1,7,1,1,34,3520.0,13511.100000000002,1930.157142857143,15000.0
201,3,11,3,15,1,6,1,1,27,5280.0,13338.8,2223.133333333333,15200.0
201,3,27,4,13,1,3,1,1,49,0.0,7345.200000000001,2448.4,10500.0
201,3,27,4,14,1,4,1,1,58,0.0,8756.2,2189.05,17000.0
201,3,27,4,15,1,11,1,1,50,11920.0,24211.6,2201.0545454545454,15000.0
201,5,7,4,13,1,4,1,1,30,16412.0,13627.6,3406.9,9000.0
201,5,7,4,14,1,6,1,1,36,9878.0,15430.9,2571.8166666666666,17000.0
201,5,7,4,15,1,5,1,1,44,5397.0,13712.0,2742.4,8080.0
201,5,11,8,13,1,5,1,1,49,0.0,12255.599999999999,2451.12,0.0
201,5,11,8,14,1,2,1,1,32,0.0,7438.5,3719.25,8800.0
201,5,31,8,13,1,4,1,1,48,0.0,16049.499999999998,4012.3749999999995,7300.0
201,5,31,8,14,1,6,1,1,86,5747.0,29407.7,4901.283333333334,13200.0
201,7,2,20,13,1,2,1,1,61,0.0,12925.1,6462.55,700.0
201,7,2,20,14,1,5,1,1,31,0.0,19277.0,3855.4,4600.0
201,7,2,20,15,1,5,1,1,44,0.0,21877.0,4375.4,8500.0
201,7,7,8,13,1,4,1,1,35,0.0,17722.4,4430.6,6100.0
201,7,7,8,14,1,5,1,1,38,6234.0,23002.0,4600.4,5500.0
201,7,7,8,15,1,9,1,1,31,3520.0,27543.199999999997,3060.3555555555554,6700.0
201,7,25,2,13,1,7,1,1,32,3089.0,14648.8,2092.6857142857143,20100.0
201,7,25,2,15,1,4,1,1,25,3226.0,10771.099999999999,2692.7749999999996,7500.0
201,9,7,7,13,1,2,1,1,74,0.0,7973.0,3986.5,0.0
201,9,7,7,14,1,4,1,1,25,2470.0,13236.5,3309.125,140.0
201,9,11,8,13,1,4,1,1,31,0.0,12772.1,3193.025,6200.0
201,9,11,8,20,1,7,1,1,44,0.0,20763.5,2966.214285714286,7600.0
201,11,11,8,14,1,6,1,1,50,10245.0,22978.8,3829.7999999999997,17800.0
201,11,11,8,15,1,3,1,1,51,4940.0,12836.0,4278.666666666667,9400.0
201,13,19,3,13,1,3,1,1,32,1976.0,12395.8,4131.933333333333,8800.0
201,13,19,3,14,1,6,1,1,66,0.0,17323.9,2887.316666666667,6700.0
201,13,19,3,15,1,6,1,1,38,0.0,19398.8,3233.133333333333,20800.0
201,13,23,4,13,1,5,1,1,41,0.0,18376.9,3675.38,26850.0
201,13,23,4,14,1,4,1,1,41,3457.0,16271.6,4067.9,27900.0
201,13,23,4,15,1,4,1,1,36,1601.0,18373.0,4593.25,9200.0
201,13,47,4,13,1,8,1,1,47,0.0,32015.8,4001.975,28700.0
201,13,47,4,14,1,5,1,1,39,0.0,25068.3,5013.66,40900.0
201,15,1,5,13,1,4,1,1,41,16764.0,26153.6,6538.4,16000.0
201,15,1,5,14,1,4,1,1,37,50570.0,29966.199999999997,7491.549999999999,0.0
201,15,1,5,15,1,3,1,1,37,29521.0,27666.6,9222.199999999999,0.0
201,15,7,2,13,1,6,1,1,45,4801.0,15594.400000000001,2599.066666666667,7460.0
201,15,7,2,14,1,10,1,1,57,0.0,25880.3,2588.0299999999997,14500.0
201,15,7,2,15,1,8,1,1,36,0.0,25625.699999999997,3203.2124999999996,17270.0
201,15,13,9,14,1,5,1,1,43,2370.0,16431.300000000003,3286.2600000000007,19740.0
201,15,13,9,15,1,7,1,1,44,1267.0,20002.5,2857.5,6200.0
201,15,37,7,13,1,3,1,1,51,10741.0,20373.1,6791.033333333333,16000.0
201,15,37,7,15,1,3,1,1,39,34266.0,37559.4,12519.800000000001,700.0
201,15,41,5,13,1,5,1,1,45,0.0,24591.0,4918.2,18300.0
201,15,41,5,14,1,3,1,1,61,0.0,15204.5,5068.166666666667,15500.0
201,15,41,5,15,1,6,1,1,51,0.0,28545.0,4757.5,12900.0
201,15,45,5,13,1,7,1,1,49,0.0,15987.6,2283.942857142857,24900.0
201,15,45,5,14,1,6,1,1,39,0.0,12244.6,2040.7666666666667,3550.0
201,15,45,5,15,1,5,1,1,27,0.0,10662.0,2132.4,6310.0
201,17,13,3,13,1,5,1,1,55,0.0,17415.6,3483.12,8700.0
201,17,13,3,14,1,6,1,1,33,4149.0,23123.8,3853.9666666666667,22200.0
201,17,13,3,15,1,5,1,1,28,3000.0,22773.0,4554.6,24500.0
201,17,33,4,13,1,7,1,1,39,36615.0,24160.4,3451.4857142857145,27100.0
201,17,33,4,14,1,6,1,1,45,9074.0,24973.8,4162.3,49550.0
201,17,33,4,15,1,3,1,1,38,6172.0,19408.4,6469.466666666667,115920.0
201,19,3,6,13,1,4,1,1,35,4808.0,25259.300000000003,6314.825000000001,24500.0
201,19,3,6,14,1,2,1,1,74,0.0,8052.0,4026.0,1400.0
201,19,3,6,15,1,4,1,1,31,7115.0,16992.5,4248.125,16400.0
201,19,9,3,13,1,6,1,1,39,0.0,14471.1,2411.85,1430.0
201,19,9,3,14,1,5,1,1,38,2860.0,11119.4,2223.88,200.0
201,19,9,3,15,1,4,1,1,38,3585.0,11299.5,2824.875,0.0
201,19,15,1,13,1,3,1,1,43,0.0,4630.6,1543.5333333333335,7300.0
201,19,15,1,14,1,4,1,1,34,10814.0,21824.1,5456.025,31000.0
201,19,15,1,15,1,4,1,1,71,0.0,9959.6,2489.9,15100.0
201,19,19,7,13,1,4,1,1,53,0.0,16655.9,4163.975,6150.0
201,19,19,7,14,1,5,1,1,47,0.0,23296.0,4659.2,6600.0
201,19,19,7,15,1,4,1,1,43,3499.0,20543.699999999997,5135.924999999999,3600.0
201,19,35,3,13,1,4,1,1,27,4194.0,8853.3,2213.325,7700.0
201,19,35,3,14,1,2,1,1,27,11496.0,10167.5,5083.75,1872.0
201,19,35,3,15,1,3,1,1,26,0.0,14662.5,4887.5,8500.0
201,19,41,10,13,1,2,1,1,48,59165.0,36771.1,18385.55,0.0
201,19,41,10,14,1,4,1,1,37,9350.0,18307.699999999997,4576.924999999999,20400.0
201,19,41,10,15,1,4,1,1,32,7854.0,16464.0,4116.0,9400.0
201,19,53,4,13,1,5,1,1,40,5275.0,19587.0,3917.4,12870.0
201,19,53,4,14,1,4,1,1,70,0.0,17148.5,4287.125,235.0
201,19,53,4,15,1,3,1,1,30,12159.0,14318.7,4772.900000000001,4700.0
201,19,61,10,13,1,4,1,1,44,0.0,21522.0,5380.5,6800.0
201,19,61,10,14,1,4,1,1,53,0.0,20485.300000000003,5121.325000000001,9600.0
201,19,61,10,15,1,4,1,1,44,0.0,24127.6,6031.9,0.0
203,1,1,19,14,1,3,1,1,28,60061.0,53731.9,17910.633333333335,0.0
203,1,1,19,15,1,5,1,1,45,22205.0,56991.5,11398.3,0.0
203,1,3,2,15,1,5,1,1,40,54129.0,47629.100000000006,9525.820000000002,0.0
203,1,3,2,19,1,5,1,1,69,7992.0,23538.300000000003,4707.660000000001,0.0
203,1,7,4,13,1,1,1,1,67,20131.0,30416.1,30416.1,0.0
203,1,7,4,14,1,4,1,1,47,69659.0,31464.8,7866.2,0.0
203,1,13,6,14,1,5,1,1,44,18877.0,20949.0,4189.8,18000.0
203,3,17,2,13,1,3,1,1,47,3155.0,13058.0,4352.666666666667,27500.0
203,3,17,2,14,1,6,1,1,45,3267.0,11589.4,1931.5666666666666,10000.0
203,3,37,12,13,1,6,1,1,48,2954.0,15130.0,2521.6666666666665,13000.0
203,3,37,12,14,1,4,1,1,31,1036.0,15989.0,3997.25,42000.0
203,3,37,12,15,1,6,1,1,33,0.0,13466.699999999999,2244.45,10500.0
203,4,7,4,13,1,3,1,1,27,5635.0,12884.0,4294.666666666667,30000.0
203,4,7,4,14,1,8,1,1,50,1218.0,25658.2,3207.275,55800.0
203,4,7,4,15,1,4,1,1,49,61418.0,24551.100000000002,6137.775000000001,10000.0
203,4,9,3,13,1,8,1,1,41,0.0,29717.0,3714.625,16000.0
203,4,9,3,15,1,5,1,1,58,0.0,10559.1,2111.82,8500.0
203,4,9,3,19,1,5,1,1,45,0.0,13268.9,2653.7799999999997,10000.0
203,4,11,2,13,1,5,1,1,43,0.0,12953.8,2590.7599999999998,16000.0
203,4,11,2,14,1,6,1,1,45,0.0,9346.199999999999,1557.6999999999998,10000.0
203,4,11,2,19,1,5,1,1,26,0.0,6256.6,1251.3200000000002,6000.0
203,5,17,6,13,1,4,1,1,37,9919.0,20133.0,5033.25,6500.0
203,5,17,6,14,1,4,1,1,39,1317.0,10270.8,2567.7,10200.0
203,5,17,6,15,1,4,1,1,54,19465.0,58508.2,14627.05,18750.0
203,5,29,4,13,1,5,1,1,52,0.0,22115.0,4423.0,18300.0
203,5,29,4,14,1,4,1,1,37,1853.0,24139.199999999997,6034.799999999999,20500.0
203,7,2,6,14,1,5,1,1,32,0.0,10471.2,2094.2400000000002,0.0
203,7,2,6,15,1,6,1,1,36,0.0,9578.900000000001,1596.4833333333336,10000.0
203,7,2,6,19,1,5,1,1,29,676.0,15891.0,3178.2,10200.0
203,9,5,4,13,1,6,1,1,35,0.0,11269.1,1878.1833333333334,18500.0
203,9,5,4,14,1,9,1,1,53,0.0,21656.6,2406.288888888889,61000.0
203,9,5,4,15,1,5,1,1,28,676.0,11233.3,2246.66,3000.0
203,11,1,8,13,1,3,1,1,45,0.0,21703.800000000003,7234.600000000001,16000.0
203,11,1,8,14,1,2,1,1,51,1991.0,21864.4,10932.2,22500.0
203,11,1,8,15,1,5,1,1,56,49782.0,31217.6,6243.5199999999995,0.0
203,11,9,9,13,1,3,1,1,28,0.0,15279.2,5093.066666666667,22380.0
203,11,9,9,14,1,4,1,1,50,6086.0,9971.8,2492.95,12000.0
203,11,9,9,15,1,5,1,1,30,0.0,11717.0,2343.4,12000.0
203,11,17,1,14,1,4,1,1,45,2192.0,17533.7,4383.425,56200.0
203,11,17,1,15,1,6,1,1,53,0.0,20044.0,3340.6666666666665,16000.0
203,11,17,1,19,1,4,1,1,38,2119.0,16836.0,4209.0,14450.0
203,11,29,4,13,1,6,1,1,44,10464.0,17026.3,2837.7166666666667,23750.0
203,11,29,4,14,1,4,1,1,43,6566.0,20743.1,5185.775,14800.0
203,11,29,4,15,1,3,1,1,64,0.0,14311.6,4770.533333333334,15000.0
203,13,1,5,13,1,3,1,1,51,41509.0,47005.5,15668.5,0.0
203,13,1,5,15,1,3,1,1,45,68651.0,56718.600000000006,18906.2,0.0
203,13,17,1,13,1,5,1,1,75,0.0,13125.9,2625.18,2700.0
203,13,17,1,15,1,4,1,1,26,5410.0,6373.1,1593.275,5000.0
203,13,31,4,13,1,4,1,1,43,3331.0,20522.8,5130.7,0.0
203,13,31,4,14,1,4,1,1,30,563.0,22809.0,5702.25,18630.0
203,13,31,4,15,1,4,1,1,48,1635.0,15080.5,3770.125,0.0
203,15,3,1,13,1,4,1,1,46,0.0,19000.4,4750.1,12400.0
203,15,3,1,14,1,6,1,1,42,0.0,17717.399999999998,2952.8999999999996,22700.0
203,15,3,1,15,1,10,1,1,40,0.0,22686.8,2268.68,24000.0
203,15,11,14,13,1,3,1,1,51,0.0,43814.6,14604.866666666667,13000.0
203,15,11,14,14,1,3,1,1,30,0.0,26383.6,8794.533333333333,15000.0
203,15,11,14,15,1,3,1,1,50,703.0,14441.0,4813.666666666667,3225.0
203,15,15,4,13,1,2,1,1,60,0.0,77376.0,38688.0,600.0
203,15,15,4,14,1,5,1,1,41,0.0,23136.0,4627.2,13500.0
203,15,15,4,15,1,6,1,1,53,0.0,40894.3,6815.716666666667,26100.0
203,15,31,11,13,1,3,1,1,36,2255.0,20848.0,6949.333333333333,14300.0
203,15,31,11,15,1,2,1,1,38,0.0,20101.100000000002,10050.550000000001,40000.0
203,15,39,1,13,1,4,1,1,44,0.0,14670.0,3667.5,9200.0
203,15,39,1,14,1,5,1,1,50,32745.0,41493.8,8298.76,11700.0
203,15,39,1,15,1,5,1,1,50,11052.0,15062.500000000002,3012.5000000000005,8030.0
203,17,15,2,13,1,4,1,1,30,2368.0,6777.099999999999,1694.2749999999999,13000.0
203,17,15,2,14,1,6,1,1,38,0.0,16616.6,2769.433333333333,26200.0
203,17,27,6,13,1,4,1,1,35,0.0,12196.099999999999,3049.0249999999996,10000.0
203,17,27,6,14,1,4,1,1,51,5668.0,14958.5,3739.625,16300.0
203,17,27,6,15,1,4,1,1,38,3381.0,21402.0,5350.5,31000.0
203,17,35,5,13,1,3,1,1,28,1570.0,11411.3,3803.7666666666664,15500.0
203,19,5,4,13,1,4,1,1,41,27658.0,33792.9,8448.225,34600.0
203,19,5,4,14,1,6,1,1,49,0.0,25908.0,4318.0,23000.0
203,19,5,4,15,1,5,1,1,56,0.0,35524.2,7104.839999999999,26100.0
203,19,15,3,13,1,5,1,1,32,0.0,12566.099999999999,2513.22,5000.0
203,19,15,3,15,1,4,1,1,34,0.0,18973.0,4743.25,51000.0
203,19,15,3,19,1,4,1,1,25,0.0,11793.6,2948.4,6500.0
203,21,21,5,13,1,5,1,1,34,0.0,23152.100000000002,4630.42,12600.0
203,21,21,5,14,1,4,1,1,40,65.0,17554.0,4388.5,13100.0
203,21,21,5,15,1,7,1,1,34,1014.0,22501.9,3214.557142857143,38200.0
205,1,3,1,13,1,5,1,1,27,13949.0,42183.899999999994,8436.779999999999,253900.0
205,1,3,1,14,1,3,1,1,56,0.0,35236.399999999994,11745.466666666665,0.0
205,1,7,8,13,1,4,1,1,44,23443.0,38174.4,9543.6,41500.0
205,1,7,8,14,1,3,1,1,47,46498.0,54373.1,18124.366666666665,19000.0
205,1,7,8,15,1,3,1,1,56,39427.0,41799.7,13933.233333333332,0.0
205,1,9,10,13,1,4,1,1,51,11592.0,30060.100000000002,7515.025000000001,23800.0
205,1,19,4,13,1,3,1,1,28,26223.0,33500.0,11166.666666666666,12000.0
205,1,19,4,14,1,4,1,1,32,46498.0,34284.5,8571.125,15900.0
205,1,19,4,19,1,4,1,1,26,34098.0,29490.899999999998,7372.724999999999,5250.0
205,1,27,11,13,1,4,1,1,50,236364.0,93857.7,23464.425,2500.0
205,1,27,11,15,1,3,1,1,46,9880.0,39161.1,13053.699999999999,4500.0
205,5,1,8,14,1,5,1,1,47,0.0,11714.3,2342.8599999999997,25000.0
205,5,1,8,15,1,6,1,1,45,0.0,20762.8,3460.4666666666667,20400.0
205,5,17,2,14,1,5,1,1,60,0.0,15827.5,3165.5,26000.0
205,5,17,2,15,1,7,1,1,33,0.0,15723.4,2246.2,24000.0
205,5,31,6,13,1,3,1,1,48,0.0,9659.1,3219.7000000000003,1000.0
205,5,31,6,14,1,3,1,1,34,37392.0,15862.3,5287.433333333333,60000.0
205,5,31,6,15,1,4,1,1,27,0.0,6367.6,1591.9,3800.0
205,7,15,4,13,1,4,1,1,33,0.0,17922.7,4480.675,24000.0
205,7,15,4,14,1,3,1,1,64,0.0,19450.5,6483.5,18000.0
205,7,15,4,15,1,6,1,1,45,0.0,27503.5,4583.916666666667,900.0
205,7,31,3,13,1,5,1,1,33,0.0,22661.0,4532.2,22000.0
205,7,31,3,14,1,4,1,1,26,0.0,18808.0,4702.0,120000.0
205,8,3,3,13,1,6,1,1,41,0.0,12147.4,2024.5666666666666,10000.0
205,8,3,3,14,1,4,1,1,65,0.0,7408.9,1852.225,13000.0
205,8,3,3,15,1,3,1,1,59,0.0,10004.300000000001,3334.766666666667,3000.0
205,8,23,3,13,1,5,1,1,48,0.0,25477.6,5095.5199999999995,115000.0
205,8,23,3,14,1,5,1,1,29,0.0,25477.0,5095.4,34000.0
205,8,23,3,15,1,5,1,1,29,4903.0,27141.4,5428.280000000001,37500.0
205,9,51,2,14,1,5,1,1,30,0.0,11836.0,2367.2,25000.0
205,9,65,4,13,1,4,1,1,43,4751.0,15915.9,3978.975,34500.0
205,9,65,4,14,1,7,1,1,58,4053.0,22200.9,3171.557142857143,105000.0
205,9,65,4,15,1,5,1,1,64,0.0,10315.300000000001,2063.0600000000004,6000.0
205,11,1,10,15,1,3,1,1,32,0.0,18768.5,6256.166666666667,0.0
205,11,1,10,19,1,3,1,1,60,0.0,14081.5,4693.833333333333,0.0
205,11,3,15,15,1,5,1,1,43,412.0,14845.199999999999,2969.04,8200.0
205,11,11,7,14,1,3,1,1,44,0.0,20074.3,6691.433333333333,11175.0
205,11,11,7,15,1,4,1,1,28,0.0,8112.0,2028.0,2100.0
205,11,15,22,13,1,2,1,1,70,0.0,9500.0,4750.0,3000.0
205,11,15,22,14,1,4,1,1,32,8552.0,19190.9,4797.725,14800.0
205,11,15,22,15,1,2,1,1,72,0.0,9760.9,4880.45,1187.0
205,11,19,9,13,1,4,1,1,34,0.0,12192.0,3048.0,5400.0
205,11,19,9,14,1,4,1,1,38,0.0,26314.4,6578.6,13000.0
205,11,23,7,13,1,2,1,1,83,0.0,5006.3,2503.15,0.0
205,11,23,7,14,1,5,1,1,43,0.0,20200.0,4040.0,2100.0
205,11,23,7,15,1,5,1,1,39,0.0,18220.5,3644.1,14000.0
205,13,1,10,13,1,4,1,1,45,56341.0,43155.7,10788.925,0.0
205,13,1,10,14,1,4,1,1,32,26348.0,37119.6,9279.9,0.0
205,13,1,10,15,1,5,1,1,45,0.0,54581.3,10916.26,0.0
205,13,11,16,13,1,11,1,1,31,3738.0,25450.3,2313.663636363636,9500.0
205,13,11,16,14,1,9,1,1,27,0.0,27245.1,3027.233333333333,9850.0
205,13,11,16,15,1,8,1,1,56,0.0,24832.3,3104.0375,44300.0
205,13,29,4,13,1,6,1,1,42,0.0,27859.0,4643.166666666667,21130.0
205,13,29,4,14,1,8,1,1,34,0.0,38098.799999999996,4762.349999999999,40532.0
205,13,29,4,19,1,5,1,1,28,0.0,24719.100000000002,4943.820000000001,7610.0
205,15,11,2,14,1,6,1,1,38,0.0,33598.2,5599.7,0.0
205,15,11,2,15,1,4,1,1,31,0.0,20940.800000000003,5235.200000000001,0.0
205,15,27,1,14,1,4,1,1,53,0.0,14963.3,3740.825,212000.0
205,15,27,1,19,1,7,1,1,49,0.0,22680.7,3240.1,11000.0
205,19,5,11,13,1,4,1,1,40,0.0,11668.1,2917.025,8500.0
205,19,5,11,14,1,4,1,1,30,0.0,11546.0,2886.5,6000.0
205,19,5,11,15,1,6,1,1,38,0.0,16408.4,2734.7333333333336,32000.0
205,19,17,4,13,1,7,1,1,48,9828.0,15212.5,2173.214285714286,12000.0
205,19,17,4,14,1,6,1,1,41,0.0,14356.6,2392.766666666667,7000.0
205,19,17,4,15,1,6,1,1,46,6322.0,20013.3,3335.5499999999997,6000.0
205,19,33,7,13,1,3,1,1,37,0.0,8351.7,2783.9,5000.0
205,19,33,7,14,1,5,1,1,27,0.0,11928.5,2385.7,0.0
205,19,33,7,15,1,6,1,1,42,12158.0,26487.5,4414.583333333333,13100.0
205,19,43,3,13,1,5,1,1,40,5471.0,11997.0,2399.4,50000.0
205,19,43,3,14,1,7,1,1,35,6079.0,29143.0,4163.285714285715,15800.0
205,19,43,3,15,1,5,1,1,45,3895.0,20021.899999999998,4004.3799999999997,17700.0
207,1,3,8,13,1,3,1,1,45,9898.0,13361.0,4453.666666666667,12000.0
207,1,3,8,14,1,4,1,1,47,29339.0,17196.199999999997,4299.049999999999,0.0
207,1,3,8,15,1,4,1,1,46,19940.0,21547.2,5386.8,3000.0
207,1,5,9,13,1,6,1,1,67,13187.0,18465.6,3077.6,0.0
207,1,11,4,13,1,4,1,1,49,15578.0,17083.0,4270.75,160.0
207,1,11,4,15,1,3,1,1,32,9431.0,13043.0,4347.666666666667,0.0
207,1,13,5,13,1,5,1,1,43,21472.0,37578.5,7515.7,18680.0
207,1,13,5,15,1,4,1,1,29,2412.0,15661.3,3915.325,97.0
207,1,15,7,13,1,4,1,1,38,2779.0,17624.800000000003,4406.200000000001,1400.0
207,1,15,7,14,1,5,1,1,60,0.0,25576.1,5115.219999999999,206250.0
207,1,15,7,15,1,4,1,1,36,1266.0,17228.399999999998,4307.099999999999,21200.0
207,3,3,2,13,1,5,1,1,37,0.0,16739.6,3347.9199999999996,5000.0
207,3,3,2,14,1,5,1,1,29,0.0,16821.0,3364.2,8000.0
207,3,7,2,13,1,5,1,1,38,0.0,17089.0,3417.8,47999.0
207,3,7,2,14,1,4,1,1,48,0.0,22008.5,5502.125,102000.0
207,3,7,2,20,1,5,1,1,33,3993.0,20892.1,4178.42,1500.0
207,3,25,6,14,1,4,1,1,33,15354.0,28009.5,7002.375,14700.0
207,4,5,18,13,1,8,1,1,48,4210.0,18173.800000000003,2271.7250000000004,33200.0
207,4,5,18,14,1,9,1,1,65,1817.0,20223.1,2247.011111111111,36400.0
207,4,5,18,15,1,4,1,1,30,3617.0,19285.1,4821.275,42200.0
207,4,7,4,13,1,4,1,1,41,0.0,15768.3,3942.075,11000.0
207,4,7,4,14,1,4,1,1,40,12252.0,17254.0,4313.5,35600.0
207,4,7,4,15,1,8,1,1,52,0.0,18874.8,2359.35,58110.0
207,4,17,2,13,1,7,1,1,29,2807.0,21856.3,3122.328571428571,2200.0
207,4,17,2,14,1,5,1,1,32,3243.0,15069.9,3013.98,22450.0
207,4,17,2,15,1,6,1,1,38,3509.0,19209.3,3201.5499999999997,20000.0
207,5,3,8,13,1,4,1,1,43,452.0,17746.0,4436.5,20000.0
207,5,3,8,15,1,5,1,1,65,3767.0,36811.2,7362.24,5000.0
207,5,3,8,19,1,4,1,1,46,5052.0,34959.6,8739.9,5000.0
207,5,7,3,13,1,6,1,1,59,3243.0,13904.5,2317.4166666666665,7000.0
207,5,7,3,14,1,3,1,1,42,2526.0,20244.8,6748.266666666666,9000.0
