tinh,huyen,xa,diaban,hoso,matv,hsize,m1ac2,m1ac3,age,HH_Income,HH_consumption,HH_consumption_avr,HH_Wealth
101,13,5,19,20,1,4,1,1,38,107171.0,113018.0,28254.5,0.0
101,13,7,15,24,1,4,1,1,43,135617.0,110218.3,27554.575,0.0
101,13,13,10,15,1,6,1,1,60,211942.0,156388.9,26064.816666666666,21200.0
101,15,3,3,15,1,2,1,1,50,31224.0,22600.2,11300.1,0.0
101,15,9,11,14,1,6,1,1,77,15437.0,26446.0,4407.666666666667,150.0
101,15,9,11,15,1,5,1,1,35,13571.0,24742.2,4948.4400000000005,17050.0
101,15,19,13,13,1,6,1,1,56,87244.0,54332.5,9055.416666666666,0.0
101,15,19,13,20,1,5,1,1,32,19424.0,27994.9,5598.9800000000005,0.0
101,15,33,15,14,1,4,1,1,35,15692.0,18307.3,4576.825,20500.0
101,15,33,15,24,1,1,1,1,41,9770.0,5580.6,5580.6,1000.0
101,15,39,12,14,1,4,1,1,47,0.0,26336.3,6584.075,8000.0
101,15,51,13,14,1,3,1,1,49,23840.0,21982.800000000003,7327.600000000001,8000.0
101,15,51,13,15,1,4,1,1,56,51293.0,47263.100000000006,11815.775000000001,0.0
101,17,13,2,13,1,5,1,1,40,19170.0,27363.800000000003,5472.76,500.0
101,17,13,2,14,1,4,1,1,37,2587.0,20192.5,5048.125,12500.0
101,17,27,7,13,1,5,1,1,44,4280.0,34080.3,6816.06,377000.0
101,17,27,7,14,1,4,1,1,42,11515.0,45992.399999999994,11498.099999999999,14100.0
101,17,31,13,14,1,3,1,1,56,5937.0,39458.0,13152.666666666666,7300.0
101,17,31,13,15,1,12,1,1,47,0.0,73354.9,6112.908333333333,77800.0
101,17,33,15,14,1,4,1,1,41,74387.0,39204.8,9801.2,0.0
101,17,33,15,15,1,4,1,1,35,32451.0,19096.5,4774.125,0.0
101,17,35,16,14,1,5,1,1,53,62448.0,81536.8,16307.36,49000.0
101,17,35,16,15,1,4,1,1,44,85775.0,42844.4,10711.1,0.0
101,17,37,23,13,1,4,1,1,30,38122.0,31398.100000000002,7849.525000000001,1100.0
101,17,37,23,14,1,4,1,1,31,18830.0,13767.2,3441.8,0.0
101,17,37,23,15,1,5,1,1,40,18745.0,30643.2,6128.64,9600.0
101,17,39,9,14,1,4,1,1,38,15336.0,39485.5,9871.375,11500.0
101,17,39,9,15,1,4,1,1,38,18756.0,38538.5,9634.625,0.0
101,19,5,18,14,1,4,1,1,37,0.0,67360.29999999999,16840.074999999997,0.0
101,19,17,20,13,1,5,1,1,42,0.0,34147.8,6829.56,23500.0
101,19,17,20,14,1,4,1,1,51,30603.0,25282.3,6320.575,0.0
101,19,17,20,15,1,5,1,1,52,67131.0,54262.899999999994,10852.579999999998,4500.0
101,19,55,8,15,1,6,1,1,50,46250.0,75119.2,12519.866666666667,0.0
101,19,67,13,13,1,4,1,1,36,0.0,40428.0,10107.0,0.0
101,21,5,18,13,1,4,1,1,38,0.0,41097.100000000006,10274.275000000001,50000.0
101,21,5,18,14,1,3,1,1,53,0.0,38826.399999999994,12942.133333333331,43800.0
101,21,5,18,15,1,4,1,1,51,36115.0,41526.600000000006,10381.650000000001,0.0
101,21,13,9,14,1,4,1,1,42,14969.0,46848.2,11712.05,48000.0
101,21,21,34,13,1,4,1,1,44,0.0,34236.0,8559.0,24000.0
101,21,21,34,15,1,5,1,1,69,0.0,46078.3,9215.66,1800.0
101,21,23,13,19,1,5,1,1,50,0.0,54885.7,10977.14,1000.0
101,21,23,13,20,1,5,1,1,66,92754.0,73614.2,14722.84,0.0
101,21,27,8,13,1,6,1,1,51,47979.0,56546.1,9424.35,0.0
101,21,27,8,15,1,4,1,1,45,0.0,42465.6,10616.4,15000.0
101,21,31,15,14,1,6,1,1,50,60193.0,60154.399999999994,10025.733333333332,0.0
101,23,23,38,15,1,5,1,1,40,21643.0,41402.6,8280.52,0.0
101,23,47,15,13,1,5,1,1,54,22469.0,38734.0,7746.8,0.0
101,23,47,15,15,1,5,1,1,40,14325.0,35215.2,7043.039999999999,0.0
103,1,1,9,19,1,3,1,1,52,15932.0,37237.5,12412.5,0.0
103,1,7,25,13,1,6,1,1,55,111325.0,93817.0,15636.166666666666,0.0
103,1,11,18,13,1,4,1,1,49,0.0,22963.5,5740.875,15000.0
103,1,11,18,15,1,5,1,1,63,51588.0,38239.0,7647.8,0.0
103,1,17,7,15,1,2,1,1,69,3361.0,55645.9,27822.95,0.0
103,1,17,7,19,1,6,1,1,78,114440.0,90535.0,15089.166666666666,0.0
103,3,1,27,14,1,4,1,1,35,51260.0,41265.3,10316.325,0.0
103,3,5,7,15,1,5,1,1,44,19405.0,15876.4,3175.2799999999997,0.0
103,3,5,7,19,1,3,1,1,65,0.0,34430.6,11476.866666666667,0.0
103,3,5,7,20,1,6,1,1,59,47553.0,35069.1,5844.849999999999,0.0
103,3,9,20,14,1,3,1,1,67,35555.0,57443.100000000006,19147.7,0.0
103,3,9,20,15,1,3,1,1,81,16873.0,35271.3,11757.1,0.0
103,3,13,15,13,1,4,1,1,68,0.0,61165.4,15291.35,6000.0
103,3,19,12,13,1,4,1,1,49,43889.0,84582.3,21145.575,20000.0
103,3,19,12,14,1,3,1,1,38,33596.0,51008.7,17002.899999999998,0.0
103,3,19,12,15,1,4,1,1,44,0.0,73235.4,18308.85,1012000.0
103,3,23,12,21,1,4,1,1,50,0.0,60505.4,15126.35,101300.0
103,3,23,12,22,1,5,1,1,60,93997.0,63681.7,12736.34,0.0
103,3,23,12,23,1,4,1,1,46,0.0,23824.4,5956.1,1000.0
103,4,3,8,13,1,4,1,1,60,28725.0,30818.4,7704.6,0.0
103,4,3,8,14,1,4,1,1,38,38590.0,39653.7,9913.425,0.0
103,4,3,8,19,1,4,1,1,73,20802.0,36015.1,9003.775,0.0
103,4,5,19,14,1,3,1,1,53,3838.0,24830.5,8276.833333333334,0.0
103,4,5,19,20,1,4,1,1,57,9953.0,22636.4,5659.1,10000.0
103,4,11,28,13,1,2,1,1,77,0.0,16606.600000000002,8303.300000000001,0.0
103,4,11,28,19,1,5,1,1,71,2586.0,47014.2,9402.84,0.0
103,5,7,18,15,1,4,1,1,52,16757.0,33803.3,8450.825,15000.0
103,5,15,16,19,1,4,1,1,41,79440.0,39986.399999999994,9996.599999999999,0.0
103,5,19,2,13,1,5,1,1,54,20224.0,52003.9,10400.78,165000.0
103,5,19,2,14,1,3,1,1,50,0.0,59403.399999999994,19801.13333333333,22000.0
103,5,19,2,15,1,4,1,1,46,94441.0,52982.0,13245.5,0.0
103,5,24,27,13,1,4,1,1,71,28478.0,41311.5,10327.875,0.0
103,5,24,27,14,1,4,1,1,39,9461.0,27506.5,6876.625,3000.0
103,5,24,27,15,1,2,1,1,57,88774.0,99949.3,49974.65,0.0
103,5,27,27,15,1,2,1,1,58,62220.0,52781.5,26390.75,0.0
103,7,1,21,15,1,4,1,1,41,33976.0,29699.3,7424.825,0.0
103,7,7,3,14,1,4,1,1,48,0.0,28441.4,7110.35,250000.0
103,7,13,18,14,1,4,1,1,43,64551.0,35661.0,8915.25,0.0
103,7,13,18,15,1,5,1,1,38,26461.0,22577.0,4515.4,0.0
103,9,3,8,13,1,2,1,1,59,25177.0,16706.8,8353.4,0.0
103,9,3,8,14,1,7,1,1,51,17111.0,56733.7,8104.814285714286,55000.0
103,9,3,8,15,1,6,1,1,37,0.0,70402.9,11733.816666666666,24500.0
103,10,7,7,14,1,2,1,1,70,0.0,13453.7,6726.85,0.0
103,10,39,1,13,1,6,1,1,55,36651.0,63575.9,10595.983333333334,0.0
103,10,39,1,14,1,5,1,1,62,62323.0,47048.0,9409.6,0.0
103,10,39,1,15,1,3,1,1,55,24556.0,29134.1,9711.366666666667,43550.0
103,11,5,13,14,1,4,1,1,35,30129.0,32082.6,8020.65,0.0
103,11,5,13,15,1,4,1,1,30,0.0,29642.8,7410.7,6000.0
103,11,5,13,19,1,2,1,1,56,7726.0,14721.699999999999,7360.849999999999,4000.0
103,11,7,3,13,1,4,1,1,52,13578.0,44796.7,11199.175,13710.0
103,11,7,3,14,1,3,1,1,60,9080.0,33646.8,11215.6,5000.0
103,11,7,3,15,1,3,1,1,52,7429.0,35254.9,11751.633333333333,8268.0
103,11,14,26,13,1,3,1,1,48,35164.0,38432.399999999994,12810.799999999997,0.0
103,11,14,26,15,1,4,1,1,42,0.0,56819.3,14204.825,50000.0
103,11,21,6,14,1,2,1,1,73,0.0,14877.6,7438.8,0.0
103,11,27,4,13,1,5,1,1,41,25336.0,26053.6,5210.719999999999,10500.0
103,11,27,4,15,1,6,1,1,69,31863.0,38421.5,6403.583333333333,3850.0
103,11,35,7,13,1,4,1,1,38,11586.0,21094.8,5273.7,5750.0
103,11,35,7,14,1,5,1,1,70,12433.0,18724.0,3744.8,3800.0
103,11,43,17,13,1,6,1,1,41,10978.0,32854.5,5475.75,4800.0
103,11,43,17,14,1,6,1,1,42,12700.0,41541.1,6923.516666666666,0.0
103,11,43,17,15,1,4,1,1,35,6438.0,18544.9,4636.225,25000.0
103,11,51,8,13,1,2,1,1,54,3257.0,17312.8,8656.4,0.0
103,11,57,17,13,1,4,1,1,53,37987.0,34082.100000000006,8520.525000000001,4500.0
103,11,57,17,14,1,2,1,1,73,0.0,8985.3,4492.65,0.0
103,11,57,17,15,1,4,1,1,45,9575.0,27030.3,6757.575,12500.0
103,11,63,7,15,1,4,1,1,40,28172.0,23358.0,5839.5,0.0
103,11,71,14,13,1,4,1,1,40,0.0,23086.2,5771.55,1100.0
103,11,71,14,15,1,6,1,1,58,48718.0,59116.9,9852.816666666668,5300.0
103,13,1,11,13,1,4,1,1,42,0.0,39855.1,9963.775,7000.0
103,13,1,11,15,1,6,1,1,49,27900.0,44989.7,7498.283333333333,0.0
103,13,7,12,14,1,3,1,1,49,19852.0,42801.5,14267.166666666666,0.0
103,13,7,12,19,1,2,1,1,78,0.0,8110.4,4055.2,0.0
103,13,13,9,13,1,6,1,1,43,27569.0,43203.6,7200.599999999999,0.0
103,13,13,9,14,1,4,1,1,48,11708.0,19376.4,4844.1,0.0
103,13,13,9,15,1,5,1,1,49,28726.0,39881.7,7976.339999999999,15600.0
103,13,21,6,13,1,4,1,1,43,30905.0,35842.1,8960.525,300.0
103,13,21,6,14,1,5,1,1,48,21640.0,43346.600000000006,8669.320000000002,0.0
103,13,21,6,15,1,5,1,1,35,0.0,31699.4,6339.88,6200.0
103,15,3,21,13,1,2,1,1,46,0.0,10834.7,5417.35,10500.0
103,15,3,21,15,1,4,1,1,66,12810.0,17816.7,4454.175,8000.0
103,15,11,2,14,1,3,1,1,47,0.0,24259.699999999997,8086.566666666666,388000.0
103,15,19,8,19,1,3,1,1,52,0.0,72860.2,24286.733333333334,0.0
103,15,25,4,14,1,2,1,1,58,6437.0,10093.2,5046.6,1000.0
103,15,25,4,15,1,3,1,1,57,0.0,28718.5,9572.833333333334,2000.0
103,15,25,4,19,1,2,1,1,48,0.0,32411.4,16205.7,500.0
103,15,33,13,13,1,6,1,1,52,14995.0,23830.2,3971.7000000000003,0.0
103,15,33,13,15,1,2,1,1,73,0.0,7810.5,3905.25,0.0
103,17,17,11,13,1,4,1,1,38,16444.0,23726.7,5931.675,13900.0
103,17,17,11,14,1,4,1,1,37,15023.0,24964.9,6241.225,12100.0
103,17,17,11,15,1,4,1,1,38,14528.0,24267.0,6066.75,12110.0
103,17,23,24,13,1,2,1,1,53,6439.0,18462.9,9231.45,10500.0
103,17,23,24,14,1,4,1,1,41,15585.0,29284.399999999998,7321.099999999999,1500.0
103,17,23,24,15,1,6,1,1,38,4920.0,30238.699999999997,5039.783333333333,3200.0
103,17,31,13,13,1,3,1,1,37,8812.0,12844.899999999998,4281.633333333332,0.0
103,17,31,13,14,1,5,1,1,39,15114.0,40600.7,8120.139999999999,17700.0
103,17,31,13,15,1,4,1,1,32,24822.0,24149.0,6037.25,0.0
103,17,47,18,15,1,7,1,1,55,0.0,29237.699999999997,4176.814285714286,52800.0
103,17,47,18,24,1,6,1,1,37,23084.0,36252.8,6042.133333333334,0.0
103,19,9,1,13,1,7,1,1,49,45820.0,23148.100000000002,3306.871428571429,23650.0
103,19,9,1,14,1,4,1,1,42,20141.0,33502.2,8375.55,34625.0
103,19,9,1,15,1,4,1,1,53,0.0,26845.5,6711.375,2140.0
103,19,17,13,13,1,4,1,1,38,2063.0,34921.3,8730.325,6800.0
103,19,17,13,14,1,2,1,1,58,33666.0,75225.4,37612.7,15000.0
103,19,17,13,15,1,6,1,1,33,0.0,17460.199999999997,2910.033333333333,15000.0
103,19,25,12,13,1,6,1,1,48,27320.0,25617.2,4269.533333333334,1350.0
103,19,25,12,14,1,3,1,1,45,27708.0,22248.199999999997,7416.066666666666,204.00000000000003
103,19,25,12,15,1,4,1,1,45,54664.0,55867.2,13966.8,12000.0
103,19,35,3,13,1,4,1,1,50,0.0,28452.0,7113.0,2810.0
103,19,35,3,14,1,4,1,1,69,13333.0,25559.9,6389.975,45800.0
103,19,35,3,15,1,3,1,1,53,6315.0,24885.8,8295.266666666666,13000.0
103,19,45,17,13,1,3,1,1,48,15898.0,50814.1,16938.033333333333,20000.0
103,19,45,17,14,1,4,1,1,45,8749.0,31942.4,7985.6,2960.0
103,19,45,17,15,1,2,1,1,72,0.0,10229.4,5114.7,0.0
103,21,1,10,14,1,4,1,1,38,0.0,31762.4,7940.6,400300.0
103,21,1,10,20,1,4,1,1,44,0.0,38483.2,9620.8,16000.0
103,21,7,12,13,1,5,1,1,55,5355.0,31989.800000000003,6397.960000000001,29000.0
103,21,7,12,14,1,4,1,1,45,0.0,17618.1,4404.525,34500.0
103,21,7,12,15,1,2,1,1,76,0.0,16594.5,8297.25,5000.0
103,21,17,10,13,1,3,1,1,40,33018.0,21569.3,7189.766666666666,3000.0
103,21,17,10,14,1,4,1,1,41,12771.0,20697.2,5174.3,2300.0
103,21,25,2,13,1,2,1,1,52,7739.0,9607.5,4803.75,0.0
103,21,25,2,14,1,3,1,1,38,22988.0,18803.9,6267.966666666667,0.0
103,21,25,2,15,1,3,1,1,60,0.0,14385.7,4795.233333333334,6000.0
103,21,35,17,13,1,3,1,1,57,0.0,16758.800000000003,5586.266666666667,30000.0
103,21,43,8,13,1,4,1,1,36,6361.0,23386.2,5846.55,1300.0
103,21,43,8,14,1,4,1,1,37,15402.0,19667.5,4916.875,0.0
103,21,43,8,15,1,5,1,1,36,0.0,21181.5,4236.3,15600.0
103,21,51,2,13,1,3,1,1,56,6728.0,18065.699999999997,6021.899999999999,3000.0
103,21,51,2,15,1,1,1,1,78,0.0,6547.400000000001,6547.400000000001,0.0
104,1,1,9,15,1,2,1,1,50,15211.0,12412.600000000002,6206.300000000001,0.0
104,1,1,9,19,1,4,1,1,39,0.0,30866.8,7716.7,14599.0
104,1,3,8,13,1,2,1,1,50,18841.0,39886.5,19943.25,0.0
104,1,3,8,14,1,4,1,1,33,10894.0,17036.7,4259.175,800.0
104,1,4,8,13,1,4,1,1,50,39620.0,82076.8,20519.2,0.0
104,1,4,8,14,1,4,1,1,38,10532.0,23470.6,5867.65,23000.0
104,1,4,8,15,1,4,1,1,35,14155.0,23168.0,5792.0,600.0
104,1,7,3,14,1,4,1,1,49,54300.0,33208.3,8302.075,0.0
104,1,17,11,13,1,5,1,1,38,8899.0,21598.2,4319.64,4250.0
104,1,17,11,14,1,5,1,1,38,15846.0,11180.8,2236.16,0.0
104,1,17,11,15,1,5,1,1,40,0.0,18046.6,3609.3199999999997,6800.0
104,2,1,7,13,1,6,1,1,60,62652.0,75025.8,12504.300000000001,0.0
104,2,1,7,15,1,5,1,1,59,0.0,78832.0,15766.4,83500.0
104,2,7,24,13,1,7,1,1,68,5489.0,27361.5,3908.785714285714,6100.0
104,2,9,16,13,1,7,1,1,80,0.0,96557.4,13793.914285714285,11012800.0
104,2,9,16,15,1,5,1,1,37,4792.0,29582.4,5916.4800000000005,0.0
104,2,9,16,19,1,4,1,1,29,0.0,24565.3,6141.325,5800.0
104,2,13,14,14,1,3,1,1,27,35576.0,27339.9,9113.300000000001,0.0
104,3,11,3,13,1,4,1,1,42,0.0,35846.3,8961.575,29000.0
104,3,11,3,14,1,4,1,1,27,21256.0,16027.9,4006.975,0.0
104,3,11,3,15,1,6,1,1,51,20290.0,26409.9,4401.650000000001,14000.0
104,3,29,9,13,1,3,1,1,41,23237.0,18974.0,6324.666666666667,8000.0
104,3,29,9,14,1,4,1,1,32,812.0,21631.2,5407.8,1880.0
104,3,29,9,15,1,4,1,1,55,17198.0,25271.6,6317.9,10600.0
104,3,33,9,13,1,5,1,1,38,0.0,34520.899999999994,6904.1799999999985,76700.0
104,3,33,9,14,1,4,1,1,37,0.0,15284.9,3821.225,10500.0
104,3,33,9,15,1,4,1,1,37,0.0,18915.699999999997,4728.924999999999,14600.0
104,3,43,4,14,1,2,1,1,90,0.0,6046.1,3023.05,2350.0
104,3,43,4,15,1,5,1,1,35,13101.0,16919.0,3383.8,8100.0
104,3,53,13,14,1,7,1,1,50,24609.0,29727.0,4246.714285714285,6500.0
104,3,61,5,13,1,4,1,1,40,0.0,37389.4,9347.35,54000.0
104,3,61,5,14,1,4,1,1,46,0.0,23099.6,5774.9,18500.0
104,3,61,5,15,1,5,1,1,44,4913.0,9979.300000000001,1995.8600000000001,2550.0
104,3,69,13,13,1,4,1,1,57,17489.0,30512.9,7628.225,12100.0
104,3,69,13,19,1,5,1,1,41,5797.0,25798.0,5159.6,24000.0
104,3,69,13,20,1,4,1,1,57,23671.0,26136.3,6534.075,31500.0
104,3,75,8,13,1,6,1,1,43,14686.0,19143.8,3190.633333333333,12200.0
104,3,75,8,14,1,4,1,1,58,6309.0,36643.5,9160.875,16350.0
104,3,75,8,19,1,4,1,1,43,8212.0,38269.8,9567.45,400.0
104,4,1,2,15,1,5,1,1,46,48522.0,41086.5,8217.3,44500.0
104,4,9,10,13,1,4,1,1,45,2899.0,29036.4,7259.1,116800.0
104,4,9,10,14,1,4,1,1,45,7170.0,24649.0,6162.25,17040.0
104,5,17,5,13,1,4,1,1,48,14493.0,34684.2,8671.05,23200.0
104,5,17,5,14,1,5,1,1,47,73761.0,69261.6,13852.320000000002,26700.0
104,5,21,9,13,1,4,1,1,38,588.0,24072.600000000002,6018.150000000001,3600.0
104,5,21,9,14,1,5,1,1,43,6956.0,74326.1,14865.220000000001,3000.0
104,5,21,9,15,1,4,1,1,45,50909.0,54906.8,13726.7,0.0
104,5,29,3,13,1,4,1,1,42,0.0,17538.0,4384.5,15600.0
104,5,29,3,14,1,5,1,1,52,231619.0,104994.3,20998.86,3900.0
104,5,29,3,15,1,5,1,1,52,21923.0,32317.3,6463.46,16700.0
104,5,43,9,14,1,2,1,1,56,2880.0,32220.3,16110.15,27800.0
