tinh,huyen,xa,diaban,hoso,matv,hsize,m1ac2,m1ac3,age,indi_income,HH_Income,hsize_working,indi_work_hours,hh_work_hours,avg_work_hours,HH_consumption,HH_consumption_avr,HH_Wealth
117,13,29,5,14,1,5,1,1,48,8514.0,8514.0,1.0,2070.0,2070.0,2070.0,31418.9,6283.780000000001,11000.0
117,13,39,5,14,1,2,1,1,58,2767.0,2767.0,1.0,1764.0,1764.0,1764.0,17191.8,8595.9,2320.0
117,13,39,5,15,1,5,1,1,57,9751.0,19502.0,2.0,1992.0,3957.0,1978.5,22670.5,4534.1,450.0
117,15,11,14,15,1,4,1,1,70,7223.0,7223.0,1.0,1598.0,1598.0,1598.0,20341.699999999997,5085.424999999999,4400.0
117,15,19,9,15,1,5,1,1,45,13362.0,13362.0,1.0,1890.0,1890.0,1890.0,30149.399999999998,6029.879999999999,1300.0
117,15,31,10,14,1,3,1,1,67,11738.0,11738.0,1.0,1400.0,1400.0,1400.0,15566.999999999998,5188.999999999999,0.0
117,15,37,15,14,1,4,1,1,39,42615.0,42615.0,1.0,2496.0,2496.0,2496.0,38390.8,9597.7,13680.0
117,15,37,15,15,1,5,1,1,41,13128.0,13128.0,1.0,2524.0,2524.0,2524.0,38459.0,7691.8,2900.0
117,15,41,4,13,1,3,1,1,59,13001.0,13001.0,1.0,3240.0,3240.0,3240.0,29684.7,9894.9,5800.0
117,15,49,1,15,1,6,1,1,35,7137.0,7137.0,1.0,1650.0,1650.0,1650.0,20968.699999999997,3494.783333333333,18000.0
117,15,49,1,19,1,6,1,1,39,20431.0,20431.0,1.0,2164.0,2164.0,2164.0,16710.300000000003,2785.0500000000006,14000.0
201,1,1,16,13,1,4,1,1,40,27925.0,45057.0,2.0,2016.0,3552.0,1776.0,41741.4,10435.35,0.0
201,1,1,16,15,1,4,1,1,55,81519.0,143142.0,3.0,2304.0,6264.0,2088.0,90256.70000000001,22564.175000000003,0.0
201,1,7,10,13,1,5,1,1,82,29153.0,47622.0,2.0,2112.0,4608.0,2304.0,44106.0,8821.2,0.0
201,1,7,10,15,1,4,1,1,47,47530.0,68899.0,2.0,2112.0,4224.0,2112.0,51449.7,12862.425,0.0
201,3,11,3,13,1,4,1,1,55,2640.0,2640.0,1.0,1260.0,1260.0,1260.0,9126.3,2281.575,10700.0
201,3,11,3,14,1,7,1,1,34,3520.0,3520.0,1.0,1320.0,1320.0,1320.0,13511.100000000002,1930.157142857143,15000.0
201,3,11,3,15,1,6,1,1,27,2347.0,5280.0,2.0,1312.0,2412.0,1206.0,13338.8,2223.133333333333,15200.0
201,3,27,4,15,1,11,1,1,50,3872.0,11920.0,3.0,1300.0,3924.0,1308.0,24211.6,2201.0545454545454,15000.0
201,5,7,4,13,1,4,1,1,30,16412.0,16412.0,1.0,2187.0,2187.0,2187.0,13627.6,3406.9,9000.0
201,5,7,4,14,1,6,1,1,36,9878.0,9878.0,1.0,3100.0,3100.0,3100.0,15430.9,2571.8166666666666,17000.0
201,5,7,4,15,1,5,1,1,44,5397.0,5397.0,1.0,1224.0,1224.0,1224.0,13712.0,2742.4,8080.0
201,5,31,8,14,1,6,1,1,86,4383.0,5747.0,2.0,1218.0,2412.0,1206.0,29407.7,4901.283333333334,13200.0
201,7,7,8,14,1,5,1,1,38,6234.0,6234.0,1.0,1360.0,1360.0,1360.0,23002.0,4600.4,5500.0
201,7,7,8,15,1,9,1,1,31,3520.0,3520.0,1.0,1290.0,1290.0,1290.0,27543.199999999997,3060.3555555555554,6700.0
201,7,25,2,13,1,7,1,1,32,3089.0,3089.0,1.0,1176.0,1176.0,1176.0,14648.8,2092.6857142857143,20100.0
201,7,25,2,15,1,4,1,1,25,1353.0,3226.0,2.0,1260.0,2430.0,1215.0,10771.099999999999,2692.7749999999996,7500.0
201,9,7,7,14,1,4,1,1,25,2470.0,2470.0,1.0,1320.0,1320.0,1320.0,13236.5,3309.125,140.0
201,11,11,8,14,1,6,1,1,50,10245.0,10245.0,1.0,2432.0,2432.0,2432.0,22978.8,3829.7999999999997,17800.0
201,11,11,8,15,1,3,1,1,51,2470.0,4940.0,2.0,1160.0,1936.0,968.0,12836.0,4278.666666666667,9400.0
201,13,19,3,13,1,3,1,1,32,1976.0,1976.0,1.0,1294.0,1294.0,1294.0,12395.8,4131.933333333333,8800.0
201,13,23,4,14,1,4,1,1,41,3457.0,3457.0,1.0,1966.0,1966.0,1966.0,16271.6,4067.9,27900.0
201,13,23,4,15,1,4,1,1,36,1601.0,1601.0,1.0,1156.0,1156.0,1156.0,18373.0,4593.25,9200.0
201,15,1,5,13,1,4,1,1,41,16764.0,16764.0,1.0,2516.0,2516.0,2516.0,26153.6,6538.4,16000.0
201,15,1,5,14,1,4,1,1,37,24318.0,50570.0,2.0,1728.0,3456.0,1728.0,29966.199999999997,7491.549999999999,0.0
201,15,1,5,15,1,3,1,1,37,10592.0,29521.0,2.0,2112.0,3872.0,1936.0,27666.6,9222.199999999999,0.0
201,15,7,2,13,1,6,1,1,45,4801.0,4801.0,1.0,2290.0,2290.0,2290.0,15594.400000000001,2599.066666666667,7460.0
201,15,13,9,14,1,5,1,1,43,1432.0,2370.0,2.0,1367.0,2794.0,1397.0,16431.300000000003,3286.2600000000007,19740.0
201,15,13,9,15,1,7,1,1,44,1267.0,1267.0,1.0,1200.0,1200.0,1200.0,20002.5,2857.5,6200.0
201,15,37,7,13,1,3,1,1,51,9820.0,10741.0,2.0,1632.0,3876.0,1938.0,20373.1,6791.033333333333,16000.0
201,15,37,7,15,1,3,1,1,39,4606.0,34266.0,2.0,1630.0,3930.0,1965.0,37559.4,12519.800000000001,700.0
201,17,13,3,14,1,6,1,1,33,4149.0,4149.0,1.0,1548.0,1548.0,1548.0,23123.8,3853.9666666666667,22200.0
201,17,13,3,15,1,5,1,1,28,3000.0,3000.0,1.0,1632.0,1632.0,1632.0,22773.0,4554.6,24500.0
201,17,33,4,13,1,7,1,1,39,2118.0,36615.0,5.0,1211.0,6299.0,1259.8,24160.4,3451.4857142857145,27100.0
201,17,33,4,14,1,6,1,1,45,2303.0,9074.0,3.0,1024.0,3927.0,1309.0,24973.8,4162.3,49550.0
201,17,33,4,15,1,3,1,1,38,3224.0,6172.0,2.0,1388.0,2728.0,1364.0,19408.4,6469.466666666667,115920.0
201,19,3,6,13,1,4,1,1,35,4808.0,4808.0,1.0,1760.0,1760.0,1760.0,25259.300000000003,6314.825000000001,24500.0
201,19,3,6,15,1,4,1,1,31,3846.0,7115.0,2.0,1320.0,2892.0,1446.0,16992.5,4248.125,16400.0
201,19,9,3,14,1,5,1,1,38,2860.0,2860.0,1.0,1104.0,1104.0,1104.0,11119.4,2223.88,200.0
201,19,9,3,15,1,4,1,1,38,3585.0,3585.0,1.0,1000.0,1000.0,1000.0,11299.5,2824.875,0.0
201,19,15,1,14,1,4,1,1,34,10814.0,10814.0,1.0,1891.0,1891.0,1891.0,21824.1,5456.025,31000.0
201,19,19,7,15,1,4,1,1,43,3499.0,3499.0,1.0,1560.0,1560.0,1560.0,20543.699999999997,5135.924999999999,3600.0
201,19,35,3,13,1,4,1,1,27,4194.0,4194.0,1.0,1498.0,1498.0,1498.0,8853.3,2213.325,7700.0
201,19,35,3,14,1,2,1,1,27,11496.0,11496.0,1.0,1772.0,1772.0,1772.0,10167.5,5083.75,1872.0
201,19,41,10,13,1,2,1,1,48,36982.0,59165.0,2.0,1824.0,3912.0,1956.0,36771.1,18385.55,0.0
201,19,41,10,14,1,4,1,1,37,4675.0,9350.0,2.0,2500.0,5344.0,2672.0,18307.699999999997,4576.924999999999,20400.0
201,19,41,10,15,1,4,1,1,32,7854.0,7854.0,1.0,2440.0,2440.0,2440.0,16464.0,4116.0,9400.0
201,19,53,4,13,1,5,1,1,40,4445.0,5275.0,2.0,1896.0,2834.0,1417.0,19587.0,3917.4,12870.0
201,19,53,4,15,1,3,1,1,30,12159.0,12159.0,1.0,1596.0,1596.0,1596.0,14318.7,4772.900000000001,4700.0
203,1,1,19,14,1,3,1,1,28,34732.0,60061.0,2.0,2496.0,4344.0,2172.0,53731.9,17910.633333333335,0.0
203,1,1,19,15,1,5,1,1,45,22205.0,22205.0,1.0,2496.0,2496.0,2496.0,56991.5,11398.3,0.0
203,1,3,2,15,1,5,1,1,40,27518.0,54129.0,2.0,2112.0,4224.0,2112.0,47629.100000000006,9525.820000000002,0.0
203,1,3,2,19,1,5,1,1,69,7992.0,7992.0,1.0,2688.0,2688.0,2688.0,23538.300000000003,4707.660000000001,0.0
203,1,7,4,13,1,1,1,1,67,20131.0,20131.0,1.0,2496.0,2496.0,2496.0,30416.1,30416.1,0.0
203,1,7,4,14,1,4,1,1,47,27545.0,69659.0,3.0,1056.0,6048.0,2016.0,31464.8,7866.2,0.0
203,1,13,6,14,1,5,1,1,44,12115.0,18877.0,2.0,2250.0,3500.0,1750.0,20949.0,4189.8,18000.0
203,3,17,2,13,1,3,1,1,47,3155.0,3155.0,1.0,712.0,712.0,712.0,13058.0,4352.666666666667,27500.0
203,3,17,2,14,1,6,1,1,45,1239.0,3267.0,4.0,1660.0,7060.0,1765.0,11589.4,1931.5666666666666,10000.0
203,3,37,12,13,1,6,1,1,48,1127.0,2954.0,2.0,1782.0,3546.0,1773.0,15130.0,2521.6666666666665,13000.0
203,3,37,12,14,1,4,1,1,31,1036.0,1036.0,1.0,1520.0,1520.0,1520.0,15989.0,3997.25,42000.0
203,4,7,4,13,1,3,1,1,27,5635.0,5635.0,1.0,1785.0,1785.0,1785.0,12884.0,4294.666666666667,30000.0
203,4,7,4,14,1,8,1,1,50,1218.0,1218.0,1.0,1608.0,1608.0,1608.0,25658.2,3207.275,55800.0
203,4,7,4,15,1,4,1,1,49,19533.0,61418.0,2.0,1920.0,3840.0,1920.0,24551.100000000002,6137.775000000001,10000.0
203,5,17,6,13,1,4,1,1,37,4905.0,9919.0,2.0,1548.0,3324.0,1662.0,20133.0,5033.25,6500.0
203,5,17,6,14,1,4,1,1,39,1317.0,1317.0,1.0,1860.0,1860.0,1860.0,10270.8,2567.7,10200.0
203,5,17,6,15,1,4,1,1,54,19465.0,19465.0,1.0,2544.0,2544.0,2544.0,58508.2,14627.05,18750.0
203,5,29,4,14,1,4,1,1,37,1853.0,1853.0,1.0,1536.0,1536.0,1536.0,24139.199999999997,6034.799999999999,20500.0
203,7,2,6,19,1,5,1,1,29,676.0,676.0,1.0,1615.0,1615.0,1615.0,15891.0,3178.2,10200.0
203,9,5,4,15,1,5,1,1,28,676.0,676.0,1.0,1712.0,1712.0,1712.0,11233.3,2246.66,3000.0
203,11,1,8,14,1,2,1,1,51,1991.0,1991.0,1.0,1368.0,1368.0,1368.0,21864.4,10932.2,22500.0
203,11,1,8,15,1,5,1,1,56,10368.0,49782.0,3.0,2700.0,5560.0,1853.3333333333333,31217.6,6243.5199999999995,0.0
203,11,9,9,14,1,4,1,1,50,6086.0,6086.0,1.0,1740.0,1740.0,1740.0,9971.8,2492.95,12000.0
203,11,17,1,14,1,4,1,1,45,2192.0,2192.0,1.0,1152.0,1152.0,1152.0,17533.7,4383.425,56200.0
203,11,17,1,19,1,4,1,1,38,2119.0,2119.0,1.0,2300.0,2300.0,2300.0,16836.0,4209.0,14450.0
203,11,29,4,13,1,6,1,1,44,4142.0,10464.0,2.0,1850.0,3020.0,1510.0,17026.3,2837.7166666666667,23750.0
203,11,29,4,14,1,4,1,1,43,6566.0,6566.0,1.0,1800.0,1800.0,1800.0,20743.1,5185.775,14800.0
203,13,1,5,13,1,3,1,1,51,24169.0,41509.0,2.0,2112.0,4416.0,2208.0,47005.5,15668.5,0.0
203,13,1,5,15,1,3,1,1,45,36287.0,68651.0,2.0,2112.0,3672.0,1836.0,56718.600000000006,18906.2,0.0
203,13,17,1,15,1,4,1,1,26,5410.0,5410.0,1.0,944.0,944.0,944.0,6373.1,1593.275,5000.0
203,13,31,4,13,1,4,1,1,43,2895.0,3331.0,2.0,1428.0,3188.0,1594.0,20522.8,5130.7,0.0
203,13,31,4,14,1,4,1,1,30,563.0,563.0,1.0,1860.0,1860.0,1860.0,22809.0,5702.25,18630.0
203,13,31,4,15,1,4,1,1,48,1635.0,1635.0,1.0,1880.0,1880.0,1880.0,15080.5,3770.125,0.0
203,15,11,14,15,1,3,1,1,50,703.0,703.0,1.0,1854.0,1854.0,1854.0,14441.0,4813.666666666667,3225.0
203,15,31,11,13,1,3,1,1,36,1973.0,2255.0,2.0,2050.0,4282.0,2141.0,20848.0,6949.333333333333,14300.0
203,15,39,1,14,1,5,1,1,50,11491.0,32745.0,2.0,2304.0,4384.0,2192.0,41493.8,8298.76,11700.0
203,15,39,1,15,1,5,1,1,50,9920.0,11052.0,2.0,1332.0,1988.0,994.0,15062.500000000002,3012.5000000000005,8030.0
203,17,15,2,13,1,4,1,1,30,2368.0,2368.0,1.0,2080.0,2080.0,2080.0,6777.099999999999,1694.2749999999999,13000.0
203,17,27,6,14,1,4,1,1,51,3052.0,5668.0,2.0,2160.0,3024.0,1512.0,14958.5,3739.625,16300.0
203,17,27,6,15,1,4,1,1,38,3381.0,3381.0,1.0,1110.0,1110.0,1110.0,21402.0,5350.5,31000.0
203,17,35,5,13,1,3,1,1,28,1570.0,1570.0,1.0,2472.0,2472.0,2472.0,11411.3,3803.7666666666664,15500.0
203,19,5,4,13,1,4,1,1,41,27658.0,27658.0,1.0,1860.0,1860.0,1860.0,33792.9,8448.225,34600.0
203,21,21,5,14,1,4,1,1,40,65.0,65.0,1.0,1402.0,1402.0,1402.0,17554.0,4388.5,13100.0
203,21,21,5,15,1,7,1,1,34,1014.0,1014.0,1.0,1500.0,1500.0,1500.0,22501.9,3214.557142857143,38200.0
205,1,3,1,13,1,5,1,1,27,13949.0,13949.0,1.0,2112.0,2112.0,2112.0,42183.899999999994,8436.779999999999,253900.0
205,1,7,8,13,1,4,1,1,44,23443.0,23443.0,1.0,1716.0,1716.0,1716.0,38174.4,9543.6,41500.0
205,1,7,8,14,1,3,1,1,47,14531.0,46498.0,2.0,1344.0,3896.0,1948.0,54373.1,18124.366666666665,19000.0
205,1,7,8,15,1,3,1,1,56,11722.0,39427.0,2.0,3600.0,5680.0,2840.0,41799.7,13933.233333333332,0.0
205,1,9,10,13,1,4,1,1,51,950.0,11592.0,2.0,400.0,2864.0,1432.0,30060.100000000002,7515.025000000001,23800.0
205,1,19,4,13,1,3,1,1,28,21864.0,26223.0,2.0,2688.0,3606.0,1803.0,33500.0,11166.666666666666,12000.0
205,1,19,4,14,1,4,1,1,32,46498.0,46498.0,1.0,2376.0,2376.0,2376.0,34284.5,8571.125,15900.0
205,1,19,4,19,1,4,1,1,26,34098.0,34098.0,1.0,2079.0,2079.0,2079.0,29490.899999999998,7372.724999999999,5250.0
205,1,27,11,13,1,4,1,1,50,236364.0,236364.0,1.0,2496.0,2496.0,2496.0,93857.7,23464.425,2500.0
205,1,27,11,15,1,3,1,1,46,9880.0,9880.0,1.0,1832.0,1832.0,1832.0,39161.1,13053.699999999999,4500.0
205,5,31,6,14,1,3,1,1,34,37392.0,37392.0,1.0,2496.0,2496.0,2496.0,15862.3,5287.433333333333,60000.0
205,8,23,3,15,1,5,1,1,29,4903.0,4903.0,1.0,1480.0,1480.0,1480.0,27141.4,5428.280000000001,37500.0
205,9,65,4,13,1,4,1,1,43,4751.0,4751.0,1.0,2256.0,2256.0,2256.0,15915.9,3978.975,34500.0
205,9,65,4,14,1,7,1,1,58,4053.0,4053.0,1.0,1920.0,1920.0,1920.0,22200.9,3171.557142857143,105000.0
205,11,3,15,15,1,5,1,1,43,412.0,412.0,1.0,1830.0,1830.0,1830.0,14845.199999999999,2969.04,8200.0
205,11,15,22,14,1,4,1,1,32,8552.0,8552.0,1.0,2150.0,2150.0,2150.0,19190.9,4797.725,14800.0
205,13,1,10,13,1,4,1,1,45,30379.0,56341.0,2.0,2112.0,4224.0,2112.0,43155.7,10788.925,0.0
205,13,1,10,14,1,4,1,1,32,26348.0,26348.0,1.0,2880.0,2880.0,2880.0,37119.6,9279.9,0.0
205,13,11,16,13,1,11,1,1,31,3738.0,3738.0,1.0,2100.0,2100.0,2100.0,25450.3,2313.663636363636,9500.0
205,19,17,4,13,1,7,1,1,48,3242.0,9828.0,3.0,2432.0,7360.0,2453.3333333333335,15212.5,2173.214285714286,12000.0
205,19,17,4,15,1,6,1,1,46,6322.0,6322.0,1.0,2288.0,2288.0,2288.0,20013.3,3335.5499999999997,6000.0
205,19,33,7,15,1,6,1,1,42,12158.0,12158.0,1.0,2440.0,2440.0,2440.0,26487.5,4414.583333333333,13100.0
205,19,43,3,13,1,5,1,1,40,5471.0,5471.0,1.0,1974.0,1974.0,1974.0,11997.0,2399.4,50000.0
205,19,43,3,14,1,7,1,1,35,6079.0,6079.0,1.0,2144.0,2144.0,2144.0,29143.0,4163.285714285715,15800.0
205,19,43,3,15,1,5,1,1,45,3895.0,3895.0,1.0,2024.0,2024.0,2024.0,20021.899999999998,4004.3799999999997,17700.0
207,1,3,8,13,1,3,1,1,45,9898.0,9898.0,1.0,2208.0,2208.0,2208.0,13361.0,4453.666666666667,12000.0
207,1,3,8,14,1,4,1,1,47,17604.0,29339.0,2.0,2025.0,3645.0,1822.5,17196.199999999997,4299.049999999999,0.0
207,1,3,8,15,1,4,1,1,46,13992.0,19940.0,3.0,2112.0,5502.0,1834.0,21547.2,5386.8,3000.0
207,1,5,9,13,1,6,1,1,67,13187.0,13187.0,1.0,2688.0,2688.0,2688.0,18465.6,3077.6,0.0
207,1,11,4,13,1,4,1,1,49,15578.0,15578.0,1.0,2112.0,2112.0,2112.0,17083.0,4270.75,160.0
207,1,11,4,15,1,3,1,1,32,9431.0,9431.0,1.0,2443.0,2443.0,2443.0,13043.0,4347.666666666667,0.0
207,1,13,5,13,1,5,1,1,43,21472.0,21472.0,1.0,2496.0,2496.0,2496.0,37578.5,7515.7,18680.0
207,1,13,5,15,1,4,1,1,29,1206.0,2412.0,2.0,1080.0,2160.0,1080.0,15661.3,3915.325,97.0
207,1,15,7,13,1,4,1,1,38,2779.0,2779.0,1.0,1692.0,1692.0,1692.0,17624.800000000003,4406.200000000001,1400.0
207,1,15,7,15,1,4,1,1,36,1266.0,1266.0,1.0,3190.0,3190.0,3190.0,17228.399999999998,4307.099999999999,21200.0
207,3,7,2,20,1,5,1,1,33,2976.0,3993.0,2.0,1470.0,3314.0,1657.0,20892.1,4178.42,1500.0
207,3,25,6,14,1,4,1,1,33,15354.0,15354.0,1.0,2880.0,2880.0,2880.0,28009.5,7002.375,14700.0
207,4,5,18,13,1,8,1,1,48,2105.0,4210.0,2.0,768.0,2464.0,1232.0,18173.800000000003,2271.7250000000004,33200.0
207,4,5,18,14,1,9,1,1,65,1817.0,1817.0,1.0,1680.0,1680.0,1680.0,20223.1,2247.011111111111,36400.0
207,4,5,18,15,1,4,1,1,30,3617.0,3617.0,1.0,1760.0,1760.0,1760.0,19285.1,4821.275,42200.0
207,4,7,4,14,1,4,1,1,40,12252.0,12252.0,1.0,2880.0,2880.0,2880.0,17254.0,4313.5,35600.0
207,4,17,2,13,1,7,1,1,29,2807.0,2807.0,1.0,1920.0,1920.0,1920.0,21856.3,3122.328571428571,2200.0
207,4,17,2,14,1,5,1,1,32,3243.0,3243.0,1.0,1920.0,1920.0,1920.0,15069.9,3013.98,22450.0
207,4,17,2,15,1,6,1,1,38,3509.0,3509.0,1.0,2000.0,2000.0,2000.0,19209.3,3201.5499999999997,20000.0
207,5,3,8,13,1,4,1,1,43,452.0,452.0,1.0,2340.0,2340.0,2340.0,17746.0,4436.5,20000.0
207,5,3,8,15,1,5,1,1,65,3767.0,3767.0,1.0,2425.0,2425.0,2425.0,36811.2,7362.24,5000.0
207,5,3,8,19,1,4,1,1,46,5052.0,5052.0,1.0,1870.0,1870.0,1870.0,34959.6,8739.9,5000.0
207,5,7,3,13,1,6,1,1,59,3243.0,3243.0,1.0,2050.0,2050.0,2050.0,13904.5,2317.4166666666665,7000.0
207,5,7,3,14,1,3,1,1,42,2526.0,2526.0,1.0,2178.0,2178.0,2178.0,20244.8,6748.266666666666,9000.0
207,5,7,3,15,1,4,1,1,43,2260.0,2260.0,1.0,2730.0,2730.0,2730.0,17203.199999999997,4300.799999999999,10000.0
207,5,9,1,15,1,7,1,1,39,8420.0,8420.0,1.0,1832.0,1832.0,1832.0,41276.899999999994,5896.699999999999,53200.0
207,7,7,4,13,1,4,1,1,37,2105.0,2105.0,1.0,680.0,680.0,680.0,14493.9,3623.475,0.0
207,7,7,4,14,1,4,1,1,63,842.0,842.0,1.0,820.0,820.0,820.0,17184.0,4296.0,0.0
207,7,31,6,13,1,4,1,1,49,25818.0,29926.0,2.0,1110.0,1815.0,907.5,25240.399999999998,6310.099999999999,7050.0
207,7,31,6,15,1,4,1,1,55,22983.0,22983.0,1.0,2112.0,2112.0,2112.0,45784.0,11446.0,18500.0
207,7,37,2,14,1,3,1,1,55,2351.0,2351.0,1.0,728.0,728.0,728.0,11270.7,3756.9,8000.0
207,9,1,3,13,1,3,1,1,49,23667.0,23667.0,1.0,2112.0,2112.0,2112.0,27149.2,9049.733333333334,0.0
207,9,1,3,15,1,3,1,1,42,35402.0,66893.0,2.0,2112.0,3696.0,1848.0,35183.2,11727.733333333332,0.0
207,9,13,5,15,1,6,1,1,44,919.0,919.0,1.0,3600.0,3600.0,3600.0,24142.0,4023.6666666666665,109600.0
207,9,21,1,15,1,4,1,1,39,2695.0,2695.0,1.0,1904.0,1904.0,1904.0,27192.5,6798.125,14100.0
207,11,7,1,13,1,6,1,1,43,842.0,842.0,1.0,1680.0,1680.0,1680.0,20912.4,3485.4,35800.0
207,11,7,1,15,1,4,1,1,37,1414.0,1414.0,1.0,2064.0,2064.0,2064.0,11684.400000000001,2921.1000000000004,4950.0
207,11,25,1,13,1,4,1,1,47,813.0,813.0,1.0,1836.0,1836.0,1836.0,17369.6,4342.4,1650.0
207,11,25,1,14,1,6,1,1,54,59068.0,92055.0,2.0,2080.0,3840.0,1920.0,43136.2,7189.366666666666,20900.0
207,11,33,4,14,1,5,1,1,49,22298.0,38963.0,3.0,2112.0,5440.0,1813.3333333333333,56517.399999999994,11303.48,293500.0
207,12,15,7,14,1,4,1,1,37,1347.0,1347.0,1.0,1560.0,1560.0,1560.0,21479.8,5369.95,36900.0
207,12,15,7,15,1,4,1,1,32,3114.0,3503.0,2.0,1140.0,2301.0,1150.5,12679.2,3169.8,0.0
207,12,19,3,13,1,6,1,1,38,259.0,259.0,1.0,820.0,820.0,820.0,16115.1,2685.85,2500.01
207,12,19,3,15,1,5,1,1,69,3114.0,5449.0,2.0,1600.0,3040.0,1520.0,13765.300000000001,2753.0600000000004,7000.0
209,1,5,21,14,1,5,1,1,51,13348.0,13348.0,1.0,1344.0,1344.0,1344.0,33905.399999999994,6781.079999999999,102000.0
209,1,9,6,13,1,4,1,1,43,19798.0,19798.0,1.0,2112.0,2112.0,2112.0,45649.7,11412.425,0.0
209,1,13,9,13,1,4,1,1,44,8200.0,8200.0,1.0,3024.0,3024.0,3024.0,26508.9,6627.225,9399.0
209,1,13,9,14,1,5,1,1,43,12648.0,12648.0,1.0,2544.0,2544.0,2544.0,39251.9,7850.38,3600.0
209,3,21,16,13,1,5,1,1,46,27909.0,27909.0,1.0,2292.0,2292.0,2292.0,19474.0,3894.8,7700.0
209,3,29,5,13,1,3,1,1,49,16050.0,16050.0,1.0,1656.0,1656.0,1656.0,42377.0,14125.666666666666,10200.0
209,3,29,5,14,1,4,1,1,52,6803.0,42418.0,2.0,1236.0,3836.0,1918.0,33123.2,8280.8,33890.0
209,3,29,5,15,1,4,1,1,46,2132.0,2132.0,1.0,1660.0,1660.0,1660.0,24932.100000000002,6233.025000000001,1600.0
209,3,43,5,15,1,3,1,1,27,3861.0,3861.0,1.0,1656.0,1656.0,1656.0,12019.7,4006.566666666667,0.0
209,5,1,5,13,1,4,1,1,49,22914.0,44493.0,2.0,2712.0,5424.0,2712.0,25602.199999999997,6400.549999999999,0.0
209,5,1,5,14,1,3,1,1,42,13348.0,13348.0,1.0,1920.0,1920.0,1920.0,19991.0,6663.666666666667,5000.0
209,5,1,5,15,1,5,1,1,41,9853.0,26040.0,2.0,2240.0,4720.0,2360.0,19742.899999999998,3948.5799999999995,0.0
209,7,13,6,14,1,4,1,1,37,320.0,320.0,1.0,2980.0,2980.0,2980.0,20360.0,5090.0,240190.0
209,7,13,6,15,1,1,1,1,27,4187.0,4187.0,1.0,2800.0,2800.0,2800.0,9279.2,9279.2,150.0
209,7,31,3,14,1,4,1,1,45,872.0,4012.0,2.0,1392.0,2292.0,1146.0,49595.0,12398.75,289300.0
209,7,31,3,15,1,4,1,1,40,18352.0,18352.0,1.0,3600.0,3600.0,3600.0,63413.4,15853.35,1500.0
209,11,9,2,15,1,6,1,1,49,15319.0,15319.0,1.0,2592.0,2592.0,2592.0,31785.2,5297.533333333334,62350.0
209,11,27,3,13,1,8,1,1,30,6979.0,13259.0,2.0,2920.0,5740.0,2870.0,49196.6,6149.575,28000.0
209,11,27,3,15,1,6,1,1,55,1109.0,1749.0,2.0,1520.0,3040.0,1520.0,20429.300000000003,3404.8833333333337,6850.0
209,11,43,3,14,1,4,1,1,37,1757.0,3865.0,2.0,1360.0,2624.0,1312.0,14904.5,3726.125,5060.0
209,13,1,4,14,1,3,1,1,50,6072.0,17456.0,3.0,1320.0,3888.0,1296.0,13743.2,4581.066666666667,0.0
209,13,13,5,14,1,5,1,1,35,8787.0,8787.0,1.0,3472.0,3472.0,3472.0,20659.5,4131.9,0.0
209,13,13,5,15,1,3,1,1,54,2075.0,2075.0,1.0,726.0,726.0,726.0,11400.5,3800.1666666666665,0.0
209,13,33,2,13,1,4,1,1,45,9135.0,15066.0,2.0,2660.0,5060.0,2530.0,19990.0,4997.5,18000.0
209,13,33,2,14,1,5,1,1,41,3034.0,3034.0,1.0,2760.0,2760.0,2760.0,26128.0,5225.6,10000.0
209,15,3,5,13,1,5,1,1,54,13060.0,13060.0,1.0,2112.0,2112.0,2112.0,25952.6,5190.5199999999995,1000.0
209,15,7,3,14,1,6,1,1,65,4361.0,33670.0,2.0,1000.0,2760.0,1380.0,28546.8,4757.8,0.0
209,15,7,3,15,1,4,1,1,44,4999.0,4999.0,1.0,2380.0,2380.0,2380.0,12502.800000000001,3125.7000000000003,0.0
209,15,33,8,14,1,4,1,1,42,6280.0,6280.0,1.0,1820.0,1820.0,1820.0,22566.5,5641.625,2200.0
209,15,33,8,19,1,4,1,1,36,8287.0,8287.0,1.0,1314.0,1314.0,1314.0,25255.3,6313.825,7600.0
209,17,19,8,14,1,4,1,1,34,8645.0,8645.0,1.0,1080.0,1080.0,1080.0,21610.3,5402.575,51480.0
209,19,11,7,15,1,3,1,1,45,6979.0,6979.0,1.0,2412.0,2412.0,2412.0,31000.8,10333.6,6000.0
209,21,1,19,15,1,4,1,1,34,14261.0,33494.0,2.0,1232.0,2420.0,1210.0,27628.0,6907.0,0.0
209,21,33,7,13,1,4,1,1,39,8201.0,33716.0,2.0,640.0,3184.0,1592.0,42459.3,10614.825,0.0
209,21,33,7,15,1,3,1,1,40,28809.0,28809.0,1.0,2112.0,2112.0,2112.0,24767.5,8255.833333333334,0.0
209,21,41,4,14,1,6,1,1,52,18707.0,31478.0,2.0,2400.0,5088.0,2544.0,37987.7,6331.283333333333,9000.0
211,1,5,23,13,1,4,1,1,39,13088.0,13088.0,1.0,2000.0,2000.0,2000.0,23863.1,5965.775,50000.0
211,1,5,23,14,1,6,1,1,62,3940.0,52587.0,3.0,1800.0,6536.0,2178.6666666666665,78096.7,13016.116666666667,100000.0
211,1,9,16,20,1,7,1,1,50,16209.0,98210.0,4.0,640.0,6400.0,1600.0,140166.2,20023.742857142857,352000.0
