tinh,huyen,xa,diaban,hoso,m4b16ma,m4b16c2a,m4b16c2b,m4b16c2c,m4b16c2d,m4b16c2e
301,7,3.0,24,19,6.0,27.0,0.0,0.0,0.0,27.0
301,7,3.0,24,19,9.0,150.0,106.0,18.0,0.0,274.0
301,7,3.0,24,19,4.0,323.0,481.0,34.0,0.0,838.0
301,7,3.0,24,19,8.0,132.0,140.0,9.0,0.0,281.0
301,7,3.0,24,19,19.0,136.0,109.0,9.0,0.0,254.0
301,7,3.0,24,19,3.0,125.0,207.0,0.0,0.0,332.0
301,7,3.0,24,19,1.0,385.0,394.0,22.0,0.0,801.0
301,7,3.0,24,19,10.0,109.0,88.0,14.0,0.0,211.0
301,7,3.0,24,19,11.0,820.0,543.0,59.0,0.0,1422.0
301,7,3.0,24,20,19.0,49.0,84.0,23.0,0.0,156.0
301,7,3.0,24,20,11.0,486.0,1122.0,151.0,0.0,1759.0
301,7,3.0,24,20,6.0,9.0,0.0,0.0,0.0,9.0
301,7,3.0,24,20,3.0,113.0,303.0,17.0,0.0,433.0
301,7,3.0,24,20,1.0,184.0,854.0,71.0,0.0,1109.0
301,7,3.0,24,20,4.0,246.0,385.0,134.0,22.0,787.0
301,7,3.0,24,20,8.0,25.0,50.0,13.0,9.0,97.0
301,7,3.0,24,20,9.0,50.0,92.0,9.0,9.0,160.0
301,7,9.0,3,13,8.0,104.0,18.0,104.0,18.0,244.0
301,7,9.0,3,13,19.0,66.0,26.0,0.0,0.0,92.0
301,7,9.0,3,13,11.0,525.0,44.0,249.0,0.0,818.0
301,7,9.0,3,13,1.0,120.0,26.0,0.0,0.0,146.0
301,7,9.0,3,13,4.0,104.0,126.0,0.0,0.0,230.0
301,7,9.0,3,13,2.0,0.0,21.0,0.0,0.0,21.0
301,7,9.0,3,13,3.0,87.0,0.0,0.0,0.0,87.0
301,7,9.0,3,13,10.0,0.0,0.0,122.0,0.0,122.0
301,7,9.0,3,13,15.0,0.0,0.0,218.0,0.0,218.0
301,7,9.0,3,14,15.0,245.0,0.0,52.0,0.0,297.0
301,7,9.0,3,14,8.0,132.0,83.0,132.0,34.0,381.0
301,7,9.0,3,14,2.0,0.0,0.0,132.0,0.0,132.0
301,7,9.0,3,14,1.0,122.0,52.0,0.0,0.0,174.0
301,7,9.0,3,14,4.0,96.0,88.0,0.0,0.0,184.0
301,7,9.0,3,14,11.0,437.0,41.0,494.0,0.0,972.0
301,7,9.0,3,14,3.0,131.0,88.0,0.0,0.0,219.0
301,7,9.0,3,14,19.0,132.0,42.0,0.0,0.0,174.0
301,7,9.0,3,14,9.0,0.0,0.0,184.0,0.0,184.0
301,7,9.0,3,15,8.0,109.0,9.0,209.0,38.0,365.0
301,7,9.0,3,15,6.0,42.0,0.0,0.0,0.0,42.0
301,7,9.0,3,15,19.0,69.0,38.0,9.0,0.0,116.0
301,7,9.0,3,15,3.0,125.0,11.0,614.0,0.0,750.0
301,7,9.0,3,15,1.0,67.0,50.0,0.0,0.0,117.0
301,7,9.0,3,15,2.0,0.0,0.0,587.0,0.0,587.0
301,7,9.0,3,15,4.0,25.0,59.0,0.0,0.0,84.0
301,7,9.0,3,15,15.0,117.0,0.0,1199.0,0.0,1316.0
301,7,9.0,3,15,9.0,0.0,0.0,319.0,0.0,319.0
301,7,9.0,3,15,11.0,502.0,98.0,478.0,0.0,1078.0
301,7,15.0,8,13,19.0,132.0,44.0,0.0,0.0,176.0
301,7,15.0,8,13,3.0,341.0,0.0,0.0,0.0,341.0
301,7,15.0,8,13,11.0,870.0,70.0,437.0,0.0,1377.0
301,7,15.0,8,13,15.0,525.0,0.0,0.0,0.0,525.0
301,7,15.0,8,13,8.0,218.0,0.0,62.0,88.0,368.0
301,7,15.0,8,13,4.0,306.0,34.0,0.0,44.0,384.0
301,7,15.0,8,13,2.0,0.0,0.0,175.0,62.0,237.0
301,7,15.0,8,13,9.0,0.0,0.0,122.0,0.0,122.0
301,7,15.0,8,13,1.0,228.0,26.0,0.0,0.0,254.0
301,7,15.0,8,13,6.0,88.0,0.0,0.0,0.0,88.0
301,7,15.0,8,13,7.0,65.0,0.0,0.0,0.0,65.0
301,7,15.0,8,14,3.0,228.0,0.0,0.0,0.0,228.0
301,7,15.0,8,14,8.0,188.0,113.0,132.0,48.0,481.0
301,7,15.0,8,14,2.0,0.0,0.0,0.0,30.0,30.0
301,7,15.0,8,14,4.0,184.0,88.0,0.0,0.0,272.0
301,7,15.0,8,14,1.0,228.0,44.0,34.0,0.0,306.0
301,7,15.0,8,14,15.0,567.0,0.0,0.0,0.0,567.0
301,7,15.0,8,14,19.0,104.0,44.0,0.0,0.0,148.0
301,7,15.0,8,14,7.0,109.0,0.0,0.0,0.0,109.0
301,7,15.0,8,14,9.0,0.0,0.0,122.0,0.0,122.0
301,7,15.0,8,14,11.0,655.0,0.0,291.0,0.0,946.0
301,7,15.0,8,15,4.0,175.0,52.0,0.0,0.0,227.0
301,7,15.0,8,15,14.0,201.0,0.0,0.0,0.0,201.0
301,7,15.0,8,15,1.0,201.0,34.0,0.0,0.0,235.0
301,7,15.0,8,15,3.0,170.0,0.0,0.0,0.0,170.0
301,7,15.0,8,15,8.0,218.0,34.0,78.0,48.0,378.0
301,7,15.0,8,15,9.0,0.0,0.0,122.0,0.0,122.0
301,7,15.0,8,15,11.0,509.0,0.0,249.0,0.0,758.0
301,7,15.0,8,15,2.0,0.0,0.0,44.0,34.0,78.0
301,7,15.0,8,15,19.0,88.0,88.0,0.0,0.0,176.0
301,7,15.0,8,15,7.0,88.0,0.0,0.0,0.0,88.0
301,7,17.0,8,13,4.0,191.0,140.0,72.0,0.0,403.0
301,7,17.0,8,13,3.0,388.0,291.0,184.0,0.0,863.0
301,7,17.0,8,13,11.0,658.0,270.0,140.0,0.0,1068.0
301,7,17.0,8,13,1.0,375.0,33.0,34.0,0.0,442.0
301,7,17.0,8,13,15.0,367.0,157.0,122.0,0.0,646.0
301,7,17.0,8,13,8.0,253.0,70.0,52.0,9.0,384.0
301,7,17.0,8,13,19.0,175.0,144.0,62.0,0.0,381.0
301,7,17.0,8,13,2.0,0.0,335.0,0.0,0.0,335.0
301,7,17.0,8,14,3.0,332.0,262.0,0.0,0.0,594.0
301,7,17.0,8,14,2.0,0.0,199.0,0.0,0.0,199.0
301,7,17.0,8,14,1.0,237.0,30.0,0.0,0.0,267.0
301,7,17.0,8,14,19.0,62.0,44.0,0.0,0.0,106.0
301,7,17.0,8,14,4.0,148.0,101.0,0.0,0.0,249.0
301,7,17.0,8,14,8.0,140.0,104.0,0.0,0.0,244.0
301,7,17.0,8,14,15.0,118.0,92.0,0.0,0.0,210.0
301,7,17.0,8,14,11.0,525.0,350.0,0.0,0.0,875.0
301,7,17.0,8,15,4.0,157.0,144.0,26.0,0.0,327.0
301,7,17.0,8,15,2.0,0.0,242.0,0.0,0.0,242.0
301,7,17.0,8,15,8.0,153.0,115.0,65.0,0.0,333.0
301,7,17.0,8,15,11.0,616.0,407.0,119.0,0.0,1142.0
301,7,17.0,8,15,3.0,403.0,322.0,0.0,0.0,725.0
301,7,17.0,8,15,1.0,255.0,27.0,31.0,0.0,313.0
301,7,17.0,8,15,15.0,132.0,106.0,78.0,0.0,316.0
301,7,17.0,8,15,19.0,101.0,83.0,54.0,0.0,238.0
301,7,25.0,5,13,10.0,18.0,26.0,0.0,0.0,44.0
301,7,25.0,5,13,4.0,96.0,26.0,0.0,0.0,122.0
301,7,25.0,5,13,11.0,88.0,70.0,0.0,0.0,158.0
301,7,25.0,5,13,6.0,44.0,0.0,0.0,0.0,44.0
301,7,25.0,5,13,3.0,382.0,289.0,0.0,0.0,671.0
301,7,25.0,5,13,19.0,70.0,52.0,0.0,0.0,122.0
301,7,25.0,5,13,1.0,122.0,92.0,0.0,0.0,214.0
301,7,25.0,5,13,8.0,62.0,34.0,0.0,0.0,96.0
301,7,25.0,5,14,1.0,339.0,126.0,0.0,0.0,465.0
301,7,25.0,5,14,6.0,251.0,176.0,0.0,0.0,427.0
301,7,25.0,5,14,15.0,126.0,59.0,0.0,0.0,185.0
301,7,25.0,5,14,2.0,0.0,61.0,0.0,0.0,61.0
301,7,25.0,5,14,7.0,50.0,17.0,0.0,0.0,67.0
301,7,25.0,5,14,10.0,143.0,17.0,0.0,0.0,160.0
301,7,25.0,5,14,19.0,117.0,84.0,0.0,0.0,201.0
301,7,25.0,5,14,9.0,251.0,209.0,0.0,0.0,460.0
301,7,25.0,5,14,4.0,159.0,67.0,0.0,0.0,226.0
301,7,25.0,5,14,3.0,576.0,277.0,0.0,0.0,853.0
301,7,25.0,5,14,8.0,209.0,126.0,0.0,0.0,335.0
301,7,25.0,5,14,11.0,862.0,360.0,0.0,0.0,1222.0
301,7,25.0,5,15,4.0,175.0,78.0,0.0,0.0,253.0
301,7,25.0,5,15,9.0,585.0,184.0,0.0,0.0,769.0
301,7,25.0,5,15,7.0,104.0,44.0,0.0,0.0,148.0
301,7,25.0,5,15,8.0,140.0,78.0,0.0,0.0,218.0
301,7,25.0,5,15,10.0,122.0,52.0,0.0,0.0,174.0
301,7,25.0,5,15,1.0,309.0,104.0,0.0,0.0,413.0
301,7,25.0,5,15,6.0,228.0,62.0,0.0,0.0,290.0
301,7,25.0,5,15,19.0,78.0,62.0,0.0,0.0,140.0
301,7,25.0,5,15,11.0,731.0,341.0,0.0,0.0,1072.0
301,7,25.0,5,15,3.0,405.0,232.0,0.0,0.0,637.0
301,7,27.0,8,13,19.0,70.0,57.0,0.0,0.0,127.0
301,7,27.0,8,13,4.0,275.0,191.0,0.0,0.0,466.0
301,7,27.0,8,13,11.0,279.0,262.0,0.0,0.0,541.0
301,7,27.0,8,13,8.0,101.0,88.0,0.0,0.0,189.0
301,7,27.0,8,13,3.0,135.0,73.0,0.0,0.0,208.0
301,7,27.0,8,13,1.0,94.0,191.0,0.0,0.0,285.0
301,7,27.0,8,14,1.0,450.0,407.0,23.0,0.0,880.0
301,7,27.0,8,14,6.0,44.0,0.0,0.0,0.0,44.0
301,7,27.0,8,14,19.0,144.0,113.0,14.0,0.0,271.0
301,7,27.0,8,14,7.0,132.0,109.0,0.0,0.0,241.0
301,7,27.0,8,14,3.0,750.0,167.0,0.0,0.0,917.0
301,7,27.0,8,14,11.0,262.0,232.0,9.0,0.0,503.0
301,7,27.0,8,14,8.0,126.0,96.0,14.0,9.0,245.0
301,7,27.0,8,14,4.0,327.0,323.0,88.0,14.0,752.0
301,7,27.0,8,14,10.0,18.0,10.0,4.0,0.0,32.0
301,7,27.0,8,15,10.0,34.0,26.0,0.0,0.0,60.0
301,7,27.0,8,15,11.0,490.0,375.0,9.0,0.0,874.0
301,7,27.0,8,15,8.0,106.0,118.0,15.0,5.0,244.0
301,7,27.0,8,15,6.0,34.0,0.0,0.0,0.0,34.0
301,7,27.0,8,15,3.0,473.0,121.0,0.0,0.0,594.0
301,7,27.0,8,15,1.0,225.0,345.0,4.0,0.0,574.0
301,7,27.0,8,15,4.0,327.0,218.0,26.0,9.0,580.0
301,7,27.0,8,15,7.0,65.0,44.0,0.0,0.0,109.0
301,7,27.0,8,15,19.0,113.0,74.0,9.0,0.0,196.0
301,7,29.0,21,13,1.0,220.0,9.0,0.0,0.0,229.0
301,7,29.0,21,13,2.0,0.0,25.0,0.0,33.0,58.0
301,7,29.0,21,13,8.0,17.0,0.0,0.0,17.0,34.0
301,7,29.0,21,13,14.0,251.0,0.0,0.0,0.0,251.0
301,7,29.0,21,13,9.0,42.0,0.0,0.0,0.0,42.0
301,7,29.0,21,13,3.0,139.0,15.0,0.0,15.0,169.0
301,7,29.0,21,13,4.0,67.0,0.0,0.0,0.0,67.0
301,7,29.0,21,13,7.0,13.0,0.0,0.0,0.0,13.0
301,7,29.0,21,13,6.0,50.0,0.0,0.0,0.0,50.0
301,7,29.0,21,13,11.0,293.0,0.0,0.0,0.0,293.0
301,7,29.0,21,14,14.0,350.0,0.0,0.0,0.0,350.0
301,7,29.0,21,14,1.0,210.0,9.0,0.0,0.0,219.0
301,7,29.0,21,14,3.0,264.0,6.0,0.0,0.0,270.0
301,7,29.0,21,14,8.0,18.0,0.0,0.0,0.0,18.0
301,7,29.0,21,14,6.0,26.0,0.0,0.0,0.0,26.0
301,7,29.0,21,14,4.0,78.0,0.0,0.0,0.0,78.0
301,7,29.0,21,14,7.0,22.0,0.0,0.0,0.0,22.0
301,7,29.0,21,15,11.0,113.0,0.0,0.0,0.0,113.0
301,7,29.0,21,15,9.0,44.0,0.0,0.0,0.0,44.0
301,7,29.0,21,15,3.0,234.0,0.0,0.0,0.0,234.0
301,7,29.0,21,15,6.0,18.0,0.0,0.0,0.0,18.0
301,7,29.0,21,15,1.0,210.0,9.0,0.0,0.0,219.0
301,7,29.0,21,15,4.0,149.0,14.0,0.0,0.0,163.0
301,7,29.0,21,15,2.0,4.0,0.0,0.0,0.0,4.0
301,7,29.0,21,15,14.0,262.0,0.0,0.0,0.0,262.0
301,7,29.0,21,15,8.0,14.0,0.0,0.0,0.0,14.0
301,7,29.0,21,15,7.0,18.0,0.0,0.0,0.0,18.0
301,8,1.0,4,15,8.0,0.0,44.0,0.0,9.0,53.0
301,8,1.0,4,15,4.0,0.0,27.0,0.0,0.0,27.0
301,8,1.0,4,15,9.0,0.0,88.0,0.0,0.0,88.0
301,8,1.0,4,15,1.0,0.0,35.0,0.0,0.0,35.0
301,8,1.0,4,15,7.0,0.0,17.0,0.0,0.0,17.0
301,8,1.0,4,15,2.0,0.0,17.0,0.0,0.0,17.0
301,8,1.0,4,15,3.0,0.0,46.0,0.0,9.0,55.0
301,8,1.0,4,15,6.0,0.0,27.0,0.0,0.0,27.0
301,8,1.0,4,19,3.0,0.0,35.0,0.0,0.0,35.0
301,8,1.0,4,19,1.0,0.0,13.0,0.0,0.0,13.0
301,8,1.0,4,19,4.0,0.0,17.0,0.0,0.0,17.0
301,8,1.0,4,19,8.0,0.0,44.0,0.0,0.0,44.0
301,8,1.0,4,19,2.0,0.0,9.0,0.0,0.0,9.0
301,8,1.0,4,20,1.0,0.0,13.0,0.0,0.0,13.0
301,8,1.0,4,20,4.0,0.0,44.0,0.0,0.0,44.0
301,8,3.0,8,13,11.0,88.0,0.0,0.0,0.0,88.0
301,8,3.0,8,13,8.0,18.0,0.0,26.0,0.0,44.0
301,8,3.0,8,13,4.0,44.0,0.0,0.0,0.0,44.0
301,8,3.0,8,13,19.0,44.0,88.0,0.0,0.0,132.0
301,8,3.0,8,13,3.0,33.0,22.0,490.0,0.0,545.0
301,8,3.0,8,13,1.0,175.0,876.0,0.0,0.0,1051.0
301,8,3.0,8,13,6.0,88.0,0.0,175.0,0.0,263.0
301,8,3.0,8,15,3.0,688.0,1222.0,67.0,6.0,1983.0
301,8,3.0,8,15,6.0,167.0,176.0,0.0,0.0,343.0
301,8,3.0,8,15,4.0,84.0,84.0,0.0,0.0,168.0
301,8,3.0,8,15,1.0,209.0,293.0,0.0,0.0,502.0
301,8,3.0,8,15,11.0,126.0,126.0,0.0,0.0,252.0
301,8,3.0,8,15,19.0,84.0,84.0,0.0,0.0,168.0
301,8,3.0,8,20,11.0,437.0,525.0,44.0,0.0,1006.0
301,8,3.0,8,20,4.0,175.0,88.0,26.0,0.0,289.0
301,8,3.0,8,20,8.0,26.0,34.0,9.0,9.0,78.0
301,8,3.0,8,20,1.0,262.0,44.0,44.0,0.0,350.0
301,8,3.0,8,20,7.0,44.0,44.0,0.0,0.0,88.0
301,8,3.0,8,20,14.0,262.0,262.0,0.0,0.0,524.0
301,8,3.0,8,20,2.0,0.0,88.0,0.0,0.0,88.0
301,8,3.0,8,20,3.0,599.0,655.0,15.0,0.0,1269.0
301,8,3.0,8,20,6.0,88.0,88.0,0.0,0.0,176.0
301,8,5.0,2,13,6.0,22.0,0.0,0.0,0.0,22.0
301,8,5.0,2,13,4.0,44.0,88.0,0.0,0.0,132.0
301,8,5.0,2,13,3.0,909.0,477.0,0.0,0.0,1386.0
301,8,5.0,2,13,19.0,106.0,52.0,0.0,0.0,158.0
301,8,5.0,2,13,8.0,34.0,34.0,0.0,0.0,68.0
301,8,5.0,2,13,1.0,180.0,52.0,0.0,0.0,232.0
301,8,5.0,2,13,11.0,350.0,262.0,0.0,0.0,612.0
301,8,5.0,2,14,18.0,96.0,44.0,0.0,0.0,140.0
301,8,5.0,2,14,19.0,71.0,52.0,0.0,0.0,123.0
301,8,5.0,2,14,3.0,279.0,0.0,0.0,0.0,279.0
301,8,5.0,2,14,11.0,350.0,262.0,9.0,0.0,621.0
301,8,5.0,2,14,1.0,380.0,442.0,26.0,0.0,848.0
301,8,5.0,2,14,15.0,175.0,0.0,0.0,0.0,175.0
301,8,5.0,2,14,8.0,88.0,26.0,9.0,0.0,123.0
301,8,5.0,2,15,2.0,0.0,131.0,0.0,0.0,131.0
301,8,5.0,2,15,3.0,218.0,0.0,0.0,0.0,218.0
301,8,5.0,2,15,1.0,46.0,71.0,0.0,0.0,117.0
301,8,5.0,2,15,15.0,63.0,84.0,0.0,0.0,147.0
301,8,5.0,2,15,14.0,67.0,150.0,0.0,0.0,217.0
301,8,5.0,2,15,8.0,67.0,50.0,0.0,0.0,117.0
301,8,5.0,2,15,19.0,35.0,33.0,0.0,0.0,68.0
301,8,5.0,2,15,11.0,150.0,167.0,0.0,0.0,317.0
301,8,9.0,30,13,8.0,34.0,26.0,44.0,0.0,104.0
301,8,9.0,30,13,18.0,34.0,36.0,0.0,0.0,70.0
301,8,9.0,30,13,19.0,44.0,26.0,52.0,0.0,122.0
301,8,9.0,30,13,3.0,283.0,132.0,455.0,0.0,870.0
301,8,9.0,30,13,4.0,88.0,34.0,0.0,0.0,122.0
301,8,9.0,30,13,11.0,262.0,88.0,350.0,0.0,700.0
301,8,9.0,30,13,6.0,18.0,0.0,0.0,0.0,18.0
301,8,9.0,30,13,1.0,64.0,31.0,0.0,0.0,95.0
301,8,9.0,30,13,9.0,0.0,0.0,113.0,0.0,113.0
301,8,9.0,30,14,18.0,0.0,0.0,70.0,0.0,70.0
301,8,9.0,30,14,11.0,0.0,0.0,656.0,0.0,656.0
301,8,9.0,30,14,19.0,14.0,9.0,14.0,0.0,37.0
301,8,9.0,30,14,6.0,14.0,14.0,40.0,0.0,68.0
301,8,9.0,30,14,3.0,283.0,170.0,228.0,0.0,681.0
301,8,9.0,30,14,2.0,0.0,18.0,0.0,0.0,18.0
301,8,9.0,30,14,1.0,132.0,86.0,0.0,0.0,218.0
301,8,9.0,30,14,8.0,18.0,18.0,18.0,0.0,54.0
301,8,9.0,30,14,14.0,62.0,52.0,62.0,0.0,176.0
301,8,9.0,30,15,11.0,262.0,262.0,875.0,0.0,1399.0
301,8,9.0,30,15,1.0,132.0,64.0,0.0,0.0,196.0
301,8,9.0,30,15,8.0,22.0,9.0,26.0,0.0,57.0
301,8,9.0,30,15,6.0,14.0,14.0,0.0,0.0,28.0
301,8,9.0,30,15,2.0,0.0,14.0,0.0,0.0,14.0
301,8,9.0,30,15,19.0,88.0,70.0,0.0,0.0,158.0
301,8,9.0,30,15,9.0,0.0,0.0,137.0,0.0,137.0
301,8,9.0,30,15,3.0,165.0,108.0,68.0,0.0,341.0
301,8,13.0,8,13,6.0,0.0,0.0,44.0,0.0,44.0
301,8,13.0,8,13,7.0,0.0,0.0,17.0,0.0,17.0
301,8,13.0,8,13,3.0,0.0,0.0,289.0,0.0,289.0
301,8,13.0,8,14,3.0,0.0,120.0,528.0,874.0,1522.0
301,8,13.0,8,14,15.0,0.0,0.0,436.0,874.0,1310.0
301,8,13.0,8,14,4.0,0.0,0.0,0.0,88.0,88.0
301,8,13.0,8,14,6.0,0.0,132.0,174.0,0.0,306.0
301,8,13.0,8,14,8.0,0.0,9.0,44.0,166.0,219.0
301,8,13.0,8,14,5.0,0.0,88.0,0.0,174.0,262.0
301,8,13.0,8,14,1.0,0.0,88.0,0.0,0.0,88.0
301,8,13.0,8,14,2.0,0.0,0.0,0.0,8736.0,8736.0
301,8,13.0,8,14,11.0,0.0,0.0,0.0,918.0,918.0
301,8,13.0,8,14,19.0,0.0,0.0,0.0,174.0,174.0
301,8,13.0,8,14,9.0,0.0,0.0,0.0,262.0,262.0
301,8,13.0,8,15,,,,,,
301,8,15.0,5,13,8.0,140.0,35.0,79.0,0.0,254.0
301,8,15.0,5,13,2.0,0.0,57.0,0.0,0.0,57.0
301,8,15.0,5,13,6.0,88.0,0.0,0.0,0.0,88.0
301,8,15.0,5,13,9.0,0.0,0.0,262.0,0.0,262.0
301,8,15.0,5,13,1.0,358.0,66.0,0.0,0.0,424.0
301,8,15.0,5,13,19.0,55.0,17.0,0.0,0.0,72.0
301,8,15.0,5,13,11.0,262.0,174.0,1456.0,0.0,1892.0
301,8,15.0,5,13,3.0,751.0,0.0,0.0,0.0,751.0
301,8,15.0,5,14,15.0,175.0,88.0,262.0,0.0,525.0
301,8,15.0,5,14,11.0,437.0,437.0,1049.0,0.0,1923.0
301,8,15.0,5,14,9.0,0.0,0.0,175.0,0.0,175.0
301,8,15.0,5,14,6.0,34.0,0.0,0.0,0.0,34.0
301,8,15.0,5,14,8.0,88.0,44.0,44.0,0.0,176.0
301,8,15.0,5,14,1.0,241.0,92.0,109.0,0.0,442.0
301,8,15.0,5,14,19.0,70.0,0.0,0.0,0.0,70.0
301,8,15.0,5,15,9.0,0.0,0.0,150.0,0.0,150.0
301,8,15.0,5,15,1.0,226.0,101.0,63.0,0.0,390.0
301,8,15.0,5,15,6.0,33.0,0.0,0.0,0.0,33.0
301,8,15.0,5,15,4.0,84.0,0.0,33.0,50.0,167.0
301,8,15.0,5,15,8.0,67.0,59.0,42.0,9.0,177.0
301,8,15.0,5,15,19.0,67.0,59.0,42.0,0.0,168.0
301,8,15.0,5,15,11.0,502.0,335.0,335.0,0.0,1172.0
301,8,15.0,5,15,3.0,1235.0,147.0,88.0,0.0,1470.0
301,8,15.0,5,15,7.0,50.0,0.0,0.0,0.0,50.0
301,8,21.0,7,13,1.0,525.0,52.0,0.0,0.0,577.0
301,8,21.0,7,13,8.0,62.0,88.0,44.0,0.0,194.0
301,8,21.0,7,13,6.0,52.0,0.0,0.0,0.0,52.0
301,8,21.0,7,13,18.0,88.0,0.0,44.0,0.0,132.0
301,8,21.0,7,13,11.0,88.0,0.0,88.0,0.0,176.0
301,8,21.0,7,13,3.0,113.0,113.0,0.0,0.0,226.0
301,8,21.0,7,13,7.0,40.0,0.0,0.0,0.0,40.0
301,8,21.0,7,13,19.0,122.0,0.0,0.0,0.0,122.0
301,8,21.0,7,14,8.0,52.0,34.0,44.0,0.0,130.0
301,8,21.0,7,14,2.0,0.0,157.0,0.0,0.0,157.0
301,8,21.0,7,14,4.0,0.0,157.0,0.0,0.0,157.0
301,8,21.0,7,14,1.0,328.0,118.0,0.0,0.0,446.0
301,8,21.0,7,14,11.0,0.0,0.0,245.0,0.0,245.0
301,8,21.0,7,14,6.0,44.0,0.0,0.0,0.0,44.0
301,8,21.0,7,14,14.0,132.0,70.0,0.0,0.0,202.0
301,8,21.0,7,14,3.0,455.0,148.0,79.0,0.0,682.0
301,8,21.0,7,15,11.0,262.0,175.0,175.0,0.0,612.0
301,8,21.0,7,15,6.0,31.0,0.0,0.0,0.0,31.0
301,8,21.0,7,15,7.0,14.0,0.0,0.0,0.0,14.0
301,8,21.0,7,15,8.0,52.0,44.0,62.0,0.0,158.0
301,8,21.0,7,15,4.0,88.0,44.0,0.0,9.0,141.0
301,8,21.0,7,15,19.0,62.0,26.0,34.0,0.0,122.0
301,8,21.0,7,15,3.0,456.0,170.0,11.0,0.0,637.0
301,8,21.0,7,15,1.0,156.0,132.0,14.0,0.0,302.0
301,8,21.0,7,15,2.0,0.0,70.0,0.0,0.0,70.0
301,8,27.0,8,13,15.0,350.0,436.0,0.0,0.0,786.0
301,8,27.0,8,13,1.0,184.0,113.0,0.0,0.0,297.0
301,8,27.0,8,13,3.0,436.0,664.0,0.0,0.0,1100.0
301,8,27.0,8,13,19.0,44.0,27.0,0.0,0.0,71.0
301,8,27.0,8,13,6.0,44.0,0.0,0.0,0.0,44.0
301,8,27.0,8,13,8.0,52.0,35.0,0.0,0.0,87.0
301,8,27.0,8,13,7.0,44.0,0.0,0.0,0.0,44.0
301,8,27.0,8,14,8.0,27.0,35.0,0.0,0.0,62.0
301,8,27.0,8,14,1.0,95.0,63.0,0.0,0.0,158.0
301,8,27.0,8,14,15.0,157.0,132.0,0.0,0.0,289.0
301,8,27.0,8,14,2.0,0.0,35.0,0.0,0.0,35.0
301,8,27.0,8,14,3.0,938.0,1017.0,0.0,0.0,1955.0
301,8,27.0,8,14,6.0,44.0,27.0,0.0,0.0,71.0
301,8,27.0,8,14,4.0,0.0,0.0,0.0,88.0,88.0
301,8,27.0,8,14,19.0,35.0,0.0,0.0,0.0,35.0
301,8,27.0,8,15,7.0,42.0,0.0,0.0,0.0,42.0
301,8,27.0,8,15,1.0,201.0,42.0,0.0,0.0,243.0
301,8,27.0,8,15,4.0,126.0,42.0,84.0,0.0,252.0
301,8,27.0,8,15,2.0,0.0,7.0,418.0,0.0,425.0
301,8,27.0,8,15,15.0,251.0,0.0,0.0,0.0,251.0
301,8,27.0,8,15,3.0,766.0,143.0,343.0,0.0,1252.0
301,8,27.0,8,15,19.0,92.0,25.0,33.0,0.0,150.0
301,8,27.0,8,15,6.0,50.0,0.0,0.0,0.0,50.0
301,8,27.0,8,15,8.0,59.0,17.0,25.0,0.0,101.0
301,8,27.0,8,15,11.0,502.0,84.0,84.0,0.0,670.0
301,9,5.0,4,13,4.0,262.0,132.0,0.0,17.0,411.0
301,9,5.0,4,13,1.0,345.0,629.0,0.0,0.0,974.0
301,9,5.0,4,13,11.0,786.0,830.0,0.0,0.0,1616.0
301,9,5.0,4,13,8.0,109.0,113.0,0.0,4.0,226.0
301,9,5.0,4,13,15.0,524.0,2568.0,0.0,0.0,3092.0
301,9,5.0,4,13,19.0,306.0,367.0,0.0,0.0,673.0
301,9,5.0,4,13,6.0,65.0,0.0,0.0,0.0,65.0
301,9,5.0,4,13,3.0,786.0,612.0,0.0,0.0,1398.0
301,9,5.0,4,14,19.0,218.0,262.0,0.0,0.0,480.0
301,9,5.0,4,14,6.0,61.0,0.0,0.0,0.0,61.0
301,9,5.0,4,14,11.0,375.0,821.0,0.0,0.0,1196.0
301,9,5.0,4,14,8.0,88.0,109.0,0.0,13.0,210.0
301,9,5.0,4,14,15.0,612.0,830.0,0.0,0.0,1442.0
301,9,5.0,4,14,1.0,354.0,786.0,0.0,0.0,1140.0
301,9,5.0,4,14,3.0,656.0,0.0,0.0,0.0,656.0
301,9,5.0,4,14,4.0,218.0,105.0,0.0,17.0,340.0
301,9,5.0,4,15,4.0,174.0,105.0,0.0,0.0,279.0
301,9,5.0,4,15,15.0,132.0,306.0,0.0,0.0,438.0
301,9,5.0,4,15,3.0,459.0,0.0,0.0,0.0,459.0
301,9,5.0,4,15,19.0,153.0,179.0,0.0,0.0,332.0
301,9,5.0,4,15,1.0,249.0,236.0,0.0,0.0,485.0
301,9,5.0,4,15,11.0,262.0,262.0,0.0,0.0,524.0
301,9,5.0,4,15,8.0,65.0,88.0,0.0,0.0,153.0
301,9,5.0,4,15,6.0,40.0,0.0,0.0,0.0,40.0
301,9,17.0,8,13,1.0,175.0,70.0,18.0,0.0,263.0
301,9,17.0,8,13,7.0,18.0,30.0,0.0,0.0,48.0
301,9,17.0,8,13,4.0,170.0,70.0,0.0,0.0,240.0
301,9,17.0,8,13,8.0,144.0,34.0,0.0,0.0,178.0
301,9,17.0,8,13,15.0,188.0,66.0,0.0,0.0,254.0
301,9,17.0,8,13,14.0,184.0,62.0,0.0,0.0,246.0
301,9,17.0,8,14,7.0,33.0,13.0,0.0,0.0,46.0
