tinh,huyen,xa,diaban,hoso,quyen,tsphieu,ttnt,dantoc,phdich,dtv,dt,tinh06,huyen06,xa06,diaban06,ttnt06,hoso06,ghepho,ngaydt,thangdt,tsnguoi,m1b1,tsmuc1b,m1c1,tsmuc1c,m1d1,m2act,m2atn
503,19,1.0,7,15,1,1,1,1,2,24,9,0,,,,,,0,24,6,7,2,,2,,2,988,62
503,19,15.0,4,13,1,1,2,1,2,24,9,0,,,,,,0,7,7,3,2,,2,,2,255,0
503,19,15.0,4,14,1,1,2,1,2,25,9,0,,,,,,0,7,7,7,2,,2,,2,1065,178
503,19,15.0,4,15,1,1,2,1,2,24,9,0,,,,,,0,8,7,5,2,,2,,2,839,0
503,21,3.0,5,13,1,1,2,1,2,27,10,503,21.0,3.0,5.0,2.0,13.0,1,1,7,4,2,,2,,1,1355,0
503,21,3.0,5,15,1,1,2,1,2,26,10,503,21.0,3.0,5.0,2.0,15.0,1,17,7,4,2,,2,,1,780,0
503,21,3.0,5,19,1,1,2,1,2,26,10,0,,,,,,0,15,7,2,2,,2,,2,0,0
503,21,21.0,2,13,1,1,2,1,2,27,10,0,,,,,,0,18,6,10,2,,2,,2,1347,0
503,21,21.0,2,14,1,1,2,1,2,26,10,0,,,,,,0,22,6,5,2,,2,,2,1060,19
503,21,21.0,2,15,1,1,2,1,2,26,10,0,,,,,,0,24,6,4,2,,1,3.0,2,2817,543
503,23,17.0,2,13,1,1,2,27,1,28,11,503,23.0,17.0,2.0,2.0,13.0,1,19,7,6,2,,2,,1,90,81
503,23,17.0,2,14,1,1,2,27,1,28,11,503,23.0,17.0,2.0,2.0,14.0,1,22,7,4,2,,2,,1,120,114
503,23,17.0,2,15,1,1,2,27,1,28,11,503,23.0,17.0,2.0,2.0,15.0,1,25,7,4,2,,2,,1,0,0
503,25,1.0,20,13,1,1,1,1,2,30,12,503,25.0,1.0,20.0,1.0,13.0,1,19,7,6,2,,2,,1,2760,0
503,25,1.0,20,14,1,1,1,1,2,29,12,503,25.0,1.0,20.0,1.0,14.0,1,19,7,5,2,,2,,1,2050,34
503,25,1.0,20,15,1,1,1,1,2,32,12,503,25.0,1.0,20.0,1.0,15.0,1,24,7,2,2,,2,,1,5035,1469
503,25,5.0,11,13,1,1,2,1,2,30,12,0,,,,,,0,16,6,4,2,,2,,2,4890,0
503,25,5.0,11,14,1,1,2,1,2,31,12,0,,,,,,0,16,6,4,2,,2,,2,1350,39
503,25,5.0,11,15,1,1,2,1,2,29,12,0,,,,,,0,16,6,5,2,,1,1.0,2,5279,0
503,25,13.0,26,13,1,1,2,1,2,30,12,503,25.0,13.0,26.0,2.0,13.0,1,9,9,5,2,,2,,1,345,0
503,25,13.0,26,14,1,1,2,1,2,29,12,503,25.0,13.0,26.0,2.0,14.0,1,26,9,4,2,,2,,1,900,0
503,25,13.0,26,15,1,1,2,1,2,32,12,503,25.0,13.0,26.0,2.0,15.0,1,9,9,5,2,,1,1.0,1,660,0
503,25,17.0,13,13,1,1,2,1,2,29,12,0,,,,,,0,17,9,3,2,,2,,2,0,0
503,25,17.0,13,14,1,1,2,1,2,32,12,0,,,,,,0,19,9,4,1,2.0,2,,2,590,0
503,25,17.0,13,15,1,1,2,1,2,30,12,0,,,,,,0,19,9,3,2,,2,,2,190,0
503,25,23.0,12,13,1,1,2,1,2,31,12,503,25.0,23.0,12.0,2.0,13.0,1,1,7,4,2,,2,,1,1845,0
503,25,23.0,12,14,1,1,2,1,2,29,12,503,25.0,23.0,12.0,2.0,14.0,1,27,6,4,2,,2,,1,0,0
503,25,23.0,12,15,1,1,2,1,2,32,12,503,25.0,23.0,12.0,2.0,15.0,1,27,6,6,2,,2,,1,0,0
503,25,27.0,24,13,1,1,2,1,2,30,12,0,,,,,,0,10,7,3,2,,1,2.0,2,1230,0
503,25,27.0,24,14,1,1,2,1,2,31,12,0,,,,,,0,10,7,5,2,,2,,2,1797,0
503,25,27.0,24,15,1,1,2,1,2,32,12,0,,,,,,0,10,7,5,2,,2,,2,0,0
503,27,25.0,4,13,1,1,2,14,1,33,13,503,27.0,25.0,4.0,2.0,13.0,1,12,7,8,2,,2,,1,75,67
503,27,25.0,4,14,1,1,2,14,1,33,13,503,27.0,25.0,4.0,2.0,14.0,1,14,7,5,2,,2,,1,190,168
503,27,25.0,4,15,1,1,2,30,1,33,13,503,27.0,25.0,4.0,2.0,15.0,1,16,7,7,2,,2,,1,1080,750
503,28,17.0,15,13,1,1,2,1,2,34,14,0,,,,,,0,21,6,5,2,,2,,2,620,0
503,28,17.0,15,14,1,1,2,1,2,35,14,0,,,,,,0,21,6,3,2,,2,,2,0,0
503,28,17.0,15,15,1,1,2,1,2,34,14,0,,,,,,0,22,6,4,2,,2,,2,850,1138
503,28,23.0,23,13,1,1,2,1,2,34,14,503,1.0,23.0,23.0,2.0,13.0,1,6,7,1,2,,2,,1,0,0
503,28,23.0,23,14,1,1,2,1,2,35,14,503,1.0,23.0,23.0,2.0,14.0,1,6,7,1,2,,2,,1,0,0
503,28,23.0,23,15,1,1,2,1,2,34,14,503,1.0,23.0,23.0,2.0,15.0,1,7,7,2,2,,2,,1,0,0
503,28,29.0,3,13,1,1,2,1,2,35,14,0,,,,,,0,15,10,1,2,,2,,2,0,0
503,28,29.0,3,14,1,1,2,1,2,34,14,0,,,,,,0,15,10,5,2,,2,,2,2770,0
503,28,29.0,3,15,1,1,2,1,2,35,14,0,,,,,,0,17,10,5,2,,2,,2,0,0
503,28,33.0,16,13,1,1,2,1,2,34,14,503,1.0,33.0,16.0,2.0,13.0,1,28,9,1,2,,2,,1,0,0
503,28,33.0,16,14,1,1,2,1,2,35,14,503,1.0,33.0,16.0,2.0,14.0,1,28,9,5,2,,2,,1,1470,0
503,28,33.0,16,15,1,1,2,1,2,34,14,503,1.0,33.0,16.0,2.0,15.0,1,30,9,4,2,,2,,1,565,0
503,29,9.0,17,14,1,1,2,1,2,36,15,503,17.0,9.0,17.0,2.0,14.0,1,7,7,5,2,,2,,1,1090,84
503,29,9.0,17,19,1,1,2,1,2,36,15,503,17.0,9.0,17.0,2.0,19.0,1,9,7,5,2,,2,,1,766,0
503,29,9.0,17,20,1,1,2,1,2,36,15,0,,,,,,0,5,7,4,2,,2,,2,602,29
505,1,5.0,14,13,1,1,1,1,2,1,1,0,,,,,,0,6,6,4,2,,2,,2,6185,113
505,1,5.0,14,14,1,1,1,1,2,1,1,0,,,,,,0,15,6,2,2,,1,2.0,2,0,0
505,1,5.0,14,15,1,1,1,1,2,1,1,0,,,,,,0,9,6,3,2,,2,,2,500,30
505,1,9.0,2,13,1,1,1,1,2,2,1,0,,,,,,0,1,9,5,2,,2,,2,16680,0
505,1,9.0,2,14,1,1,1,1,2,2,1,0,,,,,,0,3,9,2,2,,2,,2,0,0
505,1,9.0,2,15,1,1,1,1,2,2,1,0,,,,,,0,15,9,4,2,,2,,2,1650,0
505,1,15.0,16,13,1,1,2,1,2,2,1,0,,,,,,0,13,7,2,2,,2,,2,0,0
505,1,15.0,16,14,1,1,2,1,2,2,1,0,,,,,,0,10,7,5,2,,2,,2,2160,53
505,1,15.0,16,15,1,1,2,1,2,2,1,0,,,,,,0,16,7,2,2,,2,,2,0,0
505,3,1.0,11,13,1,1,2,1,2,3,2,505,3.0,1.0,11.0,2.0,13.0,1,28,7,4,2,,2,,1,670,0
505,3,1.0,11,14,1,1,2,1,2,3,2,505,3.0,1.0,11.0,2.0,14.0,1,20,7,5,2,,2,,1,855,0
505,3,1.0,11,15,1,1,2,1,2,3,2,505,3.0,1.0,11.0,2.0,15.0,1,24,7,4,2,,2,,1,4410,0
505,5,1.0,13,13,1,1,1,1,2,4,3,0,,,,,,0,7,7,4,1,3.0,2,,2,4096,0
505,5,1.0,13,15,1,1,1,1,2,4,3,0,,,,,,0,6,6,5,2,,2,,2,16089,51
505,5,1.0,13,19,1,1,1,1,2,4,3,0,,,,,,0,5,7,4,2,,2,,2,4666,58
505,5,5.0,17,13,1,1,2,1,2,5,3,0,,,,,,0,2,6,5,2,,2,,2,4425,0
505,5,5.0,17,15,1,1,2,1,2,5,3,0,,,,,,0,8,6,2,2,,2,,2,2892,0
505,5,5.0,17,19,1,1,2,1,2,5,3,0,,,,,,0,10,6,4,2,,1,1.0,2,0,0
505,5,9.0,3,14,1,1,2,1,2,6,3,505,5.0,9.0,3.0,2.0,14.0,1,4,6,5,2,,2,,1,480,31
505,5,9.0,3,15,1,1,2,1,2,6,3,505,5.0,9.0,3.0,2.0,15.0,1,2,6,2,2,,2,,1,0,0
505,5,9.0,3,20,1,1,2,1,2,6,3,0,,,,,,0,27,6,2,2,,2,,2,1990,0
505,5,17.0,2,13,1,1,2,1,2,5,2,0,,,,,,0,2,10,2,2,,2,,2,0,0
505,5,17.0,2,14,1,1,2,1,2,5,2,0,,,,,,0,6,10,5,2,,2,,2,545,0
505,5,17.0,2,15,1,1,2,1,2,5,2,0,,,,,,0,24,9,3,2,,2,,2,850,0
505,5,23.0,4,14,1,1,2,1,2,6,2,505,5.0,23.0,4.0,2.0,14.0,1,10,9,1,2,,2,,1,0,0
505,5,23.0,4,15,1,1,2,1,2,6,2,505,5.0,23.0,4.0,2.0,15.0,1,12,9,5,2,,2,,1,4770,0
505,5,23.0,4,19,1,1,2,1,2,6,2,505,5.0,23.0,4.0,2.0,19.0,1,8,9,1,2,,2,,1,0,0
505,5,27.0,22,13,1,1,2,1,2,7,4,0,,,,,,0,2,7,4,2,,2,,2,1155,0
505,5,27.0,22,14,1,1,2,1,2,7,4,0,,,,,,0,4,7,4,2,,2,,2,7700,0
505,5,27.0,22,15,1,1,2,1,2,7,4,0,,,,,,0,8,7,4,2,,2,,2,3365,0
505,5,35.0,6,13,1,1,2,1,2,8,4,505,5.0,35.0,6.0,2.0,13.0,1,9,6,1,2,,2,,1,0,0
505,5,35.0,6,14,1,1,2,1,2,8,4,505,5.0,35.0,6.0,2.0,14.0,1,20,6,5,2,,2,,1,1705,0
505,5,35.0,6,15,1,1,2,1,2,8,4,505,5.0,35.0,6.0,2.0,15.0,1,7,6,2,2,,2,,1,2565,0
505,5,41.0,11,13,1,1,2,1,2,7,2,0,,,,,,0,4,10,3,2,,1,2.0,2,3475,0
505,5,41.0,11,14,1,1,2,1,2,7,2,0,,,,,,0,28,9,2,2,,2,,2,0,0
505,5,41.0,11,15,1,1,2,1,2,7,2,0,,,,,,0,1,10,4,2,,2,,2,671,107
505,5,47.0,19,13,1,1,2,1,2,9,4,505,5.0,47.0,19.0,2.0,13.0,1,23,6,6,2,,2,,1,1035,0
505,5,47.0,19,15,1,1,2,1,2,9,4,505,5.0,47.0,19.0,2.0,15.0,1,2,7,5,2,,2,,1,2500,0
505,5,47.0,19,19,1,1,2,1,2,9,4,505,5.0,47.0,19.0,2.0,19.0,9,30,6,6,2,,2,,1,2140,0
505,7,7.0,8,13,1,1,2,30,1,10,5,0,,,,,,0,19,6,7,2,,2,,2,955,501
505,7,7.0,8,14,1,1,2,30,1,10,5,0,,,,,,0,15,6,7,2,,2,,2,3000,335
505,7,7.0,8,15,1,1,2,30,1,10,5,0,,,,,,0,21,6,4,2,,2,,2,800,446
505,9,5.0,8,13,1,1,2,1,2,10,4,505,9.0,5.0,8.0,2.0,13.0,1,25,9,1,2,,2,,1,0,0
505,9,5.0,8,14,1,1,2,1,2,10,4,505,9.0,5.0,8.0,2.0,14.0,1,20,9,5,2,,2,,1,1570,0
505,9,5.0,8,15,1,1,2,1,2,10,4,505,9.0,5.0,8.0,2.0,15.0,1,29,9,4,2,,2,,1,765,0
505,9,11.0,22,14,1,1,2,1,2,11,6,0,,,,,,0,12,6,5,2,,2,,2,590,0
505,9,11.0,22,15,1,1,2,1,2,11,6,0,,,,,,0,13,6,6,2,,2,,2,1047,165
505,9,11.0,22,19,1,1,2,1,2,11,6,0,,,,,,0,14,6,4,2,,1,1.0,2,590,0
505,9,15.0,10,13,1,1,2,1,2,12,6,505,9.0,15.0,10.0,2.0,13.0,1,13,6,3,2,,1,1.0,1,11030,361
505,9,15.0,10,14,1,1,2,1,2,12,6,505,9.0,15.0,10.0,2.0,14.0,1,27,6,5,2,,1,1.0,1,0,0
505,9,15.0,10,15,1,1,2,1,2,12,6,505,9.0,15.0,10.0,2.0,15.0,1,25,6,8,2,,2,,1,0,0
505,9,19.0,9,13,1,1,2,1,2,13,6,505,9.0,19.0,9.0,2.0,13.0,1,24,6,2,2,,2,,1,645,0
505,9,19.0,9,14,1,1,2,1,2,13,6,505,9.0,19.0,9.0,2.0,14.0,1,25,6,1,2,,2,,1,0,0
505,9,19.0,9,15,1,1,2,1,2,13,6,505,9.0,19.0,9.0,2.0,15.0,1,27,6,2,2,,2,,1,0,0
505,9,25.0,2,13,1,1,2,1,2,12,4,0,,,,,,0,26,9,3,2,,2,,2,0,0
505,9,25.0,2,14,1,1,2,1,2,12,4,0,,,,,,0,28,9,4,2,,2,,2,3715,0
505,9,25.0,2,15,1,1,2,1,2,12,4,0,,,,,,0,24,9,5,2,,2,,2,5570,0
505,9,33.0,27,13,1,1,2,1,2,14,6,0,,,,,,0,13,7,1,2,,2,,2,0,0
505,9,33.0,27,14,1,1,2,1,2,14,6,0,,,,,,0,13,7,4,2,,2,,2,0,0
505,9,33.0,27,15,1,1,2,1,2,14,6,0,,,,,,0,14,7,2,2,,1,3.0,2,0,0
505,9,37.0,1,13,1,1,2,1,2,13,4,505,9.0,37.0,1.0,2.0,13.0,1,16,9,7,2,,2,,1,0,0
505,9,37.0,1,14,1,1,2,1,2,13,4,505,9.0,37.0,1.0,2.0,14.0,1,18,9,7,2,,2,,1,8525,0
505,9,37.0,1,19,1,1,2,1,2,13,4,505,9.0,37.0,1.0,2.0,19.0,1,20,9,2,2,,2,,1,0,0
505,11,3.0,8,13,1,1,2,14,1,15,7,0,,,,,,0,22,6,4,2,,2,,2,0,0
505,11,3.0,8,14,1,1,2,14,1,15,7,0,,,,,,0,14,6,4,2,,2,,2,0,0
505,11,3.0,8,19,1,1,2,14,1,15,7,0,,,,,,0,19,6,7,2,,2,,2,369,67
505,13,5.0,1,13,1,1,2,19,1,16,5,0,,,,,,0,1,10,5,2,,2,,2,140,39
505,13,5.0,1,14,1,1,2,19,1,16,5,0,,,,,,0,3,10,6,2,,2,,2,51,15
505,13,5.0,1,15,1,1,2,19,1,16,5,0,,,,,,0,6,10,5,2,,2,,2,0,0
505,13,15.0,5,13,1,1,2,19,1,16,8,0,,,,,,0,25,6,3,2,,2,,2,122,10
505,13,15.0,5,14,1,1,2,19,1,16,8,0,,,,,,0,27,6,4,2,,2,,2,990,0
505,13,15.0,5,15,1,1,2,19,1,16,8,0,,,,,,0,15,6,11,2,,2,,2,415,61
505,15,3.0,6,13,1,1,1,1,2,18,6,505,15.0,3.0,6.0,1.0,13.0,1,7,10,4,2,,2,,1,0,0
505,15,3.0,6,15,1,1,1,1,2,18,6,505,15.0,3.0,6.0,1.0,15.0,1,2,9,4,2,,2,,1,2730,0
505,15,3.0,6,20,1,1,1,1,2,18,6,505,15.0,3.0,6.0,1.0,20.0,1,6,9,3,2,,1,2.0,1,895,41
505,15,7.0,7,13,1,1,2,1,2,17,9,505,15.0,7.0,7.0,2.0,13.0,1,25,6,6,2,,2,,1,8347,62
505,15,7.0,7,14,1,1,2,1,2,17,9,505,15.0,7.0,7.0,2.0,14.0,1,29,6,4,2,,2,,1,360,26
505,15,7.0,7,15,1,1,2,1,2,17,9,505,15.0,7.0,7.0,2.0,15.0,1,2,7,3,2,,2,,1,0,0
505,15,17.0,24,13,1,1,2,1,2,20,6,505,15.0,17.0,24.0,2.0,13.0,1,19,9,2,2,,1,1.0,1,1610,0
505,15,17.0,24,14,1,1,2,1,2,20,6,505,15.0,17.0,24.0,2.0,14.0,1,21,9,5,2,,2,,1,758,0
505,15,17.0,24,15,1,1,2,1,2,20,6,505,15.0,17.0,24.0,2.0,15.0,1,23,9,2,2,,2,,1,0,0
505,15,21.0,25,13,1,1,2,1,2,18,9,0,,,,,,0,1,7,5,2,,2,,2,6945,0
505,15,21.0,25,14,1,1,2,1,2,18,9,0,,,,,,0,26,6,2,2,,2,,2,0,0
505,15,21.0,25,15,1,1,2,1,2,18,9,0,,,,,,0,28,6,1,2,,1,2.0,2,0,0
505,15,25.0,20,13,1,1,2,1,2,19,9,505,15.0,25.0,20.0,2.0,13.0,1,24,6,4,2,,2,,1,160,13
505,15,25.0,20,14,1,1,2,1,2,19,9,505,15.0,25.0,20.0,2.0,14.0,1,21,6,6,2,,2,,1,5631,0
505,15,25.0,20,15,1,1,2,1,2,19,9,505,15.0,25.0,20.0,2.0,15.0,1,30,6,6,2,,2,,1,7640,0
505,15,27.0,25,13,1,1,2,1,2,20,9,0,,,,,,0,23,6,5,2,,2,,2,47030,37
505,15,27.0,25,14,1,1,2,1,2,20,9,0,,,,,,0,26,6,5,2,,2,,2,5015,19
505,15,27.0,25,15,1,1,2,1,2,20,9,0,,,,,,0,30,6,4,2,,2,,2,0,0
505,15,31.0,12,14,1,1,2,1,2,22,6,0,,,,,,0,6,9,3,2,,1,3.0,2,0,0
505,15,31.0,12,15,1,1,2,1,2,22,6,0,,,,,,0,18,9,6,2,,2,,2,3950,124
505,15,31.0,12,19,1,1,2,1,2,22,6,0,,,,,,0,4,9,4,2,,1,1.0,2,5810,0
505,17,1.0,16,13,1,1,1,1,2,21,10,505,17.0,1.0,16.0,1.0,13.0,1,23,6,3,2,,2,,1,650,30
505,17,1.0,16,15,1,1,1,1,2,21,10,505,17.0,1.0,16.0,1.0,15.0,1,26,6,5,2,,2,,1,390,14
505,17,1.0,16,19,1,1,1,1,2,21,10,505,17.0,1.0,16.0,1.0,19.0,1,9,7,3,2,,2,,1,2770,0
505,17,5.0,9,13,1,1,2,1,2,23,7,505,17.0,5.0,9.0,2.0,13.0,1,8,10,3,2,,1,1.0,1,5690,0
505,17,5.0,9,14,1,1,2,1,2,23,7,505,17.0,5.0,9.0,2.0,14.0,1,4,10,3,2,,2,,1,0,0
505,17,5.0,9,15,1,1,2,1,2,23,7,505,17.0,5.0,9.0,2.0,15.0,1,30,9,6,2,,2,,1,310,0
505,17,11.0,4,13,1,1,2,1,2,22,10,0,,,,,,0,3,7,4,2,,2,,2,2300,0
505,17,11.0,4,14,1,1,2,1,2,22,10,0,,,,,,0,6,7,3,2,,2,,2,5550,0
505,17,11.0,4,15,1,1,2,1,2,22,10,0,,,,,,0,30,6,6,2,,2,,2,5875,0
505,17,15.0,9,13,1,1,2,1,2,23,10,505,17.0,15.0,9.0,2.0,13.0,1,4,6,4,2,,2,,1,1352,0
505,17,15.0,9,14,1,1,2,1,2,23,10,505,17.0,15.0,9.0,2.0,14.0,1,10,6,4,2,,1,3.0,1,1010,0
505,17,15.0,9,15,1,1,2,1,2,23,10,505,17.0,15.0,9.0,2.0,15.0,1,7,6,5,2,,2,,1,1982,26
505,17,23.0,8,13,1,1,2,1,2,24,10,505,17.0,23.0,8.0,2.0,13.0,1,13,7,3,2,,1,1.0,1,3350,0
505,17,23.0,8,14,1,1,2,1,2,24,10,505,17.0,23.0,8.0,2.0,14.0,1,10,7,3,2,,2,,1,5100,0
505,17,23.0,8,15,1,1,2,1,2,24,10,505,17.0,23.0,8.0,2.0,15.0,1,17,7,4,2,,1,1.0,1,4400,0
505,21,3.0,25,13,1,1,2,1,2,26,9,0,,,,,,0,1,9,5,2,,2,,2,1045,0
505,21,3.0,25,14,1,1,2,1,2,25,9,0,,,,,,0,5,9,6,2,,2,,2,3685,0
505,21,3.0,25,15,1,1,2,1,2,25,9,0,,,,,,0,3,9,6,2,,2,,2,6593,7542
505,21,9.0,26,13,1,1,2,1,2,25,11,0,,,,,,0,13,6,2,2,,1,1.0,2,0,0
505,21,9.0,26,15,1,1,2,1,2,25,11,0,,,,,,0,14,6,2,2,,2,,2,0,0
505,21,9.0,26,19,1,1,2,1,2,25,11,0,,,,,,0,25,6,4,2,,1,2.0,2,1890,0
505,21,13.0,8,13,1,1,2,1,2,26,11,505,21.0,13.0,8.0,2.0,13.0,1,27,6,4,2,,2,,1,620,0
505,21,13.0,8,14,1,1,2,1,2,26,11,505,21.0,13.0,8.0,2.0,14.0,1,25,6,4,2,,2,,1,4510,0
505,21,13.0,8,15,1,1,2,1,2,26,11,505,21.0,13.0,8.0,2.0,15.0,1,28,6,4,2,,2,,1,3090,0
505,21,19.0,9,13,1,1,2,1,2,28,9,505,21.0,19.0,9.0,2.0,13.0,1,26,9,6,2,,2,,1,1950,0
505,21,19.0,9,14,1,1,2,1,2,28,9,505,21.0,19.0,9.0,2.0,14.0,1,29,9,1,2,,2,,1,0,0
505,21,19.0,9,15,1,1,2,1,2,28,9,505,21.0,19.0,9.0,2.0,15.0,1,7,9,5,2,,1,1.0,1,4976,31
505,21,23.0,30,13,1,1,2,1,2,27,11,0,,,,,,0,20,6,2,2,,2,,2,0,0
505,21,23.0,30,14,1,1,2,1,2,27,11,0,,,,,,0,13,6,3,2,,2,,2,515,0
505,21,23.0,30,20,1,1,2,1,2,27,11,0,,,,,,0,25,6,5,2,,2,,2,4884,43
505,21,25.0,21,13,1,1,2,1,2,28,11,0,,,,,,0,9,6,1,2,,2,,2,0,0
505,21,25.0,21,14,1,1,2,1,2,28,11,0,,,,,,0,6,6,11,2,,2,,2,385,64
505,21,25.0,21,15,1,1,2,1,2,28,11,0,,,,,,0,9,6,3,2,,2,,2,480,0
505,23,7.0,2,13,1,1,2,1,2,29,12,505,23.0,7.0,2.0,2.0,13.0,1,1,7,2,2,,2,,1,0,0
505,23,7.0,2,14,1,1,2,1,2,29,12,505,23.0,7.0,2.0,2.0,14.0,1,4,7,1,2,,2,,1,0,0
505,23,7.0,2,19,1,1,2,1,2,29,12,505,23.0,7.0,2.0,2.0,19.0,1,7,7,6,2,,1,2.0,1,2455,107
505,23,11.0,22,13,1,1,2,1,2,29,10,0,,,,,,0,29,9,5,2,,2,,2,6780,0
505,23,11.0,22,14,1,1,2,1,2,29,10,0,,,,,,0,4,10,2,2,,1,1.0,2,0,0
505,23,11.0,22,15,1,1,2,1,2,29,10,0,,,,,,0,8,9,4,2,,2,,2,8057,0
505,23,17.0,6,13,1,1,2,1,2,30,10,505,23.0,17.0,6.0,2.0,13.0,1,1,10,4,2,,1,3.0,1,0,0
505,23,17.0,6,15,1,1,2,1,2,30,10,505,23.0,17.0,6.0,2.0,15.0,1,7,10,3,2,,2,,1,0,0
505,23,17.0,6,19,1,1,2,1,2,30,10,0,,,,,,0,4,10,3,2,,1,1.0,2,9360,0
505,23,23.0,22,13,1,1,2,1,2,30,12,0,,,,,,0,25,6,6,2,,2,,2,0,0
505,23,23.0,22,15,1,1,2,1,2,30,12,0,,,,,,0,2,6,5,2,,2,,2,642,0
505,23,23.0,22,19,1,1,2,1,2,30,12,0,,,,,,0,29,6,6,2,,2,,2,1140,62
505,23,25.0,19,13,1,1,2,1,2,31,12,505,23.0,25.0,19.0,2.0,13.0,1,1,7,3,2,,2,,1,0,0
505,23,25.0,19,14,1,1,2,1,2,31,12,505,23.0,25.0,19.0,2.0,14.0,1,4,7,4,2,,1,2.0,1,710,0
505,23,25.0,19,15,1,1,2,1,2,31,12,505,23.0,25.0,19.0,2.0,15.0,1,7,7,6,2,,2,,1,787,0
505,25,1.0,6,13,1,1,1,1,2,32,13,505,25.0,1.0,6.0,1.0,13.0,1,12,7,4,2,,2,,1,750,0
505,25,1.0,6,14,1,1,1,1,2,32,13,505,25.0,1.0,6.0,1.0,14.0,1,28,6,3,2,,2,,1,0,0
505,25,1.0,6,15,1,1,1,1,2,32,13,505,25.0,1.0,6.0,1.0,15.0,1,5,6,4,1,2.0,2,,1,869,227
505,25,9.0,6,13,1,1,2,19,1,33,11,505,25.0,9.0,6.0,2.0,13.0,1,22,9,4,2,,1,1.0,1,1000,1997
505,25,9.0,6,14,1,1,2,19,1,23,9,505,25.0,9.0,6.0,2.0,14.0,1,23,9,5,2,,2,,1,380,0
505,25,9.0,6,15,1,1,2,19,1,33,11,505,25.0,9.0,6.0,2.0,15.0,1,18,9,4,2,,2,,1,100,0
505,25,31.0,1,13,1,1,2,19,1,33,13,505,25.0,31.0,1.0,2.0,13.0,1,18,6,3,2,,2,,1,0,0
505,25,31.0,1,14,1,1,2,19,1,33,13,505,25.0,31.0,1.0,2.0,14.0,1,12,6,3,2,,2,,1,0,0
505,25,31.0,1,15,1,1,2,19,1,33,13,505,25.0,31.0,1.0,2.0,15.0,1,18,6,2,2,,2,,1,0,0
507,1,1.0,27,13,1,1,1,1,2,3,2,0,,,,,,0,7,6,1,2,,2,,2,0,0
507,1,1.0,27,14,1,1,1,1,2,1,2,0,,,,,,0,8,6,5,2,,2,,2,2995,0
507,1,1.0,27,15,1,1,1,1,2,1,2,0,,,,,,0,10,6,3,2,,2,,2,4780,0
507,1,7.0,5,13,1,1,1,1,2,3,2,507,1.0,7.0,5.0,1.0,13.0,1,14,6,4,2,,2,,1,0,0
507,1,7.0,5,14,1,1,1,1,2,1,2,507,1.0,7.0,5.0,1.0,14.0,1,14,6,4,2,,2,,1,4000,0
507,1,7.0,5,15,1,1,1,1,2,2,2,0,,,,,,0,14,6,4,2,,2,,2,1990,90
507,1,11.0,35,13,1,1,1,1,2,6,1,0,,,,,,0,18,6,1,2,,2,,2,0,0
507,1,11.0,35,14,1,1,1,1,2,5,1,0,,,,,,0,19,6,4,2,,2,,2,2940,123
507,1,11.0,35,15,1,1,1,1,2,4,1,0,,,,,,0,23,6,5,2,,2,,2,6360,0
507,1,15.0,22,13,1,1,1,1,2,4,1,507,1.0,15.0,22.0,1.0,13.0,1,22,8,4,2,,2,,1,1195,33
507,1,15.0,22,14,1,1,1,1,2,2,1,507,1.0,15.0,22.0,1.0,14.0,1,27,8,4,2,,2,,1,1300,0
507,1,15.0,22,20,1,1,1,1,2,1,1,0,,,,,,0,27,8,1,2,,1,1.0,2,0,0
507,1,17.0,25,13,1,1,1,1,2,6,1,0,,,,,,0,30,6,1,2,,2,,2,0,0
507,1,17.0,25,14,1,1,1,1,2,4,1,0,,,,,,0,26,6,4,2,,2,,2,1272,0
507,1,17.0,25,15,1,1,1,1,2,5,1,0,,,,,,0,28,6,1,1,2.0,2,,2,0,0
507,1,19.0,6,13,1,1,1,1,2,4,1,507,1.0,19.0,6.0,1.0,13.0,1,29,8,4,2,,2,,1,9270,0
507,1,19.0,6,14,1,1,1,1,2,2,1,0,,,,,,0,1,9,4,2,,2,,2,2800,0
507,1,19.0,6,19,1,1,1,1,2,1,1,507,1.0,19.0,6.0,1.0,19.0,1,2,9,4,2,,2,,1,0,0
507,1,23.0,31,13,1,1,1,1,2,4,1,0,,,,,,0,4,7,2,2,,2,,2,0,0
507,1,23.0,31,14,1,1,1,1,2,4,1,0,,,,,,0,29,6,4,2,,2,,2,2760,0
507,1,23.0,31,15,1,1,1,1,2,6,1,0,,,,,,0,1,7,3,2,,1,1.0,2,6400,0
507,1,25.0,25,13,1,1,1,1,2,5,1,507,1.0,25.0,25.0,1.0,13.0,1,4,9,5,2,,2,,1,940,80
507,1,25.0,25,14,1,1,1,1,2,5,1,507,1.0,25.0,25.0,1.0,14.0,1,5,9,4,2,,2,,1,10440,57
507,1,25.0,25,15,1,1,1,1,2,6,1,507,1.0,25.0,25.0,1.0,15.0,1,5,9,5,2,,2,,1,3370,0
507,1,27.0,26,13,1,1,1,1,2,2,2,0,,,,,,0,21,6,4,2,,2,,2,1650,68
507,1,27.0,26,14,1,1,1,1,2,3,2,0,,,,,,0,21,6,6,2,,2,,2,1710,0
507,1,27.0,26,15,1,1,1,1,2,1,2,0,,,,,,0,21,6,5,2,,2,,2,2438,97
507,1,29.0,17,13,1,1,2,1,2,1,1,0,,,,,,0,30,7,7,2,,2,,2,7025,0
