tinh,huyen,xa,diaban,hoso,quyen,tsphieu,ttnt,dantoc,phdich,dtv,dt,tinh06,huyen06,xa06,diaban06,ttnt06,hoso06,ghepho,ngaydt,thangdt,tsnguoi,m1b1,tsmuc1b,m1c1,tsmuc1c,m1d1,m2act,m2atn
101,1,3.0,1,13,1,1,1,1,2,85,13,0,,,,,,0,12,6,3,2,,2,,2,0,0
101,1,3.0,1,14,1,1,1,1,2,85,13,0,,,,,,0,8,6,3,2,,2,,2,8300,0
101,1,3.0,1,15,1,1,1,1,2,85,13,0,,,,,,0,4,6,2,2,,2,,2,0,0
101,1,9.0,19,15,1,1,1,1,2,60,13,0,,,,,,0,29,6,2,2,,2,,2,0,0
101,1,9.0,19,19,1,1,1,1,2,60,13,0,,,,,,0,25,6,3,2,,2,,2,0,0
101,1,9.0,19,20,1,1,1,1,2,60,13,0,,,,,,0,23,6,3,2,,2,,2,2370,0
101,1,15.0,50,13,1,1,1,1,2,90,13,0,,,,,,0,26,6,4,2,,2,,2,3800,94
101,1,15.0,50,14,1,1,1,1,2,90,13,0,,,,,,0,19,6,3,1,1.0,2,,2,0,0
101,1,15.0,50,15,1,1,1,1,2,90,13,0,,,,,,0,28,6,4,2,,2,,2,11150,1894
101,1,17.0,2,13,1,1,1,1,2,7,13,101,1.0,17.0,2.0,1.0,13.0,1,12,6,2,2,,2,,1,0,0
101,1,17.0,2,14,1,1,1,1,2,7,13,101,1.0,17.0,2.0,1.0,14.0,1,21,6,3,2,,2,,1,3474,0
101,1,17.0,2,19,1,1,1,1,2,7,13,101,1.0,17.0,2.0,1.0,19.0,1,24,6,2,2,,2,,1,0,0
101,1,21.0,36,13,1,1,1,1,2,85,13,0,,,,,,0,17,9,3,2,,2,,2,3000,0
101,1,21.0,36,15,1,1,1,1,2,85,13,0,,,,,,0,15,9,3,2,,2,,2,3050,0
101,1,21.0,36,19,1,1,1,1,2,85,13,0,,,,,,0,6,9,5,2,,2,,2,8220,0
101,1,23.0,18,13,1,1,1,1,2,60,13,101,1.0,23.0,18.0,1.0,13.0,1,15,10,2,2,,2,,1,0,0
101,1,23.0,18,24,1,1,1,1,2,60,13,101,1.0,23.0,18.0,1.0,24.0,1,5,10,4,2,,2,,1,0,0
101,1,23.0,18,29,1,1,1,1,2,60,13,0,,,,,,0,1,10,3,2,,2,,2,0,0
101,3,3.0,23,13,1,1,1,1,2,63,37,0,,,,,,0,3,6,4,2,,2,,2,8350,0
101,3,3.0,23,15,1,1,1,1,2,63,37,0,,,,,,0,8,6,4,2,,2,,2,4950,0
101,3,3.0,23,19,1,1,1,1,2,63,37,0,,,,,,0,6,6,5,2,,2,,2,0,0
101,3,11.0,9,15,1,1,1,1,2,24,37,101,3.0,11.0,9.0,1.0,15.0,1,9,6,5,2,,2,,1,0,0
101,3,11.0,9,19,1,1,1,1,2,24,37,101,3.0,11.0,9.0,1.0,19.0,1,6,6,7,2,,2,,1,3090,0
101,3,11.0,9,20,1,1,1,1,2,24,37,101,3.0,11.0,9.0,1.0,20.0,1,14,6,4,2,,2,,1,970,0
101,3,13.0,8,13,1,1,1,1,2,24,15,0,,,,,,0,24,9,4,2,,2,,2,0,0
101,3,13.0,8,14,1,1,1,1,2,24,15,0,,,,,,0,24,9,7,2,,2,,2,8175,0
101,3,13.0,8,15,1,1,1,1,2,24,15,0,,,,,,0,24,9,7,2,,2,,2,5895,0
101,5,3.0,17,13,1,1,1,1,2,4,34,101,5.0,3.0,17.0,1.0,13.0,1,16,6,2,2,,2,,1,0,0
101,5,3.0,17,14,1,1,1,1,2,4,34,101,5.0,3.0,17.0,1.0,14.0,1,22,6,3,2,,2,,1,0,0
101,5,3.0,17,20,1,1,1,1,2,4,34,0,,,,,,0,20,6,5,2,,2,,2,10110,0
101,5,11.0,7,13,1,1,1,1,2,25,34,0,,,,,,0,5,6,3,2,,2,,2,2860,0
101,5,11.0,7,14,1,1,1,1,2,25,34,0,,,,,,0,30,6,5,2,,2,,2,0,0
101,5,11.0,7,15,1,1,1,1,2,25,34,0,,,,,,0,2,7,5,2,,2,,2,4532,0
101,5,17.0,18,13,1,1,1,1,2,84,34,101,5.0,17.0,18.0,1.0,13.0,1,28,6,1,2,,2,,1,0,0
101,5,17.0,18,14,1,1,1,1,2,84,34,101,5.0,17.0,18.0,1.0,14.0,1,26,6,5,2,,2,,1,3480,0
101,5,17.0,18,19,1,1,1,1,2,84,34,0,,,,,,0,23,6,5,2,,2,,2,14940,0
101,5,25.0,12,13,1,1,1,1,2,4,34,0,,,,,,0,20,10,4,2,,2,,2,3460,0
101,5,25.0,12,14,1,1,1,1,2,4,34,0,,,,,,0,14,10,4,2,,2,,2,5570,0
101,5,25.0,12,15,1,1,1,1,2,4,34,0,,,,,,0,17,10,3,2,,2,,2,0,0
101,5,33.0,12,14,1,1,1,1,2,25,34,101,5.0,33.0,12.0,1.0,14.0,1,2,10,4,2,,2,,1,6180,0
101,5,33.0,12,15,1,1,1,1,2,25,34,101,5.0,33.0,12.0,1.0,15.0,1,15,9,4,2,,2,,1,4352,0
101,5,33.0,12,24,1,1,1,1,2,25,34,101,5.0,33.0,12.0,1.0,24.0,1,30,9,6,2,,2,,1,6740,0
101,5,35.0,16,14,1,1,1,1,2,5,34,0,,,,,,0,8,10,4,2,,2,,2,12663,170
101,5,35.0,16,15,1,1,1,1,2,5,34,0,,,,,,0,10,10,4,1,2.0,2,,2,5434,0
101,5,35.0,16,19,1,1,1,1,2,5,34,0,,,,,,0,6,10,4,2,,2,,2,10600,184
101,6,1.0,10,13,1,1,1,1,2,52,31,0,,,,,,0,19,10,4,2,,2,,2,285,44
101,6,1.0,10,14,1,1,1,1,2,52,31,101,6.0,1.0,10.0,1.0,14.0,1,19,10,4,2,,2,,1,734,0
101,6,1.0,10,19,1,1,1,1,2,52,31,0,,,,,,0,18,10,5,2,,2,,2,610,0
101,6,7.0,17,13,1,1,1,1,2,26,31,101,6.0,7.0,17.0,1.0,13.0,1,26,6,6,2,,2,,1,0,0
101,6,7.0,17,14,1,1,1,1,2,26,31,101,6.0,7.0,17.0,1.0,14.0,1,29,6,4,2,,2,,1,1500,0
101,6,7.0,17,19,1,1,1,1,2,26,31,101,6.0,7.0,17.0,1.0,19.0,1,2,7,4,2,,2,,1,7640,0
101,6,11.0,12,13,1,1,1,1,2,10,31,0,,,,,,0,26,6,7,2,,2,,2,1080,0
101,6,11.0,12,14,1,1,1,1,2,10,31,0,,,,,,0,29,6,1,2,,2,,2,0,0
101,6,11.0,12,15,1,1,1,1,2,10,31,0,,,,,,0,1,7,3,2,,2,,2,0,0
101,6,21.0,13,13,1,1,1,1,2,6,31,101,6.0,21.0,13.0,1.0,13.0,1,5,7,4,2,,2,,1,8260,1053
101,6,21.0,13,14,1,1,1,1,2,6,31,101,6.0,21.0,13.0,1.0,14.0,1,2,7,2,2,,2,,1,0,0
101,6,21.0,13,15,1,1,1,1,2,6,31,101,6.0,21.0,13.0,1.0,15.0,1,7,7,4,2,,2,,1,7180,0
101,6,25.0,5,13,1,1,1,1,2,52,31,101,6.0,25.0,5.0,1.0,13.0,1,28,6,5,2,,2,,1,3920,0
101,6,25.0,5,14,1,1,1,1,2,52,31,101,6.0,25.0,5.0,1.0,14.0,1,9,7,5,2,,2,,1,8450,0
101,6,25.0,5,15,1,1,1,1,2,52,31,101,6.0,25.0,5.0,1.0,15.0,1,2,7,3,2,,2,,1,2900,0
101,6,27.0,5,13,1,1,1,1,2,21,31,0,,,,,,0,15,10,2,2,,2,,2,0,0
101,6,27.0,5,14,1,1,1,1,2,21,31,0,,,,,,0,14,10,4,2,,2,,2,846,0
101,6,27.0,5,15,1,1,1,1,2,21,31,0,,,,,,0,13,10,4,2,,2,,2,1765,0
101,7,3.0,19,13,1,1,1,1,2,1,35,101,7.0,3.0,19.0,1.0,13.0,1,30,6,6,2,,2,,1,9500,0
101,7,3.0,19,14,1,1,1,1,2,1,35,101,7.0,3.0,19.0,1.0,14.0,1,8,6,5,2,,2,,1,2750,0
101,7,3.0,19,15,1,1,1,1,2,1,35,101,7.0,3.0,19.0,1.0,15.0,1,6,7,5,2,,2,,1,2020,0
101,7,11.0,15,13,1,1,1,1,2,2,35,0,,,,,,0,15,6,7,2,,2,,2,7050,0
101,7,11.0,15,14,1,1,1,1,2,2,35,0,,,,,,0,20,6,5,2,,2,,2,14850,0
101,7,11.0,15,15,1,1,1,1,2,2,35,0,,,,,,0,9,6,5,2,,2,,2,4620,0
101,7,15.0,13,15,1,1,1,1,2,16,35,101,7.0,15.0,13.0,1.0,15.0,1,5,6,4,2,,2,,1,3500,0
101,7,15.0,13,19,1,1,1,1,2,16,35,101,7.0,15.0,13.0,1.0,19.0,1,8,6,4,2,,2,,1,3250,0
101,7,15.0,13,20,1,1,1,1,2,16,35,101,7.0,15.0,13.0,1.0,20.0,1,11,6,1,2,,1,2.0,1,0,0
101,7,19.0,25,13,1,1,1,1,2,5,1,0,,,,,,0,13,6,5,2,,2,,2,1600,139
101,7,19.0,25,15,1,1,1,1,2,5,1,0,,,,,,0,14,6,4,2,,2,,2,3850,46
101,7,19.0,25,20,1,1,1,1,2,5,1,0,,,,,,0,16,6,7,1,1.0,2,,2,3010,0
101,7,21.0,16,13,1,1,1,1,2,61,1,101,7.0,21.0,16.0,1.0,13.0,1,9,6,3,2,,2,,1,1431,0
101,7,21.0,16,15,1,1,1,1,2,61,1,101,7.0,21.0,16.0,1.0,15.0,1,12,6,6,2,,2,,1,31570,0
101,7,21.0,16,20,1,1,1,1,2,61,1,101,7.0,21.0,16.0,1.0,20.0,1,15,6,4,2,,2,,1,6440,0
101,7,27.0,3,13,1,1,1,1,2,1,35,0,,,,,,0,27,9,4,2,,2,,2,2060,0
101,7,27.0,3,14,1,1,1,1,2,1,35,0,,,,,,0,22,9,2,2,,2,,2,0,0
101,7,27.0,3,15,1,1,1,1,2,1,35,0,,,,,,0,24,9,5,2,,2,,2,5670,0
101,7,33.0,21,15,1,1,1,1,2,49,35,101,7.0,33.0,21.0,1.0,15.0,1,18,9,3,2,,2,,1,5506,170
101,7,33.0,21,20,1,1,1,1,2,49,35,101,7.0,33.0,21.0,1.0,20.0,1,27,9,4,2,,2,,1,11410,2131
101,7,33.0,21,24,1,1,1,1,2,49,35,101,7.0,33.0,21.0,1.0,24.0,1,28,9,4,2,,2,,1,2000,136
101,7,37.0,15,13,1,1,1,1,2,2,35,0,,,,,,0,14,10,4,2,,2,,2,0,0
101,7,37.0,15,14,1,1,1,1,2,2,35,0,,,,,,0,10,10,2,2,,2,,2,0,0
101,7,37.0,15,15,1,1,1,1,2,2,35,0,,,,,,0,18,10,4,2,,2,,2,10656,0
101,8,3.0,7,13,1,1,1,1,2,72,39,0,,,,,,0,2,7,4,2,,2,,2,5383,614
101,8,3.0,7,14,1,1,1,1,2,72,39,0,,,,,,0,23,6,3,2,,2,,2,4773,1361
101,8,3.0,7,15,1,1,1,1,2,72,39,0,,,,,,0,7,6,4,2,,2,,2,11100,0
101,8,5.0,16,13,1,1,1,1,2,9,39,0,,,,,,0,7,6,4,2,,2,,2,0,0
101,8,5.0,16,14,1,1,1,1,2,9,39,0,,,,,,0,5,7,5,2,,2,,2,0,0
101,8,5.0,16,15,1,1,1,1,2,9,39,0,,,,,,0,15,6,5,2,,2,,2,490,0
101,8,7.0,18,14,1,1,1,1,2,3,39,101,8.0,7.0,18.0,1.0,14.0,1,4,7,4,2,,2,,1,0,0
101,8,7.0,18,19,1,1,1,1,2,3,39,101,8.0,7.0,18.0,1.0,19.0,1,3,6,5,2,,2,,1,3883,0
101,8,7.0,18,20,1,1,1,1,2,3,39,101,8.0,7.0,18.0,1.0,20.0,1,16,6,4,2,,2,,1,1585,0
101,8,15.0,27,14,1,1,1,1,2,82,1,101,8.0,15.0,27.0,1.0,14.0,1,1,7,6,2,,2,,1,3085,0
101,8,15.0,27,15,1,1,1,1,2,82,1,101,8.0,15.0,27.0,1.0,15.0,1,20,6,3,2,,2,,1,0,0
101,8,15.0,27,20,1,1,1,1,2,82,1,101,8.0,15.0,27.0,1.0,20.0,1,5,7,2,2,,2,,1,0,0
101,8,19.0,22,14,1,1,1,1,2,3,39,0,,,,,,0,29,9,4,2,,2,,2,3200,0
101,8,19.0,22,15,1,1,1,1,2,3,39,0,,,,,,0,20,9,4,2,,2,,2,4480,0
101,8,19.0,22,20,1,1,1,1,2,3,39,0,,,,,,0,26,9,3,2,,2,,2,0,0
101,8,25.0,6,14,1,1,1,1,2,9,39,0,,,,,,0,22,9,3,2,,2,,2,0,0
101,8,25.0,6,15,1,1,1,1,2,9,39,0,,,,,,0,24,9,3,2,,2,,2,1690,0
101,8,25.0,6,19,1,1,1,1,2,9,39,0,,,,,,0,14,10,3,2,,2,,2,2750,0
101,8,27.0,16,13,1,1,1,1,2,72,39,0,,,,,,0,21,9,7,2,,2,,2,5903,87
101,8,27.0,16,14,1,1,1,1,2,72,39,0,,,,,,0,4,10,5,2,,2,,2,20425,0
101,8,27.0,16,15,1,1,1,1,2,72,39,0,,,,,,0,17,10,4,2,,2,,2,0,0
101,9,3.0,23,13,1,1,1,1,2,10,12,0,,,,,,0,7,7,3,2,,2,,2,2180,0
101,9,3.0,23,14,1,1,1,1,2,10,12,0,,,,,,0,10,7,2,2,,2,,2,0,0
101,9,3.0,23,15,1,1,1,1,2,10,12,0,,,,,,0,13,6,3,2,,2,,2,10050,0
101,9,5.0,8,14,1,1,1,1,2,83,12,101,9.0,5.0,8.0,1.0,14.0,1,22,6,3,2,,2,,1,0,0
101,9,5.0,8,15,1,1,1,1,2,83,12,101,9.0,5.0,8.0,1.0,15.0,1,26,6,4,2,,2,,1,5015,44
101,9,5.0,8,24,1,1,1,1,2,83,12,101,9.0,5.0,8.0,1.0,24.0,1,11,7,5,2,,2,,1,5210,0
101,9,11.0,35,13,1,1,1,1,2,87,12,0,,,,,,0,6,6,2,2,,2,,2,0,0
101,9,11.0,35,14,1,1,1,1,2,87,12,0,,,,,,0,15,6,2,2,,2,,2,0,0
101,9,11.0,35,20,1,1,1,1,2,87,12,0,,,,,,0,12,6,5,2,,2,,2,2750,0
101,9,15.0,15,13,1,1,1,1,2,5,38,101,9.0,15.0,15.0,1.0,13.0,1,10,6,3,2,,2,,1,9580,0
101,9,15.0,15,15,1,1,1,1,2,5,38,101,9.0,15.0,15.0,1.0,15.0,1,1,6,4,2,,2,,1,7250,0
101,9,15.0,15,19,1,1,1,1,2,5,38,101,9.0,15.0,15.0,1.0,19.0,1,4,6,3,2,,2,,1,7380,0
101,9,19.0,26,13,1,1,1,1,2,68,38,0,,,,,,0,28,6,5,2,,2,,2,3850,92
101,9,19.0,26,14,1,1,1,1,2,68,38,0,,,,,,0,30,6,1,2,,2,,2,0,0
101,9,19.0,26,15,1,1,1,1,2,68,38,0,,,,,,0,5,7,5,2,,2,,2,0,0
101,9,23.0,11,14,1,1,1,1,2,49,38,101,9.0,23.0,11.0,1.0,14.0,1,9,7,2,2,,2,,1,0,0
101,9,23.0,11,15,1,1,1,1,2,49,38,101,9.0,23.0,11.0,1.0,15.0,1,12,7,4,2,,2,,1,3720,0
101,9,23.0,11,24,1,1,1,1,2,49,38,0,,,,,,0,15,6,5,2,,2,,2,2370,0
101,9,31.0,10,13,1,1,1,1,2,8,38,0,,,,,,0,24,9,4,2,,2,,2,4400,0
101,9,31.0,10,14,1,1,1,1,2,8,38,0,,,,,,0,3,10,3,2,,2,,2,9470,0
101,9,31.0,10,15,1,1,1,1,2,8,38,0,,,,,,0,22,10,2,2,,2,,2,0,0
101,9,33.0,10,19,1,1,1,1,2,68,28,101,9.0,33.0,10.0,1.0,19.0,1,11,10,2,2,,2,,1,4100,0
101,9,33.0,10,20,1,1,1,1,2,68,28,101,9.0,33.0,10.0,1.0,20.0,1,5,10,3,2,,2,,1,3650,185
101,9,33.0,10,24,1,1,1,1,2,68,28,0,,,,,,0,8,10,3,2,,2,,2,2200,0
101,9,35.0,24,13,1,1,1,1,2,87,28,0,,,,,,0,10,10,4,2,,2,,2,11790,0
101,9,35.0,24,14,1,1,1,1,2,87,28,0,,,,,,0,7,10,1,2,,2,,2,0,0
101,9,35.0,24,20,1,1,1,1,2,87,28,0,,,,,,0,4,10,4,2,,2,,2,6330,0
101,9,39.0,17,19,1,1,1,1,2,10,38,101,9.0,39.0,17.0,1.0,19.0,1,7,10,5,2,,2,,1,4810,0
101,9,39.0,17,20,1,1,1,1,2,10,38,101,9.0,39.0,17.0,1.0,20.0,1,10,10,6,2,,2,,1,650,0
101,9,39.0,17,24,1,1,1,1,2,10,38,0,,,,,,0,18,10,3,2,,2,,2,0,0
101,11,1.0,10,13,1,1,1,1,2,69,36,0,,,,,,0,10,6,3,2,,2,,2,3950,0
101,11,1.0,10,14,1,1,1,1,2,69,36,0,,,,,,0,7,6,4,2,,2,,2,9280,0
101,11,1.0,10,15,1,1,1,1,2,69,36,0,,,,,,0,4,6,4,2,,2,,2,15660,0
101,11,3.0,17,13,1,1,1,1,2,51,36,101,11.0,3.0,17.0,1.0,13.0,1,2,7,3,1,1.0,2,,1,2230,0
101,11,3.0,17,15,1,1,1,1,2,51,36,101,11.0,3.0,17.0,1.0,15.0,1,4,7,4,2,,2,,1,18630,0
101,11,3.0,17,24,1,1,1,1,2,51,36,101,11.0,3.0,17.0,1.0,24.0,1,9,7,5,2,,2,,1,0,0
101,11,5.0,24,14,1,1,1,1,2,53,36,0,,,,,,0,6,6,5,2,,2,,2,4650,0
101,11,5.0,24,15,1,1,1,1,2,53,36,0,,,,,,0,11,6,2,1,1.0,2,,2,3710,0
101,11,5.0,24,19,1,1,1,1,2,53,36,0,,,,,,0,17,6,6,2,,2,,2,2960,0
101,11,17.0,33,13,1,1,1,1,2,51,36,101,11.0,17.0,33.0,1.0,13.0,1,17,10,4,2,,2,,1,9930,0
101,11,17.0,33,14,1,1,1,1,2,51,36,101,11.0,17.0,33.0,1.0,14.0,1,20,10,4,2,,2,,1,1580,0
101,11,17.0,33,15,1,1,1,1,2,51,36,101,11.0,17.0,33.0,1.0,15.0,1,19,10,2,2,,2,,1,0,0
101,11,21.0,9,13,1,1,1,1,2,53,36,0,,,,,,0,12,9,1,1,1.0,2,,2,0,0
101,11,21.0,9,14,1,1,1,1,2,53,36,0,,,,,,0,30,9,4,2,,2,,2,2498,0
101,11,21.0,9,15,1,1,1,1,2,53,36,0,,,,,,0,10,10,4,2,,2,,2,12660,0
101,13,1.0,13,13,1,1,1,1,2,17,15,101,13.0,1.0,13.0,1.0,13.0,1,5,7,4,2,,2,,1,4000,0
101,13,1.0,13,14,1,1,1,1,2,17,15,0,,,,,,0,8,7,2,2,,2,,2,0,0
101,13,1.0,13,20,1,1,1,1,2,17,15,101,13.0,1.0,13.0,1.0,20.0,1,1,7,2,2,,2,,1,0,0
101,13,5.0,19,13,1,1,1,1,2,86,15,0,,,,,,0,8,8,2,2,,1,2.0,2,11286,0
101,13,5.0,19,15,1,1,1,1,2,86,15,0,,,,,,0,4,7,4,2,,2,,2,3800,0
101,13,5.0,19,20,1,1,1,1,2,86,15,0,,,,,,0,4,8,4,1,1.0,2,,2,4986,0
101,13,7.0,15,14,1,1,1,1,2,17,15,101,13.0,7.0,15.0,1.0,14.0,1,7,9,3,2,,2,,1,4700,0
101,13,7.0,15,19,1,1,1,1,2,17,15,101,13.0,7.0,15.0,1.0,19.0,1,10,9,2,2,,2,,1,380,0
101,13,7.0,15,24,1,1,1,1,2,17,15,0,,,,,,0,6,9,4,1,1.0,2,,2,3546,0
101,13,13.0,10,13,1,1,1,1,2,86,15,0,,,,,,0,21,9,4,2,,2,,2,4800,0
101,13,13.0,10,14,1,1,1,1,2,86,15,0,,,,,,0,26,9,8,2,,2,,2,6270,0
101,13,13.0,10,15,1,1,1,1,2,86,15,0,,,,,,0,16,9,6,2,,1,2.0,2,5300,0
101,15,3.0,3,13,1,1,2,1,2,15,2,0,,,,,,0,3,6,3,2,,2,,2,0,0
101,15,3.0,3,14,1,1,2,1,2,15,2,0,,,,,,0,10,6,1,2,,2,,2,0,0
101,15,3.0,3,15,1,1,2,1,2,15,2,0,,,,,,0,22,6,2,2,,2,,2,0,0
101,15,9.0,11,14,1,1,2,1,2,18,2,101,15.0,9.0,11.0,2.0,14.0,1,20,6,6,2,,2,,1,1181,7
101,15,9.0,11,15,1,1,2,1,2,18,2,101,15.0,9.0,11.0,2.0,15.0,1,4,6,5,2,,2,,1,1217,0
101,15,9.0,11,20,1,1,2,1,2,18,2,0,,,,,,0,10,7,5,2,,2,,2,850,0
101,15,19.0,13,13,1,1,2,1,2,55,2,0,,,,,,0,4,7,6,2,,2,,2,750,0
101,15,19.0,13,19,1,1,2,1,2,55,2,0,,,,,,0,17,6,4,2,,2,,2,3355,0
101,15,19.0,13,20,1,1,2,1,2,55,2,0,,,,,,0,7,7,5,2,,2,,2,3275,24
101,15,33.0,15,14,1,1,2,1,2,75,1,101,15.0,33.0,15.0,2.0,14.0,1,18,9,4,2,,2,,1,902,0
101,15,33.0,15,20,1,1,2,1,2,75,1,101,15.0,33.0,15.0,2.0,20.0,1,22,9,4,2,,2,,1,0,0
101,15,33.0,15,24,1,1,2,1,2,75,1,101,15.0,33.0,15.0,2.0,24.0,9,20,9,1,2,,2,,1,0,0
101,15,39.0,12,13,1,1,2,1,2,18,5,0,,,,,,0,1,10,1,2,,2,,2,0,0
101,15,39.0,12,14,1,1,2,1,2,18,5,0,,,,,,0,25,9,4,2,,2,,2,1980,0
101,15,39.0,12,15,1,1,2,1,2,18,5,0,,,,,,0,9,10,5,2,,2,,2,2160,0
101,15,51.0,13,13,1,1,2,1,2,75,2,101,15.0,51.0,13.0,2.0,13.0,1,18,6,3,2,,2,,1,805,0
101,15,51.0,13,14,1,1,2,1,2,75,2,101,15.0,51.0,13.0,2.0,14.0,1,7,6,3,2,,2,,1,0,0
101,15,51.0,13,15,1,1,2,1,2,75,2,101,15.0,51.0,13.0,2.0,15.0,1,12,6,4,2,,2,,1,0,0
101,17,13.0,2,13,1,1,2,1,2,30,24,0,,,,,,0,12,6,5,2,,2,,2,500,0
101,17,13.0,2,14,1,1,2,1,2,30,24,0,,,,,,0,8,6,4,2,,2,,2,1682,0
101,17,13.0,2,15,1,1,2,1,2,30,24,0,,,,,,0,9,6,4,2,,2,,2,0,0
101,17,27.0,7,13,1,1,2,1,2,77,24,101,17.0,27.0,7.0,2.0,13.0,1,20,6,5,2,,2,,1,7390,250
101,17,27.0,7,14,1,1,2,1,2,77,24,101,17.0,27.0,7.0,2.0,14.0,1,18,6,4,2,,2,,1,4073,0
101,17,27.0,7,15,1,1,2,1,2,77,24,101,17.0,27.0,7.0,2.0,15.0,1,5,6,5,2,,2,,1,0,0
101,17,31.0,13,13,1,1,2,1,2,76,24,0,,,,,,0,24,6,5,2,,2,,2,1750,21
101,17,31.0,13,14,1,1,2,1,2,76,24,0,,,,,,0,4,6,3,2,,2,,2,1240,0
101,17,31.0,13,15,1,1,2,1,2,76,24,0,,,,,,0,22,6,12,2,,2,,2,3350,18
101,17,33.0,15,13,1,1,2,1,2,11,24,101,17.0,33.0,15.0,2.0,13.0,1,4,6,2,2,,2,,1,4500,0
101,17,33.0,15,14,1,1,2,1,2,11,24,101,17.0,33.0,15.0,2.0,14.0,1,8,6,4,2,,2,,1,1850,18
101,17,33.0,15,15,1,1,2,1,2,11,24,101,17.0,33.0,15.0,2.0,15.0,1,12,6,4,2,,2,,1,1750,17
101,17,35.0,16,13,1,1,2,1,2,11,24,0,,,,,,0,3,10,5,2,,2,,2,0,0
101,17,35.0,16,14,1,1,2,1,2,11,24,0,,,,,,0,9,10,5,2,,2,,2,7300,46
101,17,35.0,16,15,1,1,2,1,2,11,24,0,,,,,,0,29,9,4,2,,2,,2,3300,92
101,17,37.0,23,13,1,1,2,1,2,77,24,101,17.0,37.0,23.0,2.0,13.0,1,5,10,4,2,,2,,1,2340,35
101,17,37.0,23,14,1,1,2,1,2,77,24,101,17.0,37.0,23.0,2.0,14.0,1,8,10,4,2,,2,,1,1299,42
101,17,37.0,23,15,1,1,2,1,2,77,24,101,17.0,37.0,23.0,2.0,15.0,1,11,10,5,2,,2,,1,1510,42
101,17,39.0,9,13,1,1,2,1,2,76,24,0,,,,,,0,14,9,6,2,,2,,2,6850,0
101,17,39.0,9,14,1,1,2,1,2,76,24,0,,,,,,0,10,9,4,2,,2,,2,6500,83
101,17,39.0,9,15,1,1,2,1,2,76,24,0,,,,,,0,12,9,4,2,,2,,2,2710,88
101,19,5.0,18,13,1,1,1,1,2,14,32,0,,,,,,0,7,6,2,2,,2,,2,1230,0
101,19,5.0,18,14,1,1,1,1,2,14,32,0,,,,,,0,6,7,4,2,,2,,2,6115,0
101,19,5.0,18,15,1,1,1,1,2,14,32,0,,,,,,0,13,6,3,2,,2,,2,7846,0
101,19,17.0,20,13,1,1,2,1,2,42,32,0,,,,,,0,24,6,5,2,,2,,2,2483,0
101,19,17.0,20,14,1,1,2,1,2,42,32,0,,,,,,0,30,6,4,2,,2,,2,0,0
101,19,17.0,20,15,1,1,2,1,2,42,32,0,,,,,,0,26,6,5,2,,2,,2,6900,0
101,19,55.0,8,14,1,1,2,1,2,78,32,101,19.0,55.0,8.0,2.0,14.0,1,30,6,1,2,,2,,1,0,0
101,19,55.0,8,15,1,1,2,1,2,78,32,101,19.0,55.0,8.0,2.0,15.0,1,24,6,6,2,,2,,1,0,0
101,19,55.0,8,19,1,1,2,1,2,78,32,0,,,,,,0,2,7,4,2,,2,,2,3300,0
101,19,67.0,13,13,1,1,2,1,2,14,32,101,19.0,67.0,13.0,2.0,13.0,1,21,9,4,2,,2,,1,2210,0
101,19,67.0,13,14,1,1,2,1,2,14,32,101,19.0,67.0,13.0,2.0,14.0,1,18,9,1,2,,2,,1,0,0
101,19,67.0,13,15,1,1,2,1,2,14,32,101,19.0,67.0,13.0,2.0,15.0,1,10,10,3,2,,2,,1,1590,0
101,21,5.0,18,13,1,1,2,1,2,79,8,0,,,,,,0,12,6,4,2,,2,,2,750,9
101,21,5.0,18,14,1,1,2,1,2,79,8,0,,,,,,0,28,6,3,2,,2,,2,2500,0
101,21,5.0,18,15,1,1,2,1,2,79,8,0,,,,,,0,20,6,4,2,,2,,2,850,17
101,21,13.0,9,13,1,1,2,1,2,7,8,101,21.0,13.0,9.0,2.0,13.0,1,25,6,4,2,,2,,1,481,0
101,21,13.0,9,14,1,1,2,1,2,7,8,101,21.0,13.0,9.0,2.0,14.0,1,25,6,4,2,,2,,1,1200,0
101,21,13.0,9,15,1,1,2,1,2,7,8,101,21.0,13.0,9.0,2.0,15.0,1,28,6,1,2,,2,,1,0,0
101,21,21.0,34,13,1,1,2,1,2,59,8,0,,,,,,0,18,6,4,2,,2,,2,6868,0
101,21,21.0,34,14,1,1,2,1,2,59,8,0,,,,,,0,15,6,5,2,,2,,2,0,0
101,21,21.0,34,15,1,1,2,1,2,59,8,0,,,,,,0,8,6,5,2,,2,,2,3778,0
101,21,23.0,13,15,1,1,2,1,2,56,8,101,21.0,23.0,13.0,2.0,15.0,1,18,6,4,2,,2,,1,6800,0
101,21,23.0,13,19,1,1,2,1,2,56,8,101,21.0,23.0,13.0,2.0,19.0,1,27,6,5,2,,2,,1,2700,0
101,21,23.0,13,20,1,1,2,1,2,56,8,101,21.0,23.0,13.0,2.0,20.0,1,1,7,5,2,,2,,1,0,0
101,21,27.0,8,13,1,1,2,1,2,79,8,0,,,,,,0,15,10,6,2,,2,,2,7100,0
101,21,27.0,8,15,1,1,2,1,2,79,8,0,,,,,,0,12,10,4,2,,2,,2,650,9
101,21,27.0,8,19,1,1,2,1,2,79,8,0,,,,,,0,9,10,4,2,,2,,2,7550,0
