tinh,huyen,xa,m3tt1,m3c6,m3c7,m3c8,m3c9,m3c10,m3c11,m3c12
225,21,33,5,26,4,3,1,1,300,270
225,25,05,1,15,1,5,1,1,60,5
225,25,05,2,28,4,5,1,1,20,0
225,25,05,3,26,4,1,1,2,25,3
225,25,11,1,35,1,5,1,2,100,5
225,25,11,2,15,4,3,1,2,20,20
225,25,11,3,45,4,4,1,1,40,3
225,25,11,4,26,4,1,1,2,50,10
225,25,17,1,35,1,5,1,1,400,75
225,25,17,2,35,4,5,1,1,78,4
225,25,17,3,35,4,4,1,1,52,5
225,25,17,4,35,4,4,1,1,33,11
225,25,17,5,61,4,5,1,1,10,0
225,25,27,1,15,4,3,1,2,20,20
301,05,13,1,26,3,4,1,1,15,8
301,05,13,2,26,3,4,1,1,15,9
301,05,13,3,20,4,4,2,1,20,13
301,08,07,1,15,4,2,1,1,-2,-2
301,08,07,2,15,4,2,1,1,-2,-2
301,08,07,3,15,4,2,1,1,-2,-2
301,08,07,4,15,4,2,1,1,-2,-2
301,08,07,5,15,4,2,1,1,-2,-2
301,08,13,1,11,4,1,1,1,20,11
301,08,27,1,14,2,5,1,1,15,3
301,08,27,2,14,2,5,1,1,12,4
301,08,27,3,14,2,4,1,1,15,5
301,08,27,4,15,4,5,1,1,10,6
301,08,27,5,26,4,5,1,2,12,7
301,11,25,1,17,2,4,1,1,18,18
303,07,47,1,92,4,4,1,2,20,7
303,07,47,2,92,4,4,1,2,20,7
303,07,59,1,92,3,5,1,1,8,0
303,07,59,2,92,3,5,1,1,6,0
303,07,59,3,92,3,5,1,1,8,0
303,13,23,1,41,3,1,1,1,100,60
303,13,23,2,41,3,1,1,1,200,140
303,17,03,1,17,3,3,2,2,24,24
305,01,13,1,26,5,4,1,2,-1,-1
305,01,13,2,26,5,4,1,2,-1,-1
305,01,13,3,26,5,4,1,2,-1,-1
305,01,13,4,16,5,4,1,2,-1,-1
305,01,13,5,16,3,5,1,1,40,40
305,05,33,1,26,3,4,1,1,12,4
305,05,33,2,26,3,4,1,1,12,4
305,05,33,3,20,4,4,1,2,14,4
305,07,09,1,26,3,3,1,1,40,22
305,07,19,1,21,3,4,1,1,80,50
305,07,19,2,20,3,3,1,1,12,-1
305,07,19,3,15,3,4,1,1,8,3
305,07,19,4,60,3,4,1,1,12,0
305,07,19,5,50,3,4,1,1,8,0
305,09,13,1,90,5,5,1,1,80,-1
305,09,13,2,20,3,5,1,1,15,-1
305,09,13,3,45,4,5,1,1,18,-1
305,09,13,4,45,4,5,1,1,7,-1
305,09,13,5,36,4,5,1,1,4,0
305,09,23,1,26,1,2,1,2,4,0
305,09,35,1,14,4,1,1,1,20,0
305,09,35,2,26,4,5,1,1,18,6
305,09,35,3,14,1,4,1,1,12,0
305,09,35,4,14,4,4,1,1,10,2
305,09,35,5,14,4,5,1,1,10,3
305,11,25,1,55,1,1,1,1,14,4
305,11,47,1,26,3,4,1,1,50,37
305,11,59,1,15,4,4,1,1,12,8
305,13,13,1,26,3,4,1,1,40,5
305,17,23,1,26,3,4,1,1,15,10
401,01,27,1,26,3,4,1,1,120,120
401,03,09,1,18,1,1,1,2,130,106
401,03,09,2,26,1,1,1,1,120,48
401,03,09,3,20,4,2,1,2,70,36
401,03,09,4,21,4,1,1,1,60,25
401,03,09,5,15,5,4,1,1,40,26
401,11,13,1,20,2,4,1,1,15,10
401,11,13,2,20,2,5,1,1,8,0
401,11,13,3,20,2,5,1,1,38,31
401,11,13,4,20,2,5,1,1,18,16
401,11,13,5,20,2,5,1,1,18,16
401,15,07,1,8,4,4,1,1,9,0
401,15,07,2,8,4,5,1,1,6,0
401,15,07,3,8,4,5,1,1,9,0
401,15,07,4,8,4,4,1,1,8,0
401,15,07,5,8,5,1,1,1,7,0
401,15,23,1,15,3,4,1,1,12,3
401,15,23,2,15,3,5,1,1,20,4
401,15,23,3,36,3,4,1,1,2,-1
401,15,39,1,50,4,4,1,1,2,1
401,15,39,2,28,3,5,1,1,2,0
401,19,09,1,14,4,4,1,1,28,7
401,19,09,2,14,4,4,1,1,20,4
401,19,09,3,14,4,4,1,1,10,2
401,21,29,1,14,4,5,1,1,5,0
401,21,29,2,14,4,4,1,1,12,0
401,21,45,1,14,4,4,1,1,10,4
401,21,45,2,36,3,4,1,1,6,0
401,21,45,3,60,3,4,1,1,3,0
401,25,09,1,40,2,4,1,1,5,0
401,29,09,1,45,4,3,1,1,15,3
401,29,09,2,51,4,4,1,1,15,3
401,29,09,3,51,3,3,1,1,10,2
401,29,09,4,20,3,2,1,1,6,1
401,29,09,5,45,3,3,1,1,15,0
401,29,23,1,45,4,5,1,1,6,1
401,29,23,2,45,4,5,1,1,4,1
401,29,23,3,45,3,4,1,1,8,1
401,29,23,4,45,3,4,1,1,9,0
401,29,23,5,51,3,4,1,1,4,1
401,31,05,1,61,4,2,1,1,12,3
401,31,25,1,36,2,1,1,1,15,2
401,31,25,2,26,3,3,1,1,3,0
401,31,25,3,14,3,4,1,1,7,0
401,31,25,4,26,3,3,1,2,50,20
401,31,25,5,26,3,3,1,2,50,20
401,31,39,1,28,2,4,1,1,45,10
401,33,07,1,20,4,5,1,1,15,15
401,33,07,2,20,4,5,1,1,25,25
401,33,11,1,16,4,4,1,1,30,10
401,33,11,2,16,4,5,1,1,20,10
401,33,11,3,16,4,5,1,1,20,10
401,33,11,4,60,2,5,1,1,20,4
401,33,11,5,16,4,5,1,1,31,12
401,33,25,1,14,4,5,1,2,15,5
401,33,25,2,14,4,5,1,2,10,10
401,33,25,3,14,4,5,1,2,10,10
401,33,53,1,31,4,4,1,2,20,13
401,33,53,2,16,4,4,1,2,10,8
401,33,53,3,52,4,4,1,2,8,4
401,35,31,1,23,2,4,1,2,210,158
401,35,57,1,20,3,4,2,1,180,159
401,37,45,1,17,1,1,1,2,42,10
401,37,45,2,10,1,1,1,2,33,5
401,37,45,3,16,4,4,1,2,21,2
401,37,45,4,21,4,4,1,1,50,28
401,39,11,1,24,3,5,2,1,564,50
401,39,11,2,24,3,3,1,1,5,0
401,39,11,3,24,3,3,1,1,3,0
401,39,11,4,24,3,3,1,1,3,0
401,39,11,5,24,3,3,1,1,3,0
401,39,23,1,28,3,9,1,2,-1,-1
401,39,23,2,45,3,4,1,2,12,2
401,39,23,3,40,2,5,1,1,14,0
401,39,23,4,73,3,4,1,1,6,1
401,39,41,1,19,5,5,1,1,30,30
401,39,41,2,45,4,2,1,1,20,0
401,39,41,3,45,4,2,1,1,50,26
401,41,57,1,20,3,1,2,1,5,3
401,43,25,1,31,4,5,1,2,11,2
401,43,25,2,15,4,1,1,2,8,8
401,43,41,1,26,4,4,1,1,20,15
401,43,57,1,28,4,4,1,1,9,2
401,43,57,2,51,3,1,1,1,7,3
401,43,57,3,45,4,4,1,1,15,5
401,43,57,4,67,2,5,1,1,4,2
401,43,57,5,15,3,4,1,1,4,2
401,43,71,1,15,4,4,1,2,12,12
401,43,71,2,31,4,5,1,2,6,0
401,43,87,1,16,3,5,1,1,30,30
401,45,05,1,13,3,5,1,1,23,15
401,45,05,2,13,3,5,1,1,18,10
401,45,05,3,13,3,5,1,1,20,12
401,45,05,4,13,3,5,1,1,15,8
401,45,05,5,13,3,5,1,1,20,12
401,45,17,1,26,3,3,1,1,3,0
401,45,17,2,14,3,4,1,1,7,0
401,45,17,3,26,3,5,1,1,3,0
401,45,17,4,26,3,3,1,2,50,20
401,45,17,5,26,3,3,1,2,50,20
401,45,31,1,26,4,4,1,1,45,15
401,45,31,2,26,4,4,1,1,30,8
401,45,31,3,26,2,4,1,1,15,0
401,45,31,4,26,4,4,1,1,8,0
401,45,31,5,26,4,1,1,1,80,60
401,47,07,1,26,3,4,1,1,7,2
401,47,07,2,26,3,4,1,1,5,1
401,47,07,3,26,3,4,1,1,7,2
401,47,07,4,26,3,4,1,1,6,1
401,47,07,5,36,3,4,1,1,2,0
401,47,57,1,26,4,4,1,1,5,1
401,47,57,2,20,5,5,1,2,3,3
401,49,03,1,22,1,4,1,1,11,9
401,49,03,2,18,4,5,1,1,19,19
401,49,03,3,52,4,4,1,1,10,4
401,49,03,4,55,4,3,1,1,4,4
401,49,03,5,52,4,5,1,1,5,3
401,51,19,1,14,2,4,1,1,150,62
401,51,19,2,26,2,4,1,1,60,25
401,51,19,3,26,3,4,1,1,23,6
401,51,19,4,26,4,3,1,1,80,20
401,51,33,1,55,3,4,1,1,4,4
401,51,33,2,36,4,4,1,1,6,0
401,51,33,3,55,3,2,1,1,4,3
401,51,33,4,55,4,4,1,2,3,3
401,51,45,1,60,3,5,1,1,8,2
401,51,45,2,36,3,5,1,1,6,0
401,51,45,3,52,3,4,1,1,3,3
401,51,59,1,51,4,4,1,1,5,1
401,51,59,2,52,4,3,1,1,4,2
401,51,59,3,74,4,3,1,1,13,6
401,51,59,4,74,4,4,1,1,5,2
401,53,11,1,26,4,5,1,1,8,1
401,53,11,2,47,3,1,1,1,1,1
401,53,11,3,47,3,3,1,1,1,0
401,53,11,4,47,3,2,1,1,2,1
401,53,11,5,47,3,3,1,1,2,0
401,53,23,1,47,3,2,1,1,4,0
401,53,23,2,28,3,4,1,1,5,1
401,53,23,3,36,3,4,1,1,4,0
401,53,23,4,20,3,4,1,1,2,0
401,53,23,5,15,3,3,1,1,3,0
403,01,29,1,18,4,1,1,1,100,100
403,01,29,2,31,4,5,1,1,32,20
403,01,29,3,20,4,4,1,1,10,0
403,01,29,4,20,4,4,1,1,15,3
403,01,29,5,45,4,5,1,1,10,3
403,03,11,1,10,4,4,1,1,7,2
403,03,11,2,55,1,5,1,1,8,6
403,03,11,3,55,4,2,1,1,-2,-2
403,03,11,4,55,1,2,1,1,-2,-2
403,03,11,5,55,1,5,1,1,-2,-2
403,05,19,1,11,3,4,2,1,70,70
403,11,09,1,41,1,3,1,1,25,13
403,11,23,1,14,4,4,1,1,30,-2
403,11,23,2,14,4,5,1,1,40,6
403,11,23,3,14,4,5,1,1,20,3
403,11,23,4,14,4,9,1,1,70,7
403,11,23,5,14,4,5,1,1,90,12
403,11,41,1,14,4,4,1,1,250,15
403,11,41,2,14,4,4,1,1,200,15
403,11,41,3,14,4,5,1,1,120,8
403,11,41,4,14,4,4,1,1,60,4
403,11,41,5,14,4,4,1,1,80,7
403,13,43,1,23,3,5,1,1,120,70
403,13,43,2,23,3,5,1,1,20,15
403,17,07,1,14,1,1,1,2,-1,-1
403,17,07,2,26,1,3,1,2,-1,-1
403,17,07,3,20,1,4,1,2,-1,-1
403,17,17,1,15,4,5,1,1,50,35
403,17,17,2,55,4,3,1,1,22,16
403,17,23,1,41,4,2,1,1,219,10
403,17,23,2,14,4,4,1,1,120,10
403,17,23,3,14,4,3,1,1,45,8
403,17,23,4,14,4,4,1,1,47,3
403,17,23,5,41,4,4,1,1,15,2
403,17,33,1,10,1,1,1,1,25,25
403,17,33,2,10,1,1,1,1,30,30
403,17,63,1,51,3,4,1,1,25,4
403,17,83,1,20,2,3,2,1,400,399
403,17,83,2,40,2,3,2,1,350,350
403,17,83,3,41,4,5,1,1,4,4
403,19,15,1,26,3,3,1,1,-1,-1
403,21,15,1,20,4,4,1,1,-1,-1
403,21,15,2,10,1,5,1,1,-1,-1
403,23,49,1,15,1,4,1,1,100,65
403,25,21,1,13,4,5,1,1,-1,-1
403,25,21,2,28,4,4,1,1,-1,-1
403,25,21,3,50,4,5,1,1,-1,-1
403,25,21,4,41,4,3,1,1,-1,-1
403,25,21,5,32,4,4,1,1,-1,-1
403,27,21,1,26,1,1,1,1,350,-2
403,27,21,2,26,1,1,1,1,100,-2
403,27,21,3,51,4,1,1,1,20,-2
403,27,21,4,51,4,1,1,1,40,-2
403,27,21,5,14,1,1,1,1,-2,-2
403,29,05,1,41,4,4,1,1,14,1
403,29,31,1,28,3,5,1,1,2,0
403,29,31,2,36,3,4,1,1,2,0
403,29,31,3,36,3,4,1,1,4,0
403,29,31,4,15,3,5,1,1,1,1
403,29,31,5,15,3,5,1,1,3,2
403,29,55,1,26,1,4,1,1,70,30
403,31,03,1,26,3,1,1,1,-1,-1
403,31,03,2,26,3,1,1,1,-1,-1
403,31,61,1,26,4,1,1,1,53,17
403,33,09,1,26,4,5,1,1,3,-2
403,33,09,2,14,4,5,1,1,40,5
403,33,23,1,10,4,4,1,1,100,-1
403,33,23,2,21,4,4,1,1,50,-1
403,33,23,3,14,4,4,1,1,60,-1
403,33,23,4,15,4,4,1,1,40,-1
403,33,47,1,26,4,5,1,1,-1,-1
403,33,55,1,28,4,1,1,1,5,-1
403,33,55,2,15,4,3,1,1,6,-1
403,33,55,3,15,4,4,1,1,8,4
403,33,65,1,20,4,3,1,1,60,-1
403,33,65,2,20,4,3,2,1,1500,-1
403,35,21,1,26,1,1,1,1,500,320
403,35,21,2,26,1,1,1,1,100,40
403,35,33,1,26,3,3,1,1,20,12
403,35,33,2,17,3,5,1,1,40,40
403,37,07,1,60,4,4,1,1,70,2
403,37,07,2,14,4,4,1,1,54,4
403,37,07,3,26,1,1,1,1,135,74
403,37,07,4,14,1,1,1,1,-1,-1
403,37,07,5,26,3,4,1,1,6,1
403,37,23,1,36,3,4,1,1,10,0
403,37,23,2,36,3,4,1,1,12,0
403,37,31,1,17,1,1,1,1,45,18
403,39,55,1,55,3,2,1,1,2,2
403,39,55,2,45,4,4,1,1,20,5
403,39,55,3,45,4,4,1,1,15,3
403,39,55,4,20,3,4,1,1,10,0
403,39,55,5,20,3,4,1,1,6,0
405,01,37,1,15,4,3,1,1,30,27
405,01,37,2,55,3,3,1,1,4,4
405,01,37,3,55,3,3,1,1,4,4
405,01,37,4,55,3,3,1,1,4,4
405,05,27,1,14,1,0,1,2,20,5
405,07,33,1,20,4,4,2,1,870,150
405,09,19,1,14,2,2,1,1,10,4
405,09,19,2,20,4,3,1,1,8,2
405,11,37,1,36,4,5,1,2,56,36
405,11,43,1,6,3,2,1,1,15,2
405,11,43,2,6,3,2,1,1,2,2
405,11,43,3,6,3,2,1,1,2,2
405,11,43,4,6,3,2,1,1,2,2
405,11,43,5,6,3,2,1,1,2,2
405,13,23,1,26,4,4,1,1,35,15
405,13,25,1,35,4,4,1,1,25,3
405,13,25,2,45,4,5,1,1,10,2
405,15,13,1,13,1,2,1,1,-1,-1
405,15,45,1,14,2,4,1,1,-2,-2
405,15,45,2,14,4,4,1,1,-2,-2
405,17,29,1,29,1,3,1,1,236,110
405,17,51,1,36,1,5,1,1,30,12
405,19,11,1,20,4,5,1,1,56,56
405,19,11,2,15,4,5,1,1,60,60
405,19,29,1,51,3,2,1,1,12,10
405,19,29,2,51,3,3,1,1,10,7
405,19,29,3,51,3,4,1,1,3,1
405,19,59,1,15,4,4,1,1,-1,-1
405,19,59,2,20,4,4,1,1,-1,-1
407,01,19,1,45,4,2,1,1,15,6
407,01,19,2,45,4,3,1,1,12,5
407,01,19,3,31,4,3,1,1,5,1
407,01,19,4,32,4,4,1,1,5,2
407,01,19,5,10,3,3,1,1,4,2
407,01,25,1,55,4,5,1,1,-2,-2
407,01,25,2,5,2,3,1,1,67,2
407,01,25,3,92,2,5,1,1,36,34
407,01,25,4,45,4,4,1,1,12,2
407,01,25,5,51,4,4,1,1,5,2
407,03,07,1,20,4,4,1,1,30,3
407,03,07,2,45,4,9,1,1,-2,-2
407,03,21,1,20,4,4,2,1,100,90
407,03,21,2,20,4,4,1,1,5,0
407,03,21,3,27,4,1,1,1,5,0
407,03,21,4,36,4,1,1,1,25,0
407,07,15,1,26,2,1,2,1,35,30
407,07,15,2,15,4,4,1,1,60,55
407,07,15,3,35,4,4,1,1,40,2
407,07,15,4,36,3,4,1,1,6,1
407,07,15,5,15,3,4,1,1,36,32
407,07,19,1,23,1,3,1,1,-2,-2
407,07,19,2,23,1,3,1,1,-2,-2
407,07,19,3,16,3,1,2,1,300,-2
407,07,25,1,56,4,4,1,1,7,2
407,07,25,2,25,4,4,1,1,3,1
407,07,25,3,45,4,4,1,1,137,15
407,07,25,4,56,3,4,1,1,37,32
407,07,33,1,26,1,3,1,1,112,-2
407,07,33,2,17,3,1,2,1,54,43
407,09,15,1,56,4,4,1,1,6,5
407,09,15,2,56,3,4,1,1,5,4
407,09,15,3,56,1,3,1,1,12,9
407,09,15,4,56,3,4,1,1,4,4
407,09,15,5,41,4,4,1,1,18,1
407,09,21,1,23,1,4,1,2,18,15
407,09,21,2,41,4,5,1,1,15,1
407,09,21,3,41,4,4,1,2,7,0
407,09,21,4,23,3,2,1,1,8,6
407,09,21,5,41,4,4,1,2,10,4
407,09,29,1,23,3,1,1,1,20,14
407,09,29,2,23,3,3,1,1,18,13
407,09,29,3,23,3,3,1,1,16,12
407,09,29,4,23,3,3,1,1,17,13
407,09,29,5,23,3,3,1,1,13,10
407,09,39,1,41,4,4,1,2,8,1
407,09,39,2,43,4,4,1,2,10,0
407,09,39,3,41,4,4,1,2,7,0
407,09,45,1,41,4,4,1,1,-2,-2
407,09,51,1,41,4,4,1,1,12,1
407,09,51,2,16,3,1,1,1,6,1
407,09,51,3,25,3,1,1,1,4,0
407,09,51,4,16,3,1,1,1,4,0
407,09,51,5,25,3,1,1,1,3,0
407,09,57,1,10,3,1,2,1,280,250
407,09,57,2,47,4,4,1,1,4,3
407,11,07,1,41,4,4,1,1,-2,-2
407,11,17,1,26,1,1,1,2,12,0
407,11,17,2,26,1,3,1,2,13,0
407,11,21,1,41,4,3,1,1,28,-2
407,11,21,2,41,4,4,1,1,18,4
407,11,21,3,10,4,5,1,1,7,3
407,11,21,4,31,3,5,1,1,10,4
407,13,13,1,23,1,3,1,1,30,-2
407,13,13,2,46,4,4,1,1,3,1
407,13,13,3,31,3,3,1,1,3,0
407,13,13,4,46,3,3,1,1,3,1
407,13,13,5,28,3,4,1,1,2,0
407,13,21,1,10,2,1,1,1,50,35
407,13,21,2,16,3,1,1,1,-2,-2
407,13,21,3,41,2,3,1,1,8,2
407,13,21,4,10,2,1,2,1,64,48
407,13,21,5,10,1,1,1,2,30,20
407,13,27,1,45,4,2,1,1,17,3
407,13,27,2,45,4,4,1,1,32,4
407,13,27,3,45,4,1,1,1,19,1
407,13,27,4,45,4,4,1,1,4,0
407,13,27,5,45,4,4,1,1,4,2
407,13,33,1,41,4,4,1,1,10,1
407,13,33,2,47,4,4,1,1,3,1
407,13,33,3,49,4,5,1,1,2,0
407,13,33,4,56,3,3,1,1,3,2
407,13,33,5,10,3,3,1,1,2,1
407,13,39,1,50,4,4,1,1,10,3
407,13,39,2,56,3,2,1,1,22,15
407,13,39,3,45,3,1,1,1,7,0
407,13,39,4,49,3,2,1,1,10,0
407,13,39,5,93,3,5,1,1,7,2
407,13,49,1,15,3,3,1,1,60,60
409,05,05,1,14,1,4,1,1,120,-2
409,05,05,2,52,3,4,1,1,45,25
409,05,23,1,45,4,3,1,1,20,0
409,05,23,2,52,3,3,1,1,62,-2
409,05,29,1,20,2,4,1,1,10,0
409,05,29,2,50,2,4,1,1,20,15
409,05,29,3,50,2,5,1,1,6,0
409,05,39,1,15,3,1,1,1,20,-2
409,05,39,2,52,3,2,1,1,160,-2
409,05,41,1,50,3,4,1,1,21,18
409,05,41,2,15,3,4,1,1,5,5
409,07,03,1,45,4,3,1,1,7,-2
409,07,03,2,45,4,3,1,1,8,-2
409,07,03,3,45,4,3,1,1,5,-2
409,07,05,1,36,3,1,1,1,15,0
409,07,05,2,45,3,4,1,1,15,0
409,07,13,1,50,4,2,1,1,4,2
409,07,13,2,52,2,2,1,1,6,3
409,07,37,1,14,4,4,1,1,18,-2
409,07,37,2,45,4,3,1,1,5,3
409,07,37,3,45,4,3,1,1,10,3
409,09,15,1,10,3,4,1,1,7,3
409,11,17,1,15,3,2,1,1,100,85
409,11,17,2,51,3,3,1,1,60,35
409,11,17,3,52,3,2,1,1,30,15
409,11,17,4,36,3,2,1,1,18,0
409,11,17,5,45,3,2,1,1,15,0
409,11,25,1,20,3,1,2,1,109,93
409,13,13,1,15,3,1,1,1,12,2
409,13,13,2,15,3,1,1,1,4,4
409,13,13,3,18,3,1,1,1,11,6
409,13,13,4,36,3,1,1,1,9,0
409,13,13,5,28,3,1,1,1,2,0
409,13,21,1,36,3,1,1,1,7,0
409,13,21,2,36,3,1,1,1,7,0
409,13,21,3,15,3,1,1,1,4,2
409,13,31,1,15,4,1,1,1,6,-2
409,13,31,2,36,4,1,1,1,7,-2
409,13,39,1,45,2,4,1,2,-2,-2
409,15,17,1,26,1,4,1,1,42,8
409,15,17,2,25,5,4,1,2,20,9
409,15,17,3,45,2,4,1,1,8,2
409,15,17,4,40,2,4,1,1,8,2
409,17,01,1,16,4,4,1,2,26,15
409,17,01,2,41,4,5,1,1,8,0
411,01,47,1,20,4,3,1,1,65,31
411,01,47,2,28,2,1,1,1,12,2
411,03,07,1,45,4,5,1,1,30,7
411,03,07,2,45,4,5,1,1,35,10
411,03,07,3,5,3,3,2,1,25,23
411,03,07,4,5,3,3,2,1,20,18
411,03,07,5,14,4,5,1,1,19,7
411,03,17,1,13,1,4,1,1,122,10
411,03,17,2,5,4,4,1,1,32,5
411,03,17,3,15,3,5,1,1,12,12
411,03,27,1,15,4,1,1,1,40,25
411,03,27,2,15,4,3,1,1,26,12
411,03,31,1,14,5,5,1,2,32,29
411,03,31,2,14,5,4,1,2,19,2
411,03,31,3,14,3,3,1,1,4,0
411,03,31,4,14,3,3,1,1,6,0
411,03,31,5,14,3,3,1,1,4,0
411,05,13,1,51,4,4,1,1,3,1
411,05,13,2,15,4,4,1,1,3,2
411,05,13,3,45,4,5,1,1,8,0
411,05,13,4,15,2,5,1,1,7,4
411,05,19,1,50,3,2,1,1,6,1
411,05,19,2,45,2,4,1,1,21,0
411,05,21,1,45,4,3,1,1,15,2
411,05,21,2,51,4,5,1,1,10,7
411,05,21,3,65,2,3,1,1,5,1
411,05,21,4,52,4,5,1,1,5,3
411,07,05,1,26,3,1,2,2,-2,-2
411,07,05,2,26,3,1,2,2,-2,-2
411,07,05,3,26,3,1,2,2,-2,-2
411,07,05,4,18,3,5,1,1,5,5
411,07,05,5,20,3,5,1,1,1,-2
411,07,09,1,15,4,4,1,1,10,2
411,07,09,2,20,4,4,1,1,15,1
411,07,09,3,51,4,4,1,1,5,-1
411,07,09,4,51,4,4,1,1,6,-1
411,07,17,1,45,4,3,1,1,10,0
411,07,17,2,26,5,3,1,2,-2,-2
411,07,17,3,26,4,2,1,2,-2,-2
411,07,17,4,26,4,2,1,2,30,20
411,07,17,5,18,5,5,1,2,-2,-2
411,07,31,1,14,1,1,1,1,-2,-2
411,07,31,2,14,2,1,1,1,-2,-2
411,07,31,3,14,4,5,1,1,-2,-2
411,07,31,4,14,1,1,1,1,-2,-2
411,09,07,1,21,3,1,2,1,300,110
411,09,07,2,21,3,1,2,1,5,3
411,09,09,1,15,2,9,1,2,-2,-2
411,09,09,2,63,1,9,1,2,-2,-2
411,09,09,3,15,5,9,1,2,-2,-2
411,09,39,1,15,4,5,1,1,5,0
411,11,07,1,17,1,1,1,1,-2,-2
411,11,07,2,18,5,4,1,1,-2,-2
411,11,07,3,26,1,4,1,2,-2,-2
411,11,13,1,26,1,4,1,2,-2,-2
411,11,13,2,26,1,4,1,2,-2,-2
411,11,13,3,20,4,3,1,1,-2,-2
411,11,13,4,17,1,5,1,2,-2,-2
411,11,19,1,17,1,4,1,1,-2,-2
411,11,19,2,26,5,3,1,1,-2,-2
411,11,19,3,26,5,4,1,1,-2,-2
411,11,19,4,26,5,3,1,2,-2,-2
411,11,19,5,36,4,5,1,1,-2,-2
411,13,11,1,45,4,3,1,1,15,3
411,13,33,1,21,5,4,1,1,10,-2
411,13,33,2,20,4,4,1,1,25,2
411,13,33,3,20,5,4,1,1,10,-2
411,13,33,4,55,2,2,1,1,50,30
411,17,13,1,16,4,5,1,1,40,28
411,17,13,2,22,2,4,1,1,25,0
501,11,11,1,18,4,4,1,1,300,280
501,11,11,2,27,3,1,1,1,8,0
501,11,11,3,20,3,1,1,1,18,0
501,11,11,4,26,3,1,1,1,25,10
501,11,11,5,20,3,1,2,1,10,8
501,11,13,1,20,4,4,1,1,27,11
501,11,13,2,18,4,4,1,1,31,24
501,11,13,3,26,4,3,1,1,14,0
501,11,13,4,26,4,4,1,1,10,4
501,11,13,5,36,3,3,1,1,3,0
501,11,17,1,20,3,1,1,1,600,20
501,11,17,2,26,4,5,1,1,40,12
501,11,17,3,15,3,1,1,1,300,250
501,11,17,4,18,3,1,1,1,450,300
501,11,17,5,28,3,1,1,1,150,20
501,11,21,1,20,2,3,1,1,50,40
501,11,21,2,26,4,3,1,1,150,20
501,11,21,3,10,2,4,1,1,80,80
501,11,21,4,20,4,3,1,1,50,15
501,11,21,5,36,4,2,1,1,100,0
501,11,23,1,26,4,5,1,1,90,41
501,11,23,2,20,4,4,1,1,16,5
501,11,23,3,20,1,2,1,1,150,69
501,11,23,4,14,3,1,1,1,30,2
501,11,23,5,36,4,4,1,2,175,160
501,11,25,1,26,4,4,1,1,45,35
501,11,25,2,26,1,3,1,1,130,15
501,11,25,3,14,2,5,1,1,25,3
501,11,25,4,32,4,5,1,1,35,30
501,11,25,5,20,4,5,1,1,30,22
503,01,37,1,35,4,4,1,1,15,3
503,01,37,2,35,3,1,1,1,4,0
503,01,37,3,15,3,1,1,1,13,0
503,01,37,4,35,3,4,1,1,7,7
503,05,25,1,41,4,4,1,1,20,0
503,05,25,2,41,4,4,1,1,10,0
503,05,25,3,41,4,4,1,1,10,0
503,07,07,1,5,4,4,1,1,20,0
503,07,07,2,23,4,5,1,1,40,20
503,07,07,3,14,4,3,1,1,15,5
503,07,07,4,35,2,4,1,1,10,2
503,07,07,5,5,4,5,1,1,20,10
503,07,11,1,22,4,5,1,1,40,15
503,07,11,2,23,4,5,1,1,60,35
503,07,11,3,5,2,2,1,1,20,10
503,07,15,1,8,4,3,1,1,80,5
503,07,15,2,23,2,4,1,1,100,80
503,07,15,3,23,4,2,1,1,80,70
503,07,15,4,10,4,4,1,1,30,20
503,07,15,5,8,2,3,1,1,15,10
503,07,25,1,35,2,2,1,1,10,2
503,07,25,2,10,4,4,1,2,70,70
503,07,25,3,14,5,5,1,2,50,50
503,07,25,4,14,4,2,1,2,20,20
503,07,31,1,35,2,2,1,1,10,3
503,07,31,2,16,4,4,1,2,70,50
503,07,31,3,14,5,5,1,2,50,50
503,07,31,4,14,4,1,1,2,30,30
503,07,31,5,41,4,2,1,1,15,0
503,09,05,1,21,4,5,1,1,36,0
503,09,05,2,18,4,5,1,1,30,24
503,09,05,3,36,4,5,1,1,19,0
503,09,05,4,23,4,5,1,1,35,15
503,09,07,1,10,5,3,1,1,65,32
503,09,07,2,14,1,3,1,1,125,112
503,09,07,3,23,4,5,1,1,46,10
503,09,07,4,10,4,5,1,1,30,24
503,09,07,5,31,4,5,1,1,10,0
503,09,11,1,10,4,5,1,1,43,40
503,09,11,2,14,4,5,1,2,-2,-2
503,09,11,3,14,1,4,1,2,-2,-2
503,09,15,1,17,2,2,1,1,55,45
503,09,15,2,14,4,5,1,1,40,30
503,09,15,3,14,4,5,1,1,36,28
503,09,15,4,14,5,5,1,2,26,26
503,09,15,5,14,4,5,1,2,25,25
503,09,19,1,14,4,5,1,1,65,58
503,09,19,2,10,4,4,1,1,5,0
503,09,19,3,25,4,5,1,1,10,0
503,09,23,1,17,4,5,1,1,110,95
503,09,23,2,15,5,5,1,1,390,350
503,09,29,1,41,4,4,1,1,140,-2
503,09,29,2,25,4,4,1,1,5,0
503,09,29,3,14,4,5,1,2,55,55
503,09,29,4,41,4,4,1,1,12,0
503,11,07,1,23,4,4,1,2,15,8
503,11,07,2,23,2,4,1,2,14,8
503,11,13,1,11,2,1,2,1,1000,700
503,11,13,2,11,4,5,1,1,36,14
503,11,13,3,11,4,5,1,1,24,7
