tinh,huyen,xa,m5tt,m5c31,m5c32,m5c33,m5c34,m5c35a,m5c35b,m5c36,m5c37a,m5c37b,m5c37c,m5c38,m5c39
101,15,03,1,2,2006,2007,2,3,4.0,3000000.0,1500000,0,0,2859,120
101,15,03,2,3,2007,2007,2,1,0.0,-1.0,-1,0,0,2859,120
101,15,03,3,5,2005,2010,2,2,0.0,700000.0,0,0,0,1000,0
101,15,03,4,6,2004,2004,3,3,0.0,1500000.0,300000,0,0,2859,0
101,15,03,5,9,2007,2007,1,3,0.0,1200000.0,0,0,0,2859,120
101,15,03,6,10,2006,2006,1,3,0.0,1200000.0,0,0,0,1900,60
101,15,03,7,11,2000,2000,1,3,0.0,-1.0,0,0,0,1900,60
101,15,03,8,1,2007,2008,2,1,0.0,-1.0,0,0,0,2859,120
101,15,09,1,5,2006,2006,1,2,0.0,-1.0,-1,0,0,100,0
101,15,09,2,10,2005,2006,1,2,0.0,-1.0,-1,0,0,80,20
101,15,09,3,2,2005,2006,1,7,5.0,-1.0,-1,0,0,2300,700
101,15,09,4,1,2003,2003,1,2,0.0,-1.0,-1,0,0,1800,800
101,15,09,5,9,2006,2007,2,2,0.0,-1.0,0,0,0,2483,800
101,15,09,6,15,2003,2004,1,4,0.0,1200000.0,1200000,0,0,2483,800
101,15,09,7,15,2003,2006,1,5,0.0,1300000.0,1300000,0,0,1200,0
101,15,19,1,2,2001,2001,2,3,0.0,2000000.0,0,0,0,3000,240
101,15,19,2,5,2005,2005,1,3,0.0,-1.0,0,0,0,2000,240
101,15,19,3,6,2006,2008,2,3,0.0,-1.0,0,0,0,3200,240
101,15,19,4,9,2006,2007,1,4,0.0,-1.0,0,0,0,3300,240
101,15,19,5,10,2006,2007,1,2,0.0,-1.0,0,0,0,1000,0
101,15,19,6,11,2005,2007,1,2,0.0,-1.0,0,0,0,3000,240
101,15,33,1,1,2005,2005,2,2,0.0,-1.0,0,0,0,1200,650
101,15,33,2,2,2004,2004,3,3,0.0,-1.0,0,0,0,2320,650
101,15,33,3,5,2004,2004,2,3,0.0,-1.0,0,0,0,2000,650
101,15,33,4,6,2007,2007,3,2,0.0,-1.0,0,0,0,2320,650
101,15,33,5,1,2004,2007,1,2,0.0,-1.0,0,0,0,2020,650
101,15,33,6,9,2005,2005,1,3,0.0,-1.0,0,0,0,2320,650
101,15,33,7,10,2006,2006,2,3,0.0,-1.0,0,0,0,1650,220
101,15,33,8,11,2008,2008,1,4,0.0,-1.0,0,0,0,30,8
101,15,33,9,12,2006,2006,1,4,0.0,-1.0,0,0,0,30,8
101,15,33,10,15,2007,2007,1,3,0.0,970000.0,0,0,0,2320,650
101,15,39,1,1,2006,2006,2,3,0.0,4000000.0,0,0,0,1890,435
101,15,39,2,2,2004,2010,2,2,0.0,1200000.0,0,0,0,1320,200
101,15,39,3,3,2008,2009,3,3,0.0,800000.0,0,0,0,1500,435
101,15,39,4,1,2005,2012,2,2,0.0,12000000.0,0,0,0,1250,134
101,15,39,5,5,2001,2010,1,3,0.0,250000.0,0,0,0,1300,435
101,15,39,6,6,2003,2005,1,3,0.0,15000000.0,0,0,0,2019,435
101,15,39,7,7,2007,2007,1,1,0.0,80000.0,0,0,0,100,24
101,15,39,8,8,2007,2007,1,1,0.0,80000.0,0,0,0,435,435
101,15,39,9,9,2006,2008,1,3,0.0,800000.0,0,0,0,2019,435
101,15,39,10,10,2005,2007,1,2,3.0,17000000.0,0,0,0,1040,284
101,15,51,1,1,2003,2003,2,3,0.0,-1.0,0,0,0,400,350
101,15,51,2,1,2005,2007,1,2,0.0,-1.0,0,0,0,730,0
101,15,51,3,11,2005,2006,1,3,0.0,-1.0,0,0,0,3500,150
101,15,51,4,10,2006,2008,1,2,0.0,-1.0,0,0,0,2000,120
101,15,51,5,15,2006,2007,1,4,0.0,750000.0,0,0,0,700,0
101,15,51,6,15,2007,2008,1,3,4.0,470000.0,100000,0,0,300,0
101,15,51,7,9,2007,2008,2,3,0.0,700000.0,0,0,0,3650,350
101,15,51,8,15,2007,2007,2,3,0.0,450000.0,0,0,0,3650,350
101,15,51,9,1,2007,2008,2,3,0.0,-1.0,0,0,0,500,0
101,15,51,10,5,2007,2007,1,3,0.0,980000.0,0,0,0,620,350
101,17,13,1,6,1999,2000,2,3,0.0,-1.0,-1,-1,-1,2491,520
101,17,13,2,11,2000,2000,1,3,0.0,1800000.0,1800000,0,0,1872,280
101,17,13,3,10,2005,2005,1,3,0.0,1570000.0,1570000,0,0,2491,520
101,17,13,4,9,2004,2004,2,1,0.0,450000.0,450000,0,0,2491,520
101,17,27,1,10,2004,2004,1,3,0.0,879000.0,150000,0,0,3097,1150
101,17,27,2,2,2005,2005,2,3,0.0,1850000.0,0,0,0,3097,1150
101,17,27,3,6,2006,2006,2,3,0.0,1450000.0,0,0,0,3097,1150
101,17,27,4,11,2003,2003,1,3,0.0,450000.0,0,0,0,1210,0
101,17,27,5,9,2006,2006,1,3,0.0,670000.0,0,0,0,3097,1150
101,17,31,1,1,2008,2008,2,3,0.0,-1.0,-1,-1,-1,2267,357
101,17,31,2,5,2007,2007,1,3,4.0,350.0,150,0,0,500,357
101,17,31,3,6,2006,2007,3,2,0.0,1500.0,0,0,0,2267,357
101,17,31,4,10,2006,2007,1,3,0.0,-1.0,-1,-1,-1,2267,357
101,17,31,5,9,2007,2007,3,3,0.0,500.0,0,0,0,2267,357
101,17,31,6,11,2004,2005,2,3,5.0,800.0,200,0,0,1500,357
101,17,33,1,11,2001,2001,1,4,0.0,1580000.0,0,0,0,3150,198
101,17,33,2,1,1999,2001,2,2,0.0,-1.0,0,0,0,3514,250
101,17,33,3,10,2002,2002,1,3,0.0,1258500.0,0,0,0,3514,250
101,17,33,4,9,2004,2004,2,3,0.0,470600.0,0,0,0,3514,250
101,17,33,5,5,2003,2003,2,1,4.0,975000.0,125000,678,13560,3278,215
101,17,33,6,6,2002,2002,3,3,0.0,1150000.0,0,0,0,3514,250
101,17,33,7,1,2006,2006,2,3,0.0,6780000.0,0,0,0,3514,250
101,17,35,1,15,2007,2008,1,3,0.0,929828.0,0,0,0,600,600
101,17,35,2,15,2007,2008,3,3,0.0,204047.0,0,0,0,295,0
101,17,35,3,15,2007,2008,1,3,0.0,1452000.0,0,0,0,4028,600
101,17,35,4,9,2005,2005,1,3,0.0,383873.0,0,0,0,4028,600
101,17,35,5,11,2004,2005,1,3,0.0,292932.0,0,0,0,160,0
101,17,35,6,11,2004,2005,1,3,0.0,307784.0,0,0,0,295,0
101,17,35,7,11,2003,2005,1,3,0.0,334298.0,0,0,0,320,0
101,17,35,8,11,2002,2003,1,3,0.0,366507.0,0,0,0,480,0
101,17,35,9,11,2003,2004,1,3,0.0,375503.0,0,0,0,490,0
101,17,35,10,2,2005,2005,2,3,0.0,106385.0,0,0,0,4028,600
101,17,37,1,1,2006,2006,2,3,0.0,-1.0,0,0,0,3736,450
101,17,37,2,2,2007,2007,2,4,0.0,2000000.0,0,0,0,3300,410
101,17,37,3,5,2003,2003,2,2,0.0,-1.0,0,0,0,3700,450
101,17,37,4,6,2001,2001,2,2,0.0,3000000.0,0,0,0,3736,450
101,17,37,5,10,2007,2007,2,2,0.0,2500000.0,0,0,0,1800,400
101,17,37,6,11,2008,2008,1,3,0.0,2000000.0,0,0,0,450,50
101,17,37,7,15,2008,2008,3,5,6.0,1000000.0,0,0,0,1500,300
101,17,39,1,5,2008,2008,1,3,0.0,7000.0,0,0,0,2150,280
101,17,39,2,11,2007,2008,1,3,0.0,1500000.0,0,0,0,2650,260
101,17,39,3,6,2006,2006,3,3,0.0,1150000.0,0,0,0,2773,350
101,17,39,4,9,2005,2005,2,3,0.0,421700.0,0,0,0,2773,350
101,19,17,1,10,2006,2007,2,2,0.0,6000000.0,0,0,0,1230,136
101,19,17,2,11,2007,2008,2,3,0.0,4500000.0,0,0,0,1120,86
101,19,17,3,6,2003,2004,2,3,0.0,1700000.0,0,0,0,3106,360
101,19,17,4,15,2001,2002,2,3,2.0,1500000.0,0,0,0,3106,340
101,19,55,1,6,2006,2006,2,2,0.0,3600000.0,0,0,0,2412,377
101,19,55,2,9,2006,2006,2,3,0.0,700000.0,0,0,0,2412,377
101,19,55,3,10,2007,2007,1,2,0.0,4100000.0,0,0,0,880,96
101,19,55,4,11,2007,2007,2,3,0.0,1900000.0,0,0,0,428,45
101,21,13,1,2,2006,2007,1,3,0.0,5000000.0,0,0,0,1650,470
101,21,13,2,10,2007,2008,1,3,0.0,-1.0,0,0,0,80,0
101,21,13,3,15,2006,2007,1,3,0.0,860000.0,0,0,0,175,0
101,21,13,4,15,2006,2007,1,3,4.0,884000.0,0,0,0,460,0
101,21,13,5,15,2004,2005,2,3,0.0,1263000.0,0,0,0,600,0
101,21,13,6,9,2000,2001,2,3,0.0,350000.0,0,0,0,1650,470
101,21,23,1,2,2005,2006,3,4,0.0,1022.0,1022,0,0,1400,0
101,21,23,2,2,2005,2006,3,4,0.0,941.0,941,0,0,1400,0
101,21,23,3,7,2006,2007,1,4,0.0,999.0,999,0,0,0,0
101,21,23,4,9,2005,2005,2,4,3.0,281.0,0,0,0,2500,0
101,21,23,5,10,2005,2005,3,3,0.0,484.0,0,0,0,0,0
101,21,23,6,10,2005,2006,3,3,0.0,690.0,690,0,0,0,0
101,23,23,1,1,2006,2006,2,3,0.0,-1.0,-1,-1,-1,214,-1
101,23,23,2,10,2007,2007,1,2,0.0,-1.0,-1,-1,-1,2174,-1
101,23,23,3,11,2007,2007,1,3,0.0,-1.0,-1,-1,-1,2174,-1
101,23,47,1,3,2007,2007,1,2,3.0,33083.0,0,0,0,100,100
101,23,47,2,11,2008,2008,2,3,4.0,11000.0,0,0,0,70,70
103,11,05,1,2,2000,2007,1,2,5.0,4700000.0,1400000,0,0,1530,90
103,11,05,2,5,2000,2010,2,2,3.0,390000.0,0,0,0,1530,90
103,11,05,3,9,2003,2006,2,2,4.0,720000.0,250000,0,0,1530,90
103,11,05,4,10,1994,2006,1,2,4.0,3330000.0,660000,0,0,1530,90
103,11,05,5,11,1999,2006,2,2,4.0,1590000.0,300000,0,0,1530,90
103,11,07,1,2,2007,2008,1,2,0.0,-1.0,0,0,0,1579,97
103,11,07,2,10,2003,2004,1,2,4.0,90000.0,27000,0,0,600,80
103,11,07,3,9,2003,2004,2,2,6.0,10000.0,0,0,0,1566,97
103,11,07,4,6,2003,2004,1,2,4.0,40000.0,20000,0,0,1566,97
103,11,07,5,5,2000,2005,1,2,4.0,300000.0,90000,0,0,1671,97
103,11,07,6,2,2002,2003,1,2,4.0,63000.0,20100,0,0,1671,97
103,11,07,7,11,2000,2003,1,2,4.0,55000.0,10000,0,0,200,90
103,11,07,8,4,2002,2002,1,2,0.0,30000.0,0,0,0,1566,92
103,11,07,9,3,1999,2000,2,2,4.0,128000.0,30000,0,0,1200,80
103,11,14,1,15,2004,2005,1,4,0.0,4000000.0,4000000,0,0,2300,175
103,11,14,2,10,2004,2006,2,2,4.0,2500000.0,500000,0,900,1750,175
103,11,14,3,2,2008,2008,1,2,4.0,680000.0,680000,0,0,1883,0
103,11,14,4,11,2007,2008,1,6,4.0,2000000.0,600000,0,0,1069,0
103,11,14,5,15,2007,2007,2,4,0.0,350000.0,350000,0,0,1941,175
103,11,14,6,15,2006,2007,1,4,0.0,306000.0,306000,0,0,2350,175
103,11,14,7,15,2004,2005,1,2,4.0,510000.0,390000,0,0,2300,175
103,11,14,8,7,2005,2005,1,2,0.0,320000.0,0,0,500,600,175
103,11,21,1,2,2008,2008,2,4,0.0,18.0,18,0,0,1592,420
103,11,21,2,4,2006,2009,2,2,0.0,-1.0,0,0,0,1592,420
103,11,21,3,5,2005,2010,1,2,4.0,-1.0,-1,0,0,1592,420
103,11,21,4,7,2005,2010,1,4,7.0,350.0,350,0,0,1592,420
103,11,21,5,10,1998,2013,1,3,4.0,3569600.0,713920,0,0,1592,420
103,11,21,6,15,2003,2006,1,2,4.0,2063000.0,450000,0,0,1592,420
103,11,21,7,9,2004,2004,1,2,4.0,1136000.0,546000,0,0,1592,420
103,11,21,8,11,1998,2001,1,2,4.0,574000.0,150000,0,0,1592,420
103,11,27,1,2,2003,2007,2,3,4.0,4075000.0,1469000,0,0,2282,140
103,11,27,2,9,2004,2006,3,4,5.0,573000.0,129000,0,0,2200,100
103,11,27,3,7,2005,2007,1,4,3.0,1212000.0,932000,0,0,1240,110
103,11,27,4,5,2004,2005,3,3,4.0,980000.0,294000,0,0,2180,135
103,11,27,5,6,2005,2005,1,4,5.0,910000.0,630000,0,0,2280,140
103,11,27,6,10,2003,2005,1,3,4.0,3029000.0,464000,0,0,1340,75
103,11,27,7,3,2000,2002,1,2,3.0,2135000.0,546000,0,0,2282,140
103,11,27,8,15,2003,2005,1,4,3.0,1844000.0,830000,0,0,20,0
103,11,35,1,2,2005,2006,2,4,2.0,814000.0,104500,0,0,1402,137
103,11,35,2,5,2005,2006,1,2,4.0,297300.0,105800,0,0,1329,189
103,11,35,3,5,2006,2007,1,4,0.0,300000.0,300000,0,0,1452,215
103,11,35,4,6,2006,2006,1,4,0.0,159500.0,159500,0,0,1329,189
103,11,35,5,9,2004,2006,1,4,2.0,1146400.0,506000,0,0,685,95
103,11,35,6,10,2004,2005,1,2,3.0,1800000.0,215000,0,0,242,56
103,11,35,7,11,2003,2005,1,2,3.0,3524300.0,739200,0,0,167,47
103,11,35,8,15,2002,2004,1,2,3.0,1836400.0,274000,0,0,42,5
103,11,43,1,10,1999,1999,1,2,4.0,135208.0,35208,0,0,928,135
103,11,43,2,15,2000,2001,1,2,4.0,789700.0,0,0,0,2128,240
103,11,43,3,2,2006,2007,1,2,4.0,344400.0,344400,0,0,2128,240
103,11,43,4,15,2004,2005,1,2,4.0,760000.0,760000,0,0,2128,240
103,11,43,5,5,1999,2008,1,2,4.0,1154000.0,1154000,0,0,2128,220
103,11,43,6,11,2003,2006,1,2,4.0,1988800.0,1988800,0,0,520,92
103,11,43,7,2,2001,2001,1,4,0.0,344000.0,344000,0,0,2128,240
103,11,43,8,2,2003,2004,1,4,0.0,772000.0,772000,0,0,2128,240
103,13,07,1,7,2007,2007,1,1,4.0,-1.0,0,0,0,185,75
103,13,13,1,2,2005,2005,1,2,4.0,2142280.0,1071140,0,0,1965,303
103,13,13,2,4,2002,2002,2,2,4.0,427224.0,171174,0,0,560,303
103,13,13,3,5,2000,2002,1,2,4.0,631673.0,190500,0,0,1965,303
103,13,13,4,6,2001,2002,1,2,4.0,255500.0,81300,0,0,1965,303
103,13,13,5,9,2005,2005,1,4,0.0,1151200.0,1151200,0,0,1965,303
103,13,13,6,10,2004,2005,1,2,4.0,2121700.0,1060850,0,0,1965,303
103,13,13,7,10,2004,2004,2,4,0.0,709798.0,709798,0,0,1965,303
103,13,13,8,10,2005,2008,1,2,4.0,987267.0,493500,0,0,1965,303
103,13,13,9,11,2003,2005,1,2,4.0,2265800.0,1132900,0,0,1965,303
103,15,03,1,2,2002,2005,2,2,0.0,2497000.0,0,0,0,2790,140
103,15,03,2,10,2003,2003,2,3,0.0,890000.0,0,0,0,2790,140
103,15,03,3,10,2007,2010,1,2,0.0,3000000.0,0,0,0,2790,140
103,15,03,4,10,2005,2005,2,2,0.0,1621000.0,0,0,0,2790,140
103,15,03,5,9,2005,2005,1,2,0.0,1428000.0,0,0,0,2790,140
103,15,11,1,1,2008,2010,2,2,0.0,48000000.0,0,0,0,1725,650
103,15,11,2,9,2007,2007,1,2,0.0,50000.0,0,0,0,1725,650
103,15,11,3,11,2007,2007,2,2,0.0,400000.0,0,0,0,1725,650
103,15,11,4,6,2004,2005,3,2,0.0,2000000.0,50000,0,0,1725,650
103,15,11,5,10,2003,2003,1,2,0.0,1170000.0,0,0,0,1725,650
103,17,17,1,9,2007,2008,1,2,0.0,788000.0,0,0,0,1636,232
103,17,17,2,11,2004,2007,1,2,0.0,3917.0,0,0,0,1636,232
103,17,17,3,5,2000,2007,2,4,0.0,1778000.0,536000,0,0,1636,232
103,17,17,4,12,2004,2006,1,2,4.0,984000.0,160000,0,0,40,0
103,17,17,5,11,2003,2004,1,2,4.0,3599000.0,250000,0,0,1636,232
103,17,17,6,2,2004,2004,2,2,0.0,1032000.0,0,0,0,1636,232
103,17,17,7,10,2002,2003,1,2,4.0,4196000.0,375000,0,0,1636,232
103,17,23,1,5,2007,2007,2,2,4.0,1140000.0,342000,0,0,2465,205
103,17,23,2,15,2003,2007,2,1,4.0,487000.0,0,0,0,300,-1
103,17,23,3,5,2006,2006,2,2,4.0,913000.0,274000,0,0,2485,205
103,17,23,4,7,2006,2006,1,2,0.0,576000.0,0,0,0,200,0
103,17,23,5,2,2005,2005,2,2,4.0,857000.0,257000,0,0,2485,205
103,17,23,6,10,2004,2005,1,2,4.0,1137000.0,341000,0,0,2485,205
103,17,23,7,15,2004,2004,1,2,0.0,704000.0,0,0,0,2485,205
103,17,31,1,6,2007,2007,1,2,0.0,1300000.0,0,0,0,500,0
103,17,31,2,5,2001,2007,1,2,4.0,1940000.0,589000,0,0,1698,587
103,17,31,3,1,2005,2006,2,2,0.0,1157000.0,0,0,0,1698,587
103,17,31,4,2,2003,2006,2,2,4.0,1019000.0,170000,0,0,1698,587
103,17,31,5,2,2004,2004,2,2,0.0,1186000.0,0,0,0,1698,587
103,17,31,6,1,2002,2003,2,2,4.0,949000.0,211000,0,0,1698,587
103,17,31,7,2,2003,2003,2,2,4.0,815000.0,0,0,0,1698,587
103,17,31,8,9,2003,2003,2,2,4.0,106000.0,20000,0,0,1698,587
103,17,31,9,10,2002,2003,1,2,4.0,1317000.0,395000,0,0,1698,587
103,17,31,10,15,2001,2002,1,2,0.0,766000.0,0,0,0,1698,587
103,19,09,1,10,2000,2000,1,2,4.0,672180.0,72500,0,0,790,290
103,19,09,2,10,2004,2006,1,2,4.0,782805.0,80300,0,0,790,290
103,19,09,3,10,2002,2003,1,2,0.0,268054.0,0,0,0,620,290
103,19,09,4,11,2003,2003,1,2,0.0,246000.0,0,0,0,420,120
103,19,09,5,11,2003,2003,1,2,0.0,100500.0,0,0,0,290,290
103,19,09,6,10,2000,2000,1,2,0.0,246300.0,0,0,0,0,0
103,19,09,7,15,2000,2000,2,2,0.0,196900.0,0,0,0,790,290
103,19,09,8,15,2004,2005,1,2,4.0,877656.0,120500,0,0,790,290
103,19,09,9,15,2004,2004,2,2,0.0,98565.0,0,0,0,790,290
103,19,09,10,15,2005,2006,1,2,0.0,276014.0,0,0,0,790,290
103,19,17,1,5,2007,2007,1,2,5.0,306417.0,91925,0,0,156,0
103,19,17,2,5,2007,2007,1,2,5.0,468311.0,140490,0,0,234,0
103,19,17,3,5,2006,2006,1,2,5.0,194573.0,58372,0,0,229,229
103,19,17,4,10,2005,2005,1,2,4.0,1634195.0,622456,0,0,1744,229
103,19,17,5,10,2005,2005,3,2,4.0,286850.0,26850,0,0,1744,229
103,19,17,6,11,2006,2007,1,2,5.0,401672.0,120501,0,0,134,0
103,19,17,7,11,2006,2006,1,2,4.0,295000.0,88500,0,0,229,229
103,19,17,8,15,2006,2008,1,2,4.0,1116650.0,334994,0,0,1744,229
103,19,17,9,15,2007,2008,3,2,4.0,906000.0,271800,0,0,1744,229
103,19,17,10,11,2005,2006,1,2,5.0,295000.0,88500,0,0,229,229
103,19,25,1,2,2001,2001,1,2,4.0,559.0,56,0,0,2428,340
103,19,25,2,3,2001,2001,1,2,0.0,290.0,0,0,0,300,300
103,19,25,3,5,2000,2001,1,2,4.0,77.0,23,0,0,280,280
103,19,25,4,5,2000,2001,1,2,4.0,198.0,59,0,0,390,390
103,19,25,5,10,2005,2006,1,2,4.0,1900.0,570,0,0,1228,340
103,19,25,6,10,1999,2000,1,2,4.0,709.0,212,0,0,450,60
103,19,25,7,10,2002,2002,1,2,4.0,849.0,254,0,0,1200,200
103,19,25,8,10,2003,2003,1,2,4.0,478.0,143,0,0,1200,100
103,19,25,9,15,2001,2002,1,2,4.0,559.0,56,0,0,2428,340
103,19,25,10,15,2004,2004,1,2,0.0,879.0,0,0,0,2428,340
103,21,17,1,2,2005,2006,2,2,3.0,-1.0,0,0,0,1200,0
103,21,17,2,3,2006,2006,1,2,3.0,5000.0,0,0,0,1200,0
103,21,17,3,5,2000,2007,1,2,3.0,-1.0,0,0,0,1200,0
103,21,17,4,7,2007,2007,1,2,3.0,-1.0,0,0,0,50,0
103,21,17,5,9,2007,2008,1,2,3.0,-1.0,0,0,0,1200,0
103,21,17,6,10,2001,2003,1,2,3.0,-1.0,0,0,0,1200,0
103,21,25,1,2,2007,2008,2,2,0.0,-1.0,0,0,0,1285,180
103,21,25,2,9,2003,2004,1,2,4.0,459000.0,50000,0,0,1285,180
103,21,25,3,10,2004,2007,1,2,4.0,1466087.0,439826,0,0,1285,180
103,21,25,4,5,1999,2000,1,2,7.0,1358944.0,414000,0,0,1285,180
103,21,35,1,11,2008,2009,1,2,4.0,3500000.0,1050000,0,0,1400,900
103,21,35,2,15,2007,2008,1,2,0.0,2200000.0,0,0,0,0,0
103,21,35,3,2,2006,2007,2,2,0.0,1000000.0,0,0,0,0,0
103,21,35,4,3,2008,2008,1,3,0.0,200000.0,0,0,0,0,0
103,21,35,5,10,2005,2007,1,2,4.0,1200000.0,360000,0,0,2010,900
103,21,35,6,10,2000,2003,1,2,4.0,900000.0,270000,0,0,2010,900
103,21,35,7,5,2001,2003,1,2,4.0,600000.0,180000,0,0,720,500
103,21,35,8,4,2006,2006,3,2,0.0,400000.0,0,0,0,900,900
103,21,35,9,9,2001,2002,1,2,0.0,400000.0,0,0,0,0,0
103,21,43,1,11,2002,2005,1,2,4.0,2700000.0,810000,0,0,200,0
103,21,43,2,15,2003,2004,1,2,0.0,569000.0,0,0,0,1997,200
103,21,43,3,10,2003,2006,1,2,4.0,1300000.0,390000,0,0,500,100
103,21,43,4,2,2005,2005,1,3,4.0,276000.0,138000,0,0,600,0
103,21,43,5,15,2006,2006,3,2,0.0,674000.0,0,0,0,1997,200
103,21,43,6,11,2006,2009,1,2,4.0,700000.0,210000,0,0,300,100
103,21,43,7,10,2007,2009,1,2,4.0,800000.0,240000,0,0,150,0
103,21,43,8,2,2007,2008,2,2,0.0,-1.0,0,0,0,1400,200
103,21,43,9,4,2007,2008,3,2,0.0,1600000.0,0,0,0,1600,200
103,21,43,10,5,2007,2007,1,4,0.0,326000.0,326000,0,0,600,0
103,21,51,1,2,2000,2001,2,4,3.0,1800000.0,800000,0,0,1858,127
103,21,51,2,4,2001,2001,2,2,0.0,500000.0,0,0,0,1858,127
103,21,51,3,5,2000,2001,3,4,3.0,5400000.0,164000,0,0,500,127
103,21,51,4,1,2006,2008,2,2,0.0,1000000.0,0,0,0,1856,127
103,21,51,5,10,2002,2004,1,2,4.0,1200000.0,400,0,0,1856,127
103,21,51,6,11,2002,2003,1,4,2.0,500000.0,400000,0,0,1856,127
104,01,17,1,11,2001,2009,1,2,3.0,-1.0,0,0,0,1700,280
104,01,17,2,10,2002,2010,1,2,0.0,-1.0,0,0,0,1700,280
104,01,17,3,5,2002,2005,1,2,0.0,-1.0,0,0,0,1700,280
104,01,17,4,3,2004,2010,1,2,3.0,4500000.0,0,0,0,1700,280
104,01,17,5,2,2006,2009,2,2,3.0,1200.0,0,0,0,1700,280
104,01,17,6,9,2007,2007,1,2,0.0,-1.0,0,0,0,1700,280
104,02,13,1,10,2005,2006,1,3,4.0,1100.0,220,0,0,784,450
104,02,13,2,11,2006,2007,1,4,5.0,600.0,240,0,0,640,450
104,03,11,1,2,2006,2010,2,4,0.0,1700000.0,1700000,0,0,1038,216
104,03,11,2,4,2007,2008,1,2,0.0,688000.0,0,0,0,540,0
104,03,11,3,5,2001,2010,2,4,0.0,2500000.0,2500000,0,0,860,45
104,03,11,4,6,1998,1999,1,3,4.0,2300000.0,992000,0,0,1038,216
104,03,11,5,9,2000,2007,1,3,4.0,1154000.0,1069000,0,0,1038,216
104,03,11,6,10,1999,2008,1,2,4.0,2125000.0,335000,0,0,1038,216
104,03,11,7,11,2007,2008,1,2,3.0,1510000.0,0,0,0,1038,216
104,03,11,8,15,2007,2008,1,2,4.0,700000.0,150000,0,0,1038,216
104,03,29,1,2,2004,2007,2,4,0.0,1436000.0,1436000,0,0,1955,106
104,03,29,2,4,2004,2008,2,2,3.0,5784000.0,1156800,0,0,1955,85
104,03,29,3,5,2004,2005,1,3,4.0,162835.0,112835,0,0,764,0
104,03,29,4,6,2003,2005,1,4,0.0,1637458.0,1447658,0,0,1955,106
104,03,29,5,9,2007,2008,1,2,4.0,996000.0,298000,0,0,1955,106
104,03,29,6,10,2002,2008,1,2,4.0,5838000.0,3533140,0,0,1900,92
104,03,29,7,11,2002,2008,1,4,0.0,1762720.0,1762720,0,0,950,24
104,03,29,8,12,2004,2008,3,4,0.0,7226000.0,7226000,0,0,937,18
104,03,29,9,15,2007,2008,1,2,4.0,2687000.0,1612000,0,0,1955,106
104,03,33,1,2,2006,2008,2,3,4.0,980000.0,460000,0,0,1227,146
104,03,33,2,4,2001,2008,2,2,4.0,1119000.0,220000,0,0,1017,146
104,03,33,3,9,2006,2006,1,2,4.0,670000.0,200000,0,0,1227,146
104,03,33,4,10,2002,2006,1,2,0.0,2205000.0,0,0,0,1227,146
104,03,33,5,11,2004,2004,1,3,4.0,450000.0,300000,0,0,1227,146
104,03,33,6,14,1998,2004,3,1,0.0,110000.0,0,0,0,1227,146
104,03,33,7,15,2007,2008,1,2,4.0,1926000.0,1002000,0,0,1227,146
104,03,43,1,1,2003,2005,2,3,0.0,3900000.0,0,0,0,1410,174
104,03,43,2,2,2003,2010,2,3,4.0,271585.0,231585,0,0,1410,174
104,03,43,3,4,2003,2010,2,2,4.0,1800000.0,912000,0,0,495,0
104,03,43,4,5,2003,2010,2,4,0.0,314000.0,314000,0,0,954,0
104,03,43,5,6,2002,2010,1,2,4.0,230000.0,20000,0,0,1410,174
104,03,43,6,9,2005,2006,1,2,0.0,973000.0,0,0,0,1410,174
104,03,43,7,10,2005,2008,1,2,4.0,7770000.0,2262000,0,0,1410,174
104,03,43,8,11,2006,2008,2,2,4.0,1864000.0,1129000,0,0,1410,174
104,03,43,9,12,2003,2010,2,4,0.0,8900000.0,8900000,0,0,324,3
104,03,53,1,2,2005,2006,2,2,0.0,8200000.0,0,0,0,1697,264
104,03,53,2,3,2003,2003,2,4,0.0,1600000.0,0,0,0,1697,264
104,03,53,3,4,2004,2005,2,2,0.0,1605000.0,0,0,0,1697,264
104,03,53,4,5,1999,2006,2,4,0.0,4200000.0,0,0,0,1697,264
104,03,53,5,6,2003,2004,1,2,4.0,1100000.0,720000,0,0,1697,264
104,03,53,6,9,2006,2007,1,2,4.0,950000.0,270000,0,0,1697,264
104,03,53,7,10,2002,2007,1,2,4.0,4059000.0,1270000,0,0,1697,264
104,03,53,8,11,2005,2005,2,4,0.0,77000.0,77000,0,0,540,0
104,03,53,9,12,1998,2006,1,3,4.0,5000000.0,2500000,0,0,310,6
104,03,53,10,15,2007,2008,2,3,4.0,200000.0,100000,0,0,1697,264
104,03,61,1,2,2000,2006,2,4,0.0,338000.0,338000,0,0,1107,136
104,03,61,2,3,2003,2003,1,4,0.0,25000.0,25000,0,0,1107,0
104,03,61,3,5,2001,2006,2,3,4.0,372000.0,277000,0,0,1107,136
104,03,61,4,6,2005,2008,2,4,0.0,253000.0,253000,0,0,1107,136
104,03,61,5,9,2006,2007,1,2,4.0,790000.0,230000,0,0,1107,136
104,03,61,6,10,2001,2007,1,2,4.0,4077000.0,380000,0,0,1107,136
104,03,61,7,11,2006,2007,1,3,4.0,1087000.0,572000,0,0,1107,136
104,03,61,8,12,2003,2007,1,4,0.0,2900000.0,2900000,0,0,1107,136
104,03,61,9,15,2006,2007,1,2,4.0,810000.0,240000,0,0,1107,136
