tinh,huyen,xa,m5tt,m5c31,m5c32,m5c33,m5c34,m5c35a,m5c35b,m5c36,m5c37a,m5c37b,m5c37c,m5c38,m5c39
507,05,07,1,3,2006,2006,1,4,3.0,470000.0,235000,0,0,2410,460
507,05,07,2,15,2005,2005,1,4,3.0,800000.0,700000,0,0,2654,460
507,05,07,3,2,2004,2004,2,4,3.0,740000.0,464000,0,0,2654,460
507,05,07,4,2,2004,2004,2,3,4.0,1480000.0,444000,0,0,2654,460
507,05,07,5,2,2003,2003,2,4,3.0,1100000.0,330000,0,0,2654,460
507,05,07,6,2,2003,2003,2,4,3.0,740000.0,464000,0,0,2654,460
507,05,07,7,2,2002,2002,2,3,4.0,740000.0,464000,0,0,2654,460
507,05,07,8,15,2002,2002,1,4,3.0,900000.0,800000,0,0,2654,460
507,05,07,9,15,2001,2002,1,4,3.0,120000.0,120000,0,0,2654,460
507,05,07,10,10,2000,2000,1,2,3.0,800000.0,0,0,0,2123,368
507,05,13,1,11,2007,2010,1,4,3.0,30000.0,0,0,0,4043,543
507,05,13,2,2,2002,2010,1,4,3.0,508000.0,0,0,0,4000,315
507,05,13,3,3,2003,2003,1,2,3.0,200000.0,0,0,0,4043,543
507,05,13,4,2,2002,2010,1,4,3.0,508000.0,0,0,0,4000,315
507,05,13,5,7,2002,2007,1,1,4.0,700000.0,0,0,0,4043,450
507,05,13,6,12,2000,2000,1,4,3.0,12000.0,0,0,0,1030,120
507,05,13,7,10,1999,2000,1,3,4.0,358000.0,0,0,0,4043,450
507,05,17,1,2,2007,2007,2,3,4.0,808000.0,808000,0,0,2119,282
507,05,17,2,2,2006,2006,2,3,4.0,418000.0,418000,0,0,1208,92
507,05,17,3,8,2006,2006,1,2,3.0,352000.0,352000,0,0,818,118
507,05,17,4,2,2005,2005,1,4,0.0,961200.0,961200,0,0,3325,282
507,05,17,5,9,2005,2005,2,3,0.0,21400.0,0,0,0,3325,282
507,05,17,6,4,2004,2005,1,3,0.0,264100.0,0,0,0,3325,282
507,05,21,1,3,2007,2007,1,3,4.0,777917.0,777917,0,0,1915,125
507,05,21,2,10,2007,2007,1,3,4.0,333277.0,333277,0,0,808,300
507,05,21,3,2,2007,2007,1,3,4.0,386463.0,386463,0,0,1082,300
507,05,21,4,4,2006,2006,1,3,4.0,92228.0,92228,0,0,1718,0
507,05,21,5,2,2006,2006,1,3,4.0,834948.0,834948,0,0,808,120
507,05,21,6,10,2005,2005,1,3,4.0,59519.0,59519,0,0,1812,157
507,05,21,7,6,2005,2005,1,3,0.0,318000.0,318000,0,0,1018,0
507,05,21,8,2,2005,2005,1,3,4.0,941401.0,941401,0,0,2050,300
507,05,25,1,15,2007,2007,2,4,0.0,35000.0,35000,0,0,4202,1915
507,05,25,2,2,2006,2007,2,3,4.0,575000.0,575000,0,0,3015,813
507,05,25,3,9,2006,2006,3,4,0.0,85500.0,85500,0,0,4202,1915
507,05,25,4,2,2005,2005,2,3,4.0,711000.0,711000,0,0,2108,0
507,05,29,1,6,2008,2008,1,1,4.0,5900000.0,2700000,0,0,2198,215
507,05,29,2,5,2007,2007,1,4,3.0,300000.0,200000,0,0,400,0
507,05,29,3,11,2006,2007,1,1,0.0,200000.0,200000,0,0,2198,215
507,05,29,4,2,2004,2004,2,3,4.0,1535000.0,100000,0,0,2198,215
507,05,29,5,1,2000,2001,2,3,4.0,1500000.0,1200000,0,0,2198,215
507,05,29,6,10,2000,2001,1,2,4.0,1200000.0,0,0,0,2198,215
507,05,33,1,2,2007,2007,1,3,4.0,1000000.0,800000,0,0,3200,313
507,05,33,2,5,2006,2006,1,3,4.0,600000.0,200000,0,0,901,313
507,05,33,3,5,2005,2006,2,3,4.0,475000.0,275000,0,0,850,0
507,05,33,4,10,2002,2005,1,2,3.0,1500000.0,0,0,0,2240,313
507,05,33,5,11,2001,2005,1,3,4.0,250000.0,150000,0,0,700,313
507,05,33,6,4,2004,2005,3,3,4.0,900000.0,100000,0,0,1500,313
507,07,11,1,10,2007,2008,1,2,3.0,1400000.0,0,0,0,1850,360
507,07,11,2,12,2006,2007,1,1,2.0,2900000.0,0,0,0,0,0
507,07,11,3,4,2005,2005,1,3,4.0,120000.0,20000,0,0,530,360
507,07,11,4,12,2003,2005,1,4,0.0,150000.0,150000,0,0,100,20
507,07,11,5,2,2000,2006,1,4,2.0,3000000.0,400000,23000,230000,2195,350
507,07,11,6,3,2000,2001,1,1,0.0,28000000.0,0,0,0,2195,350
507,07,11,7,4,1999,2003,1,1,0.0,85000000.0,0,0,0,1650,270
507,07,11,8,6,1997,2000,1,1,4.0,2200000.0,700000,0,0,2195,350
507,07,15,1,5,2007,2007,2,2,4.0,698000.0,0,0,0,1145,0
507,07,15,2,15,2006,2007,1,4,3.0,1400000.0,0,0,0,1765,290
507,07,15,3,10,2006,2006,1,3,2.0,569000.0,0,0,0,1285,235
507,07,15,4,15,2004,2004,1,1,0.0,662000.0,0,0,0,1765,290
507,07,15,5,9,2003,2003,1,2,0.0,172000.0,0,0,0,1765,290
507,07,15,6,4,2002,2002,2,2,3.0,1200000.0,0,0,0,1546,250
507,07,15,7,10,2001,2001,1,2,3.0,620000.0,0,0,0,1298,235
507,07,15,8,2,2001,2005,1,4,2.0,-2.0,-1,-1,-1,1765,290
507,07,24,1,15,2007,2007,1,1,0.0,1035000.0,0,0,0,721,91
507,07,24,2,3,2006,2006,1,2,0.0,2113000.0,0,0,0,1150,91
507,07,24,3,11,2005,2005,1,4,0.0,35000.0,35000,0,0,218,31
507,07,24,4,3,2004,2005,1,1,0.0,1100000.0,0,0,0,1122,91
507,07,24,5,9,2002,2002,1,2,0.0,140000.0,0,0,0,1116,91
507,07,24,6,10,2002,2003,1,2,3.0,900000.0,0,0,0,915,72
507,07,24,7,2,2001,2006,3,4,2.0,2860000.0,1069000,7500,75000,1116,91
507,07,24,8,12,2001,2010,3,4,2.0,90000.0,0,0,0,50,0
507,07,24,9,6,2000,2004,1,1,4.0,1200000.0,600000,0,0,1116,78
507,07,24,10,15,2004,2005,1,1,0.0,700000.0,0,0,0,1122,91
507,09,05,1,7,2001,2003,2,2,4.0,1898950.0,744340,0,0,1870,362
507,09,05,2,6,2002,2004,1,4,3.0,296000.0,245000,0,0,1190,254
507,09,05,3,5,2002,2004,1,2,4.0,2503000.0,1200000,0,0,2010,220
507,09,05,4,4,2003,2003,1,2,4.0,700000.0,0,0,0,2010,248
507,09,05,5,3,2004,2005,1,3,4.0,4482086.0,615600,0,0,2010,248
507,09,05,6,2,2005,2007,1,4,3.0,2500600.0,2100000,0,0,2110,254
507,09,05,7,1,2006,2007,2,3,4.0,145000.0,140000,0,0,1220,164
507,09,17,1,4,2007,2008,1,1,4.0,9600000.0,125000,0,0,350,0
507,09,17,2,3,2007,2007,1,3,4.0,395000.0,158000,0,0,405,256
507,09,17,3,6,2006,2007,1,4,0.0,350000.0,350000,0,0,178,0
507,09,17,4,4,2006,2007,1,2,4.0,450000.0,190000,0,0,256,256
507,09,17,5,10,2006,2006,1,1,0.0,876000.0,0,0,0,1210,256
507,09,17,6,15,2004,2005,1,4,0.0,1600000.0,1600000,0,0,1726,256
507,09,17,7,4,2002,2002,3,4,3.0,300000.0,200000,0,0,1726,256
507,09,17,8,9,2002,2003,1,4,0.0,130000.0,130000,0,0,1726,256
507,09,17,9,2,2000,2003,2,4,2.0,2500000.0,1700000,0,0,1726,256
507,09,17,10,3,1998,2003,1,4,2.0,1100000.0,650000,0,0,1726,256
507,09,23,1,15,2007,2008,1,4,0.0,243748.0,243748,0,0,2061,409
507,09,23,2,2,2007,2008,1,4,0.0,955450.0,955450,0,0,1651,319
507,09,23,3,2,2007,2007,1,4,0.0,342885.0,342885,0,0,679,409
507,09,23,4,4,2006,2007,1,1,4.0,985000.0,49000,0,0,997,409
507,09,23,5,15,2006,2006,1,4,0.0,135000.0,135000,0,0,193,0
507,09,23,6,9,2006,2006,1,1,4.0,304230.0,30724,0,0,2061,409
507,09,23,7,10,2005,2005,1,3,4.0,861516.0,344606,0,0,1661,369
507,09,23,8,15,2005,2005,1,3,4.0,175398.0,70159,0,0,498,143
507,09,23,9,15,2004,2005,1,4,0.0,1195000.0,1195000,0,0,270,45
507,09,23,10,15,2001,2002,1,4,0.0,1019724.0,1019724,0,0,2061,409
507,09,27,1,10,2006,2007,1,2,3.0,4252000.0,1444000,0,0,1734,219
507,09,27,2,2,2005,2008,1,4,0.0,1200000.0,1200000,0,0,1734,219
507,09,27,3,4,2005,2006,1,4,0.0,950000.0,950000,0,0,220,219
507,09,27,4,15,2004,2005,1,3,4.0,210000.0,210000,0,0,1734,219
507,09,27,5,2,2002,2003,2,2,4.0,1200000.0,620000,0,0,1727,176
507,09,27,6,11,2002,2002,1,4,0.0,30000.0,30000,0,0,1727,176
507,09,27,7,9,2000,2001,1,2,0.0,50000.0,0,0,0,1727,176
507,09,31,1,1,2005,2007,2,2,3.0,-1.0,-1,-1,-1,2639,210
507,09,31,2,4,2001,2004,2,3,4.0,1500000.0,1260000,0,0,2639,210
507,09,31,3,2,2003,2003,1,2,0.0,36000.0,0,0,0,40,0
507,09,31,4,7,2000,2002,1,3,4.0,2000000.0,600000,0,0,2639,210
507,09,31,5,3,2002,2002,1,6,0.0,25000.0,0,0,0,149,0
507,09,31,6,5,2001,2001,1,2,0.0,-1.0,-1,-1,-1,2639,210
507,09,31,7,6,2001,2001,1,3,0.0,570000.0,0,0,0,168,0
507,09,31,8,8,2000,2000,1,2,0.0,500000.0,0,0,0,2639,210
507,09,31,9,10,1995,2003,1,2,0.0,-1.0,-1,-1,-1,2639,210
507,09,31,10,1,1995,2002,1,1,2.0,-1.0,-1,-1,-1,2639,210
507,11,09,1,4,2007,2007,1,1,0.0,214000.0,0,0,0,618,175
507,11,09,2,4,2007,2007,1,1,0.0,134000.0,0,0,0,618,175
507,11,09,3,7,2007,2007,1,1,0.0,67000.0,0,0,0,618,175
507,11,09,4,13,2007,2007,1,1,2.0,156772.0,0,0,0,618,175
507,11,09,5,2,2006,2006,1,1,0.0,130000.0,0,0,0,589,140
507,11,09,6,2,2006,2006,1,1,0.0,65000.0,0,0,0,589,140
507,11,09,7,2,2006,2006,1,1,0.0,80000.0,0,0,0,589,140
507,11,09,8,4,2006,2006,1,1,0.0,167728.0,0,0,0,589,140
507,11,09,9,4,2005,2005,1,1,0.0,576000.0,0,0,0,480,115
507,11,09,10,4,2005,2005,1,1,0.0,830000.0,0,0,0,480,115
507,13,05,1,11,2007,2007,2,4,0.0,160000.0,16000,0,0,300,0
507,13,05,2,15,2007,2007,3,4,0.0,35000.0,35000,0,0,500,0
507,13,05,3,2,2005,2005,1,1,0.0,325000.0,0,0,0,300,0
507,13,05,4,2,2005,2005,1,1,0.0,257000.0,0,0,0,500,0
507,13,05,5,2,2005,2005,2,3,4.0,630000.0,189000,0,0,800,0
507,13,05,6,11,2005,2005,2,3,4.0,195000.0,195000,0,0,400,400
507,13,05,7,2,2003,2003,2,2,4.0,662000.0,587000,0,0,500,0
507,13,05,8,2,2003,2003,2,2,4.0,750000.0,640000,0,0,600,0
507,13,05,9,3,2003,2003,1,3,4.0,525000.0,375000,0,0,1000,1000
507,13,05,10,10,2003,2003,1,2,0.0,1300000.0,0,0,0,2500,250
507,13,09,1,6,2007,2007,2,4,7.0,420000.0,210000,0,0,500,0
507,13,09,2,3,2007,2007,2,4,0.0,60000.0,60000,0,0,200,200
507,13,09,3,15,2007,2007,2,3,0.0,300000.0,300000,0,0,300,0
507,13,09,4,7,2006,2007,1,1,2.0,1400000.0,1400000,0,0,2690,0
507,13,09,5,2,2006,2007,2,1,2.0,1195000.0,1195000,0,0,1000,300
507,13,09,6,9,2006,2007,2,4,0.0,67000.0,67000,0,0,2000,400
507,13,09,7,1,2003,2004,2,2,0.0,-1.0,-1,-1,-1,1000,0
507,13,09,8,1,2003,2004,2,2,0.0,-1.0,-1,-1,-1,2000,0
507,13,13,1,3,2007,2007,1,4,0.0,250000.0,250000,0,0,200,200
507,13,13,2,2,2005,2005,2,4,0.0,355.0,355,0,0,2500,0
507,13,13,3,2,2005,2005,2,3,4.0,833000.0,646000,0,0,1000,300
507,13,13,4,3,2005,2005,3,4,0.0,65000.0,65000,0,0,200,0
507,13,13,5,2,2005,2005,2,4,5.0,102000.0,102000,0,0,300,0
507,13,13,6,2,2005,2005,2,3,4.0,689000.0,598000,0,0,500,0
507,13,13,7,2,2005,2005,2,4,5.0,481000.0,400000,0,0,200,0
507,13,13,8,10,2005,2005,1,4,0.0,267000.0,267000,0,0,500,0
507,13,13,9,10,2005,2005,1,4,5.0,403000.0,403000,0,0,500,0
507,13,21,1,2,2007,2007,1,4,0.0,999300.0,999300,0,0,1500,400
507,13,21,2,2,2007,2007,2,4,0.0,295127.0,295127,0,0,1000,0
507,13,21,3,2,2007,2007,1,4,0.0,1365000.0,1365000,0,0,130,0
507,13,21,4,2,2007,2007,1,4,0.0,1033000.0,1033000,0,0,2000,0
507,13,21,5,11,2007,2007,1,4,0.0,83000.0,83000,0,0,60,30
507,13,21,6,15,2007,2007,1,4,0.0,18000.0,18000,0,0,2000,0
507,13,21,7,2,2003,2005,2,4,7.0,185000.0,129000,0,0,100,100
507,13,21,8,2,2003,2004,2,4,7.0,219168.0,153168,0,0,500,0
507,13,21,9,2,2003,2003,2,4,7.0,618852.0,432852,0,0,300,0
507,13,21,10,2,2003,2003,2,4,7.0,310105.0,217000,0,0,500,0
507,13,27,1,10,2007,2007,1,2,0.0,1400000.0,0,0,0,902,0
507,13,27,2,2,2005,2005,2,4,0.0,347942.0,247942,0,0,500,0
507,13,27,3,2,2005,2005,2,4,0.0,385460.0,285460,0,0,500,0
507,13,27,4,10,2005,2005,2,1,0.0,350000.0,0,0,0,700,0
507,13,27,5,10,2005,2005,2,1,0.0,300000.0,0,0,0,500,0
507,13,27,6,2,2003,2003,2,4,0.0,405000.0,405000,0,0,381,0
507,13,27,7,2,2003,2003,2,4,0.0,277000.0,277000,0,0,541,0
507,13,27,8,2,2003,2003,2,4,0.0,195000.0,100000,0,0,1014,0
507,13,27,9,10,2003,2003,2,2,3.0,2400000.0,480000,0,0,1316,0
507,13,27,10,3,2002,2002,1,2,0.0,2200000.0,0,0,0,541,0
507,13,29,1,10,2007,2007,1,4,0.0,270000.0,270000,0,0,250,0
507,13,29,2,4,2007,2007,1,4,0.0,932000.0,932000,0,0,700,0
507,13,29,3,15,2007,2007,1,4,0.0,65000.0,65000,0,0,450,0
507,13,29,4,11,2007,2007,1,4,7.0,86000.0,61000,0,0,40,0
507,13,29,5,15,2006,2007,1,4,0.0,891000.0,891000,0,0,3999,0
507,13,29,6,2,2006,2006,1,4,0.0,130000.0,130000,0,0,400,200
507,13,29,7,2,2006,2006,1,4,0.0,321000.0,321000,0,0,300,0
507,13,29,8,10,2006,2006,1,4,0.0,71200.0,71200,0,0,200,0
507,13,29,9,15,2006,2006,1,4,0.0,55400.0,55400,0,0,150,0
507,13,29,10,11,2006,2006,1,4,5.0,70000.0,50000,0,0,40,0
507,15,03,1,2,2007,2007,2,3,4.0,1002000.0,20000,0,0,1790,395
507,15,03,2,15,2007,2007,1,3,0.0,209000.0,0,0,0,38,0
507,15,03,3,15,2007,2007,2,3,0.0,178000.0,0,0,0,1790,395
507,15,03,4,5,2005,2005,1,1,0.0,116500.0,0,0,0,38,0
507,15,03,5,2,2005,2005,1,5,0.0,67500.0,0,0,0,1598,395
507,15,03,6,15,2005,2005,1,4,0.0,513000.0,513000,0,0,1598,395
507,15,03,7,15,2004,2005,1,3,4.0,836000.0,418000,0,0,1598,395
507,15,03,8,2,2004,2004,1,4,0.0,103280.0,103280,0,0,1598,395
507,15,03,9,2,2003,2004,2,2,3.0,835000.0,0,0,0,1598,395
507,15,03,10,5,2003,2003,1,1,0.0,265000.0,0,0,0,1598,395
507,15,15,1,10,2007,2007,1,3,4.0,412000.0,36000,0,0,2283,220
507,15,15,2,15,2007,2007,2,4,0.0,131000.0,131000,0,0,2283,220
507,15,15,3,9,2007,2007,2,4,0.0,19000.0,19000,0,0,2283,220
507,15,15,4,10,2007,2007,2,4,0.0,57000.0,57000,0,0,2283,220
507,15,15,5,11,2006,2006,1,3,4.0,87000.0,37000,0,0,1110,0
507,15,15,6,9,2006,2006,1,4,0.0,383400.0,383400,0,0,2283,220
507,15,15,7,15,2006,2006,2,4,0.0,177900.0,177900,0,0,2283,220
507,15,15,8,10,2005,2005,1,2,3.0,305700.0,0,0,0,2283,220
507,15,15,9,2,2004,2004,1,2,4.0,61300.0,35800,0,0,2283,220
507,15,15,10,9,2004,2004,1,3,0.0,27700.0,0,0,0,2283,220
507,15,21,1,2,2006,2006,2,3,0.0,132500.0,0,0,0,1538,420
507,15,21,2,15,2005,2005,3,4,0.0,55000.0,55000,0,0,1347,415
507,15,21,3,15,2005,2005,1,3,0.0,30000.0,0,0,0,1515,415
507,15,21,4,15,2004,2004,2,3,0.0,500000.0,0,0,0,1515,415
507,15,21,5,5,2004,2004,1,3,0.0,30000.0,0,0,0,1415,415
507,15,21,6,15,2004,2004,2,3,0.0,50000.0,0,0,0,1515,415
507,15,21,7,15,2003,2003,2,3,0.0,100000.0,0,0,0,1515,415
507,15,21,8,15,2001,2001,2,3,0.0,150000.0,0,0,0,1515,415
507,15,21,9,15,2001,2002,1,3,0.0,41000.0,0,0,0,1515,415
507,15,21,10,2,2001,2001,1,3,4.0,769000.0,352000,0,0,1515,415
507,15,23,1,2,2007,2007,1,1,0.0,250000.0,0,0,0,266,41
507,15,23,2,15,2007,2007,1,6,0.0,240000.0,0,0,0,266,41
507,15,23,3,7,2006,2006,1,7,0.0,640000.0,0,0,0,60,0
507,15,23,4,1,2005,2005,2,2,3.0,233300.0,0,0,0,266,41
507,15,23,5,2,2005,2006,1,1,0.0,1027400.0,0,0,0,266,41
507,15,23,6,4,2005,2005,3,2,3.0,52000.0,0,0,0,60,0
507,15,23,7,3,2004,2005,1,2,0.0,455260.0,0,0,0,234,0
507,15,23,8,3,2004,2005,2,2,0.0,90920.0,0,0,0,234,0
507,15,23,9,5,2002,2003,1,1,0.0,5679322.0,0,0,0,234,0
507,15,23,10,7,2002,2002,1,1,0.0,1233103.0,0,0,0,234,0
507,15,29,1,2,2007,2008,1,4,0.0,2828000.0,2828000,0,0,390,255
507,15,29,2,2,2007,2007,1,4,0.0,290000.0,290000,0,0,700,255
507,15,29,3,10,2006,2007,1,3,4.0,863000.0,363000,0,0,700,255
507,15,29,4,2,2006,2007,1,4,0.0,348000.0,348000,0,0,1500,0
507,15,29,5,15,2006,2006,1,4,0.0,146200.0,146200,0,0,700,255
507,15,29,6,2,2005,2006,1,4,0.0,307900.0,307900,0,0,150,135
507,15,29,7,10,2005,2006,1,3,4.0,74900.0,54900,0,0,1400,0
507,15,29,8,5,2005,2005,1,2,0.0,1225300.0,0,0,0,1500,255
507,15,29,9,2,2005,2005,1,2,4.0,628000.0,408200,0,0,3270,255
507,15,29,10,15,2004,2005,1,4,0.0,750700.0,750700,0,0,3500,255
507,17,07,1,3,2005,2005,1,2,0.0,2450000.0,0,0,0,1933,0
507,17,07,2,2,2005,2005,2,4,7.0,1080000.0,518000,0,0,1450,410
507,17,07,3,10,2004,2004,1,2,0.0,689000.0,0,0,0,950,0
507,17,07,4,10,2003,2005,1,2,4.0,1150000.0,250000,0,0,610,0
507,17,07,5,10,2002,2003,1,2,0.0,-1.0,-1,-1,-1,490,0
507,17,07,6,2,2000,2004,1,7,2.0,3810000.0,1900000,0,0,2733,0
507,17,07,7,10,1998,1999,1,2,0.0,-1.0,150000,0,0,2733,410
507,17,11,1,5,2007,2007,1,4,2.0,300000.0,21000,0,0,500,0
507,17,11,2,15,2007,2007,1,4,0.0,2400000.0,2400000,0,0,2031,165
507,17,11,3,11,2007,2008,1,1,0.0,280000.0,0,0,0,50,0
507,17,11,4,2,2006,2007,1,4,0.0,295000.0,0,0,0,200,0
507,17,11,5,1,2001,2004,2,2,3.0,-1.0,-1,-1,-1,2031,655
507,17,15,1,5,2007,2007,1,2,4.0,1500000.0,300000,0,0,750,0
507,17,15,2,10,2002,2003,1,2,3.0,-1.0,0,0,0,2323,465
507,17,15,3,2,1998,2003,2,4,7.0,-1.0,750000,0,0,2323,465
507,17,15,4,3,1997,2002,1,3,2.0,-1.0,0,0,0,2323,0
507,17,21,1,10,2007,2007,1,4,0.0,44000.0,44000,0,0,2300,456
507,17,21,2,15,2002,2003,1,1,4.0,435000.0,135000,0,0,2300,456
507,17,21,3,4,2002,2003,1,1,2.0,4807000.0,0,0,0,2300,456
507,17,21,4,2,1998,2003,2,4,2.0,4657000.0,2330000,0,0,2300,456
507,17,25,1,10,2007,2007,1,4,0.0,925000.0,925000,0,0,4656,560
507,17,25,2,2,2007,2007,1,6,4.0,1300000.0,260000,0,0,200,0
507,17,25,3,9,2005,2005,1,4,0.0,315000.0,315000,0,0,4566,560
507,17,25,4,10,2005,2005,2,4,3.0,1105000.0,1105000,0,0,4566,560
507,17,25,5,2,2005,2005,1,4,0.0,132000.0,132000,0,0,4566,560
507,17,25,6,3,2004,2005,1,2,0.0,-1.0,0,0,0,4566,560
507,17,25,7,2,2000,2004,2,4,0.0,300000.0,300000,0,0,4566,560
507,17,25,8,10,1999,2003,1,2,3.0,-1.0,0,0,0,4182,500
507,17,25,9,9,1999,2000,1,4,0.0,-1.0,-1,0,0,4182,500
507,17,25,10,7,1998,2004,1,2,3.0,-1.0,0,0,0,500,500
507,17,29,1,5,2007,2007,2,4,3.0,480000.0,380000,0,0,120,0
507,17,29,2,2,2007,2007,1,4,0.0,600000.0,600000,0,0,320,0
507,17,29,3,15,2006,2007,1,4,0.0,2950000.0,2950000,0,0,1888,130
507,17,29,4,1,2005,2005,1,4,3.0,301232.0,151232,0,0,193,0
507,17,29,5,10,2005,2005,1,2,4.0,422155.0,85000,0,0,1888,320
507,17,29,6,15,2005,2006,1,4,0.0,219395.0,219395,0,0,1888,320
507,17,29,7,11,2004,2004,1,4,0.0,75275.0,75275,0,0,1888,320
507,17,29,8,2,2002,2005,1,4,0.0,164244.0,164244,0,0,1888,320
507,17,29,9,15,2000,2000,1,4,0.0,329466.0,329466,0,0,1888,320
507,17,29,10,2,2000,2000,1,4,0.0,1566877.0,513898,0,0,750,0
507,19,09,1,15,2007,2007,1,3,0.0,203000.0,0,0,0,3686,612
507,19,09,2,4,2007,2007,2,3,0.0,335000.0,0,0,0,3686,612
507,19,09,3,9,2007,2007,1,3,0.0,79000.0,0,0,0,3686,612
507,19,09,4,5,2007,2007,1,4,3.0,1350000.0,1245000,0,0,3686,612
507,19,09,5,4,2007,2007,1,4,0.0,895000.0,895000,0,0,3686,612
507,19,09,6,1,2006,2007,2,2,3.0,283000.0,0,0,0,3686,612
507,19,09,7,4,2006,2006,2,3,0.0,394000.0,0,0,0,3686,612
507,19,09,8,6,2006,2006,1,4,0.0,150000.0,150000,0,0,3686,612
507,19,09,9,6,2006,2006,1,4,0.0,136000.0,136000,0,0,3686,612
507,19,09,10,4,2006,2006,2,4,0.0,94000.0,94000,0,0,3686,612
507,19,11,1,2,2007,2007,2,4,0.0,461000.0,461000,0,0,2975,380
507,19,11,2,10,2007,2007,1,4,0.0,120000.0,120000,0,0,2975,380
507,19,11,3,15,2006,2006,1,4,0.0,120000.0,120000,0,0,2975,380
507,19,11,4,15,2006,2006,1,4,0.0,749000.0,749000,0,0,2975,380
507,19,11,5,9,2006,2006,1,4,0.0,185762.0,185762,0,0,2975,380
507,19,11,6,10,2005,2005,1,3,0.0,172270.0,0,0,0,2975,380
507,19,11,7,4,2005,2005,3,3,0.0,337370.0,0,0,0,2975,380
507,19,11,8,15,2005,2005,1,4,0.0,1225690.0,1225690,0,0,2975,380
507,19,15,1,11,2007,2007,1,4,0.0,130000.0,130000,0,0,544,544
507,19,15,2,15,2007,2007,1,4,0.0,116000.0,116000,0,0,4020,608
507,19,15,3,4,2006,2006,2,3,0.0,394310.0,0,0,0,4020,608
507,19,15,4,3,2006,2006,2,3,0.0,350000.0,0,0,0,4020,608
507,19,15,5,15,2006,2006,1,4,0.0,80700.0,80700,0,0,463,463
507,19,15,6,15,2006,2006,1,4,0.0,76300.0,76300,0,0,371,371
507,19,15,7,9,2006,2006,1,4,0.0,198800.0,198800,0,0,4020,608
507,19,15,8,9,2006,2006,1,4,0.0,51000.0,51000,0,0,4020,608
507,19,15,9,11,2006,2006,1,4,0.0,85300.0,85300,0,0,354,354
507,19,15,10,1,2004,2005,1,3,0.0,701770.0,0,0,0,4020,608
507,19,17,1,15,2007,2007,1,4,0.0,276000.0,276000,0,0,170,170
507,19,17,2,15,2007,2007,1,4,0.0,761000.0,761000,0,0,3429,170
507,19,17,3,4,2007,2007,2,4,0.0,108000.0,108000,0,0,3429,170
507,19,17,4,3,2006,2006,2,3,0.0,350000.0,0,0,0,3429,170
507,19,17,5,6,2004,2004,1,3,0.0,483000.0,0,0,0,3429,170
507,19,17,6,10,2004,2004,1,3,0.0,770000.0,0,0,0,3429,170
507,19,17,7,11,2004,2004,1,4,0.0,12500.0,12500,0,0,170,170
507,19,17,8,15,2003,2004,1,4,0.0,2500000.0,2500000,0,0,3429,170
507,19,23,1,15,2007,2007,1,3,0.0,364000.0,0,0,0,4235,482
507,19,23,2,10,2007,2007,2,4,0.0,200000.0,200000,0,0,4235,482
507,19,23,3,15,2006,2006,1,4,0.0,885000.0,885000,0,0,4235,482
507,19,23,4,2,2006,2006,2,4,0.0,493000.0,493000,0,0,4235,482
507,19,23,5,2,2005,2006,1,3,0.0,1612780.0,0,0,0,4235,482
507,19,23,6,4,2005,2005,1,3,0.0,376750.0,0,0,0,4235,482
507,19,23,7,3,2004,2005,1,3,0.0,545600.0,0,0,0,4235,482
507,19,23,8,2,2004,2005,2,4,2.0,1601280.0,848680,0,0,4235,482
507,19,23,9,5,2002,2002,1,7,0.0,730000.0,0,0,0,4235,482
507,19,27,1,2,2008,2008,1,2,0.0,1300000.0,0,0,0,593,0
507,19,27,2,11,2008,2008,1,2,0.0,250000.0,0,0,0,300,0
509,01,29,1,2,2001,2006,2,2,5.0,2050000.0,1025000,0,0,850,175
509,01,29,2,5,2002,2002,2,2,4.0,250000.0,100000,0,0,180,25
509,01,29,3,6,2005,2005,1,1,0.0,-1.0,0,0,0,1203,175
509,01,29,4,9,2002,2008,1,2,4.0,330000.0,110000,0,0,600,100
509,01,29,5,10,2004,2004,1,2,0.0,850000.0,0,0,0,1203,175
509,01,29,6,11,2000,2005,3,4,3.0,250000.0,110000,0,0,750,150
509,01,31,1,9,2004,2005,1,2,4.0,250000.0,40000,0,0,1716,720
509,01,31,2,15,2005,2006,1,2,4.0,1350000.0,350000,0,0,1716,720
509,01,31,3,10,2006,2008,1,6,4.0,3400000.0,150000,0,0,1716,720
509,01,31,4,10,2008,2008,1,1,4.0,2200000.0,50000,0,0,1716,720
509,01,31,5,15,2007,2007,1,4,0.0,170000.0,170000,0,0,1716,720
509,01,31,6,5,2003,2008,2,4,2.0,700000.0,280000,0,0,1330,550
509,01,31,7,2,2004,2006,1,4,2.0,1100000.0,550000,0,0,1716,600
509,01,31,8,15,2003,2005,3,4,2.0,300000.0,200000,0,0,1716,720
509,03,11,1,5,2004,2006,1,6,7.0,-1.0,0,0,0,400,50
509,03,11,2,4,2004,2006,1,2,0.0,-1.0,0,0,0,400,50
509,03,11,3,2,1997,1999,1,1,0.0,-1.0,0,0,0,820,200
509,03,11,4,6,1997,1999,1,1,0.0,-1.0,0,0,0,235,109
509,03,21,1,2,2002,2015,1,3,7.0,2915.0,1457,0,0,1500,235
509,03,21,2,5,2002,2010,2,3,7.0,1918.0,575,0,0,1936,0
509,03,21,3,10,2004,2005,1,1,7.0,1598.0,239,0,0,1000,220
