tinh,huyen,xa,madt,ngaydt,thangdt,ngayct,thangct,m1c1,m1c2,m1c3,m1c4,m1c5,m1c6,m1c7,m1c8,m1c9,m1c10,m1c11a,m1c11b,m1c11c,m1c12a,m1c12b,m1c12c,m1c13,m1c14,m1c15,m2c1a,m2c1b,m2c1c,m2c2,m2c3a,m2c3b,m2c3c,m2c4,m2c5a,m2c5b,m2c5c,m2c6,m2c7a,m2c7b,m2c7c,m2c7d,m2c7e,m2c7f,m2c7g,m2c8,m3c1,m3c2,m3c2a1,m3c2a2,m3c2a3,m3c3,m3c4a,m3c4b,m3c4c,m3c4a1,m3c4a2,m3c4a3,m3c5,m4c1,m4c25a_1,m4c25a_2,m4c25a_3,m4c25a_4,m4c25b_1,m4c25b_2,m4c25b_3,m4c25b_4,m4c25c_1,m4c25c_2,m4c25c_3,m4c25c_4,m4c26,m4c27,m4c28a,m4c28b,m4c28c,m4c29,m4c30,m4c31,m4c32a,m4c32b,m4c32c,m4c33,m4c34,m4c35,m4c36a,m4c36b,m4c36c,m4c37a,m4c37b,m4c37c,m5c1,m5c2,m5c3,m5c4,m5c5,m5c6,m5c7,m5c8,m5c9,m5c10,m5c11,m5c12,m5c13a,m5c13b,m5c14,m5c15a,m5c15b,m5c15c,m5c16,m5c17,m5c18,m5c19,m5c20,m5c21,m5c22,m5c23a,m5c23b,m6c1,m6c2,m6c3,m6c4,m6c5,m6c6,m6c7,m6c16,m6c17,m6c18,m6c19,m6c20,m6c21,m6c22,m6c23,m6c24a,m6c24b,m6c24c,m6c25,m6c26,m6c27,m6c28,m6c29a,m6c29b,m6c29c,m6c30,m7c1a,m7c1b,m7c1c,m7c2,m7c3a,m7c3b,m7c3c,m7c4a,m7c4b,m7c4c,m7c5,m8c1a,m8c1b,m8c1c,m8c2,m8c3,m8c4,m8c5,m8c6,m8c7,m8c8,m9c1a,m9c1b,m9c1c,m9c1d,m9c1e,m9c2,m7c10,m7c11,m7c12,m7c13,m7c14,m7c15,m7c16,m8c9,m8c10a1,m8c10a2,m8c10a3,m8c10b1,m8c10b2,m8c10b3,m8c10c1,m8c10c2,m8c10c3,m8c11a,m8c11b,m8c11c,m8c12,m8c13,m8c14,m8c15a,m8c15b,m8c15c,m8c15d,m8c15e
221,19,37,10,23,6,23,6,6.33,9,1851,3,17,6846,16,1058,80,44,1,0,,1,0,,3,2,2,1,7,10.0,1,2.0,1.0,12.0,1,3.0,0.0,,168,117,70,45,9,18,0,168,0,2,,,,,,,,,,,,,1,60,50,40,60,60,50,40,60,50,40,35,50,2,3.0,,,,,,,,,,6,2,1,2,4.0,0.0,2,6.0,10.0,1,12.0,1.0,1,,12,1,2,,,2,1.5,6,3.0,1,1.0,2.0,0.0,1,1.0,1,2,1,2,2,4,4,1,1,1,2,2,2,2,2,,,,,1,2.0,,,,,,1,2.0,,,,,,13,5.0,4.0,1,5.0,7.0,6.0,1.0,2.0,4.0,2,1,3.0,5.0,9,0,2,0,0,0,0,1,2.0,8.0,4.0,5.0,1,1,1.0,2.0,2.0,3.0,2.0,2.0,2,,,,8.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0
221,19,45,10,16,9,16,9,12.5,10,1971,0,0,8181,20,46,58,23,1,0,,8,2,1.0,4,2,2,1,3,4.0,1,4.0,1.0,12.0,2,,,,347,108,2,6,0,142,2,0,0,1,0.0,,,,2.0,,,,,,,1.0,2,80,80,20,20,80,70,70,70,80,40,20,20,2,10.0,,,,,,,,,,4,1,1,4,0.0,,5,1.0,4.0,1,12.0,3.0,1,,12,4,2,,,2,4.0,6,3.0,2,,,,1,1.0,1,1,2,2,2,5,5,1,1,2,2,2,2,2,1,2000.0,2.0,,,1,2.0,,,,,,1,1.0,262.0,30.0,15.0,15.0,1.0,8,5.0,4.0,2,,,,1.0,5.0,2.0,2,0,,,0,0,0,0,0,0,7,8,1.0,4.0,6.0,2.0,1,1,1.0,3.0,2.0,3.0,1.0,2.0,2,,,,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,,0,,,,,
225,03,22,7,10,10,9,10,56.15,17,3825,295,0,14338,810,0,0,0,1,18,4.0,1,3,0.0,1,2,2,4,7,1.0,1,4.0,2.0,7.0,1,2.0,4.0,6.0,43,438,210,49,0,0,0,0,0,1,200.0,1.0,2.0,3.0,2.0,,,,,,,1.0,2,70,70,70,50,50,50,50,50,30,30,30,30,1,,3.0,1.0,4.0,30.0,80.0,1.0,5.0,3.0,0.0,3,2,1,4,6.0,0.0,6,9.0,1.0,1,12.0,1.0,1,,5,1,1,2.0,1.0,1,,60,2.0,2,,,,1,1.0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1999.0,1.0,113.0,89.0,1,1.0,42.0,350.0,120.0,60.0,1.0,1,1.0,35.0,350.0,120.0,60.0,1.0,17,11.0,9.0,1,7.0,4.0,5.0,3.0,1.0,2.0,2,1,2.0,3.0,65,0,45,2,8,8,69,8,1.0,2.0,6.0,4.0,1,1,1.0,1.0,3.0,1.0,1.0,2.0,0,,,,,,,,,,,,,1,17.0,10,0.0,0.0,0.0,0.0,0.0
225,03,23,6,20,7,15,7,48.5,9,658,4,0,3148,16,0,13,9,1,2,18.0,1,0,,4,1,1,1,2,3.0,1,1.0,2.0,3.0,1,2.0,3.0,0.0,58,120,0,0,0,0,0,0,4,1,1.0,2.0,0.0,,2.0,,,,,,,1.0,3,60,60,-3,60,50,50,-3,60,-3,-3,-3,-3,2,40.0,,,,,,,,,,10,2,1,2,4.0,0.0,7,4.0,6.0,1,12.0,1.0,1,,12,1,2,,,1,,2,2.0,2,,,,1,1.0,1,2,1,1,2,5,5,1,1,2,1,2,2,2,1,1993.0,2.0,,,2,,,,,,,1,1.0,15.0,100.0,40.0,10.0,1.0,5,13.0,10.0,1,6.0,5.0,3.0,4.0,5.0,1.0,2,0,,,0,0,0,0,0,0,12,4,5.0,6.0,1.0,0.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
225,05,15,11,10,7,5,7,23.9,12,2775,0,0,12932,0,0,-1,-1,1,3,2.0,1,2,3.0,4,2,2,1,0,,1,2.0,1.0,8.0,2,,,,62,125,0,0,0,0,0,0,3,2,,,,,,,,,,,,,1,60,50,40,50,60,50,40,50,-3,-3,-3,-3,2,4.5,,,,,,,,,,10,2,1,2,4.0,3.0,1,4.0,10.0,1,12.0,1.0,1,,12,1,2,,,2,0.5,30,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,1,3,5,1,1,2,2,2,2,2,2,,,,,1,1.0,47.0,90.0,45.0,0.0,1.0,1,2.0,,,,,,1,5.0,13.0,1,7.0,4.0,3.0,3.0,5.0,4.0,2,8,5.0,3.0,6,0,4,0,0,0,323,8,6.0,10.0,2.0,4.0,1,1,1.0,3.0,2.0,1.0,1.0,1.0,3,6.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,1,12.0,12,0.0,0.0,0.0,12.0,0.0
225,06,17,22,18,9,18,9,38.91,9,2180,950,0,8228,3720,0,0,0,1,2,4.0,2,3,8.0,1,2,2,1,7,8.0,1,2.0,3.0,1.0,1,2.0,3.0,4.0,20,298,13,147,0,0,0,0,0,1,1.0,3.0,1.0,0.0,2.0,,,,,,,1.0,1,70,70,70,70,70,70,70,70,50,50,50,50,2,4.0,,,,,,,,,,5,2,1,2,4.0,3.0,1,3.0,5.0,1,12.0,2.0,1,,12,2,2,,,2,5.0,4,2.0,1,2.0,0.0,,1,1.0,1,2,1,2,2,5,5,1,1,2,2,2,2,2,2,,,,,2,,,,,,,1,2.0,,,,,,5,0.0,,1,7.0,4.0,5.0,1.0,4.0,2.0,2,1,0.0,,9,0,3,0,0,0,30,2,8.0,4.0,6.0,1.0,1,1,1.0,3.0,2.0,1.0,1.0,2.0,0,,,,,,,,,,,,,1,3.0,1,1.0,0.0,0.0,0.0,0.0
225,06,25,22,2,7,2,7,34.28,9,1259,146,0,5122,639,18,4,2,1,2,7.0,8,0,,4,2,2,1,3,9.0,1,1.0,3.0,2.0,1,5.0,4.0,3.0,70,111,32,45,0,0,60,3,0,2,,,,,,,,,,,,,1,70,70,-3,70,70,70,-3,70,-3,-3,-3,-3,2,14.0,,,,,,,,,,10,2,1,4,2.0,3.0,1,5.0,10.0,1,12.0,1.0,1,,12,2,2,,,2,2.0,24,3.0,2,,,,1,1.0,1,2,1,2,2,5,5,1,2,2,2,1,2,2,2,,,,,2,,,,,,,1,2.0,,,,,,17,0.0,,1,4.0,5.0,7.0,1.0,2.0,4.0,2,8,1.0,0.0,4,0,4,0,0,0,83,1,6.0,8.0,4.0,2.0,1,1,2.0,3.0,2.0,2.0,1.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
225,07,07,20,7,6,7,6,62.95,15,701,0,11,3407,0,45,45,30,2,9,15.0,1,0,,5,1,1,1,2,9.0,1,1.0,3.0,4.0,1,2.0,0.0,,250,38,356,1735,13,101,38,701,1,1,2.0,1.0,2.0,0.0,2.0,,,,,,,1.0,1,50,50,-1,-1,50,50,-1,-1,-1,-1,-1,-1,2,12.0,,,,,,,,,,2,2,2,2,0.0,,3,4.0,6.0,1,12.0,1.0,2,6.0,12,4,2,,,2,6.0,1,3.0,2,,,,1,1.0,1,2,2,2,2,8,8,1,1,2,2,2,2,2,1,2001.0,1.0,21.0,10.0,2,,,,,,,1,1.0,9.0,0.0,0.0,0.0,1.0,5,8.0,9.0,1,9.0,0.0,,3.0,0.0,,1,4,6.0,8.0,0,0,0,0,0,0,27,3,5.0,6.0,0.0,,1,1,1.0,5.0,2.0,1.0,1.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
225,11,15,44,16,9,16,9,12.18,4,504,0,0,2119,0,0,8,6,1,9,18.0,8,7,1.0,1,2,2,1,3,9.0,1,1.0,3.0,7.0,2,,,,0,0,0,83,83,0,0,38,0,2,,,,,,,,,,,,,1,50,50,50,50,50,50,50,50,50,50,50,50,2,8.0,,,,,,,,,,4,1,1,2,4.0,3.0,1,2.0,4.0,1,12.0,1.0,1,,10,4,1,2.0,2.5,2,1.0,1,3.0,1,2.0,0.0,,1,1.0,1,2,2,2,2,5,5,1,1,2,2,2,2,2,1,1998.0,1.0,14.0,8.0,2,,,,,,,1,1.0,20.0,0.0,0.0,0.0,2.0,1,2.0,3.0,1,4.0,0.0,,1.0,5.0,7.0,2,0,,,0,0,0,0,0,0,0,8,11.0,0.0,,,2,1,2.0,3.0,2.0,5.0,1.0,2.0,3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2,,0,,,,,
225,12,03,38,20,7,19,7,63.07,9,884,11,0,3634,45,46,38,47,1,2,15.0,1,0,,1,2,2,1,2,3.0,1,1.0,2.0,3.0,1,2.0,3.0,4.0,112,0,15,187,0,32,5,824,1,1,1.0,5.0,0.0,,2.0,,,,,,,1.0,1,60,50,50,60,50,50,50,60,-3,-3,-3,-3,2,4.0,,,,,,,,,,6,1,1,4,0.0,,3,5.0,6.0,1,12.0,1.0,1,,12,4,2,,,2,-1.0,-1,,1,2.0,0.0,,1,1.0,1,1,2,2,2,5,5,1,1,2,2,2,2,2,1,1994.0,2.0,,,2,,,,,,,1,1.0,45.0,0.0,15.0,0.0,1.0,5,9.0,11.0,2,,,,1.0,2.0,4.0,2,3,5.0,0.0,0,0,0,0,0,0,31,1,8.0,0.0,,,1,1,2.0,3.0,2.0,3.0,1.0,2.0,0,,,,,,,,,,,,,2,,1,0.0,0.0,1.0,0.0,0.0
225,12,05,38,29,6,27,6,31.2,8,734,2,3,3461,14,11,28,19,1,2,0.0,8,0,,1,2,2,1,3,9.0,1,1.0,4.0,11.0,1,1.0,2.0,3.0,127,57,92,1018,0,0,0,734,0,1,2.0,9.0,,,2.0,,,,,,,1.0,1,50,50,50,60,-3,50,50,60,-3,-3,-3,-3,2,3.0,,,,,,,,,,4,2,1,2,4.0,0.0,1,3.0,9.0,1,12.0,1.0,1,,12,1,2,,,2,3.0,36,3.0,2,,,,1,1.0,2,2,2,1,2,5,6,1,2,2,2,2,2,2,1,2005.0,2.0,,,2,,,,,,,2,,,,,,,5,7.0,8.0,1,2.0,3.0,5.0,1.0,2.0,6.0,2,0,,,0,0,0,0,0,0,-1,6,7.0,8.0,10.0,0.0,1,1,2.0,2.0,2.0,2.0,2.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
225,13,17,42,15,9,10,9,55.15,14,1402,2,0,6945,41,47,26,4,1,2,9.0,8,0,,4,2,2,1,7,9.0,1,1.0,2.0,3.0,1,2.0,5.0,0.0,299,112,217,525,35,0,4,0,0,2,,,,,,,,,,,,,1,60,50,50,60,60,50,50,60,30,30,30,30,1,,1.0,2.0,3.0,70.0,80.0,2.0,,,,8,2,1,2,4.0,0.0,1,5.0,0.0,1,12.0,1.0,1,,12,1,2,,,2,1.0,1,2.0,1,1.0,0.0,,1,1.0,2,2,2,2,1,5,9,1,1,2,2,2,2,2,1,1995.0,2.0,,,1,2.0,,,,,,1,1.0,23.0,105.0,0.0,15.0,1.0,5,9.0,11.0,2,,,,1.0,5.0,4.0,2,4,8.0,0.0,0,0,0,0,0,0,54,1,4.0,8.0,0.0,,1,1,1.0,3.0,1.0,1.0,1.0,3.0,0,,,,,,,,,,,,,2,,0,,,,,
225,17,11,35,26,6,26,6,28.53,15,2043,8,3,8936,34,19,112,87,1,18,4.0,1,2,0.0,3,2,2,1,3,7.0,1,1.0,2.0,3.0,1,3.0,5.0,6.0,185,34,86,620,3,240,69,185,1,1,2.0,1.0,2.0,5.0,2.0,,,,,,,1.0,1,80,80,80,80,80,80,80,80,70,60,60,60,1,,1.0,2.0,3.0,85.0,80.0,2.0,,,,8,1,1,2,4.0,3.0,6,8.0,10.0,1,12.0,1.0,1,,12,1,1,1.0,,1,,4,2.0,2,,,,1,1.0,1,1,1,2,2,4,4,1,1,1,2,2,2,2,1,1993.0,1.0,-1.0,0.0,1,2.0,,,,,,1,1.0,45.0,160.0,50.0,10.0,1.0,8,7.0,12.0,1,4.0,7.0,8.0,4.0,2.0,1.0,2,1,5.0,8.0,18,0,4,0,0,0,61,6,8.0,10.0,1.0,2.0,2,1,1.0,2.0,1.0,1.0,1.0,3.0,0,,,,,,,,,,,,,2,,0,,,,,
225,19,19,26,16,7,16,7,71.4,11,987,5,0,4528,96,134,47,84,1,18,2.0,8,0,,4,2,2,1,2,0.0,1,1.0,4.0,7.0,1,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,7.0,9.0,,,2.0,,,,,,,1.0,1,70,-3,-3,-3,-3,50,-3,60,-3,-3,-3,-3,2,5.0,,,,,,,,,,4,1,1,2,3.0,4.0,4,6.0,8.0,1,12.0,1.0,1,,12,1,2,,,1,,2,3.0,1,1.0,2.0,0.0,1,1.0,1,1,1,1,2,5,5,1,1,2,2,2,2,2,1,1976.0,2.0,,,2,,,,,,,1,1.0,104.0,110.0,90.0,32.0,2.0,17,0.0,,2,,,,1.0,3.0,5.0,2,8,0.0,,0,0,0,0,0,0,28,8,13.0,3.0,2.0,5.0,1,1,1.0,5.0,1.0,1.0,2.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
225,19,25,26,14,9,15,9,761.0,8,250,5,0,2000,15,3,0,0,9,1,2.0,1,7,8.0,5,2,1,1,2,7.0,1,1.0,2.0,3.0,1,2.0,1.0,3.0,91,85,60,507,7,68,5,0,0,1,1.0,2.0,3.0,5.0,2.0,,,,,,,1.0,1,70,70,70,50,50,50,50,50,30,30,30,20,1,,1.0,2.0,3.0,85.0,90.0,2.0,,,,6,2,2,2,3.0,4.0,1,8.0,5.0,1,12.0,1.0,1,,12,1,2,,,1,,3,2.0,1,2.0,0.0,,1,1.0,1,2,1,1,1,8,8,2,2,2,1,2,2,2,1,1976.0,2.0,,,1,2.0,,,,,,1,1.0,20.0,30.0,0.0,35.0,1.0,9,16.0,17.0,2,,,,1.0,4.0,0.0,2,8,0.0,,0,0,0,0,0,0,0,3,4.0,5.0,8.0,2.0,1,1,2.0,2.0,2.0,1.0,2.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
225,21,05,28,30,6,28,6,10.2,10,2107,0,0,7421,17,9,86,64,1,0,,1,2,0.0,4,2,2,1,7,9.0,1,1.0,2.0,3.0,1,1.0,2.0,3.0,92,115,42,56,3,0,7,0,1,1,6.0,4.0,5.0,0.0,2.0,,,,,,,1.0,2,70,70,60,70,70,70,60,70,-3,-3,-3,-3,2,10.0,,,,,,,,,,3,1,1,2,3.0,4.0,1,2.0,3.0,1,12.0,1.0,1,,12,1,2,,,2,0.8,4,2.0,1,1.0,2.0,0.0,1,1.0,1,2,1,1,1,5,5,1,1,2,2,2,2,2,1,1999.0,2.0,,,1,1.0,43.0,95.0,45.0,0.0,1.0,1,1.0,36.0,100.0,50.0,0.0,1.0,5,13.0,14.0,1,4.0,7.0,0.0,1.0,2.0,0.0,2,1,0.0,,6,0,1,0,0,0,183,1,2.0,8.0,10.0,0.0,1,1,1.0,2.0,1.0,1.0,1.0,2.0,2,,,,10.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,2,,0,,,,,
225,21,13,28,20,6,18,6,83.0,17,1651,0,3,6138,0,11,52,43,1,2,4.0,1,2,0.0,4,2,2,1,2,7.0,1,1.0,2.0,4.0,1,1.0,2.0,3.0,156,103,41,181,0,0,31,0,1,2,,,,,,,,,,,,,3,60,60,40,60,60,60,40,60,-3,-3,-3,-3,2,15.0,,,,,,,,,,4,1,1,2,3.0,4.0,1,2.0,3.0,1,12.0,1.0,1,,12,4,2,,,2,4.0,4,2.0,1,2.0,0.0,,1,1.0,1,2,2,1,1,5,5,1,1,2,2,2,2,2,1,2000.0,2.0,,,1,1.0,27.0,80.0,45.0,0.0,1.0,1,1.0,33.0,60.0,50.0,0.0,1.0,5,13.0,14.0,1,4.0,5.0,7.0,1.0,4.0,0.0,2,1,0.0,,11,0,3,0,0,0,310,1,8.0,0.0,,,1,1,1.0,3.0,3.0,1.0,1.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
225,21,19,28,15,9,15,9,6.3,6,2085,13,5,7097,52,21,45,34,1,4,0.0,1,2,8.0,2,2,2,1,4,7.0,1,1.0,2.0,3.0,1,1.0,2.0,3.0,111,315,26,31,0,415,11,0,1,1,11.0,1.0,3.0,6.0,2.0,,,,,,,1.0,2,80,50,50,50,80,50,50,50,40,30,30,30,1,,1.0,2.0,3.0,96.0,98.0,1.0,5.0,0.0,,3,1,1,2,3.0,4.0,1,2.0,5.0,1,12.0,1.0,1,,12,1,2,,,2,1.0,4,2.0,1,1.0,2.0,0.0,1,1.0,1,2,1,1,2,5,5,1,1,1,2,2,2,2,1,1999.0,2.0,,,1,1.0,46.0,90.0,45.0,0.0,1.0,1,1.0,56.0,90.0,45.0,0.0,1.0,5,13.0,14.0,1,4.0,7.0,0.0,1.0,2.0,4.0,2,1,0.0,,11,0,0,0,0,0,61,1,2.0,5.0,8.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,2,,0,,,,,
225,21,27,28,26,6,25,6,10.44,5,1850,0,0,7191,33,17,110,123,1,0,,1,2,0.0,2,2,2,1,0,,1,1.0,2.0,4.0,1,1.0,2.0,3.0,74,156,27,59,1,0,9,0,1,1,17.0,4.0,5.0,0.0,2.0,,,,,,,1.0,2,70,70,50,70,70,70,50,70,-3,-3,-3,-3,2,4.0,,,,,,,,,,2,2,1,2,4.0,3.0,1,3.0,5.0,1,12.0,1.0,1,,12,1,2,,,1,,4,2.0,1,1.0,2.0,0.0,1,1.0,1,2,1,1,1,5,5,1,1,2,2,2,2,2,1,1999.0,2.0,,,1,1.0,41.0,90.0,45.0,0.0,1.0,1,1.0,53.0,80.0,50.0,0.0,1.0,5,13.0,14.0,1,4.0,5.0,7.0,1.0,2.0,4.0,2,1,8.0,0.0,5,0,1,0,0,0,225,1,2.0,6.0,8.0,10.0,1,1,1.0,2.0,3.0,1.0,1.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,2,,0,,,,,
225,21,33,28,24,6,24,6,74.92,5,1762,0,2,7067,0,9,179,206,1,0,,1,2,8.0,4,2,2,1,2,7.0,1,1.0,2.0,4.0,1,1.0,2.0,3.0,128,115,31,93,0,0,11,0,2,1,13.0,1.0,4.0,5.0,2.0,,,,,,,1.0,2,70,70,65,70,70,70,65,70,-3,-3,-3,-3,2,15.0,,,,,,,,,,3,1,1,2,3.0,4.0,1,2.0,4.0,1,12.0,1.0,1,,12,1,2,,,1,,4,2.0,1,1.0,2.0,0.0,1,1.0,1,2,1,1,1,5,5,1,1,1,2,1,1,2,1,1998.0,2.0,,,1,1.0,37.0,90.0,45.0,0.0,1.0,1,1.0,38.0,100.0,45.0,0.0,1.0,5,13.0,14.0,1,4.0,7.0,0.0,1.0,0.0,,2,1,0.0,,5,0,0,0,0,0,312,1,2.0,8.0,10.0,0.0,1,1,1.0,3.0,1.0,1.0,1.0,2.0,2,,,,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2,,1,1.0,0.0,0.0,0.0,0.0
225,21,39,28,20,9,20,9,57.7,15,1651,9,3,6138,31,13,52,43,1,2,4.0,1,8,2.0,4,2,2,1,2,7.0,1,1.0,2.0,4.0,1,2.0,3.0,4.0,106,385,31,215,0,689,13,0,1,1,0.0,,,,2.0,,,,,,,2.0,2,70,60,60,60,70,60,60,60,50,30,30,30,1,,1.0,2.0,3.0,98.0,95.0,1.0,2.0,5.0,0.0,4,1,1,2,3.0,4.0,1,2.0,3.0,1,12.0,1.0,1,,12,2,2,,,2,3.0,1,2.0,1,2.0,0.0,,1,1.0,1,2,1,1,1,5,5,1,1,1,2,2,2,2,1,2000.0,2.0,,,1,1.0,38.0,90.0,45.0,0.0,1.0,1,1.0,42.0,100.0,45.0,0.0,1.0,5,13.0,14.0,1,4.0,7.0,0.0,1.0,2.0,4.0,2,0,,,5,0,0,0,0,0,89,1,5.0,8.0,10.0,0.0,1,1,1.0,2.0,1.0,1.0,1.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
225,25,05,15,2,8,2,8,16.8,12,1708,4,5,6399,83,71,71,83,1,4,2.0,8,2,0.0,3,2,2,1,7,4.0,1,2.0,1.0,11.0,1,2.0,3.0,1.0,80,13,27,247,0,0,0,80,0,1,2.0,2.0,1.0,4.0,2.0,,,,,,,1.0,2,70,80,-3,80,-3,-3,-3,70,-3,-3,-3,-3,2,11.0,,,,,,,,,,12,2,1,4,2.0,3.0,5,7.0,1.0,1,12.0,1.0,1,,12,1,2,,,1,,10,3.0,1,2.0,0.0,,1,1.0,1,2,1,2,2,5,9,1,1,2,2,2,2,2,1,1997.0,2.0,,,2,,,,,,,1,1.0,54.0,110.0,45.0,20.0,1.0,13,3.0,5.0,1,7.0,5.0,6.0,2.0,4.0,1.0,2,5,8.0,0.0,4,0,0,1,0,0,44,4,2.0,6.0,1.0,8.0,1,1,2.0,7.0,1.0,1.0,1.0,3.0,2,,,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,3.0,2,0.0,0.0,0.0,2.0,0.0
225,25,11,26,16,7,16,7,11.4,16,2039,2,0,8686,7,0,129,106,1,4,0.0,8,0,,3,2,2,1,7,6.0,1,1.0,2.0,11.0,1,2.0,3.0,4.0,108,88,35,60,0,60,0,108,0,1,1.0,1.0,5.0,4.0,2.0,,,,,,,1.0,2,50,-3,-3,-3,50,-3,-3,-3,-3,-3,-3,-3,2,5.0,,,,,,,,,,12,1,1,4,3.0,2.0,8,5.0,1.0,1,12.0,2.0,1,,12,2,2,,,2,6.0,20,3.0,1,2.0,0.0,,1,1.0,1,2,1,1,1,5,9,1,1,2,2,2,2,2,1,1998.0,2.0,,,2,,,,,,,1,1.0,32.0,0.0,40.0,13.0,1.0,1,6.0,13.0,1,7.0,6.0,5.0,4.0,2.0,1.0,2,5,4.0,3.0,15,0,0,1,0,0,220,8,1.0,10.0,2.0,6.0,1,1,1.0,3.0,2.0,3.0,1.0,3.0,1,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1,3.0,3,3.0,0.0,0.0,0.0,0.0
225,25,17,15,7,9,7,9,27.1,14,1973,6,0,8435,24,40,131,169,1,4,6.0,8,0,,3,2,2,4,8,3.0,1,2.0,12.0,4.0,1,1.0,2.0,3.0,36,5,36,141,0,2,0,36,0,1,12.0,1.0,3.0,4.0,2.0,,,,,,,1.0,2,70,70,70,70,70,70,70,70,50,50,50,50,2,10.0,,,,,,,,,,12,2,1,4,2.0,3.0,2,5.0,10.0,1,12.0,2.0,1,,12,2,2,,,2,7.0,20,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,1,9,9,1,1,2,2,2,2,2,2,,,,,1,2.0,,,,,,1,2.0,,,,,,16,5.0,8.0,1,7.0,6.0,5.0,2.0,4.0,3.0,2,1,3.0,5.0,3,0,1,0,0,0,139,1,2.0,4.0,5.0,8.0,1,1,1.0,3.0,1.0,1.0,1.0,2.0,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1,5.0,0,,,,,
225,25,27,15,8,7,8,7,14.6,8,1209,0,0,5633,7,27,62,56,1,2,0.0,8,0,,2,2,2,1,3,7.0,1,1.0,11.0,2.0,1,2.0,0.0,,111,85,58,0,0,60,0,111,0,1,0.0,,,,2.0,,,,,,,1.0,2,70,-3,-3,-3,70,70,-3,60,-3,-3,-3,-3,2,5.0,,,,,,,,,,12,2,1,4,3.0,2.0,8,10.0,4.0,1,12.0,2.0,1,,12,1,2,,,1,,10,3.0,1,2.0,0.0,,1,1.0,1,2,1,1,1,1,9,1,1,2,2,2,2,2,1,1995.0,2.0,,,2,,,,,,,1,1.0,20.0,0.0,40.0,12.0,1.0,9,5.0,16.0,1,7.0,6.0,2.0,6.0,4.0,2.0,2,7,8.0,4.0,30,0,1,0,0,0,0,1,4.0,8.0,11.0,2.0,1,1,2.0,7.0,2.0,2.0,1.0,1.0,0,,,,,,,,,,,,,1,8.0,2,0.0,0.0,0.0,2.0,0.0
225,25,35,15,18,7,18,7,30.2,8,1728,0,0,8158,120,45,155,82,1,0,,8,0,,2,2,2,1,7,6.0,1,2.0,1.0,11.0,1,2.0,3.0,1.0,88,6,15,0,0,0,0,88,0,2,,,,,,,,,,,,,1,60,60,-3,50,-3,50,-3,50,-3,-3,-3,-3,2,10.0,,,,,,,,,,12,1,1,4,2.0,3.0,10,5.0,1.0,1,12.0,2.0,1,,12,2,2,,,1,,10,3.0,1,2.0,0.0,,1,1.0,1,2,1,1,1,1,9,1,1,1,2,2,2,2,2,,,,,1,1.0,27.0,0.0,30.0,12.0,2.0,1,1.0,30.0,0.0,40.0,12.0,2.0,16,8.0,9.0,1,7.0,5.0,4.0,1.0,2.0,5.0,2,7,3.0,8.0,3,0,0,0,0,0,108,1,4.0,11.0,2.0,6.0,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1,8.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,1,3.0,3,0.0,0.0,0.0,3.0,0.0
