tinh,huyen,xa,madt,ngaydt,thangdt,ngayct,thangct,m1c1,m1c2,m1c3,m1c4,m1c5,m1c6,m1c7,m1c8,m1c9,m1c10,m1c11a,m1c11b,m1c11c,m1c12a,m1c12b,m1c12c,m1c13,m1c14,m1c15,m2c1a,m2c1b,m2c1c,m2c2,m2c3a,m2c3b,m2c3c,m2c4,m2c5a,m2c5b,m2c5c,m2c6,m2c7a,m2c7b,m2c7c,m2c7d,m2c7e,m2c7f,m2c7g,m2c8,m3c1,m3c2,m3c2a1,m3c2a2,m3c2a3,m3c3,m3c4a,m3c4b,m3c4c,m3c4a1,m3c4a2,m3c4a3,m3c5,m4c1,m4c25a_1,m4c25a_2,m4c25a_3,m4c25a_4,m4c25b_1,m4c25b_2,m4c25b_3,m4c25b_4,m4c25c_1,m4c25c_2,m4c25c_3,m4c25c_4,m4c26,m4c27,m4c28a,m4c28b,m4c28c,m4c29,m4c30,m4c31,m4c32a,m4c32b,m4c32c,m4c33,m4c34,m4c35,m4c36a,m4c36b,m4c36c,m4c37a,m4c37b,m4c37c,m5c1,m5c2,m5c3,m5c4,m5c5,m5c6,m5c7,m5c8,m5c9,m5c10,m5c11,m5c12,m5c13a,m5c13b,m5c14,m5c15a,m5c15b,m5c15c,m5c16,m5c17,m5c18,m5c19,m5c20,m5c21,m5c22,m5c23a,m5c23b,m6c1,m6c2,m6c3,m6c4,m6c5,m6c6,m6c7,m6c16,m6c17,m6c18,m6c19,m6c20,m6c21,m6c22,m6c23,m6c24a,m6c24b,m6c24c,m6c25,m6c26,m6c27,m6c28,m6c29a,m6c29b,m6c29c,m6c30,m7c1a,m7c1b,m7c1c,m7c2,m7c3a,m7c3b,m7c3c,m7c4a,m7c4b,m7c4c,m7c5,m8c1a,m8c1b,m8c1c,m8c2,m8c3,m8c4,m8c5,m8c6,m8c7,m8c8,m9c1a,m9c1b,m9c1c,m9c1d,m9c1e,m9c2,m7c10,m7c11,m7c12,m7c13,m7c14,m7c15,m7c16,m8c9,m8c10a1,m8c10a2,m8c10a3,m8c10b1,m8c10b2,m8c10b3,m8c10c1,m8c10c2,m8c10c3,m8c11a,m8c11b,m8c11c,m8c12,m8c13,m8c14,m8c15a,m8c15b,m8c15c,m8c15d,m8c15e
107,07,09,6,17,9,17,9,8.2,2,1820,5,0,6982,18,250,112,26,1,4,0.0,1,2,0.0,2,2,2,1,7,9.0,1,1.0,2.0,7.0,1,3.0,0.0,,304,385,95,970,0,0,0,0,1,1,0.0,,,,2.0,,,,,,,1.0,1,60,60,60,60,60,60,60,60,40,40,40,40,2,10.0,,,,,,,,,,4,2,1,2,4.0,0.0,4,2.0,1.0,1,12.0,1.0,1,,12,1,2,,,1,,8,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,1,4,9,1,1,2,2,2,2,2,2,,,,,1,1.0,60.0,0.0,0.0,0.0,1.0,1,1.0,70.0,110.0,50.0,0.0,1.0,17,0.0,,1,6.0,0.0,,1.0,4.0,0.0,2,3,5.0,8.0,0,0,0,0,0,0,79,8,5.0,1.0,0.0,,1,1,1.0,7.0,2.0,1.0,2.0,3.0,0,,,,,,,,,,,,,1,1.0,1,1.0,0.0,0.0,0.0,0.0
107,07,15,6,20,6,20,6,7.0,3,2528,0,0,9987,6,170,153,53,1,2,0.0,1,0,,2,2,2,1,7,8.0,1,1.0,2.0,4.0,2,,,,336,350,17,1225,0,90,0,0,1,1,3.0,2.0,4.0,5.0,2.0,,,,,,,1.0,2,60,50,50,55,50,50,50,55,30,30,30,30,2,5.0,,,,,,,,,,30,2,1,2,4.0,0.0,5,8.0,4.0,1,12.0,1.0,1,,12,1,2,,,2,1.0,2,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,1,5,5,1,1,2,2,2,2,2,2,,,,,1,1.0,30.0,0.0,70.0,0.0,1.0,1,1.0,32.0,0.0,45.0,10.0,2.0,8,13.0,14.0,1,6.0,0.0,,4.0,1.0,0.0,2,1,3.0,5.0,20,0,3,0,0,0,105,5,6.0,1.0,0.0,,1,1,1.0,7.0,2.0,3.0,2.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,,0,,,,,
107,07,21,6,10,6,10,6,5.94,2,1612,0,0,6201,29,45,47,28,1,0,,1,0,,2,2,2,1,7,9.0,1,1.0,2.0,4.0,1,3.0,0.0,,249,181,45,995,0,0,0,0,0,1,1.0,1.0,0.0,,2.0,,,,,,,1.0,2,70,50,50,50,50,50,50,50,30,30,30,30,2,1.0,,,,,,,,,,20,2,1,2,4.0,0.0,5,8.0,4.0,1,12.0,1.0,1,,12,1,2,,,1,,4,3.0,1,1.0,2.0,0.0,1,1.0,2,1,1,1,1,9,9,1,1,2,2,2,2,2,2,,,,,1,1.0,30.0,0.0,120.0,0.0,1.0,1,1.0,150.0,150.0,60.0,10.0,1.0,2,7.0,8.0,1,1.0,6.0,0.0,3.0,1.0,5.0,2,8,0.0,,0,0,0,0,0,0,196,8,1.0,5.0,2.0,0.0,1,1,2.0,3.0,2.0,3.0,1.0,3.0,0,,,,,,,,,,,,,1,1.0,1,1.0,0.0,0.0,0.0,0.0
107,07,29,6,9,10,9,10,3.8,3,1671,6,0,5933,56,58,166,168,1,2,0.0,1,0,,2,2,2,1,9,7.0,1,1.0,2.0,7.0,1,3.0,0.0,,318,456,92,1025,0,0,0,0,0,1,0.0,,,,2.0,,,,,,,1.0,2,60,60,60,60,50,60,60,60,40,40,40,40,2,3.0,,,,,,,,,,6,1,1,2,4.0,0.0,4,2.0,1.0,1,12.0,1.0,1,,12,1,2,,,1,,4,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,2,9,9,1,1,2,2,2,2,2,2,,,,,1,1.0,17.0,0.0,50.0,0.0,1.0,1,1.0,80.0,0.0,42.0,0.0,1.0,17,0.0,,1,6.0,0.0,,1.0,4.0,0.0,2,1,3.0,5.0,21,0,6,0,0,0,53,8,5.0,0.0,,,1,1,2.0,7.0,2.0,3.0,2.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
107,07,39,6,5,7,5,7,4.3,4,1016,5,30,4026,20,110,64,36,1,5,0.0,1,0,,2,2,2,1,9,3.0,1,1.0,2.0,4.0,1,3.0,0.0,,147,218,15,626,0,0,0,0,1,1,1.0,5.0,0.0,,2.0,,,,,,,1.0,2,60,50,50,50,50,40,50,50,40,30,30,40,2,7.0,,,,,,,,,,14,1,1,2,4.0,0.0,1,3.0,5.0,1,12.0,1.0,1,,12,1,1,1.0,,1,,4,3.0,1,2.0,3.0,0.0,1,1.0,1,1,1,1,1,4,9,1,1,2,2,2,2,2,2,,,,,1,1.0,30.0,0.0,55.0,0.0,1.0,1,2.0,,,,,,17,0.0,,1,6.0,0.0,,1.0,4.0,0.0,2,4,0.0,,0,0,0,0,0,0,43,5,8.0,1.0,2.0,4.0,1,1,2.0,7.0,2.0,1.0,1.0,2.0,0,,,,,,,,,,,,,2,,0,,,,,
107,07,49,6,15,7,15,7,6.5,4,1168,1,6,4525,8,120,89,55,1,18,0.0,1,2,0.0,2,2,2,1,9,7.0,1,1.0,2.0,4.0,1,3.0,0.0,,183,150,21,690,0,0,0,0,0,1,1.0,4.0,0.0,,2.0,,,,,,,1.0,1,70,50,50,55,60,50,50,55,30,30,30,30,2,14.0,,,,,,,,,,12,2,1,2,4.0,0.0,4,3.0,5.0,1,12.0,1.0,1,,12,1,1,1.0,,1,,1,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,2,5,9,1,1,2,2,2,2,2,2,,,,,1,2.0,,,,,,1,1.0,20.0,0.0,40.0,10.0,1.0,13,0.0,,1,6.0,0.0,,1.0,4.0,0.0,2,3,8.0,0.0,0,0,0,0,0,0,41,5,4.0,8.0,1.0,0.0,1,1,2.0,3.0,2.0,3.0,1.0,3.0,2,,,,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,,0,,,,,
107,09,09,4,18,6,18,6,4.49,2,1256,2,15,4956,163,82,68,32,1,2,0.0,8,0,,2,2,2,1,4,9.0,1,1.0,2.0,4.0,1,3.0,4.0,0.0,152,80,12,3,0,0,6,0,1,1,6.0,3.0,0.0,,2.0,,,,,,,1.0,2,75,75,50,75,75,75,50,75,35,30,20,35,2,2.0,,,,,,,,,,3,2,1,3,4.0,0.0,5,8.0,10.0,1,12.0,2.0,1,,12,1,2,,,1,,2,2.0,2,,,,1,1.0,1,1,1,1,1,9,9,1,1,2,2,2,2,2,1,2000.0,2.0,,,1,1.0,60.0,60.0,50.0,2.0,1.0,1,1.0,142.0,70.0,50.0,2.0,1.0,8,5.0,0.0,1,7.0,0.0,,1.0,5.0,0.0,2,9,0.0,,0,0,0,0,0,0,85,8,11.0,1.0,4.0,5.0,1,1,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2,,2,0.0,0.0,0.0,0.0,0.0
107,09,17,4,17,9,17,9,9.7,3,2028,0,0,7321,1,12,16,7,1,0,,8,0,,4,2,2,1,7,9.0,1,1.0,0.0,,2,,,,282,224,0,8,0,60,4,0,0,1,0.0,,,,2.0,,,,,,,1.0,2,70,70,60,80,80,80,60,80,30,30,30,30,2,10.0,,,,,,,,,,33,1,1,2,4.0,3.0,5,8.0,4.0,1,12.0,1.0,1,,12,1,2,,,1,,6,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,1,4,9,1,1,2,2,2,2,2,2,,,,,1,1.0,30.0,0.0,20.0,5.0,1.0,1,1.0,40.0,0.0,30.0,5.0,1.0,17,0.0,,1,4.0,5.0,0.0,3.0,5.0,2.0,2,0,,,3,0,0,0,0,0,124,1,5.0,6.0,0.0,,1,1,2.0,2.0,1.0,1.0,1.0,2.0,0,,,,,,,,,,,,,1,3.0,3,0.0,0.0,0.0,0.0,0.0
107,09,25,4,12,6,12,6,4.14,3,933,7,0,3149,16,36,15,7,1,0,,8,2,0.0,4,2,2,1,3,7.0,1,1.0,3.0,11.0,1,3.0,0.0,,158,364,30,7,0,0,1,178,0,1,0.0,,,,2.0,,,,,,,1.0,1,80,80,-1,60,80,80,-1,80,-1,-1,-1,-1,2,13.0,,,,,,,,,,2,1,1,2,4.0,5.0,7,8.0,10.0,1,12.0,2.0,1,,12,1,2,,,1,,10,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,2,4,9,1,1,1,2,2,2,1,2,,,,,1,1.0,34.0,0.0,48.0,5.0,1.0,1,1.0,40.0,0.0,40.0,15.0,1.0,7,8.0,0.0,1,4.0,5.0,7.0,1.0,5.0,0.0,2,5,0.0,,2,0,1,0,0,0,83,8,3.0,1.0,5.0,2.0,1,1,2.0,2.0,1.0,3.0,2.0,2.0,0,,,,,,,,,,,,,1,1.0,1,0.0,1.0,0.0,0.0,0.0
107,09,33,4,16,6,16,6,5.31,3,1242,0,0,4297,0,11,21,7,1,0,,8,2,0.0,4,2,2,1,9,7.0,1,1.0,11.0,2.0,2,,,,192,373,470,10,0,0,2,192,1,1,0.0,,,,2.0,,,,,,,1.0,1,80,70,50,70,60,70,50,70,-1,-1,-1,-1,2,7.0,,,,,,,,,,2,1,1,2,4.0,3.0,5,8.0,10.0,1,12.0,2.0,1,,12,2,2,,,2,3.0,2,2.0,2,,,,1,1.0,1,1,1,1,1,4,9,1,1,2,2,2,2,2,1,2000.0,2.0,,,1,1.0,14.0,0.0,48.0,30.0,1.0,1,1.0,56.0,0.0,40.0,50.0,1.0,5,8.0,0.0,1,4.0,7.0,0.0,1.0,4.0,0.0,2,0,,,2,0,1,0,0,0,54,1,2.0,4.0,8.0,11.0,1,1,1.0,2.0,1.0,1.0,1.0,2.0,4,,,,,,,,,,3.0,0.0,0.0,1,3.0,3,1.0,1.0,0.0,0.0,0.0
107,09,43,4,15,9,15,9,7.479,5,1697,312,87,6934,312,87,83,50,1,0,,8,2,0.0,4,2,2,1,2,7.0,1,1.0,2.0,4.0,1,3.0,0.0,,175,142,0,13,0,150,0,0,1,1,16.0,4.0,5.0,0.0,2.0,,,,,,,1.0,2,60,60,50,80,60,80,60,80,30,30,30,30,2,12.0,,,,,,,,,,3,1,1,4,2.0,5.0,5,8.0,10.0,1,-1.0,9.0,1,,12,1,1,1.0,,2,1.0,1,2.0,1,2.0,0.0,,1,1.0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,,,1,1.0,54.0,130.0,48.0,5.0,1.0,1,1.0,216.0,130.0,40.0,5.0,1.0,8,5.0,0.0,1,4.0,7.0,0.0,3.0,5.0,2.0,2,0,,,3,0,3,0,0,0,112,1,5.0,8.0,11.0,3.0,1,1,1.0,1.0,2.0,1.0,1.0,2.0,2,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5.0,5,1.0,1.0,0.0,0.0,0.0
107,09,49,4,9,6,10,6,5.03,4,1254,0,0,4353,35,60,14,8,1,0,,8,0,,4,2,2,1,4,9.0,1,1.0,2.0,3.0,2,,,,206,135,32,350,0,40,5,1145,0,1,1.0,1.0,5.0,0.0,2.0,,,,,,,1.0,2,80,70,50,80,80,70,50,80,-1,-1,-1,-1,2,12.0,,,,,,,,,,1,2,1,1,,,10,4.0,8.0,1,12.0,2.0,1,,12,2,2,,,2,5.0,2,2.0,2,,,,1,1.0,1,1,1,1,1,5,9,1,1,2,2,2,2,2,2,,,,,1,1.0,56.0,80.0,50.0,2.0,1.0,1,1.0,60.0,80.0,50.0,2.0,1.0,5,8.0,9.0,1,4.0,6.0,7.0,1.0,2.0,4.0,2,1,2.0,0.0,5,0,0,0,0,0,0,5,4.0,8.0,1.0,11.0,1,1,1.0,2.0,1.0,1.0,1.0,4.0,1,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2.0,2,1.0,1.0,0.0,0.0,0.0
107,11,13,5,20,6,20,6,6.79,6,2325,0,0,8491,5,3,133,63,1,0,,1,0,,2,2,2,1,7,8.0,1,1.0,2.0,3.0,2,,,,345,12,8,14,0,0,0,0,1,1,0.0,,,,2.0,,,,,,,1.0,2,80,80,80,80,60,60,60,60,-1,-1,-1,-1,2,5.0,,,,,,,,,,1,1,1,3,4.0,0.0,2,3.0,4.0,1,12.0,1.0,1,,12,1,2,,,1,,20,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,1,9,9,1,1,2,2,2,2,2,2,,,,,1,1.0,24.0,0.0,50.0,0.0,1.0,1,1.0,18.0,0.0,42.0,0.0,1.0,9,8.0,11.0,1,6.0,7.0,0.0,2.0,1.0,5.0,2,8,4.0,3.0,0,0,0,0,0,0,178,8,1.0,10.0,5.0,4.0,1,1,1.0,7.0,1.0,1.0,1.0,3.0,3,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2,,0,,,,,
107,11,21,5,27,6,27,6,3.14,3,734,0,0,3125,5,62,16,10,1,0,,1,0,,2,2,2,1,7,9.0,1,1.0,2.0,3.0,2,,,,209,20,12,15,0,15,5,0,2,1,0.0,,,,2.0,,,,,,,1.0,2,80,80,80,80,60,60,60,60,-1,-1,-1,-1,2,1.0,,,,,,,,,,1,1,1,3,4.0,0.0,1,2.0,8.0,1,12.0,2.0,1,,12,3,2,,,2,1.5,20,3.0,1,2.0,0.0,,1,1.0,1,1,1,2,2,9,9,1,1,2,2,2,2,2,1,1999.0,2.0,,,1,1.0,18.0,0.0,50.0,0.0,1.0,1,1.0,21.0,0.0,42.0,0.0,1.0,9,8.0,11.0,2,,,,1.0,2.0,5.0,2,8,6.0,0.0,0,0,0,0,0,0,72,1,2.0,8.0,10.0,12.0,1,1,2.0,7.0,2.0,1.0,1.0,3.0,3,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2,,0,,,,,
107,11,29,5,12,9,12,9,8.44,4,2156,5,0,8723,15,15,135,184,1,6,0.0,1,2,0.0,2,2,2,1,7,10.0,1,1.0,3.0,12.0,2,,,,341,25,14,21,0,0,5,0,1,1,1.0,1.0,4.0,2.0,2.0,,,,,,,1.0,1,80,80,60,60,60,60,60,60,30,30,30,30,2,9.0,,,,,,,,,,1,1,1,3,4.0,2.0,8,5.0,1.0,1,12.0,2.0,1,,12,2,2,,,2,2.0,6,3.0,1,2.0,0.0,,1,1.0,1,2,1,1,1,9,9,1,1,2,2,2,2,2,2,,,,,1,1.0,20.0,15.0,50.0,0.0,1.0,1,1.0,72.0,0.0,42.0,0.0,1.0,5,14.0,13.0,1,6.0,7.0,5.0,1.0,2.0,4.0,2,8,4.0,3.0,0,0,0,0,0,0,162,8,1.0,10.0,5.0,3.0,1,1,1.0,1.0,2.0,1.0,2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,1,4.0,4,0.0,0.0,4.0,0.0,0.0
107,11,39,5,10,6,10,6,9.48,9,2213,0,0,8874,4,41,32,75,1,0,,1,2,0.0,2,2,2,1,7,9.0,1,1.0,3.0,7.0,2,,,,306,18,8,5,0,0,4,0,1,1,0.0,,,,2.0,,,,,,,1.0,2,75,75,75,75,60,60,60,60,-1,-1,-1,-1,2,13.0,,,,,,,,,,1,1,1,4,3.0,0.0,2,8.0,4.0,1,12.0,2.0,1,,12,3,2,,,2,1.0,6,3.0,1,2.0,0.0,,1,1.0,1,1,1,1,1,9,9,1,1,2,2,2,2,2,2,,,,,1,1.0,16.0,0.0,50.0,0.0,1.0,1,1.0,35.0,0.0,42.0,0.0,1.0,9,7.0,5.0,2,,,,2.0,1.0,5.0,2,8,3.0,6.0,0,0,0,0,0,0,204,8,1.0,10.0,5.0,12.0,1,1,1.0,7.0,2.0,1.0,1.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,4.0,0.0,2,,0,,,,,
107,13,07,9,16,6,16,6,5.977,6,1980,1,0,7920,6,120,127,34,1,38,0.0,8,1,0.0,2,2,2,1,7,10.0,1,1.0,2.0,12.0,2,,,,249,224,19,38,27,36,0,1405,0,1,9.0,1.0,2.0,4.0,2.0,,,,,,,1.0,2,70,65,80,70,60,65,70,70,55,60,60,50,2,4.0,,,,,,,,,,12,1,1,4,3.0,2.0,5,1.0,4.0,1,12.0,2.0,1,,12,2,2,,,2,3.0,20,3.0,1,1.0,2.0,0.0,1,1.0,1,2,1,1,1,9,9,1,1,2,2,2,2,2,2,,,,,1,1.0,38.0,78.0,50.0,4.0,2.0,1,1.0,147.0,85.0,42.0,4.0,2.0,8,9.0,13.0,1,7.0,5.0,4.0,1.0,3.0,2.0,2,5,8.0,0.0,1,0,1,0,0,0,90,8,1.0,4.0,5.0,2.0,1,1,1.0,3.0,2.0,1.0,2.0,2.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1,6.0,6,6.0,6.0,0.0,0.0,0.0
107,13,17,9,9,6,9,6,5.562,6,1450,0,15,5344,22,57,80,58,1,2,0.0,8,1,0.0,2,2,2,1,7,3.0,1,1.0,2.0,3.0,2,,,,223,394,15,35,58,258,0,223,0,1,13.0,4.0,5.0,1.0,2.0,,,,,,,1.0,2,70,65,80,70,60,65,80,70,50,55,65,60,2,7.0,,,,,,,,,,6,1,1,2,3.0,4.0,5,3.0,1.0,1,12.0,2.0,1,,12,1,2,,,1,,20,3.0,1,1.0,2.0,0.0,1,1.0,1,1,1,1,1,9,9,1,1,1,2,2,2,2,1,2002.0,2.0,,,1,1.0,20.0,78.0,50.0,4.0,1.0,1,1.0,51.0,90.0,42.0,5.0,1.0,5,13.0,14.0,1,5.0,7.0,4.0,1.0,2.0,3.0,2,0,,,0,0,0,0,0,0,202,8,1.0,4.0,5.0,2.0,1,1,2.0,7.0,2.0,1.0,2.0,2.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1,6.0,6,6.0,6.0,0.0,0.0,0.0
107,13,25,9,19,9,19,9,2.593,3,1002,3,25,3881,6,200,27,23,1,0,,1,0,,2,2,2,1,4,3.0,1,1.0,3.0,2.0,1,3.0,0.0,,178,337,25,0,0,0,1,0,0,1,-2.0,2.0,3.0,0.0,1.0,10.0,0.0,,2.0,3.0,0.0,1.0,1,80,75,60,90,80,75,60,90,30,30,25,50,2,3.0,,,,,,,,,,7,2,1,2,3.0,4.0,1,5.0,10.0,1,12.0,2.0,1,,12,2,2,,,2,3.0,-1,,2,,,,1,1.0,1,2,1,9,2,9,9,1,1,2,2,2,2,2,2,,,,,1,2.0,,,,,,1,2.0,,,,,,13,14.0,8.0,2,,,,3.0,2.0,1.0,2,1,3.0,5.0,25,0,4,0,0,0,0,8,1.0,2.0,4.0,6.0,1,1,1.0,2.0,1.0,1.0,1.0,3.0,2,,,,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,2,,0,,,,,
107,13,35,9,11,6,11,6,4.494,4,1605,7,5,5964,48,15,78,39,1,2,3.0,8,1,0.0,2,2,2,1,3,7.0,1,1.0,2.0,3.0,2,,,,62,266,21,35,27,95,15,1158,0,1,15.0,4.0,5.0,2.0,2.0,,,,,,,1.0,2,80,65,80,70,70,65,80,70,60,50,70,60,2,3.0,,,,,,,,,,6,2,1,3,4.0,0.0,5,1.0,3.0,1,12.0,2.0,1,,12,3,2,,,2,2.0,2,3.0,1,2.0,0.0,,1,1.0,1,2,1,1,2,9,9,1,1,2,2,2,2,2,2,,,,,1,1.0,25.0,72.0,50.0,5.0,1.0,1,1.0,73.0,77.0,42.0,5.0,1.0,8,5.0,0.0,1,7.0,4.0,5.0,1.0,2.0,3.0,2,5,0.0,,1,0,0,0,0,0,137,8,1.0,4.0,5.0,2.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2,,4,4.0,4.0,0.0,0.0,0.0
107,13,43,9,12,6,12,6,3.969,5,1494,8,5,5673,26,492,65,64,1,6,0.0,8,1,0.0,2,2,2,1,10,7.0,1,1.0,12.0,2.0,2,,,,118,181,18,46,10,16,0,930,0,1,19.0,1.0,2.0,5.0,2.0,,,,,,,1.0,2,70,65,80,70,60,65,70,70,50,60,60,60,2,10.0,,,,,,,,,,6,2,1,3,4.0,0.0,5,3.0,1.0,1,12.0,2.0,1,,12,2,2,,,1,,24,3.0,1,1.0,2.0,0.0,1,1.0,1,1,1,1,1,9,9,1,1,1,2,2,2,2,2,,,,,1,1.0,100.0,72.0,50.0,5.0,1.0,1,1.0,200.0,86.0,42.0,5.0,1.0,5,9.0,13.0,1,7.0,5.0,4.0,1.0,3.0,5.0,2,5,0.0,,2,0,1,0,0,0,274,8,1.0,4.0,5.0,2.0,1,1,2.0,2.0,2.0,3.0,2.0,2.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1,5.0,5,5.0,5.0,0.0,0.0,0.0
107,15,07,10,15,9,15,9,6.6,3,1725,5,13,6505,27,76,38,11,1,2,0.0,8,1,0.0,2,2,2,1,3,10.0,1,1.0,3.0,11.0,2,,,,293,577,0,0,0,0,0,0,1,1,2.0,4.0,5.0,2.0,2.0,,,,,,,1.0,2,50,45,45,50,45,45,45,50,30,25,25,30,2,8.0,,,,,,,,,,6,1,1,2,4.0,3.0,4,5.0,1.0,1,12.0,3.0,1,,12,3,2,,,1,,35,3.0,1,2.0,1.0,0.0,1,1.0,1,2,1,1,2,9,9,1,1,2,2,2,2,1,1,1991.0,2.0,,,1,1.0,117.0,88.0,50.0,0.0,1.0,1,1.0,123.0,88.0,42.0,0.0,1.0,5,8.0,16.0,1,4.0,5.0,6.0,4.0,1.0,5.0,2,3,4.0,7.0,3,0,3,0,0,0,0,4,2.0,1.0,6.0,8.0,1,1,2.0,1.0,2.0,2.0,1.0,2.0,1,3.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,2,,0,,,,,
107,15,15,10,23,6,23,6,4.6,2,1192,0,0,5260,14,234,98,26,1,0,,8,0,,2,2,2,1,7,4.0,1,3.0,8.0,4.0,2,,,,133,37,18,43,0,0,0,0,0,1,1.0,2.0,3.0,5.0,2.0,,,,,,,1.0,2,50,50,40,60,-1,50,50,50,-1,-1,-1,-1,2,3.0,,,,,,,,,,14,2,1,4,2.0,0.0,1,5.0,8.0,1,12.0,3.0,1,,12,3,2,,,2,2.0,14,2.0,1,2.0,0.0,,1,1.0,1,2,1,1,2,9,9,1,1,1,2,2,2,2,2,,,,,1,1.0,35.0,82.0,50.0,3.0,1.0,1,1.0,110.0,82.0,42.0,6.0,1.0,12,5.0,3.0,1,4.0,5.0,6.0,4.0,1.0,5.0,2,1,3.0,8.0,6,0,4,0,0,0,113,1,6.0,5.0,8.0,4.0,1,1,2.0,2.0,2.0,1.0,2.0,3.0,0,,,,,,,,,,,,,2,,0,,,,,
107,15,25,10,16,6,16,6,8.7,8,1957,3,0,8601,25,0,162,34,1,0,,8,1,0.0,2,2,2,1,10,7.0,1,1.0,3.0,4.0,1,3.0,5.0,2.0,398,132,75,0,0,0,0,0,1,1,0.0,,,,2.0,,,,,,,1.0,2,50,50,50,50,50,50,50,50,-1,-1,-1,-1,2,3.0,,,,,,,,,,-1,2,1,4,2.0,3.0,11,7.0,1.0,1,12.0,1.0,1,,12,3,2,,,1,,12,2.0,1,2.0,1.0,0.0,1,1.0,1,1,1,1,1,5,9,1,1,2,2,2,2,2,1,2000.0,2.0,,,1,1.0,12.0,0.0,50.0,3.0,1.0,1,1.0,42.0,0.0,42.0,5.0,1.0,9,5.0,13.0,1,9.0,4.0,5.0,7.0,4.0,5.0,2,8,5.0,3.0,3,0,0,0,0,0,436,1,8.0,4.0,6.0,11.0,1,1,1.0,2.0,2.0,1.0,2.0,2.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2,,0,,,,,
107,15,35,10,20,9,20,9,8.1,8,2069,6,0,8153,19,159,100,64,1,2,3.0,8,1,2.0,2,2,2,1,2,10.0,1,1.0,3.0,11.0,2,,,,388,116,48,0,0,0,0,0,0,1,0.0,,,,2.0,,,,,,,1.0,1,40,40,40,50,40,40,35,45,35,35,30,40,2,12.0,,,,,,,,,,14,1,1,3,4.0,2.0,5,4.0,1.0,1,12.0,3.0,1,,12,3,2,,,2,2.0,20,3.0,1,2.0,0.0,,1,1.0,1,2,1,1,2,9,9,1,1,2,2,2,2,2,1,2000.0,2.0,,,1,1.0,15.0,0.0,50.0,0.0,1.0,1,1.0,25.0,0.0,42.0,0.0,1.0,1,16.0,15.0,1,5.0,4.0,6.0,1.0,4.0,3.0,2,3,7.0,8.0,5,0,5,0,1,1,0,4,5.0,2.0,6.0,1.0,1,1,1.0,7.0,2.0,2.0,1.0,2.0,1,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1,1.0,0,,,,,
