tinh,huyen,xa,diaban,hoso,m5b4c2_1,m5b4c2_2,m5b4c2_3,m5b4c2_4,m5b4c2_5,m5b4c2_6,m5b4c2_7,m5b4c2_8
403,23,3.0,3,15,0,0,0,0,0,0,0,0
403,23,11.0,13,13,21700,0,0,0,0,0,0,0
403,23,11.0,13,15,0,0,0,0,0,0,0,0
403,23,11.0,13,19,0,15000,0,0,0,0,0,0
403,23,19.0,12,13,0,0,0,0,0,0,0,0
403,23,19.0,12,14,0,10000,0,0,0,0,0,0
403,23,19.0,12,15,0,10000,0,0,0,0,0,0
403,23,29.0,3,13,0,0,0,0,0,0,0,0
403,23,29.0,3,15,0,0,7000,4000,0,100,0,0
403,23,29.0,3,20,0,0,0,0,0,0,0,0
403,23,39.0,8,13,0,0,0,0,0,0,0,0
403,23,39.0,8,14,0,0,0,3000,0,0,0,0
403,23,39.0,8,15,0,0,0,0,0,0,0,0
403,23,49.0,11,14,9480,0,0,0,0,0,0,0
403,23,49.0,11,19,5000,2080,0,0,0,0,0,0
403,23,49.0,11,20,0,2000,3400,0,0,0,0,0
403,23,59.0,4,13,1101,2000,0,0,0,0,0,0
403,23,59.0,4,14,9280,1500,0,0,2448,0,0,0
403,23,59.0,4,15,0,0,0,0,0,0,0,0
403,25,3.0,20,13,0,0,0,0,0,0,0,0
403,25,3.0,20,15,0,0,0,0,0,0,0,0
403,25,3.0,20,19,240,0,0,0,0,0,0,0
403,25,11.0,16,13,0,0,0,0,0,0,0,0
403,25,11.0,16,14,0,0,0,0,0,0,0,0
403,25,11.0,16,20,4225,0,0,0,0,0,0,0
403,25,21.0,14,13,0,0,0,0,0,0,0,0
403,25,21.0,14,14,18600,105,0,0,0,0,220000,0
403,25,21.0,14,15,0,0,0,0,0,0,0,0
403,25,31.0,8,13,0,0,0,0,0,0,0,100
403,25,31.0,8,15,0,0,0,0,0,0,0,0
403,25,31.0,8,19,0,100,0,0,0,0,0,0
403,25,41.0,7,13,0,0,3620,0,0,0,0,0
403,25,41.0,7,14,0,0,0,0,0,0,0,0
403,25,41.0,7,15,0,0,0,0,0,0,0,0
403,25,51.0,12,13,0,3200,0,10000,0,0,0,0
403,25,51.0,12,14,0,100,0,0,0,0,0,0
403,25,51.0,12,15,0,0,0,0,0,0,0,0
403,27,9.0,2,13,0,0,0,0,0,0,0,0
403,27,9.0,2,14,600,0,0,0,0,0,0,0
403,27,9.0,2,20,1053,72,1700,0,0,0,0,0
403,27,21.0,8,13,0,0,0,0,0,0,0,0
403,27,21.0,8,14,0,0,0,0,0,0,0,0
403,27,21.0,8,15,390,0,0,0,0,40,0,0
403,27,37.0,6,13,200,0,0,0,0,0,0,0
403,27,37.0,6,14,0,0,0,0,0,0,0,0
403,27,37.0,6,15,0,2400,0,0,0,0,0,0
403,29,5.0,8,13,0,0,0,0,0,0,0,0
403,29,5.0,8,14,0,0,0,5000,0,0,0,0
403,29,5.0,8,15,0,0,0,0,0,0,0,0
403,29,19.0,2,13,0,0,0,0,0,0,0,0
403,29,19.0,2,14,0,0,0,0,0,0,0,0
403,29,19.0,2,15,6000,0,1800,0,0,0,0,0
403,29,31.0,11,13,0,0,0,0,0,0,0,0
403,29,31.0,11,14,0,0,0,0,0,0,0,0
403,29,31.0,11,20,0,0,0,0,0,0,0,0
403,29,43.0,3,13,0,0,0,0,0,150,0,0
403,29,43.0,3,14,0,10000,0,0,0,0,0,0
403,29,43.0,3,19,0,0,0,0,0,0,0,0
403,29,55.0,5,13,0,0,0,0,0,0,0,0
403,29,55.0,5,14,0,0,0,0,0,0,0,0
403,29,55.0,5,15,0,0,0,0,0,0,0,0
403,31,1.0,8,13,1736,0,0,0,0,0,0,50
403,31,1.0,8,14,0,300,0,0,0,0,0,0
403,31,1.0,8,15,9250,0,0,0,0,0,0,0
403,31,3.0,12,13,0,0,0,0,0,0,0,0
403,31,3.0,12,14,0,0,0,13500,0,0,0,0
403,31,3.0,12,15,0,0,0,0,0,0,0,0
403,31,13.0,3,13,0,0,0,10000,0,0,0,0
403,31,13.0,3,14,2000,0,0,0,0,0,0,0
403,31,13.0,3,15,0,1000,0,0,0,0,0,0
403,31,23.0,12,13,0,0,0,0,0,630,0,0
403,31,23.0,12,14,0,0,0,0,0,0,0,0
403,31,23.0,12,15,0,1000,0,0,0,0,0,0
403,31,35.0,10,13,0,350,0,0,0,0,0,0
403,31,35.0,10,15,0,500,0,19500,0,0,0,0
403,31,35.0,10,19,0,0,10900,30000,0,0,0,0
403,31,47.0,8,13,0,0,0,0,0,0,0,0
403,31,47.0,8,14,0,4200,0,0,0,0,0,0
403,31,47.0,8,19,0,0,0,0,0,0,0,0
403,31,61.0,7,13,0,0,0,0,0,0,0,0
403,31,61.0,7,14,0,2400,0,684,0,0,0,0
403,31,61.0,7,15,0,0,0,0,0,0,0,0
403,31,73.0,11,13,300,0,0,0,0,0,0,1800
403,31,73.0,11,14,200,0,0,0,0,0,0,1000
403,31,73.0,11,15,500,0,0,0,0,0,0,0
403,33,9.0,12,14,0,0,1600,0,0,0,0,0
403,33,9.0,12,15,0,5300,0,0,0,0,0,0
403,33,9.0,12,19,0,0,0,0,0,0,0,0
403,33,23.0,9,13,0,0,0,0,0,0,0,0
403,33,23.0,9,14,1000,0,0,0,0,0,0,0
403,33,23.0,9,15,13500,0,0,0,0,0,0,0
403,33,37.0,13,13,0,0,0,0,0,0,0,0
403,33,37.0,13,14,0,0,0,0,0,0,0,0
403,33,37.0,13,15,0,0,0,0,0,0,0,0
403,33,47.0,9,13,0,0,0,0,0,0,0,0
403,33,47.0,9,14,0,0,0,0,0,0,0,0
403,33,47.0,9,15,0,0,0,0,0,0,0,0
403,33,55.0,5,14,500,0,0,0,0,0,0,0
403,33,55.0,5,15,0,0,0,0,0,0,0,0
403,33,55.0,5,19,0,0,0,0,0,0,0,0
403,33,65.0,9,13,0,0,0,0,0,0,0,0
403,33,65.0,9,14,0,0,0,0,0,0,0,600
403,33,65.0,9,15,0,0,0,0,0,0,0,0
403,35,11.0,4,13,0,0,0,0,0,0,0,0
403,35,11.0,4,14,1296,1780,0,0,0,0,0,0
403,35,11.0,4,15,0,1440,0,0,0,0,0,0
403,35,21.0,8,13,0,0,0,0,0,0,0,0
403,35,21.0,8,14,0,0,0,0,3000,0,0,0
403,35,21.0,8,15,0,0,0,0,0,0,0,0
403,35,33.0,15,13,0,0,0,0,0,0,0,0
403,35,33.0,15,14,7000,3000,0,0,0,0,0,0
403,35,33.0,15,15,0,0,0,0,0,0,0,0
403,35,41.0,9,13,620,0,0,0,0,0,0,0
403,35,41.0,9,14,2000,0,0,0,0,0,0,0
403,35,41.0,9,22,10000,0,0,0,0,0,0,0
403,37,7.0,15,13,0,0,0,0,0,0,0,0
403,37,7.0,15,14,25000,0,0,0,0,0,0,0
403,37,7.0,15,15,0,0,0,0,0,0,0,0
403,37,23.0,6,13,62475,0,0,0,0,0,0,0
403,37,23.0,6,14,1800,0,0,0,0,0,0,0
403,37,23.0,6,15,1000,0,0,0,0,0,0,131
403,37,31.0,8,14,1170,7200,0,0,0,0,0,0
403,37,31.0,8,15,0,0,0,0,0,0,0,0
403,37,31.0,8,19,0,0,0,2000,0,0,0,0
403,39,55.0,12,13,0,0,1800,0,0,0,0,0
403,39,55.0,12,15,4000,0,0,0,0,0,0,0
403,39,55.0,12,20,0,0,0,0,0,0,0,0
405,1,5.0,10,19,0,0,0,0,0,0,0,0
405,1,5.0,10,20,0,0,0,0,0,0,0,0
405,1,5.0,10,21,0,0,0,0,0,0,0,0
405,1,7.0,7,13,0,0,0,10000,0,65,0,0
405,1,7.0,7,14,0,0,0,0,0,0,0,0
405,1,7.0,7,15,390,0,0,10000,0,0,0,0
405,1,13.0,5,13,0,0,0,0,0,0,0,0
405,1,13.0,5,14,0,0,0,0,0,0,0,0
405,1,13.0,5,15,0,0,0,0,2400,0,0,0
405,1,37.0,10,13,0,0,0,0,0,0,0,0
405,1,37.0,10,14,0,0,0,0,0,0,0,0
405,1,37.0,10,15,0,0,0,0,0,0,0,0
405,1,43.0,2,13,5000,0,0,0,1360,0,0,0
405,1,43.0,2,14,0,0,0,0,0,0,0,0
405,1,43.0,2,15,0,60,0,0,0,0,0,0
405,3,1.0,1,13,0,0,2000,11000,0,0,0,0
405,3,1.0,1,14,0,0,0,2000,0,0,0,0
405,3,1.0,1,15,1430,0,0,0,0,0,140000,0
405,3,9.0,2,13,0,0,0,0,0,0,0,0
405,3,9.0,2,14,1392,0,0,0,0,0,0,82
405,3,9.0,2,15,660,0,0,0,0,0,5000,132
405,5,1.0,3,13,0,0,0,0,0,0,0,0
405,5,1.0,3,14,0,0,0,0,0,0,0,0
405,5,1.0,3,15,222,0,0,0,0,0,0,0
405,5,5.0,6,13,0,0,0,0,0,0,0,0
405,5,5.0,6,15,0,0,0,0,0,0,0,0
405,5,5.0,6,19,244,0,0,0,0,0,0,0
405,5,15.0,9,13,0,0,0,0,0,0,0,0
405,5,15.0,9,15,0,0,0,0,1200,0,0,0
405,5,15.0,9,20,0,0,0,10000,0,0,0,0
405,5,27.0,2,13,2840,0,0,0,0,0,0,0
405,5,27.0,2,14,120,0,0,0,0,0,0,24000
405,5,27.0,2,15,0,0,0,0,0,0,0,0
405,5,37.0,19,14,0,0,0,0,0,0,0,0
405,5,37.0,19,15,455,0,0,0,0,0,0,0
405,5,37.0,19,20,49850,0,0,0,0,0,0,0
405,7,3.0,5,13,0,0,0,0,0,0,0,0
405,7,3.0,5,14,0,0,0,0,0,0,0,0
405,7,3.0,5,15,470,0,0,0,0,0,0,0
405,7,19.0,9,13,560,0,0,0,0,0,0,0
405,7,19.0,9,15,0,0,0,0,0,0,0,0
405,7,19.0,9,22,0,0,0,0,0,0,0,0
405,7,33.0,2,13,2500,0,0,0,0,0,0,0
405,7,33.0,2,14,0,0,0,0,0,0,0,0
405,7,33.0,2,22,0,0,0,0,0,0,0,0
405,7,39.0,3,13,920,0,0,0,0,0,0,0
405,7,39.0,3,15,70,0,0,0,0,0,0,0
405,7,39.0,3,20,0,0,0,0,0,0,0,0
405,7,51.0,2,13,375,0,0,0,0,0,0,0
405,7,51.0,2,14,0,0,0,0,0,0,0,0
405,7,51.0,2,15,270,0,0,0,0,0,0,0
405,7,61.0,6,13,4300,0,0,0,0,0,0,0
405,7,61.0,6,14,120,0,0,0,0,0,0,0
405,7,61.0,6,19,0,0,0,0,0,0,0,0
405,9,1.0,1,13,0,0,0,0,0,0,0,0
405,9,1.0,1,14,1320,0,0,0,0,0,0,0
405,9,1.0,1,15,0,0,0,0,0,0,0,0
405,9,9.0,4,13,598,0,0,0,0,0,0,0
405,9,9.0,4,14,13000,0,0,5000,0,0,0,0
405,9,9.0,4,15,2055,0,0,0,0,0,0,0
405,9,17.0,20,13,10000,0,0,0,0,0,0,0
405,9,17.0,20,14,0,0,0,0,0,0,0,0
405,9,17.0,20,19,415,0,0,0,0,0,0,0
405,9,19.0,14,13,2025,0,0,0,0,220,0,0
405,9,19.0,14,14,0,0,0,0,0,0,0,0
405,9,19.0,14,15,572,0,0,0,0,0,0,0
405,9,21.0,1,13,3300,0,0,0,0,0,0,0
405,9,21.0,1,14,0,0,0,0,0,0,0,0
405,9,21.0,1,15,0,0,0,0,0,0,0,0
405,9,59.0,7,13,17730,0,0,0,0,0,0,0
405,9,59.0,7,14,0,0,0,0,0,0,0,0
405,9,59.0,7,15,2962,0,0,0,0,0,1000,0
405,11,13.0,5,13,15624,0,0,0,0,0,0,0
405,11,13.0,5,14,0,0,0,0,0,0,0,0
405,11,13.0,5,15,1120,0,0,0,0,0,0,0
405,11,37.0,12,13,0,0,0,0,0,0,0,0
405,11,37.0,12,14,10000,0,0,0,0,0,0,0
405,11,37.0,12,15,0,0,0,0,0,0,0,0
405,11,41.0,2,13,0,0,0,0,0,0,0,0
405,11,41.0,2,14,2035,0,0,240,0,0,9500,0
405,11,41.0,2,15,0,0,0,0,0,0,0,0
405,11,43.0,8,14,182,0,0,0,0,0,0,0
405,11,43.0,8,15,2000,0,0,0,0,0,0,0
405,11,43.0,8,19,0,0,0,0,0,0,0,0
405,11,49.0,3,13,0,0,0,0,0,0,0,0
405,11,49.0,3,14,2865,0,0,0,0,0,0,0
405,11,49.0,3,15,0,0,0,0,0,0,0,0
405,11,61.0,3,13,20000,0,0,0,0,0,0,0
405,11,61.0,3,14,0,0,0,0,0,0,0,0
405,11,61.0,3,15,2000,0,0,0,0,0,0,0
405,13,23.0,4,13,624,0,0,0,0,0,0,0
405,13,23.0,4,14,0,12000,0,0,0,0,0,0
405,13,23.0,4,15,112,0,0,0,0,0,0,70
405,13,25.0,7,13,0,0,0,0,0,2500,0,0
405,13,25.0,7,14,0,0,0,0,0,0,0,0
405,13,25.0,7,15,0,0,0,0,0,0,0,0
405,13,71.0,9,13,0,0,0,0,0,0,0,0
405,13,71.0,9,14,0,0,0,0,0,0,0,0
405,13,71.0,9,15,0,0,0,0,0,0,0,0
405,13,73.0,3,13,0,0,0,0,0,0,0,0
405,13,73.0,3,14,0,0,0,5000,0,0,0,0
405,13,73.0,3,23,0,0,0,0,0,0,0,0
405,13,85.0,7,13,468,0,0,0,0,0,0,0
405,13,85.0,7,14,0,0,0,0,0,0,0,0
405,13,85.0,7,15,0,0,0,0,0,0,0,0
405,15,1.0,9,13,0,0,0,0,0,0,0,0
405,15,1.0,9,14,0,0,0,0,1200,0,0,0
405,15,1.0,9,15,0,0,0,0,0,0,0,0
405,15,13.0,3,13,500,0,0,0,0,0,0,0
405,15,13.0,3,14,216,0,0,0,0,70,0,0
405,15,13.0,3,15,0,0,5800,0,0,0,0,0
405,15,15.0,9,13,0,0,0,0,0,0,0,0
405,15,15.0,9,14,2400,0,0,0,0,0,0,0
405,15,15.0,9,15,410,0,0,0,0,0,0,0
405,15,25.0,20,14,1500,0,0,0,0,0,0,0
405,15,25.0,20,15,528,0,0,0,0,0,0,0
405,15,25.0,20,22,6000,0,0,0,0,60,0,0
405,15,31.0,8,13,3288,0,0,0,0,0,0,0
405,15,31.0,8,14,0,0,0,0,0,70,0,0
405,15,31.0,8,15,0,0,0,0,0,0,0,0
405,15,39.0,3,13,10000,0,0,0,0,0,0,0
405,15,39.0,3,14,0,0,0,0,0,0,0,0
405,15,39.0,3,15,5163,0,0,0,0,0,0,0
405,15,45.0,10,13,24000,0,0,0,0,0,0,0
405,15,45.0,10,14,0,0,0,0,0,0,0,1000
405,15,45.0,10,15,0,0,0,0,0,0,35000,0
405,17,17.0,8,14,0,0,0,0,0,0,0,0
405,17,17.0,8,15,3000,0,0,0,0,0,0,6000
405,17,17.0,8,20,390,0,0,0,0,0,0,0
405,17,29.0,11,14,0,0,0,0,0,0,0,0
405,17,29.0,11,19,0,0,0,0,0,0,0,0
405,17,29.0,11,23,0,0,0,0,0,0,0,3000
405,17,35.0,3,13,1030,0,0,0,0,0,0,0
405,17,35.0,3,14,0,0,0,0,0,0,0,0
405,17,35.0,3,15,0,0,0,0,0,0,0,0
405,17,51.0,8,13,0,0,0,0,0,0,0,0
405,17,51.0,8,15,0,0,0,0,0,0,0,0
405,17,51.0,8,22,0,0,0,5000,0,0,0,0
405,19,3.0,10,14,0,0,0,0,0,0,0,0
405,19,3.0,10,15,0,0,0,0,0,0,0,0
405,19,3.0,10,20,0,0,0,0,0,0,0,0
405,19,11.0,10,13,0,0,0,0,0,0,0,0
405,19,11.0,10,14,3000,0,0,0,0,0,0,0
405,19,11.0,10,15,0,0,0,0,0,15000,0,0
405,19,21.0,9,13,146,0,0,0,0,0,0,0
405,19,21.0,9,14,0,0,0,0,0,0,0,0
405,19,21.0,9,15,3900,0,0,0,0,0,0,0
405,19,25.0,9,13,0,0,4320,0,0,0,0,0
405,19,25.0,9,15,0,0,0,50000,0,0,0,0
405,19,25.0,9,19,288,0,0,0,0,0,0,0
405,19,29.0,8,13,0,0,0,0,0,0,0,0
405,19,29.0,8,14,45000,0,0,0,1200,0,5000,120000
405,19,29.0,8,15,480,0,0,0,0,0,0,0
405,19,59.0,11,13,465,0,0,0,0,0,0,0
405,19,59.0,11,15,0,0,0,0,0,0,0,0
405,19,59.0,11,19,0,0,0,0,0,0,0,0
405,21,5.0,1,13,520,0,0,0,0,0,0,0
405,21,5.0,1,15,0,0,0,0,0,0,0,0
405,21,5.0,1,22,106,0,0,0,0,0,0,0
405,21,17.0,3,13,14140,0,0,0,0,0,0,0
405,21,17.0,3,14,0,0,0,0,0,0,0,0
405,21,17.0,3,15,1870,0,0,0,0,0,0,0
407,1,3.0,27,13,10000,0,0,0,0,0,0,0
407,1,3.0,27,14,240,0,0,0,0,0,0,0
407,1,3.0,27,15,0,0,0,0,0,0,0,0
407,1,5.0,6,13,0,0,0,4000,0,0,0,0
407,1,5.0,6,14,0,0,1800,5400,0,0,0,0
407,1,5.0,6,15,0,0,3600,0,0,0,0,0
407,1,11.0,5,14,0,0,0,0,0,0,0,0
407,1,11.0,5,15,0,0,0,0,0,0,0,0
407,1,11.0,5,19,4000,0,0,0,0,0,0,0
407,1,19.0,9,13,0,0,0,0,0,0,0,0
407,1,19.0,9,14,0,0,0,0,0,0,0,0
407,1,19.0,9,15,2360,0,0,0,0,0,0,0
407,1,25.0,11,13,0,0,0,0,0,0,0,0
407,1,25.0,11,15,7000,0,0,0,0,0,0,0
407,1,25.0,11,20,0,0,0,0,0,0,0,0
407,3,7.0,9,13,600,0,0,0,0,0,0,0
407,3,7.0,9,14,270,0,0,0,0,0,0,0
407,3,7.0,9,15,3108,0,0,0,0,0,0,0
407,3,8.0,25,13,0,0,0,0,0,0,10000,0
407,3,8.0,25,14,858,0,3800,0,0,0,0,0
407,3,8.0,25,15,1000,0,0,0,0,0,0,0
407,3,21.0,15,14,640,0,0,15000,0,0,0,0
407,3,21.0,15,15,0,0,0,2100,0,0,0,0
407,3,21.0,15,19,0,0,0,0,0,0,0,0
407,3,29.0,4,13,2000,0,0,0,0,0,0,0
407,3,29.0,4,14,0,0,0,0,0,0,0,0
407,3,29.0,4,15,360,0,0,0,0,0,0,0
407,5,17.0,5,14,0,0,0,0,0,0,0,0
407,5,17.0,5,15,0,0,0,0,1200,0,20000,0
407,5,17.0,5,19,312,0,0,0,0,0,0,0
407,5,27.0,6,13,858,0,0,0,0,0,0,0
407,5,27.0,6,14,390,0,0,0,0,0,0,0
407,5,27.0,6,15,234,0,0,0,0,0,0,0
407,7,1.0,15,14,0,0,0,0,0,0,0,0
407,7,1.0,15,15,0,0,0,0,0,0,0,0
407,7,1.0,15,20,0,0,0,0,2400,0,0,0
407,7,9.0,18,13,0,0,0,0,0,0,0,0
407,7,9.0,18,14,0,0,0,0,0,0,0,0
407,7,9.0,18,15,0,0,0,20000,0,0,0,0
407,7,15.0,16,13,1840,0,0,0,0,0,0,0
407,7,15.0,16,14,0,0,0,0,0,0,0,0
407,7,15.0,16,15,0,0,0,0,0,0,0,0
407,7,19.0,14,13,0,0,0,0,0,0,0,0
407,7,19.0,14,14,0,0,0,0,0,0,0,0
407,7,19.0,14,15,0,0,0,0,0,0,0,0
407,7,25.0,3,13,0,0,0,0,0,0,0,0
407,7,25.0,3,14,0,0,0,0,0,0,0,0
407,7,25.0,3,15,1000,0,0,0,0,0,0,0
407,7,33.0,5,13,480,0,0,0,660,0,0,0
407,7,33.0,5,15,0,0,35000,0,0,0,0,0
407,7,33.0,5,20,0,0,0,0,0,0,0,0
407,7,49.0,8,13,0,0,0,0,0,0,0,0
407,7,49.0,8,14,0,0,0,0,0,0,0,0
407,7,49.0,8,15,0,0,0,0,0,0,0,0
407,7,51.0,7,13,0,0,0,0,0,0,0,0
407,7,51.0,7,14,0,0,0,0,0,0,0,0
407,7,51.0,7,15,0,0,0,10000,0,0,0,0
407,7,57.0,11,13,0,0,0,0,0,0,0,0
407,7,57.0,11,14,0,0,0,0,0,0,0,0
407,7,57.0,11,15,0,0,0,0,0,0,0,0
407,7,61.0,8,13,0,0,0,0,0,0,0,0
407,7,61.0,8,14,120,0,0,0,0,0,0,0
407,7,61.0,8,15,0,0,0,0,0,0,0,0
407,9,3.0,8,13,110000,0,7500,0,0,0,0,0
407,9,3.0,8,15,0,0,0,0,0,0,0,0
407,9,3.0,8,20,5518,172,0,2000,0,0,0,0
407,9,9.0,12,13,0,0,0,0,0,0,0,0
407,9,9.0,12,14,0,0,0,0,0,0,0,0
407,9,9.0,12,15,0,0,0,0,2350,140,0,0
407,9,15.0,18,13,0,0,0,0,0,0,0,0
407,9,15.0,18,14,0,0,0,0,0,0,0,0
407,9,15.0,18,15,0,0,0,0,0,0,0,0
407,9,21.0,11,13,0,0,0,0,0,0,0,0
407,9,21.0,11,14,0,0,0,0,0,0,0,0
407,9,21.0,11,15,0,40,0,0,0,0,0,0
407,9,29.0,5,13,0,50,0,0,0,0,0,0
407,9,29.0,5,14,0,0,0,0,0,0,0,0
407,9,29.0,5,15,0,0,1940,0,0,0,0,0
407,9,39.0,6,13,1800,0,0,0,0,0,0,0
407,9,39.0,6,14,270,0,0,0,0,0,0,0
407,9,39.0,6,15,3071,0,0,0,0,0,0,0
407,9,45.0,9,13,966,0,0,0,0,0,0,0
407,9,45.0,9,14,0,0,0,0,0,0,0,0
407,9,45.0,9,15,0,0,0,0,0,0,0,0
407,9,51.0,7,13,0,0,0,0,0,0,0,0
407,9,51.0,7,14,3810,0,0,0,0,0,0,0
407,9,51.0,7,15,8400,0,0,0,0,70,0,0
407,9,57.0,8,13,0,0,0,0,0,0,0,0
407,9,57.0,8,19,15000,0,0,0,0,0,0,0
407,9,57.0,8,20,0,0,0,0,0,0,0,0
407,11,7.0,10,13,0,0,0,0,0,0,80000,0
407,11,7.0,10,14,3500,0,0,0,0,0,0,0
407,11,7.0,10,15,1200,0,0,0,0,0,0,0
407,11,11.0,8,13,0,0,20000,0,0,0,0,0
407,11,11.0,8,14,0,0,0,0,0,0,0,0
407,11,11.0,8,15,0,0,0,0,0,0,0,0
407,11,17.0,10,13,0,0,0,0,0,0,0,0
407,11,17.0,10,14,0,0,0,0,3927,0,0,0
407,11,17.0,10,15,0,0,0,6000,2200,0,0,0
407,11,21.0,4,13,0,0,0,0,0,0,0,0
407,11,21.0,4,15,0,0,0,0,0,0,0,0
407,11,21.0,4,20,0,0,50000,0,0,0,0,0
407,13,3.0,9,13,1620,0,0,0,0,0,300,0
407,13,3.0,9,14,0,0,0,0,0,0,0,0
407,13,3.0,9,15,0,0,0,0,0,0,0,0
407,13,5.0,8,13,1080,0,0,0,0,0,2400,0
407,13,5.0,8,14,0,0,0,0,0,0,15000,0
407,13,5.0,8,20,0,0,0,0,0,0,0,0
407,13,13.0,4,13,180,0,0,0,0,0,0,0
407,13,13.0,4,14,0,0,0,0,0,0,0,0
407,13,13.0,4,15,715,0,0,0,0,0,0,0
407,13,21.0,10,13,0,0,0,0,0,0,0,0
407,13,21.0,10,14,0,0,0,0,0,0,0,0
407,13,21.0,10,15,0,0,0,0,0,0,0,0
407,13,27.0,2,13,1017,0,0,0,0,0,0,0
407,13,27.0,2,14,0,0,0,0,240,0,0,0
407,13,27.0,2,15,0,0,0,0,0,0,0,0
407,13,33.0,4,13,0,0,0,0,0,0,0,0
407,13,33.0,4,14,1440,0,0,0,0,0,0,0
407,13,33.0,4,15,0,0,0,0,0,0,0,0
407,13,39.0,13,13,0,240,0,0,0,0,0,0
407,13,39.0,13,15,2625,0,0,0,0,0,0,0
407,13,39.0,13,20,0,300,0,0,0,0,0,0
407,13,49.0,1,13,0,0,0,0,0,0,0,0
407,13,49.0,1,14,0,0,8000,0,0,0,0,0
407,13,49.0,1,15,1080,0,0,0,0,0,0,0
409,1,1.0,30,13,18750,0,0,0,0,0,0,0
409,1,1.0,30,15,0,0,0,8000,1060,0,0,0
409,1,1.0,30,20,0,6000,0,0,0,0,0,0
409,1,7.0,5,13,2300,0,0,0,0,0,0,0
409,1,7.0,5,14,3480,0,0,0,0,0,0,0
409,1,7.0,5,15,2657,0,0,0,0,65,0,0
409,1,9.0,18,13,0,0,0,0,0,0,0,0
409,1,9.0,18,14,0,0,0,0,0,160,0,0
409,1,9.0,18,15,8600,0,0,0,0,0,0,0
409,1,11.0,6,13,1000,0,0,0,0,0,0,0
409,1,11.0,6,14,0,0,0,0,0,0,0,0
409,1,11.0,6,15,0,0,0,0,0,0,0,0
409,3,1.0,9,13,14000,0,0,0,0,0,0,0
409,3,1.0,9,14,0,0,0,0,0,0,0,0
409,3,1.0,9,15,1390,0,0,0,0,0,0,0
409,5,1.0,13,13,0,0,0,0,0,0,0,0
409,5,1.0,13,14,0,0,0,0,0,0,0,0
409,5,1.0,13,15,0,0,0,0,0,0,0,0
409,5,5.0,7,13,0,0,0,0,0,0,0,0
409,5,5.0,7,14,624,0,0,0,800,0,0,0
409,5,5.0,7,15,97,0,0,3000,700,59,0,0
409,5,23.0,9,13,0,0,0,0,0,0,0,0
409,5,23.0,9,15,0,0,0,0,840,0,0,0
409,5,23.0,9,20,0,0,3000,0,0,0,0,0
409,5,29.0,1,13,0,0,0,0,0,0,0,0
409,5,29.0,1,14,0,0,0,0,0,65,0,0
409,5,29.0,1,15,0,0,0,0,0,0,0,460
409,5,39.0,4,13,0,0,0,0,0,0,0,6100
409,5,39.0,4,14,308,0,0,600,0,0,0,0
409,5,39.0,4,15,288,0,0,0,0,0,0,0
409,5,41.0,7,13,0,0,0,0,0,0,0,0
409,5,41.0,7,14,0,0,0,0,0,0,0,0
409,5,41.0,7,15,0,0,0,0,0,0,0,0
409,7,1.0,2,13,6960,264,0,0,0,140,0,100
409,7,1.0,2,14,1248,0,0,0,0,0,0,0
409,7,1.0,2,15,6360,0,0,0,0,0,0,0
409,7,3.0,7,13,2105,60,0,0,1124,0,410,0
409,7,3.0,7,14,0,0,0,0,0,0,15000,120
409,7,3.0,7,15,0,0,0,0,0,0,0,0
409,7,5.0,3,13,180,0,0,0,0,0,0,150
409,7,5.0,3,14,0,0,0,0,0,0,0,0
409,7,5.0,3,15,288,0,0,0,0,0,0,0
409,7,13.0,4,13,8388,0,0,0,0,75,0,0
409,7,13.0,4,14,21156,0,0,0,0,0,0,0
409,7,13.0,4,15,5000,0,0,0,0,70,0,0
409,7,37.0,5,13,0,0,0,0,0,0,0,0
409,7,37.0,5,14,0,0,0,0,0,0,0,0
409,7,37.0,5,15,11026,0,0,0,0,70,0,0
409,9,11.0,7,13,0,0,4950,0,0,0,0,0
409,9,11.0,7,14,0,0,0,0,1764,0,0,0
409,9,11.0,7,15,0,0,0,0,0,0,0,0
409,9,15.0,5,13,312,0,0,0,0,0,0,0
409,9,15.0,5,14,280,0,15000,0,0,0,0,0
409,9,15.0,5,15,36,0,0,0,0,0,0,0
409,11,9.0,2,13,0,100,0,0,0,0,0,0
409,11,9.0,2,14,0,100,0,0,0,0,0,0
409,11,9.0,2,15,0,300,0,0,0,0,0,0
409,11,17.0,12,13,0,0,0,0,0,0,0,0
409,11,17.0,12,14,0,0,0,0,0,0,0,0
409,11,17.0,12,20,0,0,0,0,0,0,0,0
409,11,23.0,8,13,2856,70000,0,0,0,0,0,0
409,11,23.0,8,14,816,0,0,0,0,160,0,0
409,11,23.0,8,15,0,0,0,0,0,0,500000,0
409,11,25.0,4,14,273,0,0,0,0,0,0,0
409,11,25.0,4,15,0,0,0,0,0,60,0,0
409,11,25.0,4,20,0,0,0,0,0,0,0,0
409,11,31.0,11,13,480,4000,0,0,0,0,0,0
409,11,31.0,11,14,8710,0,0,0,0,0,0,0
409,11,31.0,11,15,120,0,0,0,0,0,0,4060
409,11,33.0,11,13,0,0,0,0,0,0,0,0
409,11,33.0,11,14,1000,0,0,0,0,0,0,0
409,11,33.0,11,15,320,0,0,0,0,120,0,0
409,13,5.0,3,13,0,0,0,12000,0,0,0,0
