tinh,huyen,xa,diaban,hoso,m3c6,m3c16,m3c17,m3c18,m3c19,m3ct1,m3ct2,m3ct,m4atn1,m4atn2,m4atn3,m4atn4,m4atn5,m4atn,m4b0c1,m4b0t1,m4b0t2,m4b1a,m4b1b,m4b11t,m4b12t,m4b13t,m4b14t,m4b15t,m4b16c3a,m4b16c3b,m4b16c3c,m4b1t,m4b1c,m4b1tn,m4b21a,m4b21b,m4b21t
105,11,23.0,5,21,1,100,0,150,0,3500,0,3750.0,9113,590,0,0,0,9703.0,1,0.0,0.0,1,,10143.000099182129,0,0,0,0,1.0,2.0,0.0,10143.0,3252.0,6891.0,2,2.0,0.0
105,11,33.0,13,13,2,49,0,60,0,0,0,109.0,16875,0,0,0,0,16875.0,1,0.0,0.0,1,,6165.0,0,0,0,0,3.0,0.0,,6165.0,2138.0,4027.0,1,,12868.0
105,11,33.0,13,14,2,65,0,170,0,0,0,235.0,3286,0,0,0,0,3286.0,1,0.0,0.0,1,,9396.0,0,0,0,0,3.0,0.0,,9396.0,3636.0,5760.0,2,2.0,0.0
105,11,33.0,13,15,1,45,0,0,0,1380,0,1425.0,34248,6181,0,0,0,40429.0,1,120.0,0.0,1,,8296.999919891357,0,0,0,235,1.0,0.0,,8532.0,2588.0,5944.0,1,,15042.0
105,13,7.0,12,13,1,150,0,60,0,0,200,410.0,18564,5569,0,0,0,24133.0,1,0.0,0.0,1,,3591.0,3268,0,0,59,3.0,2.0,0.0,6918.0,2431.0,4487.0,1,,21314.0
105,13,7.0,12,14,2,430,0,50,0,0,0,480.0,10034,151,3863,0,0,14048.0,1,0.0,0.0,1,,4755.0,2159,0,0,140,1.0,3.0,0.0,7054.0,2871.0,4183.0,1,,16475.0
105,13,7.0,12,20,2,100,0,0,0,0,0,100.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,3648.0,3536,0,0,82,3.0,0.0,,7266.0,3205.0,4061.0,2,2.0,0.0
105,13,11.0,15,13,1,300,0,0,271,2350,0,2650.0,0,0,0,0,0,0.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,13,11.0,15,14,1,680,100,0,0,358,0,1138.0,30071,836,0,0,0,30907.0,1,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,13,11.0,15,15,1,810,0,0,84,2100,430,3340.0,30072,4844,0,0,0,34916.0,1,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,13,15.0,14,13,1,100,20,80,0,2000,0,2200.0,15051,301,0,0,0,15352.0,1,0.0,203.0,1,,2630.0,0,0,0,0,3.0,6.0,0.0,2630.0,619.0,2011.0,1,,21592.0
105,13,15.0,14,14,2,300,50,0,0,0,0,350.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,2491.0,0,0,0,0,3.0,0.0,,2491.0,750.0,1741.0,1,,327948.0
105,13,15.0,14,15,2,300,374,0,0,0,0,674.0,19718,4382,0,0,0,24100.0,1,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,13,17.0,2,13,1,250,50,0,0,2200,0,2500.0,52581,7668,0,0,0,60249.0,1,0.0,0.0,1,,7954.0,0,0,5124,0,3.0,0.0,,13078.0,7708.0,5370.0,2,2.0,0.0
105,13,17.0,2,14,1,480,40,0,34,336,0,856.0,3154,109,0,0,0,3263.0,1,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,13,17.0,2,19,1,130,0,300,0,870,0,1300.0,0,0,0,0,0,0.0,1,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,13,23.0,7,13,1,280,0,40,15,65,370,755.0,18754,0,0,0,0,18754.0,1,0.0,0.0,1,,8189.0,12532,0,0,209,3.0,5.0,4.0,20930.0,8130.0,12800.0,2,2.0,0.0
105,13,23.0,7,14,1,1700,0,0,71,215,0,1915.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,0.0,0,0,20497,0,3.0,4.0,5.0,20497.0,3957.0,16540.0,2,2.0,0.0
105,13,23.0,7,20,1,2000,0,500,38,318,0,2818.0,42862,960,0,0,0,43822.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,13,35.0,18,13,1,420,20,80,9,183,0,703.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,5944.0,0,0,0,0,3.0,4.0,5.0,5944.0,2055.0,3889.0,2,2.0,0.0
105,13,35.0,18,15,1,355,35,0,0,829,0,1219.0,12530,5513,0,0,0,18043.0,1,0.0,0.0,1,,3837.0,1094,0,0,0,4.0,3.0,5.0,4931.0,1623.0,3308.0,1,,8972.0
105,13,35.0,18,19,2,100,20,0,0,0,0,120.0,16432,7230,0,0,0,23662.0,1,0.0,0.0,1,,12196.0,410,0,0,51,3.0,0.0,,12657.0,4419.0,8238.0,1,,2460.0
105,15,1.0,12,13,2,200,20,120,0,0,0,340.0,73613,548,0,0,0,74161.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,15,1.0,12,15,2,500,0,100,0,0,0,600.0,68355,1426,0,0,0,69781.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,15,1.0,12,20,1,200,0,80,0,2000,0,2280.0,12378,0,0,0,0,12378.0,1,0.0,0.0,1,,1938.0,0,0,0,41,1.0,0.0,,1979.0,534.0,1445.0,2,2.0,0.0
105,15,13.0,7,13,1,1000,0,0,180,0,1000,2000.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,6433.0,789,0,0,39,1.0,0.0,,7261.0,2130.0,5131.0,1,,14288.0
105,15,13.0,7,14,2,200,0,50,0,0,0,250.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,14881.0,821,0,0,79,1.0,2.0,3.0,15781.0,5298.0,10483.0,1,,63942.0
105,15,13.0,7,15,2,50,0,0,0,0,0,50.0,8859,84,2194,0,0,11137.0,1,0.0,0.0,1,,9602.0,0,0,0,118,1.0,0.0,,9720.0,2687.0,7033.0,1,,7145.0
105,15,23.0,6,13,1,200,0,660,139,0,2000,2860.0,0,0,11277,167,0,11444.0,1,0.0,0.0,1,,6805.0,273,0,0,39,1.0,2.0,0.0,7117.0,2030.0,5087.0,1,,62675.0
105,15,23.0,6,15,1,500,0,0,0,500,0,1000.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,6174.0,0,0,0,0,2.0,1.0,6.0,6174.0,1886.0,4288.0,1,,66839.0
105,15,23.0,6,19,2,120,30,0,0,0,0,150.0,15052,0,0,0,0,15052.0,1,0.0,0.0,1,,9708.000183105469,0,0,0,140,5.0,4.0,0.0,9848.0,2779.0,7069.0,1,,40178.0
105,15,29.0,3,13,2,200,20,0,0,0,0,220.0,8027,0,0,0,0,8027.0,1,0.0,0.0,1,,3024.0,3464,0,0,159,3.0,4.0,1.0,6647.0,2281.0,4366.0,1,,4093.0
105,15,29.0,3,14,2,185,0,60,0,0,0,245.0,11163,0,1786,0,0,12949.0,1,0.0,0.0,1,,4637.0,6351,0,75,368,2.0,1.0,3.0,11431.0,3636.0,7795.0,1,,7102.0
105,15,29.0,3,20,2,150,0,160,0,0,0,310.0,0,0,0,0,0,0.0,1,500.0,0.0,1,,5849.0,6182,527,0,268,1.0,3.0,2.0,12826.0,4290.0,8536.0,2,2.0,0.0
105,17,13.0,14,13,2,20,0,70,0,0,0,90.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,3126.0,0,0,0,31,2.0,3.0,1.0,3157.0,1145.0,2012.0,1,,38799.0
105,17,13.0,14,14,1,50,0,0,0,1000,0,1050.0,5063,84,0,0,0,5147.0,1,0.0,0.0,1,,3805.0,0,0,0,0,2.0,3.0,1.0,3805.0,1310.0,2495.0,2,2.0,0.0
105,17,13.0,14,15,2,120,0,0,0,0,0,120.0,19736,5090,0,0,0,24826.0,1,0.0,1284.0,1,,0.0,0,0,878,0,2.0,3.0,1.0,878.0,292.0,586.0,2,2.0,0.0
105,17,21.0,24,13,2,70,0,0,0,0,0,70.0,9022,166,0,0,0,9188.0,1,0.0,0.0,1,,0.0,352,0,1876,0,2.0,3.0,0.0,2228.0,403.0,1825.0,1,,5548.0
105,17,21.0,24,14,2,50,0,0,0,0,0,50.0,15036,250,0,0,0,15286.0,1,0.0,0.0,1,,0.0,352,0,1406,0,2.0,3.0,0.0,1758.0,328.0,1430.0,1,,656.0
105,17,21.0,24,19,2,150,0,0,0,0,0,150.0,22053,332,0,0,0,22385.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,1,,8314.0
105,17,31.0,8,13,1,50,0,0,0,0,360,410.0,8028,0,0,0,0,8028.0,1,0.0,0.0,1,,3680.0,1849,0,0,112,3.0,2.0,0.0,5641.0,1996.0,3645.0,2,2.0,0.0
105,17,31.0,8,14,1,100,0,0,0,2000,0,2100.0,10126,252,0,0,0,10378.0,1,200.0,0.0,1,,9856.0,2880,0,0,214,2.0,3.0,0.0,12950.0,4667.0,8283.0,1,,31418.0
105,17,31.0,8,20,2,50,0,0,0,0,0,50.0,20808,534,0,0,0,21342.0,1,0.0,0.0,1,,5316.0,2382,0,0,301,2.0,0.0,,7999.0,2745.0,5254.0,1,,7812.0
105,17,39.0,2,13,2,30,0,0,0,0,0,30.0,3751,0,0,0,0,3751.0,1,1275.0,0.0,1,,24755.999977111816,1002,0,0,209,2.0,1.0,3.0,25967.0,9729.0,16238.0,2,2.0,0.0
105,17,39.0,2,15,2,90,0,0,0,0,0,90.0,21601,420,0,0,0,22021.0,1,0.0,0.0,1,,12128.000089645386,474,379,0,182,1.0,2.0,0.0,13163.0,4469.0,8694.0,1,,18392.0
105,17,39.0,2,20,1,50,0,0,0,400,0,450.0,8389,102,2007,0,0,10498.0,1,0.0,0.0,1,,13814.000207901001,282,0,0,234,2.0,1.0,3.0,14330.0,5589.0,8741.0,2,2.0,0.0
105,17,47.0,19,13,1,50,0,0,0,3000,0,3050.0,13498,0,0,0,0,13498.0,1,7650.0,0.0,1,,24569.999969482422,117,625,0,0,2.0,1.0,3.0,25312.0,10024.0,15288.0,2,2.0,0.0
105,17,47.0,19,14,2,30,0,36,0,0,0,66.0,10536,100,3512,0,0,14148.0,1,350.0,0.0,1,,4787.0,94,789,0,103,2.0,1.0,3.0,5773.0,1905.0,3868.0,2,2.0,0.0
105,17,47.0,19,19,2,70,0,0,0,0,0,70.0,0,0,0,0,0,0.0,1,320.0,0.0,1,,15119.999950408936,253,947,9078,0,2.0,1.0,3.0,25398.0,9932.0,15466.0,1,,16340.0
105,17,59.0,7,13,2,50,0,0,0,0,0,50.0,4050,0,0,0,0,4050.0,1,0.0,0.0,1,,5050.0,118,189,868,111,3.0,2.0,1.0,6336.0,2018.0,4318.0,2,2.0,0.0
105,17,59.0,7,14,2,100,0,0,0,0,0,100.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,7750.0,282,295,704,216,2.0,3.0,1.0,9247.0,2952.0,6295.0,1,,25049.0
105,17,59.0,7,15,2,200,0,0,0,0,0,200.0,4817,0,0,0,0,4817.0,1,0.0,0.0,1,,2050.0,0,0,422,19,2.0,3.0,1.0,2491.0,658.0,1833.0,2,2.0,0.0
105,19,13.0,9,13,1,4000,0,0,976,0,4000,8000.0,0,0,0,0,0,0.0,1,400.0,0.0,1,,3749.999897003174,167,0,0,209,3.0,0.0,,4126.0,1435.0,2691.0,2,2.0,0.0
105,19,13.0,9,14,1,130,0,120,8,50,0,300.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,3234.0,0,0,0,284,1.0,0.0,,3518.0,921.0,2597.0,2,2.0,0.0
105,19,13.0,9,15,2,200,0,82,0,0,0,282.0,12056,0,0,0,0,12056.0,1,130.0,0.0,1,,7162.000011444092,317,0,0,335,3.0,0.0,,7814.0,2440.0,5374.0,1,,13832.0
105,19,21.0,16,13,1,200,0,0,0,0,350,550.0,14468,1786,0,0,0,16254.0,1,0.0,0.0,1,,9031.000060081482,275,501,0,435,3.0,0.0,,10242.0,3225.0,7017.0,2,2.0,0.0
105,19,21.0,16,14,1,50,0,0,304,0,3000,3050.0,13365,0,0,0,0,13365.0,1,0.0,0.0,1,,20756.000019073486,313,0,0,281,1.0,0.0,,21350.0,5476.0,15874.0,1,,29607.0
105,19,21.0,16,15,2,50,0,480,0,0,0,530.0,10024,0,0,0,0,10024.0,1,1000.0,0.0,1,,17944.000400543213,0,0,0,468,1.0,0.0,,18412.0,5223.0,13189.0,1,,12333.0
105,19,27.0,9,13,2,200,0,0,0,0,0,200.0,0,0,0,0,0,0.0,1,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,19,27.0,9,14,1,170,0,0,0,500,0,670.0,16076,1071,0,0,0,17147.0,1,0.0,0.0,1,,2361.0,752,159,0,284,1.0,0.0,,3556.0,1242.0,2314.0,1,,11863.0
105,19,27.0,9,15,1,370,0,30,18,400,0,800.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,3305.9999656677246,0,473,0,158,3.0,0.0,,3937.0,1507.0,2430.0,2,2.0,0.0
105,19,39.0,13,13,2,300,0,35,0,0,0,335.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,2447.0,0,0,0,0,2.0,3.0,1.0,2447.0,379.0,2068.0,2,2.0,0.0
105,19,39.0,13,15,2,200,0,35,0,0,0,235.0,13163,0,0,0,1687,14850.0,1,0.0,0.0,1,,2358.0,0,0,0,0,2.0,1.0,0.0,2358.0,552.0,1806.0,1,,5526.0
105,19,39.0,13,19,2,150,0,0,45,0,0,150.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,1483.0,0,0,0,188,1.0,0.0,,1671.0,435.0,1236.0,1,,2580.0
105,19,47.0,5,13,1,30,0,0,77,2000,0,2030.0,10126,2279,0,0,0,12405.0,1,0.0,0.0,1,,7967.000045776367,0,0,0,284,3.0,4.0,0.0,8251.0,2481.0,5770.0,2,2.0,0.0
105,19,47.0,5,14,2,200,0,0,0,0,0,200.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,4863.0,1127,634,0,282,2.0,3.0,1.0,6906.0,1841.0,5065.0,2,2.0,0.0
105,19,47.0,5,15,2,100,0,0,0,0,0,100.0,0,0,0,0,0,0.0,1,730.0,0.0,1,,9649.999908447266,143,668,0,335,4.0,0.0,,10796.0,4204.0,6592.0,2,2.0,0.0
105,21,7.0,3,13,1,700,50,390,333,0,700,1840.0,23662,548,0,0,0,24210.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,21,7.0,3,14,1,180,265,0,369,0,1400,1845.0,28890,0,0,0,0,28890.0,1,0.0,0.0,1,,8062.999973297119,0,0,0,0,3.0,0.0,,8063.0,2337.0,5726.0,2,2.0,0.0
105,21,7.0,3,15,2,80,20,60,0,0,0,160.0,14378,268,0,0,0,14646.0,1,0.0,0.0,1,,8814.000228881836,0,0,0,359,5.0,0.0,,9173.0,4314.0,4859.0,2,2.0,0.0
105,21,15.0,11,13,1,500,70,174,54,230,0,974.0,0,0,0,0,0,0.0,1,2400.0,0.0,1,,3768.0,25065,0,0,59,1.0,0.0,,28892.0,4718.0,24174.0,2,2.0,0.0
105,21,15.0,11,14,1,500,70,87,58,500,0,1157.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,3610.0,39074,0,0,55,1.0,0.0,,42739.0,4908.0,37831.0,2,2.0,0.0
105,21,15.0,11,15,1,200,125,0,190,380,0,705.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,4090.0,0,0,0,0,3.0,0.0,,4090.0,1120.0,2970.0,2,2.0,0.0
105,21,27.0,10,13,2,250,50,87,0,0,0,387.0,10837,200,0,0,0,11037.0,1,0.0,0.0,1,,3563.0,0,0,0,0,5.0,0.0,,3563.0,1130.0,2433.0,2,2.0,0.0
105,21,27.0,10,14,1,200,30,0,136,200,300,730.0,8573,178,0,0,0,8751.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,21,27.0,10,15,1,100,50,87,820,2000,4000,6237.0,0,0,0,0,0,0.0,1,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,1,,69403.0
105,21,37.0,8,13,2,60,10,0,0,0,0,70.0,8100,380,0,0,0,8480.0,1,0.0,0.0,1,,5139.999957084656,0,0,0,0,4.0,0.0,,5140.0,1431.0,3709.0,2,2.0,0.0
105,21,37.0,8,19,1,200,30,0,167,600,0,830.0,13145,0,0,0,0,13145.0,1,0.0,0.0,1,,18334.0,68664,0,0,206,4.0,0.0,,87204.0,10233.0,76971.0,2,2.0,0.0
105,21,37.0,8,20,1,100,30,100,254,200,1000,1430.0,12029,418,0,0,0,12447.0,1,0.0,0.0,1,,10223.999855041504,9769,0,0,273,4.0,0.0,,20266.0,5174.0,15092.0,2,2.0,0.0
105,21,45.0,13,13,1,1000,50,120,305,1550,0,2720.0,4214,0,0,0,0,4214.0,1,0.0,0.0,1,,3706.999975204468,0,0,0,66,3.0,0.0,,3773.0,1052.0,2721.0,2,2.0,0.0
105,21,45.0,13,14,2,80,0,50,0,0,0,130.0,0,0,0,0,0,0.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,21,45.0,13,19,2,40,15,0,0,0,0,55.0,22053,2774,4177,0,0,29004.0,1,0.0,0.0,1,,18447.000019073486,0,0,0,0,3.0,4.0,0.0,18447.0,6206.0,12241.0,2,2.0,0.0
105,21,55.0,7,13,2,50,25,0,0,0,0,75.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,0.0,0,1579,0,0,3.0,0.0,,1579.0,241.0,1338.0,1,,4205.0
105,21,55.0,7,14,2,45,16,0,0,0,0,61.0,90132,0,0,0,0,90132.0,1,0.0,0.0,1,,5760.0,0,0,0,0,1.0,0.0,,5760.0,1634.0,4126.0,2,2.0,0.0
105,21,55.0,7,15,2,100,30,200,0,0,0,330.0,0,0,0,0,0,0.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,23,1.0,4,15,2,165,0,200,0,0,0,365.0,21033,219,0,0,0,21252.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,23,1.0,4,19,1,900,0,0,2973,0,2000,2900.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,4778.0,0,0,0,0,1.0,2.0,5.0,4778.0,1412.0,3366.0,2,2.0,0.0
105,23,1.0,4,20,1,275,0,0,0,148,120,543.0,2331,0,0,0,0,2331.0,1,0.0,0.0,1,,3184.0,349,0,174,160,3.0,1.0,5.0,3867.0,1843.0,2024.0,2,2.0,0.0
105,23,3.0,7,13,1,460,0,0,0,350,0,810.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,6316.000095367432,0,0,0,188,1.0,3.0,2.0,6504.0,2086.0,4418.0,1,,2245.0
105,23,3.0,7,14,1,480,0,130,97,110,1020,1740.0,21433,4464,0,0,0,25897.0,1,260.0,0.0,1,,6391.0,1805,0,761,368,4.0,2.0,1.0,9325.0,3094.0,6231.0,2,2.0,0.0
105,23,3.0,7,15,1,60,0,0,1015,0,3450,3510.0,20047,0,0,0,0,20047.0,1,0.0,0.0,1,,4931.0,640,0,0,0,1.0,3.0,2.0,5571.0,2835.0,2736.0,2,2.0,0.0
105,23,19.0,9,14,1,200,0,200,36,300,0,700.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,3352.0,158,947,0,237,1.0,3.0,6.0,4694.0,1183.0,3511.0,1,,1484.0
105,23,19.0,9,15,2,60,0,200,0,0,0,260.0,42602,0,0,0,0,42602.0,1,0.0,0.0,1,,2813.0,0,0,0,0,1.0,0.0,,2813.0,1279.0,1534.0,2,2.0,0.0
105,23,19.0,9,19,1,20,0,54,0,70,0,144.0,12041,0,0,0,0,12041.0,1,0.0,0.0,1,,14612.000114440918,3211,0,0,402,1.0,0.0,,18225.0,7289.0,10936.0,2,2.0,0.0
105,23,29.0,8,13,1,8600,0,0,370,1108,0,9708.0,22454,11794,0,0,0,34248.0,1,0.0,0.0,1,,14674.00032043457,0,0,0,0,1.0,2.0,3.0,14674.0,6525.0,8149.0,2,2.0,0.0
105,23,29.0,8,14,1,320,0,114,44,355,0,789.0,12657,295,0,0,0,12952.0,1,750.0,0.0,1,,23134.999687194824,0,1105,845,426,4.0,5.0,0.0,25511.0,8064.0,17447.0,1,,4874.0
105,23,29.0,8,15,1,112,260,180,221,436,1445,2433.0,25059,4845,0,0,0,29904.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,23,37.0,13,13,1,750,0,60,0,800,0,1610.0,0,0,0,0,0,0.0,1,300.0,0.0,1,,15453.999927520752,189,868,0,394,3.0,5.0,4.0,16905.0,4835.0,12070.0,1,,3821.0
105,23,37.0,13,14,1,3000,0,0,183,1200,5000,9200.0,7225,5619,802,0,0,13646.0,1,0.0,0.0,1,,8093.000066757202,0,0,0,282,1.0,0.0,,8375.0,2579.0,5796.0,2,2.0,0.0
105,23,37.0,13,15,2,370,28,0,0,0,0,398.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,6500.000070571899,0,1035,278,319,4.0,2.0,3.0,8132.0,2449.0,5683.0,1,,2788.0
105,23,45.0,7,13,1,170,0,0,167,1330,0,1500.0,67917,438,0,0,0,68355.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,23,45.0,7,14,1,300,0,60,0,700,0,1060.0,0,0,0,0,0,0.0,1,2100.0,0.0,1,,29285.0,0,0,0,501,1.0,2.0,3.0,29786.0,10900.0,18886.0,1,,2106.0
105,23,45.0,7,15,1,105,18,60,22,11,360,554.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,14801.000188827515,0,0,0,291,1.0,2.0,4.0,15092.0,3760.0,11332.0,1,,1395.0
105,25,13.0,5,13,1,120,20,0,61,50,0,190.0,0,0,0,0,0,0.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,25,13.0,5,14,2,70,0,60,0,0,0,130.0,21263,760,0,0,0,22023.0,2,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,1,,21778.0
105,25,13.0,5,15,1,900,50,0,0,650,80,1680.0,12741,760,0,0,0,13501.0,1,0.0,0.0,1,,0.0,126,0,78,0,2.0,1.0,3.0,204.0,36.0,168.0,2,2.0,0.0
105,25,23.0,8,13,1,200,0,0,61,1380,0,1580.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,0.0,0,0,422,0,2.0,0.0,,422.0,113.0,309.0,2,2.0,0.0
105,25,23.0,8,15,1,150,120,0,305,500,1000,1770.0,9031,1004,0,0,0,10035.0,1,0.0,0.0,1,,6013.0,3191,526,0,243,3.0,0.0,,9973.0,3382.0,6591.0,1,,10162.0
105,25,23.0,8,19,1,500,10,0,136,2200,0,2710.0,0,0,0,0,0,0.0,1,0.0,728.0,1,,6237.0,418,0,0,293,2.0,0.0,,6948.0,2010.0,4938.0,2,2.0,0.0
105,25,33.0,20,13,2,215,0,120,0,0,0,335.0,60468,12597,0,0,0,73065.0,1,0.0,0.0,2,2.0,0.0,0,0,0,0,,,,0.0,0.0,0.0,2,2.0,0.0
105,25,33.0,20,14,2,300,0,0,0,0,0,300.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,4595.0,125,468,0,76,3.0,5.0,4.0,5264.0,2183.0,3081.0,2,2.0,0.0
105,25,33.0,20,15,1,400,15,0,0,950,0,1365.0,7502,0,0,0,0,7502.0,1,0.0,0.0,1,,10386.000240325928,0,0,0,84,3.0,0.0,,10470.0,2996.0,7474.0,1,,1153.0
105,25,39.0,7,13,1,5000,60,60,1085,0,460,5580.0,7233,4823,0,0,0,12056.0,1,0.0,1871.0,1,,14156.0000705719,0,0,0,451,1.0,2.0,3.0,14607.0,5643.0,8964.0,1,,288.0
105,25,39.0,7,14,1,100,10,300,26,564,0,974.0,0,0,3038,0,0,3038.0,1,440.0,0.0,1,,22156.99991607666,457,284,79,584,2.0,3.0,1.0,23561.0,7531.0,16030.0,1,,5207.0
105,25,39.0,7,15,2,100,0,0,0,0,0,100.0,16075,267,0,0,0,16342.0,1,0.0,0.0,1,,5999.0,0,0,0,401,4.0,3.0,5.0,6400.0,2267.0,4133.0,2,2.0,0.0
105,25,49.0,9,13,2,230,50,0,0,0,0,280.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,6785.0,123,586,359,0,2.0,1.0,3.0,7853.0,3456.0,4397.0,2,2.0,0.0
105,25,49.0,9,14,1,1500,15,475,0,350,0,2340.0,7898,717,0,0,0,8615.0,1,0.0,2853.0,1,,3821.0,202,0,378,0,3.0,0.0,,4401.0,1618.0,2783.0,1,,2842.0
105,25,49.0,9,19,1,300,50,188,0,2000,0,2538.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,16276.9999294281,0,3485,0,0,3.0,4.0,5.0,19762.0,7535.0,12227.0,2,2.0,0.0
105,27,5.0,8,13,1,1000,20,60,0,820,0,1900.0,12909,97,0,0,0,13006.0,1,0.0,0.0,1,,10269.999794006348,0,1689,0,102,2.0,4.0,0.0,12061.0,4320.0,7741.0,1,,1296.0
105,27,5.0,8,14,1,2300,30,50,51,1000,0,3380.0,5880,0,0,0,2506,8386.0,1,0.0,0.0,1,,14882.000053405762,0,2306,235,328,1.0,2.0,5.0,17751.0,6750.0,11001.0,1,,32080.0
105,27,5.0,8,15,2,650,30,100,0,0,0,780.0,25644,83,2673,0,0,28400.0,1,1000.0,0.0,1,,16742.00001525879,0,3353,0,156,2.0,4.0,5.0,20251.0,7657.0,12594.0,1,,28273.0
105,27,15.0,9,13,2,40,0,60,0,0,0,100.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,14326.0,0,1173,0,214,2.0,0.0,,15713.0,4635.0,11078.0,2,2.0,0.0
105,27,15.0,9,14,1,1200,20,240,200,1450,0,2910.0,3614,0,0,0,0,3614.0,1,0.0,0.0,1,,6691.999947547913,0,1127,0,0,4.0,3.0,0.0,7819.0,2723.0,5096.0,2,2.0,0.0
105,27,15.0,9,15,1,1200,30,720,832,4300,0,6250.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,16026.999988555908,0,3157,0,0,4.0,1.0,0.0,19184.0,6776.0,12408.0,1,,2102.0
105,27,25.0,8,13,1,1200,20,0,0,3050,0,4270.0,12234,0,0,0,0,12234.0,1,0.0,0.0,1,,9693.999969482422,0,1594,0,166,3.0,1.0,2.0,11454.0,3683.0,7771.0,2,2.0,0.0
105,27,25.0,8,14,1,25,0,0,64,250,0,275.0,12530,0,0,0,0,12530.0,1,0.0,0.0,1,,14708.999938964844,266,2063,0,238,2.0,0.0,,17276.0,4883.0,12393.0,2,2.0,0.0
105,27,25.0,8,15,2,0,0,54,0,0,0,54.0,18575,0,536,0,0,19111.0,1,0.0,0.0,1,,4799.0,0,919,0,76,1.0,0.0,,5794.0,1867.0,3927.0,2,2.0,0.0
105,27,33.0,3,13,1,40,0,100,0,0,0,140.0,0,0,0,0,0,0.0,1,0.0,0.0,1,,17770.0,0,2500,0,254,3.0,0.0,,20524.0,6131.0,14393.0,1,,6183.0
