tinh,huyen,xa,diaban,hoso,matv,m4ac1a,m4ac1b,m4ac1c,m4ac2,m4ac3,m4ac4,m4ac5,m4ac6,m4ac7,m4ac8,m4ac9,m4ac10a,m4ac10b,m4ac11,m4ac12a,m4ac12b,m4ac12c,m4ac12d,m4ac12e,m4ac12f,m4ac13,m4ac14,m4ac15,m4ac16,m4ac17,m4ac18,m4ac19,m4ac20,m4ac21,m4ac22a,m4ac22b,m4ac22c,m4ac22d,m4ac22e,m4ac22f,m4ac23,m4ac24,m4ac25,m4ac26,m4ac27
101,6,25,5,13,2,1,2,2,1,,74,14,12,26,8,22,4,2,22040,1378,0,0,0,2865,4243,2,,,,,,,,,,,,,,0,,,,1,3
101,6,25,5,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,6,25,5,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,6,25,5,13,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,6,25,5,14,1,1,1,2,1,,92,1,12,30,4,2,2,,,,,,,,0,1,15,84,12,24,2,5,4,3140,175,0,0,0,0,175,2,,,1,1
101,6,25,5,14,2,1,1,2,1,,33,85,12,26,8,5,4,1,20936,611,0,0,0,1361,1972,1,92,1,12,15,1,2,2,,,,,,,0,2,,,1,2
101,6,25,5,14,3,2,1,2,1,,92,1,12,30,6,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
101,6,25,5,14,4,1,1,2,1,,93,85,12,26,8,1,4,2,6281,175,0,0,0,1361,1536,1,92,1,12,20,2,2,2,,,,,,,0,2,,,1,3
101,6,25,5,15,1,1,2,2,1,,91,47,12,30,8,10,3,,20936,872,0,0,0,0,872,2,,,,,,,,,,,,,,0,,,,2,
101,6,25,5,15,2,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,6,25,5,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,6,27,5,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,6,27,5,13,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,6,27,5,14,1,2,2,1,1,,91,56,12,30,10,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
101,6,27,5,14,2,2,2,1,1,,91,56,12,30,10,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
101,6,27,5,14,3,1,2,2,1,,23,85,12,22,8,2,4,2,12561,436,0,0,0,872,1308,1,23,85,10,12,4,1,3,10468,436,0,0,0,0,436,2,,,2,
101,6,27,5,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,6,27,5,15,1,1,1,2,1,,74,11,12,26,8,3,6,,15702,436,0,0,0,0,436,1,92,2,3,10,3,3,2,,,,,,,0,2,,,1,2
101,6,27,5,15,2,2,1,1,1,,91,56,12,30,5,5,2,,,,,,,,0,1,92,1,3,10,3,3,2,,,,,,,0,2,,,1,2
101,6,27,5,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,7,3,19,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,7,3,19,13,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,7,3,19,13,3,1,2,2,1,,21,71,12,26,8,12,4,2,56468,6587,0,0,0,0,6587,2,,,,,,,,,,,,,,0,,,,1,4
101,7,3,19,13,4,1,2,2,1,,24,65,12,26,8,10,7,,45174,4706,0,0,0,0,4706,2,,,,,,,,,,,,,,0,,,,1,2
101,7,3,19,14,1,2,2,1,1,,91,49,12,30,10,13,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
101,7,3,19,14,2,2,2,1,1,,91,45,12,30,12,14,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
101,7,3,19,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,3,19,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,3,19,14,5,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,7,3,19,15,1,1,2,2,1,,19,46,12,30,8,5,6,,73407,7529,0,0,0,3764,11293,2,,,,,,,,,,,,,,0,,,,1,2
101,7,3,19,15,2,1,2,2,1,,19,46,12,30,8,5,6,,61173,5647,0,0,0,3764,9411,2,,,,,,,,,,,,,,0,,,,1,5
101,7,3,19,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,3,19,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,3,19,15,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,7,11,15,13,1,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,7,11,15,13,2,1,2,2,1,,15,84,12,26,8,14,4,2,13552,659,189,0,0,189,1037,2,,,,,,,,,,,,,,0,,,,1,4
101,7,11,15,13,3,1,2,2,1,,31,42,12,28,10,5,4,2,56468,565,283,0,470,753,2071,2,,,,,,,,,,,,,,0,,,,1,1
101,7,11,15,13,4,1,2,2,1,,34,85,12,22,9,1,7,,67761,941,189,0,659,941,2730,2,,,,,,,,,,,,,,0,,,,1,3
101,7,11,15,13,6,1,2,2,1,,24,69,12,22,8,3,4,1,14681,565,94,0,0,1129,1788,2,,,,,,,,,,,,,,0,,,,1,2
101,7,11,15,13,7,1,2,2,1,,24,52,12,24,9,5,7,,56468,753,189,0,3764,1883,6589,2,,,,,,,,,,,,,,0,,,,1,1
101,7,11,15,14,1,2,2,1,1,,91,56,12,29,8,4,1,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
101,7,11,15,14,2,1,2,2,1,,41,14,12,26,8,10,4,1,17795,436,0,0,0,1832,2268,2,,,,,,,,,,,,,,0,,,,1,6
101,7,11,15,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,11,15,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,11,15,14,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,11,15,15,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,7,11,15,15,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,7
101,7,11,15,15,3,1,2,2,1,,24,46,12,28,10,6,6,,90348,1883,283,0,2164,4706,9036,2,,,,,,,,,,,,,,0,,,,1,1
101,7,11,15,15,4,1,2,2,1,,24,46,12,28,9,6,6,,56468,1129,0,0,0,1883,3012,2,,,,,,,,,,,,,,0,,,,1,3
101,7,11,15,15,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,15,13,15,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,10
101,7,15,13,15,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,15,13,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,7,15,13,15,4,1,2,2,1,,24,46,12,26,8,2,7,,23029,2617,0,0,0,2181,4798,2,,,,,,,,,,,,,,0,,,,1,1
101,7,15,13,19,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6
101,7,15,13,19,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,15,13,19,3,1,2,2,1,,24,64,12,24,8,3,4,2,67761,7529,0,0,941,1883,10353,2,,,,,,,,,,,,,,0,,,,1,1
101,7,15,13,19,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,7,15,13,20,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6
101,7,19,25,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,19,25,13,2,1,2,2,1,,24,84,12,22,8,25,4,1,14326,1653,0,0,0,1561,3214,2,,,,,,,,,,,,,,0,,,,1,2
101,7,19,25,13,3,1,2,2,1,,24,25,12,24,8,11,7,,40775,1837,0,0,0,3031,4868,2,,,,,,,,,,,,,,0,,,,1,3
101,7,19,25,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,19,25,15,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,7,19,25,15,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,19,25,15,3,1,2,2,1,,83,47,12,28,8,2,3,,22040,551,0,0,0,2480,3031,2,,,,,,,,,,,,,,0,,,,2,
101,7,19,25,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,19,25,20,1,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,7,19,25,20,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,7,19,25,20,3,2,2,1,1,,19,46,12,28,9,4,1,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
101,7,19,25,20,4,1,2,2,1,,24,60,12,24,8,1,6,,22040,1286,0,0,4592,6245,12123,2,,,,,,,,,,,,,,0,,,,1,1
101,7,19,25,20,5,1,2,2,1,,51,68,12,24,6,5,7,,7163,551,0,0,0,2388,2939,2,,,,,,,,,,,,,,0,,,,1,1
101,7,19,25,20,6,2,2,1,1,,91,47,10,28,6,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
101,7,21,16,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6
101,7,21,16,13,2,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,7,21,16,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,21,16,15,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,21,16,15,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,21,16,15,3,1,2,2,1,,24,46,12,26,8,5,6,,55101,9184,0,0,4592,3526,17302,2,,,,,,,,,,,,,,0,,,,2,
101,7,21,16,15,4,2,2,1,1,,74,14,12,28,8,4,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
101,7,21,16,15,5,1,2,2,1,,23,85,10,12,4,3,6,,6612,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,2,
101,7,21,16,15,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,7,21,16,20,1,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,7,21,16,20,2,2,2,1,1,,91,47,12,28,7,20,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
101,7,21,16,20,3,1,2,2,1,,42,55,12,26,8,3,4,2,22040,2755,0,0,0,3324,6079,2,,,,,,,,,,,,,,0,,,,1,1
101,7,21,16,20,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,7,27,3,13,1,2,2,1,1,,91,56,12,29,10,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
101,7,27,3,13,2,2,2,1,1,,91,56,12,29,10,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
101,7,27,3,13,3,2,2,2,2,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,7,27,3,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,27,3,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,7,27,3,14,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,7,27,3,15,1,1,2,2,1,,41,45,12,26,8,40,4,2,23029,2181,0,0,0,0,2181,2,,,,,,,,,,,,,,0,,,,1,2
101,7,27,3,15,2,1,2,2,1,,72,45,12,26,8,33,4,2,25473,1745,0,0,0,872,2617,2,,,,,,,,,,,,,,0,,,,1,4
101,7,27,3,15,3,2,2,2,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,7,27,3,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,27,3,15,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,7,33,21,15,1,1,2,2,1,,24,46,12,22,8,12,4,1,50821,6117,0,0,1977,3294,11388,2,,,,,,,,,,,,,,0,,,,2,
101,7,33,21,15,2,1,2,2,1,,24,46,12,22,8,14,4,1,36140,3294,0,0,1883,3294,8471,2,,,,,,,,,,,,,,0,,,,1,3
101,7,33,21,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,7,33,21,20,1,2,2,1,1,,91,46,12,30,10,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
101,7,33,21,20,2,2,2,1,1,,91,46,12,30,8,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
101,7,33,21,20,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,7,33,21,20,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,7,33,21,24,1,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,33,21,24,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,5
101,7,33,21,24,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,33,21,24,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,7,37,15,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,7,37,15,13,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,5
101,7,37,15,13,3,1,2,2,1,,24,46,12,25,10,6,3,,33881,1412,0,0,0,5647,7059,2,,,,,,,,,,,,,,0,,,,1,1
101,7,37,15,13,4,1,2,2,1,,23,85,12,22,8,4,4,1,31998,1694,0,0,0,4283,5977,2,,,,,,,,,,,,,,0,,,,1,4
101,7,37,15,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,7,37,15,14,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,7,37,15,15,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,7,37,15,15,2,1,2,2,1,,83,49,12,28,12,20,3,,33061,459,0,0,0,918,1377,2,,,,,,,,,,,,,,0,,,,1,1
101,7,37,15,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,7,37,15,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,8,3,7,13,1,1,2,2,1,,72,27,12,26,8,20,7,,19889,1309,0,0,0,2617,3926,2,,,,,,,,,,,,,,0,,,,1,1
101,8,3,7,13,2,1,2,2,1,,32,86,12,28,8,12,4,1,15702,1745,0,0,0,2181,3926,2,,,,,,,,,,,,,,0,,,,1,3
101,8,3,7,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,3,7,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,8,3,7,14,1,1,2,2,1,,52,25,12,28,10,4,6,,18406,305,0,0,131,1309,1745,2,,,,,,,,,,,,,,0,,,,1,1
101,8,3,7,14,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,6
101,8,3,7,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,3,7,15,1,2,2,1,1,,93,49,12,6,6,10,2,,,,,,,,0,1,91,96,12,6,3,7,2,,,,,,,0,2,,,1,1
101,8,3,7,15,2,2,2,1,1,,91,45,12,6,9,7,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,4
101,8,3,7,15,3,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,3,7,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,5,16,13,1,1,2,2,1,,24,46,12,24,8,8,4,1,33061,3031,0,0,11939,8724,23694,2,,,,,,,,,,,,,,0,,,,1,1
101,8,5,16,13,2,1,2,2,1,,24,64,6,24,8,1,4,1,13775,3214,0,2939,735,0,6888,2,,,,,,,,,,,,,,0,,,,1,2
101,8,5,16,13,4,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,8,5,16,14,1,1,2,2,1,,24,49,12,22,8,3,4,1,22040,9184,0,0,0,2939,12123,2,,,,,,,,,,,,,,0,,,,1,1
101,8,5,16,14,2,1,2,2,1,,23,85,9,24,6,10,4,2,41785,918,0,4408,0,0,5326,2,,,,,,,,,,,,,,0,,,,1,4
101,8,5,16,14,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,8,5,16,15,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,5,16,15,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,8,5,16,15,3,1,2,2,1,,52,47,12,26,8,4,6,,17795,1047,0,0,0,1309,2356,2,,,,,,,,,,,,,,0,,,,1,1
101,8,5,16,15,4,1,2,2,1,,52,47,12,26,8,1,6,,23029,1309,0,0,0,0,1309,2,,,,,,,,,,,,,,0,,,,1,2
101,8,7,18,14,1,1,2,2,1,,34,46,12,24,8,20,4,2,31622,848,0,0,0,1883,2731,2,,,,,,,,,,,,,,0,,,,1,1
101,8,7,18,14,2,1,2,2,1,,34,46,12,24,8,20,4,2,31622,848,0,0,0,1412,2260,2,,,,,,,,,,,,,,0,,,,1,1
101,8,7,18,14,3,1,2,2,1,,34,46,12,24,8,3,4,2,20328,659,0,0,0,0,659,2,,,,,,,,,,,,,,0,,,,1,1
101,8,7,18,14,4,1,2,2,1,,24,73,12,26,8,3,6,,28234,941,0,0,0,941,1882,2,,,,,,,,,,,,,,0,,,,1,1
101,8,7,18,19,1,1,2,2,1,,24,74,12,22,8,20,4,1,55101,2296,0,0,5510,13775,21581,2,,,,,,,,,,,,,,0,,,,1,1
101,8,7,18,19,2,1,2,2,1,,34,13,12,22,8,18,4,1,27551,1102,0,0,0,735,1837,2,,,,,,,,,,,,,,0,,,,1,2
101,8,7,18,19,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,7,18,19,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,8,7,18,19,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,8,7,18,20,1,1,2,2,1,,93,27,12,30,7,4,3,,16530,367,0,0,0,0,367,2,,,,,,,,,,,,,,0,,,,1,2
101,8,7,18,20,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,7,18,20,3,1,2,2,1,,93,27,12,30,2,4,3,,6612,92,0,0,0,0,92,2,,,,,,,,,,,,,,0,,,,1,1
101,8,7,18,20,4,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,8,15,27,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,8,15,27,14,2,1,2,2,1,,51,61,12,24,8,8,4,2,20936,436,0,0,0,436,872,2,,,,,,,,,,,,,,0,,,,1,1
101,8,15,27,14,3,1,2,2,1,,24,71,12,24,8,9,4,1,26171,872,0,0,0,872,1744,2,,,,,,,,,,,,,,0,,,,1,1
101,8,15,27,14,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,15,27,14,6,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,15,27,15,1,2,2,1,1,,91,56,12,26,6,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
101,8,15,27,15,2,2,2,1,1,,91,56,12,26,6,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
101,8,15,27,15,3,1,2,2,1,,91,47,12,26,6,2,3,,18367,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,2
101,8,15,27,20,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,15,27,20,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
101,8,19,22,14,1,1,2,2,1,,93,37,12,22,8,7,4,1,22040,1102,0,0,0,735,1837,2,,,,,,,,,,,,,,0,,,,1,1
101,8,19,22,14,2,1,2,2,1,,24,81,12,22,8,19,4,1,20938,918,0,0,0,918,1836,2,,,,,,,,,,,,,,0,,,,1,2
101,8,19,22,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,19,22,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,19,22,15,1,1,2,2,1,,71,23,12,26,10,10,4,1,19836,827,0,0,0,735,1562,2,,,,,,,,,,,,,,0,,,,1,1
101,8,19,22,15,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,8,19,22,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,19,22,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,8,19,22,20,1,2,2,1,1,,91,46,12,30,10,6,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
101,8,19,22,20,2,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,8,19,22,20,3,2,2,2,2,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,8,25,6,14,1,1,2,2,1,,79,17,12,29,10,8,6,,27551,2755,0,0,0,1837,4592,2,,,,,,,,,,,,,,0,,,,1,4
101,8,25,6,14,2,1,2,2,1,,79,17,12,28,8,5,6,,11020,918,0,0,0,459,1377,2,,,,,,,,,,,,,,0,,,,1,4
101,8,25,6,15,1,1,2,2,1,,52,46,12,26,8,2,6,,19285,3673,0,0,0,14694,18367,2,,,,,,,,,,,,,,0,,,,1,2
101,8,25,6,15,2,1,2,2,1,,34,86,12,22,8,14,4,1,20204,459,0,0,0,4592,5051,2,,,,,,,,,,,,,,0,,,,1,2
101,8,25,6,19,1,2,2,1,1,,79,15,11,28,9,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
101,8,25,6,19,2,2,2,1,1,,79,15,11,28,9,5,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
101,8,27,16,13,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,27,16,13,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,7
101,8,27,16,13,3,1,2,2,1,,34,47,12,24,8,2,6,,15702,436,0,0,0,131,567,2,,,,,,,,,,,,,,0,,,,1,1
101,8,27,16,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,27,16,13,5,1,2,2,1,,0,84,12,27,8,10,4,1,33498,2181,0,0,436,436,3053,2,,,,,,,,,,,,,,0,,,,1,1
101,8,27,16,13,6,1,2,2,1,,24,43,12,26,8,5,4,1,19052,698,0,0,0,436,1134,2,,,,,,,,,,,,,,0,,,,1,2
101,8,27,16,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,27,16,14,2,1,2,1,1,,74,46,12,24,8,20,4,2,17392,470,0,0,0,283,753,1,91,56,12,25,2,8,2,,,,,,,0,2,,,1,1
101,8,27,16,14,3,2,2,1,1,,91,56,12,25,10,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
101,8,27,16,14,4,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,27,16,14,5,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,8,27,16,15,1,2,2,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,8,27,16,15,2,1,2,2,1,,24,58,12,20,7,1,4,2,43010,941,0,0,0,0,941,2,,,,,,,,,,,,,,0,,,,2,
101,8,27,16,15,3,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
101,8,27,16,15,4,1,2,2,1,,34,42,12,20,8,1,6,,25976,283,0,0,0,94,377,2,,,,,,,,,,,,,,0,,,,1,1
101,9,3,23,13,1,1,2,2,1,,22,86,11,22,8,20,4,1,25714,2755,0,0,459,1837,5051,2,,,,,,,,,,,,,,0,,,,1,1
101,9,3,23,13,2,1,2,2,1,,24,64,11,22,8,16,4,1,22040,1837,0,0,0,1378,3215,2,,,,,,,,,,,,,,0,,,,1,4
101,9,3,23,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
101,9,3,23,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
101,9,3,23,14,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
101,9,3,23,15,1,1,2,2,1,,18,58,11,22,8,27,4,1,31959,7347,0,0,0,918,8265,2,,,,,,,,,,,,,,0,,,,1,2
101,9,3,23,15,2,1,2,2,1,,18,58,1,22,8,24,4,1,31187,6428,0,0,0,918,7346,2,,,,,,,,,,,,,,0,,,,1,5
101,9,3,23,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
