tinh,huyen,xa,diaban,hoso,m4b31ma,m4b31c3,m4b31c4,m4b31c5
411,11,7.0,13,13,,,,
411,11,7.0,13,14,,,,
411,11,7.0,13,15,,,,
411,11,13.0,9,13,,,,
411,11,13.0,9,14,,,,
411,11,13.0,9,15,,,,
411,11,19.0,12,13,,,,
411,11,19.0,12,14,,,,
411,11,19.0,12,15,,,,
411,13,1.0,10,13,,,,
411,13,1.0,10,15,,,,
411,13,1.0,10,20,,,,
411,13,7.0,22,13,,,,
411,13,7.0,22,14,,,,
411,13,7.0,22,15,,,,
411,13,9.0,7,13,,,,
411,13,9.0,7,14,,,,
411,13,9.0,7,19,,,,
411,13,11.0,3,13,,,,
411,13,11.0,3,14,,,,
411,13,11.0,3,15,,,,
411,13,23.0,7,13,,,,
411,13,23.0,7,14,,,,
411,13,23.0,7,19,,,,
411,13,33.0,9,13,,,,
411,13,33.0,9,15,,,,
411,13,33.0,9,19,,,,
411,15,13.0,1,13,,,,
411,15,13.0,1,14,,,,
411,15,13.0,1,15,,,,
411,17,13.0,4,13,,,,
411,17,13.0,4,14,,,,
411,17,13.0,4,15,,,,
501,1,1.0,1,14,,,,
501,1,1.0,1,19,,,,
501,1,1.0,1,20,,,,
501,1,5.0,2,13,,,,
501,1,5.0,2,14,,,,
501,1,5.0,2,15,,,,
501,1,7.0,5,13,,,,
501,1,7.0,5,15,,,,
501,1,7.0,5,19,,,,
501,1,9.0,6,13,,,,
501,1,9.0,6,15,,,,
501,1,9.0,6,19,,,,
501,1,11.0,5,14,,,,
501,1,11.0,5,15,,,,
501,1,11.0,5,19,,,,
501,1,13.0,10,14,,,,
501,1,13.0,10,15,,,,
501,1,13.0,10,19,,,,
501,1,15.0,17,13,,,,
501,1,15.0,17,14,,,,
501,1,15.0,17,19,,,,
501,1,17.0,12,13,,,,
501,1,17.0,12,14,,,,
501,1,17.0,12,15,,,,
501,1,19.0,13,13,,,,
501,1,19.0,13,14,,,,
501,1,19.0,13,15,,,,
501,1,21.0,14,13,,,,
501,1,21.0,14,14,,,,
501,1,21.0,14,15,,,,
501,3,1.0,8,13,,,,
501,3,1.0,8,14,,,,
501,3,1.0,8,15,,,,
501,3,3.0,28,13,,,,
501,3,3.0,28,14,,,,
501,3,3.0,28,19,,,,
501,3,5.0,37,14,,,,
501,3,5.0,37,15,,,,
501,3,5.0,37,19,,,,
501,3,7.0,32,13,,,,
501,3,7.0,32,14,,,,
501,3,7.0,32,15,,,,
501,3,9.0,30,14,,,,
501,3,9.0,30,15,,,,
501,3,9.0,30,19,,,,
501,3,13.0,17,13,,,,
501,3,13.0,17,14,,,,
501,3,13.0,17,15,,,,
501,3,15.0,26,13,,,,
501,3,15.0,26,19,,,,
501,3,15.0,26,20,,,,
501,5,1.0,28,13,,,,
501,5,1.0,28,14,,,,
501,5,1.0,28,15,,,,
501,5,3.0,29,13,,,,
501,5,3.0,29,14,,,,
501,5,3.0,29,19,,,,
501,5,7.0,2,13,,,,
501,5,7.0,2,14,,,,
501,5,7.0,2,15,,,,
501,5,9.0,32,13,,,,
501,5,9.0,32,14,,,,
501,5,9.0,32,15,,,,
501,5,11.0,33,13,,,,
501,5,11.0,33,14,,,,
501,5,11.0,33,15,,,,
501,5,13.0,34,13,,,,
501,5,13.0,34,15,,,,
501,5,13.0,34,19,,,,
501,7,1.0,12,13,,,,
501,7,1.0,12,14,,,,
501,7,1.0,12,15,,,,
501,7,3.0,13,13,,,,
501,7,3.0,13,14,,,,
501,7,3.0,13,15,,,,
501,7,5.0,38,13,,,,
501,7,5.0,38,14,,,,
501,7,5.0,38,19,,,,
501,9,1.0,40,13,,,,
501,9,1.0,40,14,,,,
501,9,1.0,40,15,,,,
501,9,3.0,15,13,,,,
501,9,3.0,15,14,,,,
501,9,3.0,15,15,,,,
501,9,5.0,16,13,,,,
501,9,5.0,16,14,,,,
501,9,5.0,16,15,,,,
501,11,11.0,30,13,,,,
501,11,11.0,30,14,,,,
501,11,11.0,30,15,,,,
501,11,13.0,17,13,,,,
501,11,13.0,17,14,,,,
501,11,13.0,17,15,,,,
501,11,17.0,27,13,,,,
501,11,17.0,27,14,,,,
501,11,17.0,27,15,,,,
501,11,21.0,56,13,,,,
501,11,21.0,56,14,,,,
501,11,21.0,56,15,,,,
501,11,23.0,29,13,,,,
501,11,23.0,29,14,,,,
501,11,23.0,29,15,,,,
501,11,25.0,19,13,,,,
501,11,25.0,19,14,,,,
501,11,25.0,19,15,,,,
501,14,1.0,29,14,,,,
501,14,1.0,29,15,,,,
501,14,1.0,29,20,,,,
501,14,9.0,48,14,,,,
501,14,9.0,48,15,,,,
501,14,9.0,48,19,,,,
501,14,23.0,45,14,,,,
501,14,23.0,45,15,,,,
501,14,23.0,45,19,,,,
503,1,3.0,7,13,,,,
503,1,3.0,7,14,,,,
503,1,3.0,7,15,,,,
503,1,11.0,7,13,,,,
503,1,11.0,7,14,,,,
503,1,11.0,7,15,,,,
503,1,37.0,36,13,,,,
503,1,37.0,36,14,,,,
503,1,37.0,36,15,,,,
503,3,2.0,9,13,,,,
503,3,2.0,9,14,,,,
503,3,2.0,9,15,,,,
503,3,9.0,16,13,,,,
503,3,9.0,16,14,,,,
503,3,9.0,16,15,,,,
503,3,15.0,2,13,,,,
503,3,15.0,2,14,,,,
503,3,15.0,2,15,,,,
503,5,25.0,10,13,,,,
503,5,25.0,10,14,,,,
503,5,25.0,10,15,,,,
503,7,1.0,30,13,,,,
503,7,1.0,30,14,,,,
503,7,1.0,30,15,,,,
503,7,7.0,10,13,1.0,2.0,1818.0,3636.0
503,7,7.0,10,14,,,,
503,7,7.0,10,15,,,,
503,7,11.0,12,13,,,,
503,7,11.0,12,14,,,,
503,7,11.0,12,15,,,,
503,7,15.0,16,14,,,,
503,7,15.0,16,15,,,,
503,7,15.0,16,19,,,,
503,7,25.0,16,13,,,,
503,7,25.0,16,14,,,,
503,7,25.0,16,15,,,,
503,7,31.0,29,13,,,,
503,7,31.0,29,14,,,,
503,7,31.0,29,15,,,,
503,9,5.0,21,13,1.0,4.0,1128.0,4512.0
503,9,5.0,21,14,,,,
503,9,5.0,21,15,,,,
503,9,7.0,14,13,,,,
503,9,7.0,14,14,,,,
503,9,7.0,14,15,,,,
503,9,11.0,15,13,,,,
503,9,11.0,15,14,,,,
503,9,11.0,15,15,1.0,3.0,1363.0,4089.0
503,9,15.0,22,13,,,,
503,9,15.0,22,14,,,,
503,9,15.0,22,19,,,,
503,9,19.0,28,13,,,,
503,9,19.0,28,14,,,,
503,9,19.0,28,15,,,,
503,9,23.0,2,13,4.0,3.0,1878.0,5634.0
503,9,23.0,2,14,,,,
503,9,23.0,2,15,,,,
503,9,29.0,18,13,,,,
503,9,29.0,18,14,,,,
503,9,29.0,18,15,,,,
503,11,1.0,22,13,,,,
503,11,1.0,22,14,,,,
503,11,1.0,22,15,,,,
503,11,7.0,2,13,,,,
503,11,7.0,2,14,,,,
503,11,7.0,2,15,,,,
503,11,13.0,7,13,,,,
503,11,13.0,7,14,,,,
503,11,13.0,7,15,,,,
503,11,19.0,12,13,,,,
503,11,19.0,12,14,,,,
503,11,19.0,12,15,,,,
503,11,23.0,4,13,,,,
503,11,23.0,4,14,,,,
503,11,23.0,4,15,,,,
503,15,1.0,17,13,,,,
503,15,1.0,17,14,,,,
503,15,1.0,17,15,,,,
503,15,3.0,8,13,,,,
503,15,3.0,8,14,,,,
503,15,3.0,8,15,,,,
503,15,9.0,15,13,,,,
503,15,9.0,15,14,,,,
503,15,9.0,15,15,,,,
503,15,15.0,11,13,,,,
503,15,15.0,11,14,,,,
503,15,15.0,11,15,,,,
503,15,21.0,17,13,,,,
503,15,21.0,17,14,,,,
503,15,21.0,17,15,,,,
503,15,29.0,22,13,,,,
503,15,29.0,22,14,,,,
503,15,29.0,22,15,,,,
503,15,35.0,8,13,,,,
503,15,35.0,8,14,,,,
503,15,35.0,8,15,,,,
503,15,39.0,12,13,,,,
503,15,39.0,12,14,,,,
503,15,39.0,12,15,,,,
503,17,15.0,2,14,,,,
503,17,15.0,2,15,,,,
503,17,15.0,2,19,,,,
503,17,21.0,19,13,5.0,12.0,1410.0,16920.0
503,17,21.0,19,14,,,,
503,17,21.0,19,15,,,,
503,17,25.0,11,13,,,,
503,17,25.0,11,14,,,,
503,17,25.0,11,15,,,,
503,17,33.0,7,13,,,,
503,17,33.0,7,14,,,,
503,17,33.0,7,15,,,,
503,19,1.0,7,13,,,,
503,19,1.0,7,14,,,,
503,19,1.0,7,15,1.0,4.0,525.0,2100.0
503,19,15.0,4,13,,,,
503,19,15.0,4,14,,,,
503,19,15.0,4,15,,,,
503,21,3.0,5,13,,,,
503,21,3.0,5,15,1.0,4.0,707.0,2828.0
503,21,3.0,5,19,,,,
503,21,21.0,2,13,1.0,2.0,1275.0,2550.0
503,21,21.0,2,14,,,,
503,21,21.0,2,15,,,,
503,23,17.0,2,13,,,,
503,23,17.0,2,14,,,,
503,23,17.0,2,15,,,,
503,25,1.0,20,13,,,,
503,25,1.0,20,14,,,,
503,25,1.0,20,15,,,,
503,25,5.0,11,13,,,,
503,25,5.0,11,14,,,,
503,25,5.0,11,15,,,,
503,25,13.0,26,13,,,,
503,25,13.0,26,14,,,,
503,25,13.0,26,15,,,,
503,25,17.0,13,13,,,,
503,25,17.0,13,14,,,,
503,25,17.0,13,15,,,,
503,25,23.0,12,13,,,,
503,25,23.0,12,14,,,,
503,25,23.0,12,15,,,,
503,25,27.0,24,13,,,,
503,25,27.0,24,14,,,,
503,25,27.0,24,15,,,,
503,27,25.0,4,13,,,,
503,27,25.0,4,14,,,,
503,27,25.0,4,15,,,,
503,28,17.0,15,13,,,,
503,28,17.0,15,14,,,,
503,28,17.0,15,15,,,,
503,28,23.0,23,13,,,,
503,28,23.0,23,14,,,,
503,28,23.0,23,15,,,,
503,28,29.0,3,13,,,,
503,28,29.0,3,14,,,,
503,28,29.0,3,15,,,,
503,28,33.0,16,13,,,,
503,28,33.0,16,14,,,,
503,28,33.0,16,15,,,,
503,29,9.0,17,14,,,,
503,29,9.0,17,19,,,,
503,29,9.0,17,20,,,,
505,1,5.0,14,13,,,,
505,1,5.0,14,14,,,,
505,1,5.0,14,15,,,,
505,1,9.0,2,13,,,,
505,1,9.0,2,14,,,,
505,1,9.0,2,15,,,,
505,1,15.0,16,13,,,,
505,1,15.0,16,14,,,,
505,1,15.0,16,15,,,,
505,3,1.0,11,13,,,,
505,3,1.0,11,14,,,,
505,3,1.0,11,15,,,,
505,5,1.0,13,13,,,,
505,5,1.0,13,15,,,,
505,5,1.0,13,19,,,,
505,5,5.0,17,13,,,,
505,5,5.0,17,15,,,,
505,5,5.0,17,19,,,,
505,5,9.0,3,14,,,,
505,5,9.0,3,15,,,,
505,5,9.0,3,20,,,,
505,5,17.0,2,13,,,,
505,5,17.0,2,14,,,,
505,5,17.0,2,15,,,,
505,5,23.0,4,14,,,,
505,5,23.0,4,15,,,,
505,5,23.0,4,19,,,,
505,5,27.0,22,13,,,,
505,5,27.0,22,14,,,,
505,5,27.0,22,15,,,,
505,5,35.0,6,13,,,,
505,5,35.0,6,14,,,,
505,5,35.0,6,15,,,,
505,5,41.0,11,13,,,,
505,5,41.0,11,14,,,,
505,5,41.0,11,15,,,,
505,5,47.0,19,13,,,,
505,5,47.0,19,15,,,,
505,5,47.0,19,19,,,,
505,7,7.0,8,13,,,,
505,7,7.0,8,14,,,,
505,7,7.0,8,15,,,,
505,9,5.0,8,13,,,,
505,9,5.0,8,14,,,,
505,9,5.0,8,15,,,,
505,9,11.0,22,14,,,,
505,9,11.0,22,15,,,,
505,9,11.0,22,19,,,,
505,9,15.0,10,13,,,,
505,9,15.0,10,14,,,,
505,9,15.0,10,15,,,,
505,9,19.0,9,13,,,,
505,9,19.0,9,14,,,,
505,9,19.0,9,15,,,,
505,9,25.0,2,13,,,,
505,9,25.0,2,14,,,,
505,9,25.0,2,15,,,,
505,9,33.0,27,13,,,,
505,9,33.0,27,14,,,,
505,9,33.0,27,15,,,,
505,9,37.0,1,13,,,,
505,9,37.0,1,14,,,,
505,9,37.0,1,19,,,,
505,11,3.0,8,13,,,,
505,11,3.0,8,14,,,,
505,11,3.0,8,19,,,,
505,13,5.0,1,13,,,,
505,13,5.0,1,14,,,,
505,13,5.0,1,15,,,,
505,13,15.0,5,13,,,,
505,13,15.0,5,14,,,,
505,13,15.0,5,15,,,,
505,15,3.0,6,13,,,,
505,15,3.0,6,15,,,,
505,15,3.0,6,20,,,,
505,15,7.0,7,13,,,,
505,15,7.0,7,14,,,,
505,15,7.0,7,15,,,,
505,15,17.0,24,13,,,,
505,15,17.0,24,14,,,,
505,15,17.0,24,15,,,,
505,15,21.0,25,13,4.0,3.0,509.0,1527.0
505,15,21.0,25,14,,,,
505,15,21.0,25,15,,,,
505,15,25.0,20,13,,,,
505,15,25.0,20,14,,,,
505,15,25.0,20,15,,,,
505,15,27.0,25,13,,,,
505,15,27.0,25,14,,,,
505,15,27.0,25,15,,,,
505,15,31.0,12,14,,,,
505,15,31.0,12,15,,,,
505,15,31.0,12,19,,,,
505,17,1.0,16,13,,,,
505,17,1.0,16,15,,,,
505,17,1.0,16,19,,,,
505,17,5.0,9,13,,,,
505,17,5.0,9,14,,,,
505,17,5.0,9,15,,,,
505,17,11.0,4,13,,,,
505,17,11.0,4,14,,,,
505,17,11.0,4,15,,,,
505,17,15.0,9,13,,,,
505,17,15.0,9,14,,,,
505,17,15.0,9,15,,,,
505,17,23.0,8,13,,,,
505,17,23.0,8,14,,,,
505,17,23.0,8,15,,,,
505,21,3.0,25,13,,,,
505,21,3.0,25,14,,,,
505,21,3.0,25,15,,,,
505,21,9.0,26,13,,,,
505,21,9.0,26,15,,,,
505,21,9.0,26,19,,,,
505,21,13.0,8,13,,,,
505,21,13.0,8,14,,,,
505,21,13.0,8,15,,,,
505,21,19.0,9,13,4.0,2.0,421.0,842.0
505,21,19.0,9,14,,,,
505,21,19.0,9,15,,,,
505,21,23.0,30,13,,,,
505,21,23.0,30,14,,,,
505,21,23.0,30,20,,,,
505,21,25.0,21,13,,,,
505,21,25.0,21,14,,,,
505,21,25.0,21,15,,,,
505,23,7.0,2,13,,,,
505,23,7.0,2,14,,,,
505,23,7.0,2,19,1.0,3.0,4363.0,13089.0
505,23,11.0,22,13,,,,
505,23,11.0,22,14,,,,
505,23,11.0,22,15,,,,
505,23,17.0,6,13,,,,
505,23,17.0,6,15,,,,
505,23,17.0,6,19,,,,
505,23,23.0,22,13,,,,
505,23,23.0,22,15,,,,
505,23,23.0,22,19,,,,
505,23,25.0,19,13,,,,
505,23,25.0,19,14,,,,
505,23,25.0,19,15,,,,
505,25,1.0,6,13,,,,
505,25,1.0,6,14,,,,
505,25,1.0,6,15,,,,
505,25,9.0,6,13,,,,
505,25,9.0,6,14,,,,
505,25,9.0,6,15,,,,
505,25,31.0,1,13,,,,
505,25,31.0,1,14,,,,
505,25,31.0,1,15,,,,
507,1,1.0,27,13,,,,
507,1,1.0,27,14,,,,
507,1,1.0,27,15,,,,
507,1,7.0,5,13,,,,
507,1,7.0,5,14,,,,
507,1,7.0,5,15,,,,
507,1,11.0,35,13,,,,
507,1,11.0,35,14,,,,
507,1,11.0,35,15,,,,
507,1,15.0,22,13,,,,
507,1,15.0,22,14,,,,
507,1,15.0,22,20,,,,
507,1,17.0,25,13,,,,
507,1,17.0,25,14,,,,
507,1,17.0,25,15,,,,
507,1,19.0,6,13,,,,
507,1,19.0,6,14,,,,
507,1,19.0,6,19,,,,
507,1,23.0,31,13,,,,
507,1,23.0,31,14,,,,
507,1,23.0,31,15,,,,
507,1,25.0,25,13,,,,
507,1,25.0,25,14,,,,
507,1,25.0,25,15,,,,
507,1,27.0,26,13,,,,
507,1,27.0,26,14,,,,
507,1,27.0,26,15,,,,
507,1,29.0,17,13,,,,
507,1,29.0,17,14,,,,
507,1,29.0,17,15,,,,
507,3,13.0,16,13,,,,
507,3,13.0,16,14,,,,
507,3,13.0,16,15,,,,
507,5,1.0,29,13,,,,
507,5,1.0,29,15,,,,
507,5,1.0,29,19,,,,
507,5,7.0,19,13,,,,
507,5,7.0,19,14,,,,
507,5,7.0,19,15,,,,
507,5,13.0,24,13,,,,
507,5,13.0,24,14,,,,
507,5,13.0,24,15,,,,
507,5,17.0,23,13,,,,
507,5,17.0,23,14,,,,
507,5,17.0,23,15,,,,
507,5,21.0,4,13,5.0,5.0,4707.0,23535.0
507,5,21.0,4,14,4.0,3.0,529.0,1587.0
507,5,21.0,4,15,,,,
507,5,25.0,28,13,,,,
507,5,25.0,28,14,,,,
507,5,25.0,28,20,,,,
507,5,29.0,5,13,,,,
507,5,29.0,5,14,,,,
507,5,29.0,5,15,,,,
507,5,33.0,25,14,,,,
507,5,33.0,25,15,,,,
507,5,33.0,25,20,,,,
507,7,1.0,15,13,,,,
507,7,1.0,15,14,,,,
507,7,1.0,15,20,,,,
507,7,11.0,18,13,,,,
507,7,11.0,18,14,,,,
507,7,11.0,18,15,,,,
507,7,15.0,14,13,,,,
507,7,15.0,14,14,,,,
507,7,15.0,14,15,,,,
507,7,24.0,3,13,,,,
507,7,24.0,3,14,,,,
507,7,24.0,3,15,,,,
507,9,2.0,5,13,,,,
507,9,2.0,5,14,,,,
507,9,2.0,5,15,,,,
507,9,5.0,18,13,,,,
507,9,5.0,18,14,,,,
507,9,5.0,18,15,,,,
507,9,17.0,14,13,,,,
507,9,17.0,14,14,,,,
507,9,17.0,14,15,,,,
507,9,23.0,3,13,,,,
507,9,23.0,3,14,,,,
507,9,23.0,3,15,,,,
507,9,27.0,14,13,,,,
507,9,27.0,14,14,,,,
507,9,27.0,14,15,,,,
507,9,31.0,3,13,,,,
507,9,31.0,3,14,,,,
507,9,31.0,3,15,,,,
507,11,9.0,8,13,,,,
507,11,9.0,8,14,,,,
507,11,9.0,8,15,,,,
507,13,1.0,22,13,,,,
507,13,1.0,22,15,,,,
507,13,1.0,22,19,,,,
507,13,5.0,25,13,,,,
507,13,5.0,25,14,,,,
507,13,5.0,25,19,,,,
507,13,9.0,19,13,,,,
507,13,9.0,19,14,1.0,3.0,618.0,1854.0
507,13,9.0,19,19,,,,
507,13,13.0,25,13,,,,
507,13,13.0,25,14,,,,
507,13,13.0,25,15,,,,
507,13,21.0,22,14,,,,
507,13,21.0,22,15,,,,
507,13,21.0,22,19,,,,
507,13,27.0,4,13,,,,
507,13,27.0,4,15,,,,
507,13,27.0,4,19,,,,
507,13,29.0,26,13,,,,
507,13,29.0,26,14,,,,
507,13,29.0,26,15,,,,
507,15,3.0,12,13,,,,
507,15,3.0,12,14,,,,
507,15,3.0,12,15,,,,
507,15,15.0,17,13,,,,
507,15,15.0,17,14,,,,
507,15,15.0,17,15,,,,
507,15,21.0,14,13,,,,
507,15,21.0,14,14,,,,
507,15,21.0,14,15,,,,
507,15,23.0,1,13,,,,
507,15,23.0,1,14,,,,
507,15,23.0,1,15,,,,
507,15,29.0,24,13,1.0,2.0,8712.0,17424.0
507,15,29.0,24,14,,,,
507,15,29.0,24,15,,,,
507,17,1.0,31,13,,,,
507,17,1.0,31,14,,,,
507,17,1.0,31,15,,,,
507,17,7.0,28,13,,,,
507,17,7.0,28,14,,,,
507,17,7.0,28,19,,,,
507,17,11.0,17,13,,,,
507,17,11.0,17,14,,,,
507,17,11.0,17,15,,,,
507,17,15.0,18,13,,,,
507,17,15.0,18,15,,,,
507,17,15.0,18,20,,,,
507,17,21.0,18,13,,,,
507,17,21.0,18,14,,,,
507,17,21.0,18,15,,,,
507,17,25.0,5,13,,,,
507,17,25.0,5,14,,,,
507,17,25.0,5,15,,,,
507,17,29.0,14,13,,,,
507,17,29.0,14,14,,,,
507,17,29.0,14,15,,,,
507,19,1.0,5,13,,,,
507,19,1.0,5,14,,,,
507,19,1.0,5,15,,,,
507,19,9.0,3,13,,,,
507,19,9.0,3,14,,,,
507,19,9.0,3,15,,,,
507,19,11.0,24,13,,,,
507,19,11.0,24,14,,,,
507,19,11.0,24,15,,,,
507,19,15.0,3,13,,,,
507,19,15.0,3,14,,,,
507,19,15.0,3,15,1.0,5.0,4592.0,22960.0
507,19,17.0,23,13,,,,
507,19,17.0,23,14,,,,
507,19,17.0,23,15,,,,
507,19,23.0,3,13,,,,
507,19,23.0,3,14,,,,
507,19,23.0,3,15,,,,
507,19,27.0,10,13,,,,
507,19,27.0,10,14,,,,
507,19,27.0,10,15,,,,
509,1,3.0,5,14,,,,
509,1,3.0,5,15,,,,
509,1,3.0,5,20,,,,
509,1,7.0,17,13,,,,
509,1,7.0,17,14,,,,
509,1,7.0,17,15,,,,
509,1,9.0,6,13,,,,
509,1,9.0,6,14,,,,
509,1,9.0,6,15,,,,
509,1,29.0,5,13,,,,
509,1,29.0,5,14,,,,
509,1,29.0,5,15,,,,
509,1,31.0,8,13,,,,
509,1,31.0,8,14,,,,
509,1,31.0,8,15,,,,
509,3,1.0,21,13,,,,
509,3,1.0,21,14,,,,
509,3,1.0,21,15,,,,
509,3,11.0,3,13,,,,
509,3,11.0,3,14,,,,
509,3,11.0,3,15,,,,
509,3,21.0,21,13,,,,
509,3,21.0,21,14,,,,
509,3,21.0,21,15,,,,
509,5,1.0,33,13,,,,
509,5,1.0,33,14,,,,
509,5,1.0,33,15,,,,
509,5,3.0,22,13,,,,
509,5,3.0,22,14,,,,
509,5,3.0,22,15,,,,
509,5,11.0,3,13,,,,
509,5,11.0,3,14,,,,
509,5,11.0,3,15,1.0,2.0,880.0,1760.0
509,5,17.0,14,13,,,,
509,5,17.0,14,14,,,,
509,5,17.0,14,15,,,,
509,7,5.0,15,13,,,,
509,7,5.0,15,14,,,,
509,7,5.0,15,15,,,,
509,7,9.0,18,13,,,,
509,7,9.0,18,15,,,,
509,7,9.0,18,19,,,,
509,7,15.0,6,13,,,,
509,7,15.0,6,14,,,,
509,7,15.0,6,15,,,,
509,7,23.0,6,13,,,,
509,7,23.0,6,14,,,,
509,7,23.0,6,15,,,,
509,7,27.0,18,13,,,,
509,7,27.0,18,14,,,,
509,7,27.0,18,15,,,,
509,7,33.0,14,13,,,,
509,7,33.0,14,14,,,,
509,7,33.0,14,15,,,,
509,9,1.0,24,13,,,,
509,9,1.0,24,14,,,,
509,9,1.0,24,15,,,,
509,9,13.0,2,13,,,,
509,9,13.0,2,14,,,,
509,9,13.0,2,19,,,,
509,9,23.0,17,13,2.0,4.0,2934.0,11736.0
509,9,23.0,17,14,,,,
509,9,23.0,17,15,,,,
509,10,5.0,15,13,,,,
509,10,5.0,15,14,,,,
509,10,5.0,15,15,,,,
509,10,9.0,32,13,,,,
509,10,9.0,32,14,,,,
509,10,9.0,32,15,,,,
509,10,11.0,5,13,,,,
509,10,11.0,5,14,,,,
509,10,11.0,5,15,,,,
509,10,13.0,32,13,,,,
509,10,13.0,32,14,,,,
509,10,13.0,32,15,,,,
509,10,15.0,30,14,,,,
509,10,15.0,30,15,,,,
509,10,15.0,30,20,,,,
509,11,1.0,42,13,,,,
509,11,1.0,42,14,,,,
509,11,1.0,42,15,,,,
509,11,5.0,5,13,,,,
509,11,5.0,5,14,,,,
509,11,5.0,5,15,,,,
509,11,9.0,16,13,,,,
509,11,9.0,16,14,,,,
509,11,9.0,16,15,,,,
509,11,13.0,5,13,,,,
509,11,13.0,5,14,,,,
509,11,13.0,5,15,,,,
509,11,15.0,24,13,,,,
509,11,15.0,24,14,,,,
509,11,15.0,24,15,,,,
509,11,19.0,26,14,,,,
509,11,19.0,26,15,,,,
509,11,19.0,26,19,,,,
509,11,23.0,22,13,,,,
509,11,23.0,22,14,,,,
509,11,23.0,22,15,,,,
509,11,25.0,26,13,,,,
509,11,25.0,26,14,,,,
509,11,25.0,26,15,,,,
509,11,29.0,29,13,,,,
509,11,29.0,29,14,,,,
509,11,29.0,29,15,,,,
509,11,31.0,16,13,,,,
509,11,31.0,16,14,,,,
509,11,31.0,16,15,,,,
509,11,35.0,21,13,,,,
509,11,35.0,21,14,,,,
509,11,35.0,21,15,,,,
509,11,37.0,27,13,,,,
509,11,37.0,27,14,,,,
509,11,37.0,27,15,,,,
509,13,1.0,21,13,,,,
509,13,1.0,21,14,,,,
509,13,1.0,21,15,,,,
509,13,9.0,4,13,,,,
509,13,9.0,4,14,,,,
509,13,9.0,4,15,1.0,5.0,6845.0,34225.0
509,13,9.0,4,15,4.0,12.0,489.0,5868.0
511,1,1.0,54,13,,,,
511,1,1.0,54,15,,,,
511,1,1.0,54,19,,,,
511,1,3.0,41,13,,,,
511,1,3.0,41,14,,,,
511,1,3.0,41,15,,,,
511,1,5.0,27,13,,,,
511,1,5.0,27,14,,,,
511,1,5.0,27,19,,,,
511,1,7.0,13,13,,,,
511,1,7.0,13,14,,,,
511,1,7.0,13,15,,,,
511,1,9.0,27,13,,,,
511,1,9.0,27,14,,,,
511,1,9.0,27,15,,,,
511,1,13.0,11,14,,,,
511,1,13.0,11,15,,,,
511,1,13.0,11,19,,,,
511,1,17.0,29,13,,,,
511,1,17.0,29,14,,,,
511,1,17.0,29,19,,,,
511,1,19.0,27,13,,,,
511,1,19.0,27,14,,,,
511,1,19.0,27,15,,,,
511,1,23.0,31,13,,,,
511,1,23.0,31,15,,,,
511,1,23.0,31,20,,,,
511,1,24.0,30,14,,,,
511,1,24.0,30,15,,,,
511,1,24.0,30,20,,,,
511,1,25.0,36,14,,,,
511,1,25.0,36,15,,,,
511,1,25.0,36,19,,,,
511,1,29.0,17,15,,,,
511,1,29.0,17,19,,,,
511,1,29.0,17,20,,,,
511,1,31.0,18,13,,,,
511,1,31.0,18,14,,,,
511,1,31.0,18,15,,,,
511,1,33.0,17,13,,,,
511,1,33.0,17,14,,,,
511,1,33.0,17,15,,,,
511,1,35.0,21,13,,,,
511,1,35.0,21,14,,,,
511,1,35.0,21,19,,,,
511,1,41.0,16,13,,,,
511,1,41.0,16,14,,,,
511,1,41.0,16,15,,,,
511,1,47.0,4,14,,,,
511,1,47.0,4,15,,,,
511,1,47.0,4,20,,,,
511,2,1.0,19,13,,,,
511,2,1.0,19,15,,,,
511,2,1.0,19,20,,,,
511,2,7.0,16,13,,,,
511,2,7.0,16,19,,,,
511,2,7.0,16,20,,,,
511,2,45.0,20,13,,,,
511,2,45.0,20,14,,,,
511,2,45.0,20,15,,,,
511,3,5.0,16,13,,,,
511,3,5.0,16,14,,,,
511,3,5.0,16,15,,,,
511,3,13.0,14,13,,,,
511,3,13.0,14,14,,,,
511,3,13.0,14,15,,,,
511,3,17.0,27,14,,,,
511,3,17.0,27,19,,,,
511,3,17.0,27,20,,,,
511,3,25.0,14,13,,,,
511,3,25.0,14,14,,,,
511,3,25.0,14,15,,,,
511,5,1.0,23,13,,,,
511,5,1.0,23,14,,,,
511,5,1.0,23,20,,,,
511,5,3.0,27,13,,,,
511,5,3.0,27,14,1.0,4.0,4185.0,16740.0
511,5,3.0,27,14,4.0,4.0,10230.0,40920.0
511,5,3.0,27,15,,,,
511,5,9.0,13,13,,,,
511,5,9.0,13,14,,,,
511,5,9.0,13,15,,,,
511,5,21.0,3,19,,,,
511,5,21.0,3,20,,,,
511,5,21.0,3,24,,,,
511,5,27.0,13,13,,,,
511,5,27.0,13,14,,,,
511,5,27.0,13,15,,,,
511,5,31.0,4,14,,,,
511,5,31.0,4,15,,,,
511,5,31.0,4,19,,,,
511,5,37.0,22,13,,,,
511,5,37.0,22,14,,,,
511,5,37.0,22,15,,,,
511,5,43.0,4,13,,,,
511,5,43.0,4,14,,,,
511,5,43.0,4,15,,,,
511,5,51.0,14,13,,,,
511,5,51.0,14,14,,,,
511,5,51.0,14,15,,,,
511,7,1.0,36,13,,,,
511,7,1.0,36,15,,,,
511,7,1.0,36,19,,,,
511,7,9.0,15,13,,,,
511,7,9.0,15,14,,,,
