tinh,huyen,xa,diaban,hoso,m4c1ma1,m4c1c2,m4c1c3,m4c1c4,m4c1c5,m4c1c6,m4c1c7,m4c1c8,m4c1c9a,m4c1c9b,m4c1c9c,m4c1c10,m4c1c11,m4c1c12,m4c1c13,m4c1c14,m4c1c15,m4c1c16,m4c1c17,m4c1c18,m4c1c19,m4c1c20,m4c1c21,m4c1c22,m4c1c23,m4c1c24,m4c1c25,m4c1c25a
707,10,15.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,10,15.0,4,19,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,4.0,0.0,,2.0,2.0,0.0,0.0,2000.0,2.0,,8194.0,98328.0,,,,,2.0,,98328.0,98328.0
709,1,1.0,1,13,1.0,47.0,2.0,8.0,28.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2003.0,3.0,,1070.0,8560.0,,,,,2.0,,8560.0,8560.0
709,1,1.0,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,1.0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,3.0,2,13,2.0,96.0,1.0,12.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2003.0,2.0,1.0,8597.0,103164.0,2.0,,2.0,,1.0,115.0,103279.0,103279.0
709,1,3.0,2,13,1.0,96.0,2.0,12.0,27.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,2.0,1.0,14806.0,177672.0,2.0,,1.0,162.0,1.0,57.0,177891.0,177891.0
709,1,3.0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,3.0,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,4.0,21,13,2.0,93.0,2.0,12.0,30.0,1.0,,100.0,1.0,0.0,,3.0,1.0,0.0,0.0,2007.0,2.0,1.0,2579.0,30948.0,2.0,,2.0,,2.0,,30948.0,30948.0
709,1,4.0,21,13,1.0,56.0,2.0,12.0,30.0,1.0,,100.0,1.0,0.0,,3.0,1.0,2.0,0.0,2007.0,2.0,1.0,10030.0,120360.0,2.0,,2.0,,1.0,1719.0,122079.0,122079.0
709,1,4.0,21,14,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1995.0,3.0,,4251.0,51012.0,,,,,2.0,,51012.0,51012.0
709,1,4.0,21,20,2.0,97.0,2.0,5.0,26.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2008.0,3.0,2.0,,,,,2.0,,1.0,2388.0,2388.0,2388.0
709,1,4.0,21,20,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,,1709.0,20508.0,,,,,2.0,,20508.0,20508.0
709,1,7.0,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,7.0,7,14,2.0,47.0,2.0,2.0,28.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2007.0,3.0,,625.0,1250.0,,,,,2.0,,1250.0,1250.0
709,1,7.0,7,14,1.0,47.0,2.0,5.0,28.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,,651.0,3255.0,,,,,2.0,,3255.0,3255.0
709,1,7.0,7,15,1.0,31.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,2.0,1.0,1.0,0.0,2003.0,3.0,1.0,13000.0,156000.0,2.0,,2.0,,2.0,,156000.0,156000.0
709,1,7.0,7,15,2.0,10.0,1.0,12.0,15.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1993.0,3.0,1.0,6000.0,72000.0,2.0,,2.0,,1.0,4000.0,76000.0,76000.0
709,1,13.0,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,13.0,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,13.0,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,15.0,20,13,1.0,11.0,2.0,12.0,26.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,1.0,5200.0,62400.0,2.0,,2.0,,1.0,1560.0,63960.0,63960.0
709,1,15.0,20,14,2.0,96.0,4.0,12.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2007.0,3.0,1.0,450.0,5400.0,2.0,,2.0,,2.0,,5400.0,5400.0
709,1,15.0,20,14,1.0,10.0,2.0,12.0,20.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1965.0,3.0,1.0,2355.0,28260.0,2.0,,2.0,,2.0,,28260.0,28260.0
709,1,15.0,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,3,1.0,1,13,1.0,47.0,1.0,12.0,27.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,,2388.0,28656.0,,,,,1.0,1433.0,30089.0,30089.0
709,3,1.0,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,3,1.0,1,15,1.0,56.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1993.0,3.0,1.0,955.0,11460.0,2.0,,1.0,458.0,2.0,,11918.0,11918.0
709,3,9.0,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,3,9.0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,3,9.0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,3,13.0,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,3,13.0,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,3,13.0,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,5,3.0,11,13,1.0,14.0,2.0,12.0,17.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,1.0,1105.0,13260.0,2.0,,1.0,150.0,2.0,,13410.0,13410.0
709,5,3.0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,5,3.0,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,5,5.0,18,13,1.0,56.0,1.0,12.0,26.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1976.0,3.0,1.0,2359.0,28308.0,2.0,,1.0,287.0,2.0,,28595.0,28595.0
709,5,5.0,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,5,5.0,18,15,1.0,56.0,1.0,12.0,26.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2001.0,3.0,1.0,16640.0,199680.0,2.0,,1.0,4585.0,2.0,,204265.0,204265.0
709,5,5.0,18,15,2.0,61.0,3.0,11.0,28.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2007.0,2.0,1.0,6209.0,68299.0,2.0,,1.0,3851.0,2.0,,72150.0,72150.0
709,5,13.0,8,13,2.0,96.0,3.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,1.0,516.0,6192.0,2.0,,1.0,688.0,2.0,,6880.0,6880.0
709,5,13.0,8,13,1.0,56.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,5.0,5.0,0.0,0.0,1991.0,2.0,1.0,14328.0,171936.0,2.0,,1.0,2388.0,2.0,,174324.0,174324.0
709,5,13.0,8,14,1.0,56.0,1.0,12.0,30.0,1.0,,100.0,1.0,0.0,,4.0,4.0,0.0,0.0,2004.0,3.0,1.0,14328.0,171936.0,2.0,,1.0,5158.0,2.0,,177094.0,177094.0
709,5,13.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,5,21.0,13,13,1.0,47.0,1.0,12.0,25.0,1.0,,100.0,1.0,0.0,,2.0,2.0,-1.0,-1.0,2001.0,3.0,,2388.0,28656.0,,,,,2.0,,28656.0,28656.0
709,5,21.0,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,5,21.0,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,2.0,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,2.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,2.0,8,19,1.0,96.0,2.0,5.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2008.0,3.0,1.0,802.0,4010.0,2.0,,2.0,,2.0,,4010.0,4010.0
709,7,3.0,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,3.0,2,14,1.0,47.0,2.0,12.0,26.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1994.0,3.0,,248.0,2976.0,,,,,2.0,,2976.0,2976.0
709,7,3.0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,5.0,12,13,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1996.0,3.0,,1337.0,16044.0,,,,,1.0,478.0,16522.0,16522.0
709,7,5.0,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,5.0,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,13.0,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,13.0,14,14,1.0,47.0,2.0,12.0,27.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1999.0,2.0,,1255.0,15060.0,,,,,2.0,,15060.0,15060.0
709,7,13.0,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,19.0,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,19.0,6,14,1.0,45.0,3.0,12.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,,1337.0,16044.0,,,,,2.0,,16044.0,16044.0
709,7,19.0,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,1.0,14,13,1.0,86.0,1.0,12.0,6.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1958.0,3.0,1.0,157.0,1884.0,2.0,,2.0,,2.0,,1884.0,1884.0
709,9,1.0,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,1.0,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,2.0,32,13,1.0,49.0,1.0,4.0,10.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,1.0,1433.0,5732.0,2.0,,2.0,,2.0,,5732.0,5732.0
709,9,2.0,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,2.0,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,5.0,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,5.0,11,14,1.0,47.0,2.0,12.0,28.0,1.0,,100.0,4.0,0.0,,2.0,2.0,0.0,0.0,2000.0,3.0,,3526.0,42312.0,,,,,2.0,,42312.0,42312.0
709,9,5.0,11,15,1.0,46.0,2.0,12.0,20.0,1.0,,100.0,4.0,0.0,,2.0,2.0,0.0,0.0,2005.0,3.0,,14328.0,171936.0,,,,,2.0,,171936.0,171936.0
709,9,7.0,5,13,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,6.0,0.0,,2.0,2.0,0.0,0.0,2001.0,3.0,,2531.0,30372.0,,,,,2.0,,30372.0,30372.0
709,9,7.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,7.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,15.0,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,15.0,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,15.0,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,21.0,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,9,21.0,2,14,1.0,11.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,1.0,2335.0,28020.0,2.0,,2.0,,1.0,3502.0,31522.0,31522.0
709,9,21.0,2,15,1.0,56.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,3.0,3.0,0.0,0.0,2003.0,3.0,1.0,11974.0,143688.0,2.0,,1.0,6877.0,1.0,1719.0,152284.0,152284.0
709,11,13.0,17,14,1.0,31.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1994.0,3.0,1.0,16500.0,198000.0,2.0,,2.0,,1.0,1200.0,199200.0,199200.0
709,11,13.0,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,13.0,17,19,2.0,68.0,2.0,9.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2003.0,3.0,1.0,1146.0,10314.0,2.0,,2.0,,2.0,,10314.0,10314.0
709,11,13.0,17,19,1.0,56.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1993.0,3.0,1.0,9074.0,108888.0,2.0,,2.0,,2.0,,108888.0,108888.0
709,11,17.0,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,17.0,15,14,1.0,56.0,1.0,12.0,20.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2004.0,3.0,1.0,2006.0,24072.0,2.0,,2.0,,2.0,,24072.0,24072.0
709,11,17.0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,19.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,19.0,4,15,1.0,56.0,2.0,12.0,26.0,1.0,,100.0,5.0,0.0,,1.0,1.0,0.0,0.0,1996.0,2.0,1.0,7451.0,89412.0,2.0,,2.0,,2.0,,89412.0,89412.0
709,11,19.0,4,15,2.0,47.0,3.0,12.0,26.0,1.0,,100.0,5.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,,401.0,4812.0,,,,,2.0,,4812.0,4812.0
709,11,19.0,4,19,1.0,47.0,2.0,12.0,25.0,1.0,,100.0,4.0,0.0,,2.0,2.0,0.0,0.0,1974.0,2.0,,3152.0,37824.0,,,,,2.0,,37824.0,37824.0
709,11,21.0,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,21.0,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,21.0,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,23.0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,23.0,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,11,23.0,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,13,1.0,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,13,1.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,13,1.0,8,15,1.0,14.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,1.0,1960.0,23520.0,2.0,,1.0,180.0,2.0,,23700.0,23700.0
709,13,9.0,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,13,9.0,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,13,9.0,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,13,15.0,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,13,15.0,9,14,1.0,49.0,1.0,12.0,29.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,1.0,2695.0,32340.0,2.0,,2.0,,2.0,,32340.0,32340.0
709,13,15.0,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,1.0,37,13,1.0,56.0,1.0,12.0,27.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1994.0,3.0,1.0,1773.0,21276.0,2.0,,2.0,,2.0,,21276.0,21276.0
709,15,1.0,37,14,2.0,14.0,3.0,12.0,29.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1995.0,3.0,1.0,1550.0,18600.0,2.0,,1.0,250.0,2.0,,18850.0,18850.0
709,15,1.0,37,14,1.0,47.0,2.0,12.0,28.0,1.0,,100.0,4.0,0.0,,2.0,2.0,0.0,0.0,2007.0,3.0,,1891.0,22692.0,,,,,2.0,,22692.0,22692.0
709,15,1.0,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,3.0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,3.0,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,3.0,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,7.0,25,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,7.0,25,14,1.0,47.0,3.0,5.0,25.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2003.0,3.0,,2985.0,14925.0,,,,,2.0,,14925.0,14925.0
709,15,7.0,25,15,1.0,46.0,1.0,5.0,22.0,1.0,,100.0,7.0,0.0,,2.0,2.0,0.0,0.0,2002.0,3.0,,2837.0,14185.0,,,,,2.0,,14185.0,14185.0
709,15,9.0,16,13,2.0,96.0,1.0,12.0,25.0,1.0,,100.0,1.0,6.0,7.0,1.0,1.0,0.0,0.0,2003.0,3.0,1.0,955.0,11460.0,2.0,,2.0,,2.0,,11460.0,11460.0
709,15,9.0,16,13,3.0,96.0,1.0,12.0,12.0,1.0,,100.0,1.0,0.0,,1.0,0.0,0.0,0.0,2005.0,2.0,1.0,478.0,5736.0,2.0,,2.0,,2.0,,5736.0,5736.0
709,15,9.0,16,13,1.0,45.0,1.0,12.0,25.0,1.0,,100.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2001.0,3.0,,955.0,11460.0,,,,,1.0,478.0,11938.0,11938.0
709,15,9.0,16,14,1.0,92.0,2.0,12.0,25.0,1.0,,100.0,7.0,4.0,1.0,2.0,2.0,0.0,0.0,2004.0,3.0,1.0,1433.0,17196.0,2.0,,2.0,,2.0,,17196.0,17196.0
709,15,9.0,16,15,2.0,47.0,2.0,12.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1996.0,3.0,,2866.0,34392.0,,,,,1.0,955.0,35347.0,35347.0
709,15,9.0,16,15,1.0,33.0,1.0,12.0,20.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2003.0,3.0,1.0,2000.0,24000.0,2.0,,2.0,,2.0,,24000.0,24000.0
709,15,11.0,11,13,1.0,10.0,1.0,10.0,20.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2007.0,3.0,1.0,2000.0,20000.0,2.0,,1.0,400.0,1.0,600.0,21000.0,21000.0
709,15,11.0,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,11.0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,17.0,26,13,1.0,47.0,2.0,12.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,2.0,,1204.0,14448.0,,,,,2.0,,14448.0,14448.0
709,15,17.0,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,15,17.0,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,17,1.0,2,14,1.0,14.0,2.0,12.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,1.0,1000.0,12000.0,2.0,,2.0,,2.0,,12000.0,12000.0
709,17,1.0,2,15,1.0,47.0,2.0,12.0,28.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1998.0,2.0,,4012.0,48144.0,,,,,2.0,,48144.0,48144.0
709,17,1.0,2,19,1.0,43.0,1.0,12.0,25.0,1.0,,100.0,6.0,0.0,,7.0,1.0,6.0,0.0,2001.0,1.0,1.0,160000.0,1920000.0,2.0,,2.0,,2.0,,1920000.0,1920000.0
709,17,1.0,2,19,2.0,47.0,2.0,12.0,28.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,,4012.0,48144.0,,,,,2.0,,48144.0,48144.0
709,17,3.0,15,13,1.0,10.0,1.0,12.0,25.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2000.0,3.0,1.0,5810.0,69720.0,2.0,,2.0,,2.0,,69720.0,69720.0
709,17,3.0,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,17,3.0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,17,7.0,23,13,1.0,33.0,3.0,12.0,20.0,1.0,,100.0,1.0,0.0,,2.0,1.0,1.0,0.0,2003.0,3.0,1.0,3768.0,45216.0,2.0,,2.0,,2.0,,45216.0,45216.0
709,17,7.0,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,17,7.0,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,17,11.0,5,13,1.0,47.0,2.0,12.0,25.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1998.0,3.0,,1315.0,15780.0,,,,,2.0,,15780.0,15780.0
709,17,11.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,17,11.0,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,17,15.0,2,13,1.0,56.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,3.0,3.0,0.0,0.0,2000.0,3.0,1.0,9887.0,118644.0,2.0,,1.0,3746.0,2.0,,122390.0,122390.0
709,17,15.0,2,14,1.0,38.0,1.0,12.0,10.0,1.0,,100.0,6.0,0.0,,6.0,1.0,5.0,0.0,2002.0,2.0,1.0,25000.0,300000.0,2.0,,2.0,,2.0,,300000.0,300000.0
709,17,15.0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,17,17.0,16,13,1.0,56.0,3.0,12.0,28.0,1.0,,100.0,1.0,0.0,,3.0,3.0,0.0,0.0,2000.0,2.0,1.0,8062.0,96744.0,2.0,,2.0,,2.0,,96744.0,96744.0
709,17,17.0,16,14,1.0,47.0,1.0,12.0,28.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,,5884.0,70608.0,,,,,2.0,,70608.0,70608.0
709,17,17.0,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,1.0,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,1.0,32,14,1.0,56.0,1.0,12.0,26.0,1.0,,100.0,1.0,0.0,,6.0,2.0,4.0,0.0,1999.0,2.0,1.0,83640.0,1003680.0,2.0,,2.0,,2.0,,1003680.0,1003680.0
711,1,1.0,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,3.0,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,3.0,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,3.0,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,5.0,20,14,1.0,47.0,1.0,12.0,29.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,,800.0,9600.0,,,,,2.0,,9600.0,9600.0
711,1,5.0,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,5.0,20,20,1.0,56.0,1.0,12.0,28.0,1.0,,100.0,6.0,0.0,,4.0,4.0,0.0,0.0,1983.0,3.0,1.0,24910.0,298920.0,2.0,,2.0,,2.0,,298920.0,298920.0
711,1,7.0,32,14,1.0,68.0,2.0,12.0,30.0,1.0,,100.0,6.0,0.0,,2.0,2.0,0.0,0.0,2006.0,2.0,1.0,5896.0,70752.0,2.0,,2.0,,2.0,,70752.0,70752.0
711,1,7.0,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,7.0,32,19,1.0,56.0,1.0,12.0,26.0,1.0,,100.0,1.0,0.0,,3.0,2.0,1.0,0.0,1974.0,2.0,1.0,17898.0,214776.0,2.0,,1.0,4211.0,2.0,,218987.0,218987.0
711,1,13.0,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,13.0,20,15,1.0,68.0,5.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,1.0,1053.0,12636.0,2.0,,2.0,,2.0,,12636.0,12636.0
711,1,13.0,20,19,1.0,47.0,1.0,12.0,28.0,1.0,,100.0,4.0,0.0,,2.0,2.0,0.0,0.0,1987.0,3.0,,6715.0,80580.0,,,,,2.0,,80580.0,80580.0
711,1,17.0,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,17.0,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,17.0,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,1.0,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,1.0,27,14,1.0,47.0,1.0,12.0,27.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2001.0,2.0,,11710.0,140520.0,,,,,1.0,562.0,141082.0,141082.0
711,2,1.0,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,3.0,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,3.0,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,3.0,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,7.0,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,7.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,7.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,13.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,13.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,13.0,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,19.0,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,19.0,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,19.0,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,21.0,18,13,1.0,10.0,1.0,12.0,30.0,1.0,,100.0,1.0,0.0,,3.0,2.0,1.0,0.0,2002.0,3.0,1.0,6583.0,78996.0,2.0,,2.0,,2.0,,78996.0,78996.0
711,2,21.0,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2,21.0,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,3,1.0,12,13,1.0,47.0,2.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,2.0,,3513.0,42156.0,,,,,2.0,,42156.0,42156.0
711,3,1.0,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,3,1.0,12,29,1.0,47.0,1.0,12.0,30.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1993.0,2.0,,10073.0,120876.0,,,,,2.0,,120876.0,120876.0
711,3,1.0,12,29,2.0,95.0,6.0,12.0,30.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1993.0,3.0,1.0,6150.0,73800.0,2.0,,2.0,,2.0,,73800.0,73800.0
711,3,23.0,10,13,2.0,46.0,2.0,12.0,20.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,,3358.0,40296.0,,,,,2.0,,40296.0,40296.0
711,3,23.0,10,13,1.0,46.0,1.0,10.0,23.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2004.0,3.0,,5149.0,51490.0,,,,,2.0,,51490.0,51490.0
