tinh,huyen,xa,diaban,hoso,m4b21ma,m4b21c3a,m4b21c3b,m4b21c4a,m4b21c4b,m4b21c5a,m4b21c5b,m4b21c6a,m4b21c6b
113,19,55.0,4,13,5.0,10.0,468.0,14.0,656.0,0.0,,24.0,1124.0
113,19,55.0,4,13,18.0,,,,,,,,281.0
113,19,55.0,4,13,8.0,,5153.0,,0.0,,0.0,,5153.0
113,19,55.0,4,14,12.0,200.0,381.0,50.0,95.0,0.0,,250.0,476.0
113,19,55.0,4,14,10.0,,259.0,,0.0,,155.0,,414.0
113,19,55.0,4,14,5.0,15.0,648.0,8.0,346.0,0.0,,23.0,994.0
113,19,55.0,4,15,18.0,,,,,,,,133.0
113,19,55.0,4,15,1.0,220.0,5482.0,0.0,,0.0,,220.0,5482.0
113,19,55.0,4,15,8.0,,6586.0,,0.0,,445.0,,7031.0
113,19,55.0,4,15,5.0,85.0,4165.0,15.0,739.0,0.0,,100.0,4904.0
113,19,55.0,4,15,12.0,0.0,,150.0,329.0,0.0,,150.0,329.0
113,19,63.0,9,13,18.0,,,,,,,,251.0
113,19,63.0,9,13,8.0,,11675.0,,0.0,,259.0,,11934.0
113,19,63.0,9,13,5.0,0.0,,25.0,1193.0,0.0,,25.0,1193.0
113,19,63.0,9,13,1.0,150.0,3632.0,0.0,,0.0,,150.0,3632.0
113,19,63.0,9,14,8.0,,15308.0,,0.0,,854.0,,16162.0
113,19,63.0,9,14,5.0,18.0,881.0,16.0,783.0,0.0,,34.0,1664.0
113,19,63.0,9,14,1.0,120.0,3204.0,0.0,,0.0,,120.0,3204.0
113,19,63.0,9,14,12.0,0.0,,60.0,117.0,40.0,78.0,100.0,195.0
113,19,63.0,9,14,18.0,,,,,,,,267.0
113,19,63.0,9,15,12.0,0.0,,250.0,325.0,0.0,,250.0,325.0
113,19,63.0,9,15,5.0,10.0,432.0,35.0,1513.0,0.0,,45.0,1945.0
115,1,1.0,9,13,,,,,,,,,
115,1,1.0,9,14,,,,,,,,,
115,1,1.0,9,15,,,,,,,,,
115,1,7.0,32,13,,,,,,,,,
115,1,7.0,32,14,,,,,,,,,
115,1,7.0,32,15,,,,,,,,,
115,1,9.0,17,13,,,,,,,,,
115,1,9.0,17,14,,,,,,,,,
115,1,9.0,17,15,,,,,,,,,
115,1,15.0,21,13,,,,,,,,,
115,1,15.0,21,14,,,,,,,,,
115,1,15.0,21,15,,,,,,,,,
115,1,23.0,20,13,6.0,20.0,472.0,0.0,,0.0,,20.0,472.0
115,1,23.0,20,14,,,,,,,,,
115,1,23.0,20,15,,,,,,,,,
115,3,3.0,2,13,18.0,,,,,,,,197.0
115,3,3.0,2,13,8.0,,6879.0,,0.0,,0.0,,6879.0
115,3,3.0,2,14,12.0,300.0,422.0,150.0,211.0,0.0,,450.0,633.0
115,3,3.0,2,14,6.0,0.0,,5.0,122.0,0.0,,5.0,122.0
115,3,3.0,2,14,2.0,50.0,2341.0,0.0,,0.0,,50.0,2341.0
115,3,3.0,2,15,12.0,700.0,983.0,240.0,338.0,10.0,14.0,950.0,1335.0
115,3,3.0,2,15,5.0,0.0,,5.0,211.0,0.0,,5.0,211.0
115,3,3.0,2,15,6.0,0.0,,7.0,183.0,0.0,,7.0,183.0
115,3,3.0,2,15,8.0,,7419.0,,0.0,,0.0,,7419.0
115,3,3.0,2,15,18.0,,,,,,,,187.0
115,3,9.0,14,13,5.0,10.0,427.0,4.0,171.0,0.0,,14.0,598.0
115,3,9.0,14,13,18.0,,,,,,,,237.0
115,3,9.0,14,13,1.0,260.0,4431.0,0.0,,0.0,,260.0,4431.0
115,3,9.0,14,13,12.0,0.0,,185.0,316.0,0.0,,185.0,316.0
115,3,9.0,14,14,,,,,,,,,
115,3,9.0,14,15,,,,,,,,,
115,3,15.0,14,13,5.0,32.0,1324.0,34.0,1495.0,0.0,,66.0,2819.0
115,3,15.0,14,13,11.0,,449.0,,0.0,,0.0,,449.0
115,3,15.0,14,13,12.0,30.0,42.0,50.0,71.0,20.0,28.0,100.0,141.0
115,3,15.0,14,13,6.0,0.0,,27.0,487.0,0.0,,27.0,487.0
115,3,15.0,14,14,6.0,0.0,,12.0,454.0,0.0,,12.0,454.0
115,3,15.0,14,14,5.0,0.0,,3.0,142.0,0.0,,3.0,142.0
115,3,15.0,14,15,8.0,,2740.0,,0.0,,0.0,,2740.0
115,3,15.0,14,15,18.0,,,,,,,,211.0
115,3,15.0,14,15,5.0,5.0,211.0,3.0,126.0,0.0,,8.0,337.0
115,3,27.0,6,13,18.0,,,,,,,,427.0
115,3,27.0,6,13,1.0,1200.0,15207.0,0.0,,0.0,,1200.0,15207.0
115,3,27.0,6,13,5.0,23.0,773.0,12.0,383.0,0.0,,35.0,1156.0
115,3,27.0,6,13,12.0,0.0,,70.0,94.0,30.0,43.0,100.0,137.0
115,3,27.0,6,14,6.0,0.0,,11.0,247.0,0.0,,11.0,247.0
115,3,27.0,6,14,5.0,45.0,1800.0,12.0,492.0,4.0,169.0,61.0,2461.0
115,3,27.0,6,14,12.0,120.0,140.0,150.0,169.0,0.0,,270.0,309.0
115,3,27.0,6,15,5.0,4.0,157.0,10.0,395.0,0.0,,14.0,552.0
115,3,27.0,6,15,11.0,,227.0,,0.0,,0.0,,227.0
115,3,27.0,6,15,12.0,0.0,,240.0,341.0,24.0,46.0,264.0,387.0
115,3,31.0,4,13,5.0,20.0,946.0,10.0,472.0,0.0,,30.0,1418.0
115,3,31.0,4,13,12.0,300.0,568.0,100.0,189.0,0.0,,400.0,757.0
115,3,31.0,4,14,12.0,0.0,,120.0,116.0,0.0,,120.0,116.0
115,3,31.0,4,14,5.0,0.0,,8.0,331.0,0.0,,8.0,331.0
115,3,31.0,4,15,,,,,,,,,
115,3,33.0,3,13,8.0,,9455.0,,0.0,,0.0,,9455.0
115,3,33.0,3,13,5.0,5.0,213.0,7.0,298.0,0.0,,12.0,511.0
115,3,33.0,3,13,18.0,,,,,,,,472.0
115,3,33.0,3,14,18.0,,,,,,,,187.0
115,3,33.0,3,14,1.0,588.0,7715.0,0.0,,0.0,,588.0,7715.0
115,3,33.0,3,15,5.0,0.0,,15.0,710.0,0.0,,15.0,710.0
115,3,45.0,2,13,5.0,0.0,,18.0,766.0,0.0,,18.0,766.0
115,3,45.0,2,13,8.0,,6808.0,,0.0,,0.0,,6808.0
115,3,45.0,2,13,6.0,0.0,,45.0,1277.0,0.0,,45.0,1277.0
115,3,45.0,2,13,12.0,0.0,,300.0,653.0,40.0,87.0,340.0,740.0
115,3,45.0,2,13,18.0,,,,,,,,472.0
115,3,45.0,2,13,1.0,1071.0,14183.0,0.0,,0.0,,1071.0,14183.0
115,3,45.0,2,14,5.0,0.0,,10.0,468.0,0.0,,10.0,468.0
115,3,45.0,2,14,8.0,,7494.0,,0.0,,0.0,,7494.0
115,3,45.0,2,14,12.0,1000.0,1873.0,600.0,1125.0,50.0,93.0,1650.0,3091.0
115,3,45.0,2,14,18.0,,,,,,,,375.0
115,3,45.0,2,15,12.0,0.0,,144.0,190.0,0.0,,144.0,190.0
115,3,45.0,2,15,6.0,25.0,950.0,6.0,199.0,0.0,,31.0,1149.0
115,3,45.0,2,15,5.0,0.0,,5.0,214.0,0.0,,5.0,214.0
115,3,51.0,3,13,5.0,0.0,,10.0,486.0,0.0,,10.0,486.0
115,3,51.0,3,14,,,,,,,,,
115,3,51.0,3,15,,,,,,,,,
115,3,71.0,7,13,8.0,,6619.0,,0.0,,0.0,,6619.0
115,3,71.0,7,14,,,,,,,,,
115,3,71.0,7,15,5.0,0.0,,6.0,281.0,0.0,,6.0,281.0
115,3,71.0,7,15,6.0,0.0,,3.0,98.0,0.0,,3.0,98.0
115,5,3.0,26,13,18.0,,,,,,,,57.0
115,5,3.0,26,13,9.0,2.0,11362.0,,0.0,,0.0,2.0,11362.0
115,5,3.0,26,13,6.0,0.0,,13.0,265.0,0.0,,13.0,265.0
115,5,3.0,26,13,5.0,0.0,,36.0,1364.0,0.0,,36.0,1364.0
115,5,3.0,26,13,8.0,,8521.0,,0.0,,0.0,,8521.0
115,5,3.0,26,14,9.0,2.0,14332.0,,0.0,,0.0,2.0,14332.0
115,5,3.0,26,15,5.0,16.0,605.0,30.0,1135.0,0.0,,46.0,1740.0
115,5,7.0,11,13,,,,,,,,,
115,5,7.0,11,14,,,,,,,,,
115,5,7.0,11,15,8.0,,1323.0,,0.0,,0.0,,1323.0
115,5,7.0,11,15,5.0,0.0,,10.0,331.0,0.0,,10.0,331.0
115,5,7.0,11,15,18.0,,,,,,,,283.0
115,5,7.0,11,15,9.0,1.0,2837.0,,0.0,,0.0,1.0,2837.0
115,5,13.0,7,13,4.0,12.0,447.0,8.0,291.0,0.0,,20.0,738.0
115,5,13.0,7,13,1.0,90.0,2431.0,0.0,,0.0,,90.0,2431.0
115,5,13.0,7,13,8.0,,6808.0,,0.0,,0.0,,6808.0
115,5,13.0,7,13,18.0,,,,,,,,63.0
115,5,13.0,7,14,5.0,0.0,,15.0,642.0,0.0,,15.0,642.0
115,5,13.0,7,14,12.0,0.0,,50.0,73.0,0.0,,50.0,73.0
115,5,13.0,7,15,5.0,10.0,389.0,15.0,584.0,0.0,,25.0,973.0
115,5,13.0,7,15,1.0,1000.0,16049.0,0.0,,0.0,,1000.0,16049.0
115,5,17.0,21,13,5.0,50.0,2175.0,36.0,1560.0,0.0,,86.0,3735.0
115,5,17.0,21,14,5.0,40.0,1498.0,6.0,243.0,0.0,,46.0,1741.0
115,5,17.0,21,15,,,,,,,,,
115,5,27.0,19,13,,,,,,,,,
115,5,27.0,19,14,18.0,,,,,,,,188.0
115,5,27.0,19,14,6.0,0.0,,30.0,427.0,0.0,,30.0,427.0
115,5,27.0,19,14,12.0,0.0,,1000.0,1420.0,0.0,,1000.0,1420.0
115,5,27.0,19,14,5.0,0.0,,25.0,1183.0,0.0,,25.0,1183.0
115,5,27.0,19,14,1.0,750.0,12783.0,0.0,,0.0,,750.0,12783.0
115,5,27.0,19,15,,,,,,,,,
115,5,35.0,3,13,1.0,5100.0,115732.0,0.0,,0.0,,5100.0,115732.0
115,5,35.0,3,13,18.0,,,,,,,,189.0
115,5,35.0,3,13,5.0,0.0,,8.0,264.0,0.0,,8.0,264.0
115,5,35.0,3,14,5.0,0.0,,13.0,556.0,0.0,,13.0,556.0
115,5,35.0,3,14,8.0,,2986.0,,0.0,,486.0,,3472.0
115,5,35.0,3,14,18.0,,,,,,,,117.0
115,5,35.0,3,15,,,,,,,,,
115,5,53.0,8,13,,,,,,,,,
115,5,53.0,8,15,1.0,2400.0,40904.0,0.0,,0.0,,2400.0,40904.0
115,5,53.0,8,15,18.0,,,,,,,,189.0
115,5,53.0,8,19,6.0,0.0,,25.0,365.0,0.0,,25.0,365.0
115,5,53.0,8,19,12.0,0.0,,60.0,64.0,0.0,,60.0,64.0
115,5,53.0,8,19,5.0,0.0,,15.0,730.0,0.0,,15.0,730.0
115,5,61.0,20,13,12.0,0.0,,100.0,208.0,0.0,,100.0,208.0
115,5,61.0,20,13,6.0,0.0,,10.0,208.0,0.0,,10.0,208.0
115,5,61.0,20,13,5.0,0.0,,10.0,415.0,0.0,,10.0,415.0
115,5,61.0,20,15,5.0,0.0,,10.0,422.0,0.0,,10.0,422.0
115,5,61.0,20,15,12.0,0.0,,100.0,131.0,0.0,,100.0,131.0
115,5,61.0,20,20,1.0,200.0,3841.0,0.0,,0.0,,200.0,3841.0
115,5,61.0,20,20,18.0,,,,,,,,93.0
115,5,61.0,20,20,5.0,0.0,,10.0,422.0,0.0,,10.0,422.0
115,5,61.0,20,20,12.0,0.0,,100.0,131.0,0.0,,100.0,131.0
115,5,65.0,10,13,12.0,0.0,,50.0,94.0,0.0,,50.0,94.0
115,5,65.0,10,13,18.0,,,,,,,,94.0
115,5,65.0,10,13,8.0,,2837.0,,0.0,,0.0,,2837.0
115,5,65.0,10,13,5.0,10.0,520.0,10.0,525.0,0.0,,20.0,1045.0
115,5,65.0,10,14,8.0,,7575.0,,0.0,,1894.0,,9469.0
115,5,65.0,10,14,5.0,0.0,,10.0,521.0,0.0,,10.0,521.0
115,5,65.0,10,14,1.0,370.0,9469.0,0.0,,0.0,,370.0,9469.0
115,5,65.0,10,14,12.0,0.0,,70.0,133.0,0.0,,70.0,133.0
115,5,65.0,10,14,18.0,,,,,,,,114.0
115,5,65.0,10,15,,,,,,,,,
115,7,1.0,12,14,,,,,,,,,
115,7,1.0,12,19,,,,,,,,,
115,7,1.0,12,20,12.0,0.0,,50.0,83.0,0.0,,50.0,83.0
115,7,1.0,12,20,5.0,0.0,,40.0,1906.0,0.0,,40.0,1906.0
115,7,13.0,17,13,1.0,3050.0,69310.0,0.0,,0.0,,3050.0,69310.0
115,7,13.0,17,13,6.0,85.0,1989.0,5.0,109.0,0.0,,90.0,2098.0
115,7,13.0,17,13,18.0,,,,,,,,189.0
115,7,13.0,17,13,12.0,0.0,,150.0,189.0,0.0,,150.0,189.0
115,7,13.0,17,13,5.0,70.0,2651.0,15.0,568.0,0.0,,85.0,3219.0
115,7,13.0,17,14,5.0,54.0,2812.0,10.0,473.0,0.0,,64.0,3285.0
115,7,13.0,17,14,6.0,96.0,3386.0,8.0,284.0,0.0,,104.0,3670.0
115,7,13.0,17,14,18.0,,,,,,,,38.0
115,7,13.0,17,15,5.0,54.0,2812.0,17.0,804.0,0.0,,71.0,3616.0
115,7,13.0,17,15,18.0,,,,,,,,94.0
115,7,13.0,17,15,1.0,900.0,24713.0,0.0,,0.0,,900.0,24713.0
115,7,19.0,7,13,12.0,0.0,,50.0,68.0,0.0,,50.0,68.0
115,7,19.0,7,13,8.0,,3503.0,,0.0,,0.0,,3503.0
115,7,19.0,7,13,5.0,20.0,879.0,23.0,921.0,0.0,,43.0,1800.0
115,7,19.0,7,13,18.0,,,,,,,,142.0
115,7,19.0,7,14,8.0,,4272.0,,0.0,,0.0,,4272.0
115,7,19.0,7,14,5.0,23.0,970.0,8.0,351.0,0.0,,31.0,1321.0
115,7,19.0,7,14,18.0,,,,,,,,113.0
115,7,19.0,7,14,12.0,20.0,23.0,59.0,66.0,0.0,,79.0,89.0
115,7,19.0,7,15,5.0,0.0,,15.0,625.0,0.0,,15.0,625.0
115,7,19.0,7,15,18.0,,,,,,,,66.0
115,7,19.0,7,15,1.0,152.0,3022.0,0.0,,0.0,,152.0,3022.0
115,7,41.0,8,13,12.0,50.0,94.0,50.0,94.0,0.0,,100.0,188.0
115,7,41.0,8,13,8.0,,14751.0,,0.0,,0.0,,14751.0
115,7,41.0,8,13,18.0,,,,,,,,170.0
115,7,41.0,8,13,5.0,50.0,2363.0,6.0,283.0,0.0,,56.0,2646.0
115,7,41.0,8,14,,,,,,,,,
115,7,41.0,8,15,5.0,12.0,568.0,8.0,379.0,0.0,,20.0,947.0
115,7,47.0,6,13,5.0,0.0,,8.0,337.0,0.0,,8.0,337.0
115,7,47.0,6,13,11.0,,454.0,,0.0,,0.0,,454.0
115,7,47.0,6,13,1.0,120.0,2327.0,0.0,,0.0,,120.0,2327.0
115,7,47.0,6,13,18.0,,,,,,,,118.0
115,7,47.0,6,13,12.0,30.0,38.0,20.0,25.0,0.0,,50.0,63.0
115,7,47.0,6,14,12.0,120.0,151.0,10.0,13.0,0.0,,130.0,164.0
115,7,47.0,6,14,6.0,10.0,251.0,3.0,76.0,0.0,,13.0,327.0
115,7,47.0,6,14,5.0,0.0,,12.0,503.0,0.0,,12.0,503.0
115,7,47.0,6,14,18.0,,,,,,,,42.0
115,7,47.0,6,15,18.0,,,,,,,,142.0
115,7,47.0,6,15,5.0,0.0,,7.0,331.0,0.0,,7.0,331.0
115,7,47.0,6,15,8.0,,4355.0,,0.0,,0.0,,4355.0
115,7,47.0,6,15,12.0,0.0,,40.0,57.0,0.0,,40.0,57.0
115,7,49.0,3,13,,,,,,,,,
115,7,49.0,3,14,,,,,,,,,
115,7,49.0,3,15,8.0,,0.0,,0.0,,8711.0,,8711.0
115,7,49.0,3,15,1.0,1800.0,41283.0,0.0,,0.0,,1800.0,41283.0
115,7,51.0,18,13,,,,,,,,,
115,7,51.0,18,14,,,,,,,,,
115,7,51.0,18,15,,,,,,,,,
115,7,59.0,10,13,,,,,,,,,
115,7,59.0,10,14,12.0,0.0,,100.0,142.0,0.0,,100.0,142.0
115,7,59.0,10,14,8.0,,9469.0,,0.0,,0.0,,9469.0
115,7,59.0,10,14,18.0,,,,,,,,284.0
115,7,59.0,10,14,5.0,15.0,663.0,10.0,473.0,0.0,,25.0,1136.0
115,7,59.0,10,15,1.0,1600.0,37821.0,0.0,,0.0,,1600.0,37821.0
115,7,59.0,10,15,12.0,0.0,,300.0,426.0,0.0,,300.0,426.0
115,7,59.0,10,15,5.0,10.0,472.0,10.0,472.0,0.0,,20.0,944.0
115,7,59.0,10,15,18.0,,,,,,,,283.0
115,7,59.0,10,15,6.0,10.0,283.0,5.0,142.0,0.0,,15.0,425.0
115,7,67.0,2,13,5.0,13.0,553.0,16.0,636.0,0.0,,29.0,1189.0
115,7,67.0,2,13,8.0,,6476.0,,0.0,,0.0,,6476.0
115,7,67.0,2,13,18.0,,,,,,,,189.0
115,7,67.0,2,13,12.0,0.0,,45.0,52.0,100.0,142.0,145.0,194.0
115,7,67.0,2,14,,,,,,,,,
115,7,67.0,2,15,,,,,,,,,
115,7,71.0,16,13,12.0,1000.0,983.0,400.0,412.0,0.0,,1400.0,1395.0
115,7,71.0,16,13,5.0,50.0,1640.0,20.0,656.0,0.0,,70.0,2296.0
115,7,71.0,16,13,6.0,70.0,918.0,20.0,262.0,0.0,,90.0,1180.0
115,7,71.0,16,14,12.0,200.0,281.0,200.0,281.0,0.0,,400.0,562.0
115,7,71.0,16,14,5.0,0.0,,4.0,157.0,0.0,,4.0,157.0
115,7,71.0,16,15,,,,,,,,,
115,7,95.0,13,13,5.0,9.0,303.0,2.0,70.0,0.0,,11.0,373.0
115,7,95.0,13,13,12.0,160.0,227.0,32.0,46.0,0.0,,192.0,273.0
115,7,95.0,13,14,1.0,120.0,3181.0,0.0,,0.0,,120.0,3181.0
115,7,95.0,13,14,12.0,0.0,,312.0,443.0,0.0,,312.0,443.0
115,7,95.0,13,14,5.0,0.0,,24.0,864.0,0.0,,24.0,864.0
115,7,95.0,13,14,18.0,,,,,,,,71.0
115,7,95.0,13,15,12.0,350.0,482.0,150.0,198.0,0.0,,500.0,680.0
115,7,95.0,13,15,5.0,156.0,4728.0,25.0,757.0,0.0,,181.0,5485.0
115,7,95.0,13,15,8.0,,9455.0,,0.0,,0.0,,9455.0
115,7,95.0,13,15,1.0,270.0,5362.0,0.0,,0.0,,270.0,5362.0
115,7,95.0,13,15,18.0,,,,,,,,312.0
115,7,95.0,13,15,6.0,142.0,2837.0,15.0,298.0,0.0,,157.0,3135.0
115,9,11.0,20,13,5.0,10.0,375.0,10.0,375.0,0.0,,20.0,750.0
115,9,11.0,20,13,12.0,100.0,140.0,100.0,140.0,0.0,,200.0,280.0
115,9,11.0,20,13,6.0,20.0,562.0,5.0,140.0,0.0,,25.0,702.0
115,9,11.0,20,14,5.0,0.0,,15.0,568.0,0.0,,15.0,568.0
115,9,11.0,20,14,6.0,0.0,,20.0,568.0,0.0,,20.0,568.0
115,9,11.0,20,14,12.0,0.0,,100.0,142.0,0.0,,100.0,142.0
115,9,11.0,20,15,5.0,0.0,,5.0,209.0,0.0,,5.0,209.0
115,9,11.0,20,15,12.0,50.0,79.0,50.0,79.0,0.0,,100.0,158.0
115,9,17.0,6,13,,,,,,,,,
115,9,17.0,6,15,5.0,0.0,,6.0,253.0,0.0,,6.0,253.0
115,9,17.0,6,19,12.0,0.0,,30.0,34.0,20.0,23.0,50.0,57.0
115,9,17.0,6,19,5.0,0.0,,15.0,568.0,0.0,,15.0,568.0
115,9,21.0,13,13,6.0,13.0,307.0,8.0,189.0,0.0,,21.0,496.0
115,9,21.0,13,13,11.0,,946.0,,0.0,,0.0,,946.0
115,9,21.0,13,13,5.0,15.0,496.0,10.0,331.0,0.0,,25.0,827.0
115,9,21.0,13,14,6.0,90.0,1957.0,10.0,208.0,0.0,,100.0,2165.0
115,9,21.0,13,14,11.0,,757.0,,94.0,,0.0,,851.0
115,9,21.0,13,14,12.0,0.0,,100.0,170.0,0.0,,100.0,170.0
115,9,21.0,13,14,5.0,130.0,6146.0,20.0,946.0,0.0,,150.0,7092.0
115,9,21.0,13,15,,,,,,,,,
115,9,33.0,9,13,18.0,,,,,,,,195.0
115,9,33.0,9,13,8.0,,9726.0,,0.0,,0.0,,9726.0
115,9,33.0,9,13,12.0,0.0,,300.0,340.0,0.0,,300.0,340.0
115,9,33.0,9,13,5.0,0.0,,10.0,370.0,0.0,,10.0,370.0
115,9,33.0,9,14,8.0,,11346.0,,0.0,,0.0,,11346.0
115,9,33.0,9,14,5.0,0.0,,8.0,287.0,0.0,,8.0,287.0
115,9,33.0,9,14,12.0,0.0,,100.0,94.0,0.0,,100.0,94.0
115,9,33.0,9,15,1.0,280.0,5899.0,0.0,,0.0,,280.0,5899.0
115,9,33.0,9,15,18.0,,,,,,,,729.0
115,9,33.0,9,15,8.0,,5682.0,,0.0,,947.0,,6629.0
115,9,33.0,9,15,5.0,0.0,,15.0,540.0,0.0,,15.0,540.0
115,9,53.0,8,13,8.0,,5674.0,,0.0,,0.0,,5674.0
115,9,53.0,8,13,5.0,0.0,,10.0,397.0,0.0,,10.0,397.0
115,9,53.0,8,13,18.0,,,,,,,,189.0
115,9,53.0,8,13,12.0,0.0,,60.0,114.0,0.0,,60.0,114.0
115,9,53.0,8,14,18.0,,,,,,,,189.0
115,9,53.0,8,14,8.0,,2837.0,,0.0,,946.0,,3783.0
115,9,53.0,8,14,5.0,0.0,,10.0,397.0,0.0,,10.0,397.0
115,9,53.0,8,14,12.0,0.0,,50.0,94.0,0.0,,50.0,94.0
115,9,53.0,8,15,,,,,,,,,
115,9,55.0,10,13,18.0,,,,,,,,189.0
115,9,55.0,10,13,1.0,80.0,1059.0,0.0,,0.0,,80.0,1059.0
115,9,55.0,10,13,12.0,0.0,,100.0,142.0,0.0,,100.0,142.0
115,9,55.0,10,13,5.0,0.0,,10.0,378.0,0.0,,10.0,378.0
115,9,55.0,10,14,1.0,150.0,3977.0,0.0,,0.0,,150.0,3977.0
115,9,55.0,10,14,12.0,0.0,,100.0,142.0,0.0,,100.0,142.0
115,9,55.0,10,14,18.0,,,,,,,,284.0
115,9,55.0,10,14,5.0,0.0,,10.0,379.0,0.0,,10.0,379.0
115,9,55.0,10,15,12.0,0.0,,60.0,85.0,0.0,,60.0,85.0
115,9,55.0,10,15,5.0,0.0,,8.0,302.0,0.0,,8.0,302.0
115,9,55.0,10,15,8.0,,6146.0,,0.0,,0.0,,6146.0
115,9,55.0,10,15,18.0,,,,,,,,283.0
115,9,57.0,6,13,12.0,30.0,43.0,40.0,52.0,0.0,,70.0,95.0
115,9,57.0,6,13,5.0,15.0,738.0,8.0,393.0,0.0,,23.0,1131.0
115,9,57.0,6,14,12.0,300.0,379.0,40.0,51.0,0.0,,340.0,430.0
115,9,57.0,6,14,18.0,,,,,,,,58.0
115,9,57.0,6,14,5.0,68.0,2182.0,9.0,332.0,0.0,,77.0,2514.0
115,9,57.0,6,14,6.0,73.0,1341.0,6.0,105.0,0.0,,79.0,1446.0
115,9,57.0,6,15,12.0,180.0,221.0,30.0,37.0,0.0,,210.0,258.0
115,9,57.0,6,15,5.0,51.0,2506.0,4.0,198.0,0.0,,55.0,2704.0
115,9,83.0,3,13,18.0,,,,,,,,253.0
115,9,83.0,3,13,8.0,,8753.0,,0.0,,973.0,,9726.0
115,9,83.0,3,13,5.0,30.0,963.0,20.0,642.0,0.0,,50.0,1605.0
115,9,83.0,3,13,12.0,120.0,140.0,60.0,70.0,0.0,,180.0,210.0
115,9,83.0,3,13,1.0,1950.0,32243.0,0.0,,0.0,,1950.0,32243.0
115,9,83.0,3,14,5.0,156.0,4863.0,25.0,778.0,0.0,,181.0,5641.0
115,9,83.0,3,14,12.0,500.0,496.0,200.0,204.0,0.0,,700.0,700.0
115,9,83.0,3,15,5.0,50.0,1614.0,40.0,1291.0,0.0,,90.0,2905.0
115,9,83.0,3,15,12.0,200.0,227.0,60.0,68.0,0.0,,260.0,295.0
115,9,85.0,6,13,,,,,,,,,
115,9,85.0,6,14,,,,,,,,,
115,9,85.0,6,15,1.0,428.0,12256.0,0.0,,0.0,,428.0,12256.0
115,9,85.0,6,15,18.0,,,,,,,,189.0
115,11,5.0,14,13,9.0,1.0,3559.0,,0.0,,0.0,1.0,3559.0
115,11,5.0,14,13,12.0,0.0,,150.0,253.0,0.0,,150.0,253.0
115,11,5.0,14,13,8.0,,9367.0,,0.0,,0.0,,9367.0
115,11,5.0,14,13,18.0,,,,,,,,562.0
115,11,5.0,14,13,6.0,0.0,,20.0,468.0,0.0,,20.0,468.0
115,11,5.0,14,13,5.0,0.0,,20.0,1125.0,0.0,,20.0,1125.0
115,11,5.0,14,14,5.0,0.0,,30.0,1704.0,0.0,,30.0,1704.0
115,11,5.0,14,14,18.0,,,,,,,,284.0
115,11,5.0,14,14,12.0,0.0,,600.0,1023.0,0.0,,600.0,1023.0
115,11,5.0,14,14,1.0,611.0,16199.0,0.0,,0.0,,611.0,16199.0
115,11,5.0,14,15,5.0,0.0,,10.0,421.0,0.0,,10.0,421.0
115,11,5.0,14,15,8.0,,5901.0,,0.0,,0.0,,5901.0
115,11,5.0,14,15,12.0,0.0,,100.0,168.0,0.0,,100.0,168.0
115,11,13.0,12,13,18.0,,,,,,,,104.0
115,11,13.0,12,13,12.0,0.0,,480.0,683.0,0.0,,480.0,683.0
115,11,13.0,12,13,8.0,,2848.0,,0.0,,0.0,,2848.0
115,11,13.0,12,13,5.0,0.0,,20.0,950.0,0.0,,20.0,950.0
115,11,13.0,12,14,5.0,35.0,1191.0,16.0,554.0,0.0,,51.0,1745.0
115,11,13.0,12,14,18.0,,,,,,,,97.0
115,11,13.0,12,14,1.0,800.0,18188.0,0.0,,0.0,,800.0,18188.0
115,11,13.0,12,15,18.0,,,,,,,,97.0
115,11,13.0,12,15,8.0,,2918.0,,0.0,,0.0,,2918.0
115,11,17.0,20,13,5.0,10.0,438.0,10.0,438.0,0.0,,20.0,876.0
115,11,17.0,20,14,12.0,0.0,,80.0,123.0,0.0,,80.0,123.0
115,11,17.0,20,14,5.0,0.0,,4.0,152.0,0.0,,4.0,152.0
115,11,17.0,20,14,8.0,,1966.0,,0.0,,0.0,,1966.0
115,11,17.0,20,14,18.0,,,,,,,,142.0
115,11,17.0,20,15,12.0,0.0,,150.0,256.0,0.0,,150.0,256.0
115,11,17.0,20,15,6.0,0.0,,13.0,265.0,0.0,,13.0,265.0
115,11,17.0,20,15,5.0,0.0,,22.0,833.0,0.0,,22.0,833.0
115,11,19.0,5,13,6.0,0.0,,8.0,156.0,0.0,,8.0,156.0
115,11,19.0,5,13,8.0,,7003.0,,0.0,,0.0,,7003.0
115,11,19.0,5,15,,,,,,,,,
115,11,19.0,5,19,12.0,0.0,,195.0,221.0,0.0,,195.0,221.0
115,11,19.0,5,19,5.0,0.0,,17.0,644.0,0.0,,17.0,644.0
115,11,35.0,15,13,5.0,0.0,,10.0,584.0,0.0,,10.0,584.0
115,11,35.0,15,13,12.0,0.0,,360.0,681.0,0.0,,360.0,681.0
115,11,35.0,15,14,18.0,,,,,,,,146.0
115,11,35.0,15,14,1.0,270.0,7294.0,0.0,,0.0,,270.0,7294.0
115,11,35.0,15,14,6.0,21.0,612.0,14.0,409.0,0.0,,35.0,1021.0
115,11,35.0,15,14,8.0,,17508.0,,0.0,,1945.0,,19453.0
115,11,35.0,15,15,,,,,,,,,
115,11,43.0,9,13,5.0,0.0,,20.0,486.0,0.0,,20.0,486.0
