tinh,huyen,xa,diaban,hoso,m4b12ma,m4b12c3,m4b12c3b,m4b12c4,m4b12c5,m4b12c6,m4b12c7,m4b12c8
303,5,13.0,5,13,23.0,250.0,1.0,48.0,28.0,181.0,20.0,634.0
303,5,13.0,5,13,16.0,60.0,1.0,20.0,0.0,,20.0,72.0
303,5,13.0,5,14,19.0,120.0,1.0,,,0.0,,245.0
303,5,13.0,5,14,8.0,12000.0,1.0,3900.0,3900.0,10792.0,0.0,10792.0
303,5,13.0,5,14,42.0,3.0,2.0,120.0,100.0,490.0,20.0,589.0
303,5,13.0,5,14,10.0,3000.0,1.0,2400.0,0.0,,2400.0,1530.0
303,5,13.0,5,14,23.0,150.0,1.0,50.0,40.0,392.0,10.0,490.0
303,5,13.0,5,14,16.0,100.0,1.0,100.0,0.0,,100.0,294.0
303,5,13.0,5,14,41.0,5.0,2.0,50.0,40.0,157.0,10.0,196.0
303,5,13.0,5,14,13.0,100.0,1.0,60.0,0.0,,60.0,147.0
303,5,13.0,5,15,13.0,60.0,1.0,60.0,0.0,,60.0,108.0
303,5,13.0,5,15,19.0,100.0,1.0,,,0.0,,269.0
303,5,13.0,5,15,42.0,4.0,2.0,150.0,130.0,583.0,20.0,654.0
303,5,13.0,5,15,8.0,11000.0,1.0,4000.0,4000.0,10047.0,0.0,10047.0
303,5,13.0,5,15,23.0,100.0,1.0,60.0,60.0,269.0,0.0,269.0
303,5,13.0,5,15,41.0,25.0,2.0,200.0,180.0,645.0,20.0,701.0
303,5,13.0,5,15,16.0,60.0,1.0,80.0,0.0,,80.0,233.0
303,5,13.0,5,15,10.0,1500.0,1.0,1500.0,0.0,,1500.0,875.0
303,5,13.0,5,15,47.0,2.0,2.0,20.0,0.0,,20.0,53.0
303,5,29.0,10,13,13.0,50.0,1.0,50.0,0.0,,50.0,79.0
303,5,29.0,10,13,16.0,50.0,1.0,40.0,0.0,,40.0,96.0
303,5,29.0,10,13,42.0,5.0,2.0,100.0,0.0,,100.0,318.0
303,5,29.0,10,13,19.0,100.0,1.0,,,0.0,,238.0
303,5,29.0,10,13,20.0,50.0,1.0,,,0.0,,79.0
303,5,29.0,10,13,10.0,2000.0,1.0,1500.0,0.0,,1500.0,774.0
303,5,29.0,10,13,8.0,8000.0,1.0,3700.0,3700.0,6756.0,0.0,6756.0
303,5,29.0,10,14,42.0,2.0,2.0,40.0,0.0,,40.0,127.0
303,5,29.0,10,14,19.0,20.0,1.0,,,0.0,,104.0
303,5,29.0,10,14,23.0,150.0,1.0,20.0,0.0,,20.0,397.0
303,5,29.0,10,14,46.0,3.0,2.0,10.0,0.0,,10.0,16.0
303,5,29.0,10,14,41.0,5.0,2.0,40.0,0.0,,40.0,127.0
303,5,29.0,10,14,13.0,10.0,1.0,10.0,0.0,,10.0,16.0
303,5,29.0,10,14,8.0,11000.0,1.0,5000.0,5000.0,11907.0,0.0,11907.0
303,5,29.0,10,14,20.0,60.0,1.0,,,0.0,,119.0
303,5,29.0,10,14,10.0,2000.0,1.0,1200.0,0.0,,1200.0,477.0
303,5,29.0,10,14,16.0,20.0,1.0,10.0,0.0,,10.0,32.0
303,5,29.0,10,15,20.0,10.0,1.0,,,0.0,,170.0
303,5,29.0,10,15,46.0,4.0,2.0,40.0,0.0,,40.0,62.0
303,5,29.0,10,15,42.0,10.0,2.0,50.0,0.0,,50.0,155.0
303,5,29.0,10,15,41.0,10.0,2.0,100.0,0.0,,100.0,310.0
303,5,29.0,10,15,10.0,2000.0,1.0,1000.0,0.0,,1000.0,387.0
303,5,29.0,10,15,19.0,30.0,1.0,,,0.0,,93.0
303,5,29.0,10,15,8.0,17000.0,1.0,6000.0,6000.0,13942.0,0.0,13942.0
303,5,29.0,10,15,16.0,20.0,1.0,20.0,0.0,,20.0,62.0
303,5,29.0,10,15,13.0,20.0,1.0,15.0,0.0,,15.0,23.0
303,7,9.0,10,13,47.0,1.0,2.0,60.0,0.0,,60.0,459.0
303,7,9.0,10,13,16.0,10.0,1.0,30.0,0.0,,30.0,80.0
303,7,9.0,10,13,19.0,5.0,1.0,,,0.0,,16.0
303,7,9.0,10,13,45.0,4.0,2.0,45.0,0.0,,45.0,109.0
303,7,9.0,10,13,13.0,10.0,1.0,32.0,0.0,,32.0,54.0
303,7,9.0,10,13,20.0,10.0,1.0,,,0.0,,32.0
303,7,9.0,10,14,16.0,100.0,1.0,80.0,0.0,,80.0,290.0
303,7,9.0,10,15,,,,,,,,
303,7,21.0,3,13,50.0,1.0,2.0,20.0,0.0,,20.0,39.0
303,7,21.0,3,13,42.0,2.0,2.0,25.0,0.0,,25.0,97.0
303,7,21.0,3,13,19.0,5.0,1.0,,,0.0,,49.0
303,7,21.0,3,13,16.0,20.0,1.0,60.0,0.0,,60.0,196.0
303,7,21.0,3,13,8.0,7000.0,1.0,2000.0,1900.0,4660.0,100.0,4965.0
303,7,21.0,3,13,47.0,2.0,2.0,50.0,0.0,,50.0,152.0
303,7,21.0,3,13,15.0,20.0,1.0,40.0,0.0,,40.0,91.0
303,7,21.0,3,13,10.0,5000.0,1.0,4800.0,1200.0,589.0,3600.0,2884.0
303,7,21.0,3,13,13.0,30.0,1.0,90.0,0.0,,90.0,177.0
303,7,21.0,3,13,20.0,15.0,1.0,,,0.0,,58.0
303,7,21.0,3,13,41.0,3.0,2.0,30.0,0.0,,30.0,78.0
303,7,21.0,3,14,15.0,14.0,1.0,40.0,0.0,,40.0,90.0
303,7,21.0,3,14,22.0,2500.0,1.0,300.0,300.0,2061.0,0.0,2061.0
303,7,21.0,3,14,8.0,4600.0,1.0,1900.0,1900.0,4807.0,0.0,4807.0
303,7,21.0,3,14,41.0,4.0,2.0,45.0,0.0,,45.0,115.0
303,7,21.0,3,14,16.0,20.0,1.0,50.0,0.0,,50.0,162.0
303,7,21.0,3,14,17.0,10.0,1.0,30.0,0.0,,30.0,135.0
303,7,21.0,3,14,18.0,8.0,1.0,6.0,0.0,,6.0,31.0
303,7,21.0,3,14,20.0,30.0,1.0,,,0.0,,78.0
303,7,21.0,3,14,39.0,1.0,2.0,6.0,0.0,,6.0,19.0
303,7,21.0,3,14,19.0,4.0,1.0,,,0.0,,30.0
303,7,21.0,3,14,13.0,15.0,1.0,60.0,0.0,,60.0,123.0
303,7,21.0,3,14,10.0,4600.0,1.0,3700.0,1200.0,589.0,2500.0,2183.0
303,7,21.0,3,14,21.0,200.0,1.0,,,0.0,,119.0
303,7,21.0,3,15,47.0,1.0,2.0,10.0,0.0,,10.0,24.0
303,7,21.0,3,15,16.0,20.0,1.0,50.0,0.0,,50.0,67.0
303,7,21.0,3,15,8.0,2000.0,1.0,1000.0,0.0,,1000.0,2494.0
303,7,21.0,3,15,15.0,15.0,1.0,32.0,0.0,,32.0,60.0
303,7,21.0,3,15,42.0,2.0,2.0,20.0,0.0,,20.0,63.0
303,7,21.0,3,15,46.0,4.0,2.0,60.0,0.0,,60.0,97.0
303,7,21.0,3,15,41.0,70.0,2.0,300.0,200.0,322.0,100.0,533.0
303,7,21.0,3,15,10.0,1000.0,1.0,1200.0,0.0,,1200.0,628.0
303,7,21.0,3,15,20.0,10.0,1.0,,,40.0,,40.0
303,7,21.0,3,15,13.0,15.0,1.0,45.0,0.0,,45.0,76.0
303,7,21.0,3,15,19.0,5.0,1.0,,,0.0,,32.0
303,7,21.0,3,15,50.0,1.0,2.0,10.0,0.0,,10.0,24.0
303,7,37.0,13,13,19.0,5.0,1.0,,,0.0,,39.0
303,7,37.0,13,13,20.0,30.0,1.0,,,0.0,,98.0
303,7,37.0,13,13,8.0,6500.0,1.0,2000.0,2000.0,4905.0,0.0,4905.0
303,7,37.0,13,13,46.0,3.0,2.0,17.0,0.0,,17.0,33.0
303,7,37.0,13,13,16.0,20.0,1.0,80.0,0.0,,80.0,260.0
303,7,37.0,13,13,10.0,2500.0,1.0,2100.0,0.0,,2100.0,1339.0
303,7,37.0,13,13,13.0,12.0,1.0,50.0,0.0,,50.0,103.0
303,7,37.0,13,13,18.0,10.0,1.0,20.0,0.0,,20.0,103.0
303,7,37.0,13,13,15.0,15.0,1.0,60.0,0.0,,60.0,138.0
303,7,37.0,13,13,17.0,20.0,1.0,40.0,0.0,,40.0,179.0
303,7,37.0,13,15,16.0,30.0,1.0,80.0,0.0,,80.0,239.0
303,7,37.0,13,15,20.0,10.0,1.0,,,0.0,,44.0
303,7,37.0,13,15,13.0,30.0,1.0,90.0,0.0,,90.0,172.0
303,7,37.0,13,15,19.0,5.0,1.0,,,0.0,,36.0
303,7,37.0,13,15,46.0,3.0,2.0,15.0,0.0,,15.0,27.0
303,7,37.0,13,15,8.0,9000.0,1.0,3000.0,3000.0,6788.0,0.0,6788.0
303,7,37.0,13,15,41.0,4.0,2.0,40.0,0.0,,40.0,95.0
303,7,37.0,13,15,10.0,2500.0,1.0,3000.0,2000.0,1176.0,1000.0,1765.0
303,7,37.0,13,19,9.0,100.0,1.0,100.0,0.0,,100.0,317.0
303,7,37.0,13,19,23.0,200.0,1.0,50.0,0.0,,50.0,416.0
303,7,37.0,13,19,8.0,7000.0,1.0,2200.0,2200.0,4977.0,0.0,4977.0
303,7,37.0,13,19,47.0,30.0,1.0,200.0,0.0,,200.0,544.0
303,7,37.0,13,19,41.0,5.0,1.0,100.0,0.0,,100.0,238.0
303,7,37.0,13,19,20.0,20.0,1.0,,,0.0,,90.0
303,7,37.0,13,19,16.0,50.0,1.0,60.0,0.0,,60.0,181.0
303,7,37.0,13,19,10.0,3000.0,1.0,3400.0,0.0,,3400.0,2000.0
303,7,37.0,13,19,46.0,2.0,1.0,80.0,0.0,,80.0,145.0
303,7,37.0,13,19,13.0,50.0,1.0,70.0,0.0,,70.0,132.0
303,7,37.0,13,19,19.0,10.0,1.0,,,0.0,,54.0
303,7,47.0,18,13,50.0,1.0,2.0,40.0,0.0,,40.0,103.0
303,7,47.0,18,13,52.0,3.0,2.0,,,0.0,,64.0
303,7,47.0,18,13,20.0,35.0,1.0,,,0.0,,383.0
303,7,47.0,18,13,39.0,4.0,2.0,15.0,0.0,,15.0,39.0
303,7,47.0,18,14,13.0,10.0,1.0,30.0,0.0,,30.0,49.0
303,7,47.0,18,14,14.0,10.0,1.0,20.0,0.0,,20.0,64.0
303,7,47.0,18,14,16.0,10.0,1.0,32.0,0.0,,32.0,82.0
303,7,47.0,18,14,17.0,5.0,1.0,7.0,0.0,,7.0,25.0
303,7,47.0,18,14,15.0,12.0,1.0,25.0,0.0,,25.0,44.0
303,7,47.0,18,15,,,,,,,,
303,7,59.0,11,13,10.0,7500.0,1.0,5900.0,4000.0,5886.0,1900.0,7099.0
303,7,59.0,11,13,41.0,13.0,2.0,60.0,0.0,,60.0,154.0
303,7,59.0,11,13,39.0,1.0,2.0,20.0,0.0,,20.0,73.0
303,7,59.0,11,13,13.0,50.0,1.0,200.0,0.0,,200.0,413.0
303,7,59.0,11,13,8.0,12000.0,1.0,3500.0,3500.0,9616.0,0.0,9616.0
303,7,59.0,11,13,20.0,10.0,1.0,,,0.0,,98.0
303,7,59.0,11,13,47.0,1.0,2.0,20.0,0.0,,20.0,58.0
303,7,59.0,11,13,45.0,1.0,2.0,15.0,0.0,,15.0,30.0
303,7,59.0,11,13,46.0,3.0,2.0,70.0,0.0,,70.0,220.0
303,7,59.0,11,13,19.0,10.0,1.0,,,0.0,,58.0
303,7,59.0,11,13,51.0,10000.0,1.0,300.0,200.0,589.0,100.0,1040.0
303,7,59.0,11,13,15.0,20.0,1.0,60.0,0.0,,60.0,136.0
303,7,59.0,11,13,16.0,50.0,1.0,200.0,0.0,,200.0,648.0
303,7,59.0,11,14,41.0,3.0,2.0,40.0,0.0,,40.0,103.0
303,7,59.0,11,14,20.0,15.0,1.0,,,0.0,,58.0
303,7,59.0,11,14,8.0,5000.0,1.0,1600.0,1500.0,3679.0,100.0,3924.0
303,7,59.0,11,14,10.0,1000.0,1.0,1000.0,0.0,,1000.0,589.0
303,7,59.0,11,14,19.0,5.0,1.0,,,0.0,,24.0
303,7,59.0,11,14,16.0,30.0,1.0,40.0,20.0,68.0,20.0,128.0
303,7,59.0,11,15,54.0,1200.0,2.0,,,453.0,,544.0
303,7,59.0,11,15,13.0,15.0,1.0,25.0,0.0,,25.0,48.0
303,7,59.0,11,15,8.0,2500.0,1.0,850.0,800.0,1810.0,50.0,1951.0
303,7,59.0,11,15,32.0,700.0,1.0,5.0,0.0,,5.0,114.0
303,7,59.0,11,15,19.0,10.0,1.0,,,0.0,,90.0
303,7,59.0,11,15,23.0,750.0,1.0,75.0,0.0,,75.0,63.0
303,7,59.0,11,15,10.0,4000.0,1.0,5000.0,2200.0,724.0,2800.0,2371.0
303,7,59.0,11,15,20.0,15.0,1.0,,,0.0,,148.0
303,7,59.0,11,15,41.0,2.0,2.0,40.0,0.0,,40.0,95.0
303,7,59.0,11,15,16.0,25.0,1.0,50.0,0.0,,50.0,149.0
303,7,59.0,11,15,40.0,50.0,2.0,50.0,0.0,,50.0,140.0
303,9,7.0,4,13,20.0,70.0,1.0,,,0.0,,529.0
303,9,7.0,4,13,11.0,800.0,1.0,544.0,0.0,,544.0,374.0
303,9,7.0,4,13,41.0,4.0,2.0,100.0,0.0,,100.0,259.0
303,9,7.0,4,13,51.0,3.0,2.0,40.0,0.0,,40.0,185.0
303,9,7.0,4,13,16.0,50.0,1.0,67.0,0.0,,67.0,269.0
303,9,7.0,4,13,17.0,40.0,1.0,70.0,0.0,,70.0,313.0
303,9,7.0,4,13,52.0,2.0,2.0,,,0.0,,119.0
303,9,7.0,4,13,8.0,17000.0,1.0,5950.0,5830.0,13156.0,120.0,13426.0
303,9,7.0,4,13,46.0,3.0,2.0,90.0,0.0,,90.0,106.0
303,9,7.0,4,13,24.0,300.0,1.0,35.0,0.0,,35.0,486.0
303,9,7.0,4,13,10.0,1000.0,1.0,830.0,0.0,,830.0,529.0
303,9,7.0,4,14,17.0,100.0,1.0,50.0,0.0,,50.0,182.0
303,9,7.0,4,14,8.0,3000.0,1.0,750.0,250.0,437.0,50.0,1675.0
303,9,7.0,4,14,20.0,100.0,1.0,,,0.0,,477.0
303,9,7.0,4,14,41.0,3.0,2.0,100.0,0.0,,100.0,209.0
303,9,7.0,4,14,10.0,1000.0,1.0,850.0,0.0,,850.0,438.0
303,9,7.0,4,14,16.0,50.0,1.0,45.0,0.0,,45.0,147.0
303,9,7.0,4,15,41.0,3.0,2.0,15.0,0.0,,15.0,39.0
303,9,7.0,4,15,10.0,1200.0,1.0,1000.0,0.0,,1000.0,637.0
303,9,7.0,4,15,8.0,2500.0,1.0,700.0,500.0,1373.0,200.0,1985.0
303,9,7.0,4,15,20.0,70.0,1.0,,,119.0,,275.0
303,9,7.0,4,15,16.0,120.0,1.0,110.0,0.0,,110.0,358.0
303,9,7.0,4,15,52.0,4.0,2.0,,,0.0,,78.0
303,9,7.0,4,15,17.0,50.0,1.0,45.0,0.0,,45.0,203.0
303,9,19.0,3,13,41.0,100.0,2.0,800.0,0.0,,800.0,164.0
303,9,19.0,3,13,16.0,50.0,1.0,100.0,0.0,,100.0,257.0
303,9,19.0,3,13,19.0,10.0,1.0,,,0.0,,116.0
303,9,19.0,3,13,10.0,5000.0,1.0,4250.0,500.0,194.0,3750.0,1889.0
303,9,19.0,3,13,47.0,300.0,1.0,260.0,200.0,620.0,60.0,762.0
303,9,19.0,3,13,14.0,30.0,1.0,60.0,0.0,,60.0,193.0
303,9,19.0,3,13,8.0,15000.0,1.0,4560.0,4000.0,8675.0,560.0,9883.0
303,9,19.0,3,13,20.0,30.0,1.0,,,0.0,,232.0
303,9,19.0,3,13,23.0,300.0,1.0,80.0,0.0,,80.0,572.0
303,9,19.0,3,13,13.0,50.0,1.0,80.0,0.0,,80.0,130.0
303,9,19.0,3,13,15.0,30.0,1.0,50.0,0.0,,50.0,90.0
303,9,19.0,3,14,16.0,40.0,1.0,60.0,0.0,,60.0,151.0
303,9,19.0,3,14,50.0,5.0,2.0,50.0,0.0,,50.0,122.0
303,9,19.0,3,14,17.0,10.0,1.0,15.0,0.0,,15.0,53.0
303,9,19.0,3,14,46.0,5.0,2.0,40.0,0.0,,40.0,60.0
303,9,19.0,3,14,23.0,500.0,1.0,60.0,20.0,182.0,40.0,462.0
303,9,19.0,3,14,18.0,5.0,1.0,8.0,0.0,,8.0,32.0
303,9,19.0,3,14,41.0,400.0,1.0,300.0,0.0,,300.0,601.0
303,9,19.0,3,14,13.0,25.0,1.0,30.0,0.0,,30.0,48.0
303,9,19.0,3,14,14.0,20.0,1.0,25.0,0.0,,25.0,78.0
303,9,19.0,3,14,42.0,5.0,2.0,20.0,0.0,,20.0,59.0
303,9,19.0,3,14,8.0,12000.0,1.0,4200.0,3700.0,9868.0,500.0,11052.0
303,9,19.0,3,14,20.0,120.0,1.0,,,0.0,,342.0
303,9,19.0,3,14,10.0,6000.0,1.0,4800.0,1500.0,797.0,3300.0,2426.0
303,9,19.0,3,14,19.0,5.0,1.0,,,0.0,,30.0
303,9,19.0,3,14,47.0,200.0,2.0,300.0,250.0,660.0,50.0,777.0
303,9,19.0,3,14,11.0,250.0,1.0,200.0,0.0,,200.0,107.0
303,9,19.0,3,14,15.0,20.0,1.0,30.0,0.0,,30.0,53.0
303,9,19.0,3,15,42.0,5.0,2.0,40.0,0.0,,40.0,121.0
303,9,19.0,3,15,16.0,15.0,1.0,30.0,0.0,,30.0,95.0
303,9,19.0,3,15,23.0,20.0,1.0,10.0,0.0,,10.0,71.0
303,9,19.0,3,15,10.0,6000.0,1.0,5040.0,4950.0,2492.0,90.0,2538.0
303,9,19.0,3,15,41.0,10.0,2.0,40.0,0.0,,40.0,81.0
303,9,19.0,3,15,11.0,500.0,1.0,415.0,360.0,195.0,55.0,225.0
303,9,19.0,3,15,8.0,27640.0,1.0,7739.0,7600.0,18837.0,139.0,19173.0
303,9,19.0,3,15,18.0,8.0,1.0,18.0,0.0,,18.0,73.0
303,9,19.0,3,15,14.0,10.0,1.0,20.0,0.0,,20.0,65.0
303,9,19.0,3,15,13.0,100.0,1.0,150.0,0.0,,150.0,245.0
303,9,19.0,3,15,15.0,120.0,1.0,180.0,0.0,,180.0,327.0
303,9,19.0,3,15,47.0,15.0,2.0,130.0,0.0,,130.0,310.0
303,9,19.0,3,15,20.0,125.0,1.0,,,0.0,,194.0
303,11,9.0,11,13,16.0,30.0,1.0,50.0,0.0,,50.0,128.0
303,11,9.0,11,13,13.0,30.0,1.0,40.0,0.0,,40.0,65.0
303,11,9.0,11,13,47.0,4.0,2.0,100.0,100.0,155.0,0.0,155.0
303,11,9.0,11,14,16.0,30.0,1.0,50.0,0.0,,50.0,150.0
303,11,9.0,11,14,41.0,10.0,2.0,200.0,120.0,287.0,80.0,478.0
303,11,9.0,11,14,13.0,30.0,1.0,40.0,0.0,,40.0,76.0
303,11,9.0,11,15,42.0,2.0,2.0,26.0,20.0,61.0,6.0,79.0
303,11,17.0,11,13,20.0,10.0,1.0,,,0.0,,34.0
303,11,17.0,11,13,15.0,10.0,1.0,15.0,0.0,,15.0,27.0
303,11,17.0,11,13,13.0,10.0,1.0,25.0,0.0,,25.0,40.0
303,11,17.0,11,13,17.0,10.0,1.0,10.0,0.0,,10.0,34.0
303,11,17.0,11,13,14.0,10.0,1.0,25.0,0.0,,25.0,62.0
303,11,17.0,11,13,22.0,4200.0,1.0,300.0,300.0,2732.0,0.0,2732.0
303,11,17.0,11,13,8.0,1000.0,1.0,320.0,320.0,972.0,0.0,972.0
303,11,17.0,11,13,16.0,10.0,1.0,10.0,0.0,,10.0,25.0
303,11,17.0,11,14,40.0,10.0,1.0,20.0,0.0,,20.0,52.0
303,11,17.0,11,14,42.0,2.0,2.0,25.0,0.0,,25.0,97.0
303,11,17.0,11,14,22.0,2000.0,1.0,350.0,350.0,2026.0,0.0,2026.0
303,11,17.0,11,14,47.0,2.0,2.0,34.0,0.0,,34.0,103.0
303,11,17.0,11,14,8.0,3000.0,1.0,1000.0,600.0,982.0,400.0,1224.0
303,11,17.0,11,14,16.0,20.0,1.0,25.0,0.0,,25.0,101.0
303,11,17.0,11,14,13.0,20.0,1.0,30.0,0.0,,30.0,63.0
303,11,17.0,11,14,17.0,10.0,1.0,12.0,0.0,,12.0,54.0
303,11,17.0,11,14,14.0,20.0,1.0,40.0,0.0,,40.0,162.0
303,11,17.0,11,15,15.0,20.0,1.0,35.0,0.0,,35.0,65.0
303,11,17.0,11,15,47.0,10.0,2.0,300.0,0.0,,300.0,724.0
303,11,17.0,11,15,52.0,2.0,2.0,,,0.0,,80.0
303,11,17.0,11,15,14.0,20.0,1.0,40.0,0.0,,40.0,132.0
303,11,17.0,11,15,16.0,20.0,1.0,50.0,0.0,,50.0,133.0
303,11,17.0,11,15,13.0,20.0,1.0,25.0,0.0,,25.0,35.0
303,11,31.0,2,13,45.0,6.0,2.0,50.0,40.0,161.0,10.0,201.0
303,11,31.0,2,13,16.0,50.0,1.0,150.0,0.0,,150.0,394.0
303,11,31.0,2,13,20.0,50.0,1.0,,,0.0,,201.0
303,11,31.0,2,13,8.0,2000.0,1.0,700.0,650.0,1632.0,50.0,1757.0
303,11,31.0,2,14,17.0,50.0,1.0,40.0,0.0,,40.0,145.0
303,11,31.0,2,14,16.0,100.0,1.0,70.0,0.0,,70.0,228.0
303,11,31.0,2,14,10.0,100.0,1.0,600.0,500.0,238.0,100.0,393.0
303,11,31.0,2,14,8.0,8000.0,1.0,3300.0,3000.0,1905.0,300.0,2648.0
303,11,31.0,2,15,8.0,1000.0,1.0,350.0,300.0,725.0,50.0,846.0
303,11,31.0,2,15,16.0,30.0,1.0,20.0,0.0,,20.0,51.0
303,11,47.0,1,13,42.0,6.0,2.0,50.0,0.0,,50.0,116.0
303,11,47.0,1,13,10.0,4000.0,1.0,1500.0,1500.0,1239.0,0.0,1239.0
303,11,47.0,1,13,41.0,10.0,2.0,100.0,0.0,,100.0,155.0
303,11,47.0,1,13,8.0,26714.0,1.0,7000.0,7000.0,18977.0,0.0,18977.0
303,11,47.0,1,14,41.0,1500.0,1.0,300.0,200.0,304.0,100.0,504.0
303,11,47.0,1,14,40.0,1500.0,1.0,100.0,50.0,75.0,50.0,193.0
303,11,47.0,1,14,13.0,20.0,1.0,30.0,30.0,48.0,0.0,48.0
303,11,47.0,1,14,10.0,3000.0,1.0,2000.0,1500.0,683.0,500.0,930.0
303,11,47.0,1,14,16.0,70.0,1.0,80.0,80.0,249.0,0.0,249.0
303,11,47.0,1,14,8.0,25000.0,1.0,6000.0,6000.0,16397.0,0.0,16397.0
303,11,47.0,1,14,42.0,20000.0,1.0,600.0,400.0,910.0,200.0,1505.0
303,11,47.0,1,15,16.0,70.0,1.0,80.0,80.0,264.0,0.0,264.0
303,11,47.0,1,15,10.0,5000.0,1.0,2000.0,1500.0,724.0,500.0,986.0
303,11,47.0,1,15,8.0,42000.0,1.0,13000.0,13000.0,37653.0,0.0,37653.0
303,11,47.0,1,15,47.0,8.0,2.0,200.0,150.0,483.0,50.0,603.0
303,13,1.0,14,13,49.0,10.0,2.0,50.0,0.0,,50.0,129.0
303,13,1.0,14,13,47.0,600.0,1.0,150.0,100.0,483.0,50.0,607.0
303,13,1.0,14,13,13.0,10.0,1.0,60.0,0.0,,60.0,101.0
303,13,1.0,14,13,20.0,10.0,1.0,,,0.0,,241.0
303,13,1.0,14,13,16.0,10.0,1.0,60.0,0.0,,60.0,160.0
303,13,1.0,14,14,,,,,,,,
303,13,1.0,14,15,16.0,100.0,1.0,200.0,0.0,,200.0,445.0
303,13,13.0,7,13,16.0,150.0,1.0,200.0,0.0,,200.0,544.0
303,13,13.0,7,13,32.0,4800.0,1.0,820.0,820.0,16326.0,0.0,16326.0
303,13,13.0,7,14,47.0,10.0,2.0,150.0,100.0,266.0,50.0,342.0
303,13,13.0,7,14,13.0,50.0,1.0,250.0,0.0,,250.0,398.0
303,13,13.0,7,14,8.0,2500.0,1.0,1000.0,0.0,,1000.0,2353.0
303,13,13.0,7,14,23.0,1200.0,1.0,100.0,70.0,478.0,30.0,683.0
303,13,13.0,7,14,19.0,10.0,1.0,,,0.0,,75.0
303,13,13.0,7,14,32.0,9800.0,1.0,1250.0,1250.0,26569.0,0.0,26569.0
303,13,13.0,7,14,16.0,50.0,1.0,325.0,0.0,,325.0,813.0
303,13,13.0,7,14,41.0,15.0,1.0,50.0,0.0,,50.0,99.0
303,13,13.0,7,14,30.0,80.0,1.0,,,418.0,,456.0
303,13,13.0,7,14,22.0,1000.0,1.0,100.0,100.0,456.0,0.0,456.0
303,13,13.0,7,15,50.0,3.0,2.0,100.0,0.0,,100.0,242.0
303,13,13.0,7,15,16.0,200.0,1.0,180.0,0.0,,180.0,453.0
303,13,13.0,7,15,45.0,2.0,2.0,150.0,0.0,,150.0,227.0
303,13,13.0,7,15,32.0,3500.0,1.0,1200.0,1200.0,25506.0,0.0,25506.0
303,13,13.0,7,15,13.0,50.0,1.0,90.0,0.0,,90.0,144.0
303,13,13.0,7,15,15.0,50.0,1.0,90.0,0.0,,90.0,159.0
303,13,23.0,9,15,13.0,10.0,1.0,50.0,0.0,,50.0,81.0
303,13,23.0,9,15,8.0,13000.0,1.0,6000.0,5500.0,13942.0,500.0,15150.0
303,13,23.0,9,15,19.0,100.0,1.0,,,0.0,,77.0
303,13,23.0,9,15,15.0,10.0,1.0,60.0,0.0,,60.0,154.0
303,13,23.0,9,19,25.0,21000.0,1.0,189000.0,189000.0,56319.0,0.0,56319.0
303,13,23.0,9,19,42.0,500.0,1.0,400.0,300.0,724.0,100.0,965.0
303,13,23.0,9,19,22.0,500.0,1.0,300.0,300.0,1690.0,0.0,1690.0
303,13,23.0,9,19,47.0,1500.0,1.0,500.0,450.0,1086.0,50.0,1207.0
303,13,23.0,9,19,10.0,20000.0,1.0,40000.0,40000.0,32182.0,0.0,32182.0
303,13,23.0,9,19,8.0,5000.0,1.0,2000.0,1800.0,5069.0,200.0,5632.0
303,13,23.0,9,19,16.0,150.0,1.0,300.0,0.0,,300.0,797.0
303,13,23.0,9,20,47.0,5.0,2.0,80.0,50.0,190.0,30.0,242.0
303,13,23.0,9,20,25.0,4000.0,1.0,40000.0,40000.0,10628.0,0.0,10628.0
303,13,23.0,9,20,19.0,100.0,1.0,,,0.0,,75.0
303,13,23.0,9,20,52.0,-1.0,2.0,,,114.0,,114.0
303,13,23.0,9,20,16.0,30.0,1.0,210.0,0.0,,210.0,526.0
303,13,23.0,9,20,13.0,60.0,1.0,360.0,0.0,,360.0,574.0
303,13,23.0,9,20,10.0,1000.0,1.0,2000.0,0.0,,2000.0,987.0
303,13,23.0,9,20,8.0,10000.0,1.0,4200.0,4000.0,6832.0,200.0,9944.0
303,13,23.0,9,20,42.0,10.0,2.0,300.0,250.0,760.0,50.0,888.0
303,13,33.0,3,13,13.0,100.0,1.0,90.0,0.0,,90.0,147.0
303,13,33.0,3,13,22.0,400.0,1.0,50.0,0.0,,50.0,228.0
303,13,33.0,3,13,42.0,5.0,2.0,100.0,0.0,,100.0,303.0
303,13,33.0,3,13,8.0,45000.0,1.0,12000.0,12000.0,23237.0,0.0,23237.0
303,13,33.0,3,13,23.0,100.0,1.0,30.0,0.0,,30.0,215.0
303,13,33.0,3,13,19.0,10.0,1.0,,,0.0,,77.0
303,13,33.0,3,13,41.0,50.0,1.0,100.0,0.0,,100.0,204.0
303,13,33.0,3,13,16.0,100.0,1.0,90.0,0.0,,90.0,232.0
303,13,33.0,3,13,10.0,10000.0,1.0,8000.0,8000.0,3718.0,0.0,3718.0
303,13,33.0,3,13,45.0,4.0,2.0,50.0,0.0,,50.0,85.0
303,13,33.0,3,14,16.0,90.0,1.0,108.0,0.0,,108.0,903.0
303,13,33.0,3,14,19.0,10.0,1.0,,,0.0,,31.0
