tinh,huyen,xa,diaban,hoso,m5a1ct,m5a1c4,m5a1c5,m5a2ct,m5a2c11,m5a2c12,m5b1ct,m5b1c6,m5b1c7,m5b2ct,m5b2c4,m5b2c5,m5b3ct,m5b4c
109,6,1.0,8,19,783.3,783.3,0.0,8163.2,3959.0,4204.2,1426.0,976.0,450.0,643.0,643.0,0.0,852.0,0.0
109,6,1.0,8,23,833.7,833.7,0.0,14870.699,9230.5,5640.1997,2535.0,1664.0,871.0,1746.0,1746.0,0.0,1284.0,0.0
109,6,5.0,16,13,780.3,388.9,391.4,4978.5,4194.0,784.5,715.0,485.0,230.0,590.0,590.0,0.0,1057.0,0.0
109,6,5.0,16,14,1274.7,1274.7,0.0,11458.899,11458.899,0.0,1428.0,1081.0,347.0,692.0,692.0,0.0,1858.0,0.0
109,6,5.0,16,15,583.60004,583.60004,0.0,5638.6997,5333.1997,305.5,1459.0,1059.0,400.0,1214.0,1214.0,0.0,671.0,0.0
109,6,11.0,3,13,1389.6,981.0,408.6,8177.7,4639.6,3538.1,2034.0,1834.0,200.0,2544.0,2544.0,0.0,1552.0,25000.0
109,6,11.0,3,14,1087.9,766.5,321.4,12770.9,9044.9,3726.0,1867.0,1232.0,635.0,1058.0,1058.0,0.0,1235.0,2100.0
109,6,11.0,3,15,525.5,439.6,85.9,7743.8,3260.0,4483.8,1294.0,938.0,356.0,1474.0,1074.0,400.0,1680.0,1000.0
109,6,15.0,18,13,858.7999,640.39996,218.4,11296.601,9281.9,2014.7,1700.0,1360.0,340.0,2449.0,2449.0,0.0,1628.0,23000.0
109,6,15.0,18,14,882.6,472.19998,410.4,6850.8,4671.4,2179.4,1471.0,701.0,770.0,1020.0,820.0,200.0,1653.0,0.0
109,6,15.0,18,15,316.90002,193.1,123.8,2642.5,1874.5,768.0,492.0,492.0,0.0,475.0,475.0,0.0,807.0,0.0
109,6,21.0,3,14,713.8,706.5,7.3,12002.1,12002.1,0.0,3122.0,2815.0,307.0,1543.0,1543.0,0.0,1189.0,15000.0
109,6,21.0,3,15,601.0,586.7,14.3,5406.2,3105.6,2300.5999,1391.0,1102.0,289.0,703.0,703.0,0.0,1470.0,135.0
109,6,21.0,3,20,1062.3,517.1,545.2,5782.3003,3581.9001,2200.4001,905.0,905.0,0.0,1662.0,1662.0,0.0,1319.0,3000.0
109,6,27.0,16,13,1349.8,1349.8,0.0,22232.0,22232.0,0.0,5154.0,5154.0,0.0,3953.0,3953.0,0.0,3060.0,6875.0
109,6,27.0,16,15,698.0,698.0,0.0,7383.4,6018.4,1365.0,1515.0,1515.0,0.0,1209.0,1209.0,0.0,640.0,0.0
109,6,27.0,16,20,721.4,721.4,0.0,11278.2,11278.2,0.0,2634.0,2514.0,120.0,1489.0,1489.0,0.0,544.0,16800.0
109,6,33.0,20,13,1417.8,1133.0,284.8,13527.0,9275.4,4251.6,4597.0,4424.0,173.0,5606.0,5606.0,0.0,2790.0,0.0
109,6,33.0,20,14,1069.5,711.0,358.5,12791.2,7220.1,5571.1,1710.0,1010.0,700.0,1528.0,1528.0,0.0,10083.0,0.0
109,6,33.0,20,19,1063.3,1063.3,0.0,11736.4,8338.5,3397.9,2344.0,2344.0,0.0,2036.0,2036.0,0.0,3007.0,12000.0
109,6,39.0,7,14,589.9,362.4,227.5,4327.9,2584.3,1743.6,1215.0,915.0,300.0,738.0,738.0,0.0,904.0,0.0
109,6,39.0,7,15,637.7,619.5,18.2,14272.799,11960.399,2312.4,1189.0,1094.0,95.0,839.0,839.0,0.0,515.0,306.0
109,6,39.0,7,20,1096.5,663.30005,433.2,12540.3,9838.5,2701.8,2584.0,2344.0,240.0,2032.0,2032.0,0.0,774.0,1155.0
109,6,45.0,13,13,1176.7,935.1,241.6,10872.1,8195.2,2676.9,1028.0,788.0,240.0,1550.0,1430.0,120.0,19978.0,0.0
109,6,45.0,13,14,430.1,225.7,204.40001,2399.6,2340.8,58.8,590.0,540.0,50.0,161.0,68.0,93.0,662.0,0.0
109,6,45.0,13,15,1199.2,614.9,584.3,6165.5,3276.2,2889.2998,1213.0,726.0,487.0,726.0,476.0,250.0,2306.0,0.0
109,7,3.0,13,13,2204.2,1658.2,546.0,14825.801,9038.2,5787.6,2556.0,1716.0,840.0,1829.0,1829.0,0.0,2266.0,40000.0
109,7,3.0,13,14,1256.0,1256.0,0.0,10440.9,6716.9,3724.0,1404.0,1104.0,300.0,1256.0,1256.0,0.0,1160.0,60000.0
109,7,3.0,13,15,1834.9,1834.9,0.0,13662.4,10568.4,3094.0,3540.0,3180.0,360.0,3214.0,3214.0,0.0,2183.0,20000.0
109,7,9.0,4,15,590.1,532.8,57.3,3481.6,2192.3,1289.3,492.0,192.0,300.0,151.0,151.0,0.0,541.0,0.0
109,7,9.0,4,19,2047.7,2047.7,0.0,17064.5,17064.5,0.0,4878.0,4878.0,0.0,3433.0,3433.0,0.0,956.0,0.0
109,7,9.0,4,20,2478.0,2478.0,0.0,17655.0,17655.0,0.0,4516.0,4516.0,0.0,3289.0,3289.0,0.0,1254.0,0.0
109,7,17.0,10,13,2128.8,1203.3,925.5,14078.0,8883.7,5194.3,1330.0,630.0,700.0,625.0,625.0,0.0,1950.0,0.0
109,7,17.0,10,14,983.10004,564.60004,418.5,8153.8003,3829.1,4324.7,1191.0,691.0,500.0,912.0,912.0,0.0,340.0,288.0
109,7,17.0,10,15,953.0,728.0,225.0,8463.0,4287.0,4176.0,799.0,549.0,250.0,656.0,656.0,0.0,532.0,390.0
109,7,23.0,8,13,808.4,347.9,460.5,4829.2,1843.4,2985.8,411.0,361.0,50.0,265.0,145.0,120.0,525.0,0.0
109,7,23.0,8,14,1288.4,797.0,491.40002,13323.0,6434.3,6888.7,1088.0,1088.0,0.0,1725.0,1725.0,0.0,1080.0,0.0
109,7,23.0,8,15,1340.7001,1176.9,163.8,11405.6,6659.9,4745.7,2124.0,2124.0,0.0,2200.0,2140.0,60.0,1850.0,0.0
109,7,31.0,6,13,1050.8,592.2,458.6,6481.8,3157.6,3324.2,866.0,716.0,150.0,1460.0,1460.0,0.0,570.0,0.0
109,7,31.0,6,14,869.7,650.0,219.7,6948.5,3736.8,3211.7,1569.0,569.0,1000.0,672.0,622.0,50.0,730.0,5000.0
109,7,31.0,6,15,1025.8,683.7,342.1,4705.5,4439.7,265.80002,872.0,872.0,0.0,687.0,547.0,140.0,1250.0,0.0
109,7,37.0,4,13,799.3,338.0,461.3,3010.8,2953.6,57.2,234.0,234.0,0.0,184.0,84.0,100.0,660.0,0.0
109,7,37.0,4,14,1371.0,586.6,784.4,4825.7,2148.5,2677.2,714.0,614.0,100.0,205.0,155.0,50.0,550.0,0.0
109,7,37.0,4,19,699.19995,373.4,325.8,4953.0,2014.7,2938.3,276.0,276.0,0.0,213.0,163.0,50.0,708.0,0.0
109,9,3.0,17,13,1014.2,725.7,288.5,18279.2,14199.7,4079.5,2682.0,2472.0,210.0,987.0,987.0,0.0,1292.0,0.0
109,9,3.0,17,14,496.7,246.2,250.5,3025.5999,2070.9,954.7,994.0,591.0,403.0,256.0,136.0,120.0,1419.0,15000.0
109,9,3.0,17,15,671.0,165.09999,505.9,3914.3,3502.6,411.7,556.0,300.0,256.0,339.0,69.0,270.0,401.0,0.0
109,9,9.0,6,14,933.9,647.2,286.7,14953.5,10884.0,4069.5,1572.0,1150.0,422.0,2485.0,2485.0,0.0,1197.0,0.0
109,9,9.0,6,15,1148.5,968.3,180.2,11181.2,7752.2,3429.0,2334.0,2114.0,220.0,2216.0,2216.0,0.0,913.0,1440.0
109,9,9.0,6,19,1393.0,1393.0,0.0,8199.7,7449.1,750.6,2604.0,2384.0,220.0,3019.0,3019.0,0.0,2157.0,0.0
109,9,15.0,12,13,914.0,537.3,376.7,12414.1,8133.5,4280.6,2473.0,2023.0,450.0,3497.0,3497.0,0.0,1181.0,0.0
109,9,15.0,12,14,1348.1,237.0,1111.1,6900.4,5129.5,1770.9,977.0,977.0,0.0,1263.0,1263.0,0.0,2412.0,0.0
109,9,15.0,12,15,651.2,413.6,237.59999,4759.2,4318.6,440.6,916.0,866.0,50.0,495.0,287.0,208.0,563.0,357.0
109,9,23.0,13,13,1038.2,749.7,288.5,15846.399,11663.1,4183.3,1474.0,1004.0,470.0,1135.0,1135.0,0.0,832.0,0.0
109,9,23.0,13,14,1132.0,647.9,484.1,10804.9,6979.3,3825.6,3453.0,3108.0,345.0,1049.0,1049.0,0.0,753.0,0.0
109,9,23.0,13,15,1455.1,632.3,822.8,13635.0,10704.7,2930.3,822.0,636.0,186.0,1480.0,1480.0,0.0,1010.0,0.0
109,9,29.0,4,13,1487.8,1138.4,349.4,11430.6,5834.0,5596.6,1912.0,1412.0,500.0,1715.0,1715.0,0.0,5275.0,0.0
109,9,29.0,4,14,1373.9,1275.6,98.3,7443.7,4704.6,2739.1,1356.5,1356.5,0.0,1712.0,1682.0,30.0,2382.0,0.0
109,9,29.0,4,15,1050.8,583.1,467.7,10714.4,6411.9,4302.5,2005.0,2005.0,0.0,1739.0,1739.0,0.0,996.0,0.0
109,9,37.0,4,13,1002.4,482.9,519.5,11822.3,11296.1,526.2,1696.0,1696.0,0.0,1890.0,1890.0,0.0,1196.0,0.0
109,9,37.0,4,14,1259.6,681.8,577.8,13791.1,13600.0,191.1,1397.0,1397.0,0.0,2962.0,2962.0,0.0,669.0,0.0
109,9,37.0,4,15,255.5,128.1,127.4,3114.6,3055.8,58.8,294.0,154.0,140.0,200.0,30.0,170.0,120.0,0.0
109,11,3.0,9,13,559.6,0.0,559.6,760.4,0.0,760.4,311.0,0.0,311.0,109.0,0.0,109.0,549.0,0.0
109,11,3.0,9,14,2077.7002,1489.8,587.9,9774.0,6053.9,3720.1,2852.4,2747.4,105.0,2710.0,2710.0,0.0,1160.0,5000.0
109,11,3.0,9,15,812.0,480.80002,331.2,8828.1,6098.8,2729.3,645.0,425.0,220.0,318.0,318.0,0.0,500.0,240.0
109,11,11.0,9,13,1835.5,688.9,1146.6,7668.0996,4529.3,3138.8,980.0,610.0,370.0,1562.0,1183.0,379.0,1161.0,11650.0
109,11,11.0,9,14,2132.3,686.30005,1446.0,10745.3,7662.1,3083.2,2139.0,2139.0,0.0,1396.0,1396.0,0.0,28075.0,0.0
109,11,11.0,9,20,1155.0,650.0,505.0,9722.0,5279.0,4443.0,1706.0,1706.0,0.0,1770.0,1770.0,0.0,3925.0,0.0
109,11,15.0,12,13,1461.6,690.8,770.8,9907.6,4590.3,5317.3003,3232.0,2420.0,812.0,3559.0,3559.0,0.0,2042.0,3651.0
109,11,15.0,12,14,1833.0,1000.1,832.9,9829.3,5755.3,4074.0,1685.0,1538.0,147.0,907.0,907.0,0.0,1495.0,56.0
109,11,15.0,12,20,1315.2,700.9,614.3,13228.9,4473.7,8755.2,1871.0,1341.0,530.0,1398.0,1328.0,70.0,915.0,223.0
109,11,23.0,10,13,1255.8,812.8,443.0,11301.7,5331.6,5970.1,1860.0,1480.0,380.0,788.0,788.0,0.0,820.0,300.0
109,11,23.0,10,14,1810.7,366.8,1443.9,10211.7,2321.6,7890.1,3313.0,465.0,2848.0,653.0,624.0,29.0,1817.0,12000.0
109,11,23.0,10,15,995.69995,357.6,638.1,9351.7,3049.0,6302.7,1628.0,1345.0,283.0,1053.0,1053.0,0.0,1328.0,0.0
109,13,3.0,3,13,1426.4,1032.4,394.0,9802.7,2246.9001,7555.8,1888.0,1388.0,500.0,1607.0,1607.0,0.0,747.0,5070.0
109,13,3.0,3,14,824.0,695.0,129.0,8975.0,3814.0,5161.0,1948.0,1448.0,500.0,1165.0,1165.0,0.0,1347.0,84.0
109,13,3.0,3,15,2628.0,1740.0,888.0,12565.5,7063.5,5502.0,3215.0,2795.0,420.0,4145.0,3801.0,344.0,1530.0,28.0
109,13,11.0,6,13,901.19995,342.4,558.8,5013.4,2510.0,2503.4,619.0,619.0,0.0,571.0,451.0,120.0,2028.0,0.0
109,13,11.0,6,14,1531.7,1056.0,475.7,15571.5,10913.1,4658.4,2303.0,2303.0,0.0,2775.0,2665.0,110.0,1692.0,40.0
109,13,11.0,6,15,1167.7,682.5,485.2,4792.2,2591.8,2200.4,848.0,516.0,332.0,498.0,458.0,40.0,124.0,0.0
109,13,17.0,6,13,1401.2,935.7,465.5,7549.3003,2069.1,5480.2,792.0,382.0,410.0,863.0,863.0,0.0,357.0,234.0
109,13,17.0,6,14,2617.0,924.2,1692.8,7711.2,2897.2,4814.0,1937.0,1697.0,240.0,1986.0,1791.0,195.0,1565.0,2120.0
109,13,17.0,6,15,2795.7,1641.7,1154.0,16554.3,12569.3,3985.0,2301.0,1605.0,696.0,2672.0,2542.0,130.0,480.0,0.0
109,13,25.0,4,13,2063.2,1382.6,680.6,14660.7,7466.1,7194.6,8538.0,3398.0,5140.0,5480.0,5480.0,0.0,4384.0,2074.0
109,13,25.0,4,19,1316.4,900.4,416.0,5140.8,3726.7,1414.1,974.0,564.0,410.0,534.0,534.0,0.0,500.0,0.0
109,13,25.0,4,20,2082.1,1293.9,788.2,24607.701,20182.3,4425.4,2321.0,1816.0,505.0,4820.0,4820.0,0.0,1870.0,4545.0
109,13,31.0,9,13,577.6,348.4,229.2,4425.0,839.8,3585.2,445.0,265.0,180.0,320.0,320.0,0.0,145.0,360.0
109,13,31.0,9,14,471.7,209.5,262.2,3632.2,3326.4,305.8,436.0,436.0,0.0,568.0,568.0,0.0,2037.0,0.0
109,13,31.0,9,15,1359.0,880.3,478.7,8199.1,3962.0,4237.1,1265.0,815.0,450.0,1485.0,1475.0,10.0,1106.0,10390.0
109,13,39.0,2,13,1577.7,1159.1,418.6,16283.699,10587.1,5696.6,2154.0,1904.0,250.0,2090.0,2090.0,0.0,2320.0,1000.0
109,13,39.0,2,14,2569.9,2244.4,325.5,11592.6,11592.6,0.0,1798.0,1678.0,120.0,1105.0,905.0,200.0,2870.0,8000.0
109,13,39.0,2,15,1173.0,809.0,364.0,17047.299,16574.1,473.2,5117.0,5089.0,28.0,4540.0,4540.0,0.0,1450.0,0.0
111,1,5.0,8,13,2305.9,2305.9,0.0,14458.7,14458.7,0.0,9004.0,9004.0,0.0,15375.0,15375.0,0.0,8213.0,22000.0
111,1,5.0,8,14,834.8,834.8,0.0,6790.8,6790.8,0.0,2452.0,2452.0,0.0,2140.0,2140.0,0.0,1860.0,0.0
111,1,5.0,8,20,1604.5,1111.7,492.8,9048.8,8381.3,667.5,1796.0,1748.0,48.0,4280.0,3600.0,680.0,14100.0,0.0
111,1,11.0,20,15,977.0,717.6,259.4,6634.9,5415.5,1219.4,4274.0,4074.0,200.0,5010.0,5010.0,0.0,2858.0,10000.0
111,1,11.0,20,19,701.1,513.5,187.6,3951.0,3167.4,783.6,622.0,402.0,220.0,638.0,638.0,0.0,1563.0,0.0
111,1,11.0,20,20,1354.6001,1256.3,98.299995,11682.1,7368.6997,4313.4,2180.0,2180.0,0.0,2066.0,2066.0,0.0,2393.0,0.0
111,1,13.0,9,13,1148.5,843.6,304.9,3957.9001,3903.3,54.6,1327.0,1327.0,0.0,2456.0,1396.0,1060.0,4376.0,0.0
111,1,13.0,9,14,1303.2999,1157.7,145.6,15184.6,14851.5,333.1,6586.0,6586.0,0.0,4616.0,4616.0,0.0,3226.0,215000.0
111,1,13.0,9,20,1035.7001,799.10004,236.6,15866.6,9527.4,6339.1997,2615.0,2359.0,256.0,3962.0,3962.0,0.0,2915.0,0.0
111,1,19.0,8,13,1223.0,828.0,395.0,5165.0,4205.0,960.0,1751.0,1486.0,265.0,1898.0,1898.0,0.0,2410.0,0.0
111,1,19.0,8,14,961.0,583.0,378.0,6544.0,4030.0,2514.0,1372.0,1372.0,0.0,1593.0,1593.0,0.0,1775.0,306.0
111,1,19.0,8,15,1007.7,739.3,268.40002,10035.6,7933.5,2102.1,3282.0,862.0,2420.0,1800.0,1800.0,0.0,1612.0,11795.0
111,3,3.0,2,15,1789.1,1789.1,0.0,22286.9,18464.9,3822.0,3167.0,3167.0,0.0,2613.0,2613.0,0.0,2970.0,25000.0
111,3,3.0,2,19,937.6,507.9,429.69998,5766.8,5575.8,191.0,1460.0,1460.0,0.0,100.0,100.0,0.0,2395.0,0.0
111,3,3.0,2,20,2127.1,1706.9,420.19998,33667.5,27923.2,5744.3,5701.0,5701.0,0.0,5085.0,5085.0,0.0,4465.0,0.0
111,3,7.0,7,13,791.8,562.6,229.2,7748.9004,3126.7,4622.2,1206.0,876.0,330.0,1060.0,1060.0,0.0,1061.0,1000.0
111,3,7.0,7,14,425.8,334.8,91.0,4118.7,823.5,3295.2,312.0,182.0,130.0,44.0,44.0,0.0,302.0,0.0
111,3,7.0,7,15,379.2,364.5,14.7,5648.4004,2585.9001,3062.5,1380.0,800.0,580.0,595.0,595.0,0.0,1547.0,20000.0
111,3,15.0,23,13,935.3,935.3,0.0,11684.5,7319.2,4365.3,1624.0,1509.0,115.0,1445.0,1445.0,0.0,1023.0,0.0
111,3,15.0,23,14,1049.2,475.8,573.4,5720.8,2499.4001,3221.4,669.0,309.0,360.0,702.0,552.0,150.0,559.0,1600.0
111,3,15.0,23,15,1125.9,1034.9,91.0,9657.3,4661.4,4995.9,1262.0,912.0,350.0,1780.0,1780.0,0.0,2868.0,2500.0
111,3,17.0,3,13,1157.3,1104.5,52.800003,14130.4,12590.7,1539.7001,2842.0,2842.0,0.0,5902.0,5902.0,0.0,1690.0,72500.0
111,3,17.0,3,14,1393.3,983.8,409.5,17341.2,9861.0,7480.2,2108.0,2108.0,0.0,4363.0,4363.0,0.0,2096.0,30000.0
111,3,17.0,3,15,2000.3999,1379.5,620.89996,26048.1,11798.6,14249.5,2443.0,2138.0,305.0,2835.0,2655.0,180.0,65085.0,30000.0
111,3,21.0,11,13,1382.6001,1239.3,143.3,16342.8,11778.0,4564.8,2317.0,2317.0,0.0,1062.0,1062.0,0.0,450.0,845.0
111,3,21.0,11,14,357.59998,122.7,234.9,2397.4,1223.5,1173.9,302.0,156.0,146.0,299.0,20.0,279.0,690.0,0.0
111,3,21.0,11,19,1205.8,804.0,401.8,7076.3,2393.9001,4682.4,2242.0,1762.0,480.0,2263.0,2263.0,0.0,2562.0,24000.0
111,3,25.0,8,13,3861.1,3502.1,359.0,15166.7,14006.3,1160.4,3355.0,3255.0,100.0,2336.0,2236.0,100.0,2309.0,0.0
111,3,25.0,8,14,832.6,778.0,54.6,11420.2,8899.5,2520.7,921.0,621.0,300.0,474.0,274.0,200.0,1712.0,4000.0
111,3,25.0,8,15,1410.6001,955.60004,455.0,16291.1,7464.1,8827.0,3000.0,2600.0,400.0,3135.0,3135.0,0.0,1285.0,0.0
111,3,31.0,6,13,807.80005,594.9,212.9,10476.601,1625.9,8850.7,607.0,442.0,165.0,1515.0,1335.0,180.0,2225.0,144.0
111,3,31.0,6,14,1211.1,625.1,586.0,13035.399,6110.3,6925.0996,1386.0,1386.0,0.0,2060.0,1660.0,400.0,21000.0,0.0
111,3,31.0,6,19,1070.0,900.0,170.0,7195.0,4231.0,2964.0,826.0,466.0,360.0,610.0,520.0,90.0,1037.0,2500.0
111,3,41.0,4,13,814.5,482.30002,332.2,13194.9,5707.4,7487.5,1488.0,848.0,640.0,2408.0,2408.0,0.0,7380.0,450.0
111,3,41.0,4,14,925.60004,871.7,53.9,8506.9,3180.6,5326.3,1296.0,966.0,330.0,958.0,898.0,60.0,758.0,15000.0
111,3,41.0,4,15,1267.5,1094.6,172.9,21217.0,8649.0,12568.0,5519.0,5169.0,350.0,5990.0,5990.0,0.0,5043.0,0.0
111,5,3.0,3,13,2399.8,1861.1,538.7,17886.9,13163.9,4723.0,1541.0,1241.0,300.0,2670.0,2570.0,100.0,975.0,0.0
111,5,3.0,3,14,2862.0,1818.2,1043.7999,14492.0,6597.6997,7894.3003,1682.0,972.0,710.0,5850.0,5850.0,0.0,4810.0,0.0
111,5,3.0,3,15,1101.6,712.1,389.5,5749.9004,2676.8,3073.1,3456.0,3196.0,260.0,870.0,870.0,0.0,1225.0,0.0
111,5,9.0,3,13,3201.1,1410.2001,1790.9,12762.3,5833.6,6928.6997,1274.0,724.0,550.0,4662.0,4662.0,0.0,4102.0,0.0
111,5,9.0,3,14,1651.0,1343.3,307.7,9218.399,6011.3,3207.0999,1536.0,1176.0,360.0,1115.0,1015.0,100.0,988.0,0.0
111,5,9.0,3,15,2592.7,2154.0999,438.6,10434.4,5025.4,5409.0,4867.0,4392.0,475.0,3025.0,3025.0,0.0,2055.0,0.0
111,5,13.0,6,13,3755.9001,3081.6,674.3,9409.3,6142.3,3267.0,3844.0,2494.0,1350.0,3445.0,3445.0,0.0,3160.0,0.0
111,5,13.0,6,14,1521.8,984.0,537.8,10027.5,4824.7,5202.8,1285.0,785.0,500.0,1300.0,1180.0,120.0,550.0,0.0
111,5,13.0,6,15,1335.9,1191.3,144.6,14910.299,12355.899,2554.4,1404.0,1404.0,0.0,1371.0,1371.0,0.0,1035.0,0.0
111,5,23.0,10,13,2394.7,2053.3,341.4,13043.2,8566.0,4477.2,1776.0,1706.0,70.0,1800.0,1800.0,0.0,1825.0,0.0
111,5,23.0,10,14,705.6,532.7,172.9,3600.7002,2428.6,1172.1,900.0,900.0,0.0,550.0,550.0,0.0,710.0,0.0
111,5,23.0,10,15,1676.1,1676.1,0.0,12486.8,10618.8,1868.0,2930.0,2630.0,300.0,2895.0,2895.0,0.0,205.0,0.0
111,5,29.0,11,13,2298.6,1602.4,696.2,16628.9,10531.9,6097.0,4579.0,3440.0,1139.0,1842.0,1842.0,0.0,663.0,0.0
111,5,29.0,11,15,2736.5999,2177.9,558.7,8261.301,5118.2,3143.1,5930.0,5750.0,180.0,7015.0,3025.0,3990.0,2280.0,1146.0
111,5,29.0,11,21,4181.7,2319.4,1862.3,6142.7,2597.7,3545.0,814.0,644.0,170.0,700.0,370.0,330.0,4130.0,0.0
111,5,33.0,6,13,2463.1,2240.1,223.0,16806.1,11724.6,5081.5,2902.0,2402.0,500.0,1616.0,1616.0,0.0,1260.0,0.0
111,5,33.0,6,14,482.7,260.2,222.5,2362.6,543.4,1819.2001,370.0,270.0,100.0,157.0,157.0,0.0,325.0,0.0
111,5,33.0,6,15,2001.3999,1013.1,988.3,5019.0,2458.3,2560.7002,364.0,184.0,180.0,936.0,936.0,0.0,7300.0,0.0
111,5,39.0,6,13,841.69995,436.69998,405.0,7730.3,2873.6,4856.6997,1933.0,1693.0,240.0,2240.0,1120.0,1120.0,1255.0,0.0
111,5,39.0,6,14,2514.7,2054.3,460.4,23259.5,18614.2,4645.3,3140.0,2690.0,450.0,2860.0,2860.0,0.0,2260.0,0.0
111,5,39.0,6,15,1227.0,556.0,671.0,9939.0,3735.0,6204.0,1280.0,1280.0,0.0,990.0,990.0,0.0,935.0,0.0
111,7,1.0,6,13,598.0,493.3,104.7,6126.0,5790.2,335.8,717.0,717.0,0.0,1640.0,1640.0,0.0,1725.0,0.0
111,7,1.0,6,14,1238.3,1044.4,193.90001,12007.6,8587.8,3419.8,755.0,755.0,0.0,3096.0,2966.0,130.0,6260.0,15000.0
111,7,1.0,6,19,1398.7,1133.0,265.7,13441.2,11545.7,1895.5,2465.0,2465.0,0.0,4810.0,4810.0,0.0,1500.0,840.0
111,7,3.0,19,13,1173.2,1155.0,18.2,11534.5,11507.2,27.3,716.0,566.0,150.0,1735.0,1735.0,0.0,1490.0,0.0
111,7,3.0,19,14,1308.3,1039.8,268.5,8764.1,5719.1,3045.0,1848.0,1698.0,150.0,2303.0,2303.0,0.0,1380.0,7000.0
111,7,3.0,19,15,1798.3,1288.6,509.7,12340.3,10470.2,1870.1,2376.0,2376.0,0.0,4440.0,4440.0,0.0,2560.0,20000.0
111,7,7.0,6,13,656.60004,173.40001,483.2,2312.4,782.5,1529.9,51.0,46.0,5.0,59.0,21.0,38.0,217.0,0.0
111,7,7.0,6,15,1365.2999,1365.2999,0.0,10341.0,7646.0,2695.0,581.0,311.0,270.0,1110.0,1110.0,0.0,1845.0,10800.0
111,7,7.0,6,19,1137.8,1029.4,108.4,11718.2,8753.4,2964.8,988.0,988.0,0.0,1029.0,1029.0,0.0,690.0,0.0
111,7,11.0,16,14,1321.4,981.0,340.4,23586.4,18474.9,5111.5,1712.0,1712.0,0.0,6760.0,6760.0,0.0,1760.0,5100.0
111,7,11.0,16,15,757.5,391.7,365.8,4413.9,3216.3,1197.6,1552.0,1552.0,0.0,1013.0,953.0,60.0,399.0,0.0
111,7,11.0,16,19,908.8,908.8,0.0,7078.3,3793.2,3285.1,1051.0,901.0,150.0,2450.0,2450.0,0.0,1600.0,2000.0
111,7,15.0,9,13,1681.8,1326.9,354.9,8673.9,4078.4,4595.5,1536.0,1446.0,90.0,1818.0,1728.0,90.0,2315.0,8700.0
111,7,15.0,9,15,245.1,168.6,76.5,2769.7002,1599.4,1170.3,211.0,131.0,80.0,188.0,128.0,60.0,1230.0,700.0
111,7,15.0,9,19,1780.9,1093.8,687.1,14917.3,8870.3,6047.0,998.0,878.0,120.0,3950.0,3950.0,0.0,4160.0,3500.0
111,7,19.0,9,13,882.0,792.0,90.0,7887.0,3857.0,4030.0,988.0,988.0,0.0,2430.0,2430.0,0.0,1390.0,5157.0
111,7,19.0,9,14,1714.4,1623.4,91.0,13998.7,8493.2,5505.5,2248.0,2048.0,200.0,4829.0,4829.0,0.0,1760.0,35000.0
111,7,19.0,9,15,1152.7001,1059.8,92.9,9140.2,3994.1,5146.1,544.0,444.0,100.0,945.0,865.0,80.0,4375.0,0.0
111,7,25.0,2,13,864.0,552.7,311.3,6791.5,2582.8,4208.7,754.0,594.0,160.0,5215.0,5215.0,0.0,620.0,0.0
111,7,25.0,2,14,2048.1,1543.0,505.1,14665.5,9514.9,5150.6,1284.0,1134.0,150.0,2911.0,2911.0,0.0,1732.0,624.0
111,7,25.0,2,20,1343.8999,1098.2,245.7,11259.0,8638.2,2620.8,3765.0,3465.0,300.0,2885.0,2765.0,120.0,1535.0,7000.0
111,7,29.0,10,13,855.0,755.0,100.0,6109.0,2574.0,3535.0,711.0,501.0,210.0,1811.0,1811.0,0.0,2790.0,2000.0
111,7,29.0,10,14,1463.7,1012.89996,450.8,8033.3994,3496.0999,4537.3,598.0,478.0,120.0,730.0,690.0,40.0,1250.0,0.0
111,7,29.0,10,15,1653.8,1125.9,527.9,11613.4,6271.7,5341.6997,2875.0,2815.0,60.0,1767.0,1767.0,0.0,1530.0,2000.0
111,7,35.0,7,13,1827.0,1092.0,735.0,13210.0,5603.0,7607.0,876.0,676.0,200.0,1770.0,1770.0,0.0,2876.0,0.0
111,7,35.0,7,14,1124.2,864.8,259.4,9986.699,5090.9,4895.8,606.0,486.0,120.0,1187.0,1087.0,100.0,5255.0,3000.0
111,7,35.0,7,15,293.0,143.1,149.9,1626.8999,1439.7,187.2,315.0,75.0,240.0,137.0,57.0,80.0,160.0,0.0
111,7,39.0,12,13,1505.6,1056.9,448.69998,13858.101,8971.4,4886.7,1361.0,1161.0,200.0,2225.0,2225.0,0.0,1426.0,0.0
111,7,39.0,12,14,1792.0,1462.0,330.0,10338.0,6293.0,4045.0,1984.0,1684.0,300.0,2160.0,2160.0,0.0,1320.0,0.0
111,7,39.0,12,15,929.6,860.0,69.6,11063.5,5430.4,5633.1,990.0,770.0,220.0,2395.0,2395.0,0.0,1270.0,10300.0
111,7,43.0,11,13,643.6,400.3,243.3,3748.5,1811.7,1936.8,311.0,231.0,80.0,379.0,339.0,40.0,992.0,0.0
111,7,43.0,11,14,680.0,575.0,105.0,7310.0,4730.0,2580.0,590.0,470.0,120.0,948.0,888.0,60.0,895.0,1440.0
111,7,43.0,11,15,1237.3999,1075.2,162.2,8948.7,4402.1,4546.6,1139.0,1019.0,120.0,1264.0,1264.0,0.0,2684.0,2100.0
