tinh,huyen,xa,diaban,hoso,m5a1ct,m5a1c4,m5a1c5,m5a2ct,m5a2c11,m5a2c12,m5b1ct,m5b1c6,m5b1c7,m5b2ct,m5b2c4,m5b2c5,m5b3ct,m5b4c
401,1,15.0,13,14,1396.9,1396.9,0.0,6912.3003,6912.3003,0.0,1063.0,1063.0,0.0,2002.0,2002.0,0.0,2525.0,0.0
401,1,15.0,13,15,684.4,684.4,0.0,3585.2,3585.2,0.0,878.0,878.0,0.0,38.0,38.0,0.0,55.0,0.0
401,1,27.0,12,13,1052.2,1052.2,0.0,20762.0,20762.0,0.0,5230.0,5230.0,0.0,7155.0,7155.0,0.0,705.0,0.0
401,1,27.0,12,14,1504.3,1504.3,0.0,21627.9,21627.9,0.0,6968.0,6968.0,0.0,4008.0,4008.0,0.0,1890.0,2600.0
401,1,27.0,12,19,2787.1,2114.8,672.3,4024.7,613.5,3411.2,519.0,519.0,0.0,390.0,140.0,250.0,2414.0,0.0
401,3,3.0,9,13,998.0,935.9,62.1,11819.4,11819.4,0.0,3105.0,3105.0,0.0,3040.0,3040.0,0.0,3102.0,216460.0
401,3,3.0,9,14,3039.1,2800.3,238.8,18337.9,18337.9,0.0,4383.0,4383.0,0.0,3780.0,3780.0,0.0,27360.0,0.0
401,3,3.0,9,19,2059.8,1784.7,275.1,17438.1,17438.1,0.0,7128.0,7128.0,0.0,6540.0,6540.0,0.0,4220.0,5690.0
401,3,9.0,12,13,1617.4,1617.4,0.0,12129.199,7373.4,4755.8,3298.0,2742.0,556.0,2685.0,2685.0,0.0,1653.0,0.0
401,3,9.0,12,14,1454.7,943.7,511.0,13330.4,5138.5,8191.9,2193.0,1853.0,340.0,1420.0,1420.0,0.0,3918.0,10000.0
401,3,9.0,12,15,1007.4,1007.4,0.0,4753.2,2828.5,1924.7,622.0,482.0,140.0,2285.0,2285.0,0.0,3289.0,175.0
401,5,1.0,3,13,617.7,617.7,0.0,2327.0999,2327.0999,0.0,476.0,426.0,50.0,430.0,430.0,0.0,1370.0,0.0
401,5,1.0,3,14,1427.4,1427.4,0.0,9985.4,9985.4,0.0,1406.0,1246.0,160.0,1940.0,1940.0,0.0,1790.0,0.0
401,5,1.0,3,15,1213.9,977.3,236.6,14438.601,14147.4,291.2,2011.2,2011.2,0.0,2730.0,2730.0,0.0,8120.0,500.0
401,5,5.0,7,13,1872.0,1872.0,0.0,13831.1,13831.1,0.0,2705.0,2705.0,0.0,1089.5,1089.5,0.0,1580.0,0.0
401,5,5.0,7,14,1260.7,1260.7,0.0,10907.699,10615.6,292.1,2196.0,2196.0,0.0,2283.0,2283.0,0.0,2200.0,8400.0
401,5,5.0,7,15,2297.5,2297.5,0.0,12466.5,11756.7,709.8,3071.5,3071.5,0.0,1530.0,1530.0,0.0,2335.0,9000.0
401,9,33.0,6,13,804.69995,494.4,310.3,7877.0996,2686.7,5190.4,2597.0,597.0,2000.0,895.0,895.0,0.0,480.0,0.0
401,9,33.0,6,14,570.5,446.4,124.1,7388.3,4723.8,2664.5,2393.0,493.0,1900.0,375.0,375.0,0.0,185.0,0.0
401,9,33.0,6,15,630.6,415.7,214.9,7973.5,3408.5,4565.0,2387.0,587.0,1800.0,540.0,540.0,0.0,100.0,0.0
401,11,13.0,8,13,2616.5,490.59998,2125.9,14263.9,7771.1,6492.8,3696.0,2596.0,1100.0,6040.0,6040.0,0.0,2100.0,4001.0
401,11,13.0,8,14,629.3,185.3,443.99997,5318.2,1265.2,4053.0,1314.0,314.0,1000.0,1131.0,1131.0,0.0,440.0,480.0
401,11,13.0,8,15,1165.6001,625.9,539.7,10707.9,6729.3,3978.6,2956.0,1706.0,1250.0,2962.0,2962.0,0.0,3570.0,5150.0
401,13,7.0,2,13,642.5,326.4,316.1,6887.8,1587.6,5300.1997,772.0,422.0,350.0,472.0,472.0,0.0,346.0,1610.0
401,13,7.0,2,14,3946.2,3331.2,615.0,19908.102,12749.4,7158.7,8100.0,8100.0,0.0,23635.0,23635.0,0.0,5750.0,7000.0
401,13,7.0,2,15,711.0,711.0,0.0,7669.0,7669.0,0.0,988.0,988.0,0.0,1950.0,1950.0,0.0,670.0,12000.0
401,13,31.0,8,13,851.9,390.7,461.2,6857.5996,2376.5999,4481.0,2146.0,1346.0,800.0,935.0,935.0,0.0,500.0,2000.0
401,13,31.0,8,14,631.1,305.4,325.7,5641.0,2432.2,3208.8,956.0,256.0,700.0,435.0,435.0,0.0,193.0,2000.0
401,13,31.0,8,15,1430.8,971.2,459.6,13708.6,6910.4,6798.1997,2272.0,1722.0,550.0,2751.0,2751.0,0.0,2410.0,500.0
401,15,1.0,7,13,1835.6,1835.6,0.0,24267.9,23628.0,639.9,6100.0,6100.0,0.0,8710.0,8710.0,0.0,2800.0,0.0
401,15,1.0,7,14,1161.3,870.10004,291.2,16594.5,13866.4,2728.1,1532.0,832.0,700.0,1300.0,1300.0,0.0,800.0,0.0
401,15,1.0,7,15,857.5,573.6,283.9,19203.1,12916.8,6286.3003,1043.0,293.0,750.0,865.0,865.0,0.0,850.0,880.0
401,15,7.0,8,13,1027.6,934.0,93.6,9164.5,4101.0,5063.5,2255.0,1055.0,1200.0,1624.0,1624.0,0.0,558.0,0.0
401,15,7.0,8,14,947.0,445.0,502.0,9937.0,3422.0,6515.0,1595.0,1535.0,60.0,3031.0,3031.0,0.0,971.0,3000.0
401,15,7.0,8,15,1031.6001,603.9,427.7,11577.0,4306.8,7270.1997,1613.0,1533.0,80.0,549.0,549.0,0.0,570.0,4000.0
401,15,23.0,4,14,1603.2,1603.2,0.0,11427.301,8447.7,2979.6,1878.0,1878.0,0.0,630.0,630.0,0.0,615.0,0.0
401,15,23.0,4,19,1155.0,1155.0,0.0,11096.0,3896.0,7200.0,1432.0,932.0,500.0,316.0,161.0,155.0,220.0,0.0
401,15,23.0,4,20,484.0,484.0,0.0,4119.0,2919.0,1200.0,127.0,127.0,0.0,52.0,52.0,0.0,3730.0,0.0
401,15,39.0,18,13,923.0,818.0,105.0,10997.0,6475.0,4522.0,1367.0,367.0,1000.0,365.0,365.0,0.0,450.0,0.0
401,15,39.0,18,14,1357.8,1013.8,344.0,11655.5,6075.3,5580.1997,2242.0,1442.0,800.0,2850.0,2850.0,0.0,1400.0,1600.0
401,15,39.0,18,15,1078.8,756.7,322.1,11349.699,3904.0,7445.6997,1762.0,702.0,1060.0,1816.0,1816.0,0.0,1130.0,546.0
401,19,9.0,3,13,1059.0,879.0,180.0,11740.0,10870.0,870.0,1670.0,1070.0,600.0,1050.0,1050.0,0.0,2240.0,18040.0
401,19,9.0,3,14,644.9,535.7,109.2,8181.7,7042.4004,1139.2999,3116.0,2816.0,300.0,1700.0,1700.0,0.0,2120.0,3675.0
401,19,9.0,3,15,1255.7001,1091.9,163.8,11255.4,10181.601,1073.8,3070.0,2470.0,600.0,1810.0,1810.0,0.0,3430.0,21150.0
401,19,27.0,4,13,1699.0,989.0,710.0,21092.0,7962.0,13130.0,3312.0,2412.0,900.0,3490.0,3490.0,0.0,3458.0,700.0
401,19,27.0,4,14,1821.8,1753.5,68.3,24368.102,22024.8,2343.3,4753.0,4753.0,0.0,3630.0,3630.0,0.0,5238.0,90358.0
401,19,27.0,4,15,917.3,471.4,445.9,11804.699,4561.1,7243.5996,2752.0,2152.0,600.0,2360.0,2360.0,0.0,7178.0,7300.0
401,19,45.0,11,13,997.9,888.7,109.2,9122.699,4880.3,4242.4,3164.0,3164.0,0.0,1440.0,1440.0,0.0,1698.0,28120.0
401,19,45.0,11,15,756.6,584.7,171.9,7895.5,3865.4,4030.1,1545.0,945.0,600.0,795.0,795.0,0.0,1200.0,240.0
401,19,45.0,11,20,506.0,506.0,0.0,6053.2,2844.4,3208.8,1103.0,653.0,450.0,485.0,485.0,0.0,1207.0,1350.0
401,21,1.0,4,13,1477.7001,1250.2001,227.5,10327.899,10327.899,0.0,1568.0,1568.0,0.0,894.0,894.0,0.0,520.0,1560.0
401,21,1.0,4,14,1536.7999,1432.1,104.7,14143.101,14143.101,0.0,6522.0,6522.0,0.0,4743.0,4743.0,0.0,1776.0,2610.0
401,21,1.0,4,15,1865.1,1728.6,136.5,14134.2,14052.3,81.9,6632.0,6032.0,600.0,8177.0,8177.0,0.0,3036.0,2304.0
401,21,11.0,8,13,2870.0,1430.0,1440.0,20482.0,4865.0,15617.0,2392.0,1592.0,800.0,1810.0,1810.0,0.0,1160.0,910.0
401,21,11.0,8,14,2788.4,1191.3,1597.1,14480.5,3636.9,10843.6,2282.0,1582.0,700.0,1833.0,1833.0,0.0,8000.0,0.0
401,21,11.0,8,15,2205.6,1190.4,1015.2,10522.3,5225.0,5297.3,4534.0,2628.0,1906.0,1283.0,1283.0,0.0,12815.0,5560.0
401,21,29.0,12,13,1254.4,876.7,377.7,9974.9,4679.4,5295.5,3448.0,1908.0,1540.0,1243.0,1243.0,0.0,787.0,30.0
401,21,29.0,12,15,1138.3,619.6,518.7,12859.9,4089.2,8770.7,3561.0,3191.0,370.0,1728.0,1728.0,0.0,1256.0,140.0
401,21,29.0,12,19,2236.3,1702.1,534.2,27015.5,15208.2,11807.3,5714.0,4214.0,1500.0,8420.0,8420.0,0.0,3685.0,8700.0
401,21,45.0,15,13,2745.3,1752.4,992.9,12389.6,6245.2,6144.4,3482.0,1282.0,2200.0,2617.0,2617.0,0.0,850.0,30.0
401,21,45.0,15,14,903.4,557.5,345.9,6003.8,3208.1,2795.7,1014.0,414.0,600.0,579.0,579.0,0.0,812.0,6040.0
401,21,45.0,15,15,1694.6,999.39996,695.2,13483.5,7903.4,5580.1,1357.0,857.0,500.0,2118.0,2118.0,0.0,780.0,576.0
401,23,23.0,3,13,1026.0,992.6,33.4,6140.0996,3303.5999,2836.5,2247.0,1067.0,1180.0,970.0,970.0,0.0,460.0,200.0
401,23,23.0,3,14,1160.1,868.8,291.3,9669.3,4884.8,4784.5,2320.0,960.0,1360.0,880.0,880.0,0.0,970.0,1190.0
401,23,23.0,3,19,1249.0,1249.0,0.0,7174.5,4677.2,2497.3,2536.0,636.0,1900.0,1455.0,1455.0,0.0,225.0,110.0
401,25,9.0,8,13,637.4,637.4,0.0,6539.6,3846.5,2693.1,1576.0,496.0,1080.0,680.0,680.0,0.0,220.0,0.0
401,25,9.0,8,14,579.6,579.6,0.0,6729.3003,6629.2,100.100006,3004.0,1924.0,1080.0,795.0,795.0,0.0,620.0,0.0
401,25,9.0,8,15,438.2,438.2,0.0,2935.7,2935.7,0.0,1168.0,1168.0,0.0,400.0,400.0,0.0,220.0,0.0
401,27,7.0,5,13,1808.0,1288.0,520.0,10647.0,3995.0,6652.0,1198.0,1018.0,180.0,2420.0,2420.0,0.0,513.0,258.0
401,27,7.0,5,14,2574.0,1418.3,1155.7,16977.4,4668.7,12308.7,3570.0,2480.0,1090.0,4140.0,4110.0,30.0,598.0,1233.0
401,27,7.0,5,15,899.4,499.9,399.5,3695.8003,1184.2001,2511.6,724.0,474.0,250.0,470.0,470.0,0.0,236.0,0.0
401,27,23.0,11,13,3310.2002,2350.1,960.1,19653.3,7435.1,12218.2,4042.0,3822.0,220.0,6710.0,6710.0,0.0,1017.0,1482.0
401,27,23.0,11,14,5741.6,3874.5,1867.1,33339.4,23893.6,9445.8,9424.0,9324.0,100.0,10050.0,10050.0,0.0,2108.0,3633.0
401,27,23.0,11,15,1958.2,1278.4,679.8,16214.301,7526.4,8687.9,4629.0,3629.0,1000.0,3660.0,3660.0,0.0,507.0,7767.0
401,29,9.0,4,13,229.2,206.3,22.9,1866.3999,1236.1,630.3,197.0,77.0,120.0,71.0,71.0,0.0,250.0,0.0
401,29,9.0,4,14,1240.0,912.39996,327.6,14032.4,10003.8,4028.6,2176.0,1856.0,320.0,1909.0,1909.0,0.0,1140.0,950.0
401,29,9.0,4,15,1796.3,1107.4,688.9,10429.0,5270.2,5158.8,1490.0,1200.0,290.0,1680.0,1680.0,0.0,13211.0,5000.0
401,29,23.0,5,13,1075.4,425.6,649.8,15657.9,8808.2,6849.7,2003.0,1003.0,1000.0,1039.0,1039.0,0.0,855.0,2000.0
401,29,23.0,5,14,1075.3999,550.1,525.3,8987.6,6602.0,2385.5999,1844.0,1394.0,450.0,1407.0,1407.0,0.0,701.0,600.0
401,29,23.0,5,15,1431.6001,831.9,599.7,12393.4,11130.101,1263.3,2381.0,2381.0,0.0,1745.0,1445.0,300.0,1615.0,6000.0
401,31,5.0,10,13,1599.0,1310.0,289.0,9313.0,5356.0,3957.0,673.0,613.0,60.0,501.0,501.0,0.0,525.0,0.0
401,31,5.0,10,14,1411.5,1219.4,192.1,9138.2,5427.0,3711.2,619.0,519.0,100.0,640.0,640.0,0.0,768.0,0.0
401,31,5.0,10,15,1567.4,1124.5,442.9,9476.7,5699.7,3777.0,784.0,659.0,125.0,666.0,666.0,0.0,635.0,0.0
401,31,25.0,3,13,973.1,700.1,273.0,6943.1,6767.5,175.6,930.0,690.0,240.0,885.0,885.0,0.0,300.0,0.0
401,31,25.0,3,14,1168.0,583.0,585.0,10937.0,5277.0,5660.0,870.0,570.0,300.0,860.0,860.0,0.0,666.0,0.0
401,31,25.0,3,15,1300.5,1044.5,256.0,14042.2,12008.0,2034.2001,1186.0,1186.0,0.0,910.0,910.0,0.0,628.0,0.0
401,31,39.0,8,13,893.8,545.3,348.5,4018.0,859.8,3158.2,834.0,234.5,599.5,342.0,342.0,0.0,347.0,0.0
401,31,39.0,8,14,1052.9,641.3,411.6,5685.3003,1093.1,4592.2,1193.0,693.0,500.0,269.0,269.0,0.0,364.0,0.0
401,31,39.0,8,15,1862.2,1020.4,841.8,10007.6,5957.6,4050.0,2517.0,2367.0,150.0,526.0,526.0,0.0,662.0,0.0
401,33,7.0,2,13,1829.7,1734.1,95.600006,16803.0,16535.4,267.6,2585.0,2585.0,0.0,2523.0,2353.0,170.0,3557.0,20000.0
401,33,7.0,2,14,1523.0,943.0,580.0,18664.0,10494.0,8170.0,2633.0,1213.0,1420.0,1804.0,1654.0,150.0,3093.0,0.0
401,33,7.0,2,15,1129.9,720.3,409.6,13756.699,10009.3,3747.4,2730.0,1730.0,1000.0,2230.0,2230.0,0.0,2335.0,280.0
401,33,11.0,5,13,1189.6001,801.9,387.7,12563.7,11226.9,1336.8,2330.0,2120.0,210.0,2585.0,2585.0,0.0,1790.0,1600.0
401,33,11.0,5,14,1706.3,1155.8,550.5,24716.9,21663.9,3053.0,4078.0,3828.0,250.0,4707.0,4707.0,0.0,2070.0,3600.0
401,33,11.0,5,15,1003.89996,634.39996,369.5,11419.0,8863.8,2555.2,828.0,608.0,220.0,2265.0,2265.0,0.0,1760.0,5000.0
401,33,25.0,6,13,1691.0,1359.7,331.3,14135.6,8602.8,5532.8,2796.0,2436.0,360.0,3435.0,3435.0,0.0,1876.0,720.0
401,33,25.0,6,19,2016.6,1468.7,547.9,13936.9,9878.2,4058.7,3319.0,3119.0,200.0,3848.0,3848.0,0.0,2350.0,22330.0
401,33,25.0,6,23,1101.0,846.0,255.0,13120.0,6372.0,6748.0,1484.0,1234.0,250.0,1723.0,1723.0,0.0,1340.0,670.0
401,33,39.0,9,13,1619.2,896.6,722.60004,13321.199,5921.0,7400.1997,2850.0,2500.0,350.0,2875.0,2875.0,0.0,10149.0,700.0
401,33,39.0,9,14,763.4,320.4,443.0,6248.3,2587.0,3661.3,573.0,380.0,193.0,215.0,115.0,100.0,300.0,0.0
401,33,39.0,9,15,1643.6001,985.7,657.9,14258.1,7181.9,7076.2,1518.0,1218.0,300.0,2587.0,2487.0,100.0,7449.0,350.0
401,33,53.0,6,13,1041.5,859.4,182.1,15556.9,11535.5,4021.4,2982.0,2697.0,285.0,2331.0,2331.0,0.0,1643.0,480.0
401,33,53.0,6,14,1335.7,944.4,391.3,18482.8,17797.5,685.3,2240.0,2240.0,0.0,1944.0,1944.0,0.0,1349.0,12960.0
401,33,53.0,6,15,1283.5,1050.5,233.0,16118.4,9892.9,6225.5,2825.0,2475.0,350.0,2953.0,2953.0,0.0,1547.0,390.0
401,35,15.0,14,13,2034.0,1522.6,511.4,12828.399,7920.8,4907.5996,2952.0,2182.0,770.0,1885.0,1885.0,0.0,1170.0,104.0
401,35,15.0,14,14,1549.7001,1274.8,274.9,15393.7,7694.2,7699.5,1835.0,1180.0,655.0,1747.0,1747.0,0.0,1250.0,172.0
401,35,15.0,14,15,916.19995,775.1,141.09999,7460.9004,4394.2,3066.7,1399.0,1319.0,80.0,1234.0,1234.0,0.0,1590.0,33480.0
401,35,31.0,6,13,2086.7,1493.4,593.3,15557.199,9323.6,6233.6,4183.0,3083.0,1100.0,3349.0,3349.0,0.0,831.0,5250.0
401,35,31.0,6,14,1272.8,866.9,405.90002,11705.6,6481.8,5223.8003,1737.0,887.0,850.0,1186.0,1186.0,0.0,462.0,696.0
401,35,31.0,6,15,728.2,512.5,215.70001,10209.9,4278.4,5931.5,1983.0,1420.0,563.0,559.0,559.0,0.0,745.0,45.0
401,35,43.0,4,13,1189.1001,1110.8,78.3,15209.5,8952.2,6257.3003,1827.0,1451.0,376.0,1710.0,1710.0,0.0,1095.0,0.0
401,35,43.0,4,14,1440.8,1349.8,91.0,10157.4,6728.5,3428.9,2278.0,1528.0,750.0,1865.0,1865.0,0.0,1300.0,2610.0
401,35,43.0,4,19,1011.1,837.3,173.8,11162.1,4869.3,6292.8003,1586.0,1026.0,560.0,2547.0,2547.0,0.0,1180.0,17470.0
401,35,57.0,6,13,871.4,661.3,210.1,7711.1997,4150.9,3560.2998,1546.0,747.0,799.0,315.0,315.0,0.0,340.0,45.0
401,35,57.0,6,14,2236.7,1660.7,576.0,15049.2,5380.3,9668.9,3711.0,3111.0,600.0,7790.0,7790.0,0.0,1022.0,0.0
401,35,57.0,6,15,1846.5,991.0,855.5,16224.7,5899.7,10325.0,4380.0,3730.0,650.0,1575.0,1575.0,0.0,650.0,30.0
401,37,1.0,1,13,1424.6,1424.6,0.0,24587.5,24148.1,439.40002,2881.0,2881.0,0.0,4020.0,4020.0,0.0,1370.0,660.0
401,37,1.0,1,14,1030.6,1030.6,0.0,5486.1,5486.1,0.0,2246.0,2246.0,0.0,2702.0,2702.0,0.0,716.0,25000.0
401,37,1.0,1,15,1868.5,1868.5,0.0,12159.9,12159.9,0.0,5257.0,5257.0,0.0,7605.0,7605.0,0.0,1752.0,41000.0
401,37,19.0,7,13,757.2,666.2,91.0,10143.301,4201.0,5942.3003,1822.0,1272.0,550.0,1231.0,1231.0,0.0,733.0,0.0
401,37,19.0,7,14,707.0,587.0,120.0,9903.0,4145.0,5758.0,557.0,557.0,0.0,730.0,730.0,0.0,585.0,0.0
401,37,19.0,7,15,773.0,610.6,162.40001,11685.4,4969.8,6715.6,1092.0,702.0,390.0,703.0,703.0,0.0,672.0,1520.0
401,37,33.0,6,13,958.7,735.7,223.0,7209.3,3593.9,3615.4,1620.0,1100.0,520.0,1440.0,1440.0,0.0,705.0,10500.0
401,37,33.0,6,14,1229.5,1152.1,77.4,20906.3,14731.0,6175.3,2848.0,2448.0,400.0,2131.0,2131.0,0.0,1202.0,300.0
401,37,33.0,6,20,1583.5,1337.8,245.7,13453.699,7793.5,5660.1997,3124.0,2924.0,200.0,3250.0,3250.0,0.0,956.0,10000.0
401,37,45.0,9,13,1561.2001,1561.2001,0.0,19133.4,19133.4,0.0,3567.0,3567.0,0.0,2665.0,2665.0,0.0,1390.0,4000.0
401,37,45.0,9,14,863.0,844.8,18.2,13646.6,12652.8,993.8,3982.0,3982.0,0.0,3367.0,3367.0,0.0,1850.0,0.0
401,37,45.0,9,15,567.3,567.3,0.0,4751.3003,4751.3003,0.0,668.0,668.0,0.0,545.0,545.0,0.0,300.0,420.0
401,37,61.0,5,13,1079.0,1029.0,50.0,13868.0,6350.0,7518.0,2482.0,2215.0,267.0,1843.0,1843.0,0.0,958.0,2900.0
401,37,61.0,5,14,845.0,695.0,150.0,9047.0,4254.0,4793.0,1055.0,650.0,405.0,627.0,627.0,0.0,882.0,2100.0
401,37,61.0,5,15,919.7,919.7,0.0,11215.801,6500.2,4715.6,2312.0,1682.0,630.0,2016.0,2016.0,0.0,1122.0,5300.0
401,37,75.0,11,13,497.9,497.9,0.0,5781.4,5581.1997,200.2,1156.0,1156.0,0.0,598.0,598.0,0.0,4855.0,31000.0
401,37,75.0,11,14,794.2,794.2,0.0,10537.6,6732.9,3804.7,1888.0,1684.0,204.0,1122.0,1122.0,0.0,1760.0,24200.0
401,37,75.0,11,15,1304.7001,1271.9,32.8,11502.7,6075.5,5427.2,3106.0,2361.0,745.0,3295.0,3295.0,0.0,1530.0,0.0
401,39,11.0,6,13,884.9,384.4,500.5,19154.701,14795.9,4358.8003,1447.0,1267.0,180.0,1295.0,1295.0,0.0,940.0,3296.0
401,39,11.0,6,14,1061.0,538.0,523.0,10237.0,5805.0,4432.0,1048.0,648.0,400.0,1272.0,1022.0,250.0,671.0,9351.0
401,39,11.0,6,15,836.30005,774.4,61.9,5579.8,3776.2,1803.6,788.0,488.0,300.0,1145.0,1145.0,0.0,875.0,2900.0
401,39,23.0,2,13,883.2,582.9,300.3,5467.9,3096.4,2371.5,743.0,463.0,280.0,620.0,620.0,0.0,878.0,5500.0
401,39,23.0,2,14,1773.6,1136.6,637.0,11195.1,4482.1,6713.0,1278.0,958.0,320.0,2665.0,2665.0,0.0,1158.0,0.0
401,39,23.0,2,15,783.0,448.0,335.0,10481.0,5423.0,5058.0,2206.0,1926.0,280.0,1385.0,1385.0,0.0,468.0,1700.0
401,39,41.0,3,13,866.0,579.3,286.69998,7732.3994,4846.6997,2885.7,2102.0,1862.0,240.0,2235.0,2235.0,0.0,2090.0,390.0
401,39,41.0,3,14,1005.4,768.8,236.6,12087.1,8316.0,3771.1,2144.0,1944.0,200.0,928.0,928.0,0.0,1210.0,480.0
401,39,41.0,3,15,1752.7,1162.1,590.6,14273.9,7780.0,6493.9,1253.0,1033.0,220.0,2970.0,2970.0,0.0,11478.0,2480.0
401,39,49.0,14,13,832.5,832.5,0.0,10566.8,10349.2,217.59999,1226.0,1226.0,0.0,708.0,708.0,0.0,1849.0,3187.0
401,39,49.0,14,14,1664.9,1270.0,394.9,14865.9,14799.4,66.5,1314.0,1314.0,0.0,3600.0,3600.0,0.0,16724.0,2600.0
401,39,49.0,14,15,1463.3,1131.1,332.2,19606.2,19242.2,364.0,2148.0,2148.0,0.0,4153.0,4153.0,0.0,1594.0,7984.0
401,41,5.0,6,13,356.3,222.5,133.8,4203.0996,2825.4,1377.7,354.0,204.0,150.0,208.0,70.0,138.0,100.0,0.0
401,41,5.0,6,14,940.19995,681.8,258.4,7616.5,4106.4,3510.1,1121.0,820.5,300.5,1495.0,1445.0,50.0,830.0,11440.0
401,41,5.0,6,15,833.3,580.3,253.0,16976.299,14381.899,2594.4,893.0,572.5,320.5,1385.0,1385.0,0.0,655.0,12040.0
401,41,17.0,9,13,1464.6001,1205.3,259.3,10645.5,6113.2,4532.3,780.0,430.0,350.0,785.0,655.0,130.0,580.0,16500.0
401,41,17.0,9,14,412.1,306.5,105.600006,3651.7998,2053.9,1597.9,665.0,315.0,350.0,787.0,787.0,0.0,475.0,0.0
401,41,17.0,9,15,474.9,474.9,0.0,6778.2,4687.0,2091.2,669.0,399.0,270.0,456.0,456.0,0.0,3505.0,0.0
401,41,29.0,3,13,451.6,360.6,91.0,3027.4,1938.1,1089.3,707.0,307.0,400.0,850.0,790.0,60.0,395.0,0.0
401,41,29.0,3,15,1689.7,1303.9,385.8,7463.1,5955.2,1507.9,1790.0,1790.0,0.0,705.0,605.0,100.0,595.0,15500.0
401,41,29.0,3,19,1312.0,973.5,338.5,11621.9,6184.5,5437.4,1506.0,1216.0,290.0,3645.0,3645.0,0.0,1295.0,0.0
401,41,43.0,8,13,982.0,93.0,889.0,4813.0,2312.0,2501.0,430.0,130.0,300.0,144.0,29.0,115.0,277.0,1800.0
401,41,43.0,8,14,343.2,100.8,242.40001,1957.7001,1709.4,248.3,228.0,78.0,150.0,235.0,135.0,100.0,150.0,0.0
401,41,43.0,8,15,456.0,307.69998,148.3,3277.0,2088.5,1188.5,641.0,451.0,190.0,177.0,127.0,50.0,827.0,0.0
401,41,57.0,13,14,965.8,965.8,0.0,22587.7,22587.7,0.0,4614.0,4614.0,0.0,3815.0,3815.0,0.0,1172.0,0.0
401,41,57.0,13,15,1253.7,1253.7,0.0,6786.8,4863.1,1923.7,3407.0,3128.0,279.0,910.0,910.0,0.0,450.0,0.0
401,41,57.0,13,19,768.8,445.69998,323.1,5501.5,3220.9,2280.6,694.0,444.0,250.0,1193.0,993.0,200.0,813.0,0.0
401,43,9.0,3,13,1217.3,1217.3,0.0,7241.2,3482.9,3758.3,5444.0,5444.0,0.0,4415.0,4415.0,0.0,1075.0,0.0
401,43,9.0,3,14,1905.6001,1459.7001,445.9,4796.2,2475.7,2320.5,1194.0,874.0,320.0,1080.0,1080.0,0.0,2864.0,4500.0
401,43,9.0,3,15,692.5,601.5,91.0,4560.5,2709.6,1850.9,500.0,360.0,140.0,385.0,385.0,0.0,3210.0,0.0
401,43,25.0,5,13,1495.4,1495.4,0.0,12239.8,10128.6,2111.2,2877.0,2877.0,0.0,790.0,790.0,0.0,380.0,0.0
401,43,25.0,5,14,3000.2,2272.4,727.8,3628.3,2043.0,1585.3,1071.0,1071.0,0.0,1540.0,1540.0,0.0,12663.0,0.0
401,43,25.0,5,15,1544.8,1192.0,352.8,8895.2,3274.9,5620.3003,1493.0,893.0,600.0,840.0,840.0,0.0,2948.0,0.0
401,43,41.0,4,13,1228.2,749.7,478.5,5934.5996,3093.4,2841.2,1442.0,742.0,700.0,1350.0,1350.0,0.0,440.0,520.0
401,43,41.0,4,14,1038.3,971.5,66.8,5661.8,2390.0,3271.8,788.0,788.0,0.0,735.0,735.0,0.0,1055.0,3950.0
401,43,41.0,4,15,300.1,245.7,54.4,1734.6,1184.6,550.0,500.0,320.0,180.0,90.0,30.0,60.0,135.0,0.0
401,43,57.0,7,13,901.5,347.5,554.0,7596.7,3299.2,4297.5,1380.0,1380.0,0.0,725.0,725.0,0.0,1097.0,9600.0
401,43,57.0,7,14,2376.4,1848.6,527.8,11556.3,7009.9,4546.4,3723.0,3723.0,0.0,3380.0,3380.0,0.0,3787.0,3000.0
401,43,57.0,7,15,2209.6,1584.0,625.6,11723.6,6642.8,5080.8,2852.0,2852.0,0.0,1450.0,1450.0,0.0,14191.0,210.0
401,43,71.0,15,14,1307.4,1089.0,218.4,4362.0,1704.7,2657.3,710.0,415.0,295.0,550.0,550.0,0.0,1250.0,0.0
401,43,71.0,15,15,1436.9,970.9,466.0,9763.0,2919.7,6843.3,922.0,542.0,380.0,650.0,650.0,0.0,8179.0,3000.0
401,43,71.0,15,20,115.00001,81.600006,33.4,1258.5,475.4,783.1,140.0,20.0,120.0,5.0,5.0,0.0,82.0,0.0
401,43,87.0,3,15,1050.3,1050.3,0.0,8529.4,3806.9001,4722.5,2463.0,2323.0,140.0,670.0,670.0,0.0,535.0,0.0
401,43,87.0,3,19,1023.00006,946.60004,76.4,11018.3,6889.9,4128.4,983.0,683.0,300.0,475.0,475.0,0.0,938.0,180.0
401,43,87.0,3,20,1704.5,1381.1,323.4,11543.0,6647.9,4895.1,1244.0,1014.0,230.0,1706.0,1706.0,0.0,1696.0,0.0
401,45,5.0,8,13,1566.8999,1275.7,291.2,14127.699,7644.8,6482.9,4152.0,4152.0,0.0,3217.0,3217.0,0.0,2750.0,40000.0
401,45,5.0,8,14,1300.4,977.3,323.1,15981.6,8564.0,7417.6,5516.0,5264.0,252.0,5745.0,5745.0,0.0,1412.0,0.0
401,45,5.0,8,15,1451.6,1178.6,273.0,19435.0,15907.8,3527.2002,2768.0,2768.0,0.0,4495.0,4495.0,0.0,707.0,25049.0
