tinh,huyen,xa,diaban,hoso,m8ma1,m8c8,m8c9,m8c10a,m8c10b,m8c11a,m8c11b,m8c12,m8c13,m8c14,m8c15a,m8c15b,m8c16,m8c17a,m8c17b
801,5,3.0,10,14,1.0,6.0,,10000.0,10000.0,7.0,2006.0,24.0,1.0,1.0,0.6,5.0,720.0,-2.0,-2.0
801,5,3.0,10,15,1.0,8.0,,1700.0,1700.0,7.0,2008.0,12.0,10.0,,0.0,,0.0,7.0,2009.0
801,5,17.0,4,13,1.0,2.0,,200000.0,0.0,4.0,2007.0,4.0,1.0,1.0,1.2,5.0,209600.0,8.0,2007.0
801,5,17.0,4,13,2.0,2.0,,200000.0,204800.0,12.0,2007.0,6.0,1.0,1.0,1.2,5.0,9600.0,-2.0,-2.0
801,5,17.0,4,13,3.0,2.0,,200000.0,204800.0,4.0,2008.0,6.0,1.0,1.0,1.2,5.0,0.0,-2.0,-2.0
801,5,17.0,4,14,1.0,1.0,10.0,132000.0,0.0,6.0,2007.0,12.0,1.0,1.0,1.1,5.0,143616.0,1.0,2008.0
801,5,17.0,4,14,2.0,1.0,3.0,32000.0,33056.0,3.0,2008.0,12.0,1.0,1.0,1.1,5.0,0.0,8.0,2008.0
801,5,17.0,4,15,,,,,,,,,,,,,,,
801,7,1.0,31,13,,,,,,,,,,,,,,,
801,7,1.0,31,14,,,,,,,,,,,,,,,
801,7,1.0,31,15,1.0,3.0,,40000.0,10000.0,6.0,2003.0,60.0,4.0,,1.05,5.0,11040.0,12.0,2008.0
801,7,1.0,31,15,3.0,6.0,,10000.0,8600.0,1.0,2005.0,48.0,1.0,1.0,0.6,5.0,1120.0,1.0,2009.0
801,7,1.0,31,15,2.0,2.0,,10000.0,0.0,6.0,2003.0,60.0,4.0,,1.0,5.0,3200.0,6.0,2008.0
801,7,7.0,9,13,2.0,1.0,1.0,2000.0,0.0,10.0,2006.0,12.0,1.0,1.0,0.65,5.0,2026.0,10.0,2007.0
801,7,7.0,9,13,4.0,8.0,,22000.0,0.0,2.0,2006.0,24.0,13.0,,0.0,,22000.0,5.0,2008.0
801,7,7.0,9,13,1.0,3.0,,40000.0,43000.0,3.0,2008.0,12.0,1.0,1.0,1.5,5.0,0.0,3.0,2009.0
801,7,7.0,9,13,3.0,1.0,1.0,20000.0,20900.0,3.0,2008.0,60.0,2.0,1.0,0.9,5.0,0.0,3.0,2013.0
801,7,7.0,9,14,1.0,2.0,,15000.0,0.0,12.0,2007.0,4.0,1.0,1.0,1.2,5.0,15720.0,4.0,2008.0
801,7,7.0,9,15,1.0,2.0,,48000.0,52608.0,1.0,2008.0,8.0,1.0,1.0,1.2,5.0,0.0,9.0,2008.0
801,7,11.0,3,13,,,,,,,,,,,,,,,
801,7,11.0,3,14,1.0,2.0,,15000.0,0.0,12.0,2006.0,8.0,1.0,1.0,1.2,5.0,16440.0,8.0,2007.0
801,7,11.0,3,14,2.0,2.0,,12000.0,12864.0,12.0,2007.0,12.0,1.0,1.0,1.2,5.0,0.0,9.0,2008.0
801,7,11.0,3,15,,,,,,,,,,,,,,,
801,9,11.0,21,13,2.0,2.0,,22000.0,23276.0,2.0,2008.0,12.0,1.0,1.0,1.45,5.0,0.0,2.0,2009.0
801,9,11.0,21,13,1.0,2.0,,17000.0,0.0,2.0,2007.0,12.0,1.0,1.0,1.2,5.0,19488.0,2.0,2008.0
801,9,11.0,21,14,1.0,8.0,,6000.0,5000.0,2.0,2008.0,4.0,8.0,,0.0,,1000.0,7.0,2008.0
801,9,11.0,21,15,,,,,,,,,,,,,,,
801,9,19.0,4,14,1.0,9.0,,1000.0,1000.0,12.0,2007.0,12.0,8.0,,0.0,,0.0,12.0,2008.0
801,9,19.0,4,19,3.0,2.0,,15000.0,16800.0,2.0,2008.0,12.0,1.0,1.0,1.5,5.0,0.0,2.0,2009.0
801,9,19.0,4,19,1.0,2.0,,15000.0,0.0,2.0,2007.0,12.0,1.0,1.0,1.1,5.0,16980.0,2.0,2008.0
801,9,19.0,4,19,2.0,2.0,,20000.0,14365.0,2.0,2007.0,36.0,1.0,1.0,1.5,5.0,10600.0,2.0,2010.0
801,9,19.0,4,20,,,,,,,,,,,,,,,
801,11,9.0,8,13,1.0,2.0,,100000.0,0.0,1.0,2008.0,3.0,1.0,2.0,1.5,5.0,104500.0,4.0,2008.0
801,11,9.0,8,15,,,,,,,,,,,,,,,
801,11,9.0,8,19,2.0,2.0,,15000.0,0.0,11.0,2007.0,6.0,1.0,1.0,1.5,5.0,16350.0,6.0,2008.0
801,11,9.0,8,19,1.0,1.0,-1.0,8000.0,8340.0,1.0,2008.0,9.0,1.0,1.0,0.85,5.0,0.0,10.0,2008.0
801,11,19.0,4,13,2.0,2.0,,30000.0,31350.0,6.0,2008.0,6.0,1.0,1.0,1.5,5.0,0.0,12.0,2008.0
801,11,19.0,4,13,1.0,2.0,,30000.0,0.0,9.0,2007.0,6.0,1.0,1.0,1.5,5.0,33600.0,5.0,2008.0
801,11,19.0,4,14,2.0,8.0,,10000.0,0.0,1.0,2008.0,5.0,1.0,1.0,0.0,,10000.0,8.0,2008.0
801,11,19.0,4,14,1.0,1.0,1.0,10000.0,10000.0,8.0,2007.0,8.0,13.0,,0.0,,0.0,7.0,2017.0
801,11,19.0,4,15,2.0,2.0,,10000.0,10450.0,6.0,2008.0,6.0,1.0,1.0,1.5,5.0,0.0,12.0,2008.0
801,11,19.0,4,15,1.0,2.0,,10000.0,0.0,9.0,2007.0,6.0,1.0,1.0,1.5,5.0,11200.0,5.0,2008.0
801,13,1.0,6,14,,,,,,,,,,,,,,,
801,13,1.0,6,19,1.0,2.0,,40000.0,28000.0,4.0,2007.0,36.0,10.0,,1.75,5.0,18000.0,4.0,2010.0
801,13,1.0,6,20,1.0,2.0,,20000.0,14000.0,8.0,2007.0,36.0,8.0,,1.75,5.0,9500.0,8.0,2009.0
801,13,9.0,14,13,,,,,,,,,,,,,,,
801,13,9.0,14,14,1.0,2.0,,2000.0,2000.0,4.0,2008.0,12.0,11.0,,1.5,5.0,360.0,4.0,2009.0
801,13,9.0,14,15,,,,,,,,,,,,,,,
801,13,15.0,4,13,,,,,,,,,,,,,,,
801,13,15.0,4,14,,,,,,,,,,,,,,,
801,13,15.0,4,15,,,,,,,,,,,,,,,
801,15,3.0,18,13,2.0,2.0,,20000.0,21150.0,2.0,2008.0,6.0,7.0,,1.15,5.0,0.0,8.0,2008.0
801,15,3.0,18,13,1.0,2.0,,20000.0,0.0,8.0,2007.0,6.0,7.0,,1.1,5.0,21320.0,2.0,2008.0
801,15,3.0,18,13,3.0,7.0,,2500.0,2500.0,4.0,2008.0,12.0,7.0,,0.0,,0.0,4.0,2009.0
801,15,3.0,18,14,,,,,,,,,,,,,,,
801,15,3.0,18,15,1.0,2.0,,5000.0,0.0,8.0,2007.0,6.0,3.0,,1.1,5.0,5330.0,2.0,2008.0
801,15,3.0,18,15,2.0,2.0,,5000.0,5287.0,2.0,2008.0,6.0,3.0,,1.15,5.0,0.0,8.0,2008.0
801,15,9.0,7,13,1.0,1.0,12.0,9000.0,0.0,4.0,2007.0,12.0,2.0,1.0,0.65,5.0,9665.0,4.0,2008.0
801,15,9.0,7,13,2.0,1.0,12.0,9000.0,9000.0,4.0,2008.0,12.0,2.0,1.0,0.65,5.0,117.0,4.0,2009.0
801,15,9.0,7,14,2.0,2.0,,2500.0,2631.0,1.0,2008.0,12.0,1.0,1.0,1.05,5.0,0.0,1.0,2009.0
801,15,9.0,7,14,1.0,2.0,,2500.0,0.0,1.0,2007.0,12.0,1.0,1.0,1.05,5.0,2815.0,1.0,2008.0
801,15,9.0,7,15,,,,,,,,,,,,,,,
801,15,15.0,4,13,,,,,,,,,,,,,,,
801,15,15.0,4,14,1.0,2.0,,5000.0,0.0,4.0,2007.0,12.0,4.0,,1.1,5.0,5660.0,4.0,2008.0
801,15,15.0,4,15,,,,,,,,,,,,,,,
801,15,21.0,11,13,1.0,3.0,,150000.0,0.0,3.0,2007.0,12.0,1.0,2.0,1.22,5.0,171960.0,3.0,2008.0
801,15,21.0,11,14,1.0,2.0,,7000.0,7420.0,4.0,2008.0,12.0,1.0,1.0,1.2,5.0,0.0,4.0,2009.0
801,15,21.0,11,15,1.0,2.0,,15000.0,15660.0,10.0,2007.0,12.0,1.0,1.0,1.1,5.0,1650.0,10.0,2008.0
801,15,31.0,5,13,2.0,2.0,,10000.0,10000.0,1.0,2008.0,12.0,4.0,,1.65,5.0,0.0,1.0,2009.0
801,15,31.0,5,13,3.0,2.0,,10000.0,3000.0,3.0,2006.0,36.0,2.0,1.0,1.05,5.0,4206.0,3.0,2009.0
801,15,31.0,5,13,1.0,2.0,,20000.0,0.0,7.0,2007.0,12.0,4.0,,1.05,5.0,21260.0,1.0,2008.0
801,15,31.0,5,14,,,,,,,,,,,,,,,
801,15,31.0,5,15,1.0,3.0,,20000.0,1074.0,11.0,2005.0,36.0,4.0,,1.2,5.0,6444.0,11.0,2008.0
801,15,33.0,8,13,1.0,7.0,,9700.0,6625.0,1.0,2008.0,12.0,8.0,,5.0,5.0,5500.0,1.0,2009.0
801,15,33.0,8,14,1.0,2.0,,15000.0,15900.0,11.0,2007.0,12.0,1.0,2.0,12.0,8.0,5100.0,11.0,2008.0
801,15,33.0,8,15,1.0,2.0,,30000.0,30720.0,4.0,2008.0,12.0,1.0,2.0,14.5,8.0,0.0,4.0,2009.0
801,15,37.0,12,13,,,,,,,,,,,,,,,
801,15,37.0,12,14,4.0,8.0,,2000.0,2039.0,6.0,2008.0,12.0,10.0,,0.65,5.0,0.0,6.0,2009.0
801,15,37.0,12,14,1.0,1.0,22.0,8000.0,0.0,8.0,2007.0,12.0,10.0,,0.65,5.0,8624.0,8.0,2008.0
801,15,37.0,12,14,2.0,1.0,22.0,4000.0,4000.0,8.0,2008.0,12.0,5.0,,0.65,5.0,0.0,8.0,2009.0
801,15,37.0,12,14,3.0,8.0,,2000.0,0.0,6.0,2007.0,12.0,10.0,,0.65,5.0,2156.0,6.0,2008.0
801,15,37.0,12,15,2.0,2.0,,45000.0,50062.0,12.0,2007.0,12.0,2.0,1.0,1.25,5.0,0.0,12.0,2008.0
801,15,37.0,12,15,1.0,2.0,,60000.0,0.0,12.0,2006.0,12.0,1.0,1.0,1.5,5.0,68280.0,12.0,2007.0
801,17,1.0,8,13,1.0,7.0,,130000.0,130000.0,12.0,2006.0,36.0,2.0,4.0,0.0,,50000.0,1.0,2009.0
801,17,1.0,8,14,,,,,,,,,,,,,,,
801,17,1.0,8,15,,,,,,,,,,,,,,,
801,17,7.0,9,13,2.0,2.0,,8000.0,0.0,3.0,2007.0,12.0,1.0,1.0,1.2,5.0,8576.0,3.0,2008.0
801,17,7.0,9,13,1.0,2.0,,8000.0,8840.0,4.0,2008.0,12.0,1.0,1.0,1.5,5.0,0.0,4.0,2009.0
801,17,7.0,9,14,1.0,2.0,,50000.0,54500.0,4.0,2008.0,12.0,1.0,1.0,1.5,5.0,0.0,4.0,2009.0
801,17,7.0,9,14,2.0,8.0,,50000.0,0.0,8.0,2007.0,2.0,1.0,1.0,0.0,,50000.0,12.0,2007.0
801,17,7.0,9,15,1.0,2.0,,1000000.0,0.0,9.0,2007.0,12.0,2.0,4.0,1.2,5.0,1144000.0,9.0,2008.0
801,17,7.0,9,15,2.0,2.0,,1000000.0,1017000.0,9.0,2008.0,12.0,3.0,,1.7,5.0,0.0,9.0,2009.0
801,17,13.0,17,13,,,,,,,,,,,,,,,
801,17,13.0,17,15,,,,,,,,,,,,,,,
801,17,13.0,17,19,,,,,,,,,,,,,,,
801,17,19.0,3,13,,,,,,,,,,,,,,,
801,17,19.0,3,14,2.0,7.0,,3000.0,4200.0,10.0,1998.0,-1.0,6.0,,0.33,5.0,1200.0,-2.0,-2.0
801,17,19.0,3,14,1.0,8.0,,10000.0,10000.0,6.0,2005.0,-1.0,6.0,,0.0,,0.0,-2.0,-2.0
801,17,19.0,3,15,1.0,8.0,,6000.0,6000.0,4.0,2008.0,8.0,5.0,,0.0,,0.0,12.0,2008.0
801,17,27.0,12,13,1.0,8.0,,500.0,500.0,3.0,2008.0,2.0,1.0,1.0,0.0,,500.0,5.0,2008.0
801,17,27.0,12,14,,,,,,,,,,,,,,,
801,17,27.0,12,15,,,,,,,,,,,,,,,
801,19,5.0,9,13,1.0,2.0,,10000.0,11000.0,1.0,2008.0,12.0,8.0,,1.75,5.0,0.0,12.0,2008.0
801,19,5.0,9,14,,,,,,,,,,,,,,,
801,19,5.0,9,15,2.0,2.0,,20000.0,0.0,8.0,2007.0,6.0,1.0,1.0,1.8,5.0,22160.0,2.0,2008.0
801,19,5.0,9,15,3.0,2.0,,20000.0,20720.0,8.0,2008.0,6.0,1.0,1.0,1.8,5.0,0.0,2.0,2009.0
801,19,5.0,9,15,1.0,2.0,,20000.0,0.0,2.0,2008.0,6.0,1.0,1.0,1.8,5.0,22160.0,8.0,2008.0
801,19,13.0,12,13,,,,,,,,,,,,,,,
801,19,13.0,12,15,,,,,,,,,,,,,,,
801,19,13.0,12,19,,,,,,,,,,,,,,,
801,19,21.0,22,13,2.0,8.0,,5000.0,0.0,6.0,2007.0,12.0,8.0,,0.0,,5000.0,6.0,2008.0
801,19,21.0,22,13,1.0,7.0,,4000.0,4500.0,12.0,2007.0,6.0,3.0,,5.0,7.0,0.0,12.0,2008.0
801,19,21.0,22,14,1.0,8.0,,40000.0,40000.0,1.0,2007.0,36.0,4.0,,0.0,,0.0,1.0,2010.0
801,19,21.0,22,15,2.0,2.0,,42000.0,0.0,5.0,2007.0,12.0,1.0,2.0,1.5,5.0,48048.0,5.0,2008.0
801,19,21.0,22,15,1.0,2.0,,42000.0,42630.0,6.0,2008.0,12.0,1.0,2.0,1.5,5.0,0.0,6.0,2009.0
801,21,1.0,10,13,,,,,,,,,,,,,,,
801,21,1.0,10,14,,,,,,,,,,,,,,,
801,21,1.0,10,15,,,,,,,,,,,,,,,
801,21,7.0,3,13,,,,,,,,,,,,,,,
801,21,7.0,3,14,,,,,,,,,,,,,,,
801,21,7.0,3,15,,,,,,,,,,,,,,,
801,21,15.0,13,13,1.0,2.0,,8000.0,8360.0,3.0,2007.0,12.0,1.0,1.0,1.5,5.0,1440.0,-2.0,-2.0
801,21,15.0,13,14,2.0,2.0,,10000.0,0.0,5.0,2007.0,12.0,8.0,,1.1,5.0,11320.0,5.0,2008.0
801,21,15.0,13,14,1.0,8.0,,15000.0,0.0,2.0,2006.0,12.0,8.0,,0.0,,15000.0,12.0,2007.0
801,21,15.0,13,15,1.0,2.0,,20000.0,20960.0,2.0,2007.0,12.0,1.0,1.0,1.2,5.0,2880.0,-2.0,-2.0
801,21,21.0,28,13,,,,,,,,,,,,,,,
801,21,21.0,28,14,,,,,,,,,,,,,,,
801,21,21.0,28,15,,,,,,,,,,,,,,,
801,21,25.0,5,13,,,,,,,,,,,,,,,
801,21,25.0,5,14,,,,,,,,,,,,,,,
801,21,25.0,5,15,,,,,,,,,,,,,,,
801,23,11.0,3,13,1.0,5.0,,50000.0,50000.0,7.0,2007.0,12.0,1.0,1.0,1.1,5.0,5500.0,7.0,2008.0
801,23,11.0,3,14,1.0,2.0,,8000.0,0.0,10.0,2007.0,8.0,1.0,1.0,1.1,8.0,8720.0,6.0,2008.0
801,23,11.0,3,15,,,,,,,,,,,,,,,
801,23,21.0,16,13,3.0,8.0,,60000.0,0.0,10.0,2004.0,12.0,1.0,1.0,0.0,,60000.0,4.0,2008.0
801,23,21.0,16,13,1.0,8.0,,30000.0,30000.0,7.0,2006.0,-1.0,1.0,1.0,0.0,,0.0,-2.0,-2.0
801,23,21.0,16,13,5.0,8.0,,30000.0,0.0,6.0,2005.0,12.0,1.0,1.0,0.0,,30000.0,4.0,2008.0
801,23,21.0,16,13,4.0,8.0,,50000.0,0.0,9.0,2000.0,12.0,1.0,1.0,0.0,,50000.0,4.0,2008.0
801,23,21.0,16,13,2.0,2.0,,50000.0,0.0,4.0,2005.0,12.0,1.0,1.0,1.1,5.0,56600.0,4.0,2008.0
801,23,21.0,16,14,1.0,2.0,,40000.0,40560.0,1.0,2008.0,12.0,1.0,1.0,1.4,5.0,3360.0,12.0,2008.0
801,23,21.0,16,15,1.0,2.0,,40000.0,40000.0,9.0,2007.0,12.0,7.0,,1.1,5.0,5280.0,3.0,2009.0
801,25,1.0,25,13,1.0,2.0,,20000.0,20000.0,5.0,2005.0,12.0,7.0,,1.0,5.0,600.0,-2.0,-2.0
801,25,1.0,25,15,,,,,,,,,,,,,,,
801,25,1.0,25,20,,,,,,,,,,,,,,,
801,25,7.0,15,13,1.0,2.0,,10000.0,10000.0,3.0,2008.0,7.0,6.0,,1.1,5.0,517.0,9.0,2008.0
801,25,7.0,15,14,,,,,,,,,,,,,,,
801,25,7.0,15,19,,,,,,,,,,,,,,,
801,25,13.0,14,13,,,,,,,,,,,,,,,
801,25,13.0,14,14,1.0,8.0,,5000.0,5000.0,9.0,2007.0,-1.0,7.0,,0.0,,5000.0,1.0,2008.0
801,25,13.0,14,15,1.0,3.0,,10000.0,10000.0,6.0,2008.0,6.0,10.0,,9.4,7.0,0.0,12.0,2008.0
801,25,19.0,3,13,,,,,,,,,,,,,,,
801,25,19.0,3,15,1.0,2.0,,20000.0,22640.0,1.0,2006.0,12.0,3.0,,1.1,5.0,2640.0,12.0,2009.0
801,25,19.0,3,19,,,,,,,,,,,,,,,
801,25,25.0,4,13,1.0,3.0,,20000.0,20000.0,7.0,2008.0,8.0,8.0,,1.75,5.0,2420.0,7.0,2009.0
801,25,25.0,4,15,1.0,3.0,,5000.0,5000.0,3.0,2008.0,8.0,10.0,,21.0,8.0,0.0,3.0,2009.0
801,25,25.0,4,19,,,,,,,,,,,,,,,
801,25,31.0,4,14,,,,,,,,,,,,,,,
801,25,31.0,4,15,2.0,8.0,,18000.0,18000.0,7.0,2007.0,-1.0,3.0,,0.0,,0.0,-2.0,-2.0
801,25,31.0,4,15,1.0,8.0,,50000.0,50000.0,3.0,2006.0,8.0,1.0,1.0,0.0,,0.0,-2.0,-2.0
801,25,31.0,4,19,1.0,2.0,,30000.0,30000.0,1.0,2008.0,12.0,1.0,1.0,1.1,5.0,2002.0,1.0,2009.0
801,27,3.0,16,13,,,,,,,,,,,,,,,
801,27,3.0,16,14,,,,,,,,,,,,,,,
801,27,3.0,16,15,1.0,6.0,,2000.0,2208.0,9.0,2007.0,12.0,4.0,,1.16,5.0,0.0,9.0,2008.0
801,27,3.0,16,15,2.0,8.0,,18000.0,18000.0,2.0,2008.0,12.0,4.0,,0.0,,0.0,-2.0,-2.0
801,27,9.0,4,13,,,,,,,,,,,,,,,
801,27,9.0,4,14,1.0,8.0,,25000.0,0.0,3.0,2007.0,12.0,7.0,,0.0,,25000.0,3.0,2008.0
801,27,9.0,4,15,,,,,,,,,,,,,,,
801,27,17.0,16,13,,,,,,,,,,,,,,,
801,27,17.0,16,15,,,,,,,,,,,,,,,
801,27,17.0,16,19,,,,,,,,,,,,,,,
801,27,23.0,4,13,1.0,2.0,,30000.0,30000.0,12.0,2007.0,12.0,2.0,2.0,1.45,8.0,3915.0,12.0,2008.0
801,27,23.0,4,14,,,,,,,,,,,,,,,
801,27,23.0,4,15,1.0,2.0,,5000.0,5210.0,6.0,2008.0,12.0,1.0,1.0,1.4,5.0,0.0,6.0,2009.0
801,27,29.0,18,13,,,,,,,,,,,,,,,
801,27,29.0,18,14,1.0,2.0,,30000.0,30000.0,9.0,2008.0,12.0,2.0,3.0,1.2,5.0,0.0,9.0,2009.0
801,27,29.0,18,19,1.0,2.0,,200000.0,0.0,12.0,2007.0,36.0,4.0,,1.14,5.0,0.0,12.0,2010.0
803,1,3.0,11,13,,,,,,,,,,,,,,,
803,1,3.0,11,14,1.0,3.0,,1000000.0,1000000.0,7.0,2007.0,12.0,1.0,2.0,1.1,5.0,132000.0,7.0,2009.0
803,1,3.0,11,15,,,,,,,,,,,,,,,
803,1,9.0,3,13,,,,,,,,,,,,,,,
803,1,9.0,3,14,,,,,,,,,,,,,,,
803,1,9.0,3,15,,,,,,,,,,,,,,,
803,1,17.0,11,13,,,,,,,,,,,,,,,
803,1,17.0,11,14,1.0,1.0,-1.0,7000.0,7000.0,7.0,2005.0,-1.0,3.0,,0.5,5.0,420.0,12.0,2008.0
803,1,17.0,11,15,,,,,,,,,,,,,,,
803,1,21.0,13,14,1.0,5.0,,80000.0,84800.0,6.0,2007.0,36.0,1.0,2.0,13.2,8.0,84800.0,9.0,2007.0
803,1,21.0,13,15,,,,,,,,,,,,,,,
803,1,21.0,13,19,1.0,3.0,,25000.0,28450.0,3.0,2008.0,12.0,1.0,1.0,13.8,8.0,28450.0,3.0,2009.0
803,3,3.0,20,13,,,,,,,,,,,,,,,
803,3,3.0,20,14,,,,,,,,,,,,,,,
803,3,3.0,20,15,1.0,2.0,,30000.0,15000.0,4.0,2005.0,60.0,4.0,,1.5,5.0,6000.0,4.0,2010.0
803,3,9.0,14,14,,,,,,,,,,,,,,,
803,3,9.0,14,15,,,,,,,,,,,,,,,
803,3,9.0,14,19,1.0,1.0,1.0,6000.0,6000.0,12.0,2004.0,12.0,8.0,,0.5,8.0,-1.0,-2.0,-2.0
803,3,15.0,13,13,1.0,8.0,,20000.0,20000.0,7.0,2008.0,2.0,3.0,,0.0,,0.0,-2.0,-2.0
803,3,15.0,13,14,1.0,1.0,1.0,5000.0,5000.0,9.0,2007.0,12.0,1.0,1.0,0.56,5.0,336.0,-2.0,-2.0
803,3,15.0,13,15,1.0,1.0,7.0,5000.0,5000.0,7.0,2008.0,12.0,13.0,,0.35,5.0,175.0,6.0,2009.0
803,5,5.0,15,13,1.0,8.0,,40000.0,40000.0,3.0,2006.0,-1.0,1.0,1.0,0.0,,0.0,-1.0,-1.0
803,5,5.0,15,14,1.0,1.0,-1.0,6000.0,6042.0,5.0,2008.0,36.0,8.0,,0.7,5.0,0.0,-2.0,-2.0
803,5,5.0,15,15,1.0,1.0,-1.0,4000.0,0.0,4.0,2008.0,36.0,8.0,,7.2,8.0,0.0,-2.0,-2.0
803,5,11.0,6,13,1.0,2.0,,30000.0,31000.0,5.0,2008.0,6.0,2.0,1.0,1.5,5.0,0.0,11.0,2008.0
803,5,11.0,6,14,1.0,8.0,,5000.0,5000.0,8.0,2007.0,12.0,4.0,,0.0,,0.0,9.0,2008.0
803,5,11.0,6,15,,,,,,,,,,,,,,,
803,7,1.0,31,13,,,,,,,,,,,,,,,
803,7,1.0,31,14,,,,,,,,,,,,,,,
803,7,1.0,31,15,,,,,,,,,,,,,,,
803,7,3.0,29,13,1.0,8.0,,2500.0,0.0,6.0,2007.0,10.0,1.0,1.0,0.0,,2500.0,4.0,2008.0
803,7,3.0,29,14,2.0,8.0,,400.0,0.0,3.0,2008.0,1.0,7.0,,0.0,,400.0,4.0,2008.0
803,7,3.0,29,14,1.0,7.0,,200.0,0.0,8.0,2007.0,1.0,7.0,,0.6,5.0,260.0,10.0,2007.0
803,7,3.0,29,15,6.0,7.0,,2000.0,2100.0,8.0,2008.0,2.0,8.0,,10.0,5.0,0.0,10.0,2008.0
803,7,3.0,29,15,5.0,7.0,,1000.0,1200.0,6.0,2008.0,2.0,8.0,,10.0,5.0,1200.0,8.0,2008.0
803,7,3.0,29,15,1.0,7.0,,1000.0,1200.0,10.0,2007.0,2.0,8.0,,10.0,5.0,1200.0,12.0,2007.0
803,7,3.0,29,15,4.0,7.0,,1000.0,1200.0,4.0,2008.0,2.0,8.0,,10.0,5.0,1200.0,6.0,2008.0
803,7,3.0,29,15,2.0,7.0,,1000.0,1200.0,12.0,2007.0,2.0,8.0,,10.0,5.0,1200.0,2.0,2008.0
803,7,3.0,29,15,3.0,7.0,,1000.0,1200.0,2.0,2008.0,2.0,8.0,,10.0,5.0,1200.0,4.0,2008.0
803,7,5.0,21,13,,,,,,,,,,,,,,,
803,7,5.0,21,14,,,,,,,,,,,,,,,
803,7,5.0,21,15,,,,,,,,,,,,,,,
803,7,9.0,16,13,,,,,,,,,,,,,,,
803,7,9.0,16,14,1.0,1.0,1.0,8000.0,8440.0,10.0,2007.0,5.0,6.0,,0.5,5.0,0.0,-2.0,-2.0
803,7,9.0,16,15,,,,,,,,,,,,,,,
803,7,11.0,18,13,,,,,,,,,,,,,,,
803,7,11.0,18,14,,,,,,,,,,,,,,,
803,7,11.0,18,15,,,,,,,,,,,,,,,
803,7,13.0,38,13,,,,,,,,,,,,,,,
803,7,13.0,38,14,,,,,,,,,,,,,,,
803,7,13.0,38,15,,,,,,,,,,,,,,,
803,7,15.0,14,13,,,,,,,,,,,,,,,
803,7,15.0,14,14,,,,,,,,,,,,,,,
803,7,15.0,14,15,1.0,2.0,,50000.0,50787.0,6.0,2007.0,24.0,1.0,1.0,1.75,5.0,4700.0,6.0,2009.0
803,7,19.0,21,14,,,,,,,,,,,,,,,
803,7,19.0,21,19,,,,,,,,,,,,,,,
803,7,19.0,21,20,1.0,2.0,,15000.0,15000.0,9.0,2007.0,12.0,3.0,,1.5,5.0,0.0,9.0,2008.0
803,7,27.0,16,13,,,,,,,,,,,,,,,
803,7,27.0,16,14,1.0,2.0,,10000.0,1380.0,10.0,2007.0,6.0,2.0,1.0,1.15,5.0,1007.0,7.0,2008.0
803,7,27.0,16,15,1.0,2.0,,50000.0,52200.0,4.0,2008.0,10.0,1.0,1.0,1.1,5.0,52200.0,6.0,2009.0
803,7,29.0,34,13,,,,,,,,,,,,,,,
803,7,29.0,34,14,,,,,,,,,,,,,,,
803,7,29.0,34,15,,,,,,,,,,,,,,,
803,9,7.0,7,13,1.0,8.0,,3000.0,3000.0,12.0,2007.0,24.0,8.0,,0.0,,0.0,12.0,2008.0
803,9,7.0,7,14,,,,,,,,,,,,,,,
803,9,7.0,7,15,,,,,,,,,,,,,,,
803,9,13.0,8,13,1.0,2.0,,3000.0,0.0,6.0,2007.0,6.0,1.0,1.0,1.15,5.0,3225.0,12.0,2007.0
803,9,13.0,8,14,1.0,2.0,,8500.0,0.0,6.0,2007.0,6.0,1.0,1.0,1.15,5.0,9086.0,4.0,2008.0
803,9,13.0,8,14,2.0,8.0,,20000.0,0.0,9.0,2007.0,6.0,1.0,1.0,0.0,,20000.0,4.0,2008.0
803,9,13.0,8,15,1.0,2.0,,30000.0,0.0,2.0,2006.0,24.0,13.0,,1.05,5.0,30000.0,10.0,2007.0
803,9,21.0,7,13,1.0,2.0,,30000.0,30000.0,10.0,2005.0,12.0,1.0,1.0,1.2,5.0,4320.0,12.0,2009.0
803,9,21.0,7,14,1.0,7.0,,1500.0,1500.0,6.0,2007.0,12.0,8.0,,2.0,5.0,360.0,10.0,2008.0
803,9,21.0,7,21,1.0,6.0,,4000.0,4000.0,6.0,2005.0,12.0,1.0,1.0,0.65,5.0,312.0,6.0,2009.0
803,11,1.0,11,13,,,,,,,,,,,,,,,
803,11,1.0,11,14,,,,,,,,,,,,,,,
803,11,1.0,11,15,1.0,2.0,,30000.0,30690.0,3.0,2008.0,12.0,1.0,1.0,1.15,5.0,0.0,9.0,2008.0
803,11,7.0,23,13,1.0,7.0,,5000.0,5000.0,4.0,2008.0,8.0,8.0,,3.0,5.0,1227.0,8.0,2008.0
803,11,7.0,23,15,,,,,,,,,,,,,,,
803,11,7.0,23,19,1.0,9.0,,8000.0,4000.0,5.0,2007.0,3.0,1.0,1.0,1.0,5.0,4000.0,7.0,2008.0
803,11,11.0,29,13,1.0,2.0,,2000.0,2000.0,6.0,2003.0,12.0,8.0,,0.5,5.0,120.0,2.0,2008.0
803,11,11.0,29,14,1.0,8.0,,10000.0,0.0,9.0,2007.0,12.0,4.0,,0.0,,10000.0,8.0,2008.0
803,11,11.0,29,15,,,,,,,,,,,,,,,
