tinh,huyen,xa,diaban,hoso,m8ma1,m8c8,m8c9,m8c10a,m8c10b,m8c11a,m8c11b,m8c12,m8c13,m8c14,m8c15a,m8c15b,m8c16,m8c17a,m8c17b
401,39,41.0,3,14,1.0,1.0,40.0,8000.0,8000.0,9.0,2007.0,48.0,6.0,,0.5,5.0,480.0,9.0,2011.0
401,39,41.0,3,15,2.0,7.0,,2000.0,2000.0,10.0,2006.0,36.0,4.0,,1.0,5.0,240.0,-2.0,-2.0
401,39,41.0,3,15,3.0,8.0,,4000.0,2000.0,10.0,2006.0,24.0,4.0,,0.0,,2000.0,-2.0,-2.0
401,39,41.0,3,15,1.0,9.0,,2000.0,2000.0,4.0,2007.0,24.0,2.0,1.0,1.0,5.0,240.0,4.0,2009.0
401,39,49.0,14,13,,,,,,,,,,,,,,,
401,39,49.0,14,14,1.0,8.0,,2100.0,2100.0,4.0,2004.0,72.0,2.0,1.0,0.0,,0.0,2.0,2010.0
401,39,49.0,14,15,1.0,2.0,,40000.0,40000.0,6.0,2004.0,60.0,1.0,1.0,1.1,5.0,5280.0,2.0,2010.0
401,41,5.0,6,13,,,,,,,,,,,,,,,
401,41,5.0,6,14,1.0,2.0,,10000.0,10000.0,9.0,2006.0,2.0,2.0,1.0,1.2,8.0,11440.0,9.0,2008.0
401,41,5.0,6,14,2.0,1.0,15.0,5000.0,5000.0,8.0,2008.0,3.0,1.0,1.0,0.65,8.0,0.0,9.0,2010.0
401,41,5.0,6,15,1.0,2.0,,10000.0,10000.0,10.0,2006.0,24.0,6.0,,1.7,8.0,12040.0,9.0,2009.0
401,41,5.0,6,15,2.0,1.0,20.0,12000.0,12000.0,2.0,2008.0,60.0,6.0,,0.5,8.0,0.0,1.0,2013.0
401,41,17.0,9,13,1.0,1.0,1.0,5000.0,5000.0,7.0,2007.0,36.0,3.0,,0.65,5.0,5390.0,6.0,2008.0
401,41,17.0,9,14,,,,,,,,,,,,,,,
401,41,17.0,9,15,,,,,,,,,,,,,,,
401,41,29.0,3,13,,,,,,,,,,,,,,,
401,41,29.0,3,15,,,,,,,,,,,,,,,
401,41,29.0,3,19,1.0,8.0,,5000.0,5000.0,3.0,2008.0,8.0,7.0,,0.0,,0.0,12.0,2008.0
401,41,43.0,8,13,,,,,,,,,,,,,,,
401,41,43.0,8,14,,,,,,,,,,,,,,,
401,41,43.0,8,15,,,,,,,,,,,,,,,
401,41,57.0,13,14,,,,,,,,,,,,,,,
401,41,57.0,13,15,,,,,,,,,,,,,,,
401,41,57.0,13,19,,,,,,,,,,,,,,,
401,43,9.0,3,13,1.0,8.0,,7000.0,7000.0,9.0,2007.0,48.0,4.0,,0.0,,0.0,1.0,2010.0
401,43,9.0,3,14,1.0,2.0,,10000.0,10000.0,9.0,2007.0,12.0,4.0,,1.75,5.0,2100.0,10.0,2008.0
401,43,9.0,3,15,1.0,8.0,,1000.0,0.0,9.0,2008.0,12.0,7.0,,0.0,,0.0,9.0,2009.0
401,43,25.0,5,13,1.0,1.0,5.0,8000.0,8000.0,10.0,2007.0,36.0,6.0,,0.6,8.0,0.0,10.0,2010.0
401,43,25.0,5,14,,,,,,,,,,,,,,,
401,43,25.0,5,15,,,,,,,,,,,,,,,
401,43,41.0,4,13,1.0,1.0,14.0,10000.0,10000.0,10.0,2007.0,36.0,6.0,,0.65,5.0,520.0,8.0,2009.0
401,43,41.0,4,14,1.0,1.0,1.0,7000.0,7000.0,9.0,2007.0,36.0,4.0,,0.5,6.0,350.0,9.0,2009.0
401,43,41.0,4,14,2.0,7.0,,4000.0,4000.0,12.0,2007.0,12.0,4.0,,1.5,5.0,3600.0,12.0,2008.0
401,43,41.0,4,15,,,,,,,,,,,,,,,
401,43,57.0,7,13,,,,,,,,,,,,,,,
401,43,57.0,7,14,,,,,,,,,,,,,,,
401,43,57.0,7,15,1.0,5.0,,4000.0,4000.0,6.0,2008.0,12.0,7.0,,1.75,5.0,210.0,6.0,2009.0
401,43,71.0,15,14,,,,,,,,,,,,,,,
401,43,71.0,15,15,,,,,,,,,,,,,,,
401,43,71.0,15,20,,,,,,,,,,,,,,,
401,43,87.0,3,15,1.0,8.0,,15000.0,15000.0,7.0,2007.0,24.0,4.0,,0.0,,0.0,12.0,2009.0
401,43,87.0,3,19,1.0,8.0,,3000.0,3000.0,11.0,2007.0,12.0,7.0,,1.0,5.0,180.0,11.0,2008.0
401,43,87.0,3,20,1.0,7.0,,3500.0,4340.0,5.0,2008.0,12.0,10.0,,2.0,5.0,0.0,5.0,2009.0
401,45,5.0,8,13,,,,,,,,,,,,,,,
401,45,5.0,8,14,,,,,,,,,,,,,,,
401,45,5.0,8,15,1.0,1.0,25.0,14000.0,14000.0,10.0,2007.0,24.0,6.0,,0.65,8.0,11049.0,6.0,2009.0
401,45,5.0,8,15,2.0,1.0,25.0,8000.0,8000.0,9.0,2007.0,36.0,6.0,,0.05,8.0,48.0,9.0,2010.0
401,45,5.0,8,15,3.0,8.0,,20000.0,20000.0,1.0,2006.0,36.0,4.0,,0.0,,0.0,9.0,2010.0
401,45,17.0,8,13,,,,,,,,,,,,,,,
401,45,17.0,8,19,1.0,2.0,,7000.0,0.0,12.0,2007.0,12.0,2.0,1.0,1.2,5.0,7504.0,6.0,2008.0
401,45,17.0,8,20,1.0,2.0,,8000.0,8000.0,11.0,2007.0,12.0,1.0,4.0,1.1,5.0,4664.0,11.0,2008.0
401,45,31.0,10,13,,,,,,,,,,,,,,,
401,45,31.0,10,14,3.0,8.0,,3000.0,3000.0,12.0,2007.0,24.0,5.0,,0.0,,0.0,12.0,2009.0
401,45,31.0,10,14,1.0,1.0,5.0,3000.0,3000.0,12.0,2007.0,36.0,6.0,,0.5,8.0,150.0,3.0,2010.0
401,45,31.0,10,14,2.0,1.0,5.0,3000.0,3000.0,3.0,2008.0,24.0,6.0,,5.0,8.0,0.0,3.0,2010.0
401,45,31.0,10,20,1.0,8.0,,100000.0,0.0,12.0,2006.0,16.0,13.0,,0.0,,114500.0,5.0,2008.0
401,47,1.0,5,14,1.0,5.0,,120000.0,100000.0,4.0,2008.0,36.0,1.0,2.0,1.5,5.0,20000.0,4.0,2010.0
401,47,1.0,5,14,2.0,8.0,,100000.0,10000.0,7.0,2005.0,24.0,1.0,2.0,1.05,5.0,10000.0,12.0,2008.0
401,47,1.0,5,15,,,,,,,,,,,,,,,
401,47,1.0,5,20,1.0,2.0,,20000.0,20000.0,7.0,2007.0,12.0,4.0,,1.2,5.0,2640.0,7.0,2008.0
401,47,7.0,7,13,1.0,1.0,10.0,5000.0,5000.0,7.0,2005.0,36.0,8.0,,0.65,5.0,390.0,7.0,2008.0
401,47,7.0,7,13,2.0,2.0,,20000.0,20000.0,2.0,2008.0,24.0,8.0,,1.14,5.0,1140.0,2.0,2009.0
401,47,7.0,7,14,,,,,,,,,,,,,,,
401,47,7.0,7,15,,,,,,,,,,,,,,,
401,47,21.0,4,14,1.0,5.0,,10000.0,10000.0,11.0,2007.0,12.0,2.0,1.0,1.3,5.0,780.0,11.0,2008.0
401,47,21.0,4,15,,,,,,,,,,,,,,,
401,47,21.0,4,19,1.0,5.0,,30000.0,30000.0,3.0,2008.0,12.0,1.0,3.0,1.3,5.0,1170.0,3.0,2009.0
401,47,33.0,14,13,1.0,1.0,23.0,5000.0,5000.0,5.0,2007.0,36.0,1.0,1.0,0.65,5.0,390.0,5.0,2010.0
401,47,33.0,14,14,,,,,,,,,,,,,,,
401,47,33.0,14,15,,,,,,,,,,,,,,,
401,47,45.0,3,13,,,,,,,,,,,,,,,
401,47,45.0,3,15,1.0,1.0,250.0,5000.0,5000.0,6.0,2006.0,36.0,1.0,1.0,0.65,5.0,390.0,6.0,2009.0
401,47,45.0,3,20,4.0,8.0,,90000.0,90000.0,9.0,2007.0,10.0,2.0,3.0,0.0,,0.0,12.0,2010.0
401,47,45.0,3,20,3.0,5.0,,12000.0,12000.0,9.0,2007.0,12.0,2.0,3.0,1.5,5.0,2160.0,9.0,2008.0
401,47,45.0,3,20,1.0,2.0,,15000.0,15000.0,10.0,2007.0,2.0,3.0,,1.75,5.0,3150.0,10.0,2008.0
401,47,45.0,3,20,2.0,3.0,,135000.0,100000.0,2.0,2008.0,36.0,2.0,3.0,1.75,5.0,16537.0,2.0,2011.0
401,47,57.0,10,13,1.0,7.0,,4000.0,4000.0,10.0,2007.0,20.0,1.0,1.0,1.75,5.0,840.0,8.0,2009.0
401,47,57.0,10,13,2.0,2.0,,4000.0,0.0,7.0,2006.0,36.0,2.0,1.0,1.15,5.0,3000.0,9.0,2008.0
401,47,57.0,10,14,1.0,8.0,,800.0,800.0,8.0,2008.0,10.0,3.0,,0.0,,0.0,8.0,2009.0
401,47,57.0,10,19,1.0,2.0,,5000.0,3000.0,10.0,2007.0,24.0,1.0,1.0,1.75,5.0,3050.0,10.0,2009.0
401,49,3.0,4,13,,,,,,,,,,,,,,,
401,49,3.0,4,14,1.0,1.0,1.0,2500.0,2500.0,3.0,2007.0,36.0,6.0,,0.6,5.0,0.0,3.0,2009.0
401,49,3.0,4,15,,,,,,,,,,,,,,,
401,49,17.0,9,13,,,,,,,,,,,,,,,
401,49,17.0,9,14,,,,,,,,,,,,,,,
401,49,17.0,9,15,,,,,,,,,,,,,,,
401,49,29.0,7,13,1.0,8.0,,3000.0,3000.0,10.0,2007.0,24.0,10.0,,0.0,,0.0,5.0,2009.0
401,49,29.0,7,14,1.0,8.0,,3000.0,3000.0,8.0,2007.0,24.0,3.0,,1.2,5.0,432.0,8.0,2009.0
401,49,29.0,7,15,1.0,2.0,,5000.0,5000.0,3.0,2007.0,24.0,3.0,,1.05,3.0,500.0,12.0,2007.0
401,49,43.0,13,13,,,,,,,,,,,,,,,
401,49,43.0,13,14,1.0,8.0,,3000.0,3360.0,10.0,2007.0,8.0,4.0,,1.5,5.0,3360.0,5.0,2008.0
401,49,43.0,13,15,1.0,2.0,,20000.0,20000.0,8.0,2007.0,36.0,8.0,,1.45,5.0,348.0,8.0,2010.0
401,49,57.0,3,13,,,,,,,,,,,,,,,
401,49,57.0,3,14,,,,,,,,,,,,,,,
401,49,57.0,3,15,1.0,8.0,,5000.0,0.0,8.0,2007.0,12.0,10.0,,0.0,,5000.0,6.0,2008.0
401,49,81.0,11,13,2.0,8.0,,10000.0,3810.0,2.0,2008.0,12.0,1.0,1.0,1.7,5.0,6190.0,2.0,2009.0
401,49,81.0,11,13,1.0,2.0,,10000.0,8810.0,2.0,2008.0,12.0,1.0,1.0,1.7,5.0,1190.0,2.0,2009.0
401,49,81.0,11,14,,,,,,,,,,,,,,,
401,49,81.0,11,15,,,,,,,,,,,,,,,
401,51,19.0,5,13,1.0,1.0,40.0,5000.0,500.0,9.0,2007.0,36.0,1.0,1.0,0.65,5.0,390.0,9.0,2009.0
401,51,19.0,5,14,,,,,,,,,,,,,,,
401,51,19.0,5,15,,,,,,,,,,,,,,,
401,51,33.0,2,13,,,,,,,,,,,,,,,
401,51,33.0,2,14,1.0,2.0,,2000.0,0.0,8.0,2007.0,12.0,6.0,,1.35,5.0,2324.0,8.0,2008.0
401,51,33.0,2,15,,,,,,,,,,,,,,,
401,51,45.0,8,14,1.0,2.0,,10000.0,10000.0,7.0,2007.0,24.0,8.0,,1.25,5.0,8500.0,3.0,2009.0
401,51,45.0,8,15,2.0,7.0,,60000.0,0.0,10.0,2007.0,5.0,2.0,4.0,1.5,5.0,60000.0,10.0,2007.0
401,51,45.0,8,15,1.0,2.0,,120000.0,0.0,10.0,2007.0,8.0,2.0,4.0,1.28,5.0,120000.0,1.0,2008.0
401,51,45.0,8,23,1.0,2.0,,5000.0,5150.0,3.0,2007.0,36.0,10.0,,0.6,5.0,98.0,9.0,2010.0
401,51,59.0,1,13,1.0,2.0,,20000.0,20000.0,7.0,2007.0,36.0,3.0,,1.25,5.0,7000.0,3.0,2009.0
401,51,59.0,1,14,1.0,2.0,,6000.0,6000.0,7.0,2007.0,36.0,10.0,,0.65,5.0,468.0,5.0,2009.0
401,51,59.0,1,15,,,,,,,,,,,,,,,
401,53,11.0,15,13,,,,,,,,,,,,,,,
401,53,11.0,15,14,,,,,,,,,,,,,,,
401,53,11.0,15,19,1.0,1.0,14.0,3000.0,3468.0,9.0,2006.0,24.0,3.0,,0.65,5.0,234.0,8.0,2008.0
401,53,23.0,9,13,,,,,,,,,,,,,,,
401,53,23.0,9,14,,,,,,,,,,,,,,,
401,53,23.0,9,15,,,,,,,,,,,,,,,
401,53,39.0,14,13,,,,,,,,,,,,,,,
401,53,39.0,14,14,,,,,,,,,,,,,,,
401,53,39.0,14,20,1.0,8.0,,15000.0,15000.0,10.0,2007.0,24.0,4.0,,0.0,,0.0,10.0,2007.0
401,53,51.0,6,13,,,,,,,,,,,,,,,
401,53,51.0,6,14,,,,,,,,,,,,,,,
401,53,51.0,6,15,,,,,,,,,,,,,,,
401,53,61.0,7,13,1.0,6.0,,2000.0,2000.0,9.0,2008.0,10.0,6.0,,1.0,5.0,0.0,9.0,2009.0
401,53,61.0,7,14,1.0,1.0,53.0,2000.0,2000.0,6.0,2007.0,24.0,3.0,,0.5,5.0,160.0,6.0,2009.0
401,53,61.0,7,15,,,,,,,,,,,,,,,
403,1,1.0,13,13,,,,,,,,,,,,,,,
403,1,1.0,13,14,,,,,,,,,,,,,,,
403,1,1.0,13,20,,,,,,,,,,,,,,,
403,1,7.0,18,13,,,,,,,,,,,,,,,
403,1,7.0,18,14,1.0,8.0,,8000.0,8000.0,7.0,2007.0,60.0,13.0,,0.65,5.0,0.0,12.0,2009.0
403,1,7.0,18,15,,,,,,,,,,,,,,,
403,1,9.0,27,13,,,,,,,,,,,,,,,
403,1,9.0,27,22,,,,,,,,,,,,,,,
403,1,9.0,27,23,,,,,,,,,,,,,,,
403,1,15.0,6,13,,,,,,,,,,,,,,,
403,1,15.0,6,14,,,,,,,,,,,,,,,
403,1,15.0,6,20,1.0,8.0,,30000.0,30000.0,2.0,2008.0,12.0,4.0,,0.0,,0.0,2.0,2009.0
403,1,19.0,26,13,,,,,,,,,,,,,,,
403,1,19.0,26,14,,,,,,,,,,,,,,,
403,1,19.0,26,19,,,,,,,,,,,,,,,
403,1,23.0,2,13,,,,,,,,,,,,,,,
403,1,23.0,2,14,,,,,,,,,,,,,,,
403,1,23.0,2,19,,,,,,,,,,,,,,,
403,1,29.0,23,14,,,,,,,,,,,,,,,
403,1,29.0,23,15,,,,,,,,,,,,,,,
403,1,29.0,23,22,,,,,,,,,,,,,,,
403,3,3.0,9,13,,,,,,,,,,,,,,,
403,3,3.0,9,14,,,,,,,,,,,,,,,
403,3,3.0,9,15,1.0,2.0,,100000.0,100000.0,10.0,2006.0,60.0,1.0,2.0,17.0,8.0,16992.0,-2.0,2012.0
403,3,11.0,9,13,,,,,,,,,,,,,,,
403,3,11.0,9,14,,,,,,,,,,,,,,,
403,3,11.0,9,15,1.0,7.0,,90000.0,50000.0,9.0,2007.0,60.0,13.0,,0.7,5.0,40000.0,12.0,2009.0
403,5,19.0,11,13,1.0,8.0,,200.0,200.0,6.0,2008.0,-1.0,8.0,,0.0,,0.0,-2.0,-2.0
403,5,19.0,11,14,1.0,1.0,20.0,15000.0,15000.0,11.0,2007.0,60.0,4.0,,0.6,5.0,900.0,11.0,2012.0
403,5,19.0,11,15,,,,,,,,,,,,,,,
403,7,13.0,8,13,1.0,1.0,50.0,15000.0,15000.0,10.0,2007.0,36.0,2.0,1.0,0.9,5.0,540.0,10.0,2010.0
403,7,13.0,8,14,1.0,1.0,43.0,20000.0,20000.0,7.0,2007.0,36.0,2.0,4.0,0.6,5.0,1440.0,7.0,2009.0
403,7,13.0,8,15,1.0,1.0,9.0,12000.0,12000.0,8.0,2007.0,36.0,2.0,1.0,1.25,5.0,1560.0,4.0,2009.0
403,9,21.0,4,13,,,,,,,,,,,,,,,
403,9,21.0,4,14,,,,,,,,,,,,,,,
403,9,21.0,4,23,,,,,,,,,,,,,,,
403,11,1.0,23,13,,,,,,,,,,,,,,,
403,11,1.0,23,14,,,,,,,,,,,,,,,
403,11,1.0,23,15,,,,,,,,,,,,,,,
403,11,9.0,6,13,,,,,,,,,,,,,,,
403,11,9.0,6,14,2.0,8.0,,10000.0,10000.0,2.0,2007.0,36.0,1.0,1.0,2.0,5.0,0.0,10.0,2009.0
403,11,9.0,6,14,1.0,1.0,1.0,5000.0,5000.0,2.0,2006.0,36.0,1.0,1.0,0.6,5.0,360.0,2.0,2009.0
403,11,9.0,6,15,1.0,1.0,1.0,16000.0,16000.0,9.0,2007.0,36.0,6.0,,0.5,5.0,0.0,9.0,2010.0
403,11,23.0,7,13,1.0,2.0,,10000.0,8000.0,9.0,2006.0,36.0,4.0,,1.55,5.0,1000.0,-2.0,2009.0
403,11,23.0,7,14,1.0,8.0,,2000.0,2000.0,6.0,2008.0,12.0,4.0,,0.0,,0.0,12.0,2008.0
403,11,23.0,7,15,1.0,2.0,,5000.0,5000.0,9.0,2007.0,36.0,8.0,,0.65,5.0,195.0,3.0,2009.0
403,11,41.0,4,13,,,,,,,,,,,,,,,
403,11,41.0,4,14,1.0,2.0,,10000.0,10000.0,7.0,2007.0,36.0,7.0,,1.25,5.0,0.0,7.0,2010.0
403,11,41.0,4,15,,,,,,,,,,,,,,,
403,13,13.0,3,15,,,,,,,,,,,,,,,
403,13,13.0,3,20,,,,,,,,,,,,,,,
403,13,13.0,3,21,,,,,,,,,,,,,,,
403,13,31.0,2,13,,,,,,,,,,,,,,,
403,13,31.0,2,14,1.0,1.0,2.0,6000.0,6000.0,7.0,2007.0,36.0,4.0,,0.65,8.0,0.0,7.0,2010.0
403,13,31.0,2,19,,,,,,,,,,,,,,,
403,13,43.0,3,13,,,,,,,,,,,,,,,
403,13,43.0,3,14,1.0,1.0,10.0,8000.0,8624.0,4.0,2007.0,24.0,1.0,1.0,0.65,5.0,8624.0,5.0,2008.0
403,13,43.0,3,15,,,,,,,,,,,,,,,
403,15,5.0,5,13,1.0,1.0,1.0,10000.0,10000.0,6.0,2008.0,36.0,2.0,1.0,0.65,5.0,0.0,6.0,2011.0
403,15,5.0,5,15,2.0,8.0,,1500.0,1500.0,7.0,2007.0,36.0,4.0,,0.0,,0.0,-2.0,-2.0
403,15,5.0,5,15,1.0,1.0,21.0,10000.0,10000.0,5.0,2008.0,36.0,4.0,,0.65,5.0,0.0,-2.0,-2.0
403,15,5.0,5,21,,,,,,,,,,,,,,,
403,15,35.0,10,13,1.0,1.0,15.0,20000.0,20000.0,5.0,2008.0,60.0,2.0,1.0,0.8,6.0,0.0,5.0,2012.0
403,15,35.0,10,14,1.0,1.0,30.0,6000.0,6000.0,6.0,2005.0,36.0,4.0,,0.65,8.0,0.0,-2.0,-2.0
403,15,35.0,10,14,2.0,2.0,,10000.0,10000.0,8.0,2007.0,36.0,2.0,1.0,0.82,8.0,0.0,-2.0,-2.0
403,15,35.0,10,15,1.0,1.0,1.0,5000.0,5000.0,4.0,2008.0,4.0,2.0,1.0,0.6,5.0,60.0,4.0,2011.0
403,17,7.0,10,13,,,,,,,,,,,,,,,
403,17,7.0,10,14,,,,,,,,,,,,,,,
403,17,7.0,10,19,1.0,2.0,,3500.0,3619.0,2.0,2008.0,36.0,8.0,,1.7,5.0,227.0,2.0,2010.0
403,17,17.0,12,13,,,,,,,,,,,,,,,
403,17,17.0,12,15,,,,,,,,,,,,,,,
403,17,17.0,12,20,,,,,,,,,,,,,,,
403,17,23.0,1,13,1.0,2.0,,7000.0,7834.0,7.0,2007.0,5.0,7.0,,13.0,8.0,834.0,7.0,2012.0
403,17,23.0,1,13,2.0,5.0,,5000.0,5480.0,12.0,2007.0,5.0,7.0,,13.0,8.0,480.0,12.0,2012.0
403,17,23.0,1,14,,,,,,,,,,,,,,,
403,17,23.0,1,15,,,,,,,,,,,,,,,
403,17,33.0,10,14,,,,,,,,,,,,,,,
403,17,33.0,10,15,,,,,,,,,,,,,,,
403,17,33.0,10,19,,,,,,,,,,,,,,,
403,17,43.0,7,13,,,,,,,,,,,,,,,
403,17,43.0,7,14,,,,,,,,,,,,,,,
403,17,43.0,7,19,,,,,,,,,,,,,,,
403,17,51.0,3,13,1.0,5.0,,14000.0,14483.0,3.0,2008.0,12.0,8.0,,1.15,5.0,0.0,2.0,2009.0
403,17,51.0,3,14,,,,,,,,,,,,,,,
403,17,51.0,3,15,3.0,8.0,,31000.0,31000.0,11.0,2006.0,18.0,4.0,,0.0,,31000.0,5.0,2007.0
403,17,51.0,3,15,2.0,5.0,,11000.0,11379.0,3.0,2008.0,12.0,3.0,,1.15,5.0,0.0,3.0,2009.0
403,17,51.0,3,15,1.0,1.0,1.0,2000.0,2039.0,2.0,2007.0,36.0,8.0,,0.65,5.0,117.0,2.0,2010.0
403,17,63.0,14,13,,,,,,,,,,,,,,,
403,17,63.0,14,14,,,,,,,,,,,,,,,
403,17,63.0,14,15,,,,,,,,,,,,,,,
403,17,75.0,5,13,,,,,,,,,,,,,,,
403,17,75.0,5,14,,,,,,,,,,,,,,,
403,17,75.0,5,15,,,,,,,,,,,,,,,
403,17,83.0,16,13,,,,,,,,,,,,,,,
403,17,83.0,16,14,,,,,,,,,,,,,,,
403,17,83.0,16,15,,,,,,,,,,,,,,,
403,19,1.0,2,13,,,,,,,,,,,,,,,
403,19,1.0,2,14,1.0,2.0,,2000.0,2090.0,2.0,2007.0,6.0,1.0,1.0,0.5,5.0,2090.0,5.0,2008.0
403,19,1.0,2,15,,,,,,,,,,,,,,,
403,19,15.0,16,14,,,,,,,,,,,,,,,
403,19,15.0,16,15,,,,,,,,,,,,,,,
403,19,15.0,16,19,,,,,,,,,,,,,,,
403,19,25.0,9,13,1.0,9.0,,4000.0,4000.0,2.0,2008.0,60.0,6.0,,0.6,5.0,0.0,-2.0,2013.0
403,19,25.0,9,14,,,,,,,,,,,,,,,
403,19,25.0,9,15,,,,,,,,,,,,,,,
403,19,35.0,5,13,1.0,8.0,,5000.0,5000.0,1.0,2008.0,-1.0,7.0,,0.0,,0.0,-2.0,-2.0
403,19,35.0,5,14,1.0,1.0,-1.0,3000.0,3000.0,1.0,2008.0,24.0,3.0,,0.6,5.0,0.0,1.0,2010.0
403,19,35.0,5,14,2.0,7.0,,1700.0,1700.0,3.0,2008.0,12.0,10.0,,0.0,,0.0,-2.0,-2.0
403,19,35.0,5,15,,,,,,,,,,,,,,,
403,21,15.0,6,13,,,,,,,,,,,,,,,
403,21,15.0,6,14,2.0,9.0,,1200.0,1200.0,8.0,2008.0,24.0,5.0,,0.0,,0.0,-1.0,-1.0
403,21,15.0,6,14,1.0,8.0,,2000.0,2000.0,8.0,2008.0,24.0,5.0,,0.0,,0.0,-1.0,-1.0
403,21,15.0,6,15,2.0,8.0,,200.0,0.0,12.0,2007.0,7.0,8.0,,0.0,,200.0,7.0,2008.0
403,21,15.0,6,15,1.0,1.0,3.0,5000.0,0.0,11.0,2006.0,60.0,2.0,1.0,0.0,,0.0,11.0,2011.0
403,23,3.0,3,13,,,,,,,,,,,,,,,
403,23,3.0,3,14,1.0,2.0,,20000.0,20000.0,11.0,2007.0,36.0,2.0,1.0,1.06,5.0,2544.0,11.0,2009.0
403,23,3.0,3,15,2.0,1.0,1.0,4000.0,0.0,5.0,2008.0,30.0,6.0,,0.5,5.0,0.0,10.0,2010.0
403,23,3.0,3,15,1.0,1.0,1.0,4000.0,0.0,10.0,2007.0,36.0,6.0,,0.5,5.0,0.0,10.0,2010.0
403,23,11.0,13,13,2.0,8.0,,10000.0,0.0,4.0,2007.0,12.0,13.0,,1.0,5.0,0.0,12.0,2007.0
403,23,11.0,13,13,1.0,6.0,,10000.0,0.0,4.0,2007.0,36.0,13.0,,1.25,5.0,0.0,12.0,2007.0
403,23,11.0,13,15,1.0,8.0,,1000.0,1000.0,2.0,2008.0,12.0,1.0,1.0,0.0,,0.0,12.0,2008.0
403,23,11.0,13,19,,,,,,,,,,,,,,,
403,23,19.0,12,13,,,,,,,,,,,,,,,
403,23,19.0,12,14,,,,,,,,,,,,,,,
403,23,19.0,12,15,,,,,,,,,,,,,,,
403,23,29.0,3,13,1.0,1.0,-1.0,12000.0,12660.0,9.0,2007.0,60.0,6.0,,0.5,5.0,0.0,9.0,2012.0
403,23,29.0,3,15,,,,,,,,,,,,,,,
403,23,29.0,3,20,,,,,,,,,,,,,,,
403,23,39.0,8,13,,,,,,,,,,,,,,,
403,23,39.0,8,14,,,,,,,,,,,,,,,
403,23,39.0,8,15,,,,,,,,,,,,,,,
403,23,49.0,11,14,1.0,1.0,-1.0,3000.0,3000.0,6.0,2008.0,36.0,1.0,1.0,0.6,5.0,0.0,6.0,2011.0
403,23,49.0,11,14,3.0,2.0,,9000.0,9000.0,3.0,2007.0,12.0,13.0,,1.1,5.0,8480.0,3.0,2008.0
403,23,49.0,11,14,2.0,2.0,,3000.0,3000.0,3.0,2008.0,12.0,3.0,,1.45,5.0,0.0,3.0,2009.0
403,23,49.0,11,19,1.0,2.0,,10000.0,5000.0,10.0,2007.0,12.0,1.0,1.0,1.1,5.0,5990.0,10.0,2008.0
403,23,49.0,11,20,1.0,8.0,,30000.0,30000.0,2.0,2008.0,24.0,2.0,1.0,0.0,,0.0,2.0,2010.0
403,23,59.0,4,13,1.0,1.0,-1.0,18000.0,9000.0,7.0,2007.0,48.0,1.0,1.0,0.65,5.0,1101.0,6.0,2011.0
403,23,59.0,4,13,2.0,8.0,,6000.0,6000.0,2.0,2008.0,36.0,7.0,,2.0,5.0,0.0,2.0,2011.0
403,23,59.0,4,13,3.0,2.0,,4000.0,4000.0,4.0,2007.0,12.0,7.0,,1.15,5.0,4184.0,4.0,2008.0
403,23,59.0,4,14,3.0,8.0,,20000.0,0.0,8.0,2007.0,24.0,3.0,,0.0,,0.0,-2.0,-2.0
403,23,59.0,4,14,4.0,8.0,,10000.0,0.0,3.0,2007.0,24.0,3.0,,0.0,,0.0,-2.0,-2.0
403,23,59.0,4,14,6.0,1.0,-1.0,7000.0,0.0,3.0,2008.0,60.0,6.0,,0.5,5.0,0.0,-2.0,-2.0
403,23,59.0,4,14,2.0,9.0,,11000.0,11000.0,8.0,2006.0,8.0,13.0,,0.0,,11000.0,7.0,2007.0
403,23,59.0,4,14,1.0,9.0,,9000.0,9000.0,8.0,2006.0,12.0,13.0,,0.0,,9000.0,7.0,2007.0
403,23,59.0,4,14,5.0,1.0,-1.0,7000.0,0.0,6.0,2007.0,60.0,6.0,,0.5,5.0,0.0,-2.0,-2.0
403,23,59.0,4,14,7.0,2.0,,15000.0,7000.0,6.0,2006.0,24.0,13.0,,1.25,5.0,9280.0,8.0,2007.0
403,23,59.0,4,15,,,,,,,,,,,,,,,
403,25,3.0,20,13,,,,,,,,,,,,,,,
403,25,3.0,20,15,,,,,,,,,,,,,,,
403,25,3.0,20,19,1.0,1.0,10.0,5000.0,5000.0,11.0,2006.0,36.0,6.0,,0.5,5.0,240.0,-2.0,-2.0
403,25,11.0,16,13,,,,,,,,,,,,,,,
403,25,11.0,16,14,,,,,,,,,,,,,,,
403,25,11.0,16,20,1.0,2.0,,10000.0,7000.0,3.0,2008.0,36.0,2.0,1.0,1.75,5.0,1225.0,-2.0,-2.0
403,25,21.0,14,13,,,,,,,,,,,,,,,
403,25,21.0,14,14,1.0,7.0,,100000.0,100000.0,1.0,2008.0,12.0,13.0,,1.1,3.0,18600.0,3.0,2008.0
403,25,21.0,14,15,,,,,,,,,,,,,,,
403,25,31.0,8,13,,,,,,,,,,,,,,,
403,25,31.0,8,15,,,,,,,,,,,,,,,
403,25,31.0,8,19,,,,,,,,,,,,,,,
403,25,41.0,7,13,,,,,,,,,,,,,,,
403,25,41.0,7,14,,,,,,,,,,,,,,,
403,25,41.0,7,15,,,,,,,,,,,,,,,
403,25,51.0,12,13,,,,,,,,,,,,,,,
