tinh,huyen,xa,m6stt,m6c31,m6c32,m6c33,m6c34
405,19,25,4,2,,,
405,19,25,5,2,,,
405,19,25,6,2,,,
405,19,25,7,2,,,
405,19,29,1,1,2.0,2.0,3.0
405,19,29,2,1,2.0,2.0,3.0
405,19,29,3,1,2.0,2.0,3.0
405,19,29,4,2,,,
405,19,29,5,2,,,
405,19,29,6,2,,,
405,19,29,7,2,,,
405,19,59,1,1,2.0,2.0,4.0
405,19,59,2,1,2.0,2.0,1.0
405,19,59,3,1,2.0,2.0,3.0
405,19,59,4,2,,,
405,19,59,5,2,,,
405,19,59,6,2,,,
405,19,59,7,2,,,
405,21,05,1,1,7.0,2.0,3.0
405,21,05,2,1,7.0,2.0,3.0
405,21,05,3,1,7.0,2.0,3.0
405,21,05,4,2,,,
405,21,05,5,2,,,
405,21,05,6,2,,,
405,21,05,7,2,,,
405,21,17,1,1,7.0,2.0,1.0
405,21,17,2,1,7.0,2.0,1.0
405,21,17,3,1,7.0,2.0,1.0
405,21,17,4,2,,,
405,21,17,5,1,7.0,2.0,1.0
405,21,17,6,2,,,
405,21,17,7,2,,,
407,01,19,1,1,3.0,2.0,1.0
407,01,19,2,1,2.0,2.0,1.0
407,01,19,3,1,2.0,2.0,1.0
407,01,19,4,2,,,
407,01,19,5,2,,,
407,01,19,6,2,,,
407,01,19,7,2,,,
407,01,25,1,1,2.0,1.0,1.0
407,01,25,2,1,2.0,1.0,2.0
407,01,25,3,1,2.0,1.0,2.0
407,01,25,4,2,,,
407,01,25,5,2,,,
407,01,25,6,2,,,
407,01,25,7,2,,,
407,03,07,1,1,3.0,2.0,3.0
407,03,07,2,1,3.0,2.0,3.0
407,03,07,3,1,3.0,2.0,3.0
407,03,07,4,2,,,
407,03,07,5,2,,,
407,03,07,6,2,,,
407,03,07,7,2,,,
407,03,08,1,1,3.0,2.0,1.0
407,03,08,2,1,3.0,2.0,1.0
407,03,08,3,1,3.0,2.0,1.0
407,03,08,4,2,,,
407,03,08,5,2,,,
407,03,08,6,2,,,
407,03,08,7,2,,,
407,03,21,1,1,9.0,3.0,4.0
407,03,21,2,1,9.0,3.0,4.0
407,03,21,3,1,9.0,3.0,4.0
407,03,21,4,2,,,
407,03,21,5,2,,,
407,03,21,6,2,,,
407,03,21,7,2,,,
407,03,29,1,1,12.0,1.0,2.0
407,03,29,2,1,12.0,1.0,2.0
407,03,29,3,1,12.0,1.0,2.0
407,03,29,4,2,,,
407,03,29,5,2,,,
407,03,29,6,2,,,
407,03,29,7,2,,,
407,05,17,1,1,12.0,3.0,5.0
407,05,17,2,1,3.0,2.0,1.0
407,05,17,3,1,3.0,2.0,1.0
407,05,17,4,2,,,
407,05,17,5,2,,,
407,05,17,6,2,,,
407,05,17,7,2,,,
407,05,27,1,1,3.0,2.0,1.0
407,05,27,2,1,3.0,2.0,1.0
407,05,27,3,1,3.0,2.0,1.0
407,05,27,4,2,,,
407,05,27,5,2,,,
407,05,27,6,2,,,
407,05,27,7,2,,,
407,07,09,1,1,3.0,2.0,2.0
407,07,09,2,1,3.0,2.0,2.0
407,07,09,3,1,3.0,2.0,2.0
407,07,09,4,2,,,
407,07,09,5,1,3.0,2.0,1.0
407,07,09,6,2,,,
407,07,09,7,2,,,
407,07,15,1,1,1.0,1.0,2.0
407,07,15,2,1,1.0,1.0,2.0
407,07,15,3,1,1.0,1.0,2.0
407,07,15,4,2,,,
407,07,15,5,2,,,
407,07,15,6,2,,,
407,07,15,7,2,,,
407,07,19,1,1,2.0,2.0,1.0
407,07,19,2,1,2.0,2.0,1.0
407,07,19,3,1,2.0,2.0,1.0
407,07,19,4,2,,,
407,07,19,5,2,,,
407,07,19,6,2,,,
407,07,19,7,2,,,
407,07,25,1,1,2.0,2.0,2.0
407,07,25,2,1,2.0,2.0,2.0
407,07,25,3,1,2.0,2.0,2.0
407,07,25,4,2,,,
407,07,25,5,2,,,
407,07,25,6,2,,,
407,07,25,7,2,,,
407,07,33,1,1,3.0,1.0,3.0
407,07,33,2,1,3.0,1.0,3.0
407,07,33,3,1,3.0,1.0,3.0
407,07,33,4,2,,,
407,07,33,5,2,,,
407,07,33,6,2,,,
407,07,33,7,2,,,
407,07,49,1,1,5.0,2.0,1.0
407,07,49,2,1,5.0,1.0,1.0
407,07,49,3,1,5.0,1.0,3.0
407,07,49,4,2,,,
407,07,49,5,2,,,
407,07,49,6,2,,,
407,07,49,7,2,,,
407,07,51,1,1,2.0,2.0,2.0
407,07,51,2,1,2.0,2.0,2.0
407,07,51,3,1,2.0,2.0,2.0
407,07,51,4,2,,,
407,07,51,5,2,,,
407,07,51,6,2,,,
407,07,51,7,2,,,
407,07,57,1,1,2.0,2.0,4.0
407,07,57,2,1,3.0,2.0,4.0
407,07,57,3,1,3.0,2.0,4.0
407,07,57,4,2,,,
407,07,57,5,2,,,
407,07,57,6,2,,,
407,07,57,7,2,,,
407,07,61,1,1,7.0,2.0,3.0
407,07,61,2,1,7.0,2.0,3.0
407,07,61,3,1,7.0,2.0,3.0
407,07,61,4,2,,,
407,07,61,5,1,3.0,2.0,3.0
407,07,61,6,2,,,
407,07,61,7,2,,,
407,09,09,1,1,3.0,2.0,1.0
407,09,09,2,1,3.0,2.0,1.0
407,09,09,3,1,3.0,2.0,1.0
407,09,09,4,2,,,
407,09,09,5,1,3.0,2.0,1.0
407,09,09,6,2,,,
407,09,09,7,2,,,
407,09,15,1,1,3.0,2.0,2.0
407,09,15,2,1,3.0,2.0,2.0
407,09,15,3,1,3.0,2.0,2.0
407,09,15,4,2,,,
407,09,15,5,2,,,
407,09,15,6,2,,,
407,09,15,7,2,,,
407,09,21,1,1,3.0,2.0,1.0
407,09,21,2,1,3.0,2.0,1.0
407,09,21,3,1,3.0,2.0,1.0
407,09,21,4,2,,,
407,09,21,5,1,3.0,2.0,1.0
407,09,21,6,2,,,
407,09,21,7,2,,,
407,09,29,1,1,2.0,2.0,1.0
407,09,29,2,1,2.0,2.0,1.0
407,09,29,3,1,2.0,2.0,1.0
407,09,29,4,2,,,
407,09,29,5,2,,,
407,09,29,6,2,,,
407,09,29,7,2,,,
407,09,39,1,1,5.0,2.0,1.0
407,09,39,2,1,5.0,2.0,1.0
407,09,39,3,1,5.0,2.0,1.0
407,09,39,4,2,,,
407,09,39,5,2,,,
407,09,39,6,2,,,
407,09,39,7,2,,,
407,09,45,1,1,2.0,2.0,1.0
407,09,45,2,1,2.0,2.0,1.0
407,09,45,3,1,2.0,2.0,1.0
407,09,45,4,2,,,
407,09,45,5,2,,,
407,09,45,6,2,,,
407,09,45,7,2,,,
407,09,51,1,1,3.0,2.0,1.0
407,09,51,2,1,3.0,2.0,1.0
407,09,51,3,1,3.0,2.0,1.0
407,09,51,4,2,,,
407,09,51,5,2,,,
407,09,51,6,2,,,
407,09,51,7,2,,,
407,09,57,1,1,2.0,2.0,1.0
407,09,57,2,1,2.0,2.0,1.0
407,09,57,3,1,2.0,2.0,1.0
407,09,57,4,1,2.0,2.0,1.0
407,09,57,5,2,,,
407,09,57,6,2,,,
407,09,57,7,2,,,
407,11,07,1,1,3.0,2.0,3.0
407,11,07,2,1,3.0,2.0,3.0
407,11,07,3,1,3.0,2.0,3.0
407,11,07,4,2,,,
407,11,07,5,2,,,
407,11,07,6,2,,,
407,11,07,7,2,,,
407,11,11,1,1,2.0,2.0,1.0
407,11,11,2,1,3.0,2.0,1.0
407,11,11,3,1,2.0,2.0,1.0
407,11,11,4,2,,,
407,11,11,5,1,3.0,2.0,1.0
407,11,11,6,2,,,
407,11,11,7,2,,,
407,11,17,1,1,3.0,2.0,3.0
407,11,17,2,1,3.0,2.0,3.0
407,11,17,3,1,3.0,2.0,3.0
407,11,17,4,2,,,
407,11,17,5,2,,,
407,11,17,6,2,,,
407,11,17,7,2,,,
407,11,21,1,1,1.0,1.0,1.0
407,11,21,2,1,1.0,1.0,1.0
407,11,21,3,1,1.0,1.0,1.0
407,11,21,4,2,,,
407,11,21,5,2,,,
407,11,21,6,2,,,
407,11,21,7,2,,,
407,13,05,1,1,6.0,2.0,1.0
407,13,05,2,2,,,
407,13,05,3,2,,,
407,13,05,4,1,2.0,2.0,4.0
407,13,05,5,2,,,
407,13,05,6,2,,,
407,13,05,7,2,,,
407,13,13,1,1,3.0,2.0,2.0
407,13,13,2,1,3.0,2.0,2.0
407,13,13,3,1,3.0,2.0,2.0
407,13,13,4,2,,,
407,13,13,5,2,,,
407,13,13,6,2,,,
407,13,13,7,2,,,
407,13,21,1,1,2.0,1.0,1.0
407,13,21,2,1,12.0,2.0,1.0
407,13,21,3,1,12.0,2.0,1.0
407,13,21,4,2,,,
407,13,21,5,2,,,
407,13,21,6,2,,,
407,13,21,7,2,,,
407,13,27,1,1,2.0,1.0,1.0
407,13,27,2,1,2.0,1.0,1.0
407,13,27,3,1,2.0,1.0,1.0
407,13,27,4,2,,,
407,13,27,5,1,2.0,1.0,1.0
407,13,27,6,2,,,
407,13,27,7,2,,,
407,13,33,1,1,1.0,2.0,1.0
407,13,33,2,1,1.0,2.0,1.0
407,13,33,3,1,1.0,2.0,1.0
407,13,33,4,2,,,
407,13,33,5,2,,,
407,13,33,6,2,,,
407,13,33,7,2,,,
407,13,39,1,1,5.0,1.0,2.0
407,13,39,2,1,5.0,1.0,2.0
407,13,39,3,1,5.0,1.0,2.0
407,13,39,4,2,,,
407,13,39,5,2,,,
407,13,39,6,2,,,
407,13,39,7,2,,,
407,13,49,1,2,,,
407,13,49,2,2,,,
407,13,49,3,2,,,
407,13,49,4,2,,,
407,13,49,5,2,,,
407,13,49,6,2,,,
407,13,49,7,2,,,
409,05,05,1,1,2.0,2.0,1.0
409,05,05,2,1,2.0,2.0,1.0
409,05,05,3,1,2.0,2.0,1.0
409,05,05,4,2,,,
409,05,05,5,2,,,
409,05,05,6,2,,,
409,05,05,7,2,,,
409,05,23,1,1,2.0,2.0,1.0
409,05,23,2,1,2.0,2.0,1.0
409,05,23,3,1,2.0,1.0,1.0
409,05,23,4,2,,,
409,05,23,5,2,,,
409,05,23,6,2,,,
409,05,23,7,2,,,
409,05,29,1,1,2.0,3.0,1.0
409,05,29,2,1,2.0,3.0,1.0
409,05,29,3,1,2.0,3.0,1.0
409,05,29,4,2,,,
409,05,29,5,2,,,
409,05,29,6,2,,,
409,05,29,7,2,,,
409,05,39,1,1,2.0,1.0,1.0
409,05,39,2,1,2.0,1.0,3.0
409,05,39,3,2,,,
409,05,39,4,2,,,
409,05,39,5,2,,,
409,05,39,6,2,,,
409,05,39,7,2,,,
409,05,41,1,1,2.0,2.0,1.0
409,05,41,2,1,2.0,2.0,1.0
409,05,41,3,2,,,
409,05,41,4,2,,,
409,05,41,5,2,,,
409,05,41,6,2,,,
409,05,41,7,2,,,
409,07,03,1,1,2.0,2.0,1.0
409,07,03,2,1,2.0,2.0,1.0
409,07,03,3,2,,,
409,07,03,4,2,,,
409,07,03,5,2,,,
409,07,03,6,2,,,
409,07,03,7,2,,,
409,07,05,1,1,2.0,2.0,1.0
409,07,05,2,1,2.0,1.0,1.0
409,07,05,3,1,2.0,1.0,1.0
409,07,05,4,2,,,
409,07,05,5,2,,,
409,07,05,6,2,,,
409,07,05,7,2,,,
409,07,13,1,1,5.0,2.0,1.0
409,07,13,2,1,5.0,1.0,1.0
409,07,13,3,1,5.0,1.0,1.0
409,07,13,4,2,,,
409,07,13,5,1,5.0,2.0,1.0
409,07,13,6,2,,,
409,07,13,7,2,,,
409,07,37,1,1,2.0,2.0,1.0
409,07,37,2,1,2.0,1.0,1.0
409,07,37,3,1,2.0,1.0,1.0
409,07,37,4,2,,,
409,07,37,5,2,,,
409,07,37,6,2,,,
409,07,37,7,2,,,
409,09,11,1,1,3.0,1.0,1.0
409,09,11,2,1,3.0,1.0,1.0
409,09,11,3,1,3.0,1.0,1.0
409,09,11,4,2,,,
409,09,11,5,2,,,
409,09,11,6,2,,,
409,09,11,7,2,,,
409,09,15,1,1,3.0,1.0,1.0
409,09,15,2,1,3.0,1.0,1.0
409,09,15,3,1,2.0,1.0,1.0
409,09,15,4,2,,,
409,09,15,5,1,2.0,1.0,1.0
409,09,15,6,2,,,
409,09,15,7,2,,,
409,11,09,1,1,2.0,1.0,1.0
409,11,09,2,1,2.0,1.0,1.0
409,11,09,3,1,2.0,1.0,1.0
409,11,09,4,2,,,
409,11,09,5,2,,,
409,11,09,6,2,,,
409,11,09,7,2,,,
409,11,17,1,1,2.0,1.0,1.0
409,11,17,2,1,2.0,1.0,1.0
409,11,17,3,1,2.0,1.0,1.0
409,11,17,4,2,,,
409,11,17,5,2,,,
409,11,17,6,2,,,
409,11,17,7,2,,,
409,11,23,1,1,2.0,3.0,1.0
409,11,23,2,1,2.0,3.0,1.0
409,11,23,3,1,2.0,3.0,1.0
409,11,23,4,2,,,
409,11,23,5,2,,,
409,11,23,6,2,,,
409,11,23,7,2,,,
409,11,25,1,1,2.0,1.0,1.0
409,11,25,2,1,2.0,1.0,1.0
409,11,25,3,1,2.0,1.0,1.0
409,11,25,4,2,,,
409,11,25,5,2,,,
409,11,25,6,2,,,
409,11,25,7,2,,,
409,11,31,1,1,2.0,1.0,1.0
409,11,31,2,1,2.0,1.0,1.0
409,11,31,3,1,2.0,1.0,1.0
409,11,31,4,2,,,
409,11,31,5,1,2.0,1.0,1.0
409,11,31,6,2,,,
409,11,31,7,2,,,
409,11,33,1,1,2.0,1.0,1.0
409,11,33,2,1,2.0,1.0,1.0
409,11,33,3,1,2.0,1.0,1.0
409,11,33,4,2,,,
409,11,33,5,2,,,
409,11,33,6,2,,,
409,11,33,7,2,,,
409,13,05,1,1,2.0,1.0,5.0
409,13,05,2,1,2.0,1.0,1.0
409,13,05,3,1,2.0,1.0,1.0
409,13,05,4,2,,,
409,13,05,5,2,,,
409,13,05,6,2,,,
409,13,05,7,2,,,
409,13,13,1,1,2.0,1.0,1.0
409,13,13,2,1,2.0,1.0,1.0
409,13,13,3,1,2.0,1.0,1.0
409,13,13,4,2,,,
409,13,13,5,2,,,
409,13,13,6,2,,,
409,13,13,7,2,,,
409,13,19,1,1,2.0,1.0,1.0
409,13,19,2,1,2.0,1.0,1.0
409,13,19,3,1,2.0,1.0,1.0
409,13,19,4,2,,,
409,13,19,5,2,,,
409,13,19,6,2,,,
409,13,19,7,2,,,
409,13,21,1,1,2.0,1.0,3.0
409,13,21,2,1,2.0,1.0,1.0
409,13,21,3,1,2.0,1.0,1.0
409,13,21,4,2,,,
409,13,21,5,2,,,
409,13,21,6,2,,,
409,13,21,7,2,,,
409,13,31,1,1,1.0,2.0,1.0
409,13,31,2,1,1.0,2.0,1.0
409,13,31,3,1,1.0,2.0,1.0
409,13,31,4,2,,,
409,13,31,5,2,,,
409,13,31,6,2,,,
409,13,31,7,2,,,
409,13,39,1,1,2.0,2.0,2.0
409,13,39,2,1,2.0,2.0,2.0
409,13,39,3,1,2.0,2.0,2.0
409,13,39,4,2,,,
409,13,39,5,1,2.0,2.0,2.0
409,13,39,6,2,,,
409,13,39,7,2,,,
409,15,17,1,1,1.0,1.0,1.0
409,15,17,2,1,1.0,1.0,1.0
409,15,17,3,1,1.0,1.0,1.0
409,15,17,4,2,,,
409,15,17,5,2,,,
409,15,17,6,2,,,
409,15,17,7,2,,,
409,17,01,1,1,1.0,2.0,2.0
409,17,01,2,2,,,
409,17,01,3,2,,,
409,17,01,4,1,1.0,2.0,1.0
409,17,01,5,2,,,
409,17,01,6,2,,,
409,17,01,7,2,,,
409,17,23,1,1,11.0,2.0,1.0
409,17,23,2,1,11.0,2.0,1.0
409,17,23,3,1,11.0,2.0,1.0
409,17,23,4,2,,,
409,17,23,5,2,,,
409,17,23,6,2,,,
409,17,23,7,2,,,
411,01,47,1,1,1.0,1.0,1.0
411,01,47,2,1,1.0,1.0,1.0
411,01,47,3,1,1.0,1.0,1.0
411,01,47,4,2,,,
411,01,47,5,2,,,
411,01,47,6,2,,,
411,01,47,7,2,,,
411,03,07,1,1,1.0,2.0,2.0
411,03,07,2,1,1.0,2.0,2.0
411,03,07,3,1,1.0,2.0,2.0
411,03,07,4,2,,,
411,03,07,5,2,,,
411,03,07,6,1,1.0,2.0,2.0
411,03,07,7,2,,,
411,03,17,1,1,2.0,1.0,2.0
411,03,17,2,1,2.0,1.0,2.0
411,03,17,3,1,2.0,1.0,2.0
411,03,17,4,2,,,
411,03,17,5,2,,,
411,03,17,6,2,,,
411,03,17,7,2,,,
411,03,27,1,1,1.0,3.0,1.0
411,03,27,2,1,1.0,3.0,1.0
411,03,27,3,1,1.0,3.0,1.0
411,03,27,4,2,,,
411,03,27,5,1,1.0,3.0,1.0
411,03,27,6,2,,,
411,03,27,7,2,,,
411,03,31,1,1,1.0,1.0,1.0
411,03,31,2,1,1.0,1.0,1.0
411,03,31,3,1,1.0,1.0,1.0
411,03,31,4,1,1.0,1.0,1.0
411,03,31,5,2,,,
411,03,31,6,2,,,
411,03,31,7,2,,,
411,05,13,1,1,2.0,1.0,1.0
411,05,13,2,1,2.0,2.0,1.0
411,05,13,3,2,,,
411,05,13,4,2,,,
411,05,13,5,2,,,
411,05,13,6,1,2.0,2.0,1.0
411,05,13,7,2,,,
411,05,19,1,1,1.0,2.0,1.0
411,05,19,2,1,1.0,2.0,1.0
411,05,19,3,1,1.0,2.0,1.0
411,05,19,4,2,,,
411,05,19,5,1,1.0,2.0,1.0
411,05,19,6,2,,,
411,05,19,7,2,,,
411,05,21,1,1,2.0,2.0,1.0
411,05,21,2,1,1.0,2.0,1.0
411,05,21,3,1,1.0,2.0,1.0
411,05,21,4,2,,,
411,05,21,5,2,,,
411,05,21,6,2,,,
411,05,21,7,2,,,
411,07,05,1,1,1.0,2.0,5.0
411,07,05,2,1,1.0,2.0,1.0
411,07,05,3,1,1.0,2.0,1.0
411,07,05,4,2,,,
411,07,05,5,2,,,
411,07,05,6,2,,,
411,07,05,7,2,,,
411,07,09,1,1,1.0,2.0,1.0
411,07,09,2,1,1.0,2.0,1.0
411,07,09,3,1,1.0,2.0,1.0
411,07,09,4,2,,,
411,07,09,5,2,,,
411,07,09,6,2,,,
411,07,09,7,2,,,
411,07,17,1,1,1.0,3.0,1.0
411,07,17,2,1,1.0,3.0,1.0
411,07,17,3,1,1.0,3.0,1.0
411,07,17,4,2,,,
411,07,17,5,2,,,
411,07,17,6,2,,,
411,07,17,7,2,,,
411,07,31,1,1,1.0,2.0,1.0
411,07,31,2,1,1.0,2.0,1.0
411,07,31,3,1,3.0,2.0,1.0
411,07,31,4,2,,,
411,07,31,5,2,,,
411,07,31,6,2,,,
411,07,31,7,2,,,
411,09,07,1,1,1.0,2.0,1.0
411,09,07,2,1,1.0,2.0,1.0
411,09,07,3,1,1.0,2.0,1.0
411,09,07,4,2,,,
411,09,07,5,2,,,
411,09,07,6,2,,,
411,09,07,7,2,,,
411,09,09,1,1,1.0,9.0,1.0
411,09,09,2,1,1.0,9.0,1.0
411,09,09,3,1,1.0,9.0,1.0
411,09,09,4,2,,,
411,09,09,5,1,1.0,9.0,1.0
411,09,09,6,2,,,
411,09,09,7,2,,,
411,09,19,1,1,1.0,2.0,1.0
411,09,19,2,1,1.0,2.0,1.0
411,09,19,3,1,1.0,2.0,1.0
411,09,19,4,1,1.0,2.0,1.0
411,09,19,5,2,,,
411,09,19,6,2,,,
411,09,19,7,2,,,
411,09,25,1,1,2.0,2.0,1.0
411,09,25,2,1,2.0,2.0,1.0
411,09,25,3,1,2.0,2.0,1.0
411,09,25,4,2,,,
411,09,25,5,2,,,
411,09,25,6,2,,,
411,09,25,7,2,,,
411,09,31,1,1,2.0,2.0,1.0
411,09,31,2,1,2.0,2.0,1.0
411,09,31,3,2,,,
411,09,31,4,1,2.0,2.0,1.0
411,09,31,5,2,,,
411,09,31,6,2,,,
411,09,31,7,2,,,
411,09,39,1,1,2.0,1.0,1.0
411,09,39,2,1,2.0,1.0,1.0
411,09,39,3,1,2.0,1.0,1.0
411,09,39,4,2,,,
411,09,39,5,2,,,
411,09,39,6,2,,,
411,09,39,7,2,,,
411,11,07,1,1,1.0,2.0,1.0
411,11,07,2,1,1.0,2.0,1.0
411,11,07,3,1,1.0,2.0,1.0
411,11,07,4,2,,,
411,11,07,5,2,,,
411,11,07,6,2,,,
411,11,07,7,2,,,
411,11,13,1,1,1.0,2.0,1.0
411,11,13,2,1,1.0,2.0,1.0
411,11,13,3,1,1.0,2.0,1.0
411,11,13,4,2,,,
411,11,13,5,1,1.0,2.0,1.0
411,11,13,6,2,,,
411,11,13,7,2,,,
411,11,19,1,1,1.0,2.0,1.0
411,11,19,2,1,1.0,2.0,1.0
411,11,19,3,1,1.0,2.0,1.0
411,11,19,4,2,,,
411,11,19,5,2,,,
411,11,19,6,2,,,
411,11,19,7,2,,,
411,13,07,1,1,4.0,2.0,5.0
411,13,07,2,1,1.0,2.0,3.0
411,13,07,3,1,1.0,2.0,2.0
411,13,07,4,2,,,
411,13,07,5,1,1.0,2.0,2.0
411,13,07,6,2,,,
411,13,07,7,2,,,
411,13,09,1,1,1.0,2.0,2.0
411,13,09,2,1,1.0,2.0,2.0
411,13,09,3,2,,,
411,13,09,4,2,,,
411,13,09,5,1,2.0,2.0,2.0
411,13,09,6,2,,,
411,13,09,7,2,,,
411,13,11,1,1,2.0,1.0,1.0
411,13,11,2,1,2.0,1.0,1.0
411,13,11,3,1,2.0,1.0,1.0
411,13,11,4,2,,,
411,13,11,5,2,,,
411,13,11,6,2,,,
411,13,11,7,2,,,
411,13,23,1,1,1.0,2.0,2.0
411,13,23,2,1,1.0,2.0,2.0
411,13,23,3,1,1.0,1.0,2.0
411,13,23,4,2,,,
411,13,23,5,2,,,
411,13,23,6,2,,,
411,13,23,7,2,,,
411,13,33,1,1,1.0,2.0,1.0
411,13,33,2,1,1.0,2.0,1.0
411,13,33,3,1,1.0,2.0,1.0
411,13,33,4,2,,,
411,13,33,5,1,1.0,2.0,1.0
411,13,33,6,2,,,
411,13,33,7,2,,,
411,15,13,1,1,3.0,2.0,1.0
411,15,13,2,1,3.0,2.0,1.0
411,15,13,3,2,,,
411,15,13,4,2,,,
411,15,13,5,2,,,
411,15,13,6,2,,,
411,15,13,7,2,,,
411,17,13,1,1,3.0,2.0,1.0
411,17,13,2,1,3.0,2.0,3.0
411,17,13,3,2,,,
411,17,13,4,2,,,
411,17,13,5,2,,,
411,17,13,6,2,,,
411,17,13,7,2,,,
501,11,11,1,1,2.0,1.0,1.0
501,11,11,2,1,2.0,1.0,1.0
501,11,11,3,1,2.0,1.0,1.0
501,11,11,4,2,,,
501,11,11,5,2,,,
501,11,11,6,2,,,
501,11,11,7,2,,,
501,11,13,1,1,2.0,1.0,1.0
501,11,13,2,1,2.0,1.0,1.0
501,11,13,3,1,1.0,1.0,1.0
501,11,13,4,2,,,
501,11,13,5,1,1.0,1.0,1.0
501,11,13,6,2,,,
501,11,13,7,2,,,
501,11,17,1,1,1.0,1.0,1.0
501,11,17,2,1,3.0,1.0,1.0
501,11,17,3,1,3.0,1.0,1.0
501,11,17,4,2,,,
501,11,17,5,2,,,
501,11,17,6,2,,,
501,11,17,7,2,,,
501,11,21,1,1,2.0,1.0,1.0
501,11,21,2,1,2.0,1.0,1.0
501,11,21,3,1,2.0,1.0,1.0
501,11,21,4,2,,,
501,11,21,5,2,,,
501,11,21,6,2,,,
501,11,21,7,2,,,
501,11,23,1,1,2.0,1.0,1.0
501,11,23,2,1,2.0,1.0,1.0
501,11,23,3,1,2.0,1.0,1.0
501,11,23,4,2,,,
501,11,23,5,1,2.0,1.0,1.0
501,11,23,6,2,,,
501,11,23,7,2,,,
501,11,25,1,1,2.0,2.0,1.0
501,11,25,2,1,2.0,2.0,1.0
501,11,25,3,1,2.0,2.0,1.0
501,11,25,4,2,,,
501,11,25,5,2,,,
501,11,25,6,2,,,
501,11,25,7,2,,,
503,01,37,1,1,2.0,2.0,2.0
503,01,37,2,1,2.0,2.0,2.0
503,01,37,3,1,2.0,2.0,2.0
503,01,37,4,2,,,
503,01,37,5,2,,,
503,01,37,6,2,,,
503,01,37,7,2,,,
503,05,25,1,1,12.0,2.0,2.0
503,05,25,2,1,12.0,2.0,2.0
503,05,25,3,1,12.0,2.0,2.0
503,05,25,4,2,,,
503,05,25,5,2,,,
503,05,25,6,2,,,
503,05,25,7,2,,,
503,07,07,1,1,2.0,2.0,1.0
503,07,07,2,1,2.0,2.0,2.0
503,07,07,3,1,2.0,2.0,1.0
503,07,07,4,2,,,
503,07,07,5,2,,,
503,07,07,6,2,,,
503,07,07,7,2,,,
503,07,11,1,1,2.0,2.0,2.0
503,07,11,2,1,2.0,2.0,2.0
503,07,11,3,1,2.0,2.0,2.0
503,07,11,4,2,,,
503,07,11,5,2,,,
503,07,11,6,2,,,
503,07,11,7,2,,,
503,07,15,1,1,2.0,2.0,1.0
503,07,15,2,1,2.0,2.0,1.0
503,07,15,3,1,2.0,2.0,1.0
503,07,15,4,2,,,
503,07,15,5,2,,,
503,07,15,6,2,,,
503,07,15,7,2,,,
503,07,25,1,1,2.0,2.0,1.0
503,07,25,2,1,2.0,2.0,2.0
503,07,25,3,1,2.0,2.0,2.0
503,07,25,4,2,,,
503,07,25,5,2,,,
503,07,25,6,2,,,
503,07,25,7,2,,,
503,07,31,1,1,2.0,2.0,1.0
503,07,31,2,1,2.0,2.0,1.0
503,07,31,3,2,,,
503,07,31,4,2,,,
503,07,31,5,2,,,
503,07,31,6,2,,,
503,07,31,7,2,,,
503,09,05,1,1,2.0,1.0,1.0
503,09,05,2,1,2.0,1.0,1.0
503,09,05,3,1,2.0,1.0,1.0
503,09,05,4,2,,,
503,09,05,5,2,,,
503,09,05,6,2,,,
503,09,05,7,2,,,
503,09,07,1,2,,,
503,09,07,1,2,,,
503,09,07,3,2,,,
503,09,07,4,2,,,
503,09,07,5,2,,,
503,09,07,6,2,,,
503,09,07,7,2,,,
503,09,11,1,1,2.0,1.0,1.0
503,09,11,2,1,2.0,1.0,1.0
503,09,11,3,1,2.0,1.0,1.0
503,09,11,4,2,,,
503,09,11,5,2,,,
503,09,11,6,2,,,
503,09,11,7,2,,,
503,09,15,1,1,2.0,1.0,1.0
503,09,15,2,1,2.0,1.0,1.0
503,09,15,3,1,2.0,1.0,1.0
503,09,15,4,2,,,
503,09,15,5,2,,,
503,09,15,6,2,,,
503,09,15,7,2,,,
503,09,19,1,1,2.0,1.0,1.0
503,09,19,2,1,2.0,1.0,1.0
503,09,19,3,2,,,
503,09,19,4,2,,,
503,09,19,5,2,,,
503,09,19,6,2,,,
503,09,19,7,2,,,
503,09,23,1,1,2.0,1.0,1.0
503,09,23,2,1,2.0,1.0,1.0
503,09,23,3,1,2.0,1.0,1.0
503,09,23,4,2,,,
503,09,23,5,2,,,
503,09,23,6,2,,,
503,09,23,7,2,,,
503,09,29,1,1,2.0,1.0,1.0
503,09,29,2,1,2.0,1.0,1.0
503,09,29,3,1,2.0,1.0,1.0
503,09,29,4,2,,,
503,09,29,5,2,,,
503,09,29,6,2,,,
503,09,29,7,2,,,
503,11,07,1,1,3.0,2.0,3.0
503,11,07,2,1,2.0,2.0,3.0
503,11,07,3,1,2.0,2.0,3.0
503,11,07,4,2,,,
503,11,07,5,2,,,
503,11,07,6,2,,,
503,11,07,7,2,,,
503,11,13,1,1,2.0,2.0,2.0
503,11,13,2,1,2.0,2.0,2.0
503,11,13,3,1,2.0,2.0,2.0
503,11,13,4,2,,,
503,11,13,5,2,,,
503,11,13,6,2,,,
503,11,13,7,2,,,
503,11,19,1,1,2.0,1.0,3.0
503,11,19,2,1,2.0,1.0,3.0
503,11,19,3,1,2.0,1.0,3.0
503,11,19,4,2,,,
503,11,19,5,2,,,
503,11,19,6,2,,,
503,11,19,7,2,,,
503,11,23,1,1,2.0,1.0,1.0
