tinh,huyen,xa,diaban,hoso,tongthu_01,tongthu_02,tongthu_03,tongthu_04,tongthu_05,tongthu_06,tongthu_07,tongthu_08,tongthu_09,tongthu_10,tongthu_11,tongthu_12,tongthu_13,tongthu_14,tongthu_15,m6ac8,m6ac9,m6bc7,m8c7
101,9,31.0,10,15,69377.0,0.0,7576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61801.0,0.0,0.0,0,0,0,2
101,9,33.0,10,19,70676.0,0.0,473.0,55998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14205.0,0.0,0.0,0,0,0,2
101,9,33.0,10,20,53728.0,185.0,0.0,9551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43068.0,924.0,0.0,0.0,0,0,0,2
101,9,33.0,10,24,60250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14046.0,0.0,46204.0,0,0,0,2
101,9,35.0,24,13,87961.0,0.0,0.0,73928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2033.0,12000.0,0.0,0,0,7000,2
101,9,35.0,24,14,16633.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633.092,0,0,0,2
101,9,35.0,24,20,63036.0,0.0,2772.0,57030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3234.0,0.0,0.0,0,0,11500,2
101,9,39.0,17,19,62736.0,0.0,0.0,46234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16502.0,0.0,0.0,0,0,0,2
101,9,39.0,17,20,90743.0,0.0,0.0,44539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46204.0,0.0,0.0,0,0,0,2
101,9,39.0,17,24,70551.0,0.0,0.0,22499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48052.0,0.0,0.0,0,0,0,2
101,11,1.0,10,13,72850.0,0.0,647.0,68969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3234.0,0.0,0.0,0,0,7000,2
101,11,1.0,10,14,79894.0,0.0,1941.0,72871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5082.0,0.0,0.0,0,0,0,2
101,11,1.0,10,15,73861.0,0.0,1756.0,69795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310.0,0.0,0.0,0,0,1700,2
101,11,3.0,17,13,205152.0,0.0,0.0,93831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97116.0,14205.0,0.0,0.0,0,0,13000,2
101,11,3.0,17,15,337853.0,0.0,0.0,218342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101329.0,0.0,18182.0,0,0,80000,2
101,11,3.0,17,24,136807.0,0.0,0.0,126088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10719.0,0.0,0.0,0,0,0,2
101,11,5.0,24,14,97718.0,0.0,277.0,91009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6432.0,0.0,0.0,0,0,0,2
101,11,5.0,24,15,53854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16152.0,37702.0,0.0,0.0,0,0,0,2
