tinh,huyen,xa,m5tt,m5c24,m5c25,m5c26,m5c27,m5c28a,m5c28b,m5c29,m5c30a,m5c30b
209,13,33,3.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,13,33,4.0,1.0,,,,,,,,
209,13,33,5.0,1.0,,,,,,,,
209,13,33,6.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,13,33,7.0,,8.0,2.0,2.0,,,,0.0,20.0
209,13,33,8.0,,12.0,2.0,2.0,,,,0.0,20.0
209,13,33,9.0,,165.0,1.0,1.0,2.0,3.0,100.0,3.0,15.0
209,15,07,1.0,2.0,5.0,2.0,2.0,,,,0.0,30.0
209,15,07,2.0,2.0,5.0,2.0,2.0,,,,0.0,30.0
209,15,07,3.0,2.0,5.0,2.0,2.0,,,,0.0,30.0
209,15,07,4.0,2.0,1.0,7.0,,,,,0.0,20.0
209,15,07,5.0,2.0,5.0,2.0,2.0,,,,0.0,30.0
209,15,07,6.0,2.0,5.0,2.0,2.0,,,,0.0,30.0
209,15,07,7.0,,5.0,2.0,2.0,,,,0.0,30.0
209,15,07,8.0,,17.0,1.0,1.0,30.0,3.0,10.0,0.0,50.0
209,15,07,9.0,,170.0,1.0,1.0,6.0,3.0,50.0,3.0,30.0
209,15,33,1.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,15,33,2.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,15,33,3.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,15,33,4.0,1.0,,,,,,,,
209,15,33,5.0,1.0,,,,,,,,
209,15,33,6.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,15,33,7.0,,12.0,2.0,2.0,,,,0.0,30.0
209,15,33,8.0,,30.0,2.0,2.0,,,,1.0,0.0
209,15,33,9.0,,-2.0,,,,,,,
209,15,47,1.0,2.0,6.0,2.0,2.0,,,,0.0,40.0
209,15,47,2.0,2.0,6.0,2.0,2.0,,,,0.0,40.0
209,15,47,3.0,2.0,6.0,2.0,2.0,,,,0.0,45.0
209,15,47,4.0,2.0,4.0,2.0,2.0,,,,0.0,30.0
209,15,47,5.0,2.0,4.0,2.0,2.0,,,,0.0,30.0
209,15,47,6.0,2.0,12.0,2.0,2.0,,,,0.0,45.0
209,15,47,7.0,,12.0,2.0,2.0,,,,0.0,45.0
209,15,47,8.0,,32.0,1.0,1.0,10.0,2.0,20.0,1.0,20.0
209,15,47,9.0,,286.0,1.0,1.0,5.0,2.0,100.0,3.0,30.0
209,17,09,1.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,17,09,2.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
209,17,09,3.0,2.0,-2.0,,,,,,,
209,17,09,4.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
209,17,09,5.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
209,17,09,6.0,2.0,15.0,2.0,2.0,,,,0.0,30.0
209,17,09,7.0,,15.0,2.0,2.0,,,,0.0,30.0
209,17,09,8.0,,50.0,1.0,1.0,2.0,4.0,30.0,1.0,30.0
209,17,09,9.0,,140.0,1.0,1.0,2.0,4.0,80.0,3.0,30.0
209,17,19,1.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
209,17,19,2.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
209,17,19,3.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
209,17,19,4.0,2.0,4.0,2.0,2.0,,,,0.0,20.0
209,17,19,5.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
209,17,19,6.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
209,17,19,7.0,,3.0,2.0,2.0,,,,0.0,15.0
209,17,19,8.0,,20.0,1.0,1.0,10.0,3.0,10.0,0.0,45.0
209,17,19,9.0,,155.0,1.0,1.0,20.0,3.0,80.0,2.0,30.0
209,17,27,1.0,2.0,15.0,2.0,2.0,,,,0.0,25.0
209,17,27,2.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
209,17,27,3.0,2.0,-2.0,,,,,,,
209,17,27,4.0,2.0,4.0,2.0,2.0,,,,0.0,15.0
209,17,27,5.0,2.0,15.0,2.0,2.0,,,,0.0,25.0
209,17,27,6.0,2.0,15.0,2.0,2.0,,,,0.0,25.0
209,17,27,7.0,,15.0,2.0,2.0,,,,0.0,25.0
209,17,27,8.0,,21.0,1.0,1.0,10.0,2.0,20.0,0.0,40.0
209,17,27,9.0,,127.0,1.0,1.0,10.0,2.0,50.0,3.0,0.0
209,17,31,1.0,2.0,14.0,2.0,2.0,,,,0.0,50.0
209,17,31,2.0,2.0,8.0,2.0,2.0,,,,0.0,30.0
209,17,31,3.0,2.0,8.0,2.0,2.0,,,,0.0,30.0
209,17,31,4.0,2.0,1.5,7.0,,,,,0.0,20.0
209,17,31,5.0,2.0,8.0,2.0,2.0,,,,0.0,30.0
209,17,31,6.0,2.0,8.0,2.0,2.0,,,,0.0,30.0
209,17,31,7.0,,14.0,2.0,2.0,,,,0.0,50.0
209,17,31,8.0,,14.0,2.0,2.0,,,,0.0,50.0
209,17,31,9.0,,168.0,1.0,1.0,6.0,2.0,-1.0,4.0,30.0
209,19,11,1.0,2.0,12.0,2.0,2.0,,,,0.0,40.0
209,19,11,2.0,2.0,12.0,2.0,2.0,,,,0.0,40.0
209,19,11,3.0,2.0,12.0,2.0,2.0,,,,0.0,40.0
209,19,11,4.0,2.0,12.0,2.0,2.0,,,,0.0,40.0
209,19,11,5.0,2.0,12.0,2.0,2.0,,,,0.0,40.0
209,19,11,6.0,2.0,12.0,2.0,2.0,,,,0.0,40.0
209,19,11,7.0,,12.0,2.0,2.0,,,,0.0,40.0
209,19,11,8.0,,63.0,1.0,1.0,4.0,3.0,35.0,1.0,45.0
209,19,11,9.0,,172.0,1.0,1.0,4.0,3.0,100.0,4.0,15.0
209,21,05,1.0,2.0,6.0,2.0,2.0,,,,0.0,30.0
209,21,05,2.0,2.0,3.0,2.0,2.0,,,,0.0,20.0
209,21,05,3.0,2.0,6.0,2.0,2.0,,,,0.0,30.0
209,21,05,4.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
209,21,05,5.0,2.0,20.0,2.0,2.0,,,,0.0,50.0
209,21,05,6.0,2.0,20.0,2.0,2.0,,,,0.0,50.0
209,21,05,7.0,,20.0,2.0,2.0,,,,0.0,50.0
209,21,05,8.0,,86.0,1.0,1.0,1.0,2.0,50.0,2.0,30.0
209,21,05,9.0,,86.0,1.0,1.0,1.0,2.0,50.0,2.0,30.0
209,21,21,1.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,21,21,2.0,2.0,7.0,2.0,2.0,,,,0.0,30.0
209,21,21,3.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,21,21,4.0,1.0,,,,,,,,
209,21,21,5.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,21,21,6.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
209,21,21,7.0,,12.0,2.0,2.0,,,,0.0,30.0
209,21,21,8.0,,80.0,1.0,1.0,2.0,2.0,40.0,1.0,30.0
209,21,21,9.0,,80.0,1.0,1.0,2.0,2.0,40.0,1.0,30.0
209,21,33,1.0,2.0,2.5,2.0,2.0,,,,0.0,6.0
209,21,33,2.0,2.0,2.5,2.0,2.0,,,,0.0,6.0
209,21,33,3.0,2.0,2.5,2.0,2.0,,,,0.0,6.0
209,21,33,4.0,2.0,1.0,2.0,2.0,,,,0.0,6.0
209,21,33,5.0,2.0,2.5,2.0,2.0,,,,0.0,6.0
209,21,33,6.0,2.0,2.5,2.0,2.0,,,,0.0,6.0
209,21,33,7.0,,2.5,2.0,2.0,,,,0.0,6.0
209,21,33,8.0,,75.0,1.0,1.0,6.0,2.0,30.0,1.0,30.0
209,21,33,9.0,,75.0,1.0,1.0,6.0,2.0,30.0,1.0,30.0
209,21,41,1.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
209,21,41,2.0,2.0,4.0,2.0,2.0,,,,0.0,15.0
209,21,41,3.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
209,21,41,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
209,21,41,5.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
209,21,41,6.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
209,21,41,7.0,,1.0,2.0,2.0,,,,0.0,5.0
209,21,41,8.0,,70.0,1.0,1.0,2.0,2.0,35.0,1.0,30.0
209,21,41,9.0,,80.0,1.0,1.0,2.0,2.0,40.0,2.0,0.0
211,01,09,1.0,2.0,0.5,,,,,,,
211,01,09,2.0,2.0,-2.0,,,,,,,
211,01,09,3.0,2.0,4.0,2.0,2.0,,,,0.0,20.0
211,01,09,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,01,09,5.0,2.0,0.7,,,,,,,
211,01,09,6.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
211,01,09,7.0,,4.0,2.0,2.0,,,,0.0,20.0
211,01,09,8.0,,4.0,2.0,2.0,,,,0.0,20.0
211,01,09,9.0,,170.0,1.0,1.0,1.0,3.0,50.0,3.0,30.0
211,01,13,1.0,2.0,12.0,2.0,2.0,,,,0.0,5.0
211,01,13,2.0,2.0,6.0,2.0,2.0,,,,0.0,5.0
211,01,13,3.0,2.0,-2.0,,,,,,,
211,01,13,4.0,1.0,,,,,,,,
211,01,13,5.0,2.0,-2.0,,,,,,,
211,01,13,6.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
211,01,13,7.0,,2.0,2.0,2.0,,,,0.0,2.0
211,01,13,8.0,,-2.0,,,,,,,
211,01,13,9.0,,-2.0,,,,,,,
211,03,09,1.0,2.0,10.0,1.0,1.0,1.0,3.0,10.0,0.0,15.0
211,03,09,2.0,2.0,15.0,2.0,2.0,,,,0.0,20.0
211,03,09,3.0,2.0,50.0,1.0,1.0,1.0,5.0,40.0,2.0,15.0
211,03,09,4.0,2.0,5.0,7.0,,,,,0.0,30.0
211,03,09,5.0,2.0,15.0,2.0,2.0,,,,0.0,25.0
211,03,09,6.0,2.0,15.0,2.0,2.0,,,,0.0,20.0
211,03,09,7.0,,50.0,1.0,1.0,1.0,5.0,40.0,2.0,20.0
211,03,09,8.0,,160.0,1.0,1.0,1.0,8.0,80.0,5.0,30.0
211,03,09,9.0,,327.0,1.0,1.0,1.0,8.0,140.0,10.0,20.0
211,03,23,1.0,2.0,5.0,2.0,1.0,1.0,3.0,-1.0,-1.0,
211,03,23,8.0,,140.0,1.0,1.0,1.0,3.0,80.0,5.0,10.0
211,03,23,9.0,,327.0,1.0,1.0,1.0,3.0,120.0,8.0,0.0
211,03,23,,2.0,30.0,1.0,1.0,1.0,3.0,-1.0,-1.0,
211,03,23,,2.0,1.0,7.0,,,,,-1.0,
211,03,23,,2.0,5.0,2.0,2.0,,,,-1.0,
211,03,23,,2.0,5.0,2.0,1.0,1.0,3.0,-1.0,-1.0,
211,03,23,,2.0,1.0,7.0,,,,,-1.0,
211,03,23,,,30.0,1.0,1.0,1.0,3.0,25.0,1.0,30.0
211,03,37,1.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
211,03,37,2.0,2.0,-2.0,,,,,,,
211,03,37,3.0,2.0,-2.0,,,,,,,
211,03,37,4.0,1.0,,,,,,,,
211,03,37,5.0,2.0,9.0,2.0,2.0,,,,0.0,32.0
211,03,37,6.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
211,03,37,7.0,,-2.0,,,,,,,
211,03,37,8.0,,-2.0,,,,,,,
211,03,37,9.0,,-2.0,,,,,,,
211,05,09,1.0,2.0,30.0,2.0,2.0,,,,1.0,0.0
211,05,09,2.0,2.0,-2.0,,,,,,,
211,05,09,3.0,2.0,-2.0,,,,,,,
211,05,09,4.0,2.0,3.0,6.0,,,,,0.0,15.0
211,05,09,5.0,2.0,30.0,2.0,2.0,,,,1.0,0.0
211,05,09,6.0,2.0,1.0,6.0,,,,,0.0,10.0
211,05,09,7.0,,30.0,2.0,2.0,,,,1.0,0.0
211,05,09,8.0,,108.0,1.0,1.0,2.0,3.0,45.0,2.0,30.0
211,05,09,9.0,,-2.0,,,,,,,
211,05,15,1.0,2.0,20.0,2.0,2.0,,,,0.0,40.0
211,05,15,2.0,2.0,20.0,2.0,2.0,,,,0.0,40.0
211,05,15,3.0,2.0,20.0,2.0,2.0,,,,0.0,40.0
211,05,15,4.0,1.0,,,,,,,,
211,05,15,5.0,1.0,,,,,,,,
211,05,15,6.0,2.0,20.0,2.0,2.0,,,,0.0,40.0
211,05,15,7.0,,20.0,2.0,2.0,,,,0.0,40.0
211,05,15,8.0,,90.0,1.0,1.0,1.0,3.0,40.0,2.0,45.0
211,05,15,9.0,,245.0,1.0,1.0,1.0,2.0,100.0,7.0,30.0
211,05,23,1.0,2.0,18.0,2.0,2.0,,,,0.0,40.0
211,05,23,2.0,2.0,18.0,2.0,2.0,,,,0.0,40.0
211,05,23,3.0,2.0,18.0,2.0,2.0,,,,0.0,40.0
211,05,23,4.0,2.0,6.0,2.0,2.0,,,,0.0,15.0
211,05,23,5.0,2.0,6.0,2.0,2.0,,,,0.0,15.0
211,05,23,6.0,2.0,18.0,2.0,2.0,,,,0.0,40.0
211,05,23,7.0,,18.0,2.0,2.0,,,,0.0,40.0
211,05,23,8.0,,75.0,2.0,2.0,,,,1.0,40.0
211,05,23,9.0,,240.0,1.0,1.0,2.0,3.0,95.0,5.0,30.0
211,05,43,1.0,2.0,14.0,2.0,2.0,,,,0.0,45.0
211,05,43,2.0,2.0,-2.0,,,,,,,
211,05,43,3.0,2.0,-2.0,,,,,,,
211,05,43,4.0,1.0,,,,,,,,
211,05,43,5.0,2.0,14.0,2.0,2.0,,,,0.0,45.0
211,05,43,6.0,2.0,7.0,2.0,2.0,,,,0.0,20.0
211,05,43,7.0,,14.0,2.0,2.0,,,,0.0,45.0
211,05,43,8.0,,82.0,1.0,1.0,2.0,3.0,40.0,2.0,0.0
211,05,43,9.0,,-2.0,,,,,,,
211,05,45,1.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
211,05,45,2.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
211,05,45,3.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
211,05,45,4.0,1.0,,,,,,,,
211,05,45,5.0,2.0,-2.0,,,,,,,
211,05,45,6.0,2.0,-2.0,,,,,,,
211,05,45,7.0,,-2.0,,,,,,,
211,05,45,8.0,,-2.0,,,,,,,
211,05,45,9.0,,-2.0,,,,,,,
211,07,07,1.0,1.0,,,,,,,,
211,07,07,2.0,1.0,,,,,,,,
211,07,07,3.0,1.0,,,,,,,,
211,07,07,4.0,1.0,,,,,,,,
211,07,07,5.0,1.0,,,,,,,,
211,07,07,6.0,2.0,30.0,2.0,2.0,,,,-1.0,
211,07,07,9.0,,285.0,1.0,1.0,1.0,3.0,150.0,5.0,30.0
211,07,07,,,75.0,1.0,1.0,1.0,3.0,35.0,1.0,40.0
211,07,07,,,30.0,2.0,2.0,,,,-1.0,
211,07,11,1.0,1.0,,,,,,,,
211,07,11,2.0,1.0,,,,,,,,
211,07,11,3.0,1.0,,,,,,,,
211,07,11,4.0,1.0,,,,,,,,
211,07,11,5.0,1.0,,,,,,,,
211,07,11,6.0,2.0,25.0,2.0,2.0,,,,0.0,50.0
211,07,11,7.0,,25.0,2.0,2.0,,,,0.0,50.0
211,07,11,8.0,,70.0,1.0,1.0,1.0,3.0,30.0,1.0,30.0
211,07,11,9.0,,280.0,1.0,1.0,1.0,3.0,80.0,4.0,30.0
211,07,19,1.0,1.0,,,,,,,,
211,07,19,2.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,07,19,3.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,07,19,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,07,19,5.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,07,19,6.0,2.0,18.0,2.0,2.0,,,,0.0,30.0
211,07,19,7.0,,18.0,2.0,2.0,,,,0.0,30.0
211,07,19,8.0,,49.0,1.0,1.0,4.0,3.0,30.0,1.0,0.0
211,07,19,9.0,,260.0,1.0,1.0,1.0,3.0,80.0,4.0,0.0
211,07,27,1.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
211,07,27,2.0,2.0,-2.0,,,,,,,
211,07,27,3.0,2.0,-2.0,,,,,,,
211,07,27,4.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
211,07,27,5.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
211,07,27,6.0,2.0,15.0,2.0,2.0,,,,0.0,40.0
211,07,27,7.0,,15.0,2.0,2.0,,,,0.0,40.0
211,07,27,8.0,,55.0,2.0,2.0,,,,2.0,0.0
211,07,27,9.0,,165.0,1.0,1.0,-1.0,,-1.0,4.0,0.0
211,07,33,1.0,2.0,6.0,6.0,,,,,0.0,30.0
211,07,33,2.0,2.0,1.0,7.0,,,,,0.0,10.0
211,07,33,3.0,2.0,26.0,1.0,1.0,1.0,2.0,10.0,0.0,35.0
211,07,33,4.0,2.0,1.0,7.0,,,,,0.0,10.0
211,07,33,5.0,2.0,10.0,2.0,2.0,,,,0.0,20.0
211,07,33,6.0,2.0,23.0,2.0,2.0,,,,0.0,40.0
211,07,33,7.0,,23.0,2.0,2.0,,,,0.0,40.0
211,07,33,8.0,,26.0,2.0,2.0,,,,0.0,50.0
211,07,33,9.0,,181.0,1.0,1.0,1.0,2.0,55.0,5.0,30.0
211,09,21,1.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,09,21,2.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
211,09,21,3.0,2.0,30.0,2.0,2.0,,,,1.0,0.0
211,09,21,4.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,09,21,5.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,09,21,6.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,09,21,7.0,,50.0,2.0,2.0,,,,1.0,30.0
211,09,21,8.0,,35.0,2.0,2.0,,,,0.0,50.0
211,09,21,9.0,,200.0,1.0,1.0,1.0,3.0,70.0,6.0,0.0
211,09,31,1.0,2.0,12.0,2.0,2.0,,,,0.0,30.0
211,09,31,2.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,09,31,3.0,2.0,-2.0,,,,,,,
211,09,31,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,09,31,5.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,09,31,6.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,09,31,7.0,,1.0,2.0,2.0,,,,0.0,5.0
211,09,31,8.0,,-2.0,,,,,,,
211,09,31,9.0,,-2.0,,,,,,,
211,09,37,1.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
211,09,37,2.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
211,09,37,3.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
211,09,37,4.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,09,37,5.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,09,37,6.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
211,09,37,7.0,,2.0,2.0,2.0,,,,0.0,10.0
211,09,37,8.0,,-2.0,,,,,,,
211,09,37,9.0,,-2.0,,,,,,,
211,09,45,1.0,1.0,,,,,,,,
211,09,45,2.0,1.0,,,,,,,,
211,09,45,3.0,1.0,,,,,,,,
211,09,45,4.0,1.0,,,,,,,,
211,09,45,5.0,1.0,,,,,,,,
211,09,45,6.0,1.0,,,,,,,,
211,09,45,7.0,,-2.0,,,,,,,
211,09,45,8.0,,-2.0,,,,,,,
211,09,45,9.0,,-2.0,,,,,,,
211,09,53,1.0,2.0,-2.0,,,,,,,
211,09,53,2.0,2.0,-2.0,,,,,,,
211,09,53,3.0,2.0,7.0,2.0,2.0,,,,0.0,10.0
211,09,53,4.0,2.0,3.0,2.0,2.0,,,,0.0,5.0
211,09,53,5.0,2.0,3.0,2.0,2.0,,,,0.0,5.0
211,09,53,6.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
211,09,53,7.0,,7.0,2.0,2.0,,,,0.0,10.0
211,09,53,8.0,,7.0,2.0,2.0,,,,0.0,10.0
211,09,53,9.0,,170.0,1.0,1.0,1.0,2.0,60.0,5.0,0.0
211,09,57,1.0,2.0,4.0,2.0,2.0,,,,0.0,15.0
211,09,57,2.0,2.0,2.5,2.0,2.0,,,,0.0,10.0
211,09,57,3.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
211,09,57,4.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,09,57,5.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,09,57,6.0,2.0,8.0,2.0,2.0,,,,0.0,25.0
211,09,57,7.0,,8.0,2.0,2.0,,,,0.0,25.0
211,09,57,8.0,,11.0,2.0,2.0,,,,0.0,28.0
211,09,57,9.0,,168.0,1.0,1.0,1.0,3.0,4.0,5.0,0.0
211,09,63,1.0,2.0,-2.0,,,,,,,
211,09,63,2.0,2.0,-2.0,,,,,,,
211,09,63,3.0,2.0,-2.0,,,,,,,
211,09,63,4.0,2.0,-2.0,,,,,,,
211,09,63,5.0,2.0,-2.0,,,,,,,
211,09,63,6.0,2.0,-2.0,,,,,,,
211,09,63,7.0,,-2.0,,,,,,,
211,09,63,8.0,,-2.0,,,,,,,
211,09,63,9.0,,-2.0,,,,,,,
211,09,65,1.0,2.0,1.0,2.0,2.0,,,,-1.0,
211,09,65,7.0,,-1.0,,,,,,,
211,09,65,8.0,,21.0,2.0,2.0,,,,-1.0,
211,09,65,,2.0,1.0,2.0,2.0,,,,-1.0,
211,09,65,,2.0,1.0,2.0,2.0,,,,-1.0,
211,09,65,,2.0,1.0,2.0,2.0,,,,-1.0,
211,09,65,,2.0,1.0,2.0,2.0,,,,-1.0,
211,09,65,,1.0,,,,,,,,
211,09,65,,,183.0,1.0,1.0,1.0,3.0,60.0,6.0,30.0
211,09,72,1.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,09,72,2.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,09,72,3.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,09,72,4.0,2.0,0.5,,,,,,,
211,09,72,5.0,2.0,0.5,,,,,,,
211,09,72,6.0,2.0,7.0,2.0,2.0,,,,0.0,30.0
211,09,72,7.0,,-2.0,,,,,,,
211,09,72,8.0,,-2.0,,,,,,,
211,09,72,9.0,,-2.0,,,,,,,
211,11,05,1.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
211,11,05,2.0,2.0,-2.0,,,,,,,
211,11,05,3.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
211,11,05,4.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
211,11,05,5.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
211,11,05,6.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
211,11,05,7.0,,17.0,2.0,2.0,,,,0.0,15.0
211,11,05,8.0,,45.0,2.0,2.0,,,,1.0,20.0
211,11,05,9.0,,145.0,1.0,1.0,1.0,5.0,40.0,3.0,0.0
211,11,15,1.0,2.0,3.0,2.0,2.0,,,,0.0,6.0
211,11,15,2.0,2.0,3.0,2.0,2.0,,,,0.0,6.0
211,11,15,3.0,2.0,3.0,2.0,2.0,,,,0.0,6.0
211,11,15,4.0,2.0,1.0,2.0,2.0,,,,0.0,2.0
211,11,15,5.0,2.0,1.0,2.0,2.0,,,,0.0,6.0
211,11,15,6.0,2.0,10.0,2.0,2.0,,,,0.0,45.0
211,11,15,7.0,,10.0,2.0,2.0,,,,0.0,15.0
211,11,15,8.0,,20.0,2.0,2.0,,,,0.0,30.0
211,11,15,9.0,,60.0,1.0,1.0,2.0,3.0,-1.0,1.0,0.0
211,11,25,1.0,2.0,8.0,1.0,1.0,1.0,3.0,15.0,0.0,40.0
211,11,25,2.0,2.0,0.3,,,,,,,
211,11,25,3.0,2.0,18.0,1.0,1.0,1.0,3.0,15.0,0.0,40.0
211,11,25,4.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
211,11,25,5.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
211,11,25,6.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
211,11,25,7.0,,18.0,1.0,1.0,1.0,3.0,15.0,0.0,40.0
211,11,25,8.0,,40.0,1.0,1.0,1.0,3.0,20.0,1.0,20.0
211,11,25,9.0,,156.0,1.0,1.0,1.0,3.0,50.0,4.0,0.0
211,11,29,1.0,2.0,5.0,2.0,2.0,,,,0.0,15.0
211,11,29,2.0,2.0,5.0,2.0,2.0,,,,0.0,15.0
211,11,29,3.0,2.0,5.0,2.0,2.0,,,,0.0,15.0
211,11,29,4.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
211,11,29,5.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
211,11,29,6.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
211,11,29,7.0,,6.0,2.0,2.0,,,,0.0,20.0
211,11,29,8.0,,30.0,2.0,2.0,,,,1.0,0.0
211,11,29,9.0,,140.0,1.0,1.0,1.0,3.0,50.0,3.0,0.0
211,11,41,1.0,2.0,2.0,2.0,2.0,,,,-1.0,
211,11,41,,2.0,2.0,2.0,2.0,,,,-1.0,
211,11,41,,2.0,2.0,2.0,2.0,,,,-1.0,
211,11,41,,2.0,2.0,2.0,2.0,,,,-1.0,
211,11,41,,,40.0,2.0,2.0,,,,-1.0,
211,11,41,,2.0,3.0,2.0,2.0,,,,-1.0,
211,11,41,,,140.0,1.0,1.0,1.0,3.0,70.0,4.0,0.0
211,11,41,,,30.0,2.0,2.0,,,,-1.0,
211,11,41,,2.0,2.0,2.0,2.0,,,,-1.0,
211,11,47,1.0,2.0,2.0,2.0,2.0,,,,-1.0,
211,11,47,3.0,2.0,-2.0,,,,,,,
211,11,47,4.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
211,11,47,5.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
211,11,47,6.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,11,47,7.0,,-2.0,,,,,,,
211,11,47,8.0,,-2.0,,,,,,,
211,11,47,9.0,,-2.0,,,,,,,
211,11,47,,2.0,1.5,2.0,2.0,,,,0.0,5.0
211,11,55,1.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,11,55,2.0,1.0,,,,,,,,
211,11,55,3.0,2.0,30.0,1.0,1.0,1.0,3.0,20.0,1.0,0.0
211,11,55,4.0,1.0,,,,,,,,
211,11,55,5.0,1.0,,,,,,,,
211,11,55,6.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
211,11,55,7.0,,30.0,2.0,2.0,,,,1.0,0.0
211,11,55,8.0,,60.0,1.0,1.0,1.0,3.0,20.0,1.0,20.0
211,11,55,9.0,,100.0,1.0,1.0,1.0,3.0,30.0,2.0,0.0
211,11,65,1.0,2.0,-2.0,,,,,,,
211,11,65,2.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,11,65,3.0,2.0,-2.0,,,,,,,
211,11,65,4.0,2.0,-2.0,,,,,,,
211,11,65,5.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
211,11,65,6.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
211,11,65,7.0,,-2.0,,,,,,,
211,11,65,8.0,,-2.0,,,,,,,
211,11,65,9.0,,-2.0,,,,,,,
213,01,17,1.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
213,01,17,2.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
213,01,17,3.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
213,01,17,4.0,1.0,,,,,,,,
213,01,17,5.0,1.0,,,,,,,,
213,01,17,6.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
