tinh,huyen,xa,m5tt,m5c24,m5c25,m5c26,m5c27,m5c28a,m5c28b,m5c29,m5c30a,m5c30b
101,15,03,1.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
101,15,03,2.0,2.0,5.0,2.0,2.0,,,,0.0,15.0
101,15,03,3.0,2.0,10.0,2.0,2.0,,,,0.0,20.0
101,15,03,4.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
101,15,03,5.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
101,15,03,6.0,2.0,6.0,2.0,2.0,,,,0.0,15.0
101,15,03,7.0,,15.0,2.0,2.0,,,,0.0,45.0
101,15,03,8.0,,50.0,1.0,1.0,2.0,3.0,6.0,1.0,40.0
101,15,03,9.0,,50.0,1.0,1.0,2.0,3.0,6.0,1.0,40.0
101,15,09,1.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
101,15,09,2.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
101,15,09,3.0,2.0,12.0,2.0,2.0,,,,0.0,20.0
101,15,09,4.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
101,15,09,5.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
101,15,09,6.0,2.0,12.0,2.0,2.0,,,,0.0,20.0
101,15,09,7.0,,12.0,2.0,2.0,,,,0.0,30.0
101,15,09,8.0,,45.0,2.0,2.0,,,,1.0,15.0
101,15,09,9.0,,45.0,2.0,2.0,,,,1.0,15.0
101,15,19,1.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
101,15,19,2.0,2.0,-2.0,,,,,,,
101,15,19,3.0,2.0,-2.0,,,,,,,
101,15,19,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
101,15,19,5.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
101,15,19,6.0,2.0,1.5,2.0,2.0,,,,0.0,1.0
101,15,19,7.0,,7.0,2.0,2.0,,,,0.0,20.0
101,15,19,8.0,,38.0,2.0,2.0,,,,1.0,5.0
101,15,19,9.0,,38.0,2.0,2.0,,,,1.0,5.0
101,15,33,1.0,1.0,,,,,,,,
101,15,33,2.0,2.0,2.5,2.0,2.0,,,,0.0,15.0
101,15,33,3.0,2.0,7.0,2.0,2.0,,,,0.0,45.0
101,15,33,4.0,1.0,,,,,,,,
101,15,33,5.0,1.0,,,,,,,,
101,15,33,6.0,2.0,2.5,2.0,2.0,,,,0.0,15.0
101,15,33,7.0,,40.0,2.0,2.0,,,,1.0,15.0
101,15,33,8.0,,40.0,2.0,2.0,,,,1.0,15.0
101,15,33,9.0,,40.0,2.0,2.0,,,,1.0,15.0
101,15,39,1.0,2.0,1.2,6.0,,,,,0.0,7.0
101,15,39,2.0,2.0,1.2,6.0,,,,,0.0,7.0
101,15,39,3.0,2.0,6.0,2.0,2.0,,,,0.0,45.0
101,15,39,4.0,1.0,,,,,,,,
101,15,39,5.0,2.0,1.6,2.0,2.0,,,,0.0,5.0
101,15,39,6.0,2.0,1.6,2.0,2.0,,,,0.0,5.0
101,15,39,7.0,,40.0,2.0,2.0,,,,1.0,30.0
101,15,39,8.0,,40.0,2.0,2.0,,,,1.0,30.0
101,15,39,9.0,,40.0,2.0,2.0,,,,1.0,30.0
101,15,51,1.0,1.0,,,,,,,,
101,15,51,2.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
101,15,51,3.0,2.0,-2.0,,,,,,,
101,15,51,4.0,2.0,1.5,2.0,2.0,,,,0.0,7.0
101,15,51,5.0,2.0,1.5,2.0,2.0,,,,0.0,7.0
101,15,51,6.0,2.0,1.5,2.0,2.0,,,,0.0,7.0
101,15,51,7.0,,1.0,2.0,2.0,,,,0.0,5.0
101,15,51,8.0,,40.0,2.0,2.0,,,,1.0,15.0
101,15,51,9.0,,40.0,2.0,2.0,,,,1.0,15.0
101,17,13,1.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
101,17,13,2.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
101,17,13,3.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
101,17,13,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
101,17,13,5.0,2.0,1.0,2.0,2.0,,,,0.0,3.0
101,17,13,6.0,2.0,2.0,2.0,2.0,,,,0.0,3.0
101,17,13,7.0,,7.0,2.0,2.0,,,,0.0,30.0
101,17,13,8.0,,15.0,2.0,2.0,,,,1.0,0.0
101,17,13,9.0,,15.0,2.0,2.0,,,,1.0,0.0
101,17,27,1.0,1.0,,,,,,,,
101,17,27,2.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
101,17,27,3.0,1.0,,,,,,,,
101,17,27,4.0,2.0,0.5,,,,,,,
101,17,27,5.0,1.0,,,,,,,,
101,17,27,6.0,1.0,,,,,,,,
101,17,27,7.0,,9.0,2.0,2.0,,,,0.0,15.0
101,17,27,8.0,,25.0,2.0,2.0,,,,0.0,45.0
101,17,27,9.0,,25.0,2.0,2.0,,,,0.0,45.0
101,17,31,1.0,1.0,,,,,,,,
101,17,31,2.0,2.0,1.5,6.0,,,,,0.0,10.0
101,17,31,3.0,2.0,6.0,2.0,2.0,,,,0.0,25.0
101,17,31,4.0,2.0,1.0,2.0,2.0,,,,0.0,3.0
101,17,31,5.0,2.0,1.0,2.0,2.0,,,,0.0,7.0
101,17,31,6.0,2.0,2.5,2.0,2.0,,,,0.0,15.0
101,17,31,7.0,,5.0,2.0,2.0,,,,0.0,25.0
101,17,31,8.0,,20.0,2.0,2.0,,,,0.0,55.0
101,17,31,9.0,,20.0,2.0,2.0,,,,0.0,55.0
101,17,33,1.0,1.0,,,,,,,,
101,17,33,2.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
101,17,33,3.0,2.0,20.0,2.0,2.0,,,,0.0,40.0
101,17,33,4.0,2.0,1.0,6.0,,,,,0.0,10.0
101,17,33,5.0,2.0,1.0,6.0,,,,,0.0,10.0
101,17,33,6.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
101,17,33,7.0,,7.0,2.0,2.0,,,,0.0,15.0
101,17,33,8.0,,20.0,2.0,2.0,,,,0.0,40.0
101,17,33,9.0,,20.0,2.0,2.0,,,,0.0,40.0
101,17,35,1.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
101,17,35,2.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
101,17,35,3.0,2.0,20.0,2.0,2.0,,,,1.0,0.0
101,17,35,4.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
101,17,35,5.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
101,17,35,6.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
101,17,35,7.0,,12.0,2.0,2.0,,,,0.0,30.0
101,17,35,8.0,,30.0,2.0,2.0,,,,1.0,15.0
101,17,35,9.0,,30.0,2.0,2.0,,,,1.0,15.0
101,17,37,1.0,1.0,,,,,,,,
101,17,37,2.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
101,17,37,3.0,2.0,14.0,2.0,2.0,,,,0.0,20.0
101,17,37,4.0,2.0,0.5,,,,,,,
101,17,37,5.0,2.0,0.5,,,,,,,
101,17,37,6.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
101,17,37,7.0,,5.0,2.0,2.0,,,,0.0,10.0
101,17,37,8.0,,25.0,2.0,2.0,,,,0.0,45.0
101,17,37,9.0,,25.0,2.0,2.0,,,,0.0,45.0
101,17,39,1.0,1.0,,,,,,,,
101,17,39,2.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
101,17,39,3.0,2.0,15.0,2.0,2.0,,,,0.0,30.0
101,17,39,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
101,17,39,5.0,2.0,1.5,2.0,2.0,,,,0.0,10.0
101,17,39,6.0,2.0,1.5,2.0,2.0,,,,0.0,10.0
101,17,39,7.0,,8.0,2.0,2.0,,,,0.0,20.0
101,17,39,8.0,,20.0,2.0,2.0,,,,0.0,40.0
101,17,39,9.0,,20.0,2.0,2.0,,,,0.0,40.0
101,19,17,1.0,1.0,,,,,,,,
101,19,17,2.0,1.0,,,,,,,,
101,19,17,3.0,1.0,,,,,,,,
101,19,17,4.0,1.0,,,,,,,,
101,19,17,5.0,1.0,,,,,,,,
101,19,17,6.0,1.0,,,,,,,,
101,19,17,7.0,,14.0,2.0,2.0,,,,0.0,45.0
101,19,17,8.0,,14.0,2.0,2.0,,,,0.0,45.0
101,19,17,9.0,,14.0,2.0,2.0,,,,0.0,45.0
101,19,55,1.0,2.0,0.5,,,,,,,
101,19,55,2.0,2.0,4.0,2.0,2.0,,,,0.0,15.0
101,19,55,3.0,2.0,20.0,2.0,2.0,,,,0.0,45.0
101,19,55,4.0,1.0,,,,,,,,
101,19,55,5.0,1.0,,,,,,,,
101,19,55,6.0,2.0,3.0,2.0,2.0,,,,0.0,20.0
101,19,55,7.0,,3.0,2.0,2.0,,,,0.0,10.0
101,19,55,8.0,,16.0,2.0,2.0,,,,0.0,30.0
101,19,55,9.0,,16.0,2.0,2.0,,,,0.0,30.0
101,21,13,1.0,1.0,,,,,,,,
101,21,13,2.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
101,21,13,3.0,2.0,10.0,2.0,2.0,,,,0.0,45.0
101,21,13,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
101,21,13,5.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
101,21,13,6.0,2.0,7.0,2.0,2.0,,,,0.0,25.0
101,21,13,7.0,,8.0,2.0,2.0,,,,0.0,25.0
101,21,13,8.0,,8.0,2.0,2.0,,,,0.0,25.0
101,21,13,9.0,,8.0,2.0,2.0,,,,0.0,25.0
101,21,23,1.0,1.0,,,,,,,,
101,21,23,2.0,2.0,-2.0,,,,,,,
101,21,23,3.0,1.0,,,,,,,,
101,21,23,4.0,1.0,,,,,,,,
101,21,23,5.0,1.0,,,,,,,,
101,21,23,6.0,2.0,-2.0,,,,,,,
101,21,23,7.0,,15.0,2.0,2.0,,,,0.0,45.0
101,21,23,8.0,,15.0,2.0,2.0,,,,0.0,45.0
101,21,23,9.0,,15.0,2.0,2.0,,,,0.0,45.0
101,23,23,1.0,1.0,,,,,,,,
101,23,23,2.0,2.0,0.5,,,,,,,
101,23,23,3.0,2.0,0.5,,,,,,,
101,23,23,4.0,1.0,,,,,,,,
101,23,23,5.0,2.0,0.5,,,,,,,
101,23,23,6.0,2.0,0.5,,,,,,,
101,23,23,7.0,,6.0,2.0,2.0,,,,0.0,15.0
101,23,23,8.0,,10.0,2.0,2.0,,,,0.0,30.0
101,23,23,9.0,,10.0,2.0,2.0,,,,0.0,30.0
101,23,47,1.0,1.0,,,,,,,,
101,23,47,2.0,2.0,0.5,,,,,,,
101,23,47,3.0,2.0,0.5,,,,,,,
101,23,47,4.0,1.0,,,,,,,,
101,23,47,5.0,2.0,0.5,,,,,,,
101,23,47,6.0,2.0,0.5,,,,,,,
101,23,47,7.0,,5.0,2.0,2.0,,,,0.0,15.0
101,23,47,8.0,,10.0,2.0,2.0,,,,0.0,30.0
101,23,47,9.0,,10.0,2.0,2.0,,,,0.0,30.0
103,11,05,1.0,1.0,,,,,,,,
103,11,05,2.0,2.0,13.0,2.0,2.0,,,,0.0,20.0
103,11,05,3.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
103,11,05,4.0,1.0,,,,,,,,
103,11,05,5.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
103,11,05,6.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
103,11,05,7.0,,17.0,2.0,2.0,,,,0.0,10.0
103,11,05,8.0,,24.0,2.0,2.0,,,,0.0,40.0
103,11,05,9.0,,24.0,2.0,2.0,,,,0.0,40.0
103,11,07,1.0,1.0,,,,,,,,
103,11,07,2.0,2.0,2.5,6.0,,,,,0.0,20.0
103,11,07,3.0,2.0,2.5,6.0,,,,,0.0,20.0
103,11,07,4.0,2.0,0.8,,,,,,,
103,11,07,5.0,2.0,0.8,,,,,,,
103,11,07,6.0,2.0,2.5,6.0,,,,,0.0,20.0
103,11,07,7.0,,15.0,2.0,2.0,,,,0.0,25.0
103,11,07,8.0,,20.0,2.0,2.0,,,,0.0,35.0
103,11,07,9.0,,20.0,2.0,2.0,,,,0.0,35.0
103,11,14,1.0,1.0,,,,,,,,
103,11,14,2.0,2.0,10.0,6.0,,,,,0.0,30.0
103,11,14,3.0,1.0,,,,,,,,
103,11,14,4.0,1.0,,,,,,,,
103,11,14,5.0,1.0,,,,,,,,
103,11,14,6.0,2.0,6.0,2.0,2.0,,,,0.0,15.0
103,11,14,7.0,,30.0,6.0,,,,,2.0,0.0
103,11,14,8.0,,35.0,6.0,,,,,2.0,15.0
103,11,14,9.0,,35.0,6.0,,,,,2.0,15.0
103,11,21,1.0,2.0,1.5,6.0,,,,,0.0,15.0
103,11,21,2.0,2.0,9.0,6.0,,,,,0.0,30.0
103,11,21,3.0,2.0,1.5,6.0,,,,,0.0,15.0
103,11,21,4.0,2.0,0.5,,,,,,,
103,11,21,5.0,2.0,0.5,,,,,,,
103,11,21,6.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
103,11,21,7.0,,12.0,2.0,2.0,,,,0.0,15.0
103,11,21,8.0,,20.0,2.0,2.0,,,,0.0,35.0
103,11,21,9.0,,20.0,2.0,2.0,,,,0.0,35.0
103,11,27,1.0,2.0,1.0,6.0,,,,,0.0,10.0
103,11,27,2.0,2.0,2.5,6.0,,,,,0.0,10.0
103,11,27,3.0,2.0,2.0,2.0,2.0,,,,0.0,15.0
103,11,27,4.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
103,11,27,5.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
103,11,27,6.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
103,11,27,7.0,,6.0,2.0,2.0,,,,0.0,15.0
103,11,27,8.0,,14.0,2.0,2.0,,,,0.0,30.0
103,11,27,9.0,,14.0,2.0,2.0,,,,0.0,30.0
103,11,35,1.0,2.0,0.5,,,,,,,
103,11,35,2.0,2.0,3.0,6.0,,,,,0.0,20.0
103,11,35,3.0,2.0,4.0,6.0,,,,,0.0,30.0
103,11,35,4.0,2.0,0.6,,,,,,,
103,11,35,5.0,2.0,0.6,,,,,,,
103,11,35,6.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
103,11,35,7.0,,4.0,2.0,2.0,,,,0.0,10.0
103,11,35,8.0,,10.0,2.0,2.0,,,,0.0,48.0
103,11,35,9.0,,10.0,2.0,2.0,,,,0.0,48.0
103,11,43,1.0,1.0,,,,,,,,
103,11,43,2.0,2.0,-2.0,,,,,,,
103,11,43,3.0,2.0,-2.0,,,,,,,
103,11,43,4.0,1.0,,,,,,,,
103,11,43,5.0,1.0,,,,,,,,
103,11,43,6.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
103,11,43,7.0,,4.0,6.0,,,,,0.0,25.0
103,11,43,8.0,,12.0,2.0,2.0,,,,0.0,25.0
103,11,43,9.0,,12.0,2.0,2.0,,,,0.0,25.0
103,13,07,1.0,1.0,,,,,,,,
103,13,07,2.0,2.0,5.0,2.0,2.0,,,,0.0,5.0
103,13,07,3.0,2.0,5.0,2.0,2.0,,,,0.0,5.0
103,13,07,4.0,1.0,,,,,,,,
103,13,07,5.0,1.0,,,,,,,,
103,13,07,6.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
103,13,07,7.0,,14.0,2.0,2.0,,,,0.0,20.0
103,13,07,8.0,,20.0,2.0,2.0,,,,0.0,40.0
103,13,07,9.0,,20.0,2.0,2.0,,,,0.0,40.0
103,13,13,1.0,2.0,0.1,,,,,,,
103,13,13,2.0,2.0,-2.0,,,,,,,
103,13,13,3.0,2.0,-2.0,,,,,,,
103,13,13,4.0,2.0,1.0,1.0,1.0,16.0,3.0,-1.0,-1.0,
103,13,13,6.0,2.0,0.4,,,,,,,
103,13,13,7.0,,6.0,2.0,2.0,,,,-1.0,
103,13,13,,,14.0,2.0,2.0,,,,-1.0,
103,13,13,,,14.0,2.0,2.0,,,,-1.0,
103,13,13,,2.0,0.1,,,,,,,
103,15,03,1.0,2.0,18.0,2.0,2.0,,,,0.0,30.0
103,15,03,2.0,2.0,3.0,6.0,,,,,0.0,15.0
103,15,03,3.0,2.0,18.0,2.0,2.0,,,,0.0,30.0
103,15,03,4.0,2.0,2.0,6.0,,,,,0.0,10.0
103,15,03,5.0,2.0,2.0,6.0,,,,,0.0,10.0
103,15,03,6.0,2.0,10.0,2.0,2.0,,,,0.0,20.0
103,15,03,7.0,,10.0,2.0,2.0,,,,0.0,20.0
103,15,03,8.0,,25.0,1.0,1.0,20.0,3.0,5.0,0.0,30.0
103,15,03,9.0,,25.0,1.0,1.0,20.0,3.0,5.0,0.0,30.0
103,15,11,1.0,2.0,15.0,2.0,2.0,,,,0.0,30.0
103,15,11,2.0,2.0,5.0,6.0,,,,,0.0,30.0
103,15,11,3.0,2.0,15.0,2.0,2.0,,,,0.0,30.0
103,15,11,4.0,2.0,1.0,6.0,,,,,0.0,30.0
103,15,11,5.0,2.0,1.0,6.0,,,,,0.0,30.0
103,15,11,6.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
103,15,11,7.0,,5.0,2.0,2.0,,,,0.0,10.0
103,15,11,8.0,,25.0,2.0,2.0,,,,0.0,50.0
103,15,11,9.0,,25.0,2.0,2.0,,,,0.0,50.0
103,17,17,1.0,2.0,2.0,6.0,,,,,0.0,13.0
103,17,17,2.0,2.0,15.0,2.0,2.0,,,,0.0,22.0
103,17,17,3.0,2.0,20.0,2.0,2.0,,,,0.0,30.0
103,17,17,4.0,2.0,2.0,6.0,,,,,0.0,13.0
103,17,17,5.0,2.0,2.0,6.0,,,,,0.0,13.0
103,17,17,6.0,2.0,5.0,2.0,2.0,,,,0.0,15.0
103,17,17,7.0,,5.0,2.0,2.0,,,,0.0,15.0
103,17,17,8.0,,20.0,2.0,2.0,,,,0.0,30.0
103,17,17,9.0,,20.0,2.0,2.0,,,,0.0,30.0
103,17,23,1.0,2.0,2.0,6.0,,,,,0.0,15.0
103,17,23,2.0,2.0,20.0,2.0,2.0,,,,0.0,30.0
103,17,23,3.0,2.0,23.0,2.0,2.0,,,,0.0,30.0
103,17,23,4.0,2.0,2.0,6.0,,,,,0.0,15.0
103,17,23,5.0,2.0,2.0,6.0,,,,,0.0,15.0
103,17,23,6.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
103,17,23,7.0,,4.0,2.0,2.0,,,,0.0,10.0
103,17,23,8.0,,22.0,2.0,2.0,,,,0.0,30.0
103,17,23,9.0,,22.0,2.0,2.0,,,,0.0,30.0
103,17,31,1.0,2.0,2.0,6.0,,,,,0.0,10.0
103,17,31,2.0,2.0,26.0,2.0,2.0,,,,0.0,30.0
103,17,31,3.0,2.0,28.0,2.0,2.0,,,,0.0,36.0
103,17,31,4.0,2.0,3.0,6.0,,,,,0.0,15.0
103,17,31,5.0,2.0,3.0,6.0,,,,,0.0,15.0
103,17,31,6.0,2.0,5.0,2.0,2.0,,,,0.0,13.0
103,17,31,7.0,,5.0,2.0,2.0,,,,0.0,13.0
103,17,31,8.0,,26.0,2.0,2.0,,,,0.0,30.0
103,17,31,9.0,,26.0,2.0,2.0,,,,0.0,30.0
103,19,09,1.0,2.0,5.0,6.0,,,,,0.0,30.0
103,19,09,2.0,2.0,10.0,2.0,2.0,,,,0.0,10.0
103,19,09,3.0,2.0,30.0,2.0,2.0,,,,0.0,20.0
103,19,09,4.0,2.0,1.0,6.0,,,,,0.0,10.0
103,19,09,5.0,2.0,1.0,6.0,,,,,0.0,10.0
103,19,09,6.0,2.0,5.0,2.0,2.0,,,,0.0,5.0
103,19,09,7.0,,5.0,6.0,,,,,0.0,30.0
103,19,09,8.0,,30.0,2.0,2.0,,,,1.0,15.0
103,19,09,9.0,,30.0,2.0,2.0,,,,1.0,15.0
103,19,17,1.0,2.0,2.0,6.0,,,,,0.0,15.0
103,19,17,2.0,2.0,7.0,2.0,2.0,,,,0.0,15.0
103,19,17,3.0,2.0,20.0,2.0,2.0,,,,1.0,0.0
103,19,17,4.0,2.0,2.0,6.0,,,,,0.0,15.0
103,19,17,5.0,2.0,1.0,6.0,,,,,0.0,10.0
103,19,17,6.0,2.0,2.0,6.0,,,,,0.0,10.0
103,19,17,7.0,,3.0,6.0,,,,,0.0,30.0
103,19,17,8.0,,30.0,2.0,2.0,,,,1.0,20.0
103,19,17,9.0,,30.0,2.0,2.0,,,,1.0,20.0
103,19,25,1.0,2.0,0.5,,,,,,,
103,19,25,2.0,2.0,5.0,2.0,2.0,,,,0.0,30.0
103,19,25,3.0,2.0,30.0,1.0,1.0,1.0,2.0,10.0,1.0,15.0
103,19,25,4.0,2.0,0.5,,,,,,,
103,19,25,5.0,2.0,0.5,,,,,,,
103,19,25,6.0,2.0,0.5,,,,,,,
103,19,25,7.0,,2.0,6.0,,,,,0.0,15.0
103,19,25,8.0,,40.0,1.0,1.0,2.0,2.0,2.0,1.0,15.0
103,19,25,9.0,,40.0,1.0,1.0,2.0,2.0,2.0,1.0,15.0
103,21,17,1.0,1.0,,,,,,,,
103,21,17,2.0,2.0,1.0,6.0,,,,,0.0,5.0
103,21,17,3.0,2.0,1.0,6.0,,,,,0.0,5.0
103,21,17,4.0,1.0,,,,,,,,
103,21,17,5.0,1.0,,,,,,,,
103,21,17,6.0,2.0,1.0,6.0,,,,,0.0,5.0
103,21,17,7.0,,-2.0,,,,,,,
103,21,17,8.0,,-2.0,,,,,,,
103,21,17,9.0,,-2.0,,,,,,,
103,21,25,1.0,2.0,0.5,,,,,,,
103,21,25,2.0,2.0,2.0,6.0,,,,,0.0,15.0
103,21,25,3.0,2.0,40.0,1.0,1.0,2.0,2.0,-1.0,1.0,30.0
103,21,25,4.0,2.0,1.0,6.0,,,,,0.0,8.0
103,21,25,5.0,2.0,2.0,6.0,,,,,0.0,15.0
103,21,25,6.0,2.0,2.0,6.0,,,,,0.0,15.0
103,21,25,7.0,,2.0,6.0,,,,,0.0,15.0
103,21,25,8.0,,30.0,1.0,1.0,2.0,2.0,-1.0,1.0,15.0
103,21,25,9.0,,40.0,1.0,1.0,2.0,2.0,-1.0,1.0,30.0
103,21,35,1.0,1.0,,,,,,,,
103,21,35,2.0,2.0,-2.0,,,,,,,
103,21,35,3.0,2.0,7.0,2.0,2.0,,,,0.0,20.0
103,21,35,4.0,1.0,,,,,,,,
103,21,35,5.0,1.0,,,,,,,,
103,21,35,6.0,2.0,7.0,2.0,2.0,,,,0.0,20.0
103,21,35,7.0,,7.0,2.0,2.0,,,,0.0,20.0
103,21,35,8.0,,45.0,1.0,1.0,2.0,3.0,12.0,1.0,30.0
103,21,35,9.0,,45.0,1.0,1.0,2.0,3.0,12.0,1.0,30.0
103,21,43,1.0,2.0,0.5,,,,,,,
103,21,43,2.0,2.0,-2.0,,,,,,,
103,21,43,3.0,2.0,10.0,2.0,2.0,,,,0.0,30.0
103,21,43,4.0,1.0,,,,,,,,
103,21,43,5.0,2.0,0.5,,,,,,,
103,21,43,6.0,2.0,1.0,6.0,,,,,0.0,10.0
103,21,43,7.0,,10.0,2.0,2.0,,,,0.0,30.0
103,21,43,8.0,,45.0,1.0,1.0,2.0,3.0,-1.0,1.0,30.0
103,21,43,9.0,,-2.0,,,,,,,
103,21,51,1.0,2.0,1.0,6.0,,,,,0.0,10.0
103,21,51,2.0,2.0,-2.0,,,,,,,
103,21,51,3.0,2.0,10.0,2.0,2.0,,,,0.0,30.0
103,21,51,4.0,2.0,1.0,6.0,,,,,0.0,10.0
103,21,51,5.0,2.0,1.0,6.0,,,,,0.0,10.0
103,21,51,6.0,2.0,1.0,6.0,,,,,0.0,10.0
103,21,51,7.0,,10.0,2.0,2.0,,,,0.0,30.0
103,21,51,8.0,,45.0,2.0,2.0,,,,1.0,30.0
103,21,51,9.0,,45.0,2.0,2.0,,,,1.0,30.0
104,01,17,1.0,1.0,,,,,,,,
104,01,17,2.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
104,01,17,3.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
104,01,17,4.0,2.0,0.5,,,,,,,
104,01,17,5.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
104,01,17,6.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
104,01,17,7.0,,5.0,2.0,2.0,,,,0.0,20.0
104,01,17,8.0,,7.0,2.0,2.0,,,,0.0,20.0
104,01,17,9.0,,48.0,2.0,2.0,,,,1.0,15.0
104,02,13,1.0,1.0,,,,,,,,
104,02,13,2.0,2.0,0.1,,,,,,,
104,02,13,3.0,2.0,0.1,,,,,,,
104,02,13,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
104,02,13,5.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
104,02,13,6.0,2.0,3.0,2.0,2.0,,,,0.0,5.0
104,02,13,7.0,,3.0,2.0,2.0,,,,0.0,5.0
104,02,13,8.0,,18.0,2.0,2.0,,,,0.0,30.0
104,02,13,9.0,,40.0,2.0,2.0,,,,1.0,0.0
104,03,11,1.0,2.0,1.0,6.0,,,,,0.0,5.0
104,03,11,2.0,2.0,1.0,6.0,,,,,0.0,5.0
104,03,11,3.0,2.0,31.0,2.0,2.0,,,,1.0,0.0
104,03,11,4.0,2.0,1.0,6.0,,,,,0.0,5.0
104,03,11,5.0,2.0,1.0,6.0,,,,,0.0,5.0
104,03,11,6.0,2.0,9.0,2.0,2.0,,,,0.0,20.0
104,03,11,7.0,,19.0,2.0,2.0,,,,0.0,40.0
104,03,11,8.0,,31.0,2.0,2.0,,,,1.0,0.0
104,03,11,9.0,,79.0,1.0,1.0,10.0,3.0,30.0,2.0,30.0
104,03,29,1.0,2.0,2.5,6.0,,,,,0.0,12.0
104,03,29,2.0,2.0,2.5,6.0,,,,,0.0,12.0
104,03,29,3.0,2.0,2.5,6.0,,,,,0.0,12.0
104,03,29,4.0,1.0,,,,,,,,
104,03,29,5.0,2.0,2.5,6.0,,,,,0.0,12.0
104,03,29,6.0,2.0,2.5,6.0,,,,,0.0,12.0
104,03,29,7.0,,2.5,6.0,,,,,0.0,12.0
104,03,29,8.0,,30.0,2.0,2.0,,,,0.0,50.0
104,03,29,9.0,,80.0,1.0,1.0,10.0,3.0,30.0,2.0,30.0
104,03,33,1.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,33,2.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,33,3.0,2.0,10.0,2.0,2.0,,,,0.0,20.0
104,03,33,4.0,1.0,,,,,,,,
104,03,33,5.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,33,6.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,33,7.0,,4.0,6.0,,,,,0.0,20.0
104,03,33,8.0,,35.0,2.0,2.0,,,,1.0,5.0
104,03,33,9.0,,85.0,1.0,1.0,4.0,3.0,30.0,2.0,30.0
104,03,43,1.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,43,2.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,43,3.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,43,4.0,2.0,2.0,6.0,,,,,0.0,10.0
104,03,43,5.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,43,6.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,43,7.0,,4.0,6.0,,,,,0.0,20.0
104,03,43,8.0,,24.0,2.0,2.0,,,,0.0,50.0
104,03,43,9.0,,74.0,1.0,1.0,10.0,3.0,30.0,2.0,30.0
104,03,53,1.0,2.0,10.0,2.0,2.0,,,,0.0,20.0
104,03,53,2.0,1.0,,,,,,,,
104,03,53,3.0,2.0,10.0,2.0,2.0,,,,0.0,20.0
104,03,53,4.0,2.0,4.0,6.0,,,,,0.0,20.0
104,03,53,5.0,2.0,4.0,6.0,,,,,0.0,20.0
