tinh,huyen,xa,diaban,hoso,m8c1a,m8c1b,m8c1c,m8c1d,m8c2a,m8c2b,m8c2c,m8c2d,m8c3a_1,m8c3b_1,m8c3a_2,m8c3b_2,m8c3a_3,m8c3b_3,m8c3a_4,m8c3b_4,m8c3a_5,m8c3b_5,m8c3a_6,m8c3b_6,m8c3a_7,m8c3b_7,m8c3a_8,m8c3b_8,m8c4a_1,m8c4b_1,m8c4a_2,m8c4b_2,m8c4a_3,m8c4b_3,m8c5,m8c6a,m8c6b,m8c6c
809,9,33.0,11,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,11,1.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,11,1.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,11,1.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
809,11,5.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,11,5.0,3,14,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2,,,
809,11,5.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,11,9.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,0.0,
809,11,9.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,11,9.0,3,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,11,15.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,11,15.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,3.0,0.0
809,11,15.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,11,17.0,24,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,11,17.0,24,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,11,17.0,24,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,0.0,
809,11,21.0,2,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,5.0,0.0
809,11,21.0,2,14,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,5.0,1.0,0.0
809,11,21.0,2,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,5.0,1.0,0.0
809,11,27.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,11,27.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,11,27.0,11,15,1,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,5.0,0.0,
809,13,5.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,13,5.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,13,5.0,2,15,1,1,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
809,13,11.0,3,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3,2.0,5.0,0.0
809,13,11.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
809,13,11.0,3,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,13,15.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,4.0,0.0
809,13,15.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,13,15.0,11,19,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3,2.0,1.0,5.0
809,13,19.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,13,19.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,13,19.0,16,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.0,0.0,
809,13,25.0,1,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,13,25.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,1.0,2.0
809,13,25.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,1.0,0.0
809,13,29.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,13,29.0,8,15,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
809,13,29.0,8,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,13,35.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,13,35.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,13,35.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,15,5.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
809,15,5.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,15,5.0,11,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,15,21.0,9,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,1.0,0.0
809,15,21.0,9,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,15,21.0,9,15,2,2,1,1,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,1.0,0.0
809,15,25.0,22,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,15,25.0,22,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
809,15,25.0,22,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,1,7.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,1,7.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,1,7.0,2,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,1,15.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,1,15.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,1,15.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,1,17.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,1,17.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,1,17.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
811,1,23.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,1,23.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,1,23.0,10,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,1,29.0,9,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,1,29.0,9,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,1,29.0,9,24,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,1.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,1.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,1.0,6,15,2,2,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,5.0,0.0
811,3,3.0,26,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,3,3.0,26,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,3.0,26,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,7.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,7.0,11,14,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
811,3,7.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,11.0,22,14,2,2,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,5.0,0.0,
811,3,11.0,22,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,3,11.0,22,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,3,17.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,17.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,17.0,1,19,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
811,3,25.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
811,3,25.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,25.0,1,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,33.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,33.0,15,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,33.0,15,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,3,39.0,22,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,3,39.0,22,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,0.0,
811,3,39.0,22,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,5,5.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,5,5.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
811,5,5.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,5,9.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,5,9.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,5,9.0,13,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,5,13.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,5,13.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,0.0,
811,5,13.0,10,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,5,15.0,14,13,2,1,1,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
811,5,15.0,14,14,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
811,5,15.0,14,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,5,21.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,5,21.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,5,21.0,2,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,5.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0,
811,7,5.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,5.0,18,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,11.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,11.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,7,11.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,7,17.0,12,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,17.0,12,15,2,2,1,1,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,2.0,0.0
811,7,17.0,12,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,7,21.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,21.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,21.0,2,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,27.0,6,14,2,2,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,5.0,0.0,
811,7,27.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
811,7,27.0,6,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,7,33.0,14,14,2,2,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,0.0,
811,7,33.0,14,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
811,7,33.0,14,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,5.0,0.0
811,7,37.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,37.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,37.0,18,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,41.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,7,41.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,2.0,0.0
811,7,41.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,47.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,47.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,47.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,51.0,27,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,7,51.0,27,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,7,51.0,27,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,9,5.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,5.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,5.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,9,13.0,16,13,2,1,2,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
811,9,13.0,16,14,2,2,2,1,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,5.0,2.0,0.0
811,9,13.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,19.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,19.0,16,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,19.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,25.0,17,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,25.0,17,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,25.0,17,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,29.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,29.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,29.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,35.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,35.0,15,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,0.0,
811,9,35.0,15,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,41.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,41.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,9,41.0,10,15,2,2,2,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,1.0,5.0
811,11,1.0,12,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,11,1.0,12,14,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,,,
811,11,1.0,12,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,11,5.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,11,5.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,11,5.0,10,15,1,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,0.0,
811,11,15.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,11,15.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,11,15.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,11,23.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,11,23.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,11,23.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.0,0.0,
811,11,31.0,7,13,1,1,1,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
811,11,31.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,11,31.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,11,37.0,1,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,11,37.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,11,37.0,1,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,13,7.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,13,7.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
811,13,7.0,11,15,1,1,1,1,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,5.0,0.0,
811,13,13.0,14,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,13,13.0,14,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,13,13.0,14,19,2,2,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
811,13,21.0,22,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.0,0.0,
811,13,21.0,22,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,5.0,0.0
811,13,21.0,22,20,2,2,1,1,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
811,13,25.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,3.0,5.0
811,13,25.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,13,25.0,8,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
811,13,33.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,13,33.0,15,14,1,1,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
811,13,33.0,15,15,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
811,13,41.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,13,41.0,2,14,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,5.0,0.0,
811,13,41.0,2,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,13,45.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,13,45.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,5.0,0.0
811,13,45.0,5,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
811,15,9.0,9,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,15,9.0,9,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,15,9.0,9,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,15,13.0,22,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,15,13.0,22,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,15,13.0,22,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,15,19.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,15,19.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,15,19.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,15,29.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
811,15,29.0,10,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
811,15,29.0,10,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
813,1,1.0,31,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
813,1,1.0,31,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
813,1,1.0,31,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
813,1,3.0,7,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3,1.0,2.0,3.0
