tinh,huyen,xa,diaban,hoso,thunhap,thubq,chitieu,chids,chibq,chidsbq
205,5,31.0,6,14,47439.0,1318.0,16582.3,15982.3,460.6,444.0
205,5,31.0,6,15,16404.0,342.0,7467.6,7117.6,155.60000000000002,148.3
205,7,15.0,4,13,38522.0,803.0,21017.7,20317.7,437.90000000000003,423.3
205,7,15.0,4,14,32606.0,906.0,23275.5,23155.5,646.5,643.2
205,7,15.0,4,15,36692.0,510.0,27723.5,27223.5,385.0,378.1
205,7,31.0,3,13,24476.0,408.0,22966.0,22266.0,382.8,371.1
205,7,31.0,3,14,28583.0,595.0,18893.0,18293.0,393.6,381.1
205,7,31.0,3,15,4173.0,348.0,5247.0,5047.0,437.3,420.6
205,8,3.0,3,13,15372.0,214.0,12157.399,12121.399,168.9,168.4
205,8,3.0,3,14,10298.0,215.0,7408.9,7378.9,154.4,153.70000000000002
205,8,3.0,3,15,14761.0,410.0,10004.1,9428.1,277.90000000000003,261.90000000000003
205,8,23.0,3,13,30766.0,513.0,24477.6,24247.6,408.0,404.1
205,8,23.0,3,14,28925.0,482.0,25166.0,24936.0,419.40000000000003,415.6
205,8,23.0,3,15,35451.0,591.0,26491.398,26161.398,441.5,436.0
205,9,51.0,2,13,16501.0,172.0,15617.5,15357.5,162.70000000000002,160.0
205,9,51.0,2,14,13528.0,225.0,12096.0,11776.0,201.60000000000002,196.3
205,9,51.0,2,15,11278.0,188.0,11040.7,10780.7,184.0,179.70000000000002
205,9,65.0,4,13,26936.0,561.0,16395.9,14134.9,341.6,294.5
205,9,65.0,4,14,35508.0,423.0,24900.9,23339.9,296.40000000000003,277.90000000000003
205,9,65.0,4,15,13129.0,219.0,10565.3,10254.3,176.10000000000002,170.9
205,11,1.0,10,14,45439.0,947.0,43551.8,41791.8,907.3000000000001,870.7
205,11,1.0,10,15,27960.0,777.0,21678.1,19718.1,602.2,547.7
205,11,1.0,10,19,10576.0,294.0,29559.5,27759.5,821.1,771.1
205,11,3.0,15,13,57695.0,1202.0,31216.201,28986.201,650.3000000000001,603.9
205,11,3.0,15,14,29493.0,614.0,21129.3,20444.3,440.20000000000005,425.90000000000003
205,11,3.0,15,15,14791.0,247.0,14894.2,14802.2,248.20000000000002,246.70000000000002
205,11,11.0,7,14,24447.0,679.0,22644.299,21751.299,629.0,604.2
205,11,11.0,7,15,11796.0,246.0,9351.6,8996.6,194.8,187.4
205,11,11.0,7,19,2351.0,196.0,2462.5,2249.5,205.20000000000002,187.5
205,11,15.0,22,13,10577.0,441.0,9800.0,9138.0,408.3,380.8
205,11,15.0,22,14,34671.0,722.0,27506.9,25514.9,573.1,531.6
205,11,15.0,22,15,18608.0,775.0,10280.899,9420.899,428.40000000000003,392.5
205,11,19.0,9,13,13901.0,290.0,19556.0,19186.0,407.40000000000003,399.70000000000005
205,11,19.0,9,14,41903.0,873.0,28121.4,26740.4,585.9,557.1
205,11,19.0,9,15,25250.0,526.0,38691.3,37496.3,806.1,781.2
205,11,23.0,7,13,3855.0,161.0,5156.3,5136.3,214.8,214.0
205,11,23.0,7,14,28492.0,475.0,20880.0,19710.0,348.0,328.5
205,11,23.0,7,15,33837.0,564.0,26757.5,25197.5,446.0,420.0
205,13,1.0,10,13,56923.0,1186.0,43735.7,40931.7,911.2,852.7
205,13,1.0,10,14,51240.0,1068.0,40359.6,37755.6,840.8000000000001,786.6
205,13,1.0,10,15,103275.0,1721.0,63141.3,60541.3,1052.4,1009.0
205,13,11.0,16,13,29488.0,223.0,26635.3,26410.3,201.8,200.10000000000002
205,13,11.0,16,14,39856.0,369.0,35100.1,34905.1,325.0,323.20000000000005
205,13,11.0,16,15,33027.0,344.0,24872.3,24586.3,259.1,256.1
205,13,29.0,4,13,33894.0,471.0,28159.0,27659.0,391.1,384.20000000000005
205,13,29.0,4,14,52983.0,552.0,42618.8,41918.8,443.90000000000003,436.70000000000005
205,13,29.0,4,19,37260.0,621.0,24789.1,24339.1,413.20000000000005,405.70000000000005
205,15,11.0,2,13,41860.0,872.0,18870.0,18150.0,393.1,378.1
205,15,11.0,2,14,71307.0,990.0,45663.2,44023.2,634.2,611.4
205,15,11.0,2,15,30342.0,632.0,22420.8,22420.8,467.1,467.1
205,15,27.0,1,14,27215.0,567.0,15123.3,14723.3,315.1,306.7
205,15,27.0,1,15,5762.0,480.0,4788.0,4668.0,399.0,389.0
205,15,27.0,1,19,26041.0,310.0,23160.7,22960.7,275.7,273.3
205,19,5.0,11,13,19246.0,401.0,12913.1,12578.1,269.0,262.0
205,19,5.0,11,14,12374.0,258.0,12084.0,11428.0,251.8,238.10000000000002
205,19,5.0,11,15,30686.0,426.0,17668.4,17328.4,245.4,240.70000000000002
205,19,17.0,4,13,34136.0,406.0,17292.5,16577.5,205.9,197.4
205,19,17.0,4,14,15200.0,211.0,15923.6,15278.6,221.20000000000002,212.20000000000002
205,19,17.0,4,15,24514.0,340.0,22850.3,21075.3,317.40000000000003,292.7
205,19,33.0,7,13,9685.0,269.0,8551.7,8381.7,237.5,232.8
205,19,33.0,7,14,12164.0,203.0,12328.5,11290.5,205.5,188.20000000000002
205,19,33.0,7,15,34264.0,476.0,27365.5,25265.5,380.1,350.90000000000003
205,19,43.0,3,13,25651.0,428.0,14887.0,14490.0,248.10000000000002,241.5
205,19,43.0,3,14,38219.0,455.0,30843.0,29868.0,367.20000000000005,355.6
205,19,43.0,3,15,38094.0,635.0,37734.9,37198.9,628.9000000000001,620.0
207,1,3.0,8,13,36021.0,1001.0,15046.0,13646.0,417.90000000000003,379.1
207,1,3.0,8,14,49977.0,1041.0,22256.2,21456.2,463.70000000000005,447.0
207,1,3.0,8,15,26582.0,554.0,29207.2,28607.2,608.5,596.0
207,1,5.0,9,13,39696.0,551.0,27515.6,27175.6,382.20000000000005,377.40000000000003
207,1,5.0,9,14,36089.0,1002.0,26452.0,25802.0,734.8000000000001,716.7
207,1,5.0,9,20,41506.0,1153.0,23491.3,22481.3,652.5,624.5
207,1,11.0,4,13,30403.0,633.0,17533.0,17283.0,365.3,360.1
207,1,11.0,4,14,26934.0,748.0,16345.0,16115.0,454.0,447.6
207,1,11.0,4,15,18461.0,513.0,13388.0,13006.0,371.90000000000003,361.3
207,1,13.0,5,13,44395.0,740.0,50240.5,49540.5,837.3000000000001,825.7
207,1,13.0,5,14,54903.0,1144.0,18711.3,17211.3,389.8,358.6
207,1,13.0,5,15,19784.0,412.0,16051.3,15451.3,334.40000000000003,321.90000000000003
207,1,15.0,7,13,23609.0,492.0,22434.799,21729.799,467.40000000000003,452.70000000000005
207,1,15.0,7,14,41221.0,687.0,25876.1,24901.1,431.3,415.0
207,1,15.0,7,15,19788.0,412.0,34617.4,33992.4,721.2,708.2
207,3,3.0,2,13,12932.0,216.0,21425.6,20021.6,357.1,333.70000000000005
207,3,3.0,2,14,16572.0,276.0,20081.0,18827.0,334.70000000000005,313.8
207,3,3.0,2,15,36104.0,1003.0,29800.1,11546.1,827.8000000000001,320.70000000000005
207,3,7.0,2,13,13023.0,217.0,17631.0,16127.0,293.90000000000003,268.8
207,3,7.0,2,14,26662.0,555.0,31108.5,29554.5,648.1,615.7
207,3,7.0,2,20,23540.0,392.0,24242.1,22458.1,404.0,374.3
207,3,25.0,6,13,76400.0,910.0,41572.5,39012.5,494.90000000000003,464.40000000000003
207,3,25.0,6,14,49319.0,1027.0,36033.5,33833.5,750.7,704.9000000000001
207,3,25.0,6,15,18761.0,391.0,32158.0,31582.0,670.0,658.0
207,4,5.0,18,13,26927.0,280.0,18593.8,18121.8,193.70000000000002,188.8
207,4,5.0,18,14,14643.0,136.0,21035.1,20613.1,194.8,190.9
207,4,5.0,18,15,17714.0,369.0,19596.1,18874.1,408.3,393.20000000000005
207,4,7.0,4,13,16930.0,353.0,15768.3,15156.3,328.5,315.8
207,4,7.0,4,14,35306.0,736.0,18124.0,16902.0,377.6,352.1
207,4,7.0,4,15,20635.0,215.0,19034.8,18374.8,198.3,191.4
207,4,17.0,2,13,21400.0,255.0,36081.3,35826.3,429.5,426.5
207,4,17.0,2,14,11747.0,196.0,15339.9,15259.9,255.70000000000002,254.3
207,4,17.0,2,15,19152.0,266.0,19609.3,19424.3,272.40000000000003,269.8
207,5,3.0,8,13,19033.0,397.0,27578.0,26728.0,574.5,556.8000000000001
207,5,3.0,8,15,25083.0,418.0,52281.2,35241.2,871.4000000000001,587.4
207,5,3.0,8,19,29569.0,616.0,36151.6,19901.6,753.2,414.6
207,5,7.0,3,13,11347.0,158.0,14394.5,13374.5,199.9,185.8
207,5,7.0,3,14,23289.0,647.0,24004.8,22954.8,666.8000000000001,637.6
207,5,7.0,3,15,19713.0,411.0,23623.2,22973.2,492.1,478.6
207,5,9.0,1,13,52566.0,876.0,50826.5,49366.5,847.1,822.8000000000001
207,5,9.0,1,14,72810.0,1214.0,45880.1,42720.1,764.7,712.0
207,5,9.0,1,15,57255.0,682.0,61856.9,58796.9,736.4000000000001,700.0
207,7,7.0,4,13,12227.0,255.0,15848.9,14945.9,330.20000000000005,311.40000000000003
207,7,7.0,4,14,14112.0,294.0,18164.0,17642.0,378.40000000000003,367.5
207,7,7.0,4,15,30767.0,641.0,35264.6,34624.6,734.7,721.3000000000001
207,7,21.0,7,13,21325.0,355.0,26445.8,26000.8,440.8,433.3
207,7,21.0,7,14,30366.0,422.0,32491.0,32126.0,451.3,446.20000000000005
207,7,21.0,7,15,51565.0,1074.0,57927.7,36830.7,1206.8,767.3000000000001
207,7,31.0,6,13,70412.0,1467.0,31540.4,30544.4,657.1,636.3000000000001
207,7,31.0,6,14,52720.0,1098.0,32182.8,31436.8,670.5,654.9000000000001
207,7,31.0,6,15,64437.0,1342.0,53844.0,52592.0,1121.8,1095.7
207,7,37.0,2,13,14856.0,413.0,26694.4,14502.4,741.5,402.8
207,7,37.0,2,14,11231.0,312.0,11395.7,10990.7,316.5,305.3
207,7,37.0,2,15,41086.0,856.0,50160.5,48285.5,1045.0,1005.9000000000001
207,9,1.0,3,13,50011.0,1389.0,27149.2,25699.2,754.1,713.9000000000001
207,9,1.0,3,14,36218.0,1509.0,15196.8,12596.8,633.2,524.9
207,9,1.0,3,15,66893.0,1858.0,35183.2,32883.2,977.3000000000001,913.4000000000001
207,9,13.0,5,13,23465.0,489.0,20756.0,20116.0,432.40000000000003,419.1
207,9,13.0,5,14,6633.0,138.0,30270.0,29670.0,630.6,618.1
207,9,13.0,5,15,35758.0,497.0,26462.0,25922.0,367.5,360.0
207,9,21.0,1,13,8474.0,235.0,14168.9,13868.9,393.6,385.20000000000005
207,9,21.0,1,14,13212.0,184.0,42433.8,41833.8,589.4,581.0
207,9,21.0,1,15,26148.0,545.0,29522.5,28222.5,615.1,588.0
207,11,7.0,1,13,22183.0,308.0,29412.4,28430.4,408.5,394.90000000000003
207,11,7.0,1,14,13238.0,276.0,20941.4,20009.4,436.3,416.90000000000003
207,11,7.0,1,15,24544.0,511.0,11978.4,10896.4,249.60000000000002,227.0
207,11,25.0,1,13,20922.0,436.0,24629.6,23529.6,513.1,490.20000000000005
207,11,25.0,1,14,110450.0,1534.0,66846.2,64506.2,928.4000000000001,895.9000000000001
207,11,25.0,1,15,4709.0,131.0,10054.3,9472.3,279.3,263.1
207,11,33.0,4,13,25196.0,420.0,24267.0,23685.0,404.5,394.8
207,11,33.0,4,14,129564.0,2159.0,63851.4,42031.4,1064.2,700.5
207,11,33.0,4,15,15443.0,429.0,16942.8,16510.8,470.6,458.6
207,12,1.0,4,13,7835.0,326.0,9695.1,9155.1,404.0,381.5
207,12,1.0,4,14,35351.0,736.0,29198.0,28558.0,608.3000000000001,595.0
207,12,1.0,4,15,12977.0,541.0,10604.8,9765.8,441.90000000000003,406.90000000000003
207,12,15.0,7,13,29012.0,403.0,40987.1,36363.1,569.3000000000001,505.0
207,12,15.0,7,14,23793.0,496.0,27265.8,26365.8,568.0,549.3000000000001
207,12,15.0,7,15,10131.0,211.0,16299.2,16046.2,339.6,334.3
207,12,17.0,1,13,24841.0,518.0,22476.7,21994.7,468.3,458.20000000000005
207,12,17.0,1,14,15654.0,326.0,22842.0,21818.0,475.90000000000003,454.5
207,12,17.0,1,15,19498.0,325.0,22201.0,21430.0,370.0,357.20000000000005
207,12,19.0,3,13,11560.0,161.0,21013.1,20813.1,291.8,289.1
207,12,19.0,3,14,10078.0,280.0,14889.0,14539.0,413.6,403.90000000000003
207,12,19.0,3,15,12285.0,205.0,17765.3,17425.3,296.1,290.40000000000003
209,1,3.0,12,13,93694.0,3904.0,50300.6,46680.6,2095.9,1945.0
209,1,3.0,12,14,81286.0,1693.0,70119.9,66069.9,1460.8000000000002,1376.5
209,1,3.0,12,15,51549.0,716.0,59998.4,56112.4,833.3000000000001,779.3000000000001
209,1,5.0,21,13,149329.0,3111.0,40867.3,37952.3,851.4000000000001,790.7
209,1,5.0,21,14,76072.0,1268.0,34905.4,32223.4,581.8000000000001,537.1
209,1,5.0,21,15,96528.0,2681.0,89672.5,46332.5,2490.9,1287.0
209,1,9.0,6,13,109036.0,2272.0,50929.7,47809.7,1061.0,996.0
209,1,9.0,6,14,85797.0,1192.0,68527.9,63882.9,951.8000000000001,887.3000000000001
209,1,9.0,6,19,77403.0,1290.0,70660.3,67900.3,1177.7,1131.7
209,1,13.0,9,13,29714.0,619.0,31513.9,25390.9,656.5,529.0
209,1,13.0,9,14,41913.0,699.0,42281.9,38661.9,704.7,644.4000000000001
209,1,13.0,9,15,30074.0,501.0,24467.0,23347.0,407.8,389.1
209,3,21.0,16,13,35387.0,590.0,24295.0,22766.0,404.90000000000003,379.40000000000003
209,3,21.0,16,14,12598.0,262.0,15924.0,14859.0,331.8,309.6
209,3,21.0,16,15,27337.0,570.0,27238.6,24735.6,567.5,515.3000000000001
209,3,29.0,5,13,73895.0,2053.0,45957.0,39926.0,1276.6000000000001,1109.1000000000001
209,3,29.0,5,14,61790.0,1287.0,35085.2,32855.2,730.9000000000001,684.5
209,3,29.0,5,15,19287.0,402.0,29806.1,28281.1,621.0,589.2
209,3,43.0,5,13,16858.0,351.0,20147.0,17608.0,419.70000000000005,366.8
209,3,43.0,5,14,14700.0,306.0,16683.6,14683.6,347.6,305.90000000000003
209,3,43.0,5,15,10312.0,286.0,13619.7,11333.7,378.3,314.8
209,5,1.0,5,13,102526.0,2136.0,27663.2,23763.2,576.3000000000001,495.1
209,5,1.0,5,14,39388.0,1094.0,24581.0,21981.0,682.8000000000001,610.6
209,5,1.0,5,15,31988.0,533.0,21572.9,20332.9,359.5,338.90000000000003
209,5,19.0,1,13,15602.0,325.0,17860.0,16630.0,372.1,346.5
209,5,19.0,1,14,10689.0,445.0,10412.0,9182.0,433.8,382.6
209,5,19.0,1,15,12176.0,338.0,17079.0,16049.0,474.40000000000003,445.8
209,5,33.0,10,13,11959.0,199.0,20027.0,18192.0,333.8,303.2
209,5,33.0,10,14,17407.0,242.0,30273.9,27243.9,420.5,378.40000000000003
209,5,33.0,10,15,5193.0,108.0,25164.0,23334.0,524.3000000000001,486.1
209,7,13.0,6,13,31055.0,431.0,32153.5,31929.5,446.6,443.5
209,7,13.0,6,14,21144.0,441.0,22787.0,22563.0,474.70000000000005,470.1
209,7,13.0,6,15,8887.0,741.0,9279.2,8105.2,773.3000000000001,675.4000000000001
209,7,31.0,3,13,84455.0,1759.0,27584.5,25552.5,574.7,532.3000000000001
209,7,31.0,3,14,33162.0,691.0,60686.0,38046.0,1264.3000000000002,792.6
209,7,31.0,3,15,128488.0,2677.0,100845.4,95816.4,2100.9,1996.2
209,9,5.0,6,13,19811.0,413.0,21255.5,19455.5,442.8,405.3
209,9,5.0,6,14,6671.0,556.0,9968.7,9368.7,830.7,780.7
209,9,5.0,6,15,33021.0,550.0,29512.7,27712.7,491.90000000000003,461.90000000000003
209,9,15.0,9,13,20119.0,419.0,14983.1,14753.1,312.1,307.40000000000003
209,9,15.0,9,14,24755.0,516.0,27482.0,25182.0,572.5,524.6
209,9,15.0,9,15,12317.0,257.0,12631.7,12231.7,263.2,254.8
209,9,31.0,6,13,30840.0,643.0,24676.8,23626.8,514.1,492.20000000000005
209,9,31.0,6,14,73655.0,767.0,66031.7,61348.7,687.8000000000001,639.0
209,9,31.0,6,15,40239.0,559.0,38233.8,37183.8,531.0,516.4
209,11,9.0,2,13,11349.0,236.0,11581.8,11050.8,241.3,230.20000000000002
209,11,9.0,2,14,100630.0,2096.0,31405.5,29075.5,654.3000000000001,605.7
209,11,9.0,2,15,33167.0,461.0,49943.2,48402.2,693.7,672.3000000000001
209,11,27.0,3,13,68907.0,718.0,56787.6,44217.6,591.5,460.6
209,11,27.0,3,14,26335.0,274.0,37947.9,36537.9,395.3,380.6
209,11,27.0,3,15,32652.0,454.0,24749.3,24119.3,343.70000000000005,335.0
209,11,43.0,3,13,23932.0,499.0,27074.7,23764.7,564.1,495.1
209,11,43.0,3,14,15887.0,331.0,15849.5,15121.5,330.20000000000005,315.0
209,11,43.0,3,15,27071.0,564.0,18140.0,16080.0,377.90000000000003,335.0
209,13,1.0,4,13,24783.0,258.0,40034.0,37903.0,417.0,394.8
209,13,1.0,4,14,18406.0,511.0,19843.2,18493.2,551.2,513.7
209,13,1.0,4,20,30534.0,1272.0,21560.1,20189.1,898.3000000000001,841.2
209,13,13.0,5,13,29428.0,613.0,32106.1,29426.1,668.9000000000001,613.0
209,13,13.0,5,14,20479.0,341.0,22293.5,20727.5,371.6,345.5
209,13,13.0,5,15,12397.0,344.0,11850.5,11650.5,329.20000000000005,323.6
209,13,33.0,2,13,31346.0,653.0,21190.0,20129.0,441.5,419.40000000000003
209,13,33.0,2,14,28578.0,476.0,27615.0,26085.0,460.3,434.8
209,13,33.0,2,15,30391.0,633.0,12541.5,12473.5,261.3,259.90000000000003
209,15,3.0,5,13,32823.0,547.0,27494.6,22844.6,458.20000000000005,380.70000000000005
209,15,3.0,5,14,63934.0,2664.0,17351.7,15051.7,723.0,627.2
209,15,3.0,5,15,33763.0,703.0,30064.2,24854.2,626.3000000000001,517.8000000000001
209,15,7.0,3,13,39226.0,817.0,35429.7,33929.7,738.1,706.9000000000001
209,15,7.0,3,14,43772.0,608.0,48776.8,46926.8,677.5,651.8000000000001
209,15,7.0,3,15,14281.0,298.0,20707.8,19957.8,431.40000000000003,415.8
209,15,33.0,8,13,45932.0,425.0,41730.0,39845.0,386.40000000000003,368.90000000000003
209,15,33.0,8,14,27272.0,568.0,24650.5,22950.5,513.6,478.1
209,15,33.0,8,19,27355.0,570.0,26707.3,25094.3,556.4,522.8000000000001
209,15,47.0,2,13,35020.0,584.0,23476.0,21866.0,391.3,364.40000000000003
209,15,47.0,2,14,40357.0,480.0,38336.9,36526.9,456.40000000000003,434.8
209,15,47.0,2,20,25760.0,358.0,29518.0,29038.0,410.0,403.3
209,17,3.0,6,13,47042.0,1307.0,18441.5,17796.5,512.3000000000001,494.3
209,17,3.0,6,14,131156.0,2732.0,80324.0,72603.0,1673.4,1512.6000000000001
209,17,3.0,6,15,43907.0,732.0,33420.6,31514.6,557.0,525.2
209,17,9.0,6,13,21745.0,302.0,22293.2,21240.2,309.6,295.0
209,17,9.0,6,14,29196.0,487.0,32851.2,31505.2,547.5,525.1
209,17,9.0,6,15,15987.0,333.0,17057.4,16712.4,355.40000000000003,348.20000000000005
209,17,19.0,8,13,30857.0,367.0,30947.0,28624.0,368.40000000000003,340.8
209,17,19.0,8,14,24680.0,514.0,25922.3,24683.3,540.0,514.2
209,17,19.0,8,15,28773.0,599.0,34193.4,33008.4,712.4000000000001,687.7
209,17,27.0,4,13,50648.0,528.0,47267.6,46687.6,492.40000000000003,486.3
209,17,27.0,4,14,23281.0,647.0,24970.9,24115.9,693.6,669.9000000000001
209,17,27.0,4,15,19990.0,416.0,23181.0,22461.0,482.90000000000003,467.90000000000003
209,17,31.0,5,13,16183.0,674.0,16382.9,12942.9,682.6,539.3000000000001
209,17,31.0,5,14,16523.0,688.0,15810.8,14904.8,658.8000000000001,621.0
209,17,31.0,5,15,13990.0,583.0,15229.9,13729.9,634.6,572.1
209,19,11.0,7,13,10972.0,457.0,22391.5,20341.5,933.0,847.6
209,19,11.0,7,14,28681.0,598.0,27682.0,25142.0,576.7,523.8000000000001
209,19,11.0,7,15,21372.0,594.0,32045.8,18505.8,890.2,514.1
209,21,1.0,19,13,64804.0,1350.0,67749.3,62941.3,1411.4,1311.3000000000002
209,21,1.0,19,15,35507.0,740.0,36584.0,34649.0,762.2,721.9000000000001
209,21,1.0,19,19,30032.0,1251.0,26251.1,25115.1,1093.8,1046.5
209,21,5.0,2,13,16432.0,274.0,20834.0,20302.0,347.20000000000005,338.40000000000003
209,21,5.0,2,14,57979.0,690.0,21311.2,19175.2,253.70000000000002,228.3
209,21,5.0,2,15,32742.0,390.0,40570.2,25550.2,483.0,304.2
209,21,21.0,6,13,29353.0,815.0,28590.9,26553.9,794.2,737.6
209,21,21.0,6,14,26870.0,560.0,39343.5,37797.5,819.7,787.4000000000001
209,21,21.0,6,15,27386.0,571.0,19063.0,17822.0,397.1,371.3
209,21,33.0,7,13,34970.0,729.0,45697.3,44869.3,952.0,934.8000000000001
209,21,33.0,7,14,38837.0,647.0,44317.9,40957.9,738.6,682.6
209,21,33.0,7,15,39455.0,1096.0,27642.5,25106.5,767.8000000000001,697.4000000000001
209,21,41.0,4,13,4896.0,408.0,7610.0,6562.0,634.2,546.8000000000001
209,21,41.0,4,14,45593.0,633.0,49137.7,37575.7,682.5,521.9
209,21,41.0,4,15,74149.0,1545.0,51912.3,47615.3,1081.5,992.0
211,1,5.0,23,13,34745.0,724.0,28273.1,26051.1,589.0,542.7
211,1,5.0,23,14,146373.0,2033.0,91846.7,87795.7,1275.6000000000001,1219.4
211,1,5.0,23,15,46163.0,1282.0,32769.9,23688.9,910.3000000000001,658.0
211,1,9.0,16,14,88368.0,1841.0,70536.6,67336.6,1469.5,1402.8000000000002
211,1,9.0,16,15,23912.0,1993.0,13721.2,12124.2,1143.4,1010.4000000000001
211,1,9.0,16,20,143588.0,1709.0,188427.2,128901.2,2243.2000000000003,1534.5
211,1,13.0,7,13,17857.0,496.0,45082.4,41446.4,1252.3000000000002,1151.3
211,1,13.0,7,14,8889.0,370.0,14572.0,13967.0,607.2,582.0
211,1,13.0,7,15,39871.0,1108.0,33540.0,28957.6,931.7,804.4000000000001
211,3,1.0,6,13,21441.0,596.0,16616.9,15049.9,461.6,418.1
211,3,1.0,6,14,48411.0,1345.0,37276.1,32976.1,1035.4,916.0
211,3,1.0,6,19,39150.0,816.0,37768.6,36333.6,786.8000000000001,757.0
211,3,9.0,3,13,6435.0,179.0,12290.3,12220.3,341.40000000000003,339.5
211,3,9.0,3,14,14896.0,414.0,14341.1,14051.1,398.40000000000003,390.3
211,3,9.0,3,15,9206.0,153.0,8963.6,8844.6,149.4,147.4
211,3,23.0,5,13,10628.0,221.0,19974.4,19764.4,416.1,411.8
211,3,23.0,5,14,21655.0,451.0,16742.0,16442.0,348.8,342.5
211,3,23.0,5,15,17384.0,362.0,18900.0,18076.0,393.8,376.6
211,3,37.0,2,13,18980.0,395.0,17304.0,16753.0,360.5,349.0
211,3,37.0,2,14,24371.0,406.0,26601.5,26149.5,443.40000000000003,435.8
211,3,37.0,2,15,20236.0,422.0,20034.3,19373.3,417.40000000000003,403.6
211,5,1.0,7,14,53658.0,1118.0,50914.1,49044.1,1060.7,1021.8000000000001
211,5,1.0,7,19,38482.0,802.0,29990.1,27831.1,624.8000000000001,579.8000000000001
211,5,1.0,7,20,8719.0,727.0,8683.6,8157.6,723.6,679.8000000000001
211,5,9.0,7,13,9534.0,132.0,16688.1,16428.1,231.8,228.20000000000002
211,5,9.0,7,14,20326.0,423.0,21024.9,20155.9,438.0,419.90000000000003
211,5,9.0,7,15,21833.0,364.0,28690.1,26800.1,478.20000000000005,446.70000000000005
211,5,15.0,7,13,16421.0,342.0,30189.5,29121.5,628.9000000000001,606.7
211,5,15.0,7,14,17991.0,375.0,17433.0,16883.0,363.20000000000005,351.70000000000005
211,5,15.0,7,15,22630.0,377.0,24386.0,22256.0,406.40000000000003,370.90000000000003
211,5,23.0,6,13,24435.0,407.0,23030.0,21280.0,383.8,354.70000000000005
211,5,23.0,6,14,34535.0,959.0,32744.6,32549.6,909.6,904.2
211,5,23.0,6,15,36521.0,507.0,68167.6,59278.6,946.8000000000001,823.3000000000001
211,5,43.0,7,13,27013.0,450.0,47510.3,46401.3,791.8000000000001,773.4000000000001
211,5,43.0,7,14,52829.0,880.0,51841.1,31414.1,864.0,523.6
211,5,43.0,7,15,28146.0,586.0,44960.1,33283.1,936.7,693.4000000000001
211,5,45.0,11,14,32694.0,908.0,41188.1,24750.1,1144.1000000000001,687.5
211,5,45.0,11,15,45945.0,957.0,47692.0,42104.0,993.6,877.2
211,5,45.0,11,19,14667.0,407.0,18152.6,15697.6,504.20000000000005,436.0
211,7,7.0,2,13,13998.0,292.0,27055.6,26475.6,563.7,551.6
211,7,7.0,2,14,24062.0,501.0,27309.8,25189.8,569.0,524.8000000000001
211,7,7.0,2,15,12225.0,204.0,10729.1,10309.1,178.8,171.8
211,7,11.0,5,13,37087.0,1030.0,39565.8,37035.8,1099.1000000000001,1028.8
211,7,11.0,5,14,18003.0,375.0,20550.0,17555.0,428.1,365.70000000000005
211,7,11.0,5,19,25741.0,715.0,21816.0,19394.0,606.0,538.7
211,7,19.0,15,13,27111.0,452.0,43654.2,30034.2,727.6,500.6
211,7,19.0,15,14,46652.0,648.0,41544.5,38789.5,577.0,538.7
211,7,19.0,15,19,59728.0,995.0,55743.6,52483.6,929.1,874.7
211,7,27.0,5,13,22149.0,461.0,15683.4,15133.4,326.70000000000005,315.3
211,7,27.0,5,14,13841.0,231.0,10342.0,9916.0,172.4,165.3
211,7,27.0,5,15,12732.0,265.0,13744.1,13420.1,286.3,279.6
211,7,33.0,8,13,53431.0,891.0,56165.1,25977.1,936.1,433.0
211,7,33.0,8,14,6196.0,516.0,7299.8,6767.8,608.3000000000001,564.0
211,7,33.0,8,15,15720.0,437.0,15171.8,14515.8,421.40000000000003,403.20000000000005
211,9,5.0,3,14,38815.0,1078.0,78298.6,38658.6,2175.0,1073.9
211,9,5.0,3,15,26882.0,1120.0,28007.9,25782.9,1167.0,1074.3
211,9,5.0,3,20,65526.0,1820.0,30775.0,28400.0,854.9000000000001,788.9000000000001
211,9,21.0,3,13,30344.0,843.0,36177.3,19961.3,1004.9000000000001,554.5
211,9,21.0,3,14,36783.0,766.0,25808.2,25368.2,537.7,528.5
211,9,21.0,3,15,14470.0,301.0,17400.0,16858.0,362.5,351.20000000000005
211,9,31.0,9,13,68062.0,810.0,47691.5,45832.5,567.8000000000001,545.6
211,9,31.0,9,14,9157.0,191.0,9663.9,9155.9,201.3,190.70000000000002
211,9,31.0,9,15,28626.0,477.0,32783.6,31462.6,546.4,524.4
211,9,37.0,2,13,16283.0,339.0,23208.0,22767.0,483.5,474.3
211,9,37.0,2,14,22585.0,376.0,24497.0,23904.0,408.3,398.40000000000003
211,9,37.0,2,15,24541.0,511.0,16750.4,16409.4,349.0,341.90000000000003
211,9,45.0,11,13,30512.0,636.0,30103.2,28837.2,627.1,600.8000000000001
211,9,45.0,11,14,11823.0,493.0,12751.4,11964.4,531.3000000000001,498.5
211,9,45.0,11,15,6719.0,560.0,9373.6,8748.6,781.1,729.0
211,9,53.0,13,13,26280.0,548.0,17066.0,16496.0,355.5,343.70000000000005
211,9,53.0,13,14,21252.0,443.0,15146.6,14272.6,315.6,297.3
211,9,53.0,13,15,28696.0,598.0,24322.6,22456.6,506.70000000000005,467.8
211,9,57.0,5,13,28029.0,467.0,16163.1,15865.1,269.40000000000003,264.40000000000003
211,9,57.0,5,14,114061.0,1901.0,60568.9,34768.9,1009.5,579.5
