tinh,huyen,xa,diaban,wt45,wt36,wt9,tinh63,huyen63,xa63,diaban63,wt45_63,wt36_63,wt9_63
821,5,5.0,2,296,370,1477,821,5,5,2,296,370,1477
821,5,11.0,1,360,350,1400,821,5,11,1,360,350,1400
821,5,11.0,8,281,450,1801,821,5,11,8,281,450,1801
821,5,15.0,17,532,664,2657,821,5,15,17,532,664,2657
821,5,17.0,18,333,417,1664,821,5,17,18,333,417,1664
821,5,21.0,12,296,371,1483,821,5,21,12,296,371,1483
821,5,23.0,1,287,358,1431,821,5,23,1,287,358,1431
821,5,25.0,7,350,437,1751,821,5,25,7,350,437,1751
821,7,1.0,10,289,362,1444,821,7,1,10,289,362,1444
821,7,3.0,12,277,346,1385,821,7,3,12,277,346,1385
821,7,8.0,14,276,344,1378,821,7,8,14,276,344,1378
821,7,9.0,1,375,469,1876,821,7,9,1,375,469,1876
821,7,11.0,27,407,508,2035,821,7,11,27,407,508,2035
821,7,13.0,2,375,468,1873,821,7,13,2,375,468,1873
821,9,5.0,39,271,338,1354,821,9,5,39,271,338,1354
821,9,7.0,29,278,347,1389,821,9,7,29,278,347,1389
821,9,9.0,23,273,341,1363,821,9,9,23,273,341,1363
821,9,11.0,17,376,470,1883,821,9,11,17,376,470,1883
821,9,13.0,2,334,418,1672,821,9,13,2,334,418,1672
823,1,1.0,8,352,440,1758,823,1,1,8,352,440,1758
823,1,5.0,2,411,513,2051,823,1,5,2,411,513,2051
823,1,9.0,25,326,406,1628,823,1,9,25,326,406,1628
823,1,11.0,9,421,526,2106,823,1,11,9,421,526,2106
823,1,13.0,25,418,522,2088,823,1,13,25,418,522,2088
823,1,17.0,14,366,458,1830,823,1,17,14,366,458,1830
823,1,19.0,20,319,399,1596,823,1,19,20,319,399,1596
823,1,21.0,8,304,380,1522,823,1,21,8,304,380,1522
823,1,27.0,12,270,337,1347,823,1,27,12,270,337,1347
823,3,1.0,14,380,475,1901,823,3,1,14,380,475,1901
823,3,5.0,3,689,862,3444,823,3,5,3,689,862,3444
823,3,8.0,23,366,458,1830,823,3,8,23,366,458,1830
823,3,11.0,24,624,781,3123,823,3,11,24,624,781,3123
823,3,13.0,39,312,389,1560,823,3,13,39,312,389,1560
823,3,15.0,13,393,491,1965,823,3,15,13,393,491,1965
823,5,1.0,1,405,506,2022,823,5,1,1,405,506,2022
823,5,5.0,23,309,386,1542,823,5,5,23,309,386,1542
823,5,10.0,18,318,397,1587,823,5,10,18,318,397,1587
823,5,11.0,21,345,431,1726,823,5,11,21,345,431,1726
823,7,3.0,40,269,338,1347,823,7,3,40,269,338,1347
823,7,7.0,9,482,602,2410,823,7,7,9,482,602,2410
823,7,8.0,57,384,480,1921,823,7,8,57,384,480,1921
823,7,11.0,28,327,410,1636,823,7,11,28,327,410,1636
823,7,13.0,39,394,493,1972,823,7,13,39,394,493,1972
823,7,17.0,11,393,490,1962,823,7,17,11,393,490,1962
823,9,3.0,21,383,479,1916,823,9,3,21,383,479,1916
823,9,4.0,33,380,476,1903,823,9,4,33,380,476,1903
823,9,7.0,12,359,449,1794,823,9,7,12,359,449,1794
823,9,10.0,3,308,384,1538,823,9,10,3,308,384,1538
823,9,13.0,17,366,458,1830,823,9,13,17,366,458,1830
823,9,15.0,24,363,453,1812,823,9,15,24,363,453,1812
823,9,19.0,20,356,445,1780,823,9,19,20,356,445,1780
823,9,21.0,3,407,509,2036,823,9,21,3,407,509,2036
823,9,24.0,1,677,846,3385,823,9,24,1,677,846,3385
823,11,5.0,2,369,462,1849,823,11,5,2,369,462,1849
823,11,7.0,17,336,420,1677,823,11,7,17,336,420,1677
823,11,8.0,7,507,634,2537,823,11,8,7,507,634,2537
823,11,11.0,2,488,610,2440,823,11,11,2,488,610,2440
823,11,12.0,31,583,730,2916,823,11,12,31,583,730,2916
823,11,17.0,15,649,811,3246,823,11,17,15,649,811,3246
823,11,19.0,29,302,378,1513,823,11,19,29,302,378,1513
823,13,1.0,4,418,522,2088,823,13,1,4,418,522,2088
823,13,6.0,29,366,458,1830,823,13,6,29,366,458,1830
823,13,11.0,4,366,458,1830,823,13,11,4,366,458,1830
823,13,12.0,25,366,458,1830,823,13,12,25,366,458,1830
823,13,17.0,1,493,617,2465,823,13,17,1,493,617,2465
