tinh,huyen,xa,diaban,wt45,wt36,wt9,tinh63,huyen63,xa63,diaban63,wt45_63,wt36_63,wt9_63
101,1,3.0,1,635,794,3175,101,1,3,1,539,789,2696
101,1,9.0,19,821,1026,4103,101,1,9,19,815,1019,4077
101,1,15.0,50,450,560,2245,101,1,15,50,447,558,2231
101,1,17.0,2,759,948,3791,101,1,17,2,753,942,3767
101,1,21.0,36,669,835,3343,101,1,21,36,664,831,3321
101,1,23.0,18,734,917,3671,101,1,23,18,553,692,3647
101,3,3.0,23,521,651,2608,101,3,3,23,518,814,2590
101,3,11.0,9,709,885,3541,101,3,11,9,704,880,3519
101,3,13.0,8,573,716,2865,101,3,13,8,569,711,2846
101,5,3.0,17,653,817,3266,101,5,3,17,603,754,3018
101,5,11.0,7,568,710,2841,101,5,11,7,565,706,2823
101,5,17.0,18,650,812,3250,101,5,17,18,647,807,3230
101,5,25.0,12,568,710,2841,101,5,25,12,565,706,2823
101,5,33.0,12,643,803,3214,101,5,33,12,640,798,3195
101,5,35.0,16,771,964,3857,101,5,35,16,460,958,2298
101,6,1.0,10,475,593,2370,101,6,1,10,471,589,2356
101,6,7.0,17,773,967,3868,101,6,7,17,768,961,3844
101,6,11.0,12,978,1223,4894,101,6,11,12,972,1215,4863
101,6,21.0,13,405,507,2026,101,6,21,13,403,502,2013
101,6,25.0,5,801,1003,4010,101,6,25,5,796,996,3985
101,6,27.0,5,850,1064,4251,101,6,27,5,845,1057,4225
101,7,3.0,19,669,835,3343,101,7,3,19,664,831,3321
101,7,11.0,15,764,955,3823,101,7,11,15,760,949,3799
101,7,15.0,13,703,880,3518,101,7,15,13,699,874,3496
101,7,19.0,25,969,1212,4848,101,7,19,25,378,1205,1892
101,7,21.0,16,657,823,3288,101,7,21,16,654,817,3267
101,7,27.0,3,625,782,3123,101,7,27,3,621,775,3103
101,7,33.0,21,737,921,3686,101,7,33,21,732,916,3663
101,7,37.0,15,557,696,2781,101,7,37,15,553,690,2764
101,8,3.0,7,785,983,3930,101,8,3,7,781,977,3906
101,8,5.0,16,675,842,3370,101,8,5,16,669,836,3348
101,8,7.0,18,644,805,3220,101,8,7,18,640,800,3199
101,8,15.0,27,735,919,3673,101,8,15,27,730,913,3651
101,8,19.0,22,817,1023,4091,101,8,19,22,814,1017,4065
101,8,25.0,6,962,1203,4814,101,8,25,6,956,1196,4783
101,8,27.0,16,987,1233,4933,101,8,27,16,981,1226,4903
101,9,3.0,23,543,678,2709,101,9,3,23,509,636,2693
101,9,5.0,8,651,814,3259,101,9,5,8,648,810,3239
101,9,11.0,35,801,1003,4010,101,9,11,35,796,996,3985
101,9,15.0,15,675,844,3375,101,9,15,15,671,838,3355
101,9,19.0,26,964,1205,4821,101,9,19,26,958,1198,4790
101,9,23.0,11,807,1008,4037,101,9,23,11,801,1003,4011
101,9,31.0,10,753,942,3770,101,9,31,10,749,937,3745
101,9,33.0,10,730,912,3650,101,9,33,10,725,908,3627
101,9,35.0,24,587,735,2938,101,9,35,24,584,730,2919
101,9,39.0,17,573,716,2861,101,9,39,17,569,711,2843
101,11,1.0,10,471,587,2352,101,11,1,10,468,584,2337
101,11,3.0,17,580,725,2900,101,11,3,17,575,720,2881
101,11,5.0,24,669,837,3348,101,11,5,24,666,833,3328
101,11,17.0,33,782,978,3912,101,11,17,33,598,747,3889
101,11,21.0,9,675,844,3373,101,11,21,9,671,838,3352
101,13,1.0,13,857,1071,4280,101,13,1,13,850,1064,4254
101,13,5.0,19,607,759,3036,101,13,5,19,603,755,3016
101,13,7.0,15,685,857,3427,101,13,7,15,682,771,3406
101,13,13.0,10,634,792,3168,101,13,13,10,629,788,3148
101,15,3.0,3,385,480,1922,101,15,3,3,292,365,1462
101,15,9.0,11,586,732,2929,101,15,9,11,446,557,2228
101,15,19.0,13,659,825,3300,101,15,19,13,502,627,2510
101,15,33.0,15,1199,1498,5992,101,15,33,15,911,1140,4558
101,15,39.0,12,596,745,2979,101,15,39,12,453,566,2266
101,15,51.0,13,1645,2056,8223,101,15,51,13,1252,1564,6255
101,17,13.0,2,750,936,3746,101,17,13,2,570,712,3704
101,17,27.0,7,805,1006,4027,101,17,27,7,612,766,3063
101,17,31.0,13,633,791,3164,101,17,31,13,481,857,2407
101,17,33.0,15,883,1103,4413,101,17,33,15,672,840,3357
101,17,35.0,16,722,902,3607,101,17,35,16,549,686,2744
101,17,37.0,23,722,902,3607,101,17,37,23,549,686,2744
101,17,39.0,9,725,906,3625,101,17,39,9,640,800,2758
101,19,5.0,18,618,771,3088,101,19,5,18,614,767,3069
101,19,17.0,20,647,810,3237,101,19,17,20,493,616,2463
101,19,55.0,8,596,745,2983,101,19,55,8,453,568,2269
101,19,67.0,13,841,1051,4206,101,19,67,13,640,799,3199
101,21,5.0,18,659,825,3300,101,21,5,18,502,627,2510
101,21,13.0,9,780,974,3899,101,21,13,9,593,741,2965
101,21,21.0,34,695,869,3474,101,21,21,34,528,660,2643
101,21,23.0,13,547,684,2737,101,21,23,13,416,521,2082
101,21,27.0,8,634,793,3171,101,21,27,8,482,603,3399
101,21,31.0,15,915,1144,4579,101,21,31,15,696,871,3483
101,23,23.0,38,816,1021,4083,101,23,23,38,621,777,3105
101,23,47.0,15,816,1021,4083,101,23,47,15,621,777,3105
103,1,1.0,9,453,567,2267,103,1,1,9,453,567,2267
103,1,7.0,25,648,811,3241,103,1,7,25,648,811,3241
103,1,11.0,18,402,503,2013,103,1,11,18,402,503,2013
103,1,17.0,7,500,624,2496,103,1,17,7,500,624,2496
103,3,1.0,27,614,769,3073,103,3,1,27,614,769,3073
103,3,5.0,7,510,638,2552,103,3,5,7,510,638,2552
103,3,9.0,20,539,674,2693,103,3,9,20,539,674,2693
103,3,13.0,15,744,930,3723,103,3,13,15,744,930,3723
103,3,19.0,12,441,550,2205,103,3,19,12,441,550,2205
103,3,23.0,12,694,868,3472,103,3,23,12,694,868,3472
103,4,3.0,8,583,730,2917,103,4,3,8,583,730,2917
103,4,5.0,19,697,871,3483,103,4,5,19,697,871,3483
103,4,11.0,28,546,681,2724,103,4,11,28,546,681,2724
103,5,7.0,18,586,733,2933,103,5,7,18,586,733,2933
103,5,11.0,7,412,515,2060,103,5,11,7,412,515,2060
103,5,15.0,16,402,503,2009,103,5,15,16,402,503,2009
103,5,19.0,2,412,515,2062,103,5,19,2,412,515,2062
103,5,24.0,27,417,521,2084,103,5,24,27,417,521,2084
103,5,27.0,27,617,772,3089,103,5,27,27,617,772,3089
103,7,1.0,21,502,625,2505,103,7,1,21,502,625,2505
103,7,7.0,3,562,702,2809,103,7,7,3,562,702,2809
103,7,13.0,18,568,710,2838,103,7,13,18,568,710,2838
103,9,3.0,8,650,813,3250,103,9,3,8,650,813,3250
103,10,7.0,7,567,708,2832,103,10,7,7,567,708,2832
103,10,39.0,1,562,702,2809,103,10,39,1,562,702,2809
103,11,5.0,13,443,555,2218,103,11,5,13,443,555,2218
103,11,7.0,3,307,384,1537,103,11,7,3,307,384,1537
103,11,14.0,26,475,594,2372,103,11,14,26,475,594,2372
103,11,21.0,6,539,674,2697,103,11,21,6,539,674,2697
103,11,27.0,4,530,663,2653,103,11,27,4,530,663,2653
103,11,35.0,7,686,857,3427,103,11,35,7,686,857,3427
103,11,43.0,17,425,531,2124,103,11,43,17,425,531,2124
103,11,51.0,8,539,674,2697,103,11,51,8,539,674,2697
103,11,57.0,17,310,388,1552,103,11,57,17,310,388,1552
103,11,63.0,7,532,666,2663,103,11,63,7,532,666,2663
103,11,71.0,14,469,585,2343,103,11,71,14,469,585,2343
103,13,1.0,11,598,746,2985,103,13,1,11,598,746,2985
103,13,7.0,12,779,973,3895,103,13,7,12,779,973,3895
103,13,13.0,9,447,559,2236,103,13,13,9,447,559,2236
103,13,21.0,6,491,613,2454,103,13,21,6,491,613,2454
103,13,29.0,19,567,709,2837,103,13,29,19,567,709,2837
103,15,3.0,21,539,674,2697,103,15,3,21,539,674,2697
103,15,11.0,2,410,514,2054,103,15,11,2,410,514,2054
103,15,19.0,8,524,655,2620,103,15,19,8,524,655,2620
103,15,25.0,4,485,606,2425,103,15,25,4,485,606,2425
103,15,33.0,13,580,726,2904,103,15,33,13,580,726,2904
103,17,17.0,11,499,624,2498,103,17,17,11,499,624,2498
103,17,23.0,24,602,752,3008,103,17,23,24,602,752,3008
103,17,31.0,13,775,969,3876,103,17,31,13,775,969,3876
103,17,47.0,18,468,585,2340,103,17,47,18,468,585,2340
103,19,9.0,1,489,611,2446,103,19,9,1,489,611,2446
103,19,17.0,13,638,797,3190,103,19,17,13,638,797,3190
103,19,25.0,12,584,731,2923,103,19,25,12,584,731,2923
103,19,35.0,3,526,658,2632,103,19,35,3,526,658,2632
103,19,45.0,17,341,427,1705,103,19,45,17,341,427,1705
103,21,1.0,10,572,715,2860,103,21,1,10,572,715,2860
103,21,7.0,12,364,455,1822,103,21,7,12,364,455,1822
103,21,17.0,10,552,690,2760,103,21,17,10,552,690,2760
103,21,25.0,2,453,566,2266,103,21,25,2,453,566,2266
103,21,35.0,17,493,616,2467,103,21,35,17,493,616,2467
103,21,43.0,8,583,729,2915,103,21,43,8,583,729,2915
103,21,51.0,2,535,668,2674,103,21,51,2,535,668,2674
104,1,1.0,9,226,283,1131,104,1,1,9,203,254,1014
104,1,3.0,8,309,387,1545,104,1,3,8,278,347,1387
104,1,4.0,8,340,426,1702,104,1,4,8,306,382,1527
104,1,7.0,3,166,208,833,104,1,7,3,149,186,748
104,1,17.0,11,483,603,2415,104,1,17,11,490,612,2449
104,2,1.0,7,245,307,1227,104,2,1,7,220,276,1100
104,2,7.0,24,201,250,1003,104,2,7,24,181,226,901
104,2,9.0,16,402,502,2011,104,2,9,16,362,451,1805
104,2,13.0,14,341,427,1707,104,2,13,14,346,433,1730
104,3,11.0,3,416,520,2083,104,3,11,3,423,528,2113
104,3,29.0,9,392,491,1964,104,3,29,9,398,498,1991
104,3,33.0,9,363,454,1815,104,3,33,9,368,460,1840
104,3,43.0,4,375,468,1873,104,3,43,4,379,475,1899
104,3,53.0,13,401,501,2004,104,3,53,13,406,508,2032
104,3,61.0,5,354,442,1767,104,3,61,5,358,448,1791
104,3,69.0,13,465,581,2325,104,3,69,13,471,589,2357
104,3,75.0,8,452,565,2261,104,3,75,8,458,573,2292
104,4,1.0,2,436,546,2181,104,4,1,2,443,553,2211
104,4,9.0,10,480,600,2400,104,4,9,10,487,609,2434
104,5,17.0,5,376,470,1879,104,5,17,5,382,476,1905
104,5,21.0,9,438,546,2188,104,5,21,9,393,490,1963
104,5,29.0,3,425,531,2125,104,5,29,3,431,539,2155
104,5,43.0,9,377,470,1881,104,5,43,9,382,477,1908
104,5,45.0,14,447,558,2233,104,5,45,14,453,566,2265
104,6,1.0,18,314,393,1571,104,6,1,18,282,352,1410
104,6,3.0,2,1434,1793,7173,104,6,3,2,1455,1818,7273
104,6,9.0,19,402,503,2010,104,6,9,19,408,509,2038
104,6,21.0,11,363,453,1813,104,6,21,11,367,459,1838
104,7,3.0,9,379,473,1894,104,7,3,9,384,480,1921
104,7,9.0,5,381,475,1902,104,7,9,5,386,482,1929
104,7,19.0,6,311,388,1551,104,7,19,6,315,393,1573
104,7,25.0,16,298,371,1485,104,7,25,16,267,334,1331
104,7,29.0,8,521,651,2605,104,7,29,8,528,660,2642
104,7,47.0,8,437,547,2188,104,7,47,8,444,555,2219
104,7,53.0,4,455,570,2279,104,7,53,4,462,578,2311
104,9,9.0,11,392,490,1961,104,9,9,11,398,497,1989
104,9,13.0,15,483,603,2415,104,9,13,15,490,612,2449
104,9,15.0,15,148,186,741,104,9,15,15,150,187,751
104,9,21.0,10,362,452,1811,104,9,21,10,367,459,1836
104,9,27.0,10,368,461,1842,104,9,27,10,374,467,1868
104,9,33.0,8,340,425,1698,104,9,33,8,345,430,1722
104,11,17.0,19,373,467,1868,101,11,17,19,777,972,2987
104,11,23.0,29,388,486,1943,101,11,23,29,621,822,3105
104,11,25.0,29,432,540,2159,101,11,25,29,691,863,3451
104,11,31.0,6,347,434,1737,101,11,31,6,555,694,2777
104,11,37.0,19,388,486,1943,101,11,37,19,621,777,3105
104,11,41.0,14,334,416,1666,101,11,41,14,533,665,2662
104,11,47.0,9,397,495,1982,101,11,47,9,634,791,3167
105,1,3.0,27,537,671,2682,101,1,3,27,631,675,3155
105,1,7.0,8,817,1020,4084,101,1,7,8,821,1026,4105
105,1,17.0,4,628,785,3140,101,1,17,4,672,840,3359
105,1,23.0,15,517,646,2587,101,1,23,15,730,911,2766
105,1,29.0,20,633,791,3162,101,1,29,20,676,845,3383
105,3,3.0,10,648,809,3237,101,3,3,10,650,648,3253
105,3,13.0,8,547,683,2734,101,3,99,8,584,731,2924
105,3,21.0,10,607,759,3037,101,3,21,10,649,812,3249
105,5,1.0,24,1033,1289,5160,101,5,1,24,1038,1297,5186
105,5,3.0,11,564,705,2821,101,5,3,11,648,812,3246
105,5,15.0,5,606,758,3032,101,5,15,5,648,810,3243
105,5,23.0,4,464,580,2318,101,5,23,4,496,620,2480
105,5,31.0,7,707,884,3534,101,5,31,7,756,945,3780
105,5,35.0,9,430,537,2149,101,5,35,9,767,574,3832
105,5,43.0,11,759,948,3791,101,5,43,11,812,1014,4056
105,5,59.0,29,620,775,3101,101,5,59,29,664,829,3317
105,7,9.0,6,603,754,3016,101,7,9,6,645,807,3226
105,7,19.0,13,354,442,1768,101,7,19,13,963,472,4817
105,7,31.0,7,901,1127,4505,101,7,31,7,964,1205,4819
105,7,39.0,13,609,761,3043,101,7,39,13,650,814,3254
105,9,13.0,6,613,767,3064,101,9,13,6,656,819,3278
105,9,23.0,8,523,654,2615,101,9,23,8,560,700,2797
105,9,27.0,21,631,790,3160,101,9,27,21,676,845,3380
105,9,29.0,10,611,764,3056,101,9,29,10,654,817,3269
105,11,7.0,9,729,911,3642,101,11,7,9,779,974,3897
105,11,15.0,10,562,701,2808,101,11,15,10,601,751,3003
105,11,23.0,5,615,769,3075,101,11,23,5,658,777,3289
105,11,33.0,13,581,725,2904,101,11,33,13,621,777,3105
105,13,7.0,12,576,721,2883,101,13,7,12,617,852,3085
105,13,11.0,15,581,725,2904,101,13,11,15,621,777,3105
105,13,15.0,14,665,831,3322,101,13,15,14,711,889,3554
105,13,17.0,2,603,754,3015,101,13,17,2,645,806,3225
105,13,23.0,7,501,627,2506,101,13,23,7,536,671,2681
105,13,35.0,18,606,758,3030,101,13,35,18,648,810,3241
105,15,1.0,12,690,862,3448,101,15,1,12,694,866,3465
105,15,13.0,7,591,739,2956,101,15,13,7,632,790,3161
105,15,23.0,6,716,895,3580,101,15,23,6,766,957,3828
105,15,29.0,3,548,684,2738,101,15,29,3,585,732,2928
105,17,13.0,14,692,865,3463,101,17,13,14,741,926,2849
105,17,21.0,24,592,741,2965,101,17,21,24,635,793,3171
105,17,31.0,8,642,801,3207,101,17,31,8,686,602,3430
105,17,39.0,2,598,748,2992,101,17,39,2,552,690,3200
105,17,47.0,19,637,796,3188,101,17,47,19,682,853,3410
105,17,59.0,7,680,849,3398,101,17,59,7,727,909,3635
105,19,13.0,9,620,775,3099,101,19,13,9,663,828,3315
105,19,21.0,16,440,550,2203,101,19,21,16,471,589,2356
105,19,27.0,9,550,688,2752,101,19,27,9,589,735,2943
105,19,39.0,13,477,597,2386,101,19,39,13,510,638,2552
105,19,47.0,5,621,777,3106,101,19,47,5,665,831,3322
105,21,7.0,3,510,637,2548,101,21,7,3,545,682,2726
105,21,15.0,11,541,676,2702,101,21,15,11,578,723,2890
105,21,27.0,10,636,794,3178,101,21,27,10,679,850,2412
105,21,37.0,8,654,818,3273,101,21,37,8,700,875,3500
105,21,45.0,13,894,1116,4467,101,21,45,13,956,1194,4778
105,21,55.0,7,668,834,3338,101,21,55,7,714,892,3570
105,23,1.0,4,806,1006,4027,101,23,1,4,810,1012,4047
105,23,3.0,7,622,778,3110,101,23,3,7,665,832,3327
105,23,19.0,9,516,645,2581,101,23,19,9,552,691,2761
105,23,29.0,8,581,725,2904,101,23,29,8,621,777,3105
105,23,37.0,13,611,764,3056,101,23,37,13,654,817,3269
105,23,45.0,7,682,853,3409,101,23,45,7,730,912,3647
105,25,13.0,5,649,810,3243,101,25,13,5,694,868,3469
105,25,23.0,8,615,769,3078,101,25,23,8,658,823,3292
105,25,33.0,20,595,744,2975,101,25,33,20,637,796,3183
105,25,39.0,7,554,692,2768,101,25,39,7,592,740,2961
105,25,49.0,9,603,754,3015,101,25,49,9,645,806,3225
105,27,5.0,8,571,714,2854,101,27,5,8,610,763,3053
105,27,15.0,9,623,778,3115,101,27,15,9,666,833,3331
105,27,25.0,8,407,508,2032,101,27,25,8,434,544,2174
105,27,33.0,3,594,743,2969,101,27,33,3,635,794,3176
105,27,45.0,5,437,546,2182,101,27,45,5,467,583,2334
105,27,53.0,8,595,744,2973,101,27,53,8,636,795,3180
106,1,3.0,14,503,630,2520,106,1,3,14,503,630,2520
106,1,7.0,8,430,537,2151,106,1,7,8,430,537,2151
106,1,11.0,10,543,679,2717,106,1,11,10,543,679,2717
106,1,17.0,14,400,500,2001,106,1,17,14,400,500,2001
106,3,1.0,12,424,532,2124,106,3,1,12,424,532,2124
106,3,5.0,2,383,478,1914,106,3,5,2,383,478,1914
106,3,9.0,18,383,479,1916,106,3,9,18,383,479,1916
106,3,17.0,16,410,513,2052,106,3,17,16,410,513,2052
106,3,21.0,8,357,446,1785,106,3,21,8,357,446,1785
106,3,27.0,7,379,475,1898,106,3,27,7,379,475,1898
106,5,3.0,5,382,476,1906,106,5,3,5,382,476,1906
106,5,9.0,12,399,499,1993,106,5,9,12,399,499,1993
106,5,17.0,5,375,469,1875,106,5,17,5,375,469,1875
106,5,23.0,16,253,317,1267,106,5,23,16,253,317,1267
106,5,29.0,9,336,420,1678,106,5,29,9,336,420,1678
106,5,37.0,11,390,487,1947,106,5,37,11,390,487,1947
106,5,41.0,5,382,477,1910,106,5,41,5,382,477,1910
106,7,15.0,8,318,399,1594,106,7,15,8,318,399,1594
106,7,29.0,11,353,441,1767,106,7,29,11,353,441,1767
106,7,37.0,9,372,466,1861,106,7,37,9,372,466,1861
106,7,41.0,6,353,441,1767,106,7,41,6,353,441,1767
106,7,45.0,17,230,289,1152,106,7,45,17,230,289,1152
106,7,53.0,3,382,477,1910,106,7,53,3,382,477,1910
106,8,3.0,12,336,420,1676,106,8,3,12,336,420,1676
106,8,7.0,2,409,513,2048,106,8,7,2,409,513,2048
106,8,9.0,16,444,555,2220,106,8,9,16,444,555,2220
106,8,11.0,16,349,437,1749,106,8,11,16,349,437,1749
106,8,13.0,17,370,462,1848,106,8,13,17,370,462,1848
106,8,17.0,21,385,482,1925,106,8,17,21,385,482,1925
106,9,1.0,21,552,690,2762,106,9,1,21,552,690,2762
106,9,5.0,10,440,549,2200,106,9,5,10,440,549,2200
106,9,11.0,11,374,468,1869,106,9,11,11,374,468,1869
106,9,15.0,8,353,441,1766,106,9,15,8,353,441,1766
106,9,21.0,3,409,512,2045,106,9,21,3,409,512,2045
106,9,27.0,4,413,516,2064,106,9,27,4,413,516,2064
106,9,33.0,14,397,495,1982,106,9,33,14,397,495,1982
106,11,33.0,7,341,428,1709,106,11,33,7,341,428,1709
106,11,37.0,1,367,459,1833,106,11,37,1,367,459,1833
106,11,41.0,21,302,378,1510,106,11,41,21,302,378,1510
106,11,45.0,9,331,413,1653,106,11,45,9,331,413,1653
106,11,51.0,9,356,446,1782,106,11,51,9,356,446,1782
106,12,5.0,6,269,336,1345,106,12,5,6,269,336,1345
106,12,11.0,11,340,425,1699,106,12,11,11,340,425,1699
106,12,15.0,8,416,521,2081,106,12,15,8,416,521,2081
106,12,21.0,3,338,422,1687,106,12,21,3,338,422,1687
106,12,23.0,9,393,492,1967,106,12,23,9,393,492,1967
107,1,3.0,11,507,634,2536,107,1,3,11,507,634,2536
107,1,9.0,14,584,731,2923,107,1,9,14,584,731,2923
107,1,15.0,15,486,607,2430,107,1,15,15,486,607,2430
107,1,17.0,22,453,567,2265,107,1,17,22,453,567,2265
107,1,21.0,8,560,700,2800,107,1,21,8,560,700,2800
107,3,3.0,6,346,433,1730,107,3,3,6,346,433,1730
107,3,7.0,4,472,590,2358,107,3,7,4,472,590,2358
107,3,15.0,13,318,399,1594,107,3,15,13,318,399,1594
107,3,21.0,8,535,668,2672,107,3,21,8,535,668,2672
107,3,29.0,7,551,689,2756,107,3,29,7,551,689,2756
107,3,35.0,10,563,704,2816,107,3,35,10,563,704,2816
107,5,1.0,9,400,500,2000,107,5,1,9,400,500,2000
107,5,9.0,10,519,649,2595,107,5,9,10,519,649,2595
107,5,17.0,4,435,544,2173,107,5,17,4,435,544,2173
107,5,29.0,5,347,434,1735,107,5,29,5,347,434,1735
107,5,37.0,14,542,678,2715,107,5,37,14,542,678,2715
107,5,45.0,11,490,612,2450,107,5,45,11,490,612,2450
107,7,9.0,3,457,572,2287,107,7,9,3,457,572,2287
107,7,15.0,12,565,706,2827,107,7,15,12,565,706,2827
107,7,21.0,12,490,612,2450,107,7,21,12,490,612,2450
107,7,29.0,8,423,528,2111,107,7,29,8,423,528,2111
107,7,39.0,3,509,637,2547,107,7,39,3,509,637,2547
107,7,49.0,6,443,554,2213,107,7,49,6,443,554,2213
107,9,9.0,6,574,717,2871,107,9,9,6,574,717,2871
107,9,17.0,10,464,581,2320,107,9,17,10,464,581,2320
107,9,25.0,5,504,630,2520,107,9,25,5,504,630,2520
107,9,33.0,7,503,629,2514,107,9,33,7,503,629,2514
107,9,43.0,10,359,448,1791,107,9,43,10,359,448,1791
107,9,49.0,3,479,599,2395,107,9,49,3,479,599,2395
107,11,1.0,10,375,469,1877,107,11,1,10,375,469,1877
107,11,13.0,10,445,556,2225,107,11,13,10,445,556,2225
107,11,21.0,2,656,820,3281,107,11,21,2,656,820,3281
107,11,29.0,9,668,835,3342,107,11,29,9,668,835,3342
107,11,39.0,14,627,782,3131,107,11,39,14,627,782,3131
107,13,7.0,15,490,612,2450,107,13,7,15,490,612,2450
107,13,17.0,8,528,660,2641,107,13,17,8,528,660,2641
107,13,25.0,3,421,527,2108,107,13,25,3,421,527,2108
107,13,35.0,7,554,692,2766,107,13,35,7,554,692,2766
107,13,43.0,7,446,558,2232,107,13,43,7,446,558,2232
107,15,7.0,11,530,662,2651,107,15,7,11,530,662,2651
107,15,15.0,3,347,435,1737,107,15,15,3,347,435,1737
107,15,25.0,6,512,640,2562,107,15,25,6,512,640,2562
107,15,35.0,13,471,590,2356,107,15,35,13,471,590,2356
107,15,43.0,16,572,714,2858,107,15,43,16,572,714,2858
107,15,51.0,13,471,588,2354,107,15,51,13,471,588,2354
107,17,2.0,21,347,433,1735,107,17,2,21,347,433,1735
107,17,7.0,7,504,630,2520,107,17,7,7,504,630,2520
107,17,17.0,4,628,785,3137,107,17,17,4,628,785,3137
107,17,29.0,12,718,899,3595,107,17,29,12,718,899,3595
107,17,37.0,10,529,661,2646,107,17,37,10,529,661,2646
107,19,13.0,8,465,582,2328,107,19,13,8,465,582,2328
107,19,21.0,5,548,686,2743,107,19,21,5,548,686,2743
107,19,29.0,9,512,640,2562,107,19,29,9,512,640,2562
107,21,3.0,12,378,472,1889,107,21,3,12,378,472,1889
107,21,13.0,5,553,690,2761,107,21,13,5,553,690,2761
107,21,21.0,5,581,726,2903,107,21,21,5,581,726,2903
107,21,29.0,4,541,676,2706,107,21,29,4,541,676,2706
107,21,37.0,18,365,456,1826,107,21,37,18,365,456,1826
107,23,1.0,12,1055,1319,5275,107,23,1,12,1055,1319,5275
107,23,9.0,14,529,661,2645,107,23,9,14,529,661,2645
107,23,19.0,7,520,651,2603,107,23,19,7,520,651,2603
107,23,31.0,3,484,605,2422,107,23,31,3,484,605,2422
107,23,39.0,4,542,678,2714,107,23,39,4,542,678,2714
107,23,53.0,3,493,618,2468,107,23,53,3,493,618,2468
109,1,1.0,12,325,406,1625,109,1,1,12,325,406,1625
109,1,7.0,5,585,731,2926,109,1,7,5,585,731,2926
109,2,1.0,13,442,553,2212,109,2,1,13,442,553,2212
109,2,3.0,10,522,651,2606,109,2,3,10,522,651,2606
109,2,9.0,14,420,525,2099,109,2,9,14,420,525,2099
109,2,15.0,9,395,493,1976,109,2,15,9,395,493,1976
109,2,19.0,12,506,632,2531,109,2,19,12,506,632,2531
109,3,31.0,11,504,630,2520,109,3,31,11,504,630,2520
109,3,37.0,9,324,404,1617,109,3,37,9,324,404,1617
109,3,49.0,2,365,456,1828,109,3,49,2,365,456,1828
109,4,5.0,7,469,586,2344,109,4,5,7,469,586,2344
109,4,11.0,14,298,373,1491,109,4,11,14,298,373,1491
109,4,15.0,12,372,465,1860,109,4,15,12,372,465,1860
109,4,21.0,1,401,502,2008,109,4,21,1,401,502,2008
109,4,29.0,3,469,586,2343,109,4,29,3,469,586,2343
109,5,3.0,12,250,313,1249,109,5,3,12,250,313,1249
109,5,11.0,4,475,594,2377,109,5,11,4,475,594,2377
109,5,17.0,12,377,471,1883,109,5,17,12,377,471,1883
109,5,21.0,15,412,516,2062,109,5,21,15,412,516,2062
109,6,1.0,8,556,695,2779,109,6,1,8,556,695,2779
109,6,5.0,16,315,395,1577,109,6,5,16,315,395,1577
109,6,11.0,3,488,610,2440,109,6,11,3,488,610,2440
109,6,15.0,18,509,637,2547,109,6,15,18,509,637,2547
109,6,21.0,3,459,573,2292,109,6,21,3,459,573,2292
109,6,27.0,16,393,491,1965,109,6,27,16,393,491,1965
109,6,33.0,20,440,550,2200,109,6,33,20,440,550,2200
109,6,39.0,7,284,356,1422,109,6,39,7,284,356,1422
109,6,45.0,13,437,546,2184,109,6,45,13,437,546,2184
109,7,3.0,13,548,684,2735,109,7,3,13,548,684,2735
109,7,9.0,4,450,564,2254,109,7,9,4,450,564,2254
109,7,17.0,10,406,508,2030,109,7,17,10,406,508,2030
109,7,23.0,8,345,431,1721,109,7,23,8,345,431,1721
109,7,31.0,6,447,559,2234,109,7,31,6,447,559,2234
109,7,37.0,4,482,603,2412,109,7,37,4,482,603,2412
109,9,3.0,17,426,532,2127,109,9,3,17,426,532,2127
109,9,9.0,6,349,437,1747,109,9,9,6,349,437,1747
109,9,15.0,12,540,675,2702,109,9,15,12,540,675,2702
109,9,23.0,13,471,588,2354,109,9,23,13,471,588,2354
109,9,29.0,4,520,651,2604,109,9,29,4,520,651,2604
109,9,37.0,4,443,554,2215,109,9,37,4,443,554,2215
109,11,3.0,9,418,523,2089,109,11,3,9,418,523,2089
109,11,11.0,9,406,507,2029,109,11,11,9,406,507,2029
109,11,15.0,12,456,571,2284,109,11,15,12,456,571,2284
109,11,23.0,10,289,362,1446,109,11,23,10,289,362,1446
109,13,3.0,3,373,465,1862,109,13,3,3,373,465,1862
109,13,11.0,6,495,619,2474,109,13,11,6,495,619,2474
109,13,17.0,6,417,522,2084,109,13,17,6,417,522,2084
109,13,25.0,4,368,460,1841,109,13,25,4,368,460,1841
109,13,31.0,9,397,496,1986,109,13,31,9,397,496,1986
109,13,39.0,2,443,554,2215,109,13,39,2,443,554,2215
111,1,5.0,8,374,466,1867,111,1,5,8,374,466,1867
111,1,11.0,20,264,331,1323,111,1,11,20,264,331,1323
111,1,13.0,9,293,367,1467,111,1,13,9,293,367,1467
111,1,19.0,8,267,333,1333,111,1,19,8,267,333,1333
111,3,3.0,2,417,521,2082,111,3,3,2,417,521,2082
111,3,7.0,7,362,453,1810,111,3,7,7,362,453,1810
111,3,15.0,23,367,459,1834,111,3,15,23,367,459,1834
111,3,17.0,3,293,368,1470,111,3,17,3,293,368,1470
111,3,21.0,11,298,371,1488,111,3,21,11,298,371,1488
111,3,25.0,8,383,480,1918,111,3,25,8,383,480,1918
111,3,31.0,6,148,185,738,111,3,31,6,148,185,738
