tinh,huyen,xa,diaban,hoso,chisxkd_1,chisxkd_2,chisxkd_3,chisxkd_4,chisxkd_5,chisxkd_6,chisxkd_7,chisxkd_8,chikhac_01,chikhac_02,chikhac_03,chikhac_04,chikhac_05,chikhac_06,chikhac_07,chikhac_08,chikhac_09,chikhac_10,chikhac_11,chikhac_12,chikhac_13,chikhac_14
103,11,35.0,7,20,25856.0,4769.0,15662.0,0.0,0.0,0.0,5425.0,0.0,129340.9,3700.0,5970.0,2003.4,17381.5,8564.0,11949.0,10533.0,63500.0,0.0,0.0,0.0,5000.0,740.0
103,11,43.0,17,13,13006.0,1597.0,3748.0,0.0,0.0,0.0,7661.0,0.0,50294.5,1185.0,5005.0,1658.2,20504.3,2852.0,4915.0,2035.0,5000.0,0.0,4500.0,840.0,0.0,1800.0
103,11,43.0,17,14,5598.0,1986.0,0.0,0.0,0.0,0.0,0.0,3612.0,52361.1,3942.0,3850.0,1906.0,21841.1,5285.0,5660.0,2759.0,2238.0,0.0,0.0,3140.0,0.0,1740.0
103,11,43.0,17,15,8403.0,191.0,0.0,0.0,0.0,0.0,5382.0,2830.0,103677.9,1573.0,2060.0,759.4,13396.5,1456.0,1554.0,659.0,0.0,0.0,0.0,1500.0,80000.0,720.0
103,11,51.0,8,13,1786.0,1786.0,0.0,0.0,0.0,0.0,0.0,0.0,17482.8,0.0,170.0,1622.8,7204.0,2088.0,2000.0,3558.0,0.0,0.0,0.0,0.0,0.0,840.0
103,11,51.0,8,14,8969.0,8969.0,0.0,0.0,0.0,0.0,0.0,0.0,26434.9,0.0,10800.0,1309.8,6280.1,1688.0,1065.0,1612.0,3000.0,0.0,0.0,200.0,0.0,480.0
103,11,51.0,8,15,234832.0,2270.0,0.0,0.0,0.0,0.0,212720.0,19842.0,260886.6,1300.0,330.0,2588.8,35406.8,5116.0,3655.0,4830.0,26000.0,25000.0,25000.0,0.0,130000.0,1660.0
103,11,57.0,17,13,2253.0,2253.0,0.0,0.0,0.0,0.0,0.0,0.0,67662.1,1500.0,160.0,1574.0,15186.1,5403.0,4120.0,5105.0,25000.0,0.0,0.0,8810.0,0.0,804.0
103,11,57.0,17,14,437.0,95.0,342.0,0.0,0.0,0.0,0.0,0.0,11595.3,0.0,1130.0,846.4,5808.9,695.0,382.0,749.0,0.0,0.0,0.0,1600.0,0.0,384.0
103,11,57.0,17,15,5035.0,511.0,0.0,0.0,0.0,0.0,0.0,4524.0,31545.3,3350.0,1165.0,1195.4,13712.9,5139.0,2687.0,3072.0,0.0,0.0,0.0,0.0,0.0,1224.0
103,11,63.0,7,13,14032.0,3020.0,11012.0,0.0,0.0,0.0,0.0,0.0,109769.7,8600.0,980.0,2747.0,30880.7,9014.0,5115.0,10073.0,3460.0,0.0,0.0,16500.0,20000.0,2400.0
103,11,63.0,7,15,635.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,40773.0,1965.0,250.0,1431.6,14986.4,1780.0,2295.0,2365.0,11000.0,0.0,0.0,4200.0,0.0,500.0
103,11,63.0,7,19,4678.0,393.0,4285.0,0.0,0.0,0.0,0.0,0.0,21856.3,1310.0,170.0,813.6,9806.7,1041.0,1215.0,2150.0,0.0,0.0,0.0,850.0,4000.0,500.0
103,11,71.0,14,13,4728.0,3979.0,394.0,0.0,0.0,0.0,355.0,0.0,31584.2,4200.0,1235.0,909.6,14350.6,3010.0,1872.0,1454.0,33.0,0.0,1200.0,2720.0,0.0,600.0
103,11,71.0,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26457.2,0.0,350.0,2798.4,9933.8,1451.0,1650.0,9014.0,0.0,0.0,0.0,0.0,0.0,1260.0
103,11,71.0,14,15,10880.0,3459.0,7421.0,0.0,0.0,0.0,0.0,0.0,143205.9,0.0,5650.0,3508.6,30442.3,10542.0,6150.0,3614.0,82279.0,0.0,0.0,0.0,0.0,1020.0
103,13,1.0,11,13,5112.0,0.0,0.0,0.0,0.0,0.0,0.0,5112.0,83400.1,1870.0,1675.0,1448.8,23788.3,5598.0,5990.0,1170.0,0.0,0.0,0.0,40000.0,0.0,1860.0
103,13,1.0,11,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116366.8,7200.0,1200.0,2108.6,33412.2,14861.0,12105.0,4040.0,40000.0,0.0,0.0,0.0,0.0,1440.0
103,13,1.0,11,15,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,68584.7,1400.0,9745.0,1648.1,25345.6,9094.0,2540.0,4202.0,0.0,0.0,0.0,12450.0,0.0,2160.0
103,13,7.0,12,14,4323.0,4323.0,0.0,0.0,0.0,0.0,0.0,0.0,43501.5,0.0,1000.0,1112.6,10220.9,5422.0,4276.0,20270.0,0.0,0.0,0.0,0.0,0.0,1200.0
103,13,7.0,12,19,260.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,8850.4,0.0,900.0,527.9,4868.5,892.0,344.0,838.0,0.0,0.0,0.0,0.0,0.0,480.0
103,13,7.0,12,20,3862.0,3010.0,504.0,0.0,0.0,0.0,0.0,348.0,59841.6,1965.0,3960.0,652.2,13577.4,3689.0,1900.0,1098.0,11740.0,0.0,0.0,20900.0,0.0,360.0
103,13,13.0,9,13,1998.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,49843.6,2450.0,2390.0,4488.0,23359.6,5488.0,5730.0,2918.0,1800.0,0.0,0.0,0.0,0.0,1220.0
103,13,13.0,9,14,1574.0,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,26176.4,6000.0,300.0,814.4,9510.0,2856.0,2326.0,3150.0,0.0,0.0,0.0,500.0,0.0,720.0
103,13,13.0,9,15,5372.0,292.0,411.0,0.0,0.0,0.0,0.0,4669.0,46343.7,5695.0,345.0,1165.1,21597.6,9046.0,5110.0,1693.0,442.0,0.0,0.0,0.0,0.0,1250.0
103,13,21.0,6,13,3548.0,2135.0,1413.0,0.0,0.0,0.0,0.0,0.0,173644.1,1117.0,745.0,959.5,20140.6,4078.0,4410.0,4574.0,50000.0,0.0,0.0,7940.0,78000.0,1680.0
103,13,21.0,6,14,5592.0,3700.0,0.0,0.0,0.0,0.0,320.0,1572.0,49396.6,5860.0,490.0,1681.2,25506.4,4882.0,6282.0,3855.0,0.0,0.0,0.0,0.0,0.0,840.0
103,13,21.0,6,15,53356.0,3089.0,27419.0,0.0,0.0,0.0,0.0,22848.0,34870.4,1455.0,1916.0,2093.0,16216.4,4982.0,2560.0,4208.0,0.0,0.0,0.0,0.0,0.0,1440.0
103,13,29.0,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66655.1,1440.0,1470.0,502.5,10877.6,3958.0,1973.0,1104.0,0.0,0.0,0.0,26310.0,18000.0,1020.0
103,13,29.0,19,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51878.1,2335.0,1520.0,7522.7,18488.4,9552.0,4270.0,5730.0,0.0,0.0,0.0,0.0,0.0,2460.0
103,13,29.0,19,15,28333.0,0.0,0.0,0.0,0.0,0.0,0.0,28333.0,103332.7,4075.0,2090.0,2602.5,38203.2,9564.0,7310.0,6220.0,0.0,0.0,0.0,31180.0,0.0,2088.0
103,15,3.0,21,13,7015.0,1721.0,4244.0,0.0,0.0,0.0,1050.0,0.0,16489.7,0.0,160.0,810.2,6674.5,660.0,1050.0,1240.0,5420.0,0.0,0.0,175.0,0.0,300.0
103,15,3.0,21,14,971.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,16207.3,0.0,390.0,258.9,8692.4,1666.0,950.0,830.0,0.0,0.0,0.0,3300.0,0.0,120.0
103,15,3.0,21,15,2539.0,1339.0,830.0,0.0,0.0,0.0,370.0,0.0,29796.7,870.0,810.0,729.2,10609.5,2568.0,2130.0,1270.0,8000.0,0.0,0.0,2450.0,0.0,360.0
103,15,11.0,2,13,6776.0,2578.0,3888.0,0.0,0.0,0.0,310.0,0.0,55155.0,2773.0,890.0,592.8,12317.2,1187.0,1260.0,835.0,0.0,0.0,0.0,0.0,35000.0,300.0
103,15,11.0,2,14,114361.0,3098.0,1277.0,0.0,22982.0,0.0,220.0,86784.0,61979.7,1840.0,180.0,1118.8,14666.9,2516.0,3140.0,1558.0,36000.0,0.0,0.0,0.0,0.0,960.0
103,15,11.0,2,15,87765.0,0.0,837.0,0.0,0.0,0.0,0.0,86928.0,51192.9,1920.0,210.0,793.1,15971.8,3530.0,3045.0,843.0,80.0,0.0,0.0,19600.0,0.0,5200.0
103,15,19.0,8,13,5520.0,0.0,0.0,0.0,0.0,0.0,0.0,5520.0,33127.7,0.0,650.0,2306.9,14603.8,4592.0,2250.0,7585.0,0.0,0.0,0.0,0.0,0.0,1140.0
103,15,19.0,8,15,119604.0,0.0,0.0,0.0,0.0,0.0,0.0,119604.0,39659.3,0.0,6720.0,668.1,14984.2,2724.0,3535.0,3428.0,0.0,0.0,0.0,5800.0,0.0,1800.0
103,15,19.0,8,19,19688.0,32.0,0.0,0.0,0.0,0.0,0.0,19656.0,298622.2,4302.0,2060.0,3417.6,26001.6,9450.0,3200.0,27131.0,102400.0,0.0,0.0,17000.0,100000.0,3660.0
103,15,25.0,4,14,342.0,22.0,0.0,0.0,0.0,0.0,320.0,0.0,11627.2,0.0,1300.0,446.0,7029.2,1080.0,630.0,548.0,234.0,0.0,0.0,0.0,0.0,360.0
103,15,25.0,4,15,33065.0,6496.0,26249.0,0.0,0.0,0.0,320.0,0.0,43858.5,7240.0,320.0,1104.6,20011.9,2043.0,3370.0,1269.0,5480.0,0.0,0.0,2300.0,0.0,720.0
103,15,25.0,4,19,7607.0,7287.0,0.0,0.0,0.0,0.0,320.0,0.0,51331.4,0.0,60.0,1054.9,9699.5,1938.0,2170.0,15989.0,0.0,0.0,0.0,0.0,20000.0,420.0
103,15,33.0,13,13,3216.0,2096.0,88.0,0.0,0.0,0.0,0.0,1032.0,28954.2,1559.0,2800.0,892.3,16257.9,2594.0,760.0,2846.0,945.0,0.0,0.0,0.0,0.0,300.0
103,15,33.0,13,15,1440.0,36.0,0.0,0.0,0.0,0.0,0.0,1404.0,8430.5,0.0,220.0,327.1,5871.4,722.0,140.0,330.0,0.0,0.0,0.0,400.0,0.0,420.0
103,15,33.0,13,19,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,4887.0,0.0,200.0,595.0,2575.0,239.0,160.0,818.0,0.0,0.0,0.0,0.0,0.0,300.0
103,17,17.0,11,13,14678.0,3688.0,10990.0,0.0,0.0,0.0,0.0,0.0,27308.7,2592.0,990.0,2446.2,12970.5,3859.0,2171.0,1560.0,0.0,0.0,0.0,0.0,0.0,720.0
103,17,17.0,11,14,14555.0,3811.0,10744.0,0.0,0.0,0.0,0.0,0.0,26484.9,1105.0,835.0,2541.7,13182.2,4040.0,2521.0,1510.0,0.0,0.0,0.0,0.0,0.0,750.0
103,17,17.0,11,15,11551.0,4973.0,6578.0,0.0,0.0,0.0,0.0,0.0,28702.0,3087.0,848.0,2602.5,13157.5,3684.0,2133.0,1640.0,0.0,0.0,0.0,820.0,0.0,730.0
103,17,23.0,24,13,10317.0,1438.0,7354.0,0.0,0.0,0.0,1525.0,0.0,23712.9,0.0,5260.0,996.3,13729.6,1109.0,881.0,1183.0,0.0,0.0,0.0,140.0,0.0,414.0
103,17,23.0,24,14,12053.0,2326.0,562.0,0.0,0.0,0.0,9165.0,0.0,46395.4,4824.0,975.0,1570.3,19213.1,2219.0,3496.0,2038.0,6200.0,0.0,2850.0,2362.0,0.0,648.0
103,17,23.0,24,15,9958.0,1989.0,3993.0,0.0,0.0,0.0,0.0,3976.0,40632.7,1824.0,8520.0,1895.6001,19063.1,4120.0,2724.0,1714.0,0.0,0.0,0.0,0.0,0.0,772.0
103,17,31.0,13,13,1165.0,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,15458.9,0.0,2864.0,582.8,9024.1,784.0,1689.0,335.0,0.0,0.0,0.0,0.0,0.0,180.0
103,17,31.0,13,14,27315.0,7138.0,17453.0,0.0,0.0,0.0,0.0,2724.0,62898.7,1173.0,2435.0,2129.9,25468.8,3948.0,4634.0,2870.0,0.0,1600.0,720.0,4070.0,13000.0,850.0
103,17,31.0,13,15,1297.0,941.0,356.0,0.0,0.0,0.0,0.0,0.0,31392.0,937.0,1876.0,1253.2,14715.8,3312.0,2115.0,2323.0,0.0,0.0,0.0,4500.0,0.0,360.0
103,17,47.0,18,13,556.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,24652.1,2892.0,435.0,1483.3,12506.8,2117.0,1888.0,1657.0,21.0,0.0,0.0,1220.0,0.0,432.0
103,17,47.0,18,15,64702.0,705.0,647.0,0.0,0.0,0.0,63350.0,0.0,103257.7,8470.0,3450.0,2111.6,17184.1,3940.0,2351.0,1865.0,0.0,0.0,60000.0,2800.0,0.0,1086.0
103,17,47.0,18,24,1040.0,44.0,0.0,0.0,0.0,0.0,0.0,996.0,40292.8,1500.0,1890.0,1716.3,19825.5,4479.0,5612.0,3375.0,0.0,0.0,0.0,650.0,0.0,1245.0
103,19,9.0,1,13,27497.0,6510.0,5713.0,0.0,0.0,0.0,15274.0,0.0,29596.1,0.0,1528.0,1739.7,13063.399,3597.0,1235.0,2753.0,0.0,0.0,0.0,5200.0,0.0,480.0
103,19,9.0,1,14,17859.0,9058.0,6081.0,0.0,0.0,0.0,2720.0,0.0,50974.2,5352.0,620.0,1899.8,17976.4,1925.0,7840.0,2337.0,0.0,0.0,0.0,1800.0,10000.0,1224.0
103,19,9.0,1,15,20123.0,13649.0,6474.0,0.0,0.0,0.0,0.0,0.0,31807.5,1022.0,1050.0,1259.0,12476.5,1366.0,2770.0,8058.0,290.0,0.0,0.0,3000.0,0.0,516.0
103,19,17.0,13,13,15365.0,9449.0,5466.0,0.0,0.0,0.0,450.0,0.0,61333.3,1262.0,380.0,1682.3,11298.0,1624.0,1660.0,17447.0,0.0,3000.0,6000.0,5500.0,9500.0,1980.0
103,19,17.0,13,14,850.0,320.0,0.0,0.0,0.0,0.0,530.0,0.0,90975.4,0.0,150.0,2398.7,11885.7,5459.0,8316.0,46206.0,12000.0,0.0,0.0,3600.0,0.0,960.0
103,19,17.0,13,15,11561.0,3425.0,2005.0,0.0,0.0,0.0,0.0,6131.0,24245.2,1530.0,340.0,1038.9,8577.3,2879.0,1059.0,3041.0,1850.0,0.0,0.0,280.0,3000.0,650.0
103,19,25.0,12,13,79176.0,5683.0,4385.0,0.0,0.0,0.0,0.0,69108.0,80326.2,2659.0,750.0,1678.2,13228.0,4658.0,2579.0,2254.0,30000.0,0.0,0.0,16800.0,0.0,5720.0
103,19,25.0,12,14,5412.0,5248.0,164.0,0.0,0.0,0.0,0.0,0.0,25258.2,0.0,2000.0,1957.4,14417.8,1483.0,1270.0,2250.0,0.0,0.0,0.0,1400.0,0.0,480.0
103,19,25.0,12,15,29356.0,7895.0,6223.0,0.0,0.0,0.0,310.0,14928.0,114227.2,0.0,960.0,2267.9,25397.3,4820.0,2875.0,19687.0,7400.0,0.0,0.0,11800.0,38500.0,520.0
103,19,35.0,3,13,7281.0,2551.0,4730.0,0.0,0.0,0.0,0.0,0.0,97170.0,1980.0,1432.0,1571.5,10557.5,4770.0,7203.0,3056.0,30000.0,0.0,360.0,32280.0,3000.0,960.0
103,19,35.0,3,14,137427.0,12677.0,107250.0,0.0,0.0,0.0,17500.0,0.0,38850.9,0.0,1650.0,1912.2,12868.7,2962.0,2290.0,4127.0,11241.0,0.0,0.0,1200.0,0.0,600.0
103,19,35.0,3,15,20114.0,4500.0,15304.0,0.0,0.0,0.0,310.0,0.0,25105.8,0.0,1420.0,2325.7,11997.1,3782.0,2795.0,2066.0,0.0,0.0,0.0,0.0,0.0,720.0
103,19,45.0,17,13,8327.0,3952.0,367.0,0.0,0.0,0.0,0.0,4008.0,67614.1,7330.0,670.0,1755.1,15198.0,7400.0,4890.0,18207.0,11300.0,0.0,0.0,0.0,0.0,864.0
103,19,45.0,17,14,27704.0,13859.0,9173.0,0.0,0.0,0.0,0.0,4672.0,40452.4,9700.0,900.0,2342.8,15913.6,3093.0,3420.0,4397.0,0.0,0.0,0.0,0.0,0.0,686.0
103,19,45.0,17,15,5337.0,4483.0,854.0,0.0,0.0,0.0,0.0,0.0,11812.4,0.0,1691.0,816.60004,5897.8,1431.0,284.0,1329.0,0.0,0.0,0.0,0.0,0.0,363.0
103,21,1.0,10,13,6154.0,2728.0,0.0,0.0,0.0,0.0,0.0,3426.0,26126.7,1462.0,5096.0,1505.1,11372.6,1716.0,2195.0,2170.0,0.0,0.0,0.0,250.0,0.0,360.0
103,21,1.0,10,14,72126.0,0.0,0.0,0.0,0.0,0.0,0.0,72126.0,382637.4,1235.0,260.0,1189.7,16904.7,3562.0,5720.0,2160.0,31980.0,0.0,318000.0,0.0,0.0,1626.0
103,21,1.0,10,20,60004.0,2060.0,0.0,0.0,0.0,0.0,620.0,57324.0,56281.2,3948.0,900.0,1066.5,23494.7,3212.0,5975.0,2905.0,2500.0,0.0,0.0,11200.0,0.0,1080.0
103,21,7.0,12,13,5677.0,2244.0,295.0,0.0,0.0,0.0,0.0,3138.0,73559.8,850.0,3670.0,1026.6,8504.2,834.0,910.0,20015.0,1800.0,0.0,24000.0,1350.0,10000.0,600.0
103,21,7.0,12,14,11835.0,4292.0,7543.0,0.0,0.0,0.0,0.0,0.0,30320.1,8212.0,1750.0,1088.0,11109.1,911.0,2105.0,1545.0,0.0,0.0,1500.0,1500.0,0.0,600.0
103,21,7.0,12,15,1496.0,264.0,702.0,0.0,0.0,0.0,530.0,0.0,18834.5,0.0,1790.0,576.3,9330.2,764.0,551.0,5083.0,0.0,0.0,0.0,500.0,0.0,240.0
103,21,17.0,10,13,7073.0,5101.0,1972.0,0.0,0.0,0.0,0.0,0.0,27960.3,1110.0,560.0,2534.8,13574.5,1191.0,1890.0,1600.0,1720.0,0.0,0.0,3300.0,0.0,480.0
103,21,17.0,10,14,8536.0,4587.0,3949.0,0.0,0.0,0.0,0.0,0.0,38202.2,1360.0,445.0,1266.7,12551.5,2824.0,1945.0,1570.0,1000.0,0.0,0.0,15000.0,0.0,240.0
103,21,17.0,10,15,4262.0,176.0,3616.0,0.0,0.0,0.0,470.0,0.0,62763.3,3650.0,4670.0,2760.5,8940.8,1978.0,2270.0,3520.0,300.0,0.0,27000.0,7050.0,0.0,624.0
103,21,25.0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9657.5,0.0,50.0,377.0,8381.5,334.0,130.0,265.0,0.0,0.0,0.0,0.0,0.0,120.0
103,21,25.0,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23730.9,827.0,100.0,733.39996,11006.5,2724.0,2695.0,1165.0,0.0,0.0,0.0,4000.0,0.0,480.0
103,21,25.0,2,15,6809.0,3395.0,2854.0,0.0,0.0,0.0,560.0,0.0,15265.7,400.0,560.0,1616.2,7170.5,774.0,2105.0,2040.0,120.0,0.0,0.0,0.0,0.0,480.0
103,21,35.0,17,13,7929.0,5830.0,1599.0,0.0,0.0,0.0,500.0,0.0,127248.8,0.0,640.0,2629.1,9066.7,1225.0,1078.0,1960.0,0.0,0.0,0.0,0.0,110000.0,650.0
103,21,35.0,17,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421.9001,0.0,100.0,211.4,1842.5,92.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
103,21,35.0,17,15,2359.0,1961.0,398.0,0.0,0.0,0.0,0.0,0.0,11302.6,0.0,123.0,1154.4,6873.2,600.0,1097.0,475.0,0.0,0.0,0.0,800.0,0.0,180.0
103,21,43.0,8,13,2339.0,2339.0,0.0,0.0,0.0,0.0,0.0,0.0,77856.2,1025.0,1345.0,1066.2,14633.0,2332.0,1878.0,2587.0,50000.0,0.0,0.0,2600.0,0.0,390.0
103,21,43.0,8,14,2269.0,2158.0,111.0,0.0,0.0,0.0,0.0,0.0,30457.5,2472.0,2600.0,550.9,12660.601,1046.0,3489.0,1265.0,1168.0,0.0,0.0,1350.0,3000.0,856.0
103,21,43.0,8,15,12517.0,1032.0,595.0,0.0,0.0,0.0,520.0,10370.0,40081.5,1790.0,170.0,962.7,13484.8,2748.0,2000.0,1296.0,12000.0,0.0,1800.0,3200.0,0.0,630.0
103,21,51.0,2,13,8570.0,4229.0,4341.0,0.0,0.0,0.0,0.0,0.0,20675.7,0.0,710.0,1040.0,10808.7,852.0,1515.0,2740.0,2000.0,0.0,0.0,290.0,0.0,720.0
103,21,51.0,2,14,2289.0,1545.0,576.0,0.0,0.0,0.0,0.0,168.0,10632.0,0.0,1562.0,441.0,7113.0,557.0,229.0,530.0,0.0,0.0,0.0,0.0,0.0,200.0
103,21,51.0,2,15,151.0,21.0,0.0,0.0,0.0,0.0,130.0,0.0,7767.3994,0.0,1220.0,527.7,4226.7,442.0,346.0,825.0,0.0,0.0,0.0,0.0,0.0,180.0
104,1,1.0,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21991.8,0.0,11000.0,660.0,4099.8,1894.0,1100.0,1252.0,0.0,0.0,0.0,450.0,0.0,1536.0
104,1,1.0,9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15809.6,0.0,2647.0,941.7,9100.9,925.0,333.0,836.0,0.0,0.0,0.0,750.0,0.0,276.0
104,1,1.0,9,19,216492.0,0.0,0.0,0.0,0.0,0.0,0.0,216492.0,70586.8,1910.0,270.0,1315.1,16259.7,3402.0,3250.0,3328.0,4500.0,0.0,3800.0,30200.0,0.0,2352.0
104,1,3.0,8,13,2091.0,2091.0,0.0,0.0,0.0,0.0,0.0,0.0,54026.5,0.0,350.0,754.3,6738.2,1890.0,940.0,28106.0,0.0,0.0,0.0,14600.0,0.0,648.0
104,1,3.0,8,14,1483.0,0.0,895.0,0.0,0.0,0.0,0.0,588.0,28603.7,1740.0,1100.0,1161.5,10561.2,2224.0,1160.0,1090.0,227.0,0.0,0.0,8500.0,0.0,840.0
104,1,3.0,8,15,7100.0,0.0,0.0,0.0,0.0,0.0,0.0,7100.0,77951.6,4500.0,755.0,2024.0,13490.6,8088.0,5260.0,1100.0,12708.0,0.0,0.0,27650.0,0.0,2376.0
104,1,4.0,8,13,3731.0,3731.0,0.0,0.0,0.0,0.0,0.0,0.0,119811.805,0.0,3235.0,2763.9,16668.9,9040.0,8720.0,36944.0,0.0,0.0,0.0,41000.0,0.0,1440.0
104,1,4.0,8,14,233615.0,3065.0,210400.0,0.0,0.0,0.0,20150.0,0.0,45398.6,1688.0,580.0,1771.6,14014.0,3389.0,1590.0,980.0,19500.0,0.0,0.0,1000.0,0.0,886.0
104,1,4.0,8,15,3036.0,1454.0,632.0,0.0,0.0,0.0,0.0,950.0,37733.0,1940.0,825.0,1004.4,11330.6,2633.0,3240.0,2560.0,0.0,0.0,0.0,13600.0,0.0,600.0
104,1,7.0,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58228.3,9550.0,470.0,1281.5,18916.8,6408.0,2580.0,1310.0,0.0,0.0,0.0,15000.0,0.0,2712.0
104,1,7.0,3,19,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,38626.9,5550.0,1972.0,1765.6,16875.3,2308.0,5650.0,1566.0,1260.0,0.0,0.0,0.0,0.0,1680.0
104,1,7.0,3,20,108816.0,0.0,0.0,0.0,0.0,0.0,0.0,108816.0,83352.5,24550.0,1500.0,1709.3,27689.2,10992.0,9740.0,2210.0,0.0,0.0,0.0,2610.0,0.0,2352.0
104,1,17.0,11,13,5434.0,2044.0,0.0,0.0,0.0,0.0,0.0,3390.0,36062.2,3984.0,5190.0,1121.2,13766.0,1586.0,2465.0,1310.0,940.0,0.0,4500.0,0.0,0.0,1200.0
104,1,17.0,11,14,2840.0,2659.0,55.0,0.0,0.0,0.0,0.0,126.0,18621.8,5026.0,930.0,1048.0,4906.8,2276.0,1330.0,600.0,325.0,0.0,0.0,1460.0,0.0,720.0
104,1,17.0,11,15,16958.0,2141.0,876.0,0.0,0.0,0.0,0.0,13941.0,30811.6,4070.0,380.0,984.9,11570.7,2066.0,1480.0,1260.0,0.0,0.0,6000.0,2400.0,0.0,600.0
104,2,1.0,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160484.8,1795.0,10964.0,3798.8,21496.0,6540.0,4676.0,36355.0,69100.0,0.0,0.0,3600.0,0.0,2160.0
104,2,1.0,7,14,812.0,11.0,0.0,0.0,0.0,0.0,0.0,801.0,148294.5,2116.0,1756.0,3361.8,31578.7,12680.0,25874.0,66606.0,210.0,0.0,0.0,2000.0,0.0,2112.0
104,2,1.0,7,15,79422.0,0.0,0.0,0.0,0.0,0.0,0.0,79422.0,134392.0,0.0,32600.0,3062.4,48840.6,7593.0,8996.0,4880.0,0.0,0.0,900.0,23500.0,0.0,4020.0
104,2,7.0,24,13,3863.0,1616.0,1815.0,0.0,0.0,0.0,0.0,432.0,39587.5,995.0,2547.0,2387.3,18081.2,2822.0,666.0,2609.0,0.0,0.0,0.0,8770.0,0.0,710.0
104,2,7.0,24,14,3572.0,3536.0,0.0,0.0,0.0,0.0,0.0,36.0,45846.4,3145.0,120.0,1641.1,15052.3,4374.0,7060.0,5226.0,0.0,0.0,0.0,8340.0,0.0,888.0
104,2,7.0,24,15,16632.0,2299.0,14333.0,0.0,0.0,0.0,0.0,0.0,77568.5,0.0,507.0,3677.8,18293.7,6306.0,1212.0,33992.0,2000.0,0.0,0.0,10200.0,0.0,1380.0
104,2,9.0,16,13,179592.0,0.0,0.0,0.0,0.0,0.0,0.0,179592.0,145180.4,19088.0,735.0,2871.4,48571.0,10883.0,16692.0,10820.0,30000.0,0.0,0.0,1200.0,0.0,4320.0
104,2,9.0,16,15,2457.0,1140.0,789.0,0.0,0.0,0.0,0.0,528.0,45798.4,5686.0,220.0,1255.4,16349.0,3058.0,4465.0,2185.0,850.0,0.0,0.0,10550.0,0.0,1180.0
104,2,9.0,16,19,3895.0,127.0,0.0,0.0,0.0,0.0,0.0,3768.0,36873.3,2568.0,1140.0,1166.7,12483.6,2899.0,4466.0,1810.0,0.0,0.0,3000.0,6800.0,0.0,540.0
104,2,13.0,14,13,41163.0,10334.0,30829.0,0.0,0.0,0.0,0.0,0.0,68815.9,0.0,11545.0,1709.2,26709.7,3883.0,3975.0,17970.0,2000.0,0.0,0.0,424.0,0.0,600.0
104,2,13.0,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43929.9,580.0,960.0,980.2,14829.699,3675.0,4328.0,817.0,0.0,0.0,0.0,1400.0,16000.0,360.0
104,2,13.0,14,15,1217.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,4797.0,0.0,950.0,323.0,1996.0,214.0,40.0,120.0,1000.0,0.0,0.0,130.0,0.0,24.0
104,3,11.0,3,13,98035.0,5063.0,65516.0,0.0,0.0,0.0,0.0,27456.0,55786.3,1630.0,2010.0,1251.5,15684.8,10144.0,4221.0,3765.0,1360.0,0.0,15000.0,0.0,0.0,720.0
104,3,11.0,3,14,1911.0,1400.0,511.0,0.0,0.0,0.0,0.0,0.0,19447.9,0.0,3620.0,461.3,14016.6,440.0,260.0,450.0,0.0,0.0,0.0,0.0,0.0,200.0
104,3,11.0,3,15,56233.0,4834.0,44118.0,0.0,0.0,15.0,1050.0,6216.0,36639.9,0.0,230.0,1831.2,15920.7,2280.0,2985.0,2273.0,0.0,0.0,10000.0,0.0,0.0,1120.0
104,3,29.0,9,13,4639.0,1921.0,2484.0,0.0,0.0,50.0,0.0,184.0,37065.0,663.0,290.0,1523.2,9164.8,3610.0,1425.0,2719.0,9250.0,0.0,7000.0,940.0,0.0,480.0
