tinh,huyen,xa,m9c3,m9c4,m9c5a,m9c5b,m9c5c,m9c6,m9c7
713,13,41,0,,,,,,
713,13,41,1,1.0,2.0,0.0,,25.0,1.0
713,15,05,1,1.0,1.0,2.0,5.0,15.0,1.0
713,15,05,2,2.0,1.0,2.0,5.0,15.0,1.0
713,15,05,3,5.0,1.0,2.0,5.0,15.0,1.0
713,15,13,0,,,,,,
713,15,13,1,1.0,2.0,0.0,,5.0,1.0
713,15,13,2,5.0,2.0,0.0,,5.0,1.0
713,15,21,0,,,,,,
713,15,21,1,1.0,1.0,2.0,0.0,10.0,1.0
713,15,29,1,1.0,2.0,0.0,,25.0,1.0
713,15,29,2,1.0,2.0,0.0,,25.0,1.0
713,15,29,3,1.0,2.0,0.0,,25.0,2.0
713,15,35,0,,,,,,
713,15,35,1,1.0,2.0,0.0,,20.0,1.0
713,15,35,2,5.0,2.0,0.0,,20.0,1.0
713,17,03,0,,,,,,
713,17,03,1,1.0,2.0,1.0,4.0,4.0,1.0
713,17,03,2,2.0,2.0,1.0,4.0,5.0,2.0
713,17,11,0,,,,,,
713,17,11,1,1.0,2.0,0.0,,5.0,1.0
713,17,11,2,1.0,2.0,0.0,,25.0,1.0
713,17,19,0,,,,,,
713,17,19,1,1.0,2.0,4.0,1.0,15.0,1.0
713,17,19,2,1.0,2.0,4.0,1.0,15.0,1.0
715,01,29,1,1.0,2.0,1.0,0.0,15.0,1.0
715,01,29,2,3.0,2.0,0.0,,15.0,1.0
715,01,29,3,1.0,2.0,0.0,,15.0,2.0
715,03,13,1,1.0,2.0,0.0,,3.0,1.0
715,03,13,2,3.0,2.0,0.0,,0.2,1.0
715,03,13,3,1.0,2.0,0.0,,100.0,1.0
715,03,21,0,,,,,,
715,03,21,1,1.0,1.0,5.0,2.0,1.0,1.0
715,03,21,2,1.0,1.0,5.0,2.0,75.0,1.0
715,05,13,1,3.0,2.0,6.0,0.0,0.2,1.0
715,05,13,2,1.0,2.0,1.0,5.0,7.0,1.0
715,05,13,3,1.0,2.0,1.0,5.0,25.0,1.0
715,05,17,1,1.0,2.0,0.0,,3.0,1.0
715,05,17,2,1.0,2.0,0.0,,12.0,1.0
715,05,17,3,3.0,6.0,0.0,,12.0,1.0
715,05,25,1,1.0,2.0,1.0,5.0,18.0,1.0
715,05,25,2,1.0,2.0,1.0,5.0,36.0,1.0
715,05,25,3,1.0,2.0,1.0,3.0,42.0,1.0
715,07,09,1,1.0,2.0,1.0,5.0,4.0,1.0
715,07,09,2,3.0,2.0,1.0,0.0,4.0,1.0
715,07,09,3,2.0,2.0,1.0,5.0,21.0,1.0
715,07,15,1,1.0,1.0,2.0,0.0,5.0,1.0
715,07,15,2,3.0,1.0,0.0,,5.0,1.0
715,07,15,3,2.0,1.0,2.0,0.0,9.0,1.0
715,07,23,1,3.0,2.0,1.0,0.0,3.0,1.0
715,07,23,2,1.0,2.0,1.0,0.0,6.0,1.0
715,07,23,3,1.0,2.0,1.0,0.0,15.0,1.0
715,07,31,1,3.0,2.0,1.0,0.0,0.2,1.0
715,07,31,2,1.0,2.0,1.0,0.0,6.0,1.0
715,07,31,3,2.0,2.0,1.0,0.0,6.0,1.0
715,09,11,0,,,,,,
715,09,11,1,1.0,1.0,2.0,3.0,20.0,1.0
715,09,11,2,1.0,1.0,2.0,3.0,25.0,1.0
715,09,21,1,1.0,1.0,2.0,4.0,18.0,1.0
715,09,21,2,1.0,1.0,2.0,0.0,45.0,1.0
715,09,21,3,1.0,1.0,2.0,0.0,45.0,1.0
715,09,23,0,,,,,,
715,09,23,1,1.0,2.0,0.0,,1.0,1.0
715,11,03,0,,,,,,
715,11,03,1,1.0,2.0,1.0,4.0,1.5,1.0
715,11,13,1,1.0,2.0,1.0,5.0,22.0,1.0
715,11,13,2,1.0,2.0,1.0,5.0,18.0,1.0
715,11,13,3,1.0,2.0,1.0,5.0,72.0,1.0
715,11,21,0,,,,,,
715,11,21,1,1.0,1.0,2.0,5.0,1.0,1.0
715,11,21,2,1.0,1.0,2.0,5.0,23.0,1.0
715,13,05,0,,,,,,
715,13,05,1,1.0,2.0,1.0,0.0,2.0,1.0
715,13,05,2,1.0,2.0,3.0,4.0,20.0,1.0
715,13,11,1,1.0,2.0,1.0,4.0,20.0,1.0
715,13,11,2,1.0,2.0,1.0,5.0,70.0,1.0
715,13,11,3,1.0,1.0,5.0,2.0,70.0,1.0
715,13,17,1,1.0,2.0,1.0,5.0,6.0,1.0
715,13,17,2,3.0,2.0,1.0,5.0,7.0,1.0
715,13,17,3,1.0,2.0,1.0,5.0,7.0,1.0
715,15,05,1,3.0,2.0,0.0,,0.0,1.0
715,15,05,2,1.0,2.0,1.0,0.0,7.0,1.0
715,15,05,3,6.0,4.0,0.0,,5.0,2.0
715,15,11,1,1.0,2.0,0.0,,12.0,1.0
715,15,11,2,3.0,2.0,0.0,,1.0,1.0
715,15,11,3,1.0,2.0,0.0,,155.0,2.0
715,15,21,0,,,,,,
715,15,21,1,1.0,2.0,6.0,4.0,4.0,1.0
715,15,21,2,3.0,2.0,0.0,,0.0,1.0
717,03,13,1,1.0,2.0,0.0,,3.0,1.0
717,03,13,2,2.0,2.0,0.0,,7.0,1.0
717,03,13,3,3.0,2.0,0.0,,7.0,1.0
717,05,03,0,,,,,,
717,05,03,1,1.0,2.0,1.0,0.0,50.0,1.0
717,05,03,2,3.0,2.0,1.0,0.0,50.0,1.0
717,05,05,0,,,,,,
717,05,05,1,1.0,2.0,1.0,0.0,2.0,1.0
717,05,05,2,3.0,2.0,1.0,0.0,11.0,1.0
717,05,07,1,1.0,2.0,3.0,4.0,3.0,1.0
717,05,07,2,2.0,2.0,1.0,4.0,10.0,1.0
717,05,07,3,3.0,2.0,1.0,4.0,11.0,1.0
717,05,13,0,,,,,,
717,05,13,1,1.0,1.0,2.0,0.0,12.0,1.0
717,05,13,2,3.0,1.0,2.0,0.0,22.0,1.0
717,05,17,0,,,,,,
717,05,17,1,1.0,1.0,2.0,3.0,1.0,1.0
717,05,23,0,,,,,,
717,05,23,1,1.0,1.0,2.0,0.0,6.0,1.0
717,05,23,2,3.0,1.0,2.0,0.0,12.0,1.0
717,07,03,0,,,,,,
717,07,03,1,1.0,1.0,2.0,0.0,8.0,1.0
717,07,07,0,,,,,,
717,07,07,1,1.0,1.0,2.0,0.0,10.0,1.0
717,07,07,2,1.0,1.0,2.0,0.0,10.0,1.0
717,07,11,0,,,,,,
717,07,11,1,1.0,2.0,0.0,,5.0,1.0
717,07,17,0,,,,,,
717,07,17,1,1.0,2.0,0.0,,22.0,1.0
717,07,19,1,1.0,2.0,0.0,,10.0,1.0
717,07,19,2,3.0,2.0,0.0,,10.0,1.0
717,07,19,3,2.0,2.0,0.0,,10.0,1.0
717,07,23,0,,,,,,
717,07,23,1,1.0,2.0,0.0,,0.5,1.0
717,09,03,1,1.0,2.0,1.0,0.0,10.0,1.0
717,09,03,2,1.0,2.0,1.0,0.0,10.0,1.0
717,09,03,3,5.0,6.0,2.0,0.0,0.0,1.0
717,09,05,0,,,,,,
717,09,05,1,2.0,1.0,2.0,4.0,6.0,1.0
717,09,05,2,5.0,2.0,1.0,4.0,0.0,1.0
717,09,07,0,,,,,,
717,09,07,1,1.0,1.0,2.0,4.0,-1.0,1.0
717,09,09,1,1.0,2.0,1.0,0.0,10.0,1.0
717,09,09,2,1.0,2.0,1.0,0.0,10.0,1.0
717,09,09,3,5.0,6.0,1.0,0.0,0.0,1.0
717,11,11,1,1.0,2.0,1.0,0.0,0.5,2.0
717,11,11,2,1.0,2.0,1.0,0.0,7.0,2.0
717,11,11,3,1.0,2.0,1.0,0.0,14.0,2.0
717,11,13,0,,,,,,
717,11,13,1,1.0,2.0,0.0,,7.0,1.0
717,11,15,1,1.0,1.0,2.0,0.0,5.0,1.0
717,11,15,2,4.0,1.0,3.0,2.0,1.0,1.0
717,11,15,3,2.0,1.0,2.0,0.0,2.0,1.0
717,11,23,0,,,,,,
717,11,23,1,1.0,2.0,0.0,,15.0,1.0
801,01,11,1,1.0,1.0,2.0,5.0,3.5,1.0
801,01,11,2,1.0,1.0,2.0,5.0,4.0,1.0
801,01,11,3,1.0,1.0,2.0,5.0,2.5,1.0
801,03,08,0,,,,,,
801,03,08,1,1.0,2.0,0.0,,22.0,1.0
801,03,08,2,1.0,2.0,0.0,,22.0,1.0
801,05,03,0,,,,,,
801,05,03,1,1.0,2.0,1.0,4.0,6.0,1.0
801,05,03,2,4.0,2.0,0.0,,6.0,1.0
801,05,17,0,,,,,,
801,05,17,1,1.0,2.0,0.0,,11.0,1.0
801,05,17,2,6.0,2.0,0.0,,11.0,2.0
801,07,11,1,1.0,2.0,1.0,0.0,7.0,1.0
801,07,11,2,1.0,2.0,1.0,0.0,7.0,1.0
801,07,11,3,3.0,2.0,0.0,,7.0,1.0
801,09,11,1,1.0,1.0,2.0,0.0,12.0,1.0
801,09,11,2,1.0,1.0,2.0,0.0,19.0,1.0
801,09,11,3,6.0,2.0,0.0,,12.0,2.0
801,11,09,1,1.0,1.0,2.0,3.0,21.0,1.0
801,11,09,2,1.0,1.0,2.0,3.0,25.0,1.0
801,11,09,3,2.0,1.0,2.0,3.0,5.0,1.0
801,13,15,0,,,,,,
801,13,15,1,1.0,2.0,0.0,,20.0,2.0
801,13,15,2,1.0,2.0,0.0,,20.0,2.0
801,15,09,0,,,,,,
801,15,09,1,1.0,2.0,0.0,,5.0,1.0
801,15,09,2,1.0,2.0,0.0,,11.0,1.0
801,15,15,0,,,,,,
801,15,15,1,1.0,2.0,0.0,,5.0,1.0
801,15,33,0,,,,,,
801,15,33,1,1.0,2.0,0.0,,2.0,1.0
801,15,33,2,1.0,2.0,0.0,,12.0,1.0
801,17,13,1,3.0,2.0,0.0,,0.1,1.0
801,17,13,2,1.0,2.0,0.0,,8.0,1.0
801,17,13,3,1.0,2.0,0.0,,8.0,1.0
801,17,27,1,3.0,1.0,2.0,5.0,3.0,1.0
801,17,27,2,1.0,1.0,2.0,5.0,3.0,1.0
801,17,27,3,6.0,1.0,2.0,5.0,3.0,2.0
801,19,13,0,,,,,,
801,19,13,1,1.0,2.0,1.0,5.0,7.0,1.0
801,19,13,2,3.0,2.0,0.0,,7.0,1.0
801,19,21,1,1.0,1.0,2.0,0.0,4.0,1.0
801,19,21,2,3.0,2.0,0.0,,4.0,1.0
801,19,21,3,1.0,1.0,2.0,5.0,4.0,1.0
801,21,07,1,3.0,2.0,0.0,,4.0,1.0
801,21,07,2,1.0,2.0,0.0,,4.0,1.0
801,21,07,3,1.0,2.0,0.0,,4.0,1.0
801,21,15,1,1.0,2.0,0.0,,7.0,1.0
801,21,15,2,1.0,2.0,0.0,,7.0,1.0
801,21,15,3,3.0,2.0,0.0,,7.0,1.0
801,21,21,0,,,,,,
801,21,21,1,1.0,2.0,5.0,0.0,16.0,1.0
801,21,21,2,1.0,2.0,5.0,0.0,16.0,1.0
801,23,11,1,1.0,2.0,0.0,,7.0,2.0
801,23,11,2,1.0,2.0,0.0,,7.0,1.0
801,23,11,3,3.0,2.0,0.0,,0.5,1.0
801,25,07,1,1.0,2.0,0.0,,6.0,1.0
801,25,07,2,1.0,2.0,0.0,,7.0,1.0
801,25,07,3,1.0,2.0,0.0,,6.0,1.0
801,25,13,1,3.0,2.0,0.0,,7.0,1.0
801,25,13,2,3.0,2.0,0.0,,8.0,1.0
801,25,13,3,1.0,2.0,0.0,,10.0,1.0
801,25,19,1,2.0,2.0,0.0,,5.0,1.0
801,25,19,2,1.0,2.0,0.0,,5.0,1.0
801,25,19,3,1.0,2.0,0.0,,5.0,1.0
801,25,25,1,2.0,2.0,0.0,,2.0,1.0
801,25,25,2,1.0,1.0,2.0,0.0,5.0,1.0
801,25,25,3,1.0,5.0,2.0,0.0,30.0,2.0
801,25,31,0,,,,,,
801,25,31,1,1.0,2.0,0.0,,14.0,1.0
801,25,31,2,2.0,2.0,0.0,,14.0,1.0
801,27,03,1,1.0,2.0,0.0,,20.0,1.0
801,27,03,2,1.0,2.0,0.0,,3.0,1.0
801,27,03,3,6.0,2.0,0.0,,20.0,1.0
801,27,09,1,1.0,2.0,1.0,3.0,5.0,1.0
801,27,09,2,1.0,2.0,1.0,3.0,5.0,1.0
801,27,09,3,2.0,2.0,1.0,3.0,5.0,1.0
801,27,17,0,,,,,,
801,27,17,1,1.0,1.0,2.0,3.0,3.0,1.0
801,27,17,2,3.0,2.0,0.0,,3.0,1.0
803,01,21,1,1.0,2.0,4.0,0.0,5.0,1.0
803,01,21,2,1.0,2.0,4.0,0.0,5.0,1.0
803,01,21,3,3.0,2.0,4.0,0.0,3.0,1.0
803,03,09,1,1.0,1.0,2.0,5.0,15.0,1.0
803,03,09,2,1.0,1.0,2.0,5.0,15.0,1.0
803,03,09,3,1.0,1.0,2.0,5.0,15.0,1.0
803,05,05,1,1.0,1.0,2.0,0.0,13.0,1.0
803,05,05,2,3.0,2.0,0.0,,13.0,1.0
803,05,05,3,1.0,1.0,2.0,0.0,28.0,1.0
803,05,11,1,1.0,2.0,0.0,,8.0,1.0
803,05,11,2,3.0,2.0,0.0,,8.0,1.0
803,05,11,3,1.0,1.0,2.0,0.0,8.0,1.0
803,07,03,1,1.0,2.0,0.0,,5.0,1.0
803,07,03,2,1.0,2.0,0.0,,5.0,1.0
803,07,03,3,1.0,2.0,0.0,,5.0,1.0
803,07,05,1,1.0,1.0,2.0,5.0,2.0,1.0
803,07,05,2,2.0,1.0,2.0,5.0,2.0,1.0
803,07,05,3,6.0,1.0,2.0,5.0,2.0,1.0
803,07,09,1,1.0,6.0,2.0,5.0,11.0,1.0
803,07,09,2,1.0,6.0,1.0,2.0,12.0,1.0
803,07,09,3,1.0,6.0,1.0,2.0,12.0,1.0
803,07,11,1,3.0,2.0,0.0,,10.0,1.0
803,07,11,2,3.0,2.0,0.0,,10.0,1.0
803,07,11,3,3.0,2.0,0.0,,10.0,1.0
803,07,13,1,1.0,2.0,1.0,5.0,21.0,1.0
803,07,13,2,1.0,2.0,1.0,5.0,21.0,1.0
803,07,13,3,1.0,2.0,1.0,5.0,22.0,1.0
803,07,15,0,,,,,,
803,07,15,1,1.0,1.0,2.0,0.0,13.0,1.0
803,07,15,2,1.0,1.0,2.0,0.0,13.0,1.0
803,07,19,0,,,,,,
803,07,19,1,1.0,1.0,2.0,5.0,5.0,1.0
803,07,27,1,1.0,2.0,1.0,0.0,8.0,1.0
803,07,27,2,1.0,2.0,1.0,0.0,8.0,1.0
803,07,27,3,1.0,2.0,1.0,0.0,8.0,1.0
803,07,29,1,1.0,1.0,2.0,0.0,4.0,1.0
803,07,29,2,1.0,1.0,2.0,0.0,4.0,1.0
803,07,29,3,1.0,1.0,2.0,0.0,4.0,1.0
803,09,07,1,1.0,2.0,1.0,5.0,20.0,1.0
803,09,07,2,1.0,2.0,1.0,5.0,40.0,1.0
803,09,07,3,1.0,2.0,1.0,5.0,40.0,1.0
803,09,13,1,1.0,1.0,2.0,0.0,6.0,1.0
803,09,13,2,1.0,1.0,2.0,0.0,33.0,1.0
803,09,13,3,1.0,2.0,0.0,,54.0,1.0
803,09,21,1,1.0,1.0,2.0,4.0,12.0,1.0
803,09,21,2,1.0,1.0,2.0,4.0,50.0,1.0
803,09,21,3,4.0,6.0,0.0,,1.0,1.0
803,11,07,1,1.0,2.0,1.0,0.0,22.0,1.0
803,11,07,2,1.0,2.0,0.0,,22.0,1.0
803,11,07,3,1.0,2.0,0.0,,23.0,1.0
803,11,11,1,1.0,2.0,1.0,0.0,15.0,1.0
803,11,11,2,1.0,2.0,0.0,,15.0,1.0
803,11,11,3,1.0,2.0,0.0,,16.0,1.0
803,11,15,1,1.0,2.0,1.0,0.0,17.0,1.0
803,11,15,2,1.0,2.0,1.0,0.0,17.0,1.0
803,11,15,3,6.0,2.0,0.0,,17.0,1.0
803,11,19,1,1.0,2.0,1.0,0.0,25.0,1.0
803,11,19,2,1.0,2.0,0.0,,25.0,1.0
803,11,19,3,1.0,2.0,1.0,0.0,26.0,1.0
803,11,23,1,1.0,2.0,1.0,0.0,22.0,1.0
803,11,23,2,1.0,2.0,0.0,,22.0,1.0
803,11,23,3,1.0,2.0,0.0,,23.0,1.0
803,13,03,0,,,,,,
803,13,03,1,1.0,2.0,1.0,5.0,60.0,1.0
803,13,03,2,1.0,5.0,1.0,2.0,60.0,1.0
803,13,07,1,1.0,2.0,3.0,4.0,8.0,1.0
803,13,07,2,1.0,2.0,3.0,0.0,8.0,1.0
803,13,07,3,6.0,1.0,5.0,2.0,8.0,1.0
803,13,13,0,,,,,,
803,13,13,1,1.0,2.0,3.0,4.0,8.0,1.0
803,13,13,2,1.0,2.0,3.0,0.0,8.0,1.0
803,13,17,0,,,,,,
803,13,17,1,1.0,2.0,0.0,,17.0,1.0
803,15,07,1,1.0,2.0,1.0,5.0,24.0,1.0
803,15,07,2,1.0,2.0,1.0,5.0,23.0,1.0
803,15,07,3,3.0,2.0,1.0,0.0,24.0,2.0
803,15,13,1,1.0,2.0,1.0,5.0,21.0,1.0
803,15,13,2,1.0,2.0,1.0,5.0,22.0,1.0
803,15,13,3,1.0,2.0,1.0,5.0,22.0,1.0
803,15,19,1,1.0,2.0,1.0,5.0,9.0,1.0
803,15,19,2,3.0,2.0,0.0,,10.0,1.0
803,15,19,3,1.0,2.0,1.0,5.0,10.0,1.0
803,15,23,1,1.0,2.0,1.0,4.0,8.0,1.0
803,15,23,2,1.0,2.0,1.0,4.0,8.0,1.0
803,15,23,3,3.0,2.0,1.0,4.0,8.0,1.0
803,15,27,1,3.0,2.0,1.0,5.0,1.0,1.0
803,15,27,2,1.0,2.0,0.0,,20.0,1.0
803,15,27,3,1.0,2.0,1.0,5.0,20.0,1.0
803,15,33,1,1.0,1.0,2.0,4.0,7.0,1.0
803,15,33,2,2.0,2.0,4.0,0.0,8.0,1.0
803,15,33,3,1.0,2.0,4.0,0.0,8.0,1.0
803,17,03,1,1.0,1.0,2.0,5.0,0.5,1.0
803,17,03,2,3.0,2.0,1.0,5.0,0.6,1.0
803,17,03,3,5.0,1.0,2.0,0.0,0.5,1.0
803,17,05,1,1.0,1.0,2.0,5.0,8.0,1.0
803,17,05,2,1.0,1.0,2.0,5.0,8.0,1.0
803,17,05,3,3.0,2.0,5.0,1.0,4.0,1.0
803,17,09,1,3.0,2.0,0.0,,0.0,1.0
803,17,09,2,1.0,2.0,0.0,,0.0,1.0
803,17,09,3,1.0,2.0,0.0,,0.0,1.0
803,17,13,1,1.0,2.0,5.0,1.0,12.0,1.0
803,17,13,2,4.0,2.0,0.0,,1.5,1.0
803,17,13,3,5.0,3.0,0.0,,1.0,1.0
803,17,19,1,1.0,2.0,5.0,1.0,10.0,1.0
803,17,19,2,4.0,2.0,0.0,,2.0,1.0
803,17,19,3,5.0,3.0,0.0,,2.0,1.0
803,17,23,0,,,,,,
803,17,23,1,1.0,1.0,2.0,5.0,6.0,1.0
803,17,23,2,1.0,1.0,2.0,5.0,6.0,1.0
803,19,05,1,3.0,2.0,0.0,,0.0,1.0
803,19,05,2,1.0,2.0,0.0,,7.0,1.0
803,19,05,3,1.0,2.0,0.0,,7.0,1.0
803,19,11,0,,,,,,
803,19,11,1,1.0,2.0,0.0,,7.0,1.0
803,19,11,2,1.0,2.0,0.0,,20.0,1.0
803,19,13,1,1.0,2.0,0.0,,10.0,1.0
803,19,13,2,1.0,2.0,0.0,,10.0,1.0
803,19,13,3,1.0,2.0,0.0,,23.0,1.0
803,19,19,1,1.0,2.0,1.0,5.0,17.0,1.0
803,19,19,2,1.0,2.0,1.0,5.0,29.0,1.0
803,19,19,3,3.0,2.0,0.0,,7.0,1.0
803,19,23,1,3.0,2.0,0.0,,1.0,1.0
803,19,23,2,1.0,2.0,0.0,,25.0,1.0
803,19,23,3,1.0,2.0,0.0,,30.0,1.0
803,21,05,1,1.0,2.0,1.0,5.0,20.0,1.0
803,21,05,2,1.0,2.0,1.0,5.0,18.0,1.0
803,21,05,3,1.0,2.0,1.0,5.0,16.0,1.0
803,21,09,1,1.0,2.0,1.0,5.0,8.0,1.0
803,21,09,2,1.0,2.0,1.0,5.0,8.0,1.0
803,21,09,3,1.0,2.0,1.0,5.0,7.0,1.0
803,21,13,1,1.0,1.0,5.0,2.0,3.0,1.0
803,21,13,2,1.0,1.0,5.0,2.0,10.0,1.0
803,21,13,3,1.0,1.0,5.0,2.0,10.0,1.0
803,21,17,1,1.0,2.0,0.0,,15.0,1.0
803,21,17,2,1.0,2.0,0.0,,15.0,1.0
803,21,17,3,1.0,2.0,0.0,,5.0,1.0
805,01,17,1,2.0,2.0,0.0,,7.0,1.0
805,01,17,2,1.0,2.0,0.0,,7.0,1.0
805,01,17,3,3.0,2.0,0.0,,6.0,1.0
805,01,19,1,1.0,2.0,1.0,0.0,7.0,1.0
805,01,19,2,1.0,2.0,0.0,,7.0,1.0
805,01,19,3,3.0,2.0,0.0,,7.0,1.0
805,05,03,0,,,,,,
805,05,03,1,1.0,1.0,2.0,4.0,18.0,1.0
805,05,03,2,3.0,1.0,2.0,4.0,18.0,1.0
805,05,07,1,3.0,2.0,0.0,,15.0,1.0
805,05,07,2,1.0,2.0,0.0,,15.0,1.0
805,05,07,3,3.0,2.0,0.0,,15.0,1.0
805,05,11,1,3.0,2.0,4.0,1.0,15.0,1.0
805,05,11,2,1.0,2.0,4.0,1.0,15.0,1.0
805,05,11,3,2.0,2.0,4.0,1.0,15.0,1.0
805,05,17,1,1.0,2.0,0.0,,3.0,1.0
805,05,17,2,3.0,2.0,0.0,,3.0,1.0
805,05,17,3,3.0,2.0,0.0,,3.0,1.0
805,05,23,1,3.0,2.0,1.0,0.0,6.0,1.0
805,05,23,2,1.0,2.0,0.0,,6.0,1.0
805,05,23,3,3.0,2.0,0.0,,6.0,1.0
805,07,05,1,1.0,2.0,1.0,5.0,18.0,1.0
805,07,05,2,2.0,2.0,1.0,5.0,18.0,1.0
805,07,05,3,2.0,2.0,1.0,5.0,18.0,1.0
805,07,09,1,1.0,2.0,1.0,0.0,5.0,1.0
805,07,09,2,1.0,2.0,0.0,,5.0,1.0
805,07,09,3,3.0,2.0,0.0,,5.0,1.0
805,07,13,0,,,,,,
805,07,13,1,3.0,2.0,0.0,,3.0,1.0
805,07,13,2,1.0,2.0,0.0,,3.0,1.0
805,07,19,1,1.0,1.0,2.0,4.0,10.0,1.0
805,07,19,2,3.0,2.0,0.0,,10.0,1.0
805,07,19,3,1.0,1.0,2.0,3.0,8.0,1.0
805,09,07,1,1.0,2.0,0.0,,30.0,1.0
805,09,07,2,3.0,2.0,0.0,,7.0,1.0
805,09,07,3,3.0,2.0,0.0,,22.0,1.0
805,09,19,1,3.0,6.0,0.0,,5.0,1.0
805,09,19,2,3.0,6.0,0.0,,8.0,1.0
805,09,19,3,1.0,2.0,0.0,,9.0,1.0
805,09,29,1,1.0,2.0,0.0,,9.0,1.0
805,09,29,2,3.0,2.0,0.0,,7.0,1.0
805,09,29,3,2.0,2.0,0.0,,7.0,1.0
805,09,34,0,,,,,,
805,09,34,1,3.0,2.0,0.0,,5.0,1.0
805,09,34,2,1.0,2.0,5.0,0.0,4.0,1.0
805,11,05,0,,,,,,
805,11,05,1,1.0,2.0,1.0,0.0,10.0,1.0
805,11,05,2,3.0,2.0,3.0,0.0,5.0,1.0
805,11,07,1,1.0,2.0,0.0,,9.0,1.0
805,11,07,2,2.0,3.0,1.0,2.0,5.0,1.0
805,11,07,3,2.0,3.0,1.0,2.0,8.0,1.0
805,11,11,1,1.0,2.0,1.0,5.0,5.0,1.0
805,11,11,2,1.0,2.0,1.0,5.0,5.0,1.0
805,11,11,3,2.0,2.0,1.0,5.0,4.0,1.0
805,11,15,1,1.0,2.0,1.0,0.0,15.0,1.0
805,11,15,2,3.0,2.0,0.0,,0.1,1.0
805,11,15,3,1.0,2.0,0.0,,15.0,1.0
805,11,19,0,,,,,,
805,11,19,1,1.0,2.0,0.0,,10.0,1.0
805,11,19,2,2.0,2.0,0.0,,10.0,1.0
805,11,23,0,,,,,,
805,11,23,1,1.0,2.0,0.0,,15.0,1.0
805,11,23,2,2.0,2.0,0.0,,7.0,1.0
805,13,17,0,,,,,,
805,13,17,1,1.0,2.0,0.0,,12.0,1.0
805,13,17,2,3.0,2.0,0.0,,4.0,1.0
805,13,25,1,1.0,1.0,2.0,0.0,15.0,1.0
805,13,25,2,1.0,1.0,2.0,0.0,25.0,2.0
805,13,25,3,1.0,1.0,2.0,0.0,60.0,2.0
805,15,11,1,1.0,2.0,4.0,0.0,53.0,2.0
805,15,11,2,1.0,2.0,4.0,0.0,1.5,1.0
805,15,11,3,3.0,2.0,0.0,,1.5,1.0
805,15,17,1,2.0,2.0,1.0,0.0,4.0,1.0
805,15,17,2,1.0,2.0,1.0,0.0,12.0,1.0
805,15,17,3,1.0,2.0,1.0,0.0,40.0,2.0
805,15,27,0,,,,,,
805,15,27,1,1.0,2.0,4.0,0.0,13.0,1.0
805,15,27,2,3.0,2.0,0.0,,13.0,1.0
805,17,03,1,1.0,2.0,1.0,5.0,3.0,1.0
805,17,03,2,1.0,2.0,1.0,5.0,3.0,1.0
805,17,03,3,3.0,2.0,0.0,,3.0,1.0
805,17,07,1,1.0,2.0,1.0,0.0,6.0,1.0
805,17,07,2,3.0,2.0,1.0,0.0,6.0,1.0
805,17,07,3,3.0,2.0,0.0,,4.0,1.0
805,17,09,1,3.0,2.0,0.0,,0.0,1.0
805,17,09,2,1.0,2.0,1.0,0.0,2.0,1.0
805,17,09,3,1.0,2.0,1.0,0.0,14.0,2.0
805,17,13,1,1.0,2.0,0.0,,6.0,1.0
805,17,13,2,1.0,2.0,5.0,0.0,30.0,1.0
805,17,13,3,3.0,2.0,0.0,,2.0,1.0
805,17,15,1,1.0,2.0,0.0,,9.0,1.0
805,17,15,2,1.0,2.0,5.0,0.0,19.0,2.0
805,17,15,3,3.0,2.0,0.0,,7.0,1.0
805,17,21,1,3.0,2.0,5.0,0.0,6.0,1.0
805,17,21,2,1.0,2.0,5.0,0.0,10.0,1.0
805,17,21,3,1.0,2.0,5.0,0.0,20.0,2.0
805,17,23,1,1.0,2.0,5.0,0.0,3.0,1.0
805,17,23,2,3.0,2.0,0.0,,3.0,1.0
805,17,23,3,1.0,2.0,5.0,0.0,16.0,1.0
805,17,25,1,1.0,2.0,0.0,,3.0,1.0
805,17,25,2,3.0,2.0,0.0,,6.0,1.0
805,17,25,3,1.0,2.0,0.0,,18.0,2.0
805,17,29,1,1.0,2.0,5.0,0.0,0.0,1.0
805,17,29,2,1.0,2.0,5.0,0.0,27.0,2.0
805,17,29,3,3.0,2.0,0.0,,15.0,1.0
805,19,03,1,1.0,2.0,4.0,1.0,11.0,1.0
805,19,03,2,3.0,1.0,0.0,,1.0,1.0
805,19,03,3,1.0,1.0,2.0,5.0,20.0,1.0
805,19,07,1,1.0,2.0,0.0,,17.0,1.0
805,19,07,2,1.0,2.0,0.0,,26.0,1.0
805,19,07,3,1.0,2.0,0.0,,26.0,1.0
805,19,13,1,1.0,1.0,2.0,5.0,7.0,1.0
805,19,13,2,1.0,1.0,2.0,5.0,16.0,1.0
805,19,13,3,1.0,1.0,2.0,5.0,16.0,1.0
805,19,19,1,1.0,2.0,0.0,,14.0,1.0
805,19,19,2,1.0,2.0,0.0,,23.0,1.0
805,19,19,3,1.0,2.0,0.0,,23.0,1.0
805,21,03,1,1.0,2.0,1.0,5.0,20.0,1.0
805,21,03,2,2.0,2.0,4.0,5.0,20.0,1.0
805,21,03,3,1.0,2.0,1.0,5.0,10.0,1.0
805,21,09,1,1.0,1.0,2.0,5.0,20.0,1.0
805,21,09,2,1.0,1.0,2.0,5.0,20.0,1.0
805,21,09,3,3.0,1.0,2.0,5.0,10.0,1.0
