tinh,huyen,xa,m9c3,m9c4,m9c5a,m9c5b,m9c5c,m9c6,m9c7
207,03,07,1,3.0,2.0,0.0,,16.0,1.0
207,03,07,2,3.0,2.0,4.0,0.0,17.0,2.0
207,03,07,3,3.0,2.0,0.0,,18.0,2.0
207,03,25,0,,,,,,
207,03,25,1,1.0,2.0,1.0,0.0,4.0,1.0
207,03,25,2,1.0,2.0,1.0,0.0,4.0,1.0
207,04,05,0,,,,,,
207,04,05,1,1.0,2.0,0.0,,6.0,1.0
207,04,07,0,,,,,,
207,04,07,1,3.0,2.0,0.0,,12.0,1.0
207,04,07,2,3.0,2.0,0.0,,12.0,1.0
207,04,17,0,,,,,,
207,04,17,1,1.0,2.0,1.0,0.0,20.0,1.0
207,04,17,2,1.0,2.0,1.0,0.0,20.0,1.0
207,05,03,0,,,,,,
207,05,03,1,1.0,2.0,1.0,4.0,0.0,1.0
207,05,03,2,1.0,2.0,1.0,4.0,0.0,1.0
207,05,07,0,,,,,,
207,05,07,1,1.0,2.0,1.0,4.0,12.0,1.0
207,05,07,2,1.0,2.0,1.0,4.0,12.0,1.0
207,05,09,1,1.0,2.0,6.0,0.0,18.0,1.0
207,05,09,2,1.0,2.0,0.0,,18.0,1.0
207,05,09,3,6.0,2.0,0.0,,18.0,2.0
207,07,07,0,,,,,,
207,07,07,1,1.0,1.0,2.0,0.0,0.0,1.0
207,07,21,0,,,,,,
207,07,21,1,1.0,2.0,0.0,,6.5,1.0
207,07,21,2,1.0,2.0,0.0,,6.5,1.0
207,07,31,0,,,,,,
207,07,31,1,1.0,2.0,4.0,0.0,15.0,1.0
207,07,37,0,,,,,,
207,07,37,1,1.0,2.0,0.0,,20.0,1.0
207,09,13,0,,,,,,
207,09,13,1,1.0,2.0,1.0,0.0,18.0,1.0
207,09,13,2,1.0,2.0,0.0,,18.0,1.0
207,09,21,1,1.0,2.0,0.0,,2.0,1.0
207,09,21,2,1.0,2.0,0.0,,2.0,1.0
207,09,21,3,5.0,6.0,0.0,,0.0,1.0
207,11,07,1,1.0,2.0,0.0,,27.0,1.0
207,11,07,2,1.0,2.0,0.0,,27.0,1.0
207,11,07,3,1.0,2.0,0.0,,27.0,1.0
207,11,25,1,1.0,2.0,1.0,4.0,10.0,1.0
207,11,25,2,1.0,2.0,1.0,4.0,10.0,1.0
207,11,25,3,1.0,2.0,1.0,4.0,10.0,2.0
207,11,33,1,1.0,2.0,0.0,,11.0,1.0
207,11,33,2,1.0,2.0,0.0,,11.0,1.0
207,11,33,3,1.0,2.0,0.0,,11.0,1.0
207,12,15,1,1.0,2.0,1.0,0.0,1.0,1.0
207,12,15,2,1.0,2.0,0.0,,0.5,2.0
207,12,15,3,5.0,6.0,0.0,,0.5,1.0
207,12,17,1,3.0,2.0,6.0,1.0,8.0,1.0
207,12,17,2,6.0,2.0,6.0,1.0,13.0,2.0
207,12,17,3,5.0,3.0,2.0,1.0,0.0,2.0
207,12,19,0,,,,,,
207,12,19,1,5.0,2.0,0.0,,0.0,1.0
207,12,19,2,1.0,2.0,0.0,,21.0,1.0
209,01,13,1,1.0,1.0,2.0,4.0,7.0,1.0
209,01,13,2,1.0,1.0,2.0,4.0,7.0,1.0
209,01,13,3,1.0,1.0,2.0,4.0,7.0,1.0
209,03,21,1,1.0,2.0,0.0,,18.0,1.0
209,03,21,2,1.0,2.0,0.0,,85.0,2.0
209,03,21,3,1.0,2.0,0.0,,85.0,2.0
209,03,29,1,6.0,2.0,0.0,,2.0,1.0
209,03,29,2,1.0,2.0,0.0,,67.0,1.0
209,03,29,3,1.0,2.0,0.0,,67.0,1.0
209,03,43,0,,,,,,
209,03,43,1,1.0,2.0,0.0,,55.0,1.0
209,03,43,2,1.0,2.0,0.0,,37.0,1.0
209,05,19,0,,,,,,
209,05,19,1,1.0,2.0,0.0,,30.0,1.0
209,05,33,0,,,,,,
209,05,33,1,1.0,1.0,2.0,5.0,12.0,1.0
209,05,33,2,1.0,2.0,1.0,5.0,12.0,1.0
209,07,31,0,,,,,,
209,07,31,1,1.0,1.0,2.0,5.0,1.0,1.0
209,07,31,2,1.0,2.0,5.0,1.0,1.0,1.0
209,09,05,0,,,,,,
209,09,05,1,1.0,2.0,3.0,6.0,14.0,1.0
209,09,15,0,,,,,,
209,09,15,1,3.0,2.0,3.0,6.0,2.0,1.0
209,09,31,0,,,,,,
209,09,31,1,3.0,2.0,0.0,,12.0,1.0
209,11,09,0,,,,,,
209,11,09,1,1.0,2.0,0.0,,13.0,1.0
209,11,27,0,,,,,,
209,11,27,1,1.0,2.0,4.0,0.0,26.0,1.0
209,11,43,0,,,,,,
209,11,43,1,1.0,2.0,0.0,,18.0,1.0
209,13,13,0,,,,,,
209,13,13,1,1.0,1.0,2.0,4.0,10.0,1.0
209,13,33,0,,,,,,
209,13,33,1,1.0,1.0,2.0,0.0,3.0,1.0
209,15,07,1,1.0,2.0,1.0,5.0,6.0,1.0
209,15,07,2,1.0,2.0,1.0,5.0,15.0,1.0
209,15,07,3,1.0,2.0,1.0,5.0,15.0,1.0
209,15,33,1,1.0,2.0,4.0,3.0,8.0,1.0
209,15,33,2,1.0,2.0,1.0,3.0,8.0,1.0
209,15,33,3,1.0,2.0,1.0,3.0,8.0,1.0
209,15,47,1,1.0,1.0,2.0,3.0,12.0,1.0
209,15,47,2,1.0,1.0,2.0,3.0,12.0,1.0
209,15,47,3,1.0,1.0,2.0,3.0,12.0,1.0
209,17,09,0,,,,,,
209,17,09,1,1.0,2.0,1.0,5.0,12.0,1.0
209,17,19,0,,,,,,
209,17,19,1,1.0,1.0,2.0,5.0,4.0,1.0
209,17,19,2,2.0,1.0,2.0,0.0,4.0,1.0
209,17,27,0,,,,,,
209,17,27,1,1.0,1.0,2.0,5.0,13.0,1.0
209,17,27,2,2.0,2.0,1.0,0.0,13.0,1.0
209,17,31,0,,,,,,
209,17,31,1,1.0,2.0,1.0,5.0,8.0,1.0
209,17,31,2,1.0,2.0,1.0,5.0,45.0,1.0
209,19,11,0,,,,,,
209,19,11,1,1.0,2.0,1.0,5.0,2.0,1.0
209,19,11,2,6.0,2.0,1.0,5.0,2.0,2.0
209,21,05,0,,,,,,
209,21,05,1,1.0,2.0,1.0,6.0,16.0,1.0
209,21,05,2,1.0,2.0,1.0,6.0,16.0,1.0
209,21,21,0,,,,,,
209,21,21,1,1.0,1.0,2.0,5.0,12.0,1.0
209,21,33,0,,,,,,
209,21,33,1,1.0,2.0,4.0,0.0,1.0,1.0
209,21,41,0,,,,,,
209,21,41,1,1.0,2.0,4.0,0.0,1.0,1.0
211,01,09,0,,,,,,
211,01,09,1,3.0,2.0,1.0,4.0,4.0,1.0
211,01,09,2,1.0,2.0,1.0,4.0,4.0,1.0
211,01,13,1,1.0,2.0,5.0,1.0,5.0,1.0
211,01,13,2,1.0,2.0,1.0,5.0,5.0,1.0
211,01,13,3,1.0,2.0,1.0,5.0,5.0,1.0
211,03,09,0,,,,,,
211,03,09,1,1.0,2.0,0.0,,5.0,1.0
211,03,37,0,,,,,,
211,03,37,1,1.0,2.0,0.0,,6.0,1.0
211,05,09,1,1.0,1.0,2.0,0.0,4.0,1.0
211,05,09,2,1.0,1.0,2.0,5.0,33.0,1.0
211,05,09,3,3.0,2.0,0.0,,33.0,2.0
211,05,15,0,,,,,,
211,05,15,1,1.0,2.0,0.0,,20.0,1.0
211,05,23,0,,,,,,
211,05,23,1,1.0,2.0,0.0,,18.0,1.0
211,05,23,2,3.0,2.0,0.0,,18.0,2.0
211,05,43,1,1.0,1.0,2.0,5.0,7.0,1.0
211,05,43,2,1.0,1.0,2.0,5.0,14.0,1.0
211,05,43,3,3.0,2.0,0.0,,14.0,2.0
211,05,45,0,,,,,,
211,05,45,1,1.0,2.0,5.0,1.0,0.0,1.0
211,07,07,1,1.0,2.0,4.0,0.0,30.0,1.0
211,07,07,2,1.0,2.0,4.0,0.0,30.0,2.0
211,07,07,3,1.0,2.0,4.0,0.0,30.0,1.0
211,07,11,0,,,,,,
211,07,11,1,1.0,2.0,4.0,0.0,10.0,1.0
211,07,11,2,6.0,2.0,4.0,0.0,10.0,1.0
211,07,19,0,,,,,,
211,07,19,1,3.0,1.0,4.0,3.0,18.0,1.0
211,07,27,0,,,,,,
211,07,27,1,1.0,2.0,4.0,0.0,10.0,1.0
211,07,27,2,6.0,2.0,4.0,0.0,10.0,1.0
211,07,33,0,,,,,,
211,07,33,1,3.0,2.0,1.0,5.0,9.0,1.0
211,07,33,2,1.0,2.0,1.0,5.0,29.0,1.0
211,09,21,0,,,,,,
211,09,21,1,1.0,2.0,0.0,,33.0,1.0
211,09,31,0,,,,,,
211,09,31,1,1.0,1.0,2.0,0.0,12.0,2.0
211,09,31,2,3.0,1.0,2.0,0.0,15.0,1.0
211,09,37,1,1.0,2.0,0.0,,3.0,1.0
211,09,37,2,1.0,2.0,0.0,,13.0,1.0
211,09,37,3,1.0,2.0,0.0,,8.0,1.0
211,09,45,1,3.0,2.0,0.0,,1.0,1.0
211,09,45,2,3.0,2.0,0.0,,5.0,2.0
211,09,45,3,3.0,2.0,0.0,,6.0,1.0
211,09,53,0,,,,,,
211,09,53,1,1.0,2.0,0.0,,6.0,1.0
211,09,53,2,3.0,2.0,0.0,,6.0,2.0
211,09,57,0,,,,,,
211,09,57,1,1.0,2.0,0.0,,5.0,1.0
211,09,63,0,,,,,,
211,09,63,1,1.0,2.0,0.0,,6.0,1.0
211,09,65,0,,,,,,
211,09,65,1,1.0,2.0,0.0,,1.0,1.0
211,09,72,1,3.0,2.0,0.0,,1.0,1.0
211,09,72,2,1.0,2.0,0.0,,7.0,1.0
211,09,72,3,1.0,2.0,0.0,,22.0,1.0
211,11,05,0,,,,,,
211,11,05,1,1.0,2.0,0.0,,3.0,1.0
211,11,05,2,1.0,2.0,0.0,,17.0,1.0
211,11,15,1,1.0,1.0,2.0,5.0,9.0,1.0
211,11,15,2,1.0,1.0,2.0,4.0,9.0,2.0
211,11,15,3,1.0,1.0,2.0,5.0,9.0,2.0
211,11,25,0,,,,,,
211,11,25,1,1.0,2.0,0.0,,0.0,1.0
211,11,29,0,,,,,,
211,11,29,1,1.0,2.0,1.0,4.0,15.0,1.0
211,11,29,2,6.0,2.0,1.0,4.0,15.0,2.0
211,11,41,0,,,,,,
211,11,41,1,1.0,2.0,0.0,,7.0,1.0
211,11,47,0,,,,,,
211,11,47,1,6.0,2.0,0.0,,3.0,1.0
211,11,55,0,,,,,,
211,11,55,1,1.0,2.0,0.0,,4.0,1.0
211,11,55,2,1.0,2.0,0.0,,30.0,1.0
211,11,65,0,,,,,,
211,11,65,1,6.0,2.0,0.0,,3.0,1.0
213,01,17,1,1.0,2.0,0.0,,4.0,1.0
213,01,17,2,1.0,2.0,0.0,,4.0,2.0
213,01,17,3,6.0,2.0,0.0,,4.0,2.0
213,05,11,1,1.0,2.0,0.0,,22.0,1.0
213,05,11,2,3.0,2.0,0.0,,22.0,2.0
213,05,11,3,3.0,2.0,0.0,,22.0,1.0
213,05,19,1,1.0,2.0,0.0,,5.0,1.0
213,05,19,2,1.0,2.0,0.0,,5.0,2.0
213,05,19,3,1.0,2.0,0.0,,5.0,1.0
213,05,33,1,1.0,2.0,0.0,,5.0,1.0
213,05,33,2,1.0,2.0,0.0,,5.0,2.0
213,05,33,3,1.0,2.0,0.0,,5.0,1.0
213,05,41,1,1.0,2.0,0.0,,16.0,1.0
213,05,41,2,3.0,2.0,0.0,,16.0,2.0
213,05,41,3,1.0,2.0,0.0,,16.0,2.0
213,07,03,1,1.0,2.0,0.0,,30.0,1.0
213,07,03,2,6.0,4.0,0.0,,45.0,2.0
213,07,03,3,6.0,2.0,0.0,,45.0,1.0
213,07,11,1,1.0,2.0,0.0,,0.0,1.0
213,07,11,2,6.0,2.0,0.0,,19.0,2.0
213,07,11,3,6.0,4.0,0.0,,19.0,2.0
213,07,27,1,1.0,2.0,0.0,,7.0,1.0
213,07,27,2,6.0,2.0,0.0,,7.0,2.0
213,07,27,3,6.0,4.0,0.0,,7.0,2.0
213,07,31,1,1.0,2.0,0.0,,0.0,1.0
213,07,31,2,6.0,4.0,0.0,,7.0,2.0
213,07,31,3,6.0,2.0,0.0,,7.0,2.0
213,07,39,1,1.0,2.0,0.0,,7.0,1.0
213,07,39,2,6.0,2.0,0.0,,7.0,2.0
213,07,39,3,6.0,4.0,0.0,,7.0,2.0
213,09,17,1,1.0,2.0,5.0,0.0,22.0,1.0
213,09,17,2,3.0,2.0,0.0,,22.0,2.0
213,09,17,3,6.0,4.0,5.0,0.0,22.0,2.0
213,11,07,1,1.0,2.0,0.0,,7.0,1.0
213,11,07,2,3.0,2.0,0.0,,7.0,1.0
213,11,07,3,6.0,4.0,0.0,,7.0,2.0
213,11,21,1,1.0,2.0,0.0,,4.0,1.0
213,11,21,2,3.0,3.0,2.0,0.0,4.0,1.0
213,11,21,3,6.0,2.0,0.0,,4.0,2.0
213,11,29,1,3.0,2.0,0.0,,10.0,1.0
213,11,29,2,1.0,2.0,5.0,0.0,30.0,1.0
213,11,29,3,6.0,4.0,0.0,,30.0,2.0
213,11,37,1,3.0,2.0,0.0,,1.0,1.0
213,11,37,2,1.0,2.0,0.0,,2.0,1.0
213,11,37,3,6.0,4.0,0.0,,38.0,2.0
213,11,53,1,6.0,2.0,0.0,,16.0,2.0
213,11,53,2,1.0,2.0,0.0,,12.0,1.0
213,11,53,3,3.0,2.0,0.0,,16.0,1.0
213,13,07,1,1.0,2.0,0.0,,7.0,1.0
213,13,07,2,1.0,2.0,0.0,,50.0,1.0
213,13,07,3,1.0,2.0,4.0,0.0,110.0,1.0
213,13,19,1,3.0,2.0,0.0,,0.5,1.0
213,13,19,2,1.0,2.0,0.0,,5.0,1.0
213,13,19,3,1.0,2.0,0.0,,27.0,1.0
213,13,25,1,1.0,2.0,1.0,4.0,3.0,1.0
213,13,25,2,1.0,2.0,1.0,4.0,19.0,1.0
213,13,25,3,6.0,2.0,0.0,,19.0,2.0
213,13,43,1,1.0,2.0,0.0,,5.0,1.0
213,13,43,2,1.0,2.0,4.0,0.0,37.0,1.0
213,13,43,3,6.0,2.0,0.0,,37.0,2.0
213,13,49,1,1.0,2.0,4.0,0.0,12.0,1.0
213,13,49,2,1.0,2.0,0.0,,20.0,1.0
213,13,49,3,6.0,2.0,0.0,,20.0,2.0
213,15,13,0,,,,,,
213,15,13,1,1.0,1.0,2.0,0.0,28.0,1.0
213,15,31,0,,,,,,
213,15,31,1,1.0,2.0,0.0,,0.4,1.0
213,15,31,2,3.0,2.0,0.0,,0.3,1.0
213,15,41,0,,,,,,
213,15,41,1,1.0,2.0,0.0,,0.5,1.0
213,15,41,2,6.0,2.0,0.0,,1.0,1.0
213,15,51,0,,,,,,
213,15,51,1,1.0,2.0,0.0,,10.0,1.0
213,15,51,2,1.0,2.0,0.0,,10.0,2.0
213,15,53,0,,,,,,
213,15,53,1,1.0,2.0,0.0,,1.0,1.0
213,15,53,2,1.0,2.0,0.0,,20.0,1.0
213,15,61,0,,,,,,
213,15,61,1,1.0,2.0,0.0,,28.0,1.0
213,17,02,1,1.0,3.0,2.0,4.0,5.0,2.0
213,17,02,2,1.0,2.0,4.0,0.0,5.0,2.0
213,17,02,3,6.0,2.0,0.0,,5.0,2.0
215,01,39,0,,,,,,
215,01,39,1,1.0,1.0,2.0,5.0,3.0,1.0
215,01,47,0,,,,,,
215,01,47,1,1.0,2.0,0.0,,2.0,1.0
215,03,07,1,1.0,2.0,6.0,0.0,2.0,1.0
215,03,07,2,2.0,2.0,0.0,,2.0,1.0
215,03,07,3,1.0,2.0,0.0,,2.0,1.0
215,05,11,1,1.0,2.0,0.0,,50.0,1.0
215,05,11,2,6.0,6.0,0.0,,12.0,1.0
215,05,11,3,6.0,6.0,0.0,,10.0,1.0
215,05,23,1,1.0,2.0,1.0,0.0,1.0,1.0
215,05,23,2,1.0,2.0,1.0,0.0,1.0,1.0
215,05,23,3,1.0,2.0,1.0,0.0,1.0,1.0
215,05,37,1,1.0,2.0,0.0,,18.0,1.0
215,05,37,2,1.0,2.0,0.0,,68.0,1.0
215,05,37,3,6.0,6.0,0.0,,10.0,1.0
215,05,47,1,1.0,2.0,0.0,,25.0,1.0
215,05,47,2,6.0,6.0,0.0,,5.0,1.0
215,05,47,3,6.0,6.0,0.0,,2.0,1.0
215,07,05,0,,,,,,
215,07,05,1,1.0,1.0,2.0,0.0,33.0,1.0
215,07,05,2,1.0,1.0,2.0,0.0,60.0,2.0
215,07,17,1,1.0,1.0,2.0,5.0,4.0,1.0
215,07,17,2,6.0,6.0,0.0,,2.0,1.0
215,07,17,3,6.0,6.0,0.0,,1.0,1.0
215,07,27,1,1.0,2.0,0.0,,13.0,1.0
215,07,27,2,3.0,2.0,0.0,,13.0,1.0
215,07,27,3,3.0,4.0,0.0,,13.0,2.0
215,09,11,0,,,,,,
215,09,11,1,1.0,2.0,0.0,,8.0,1.0
215,09,21,1,1.0,2.0,1.0,4.0,10.0,1.0
215,09,21,2,1.0,2.0,1.0,4.0,25.0,1.0
215,09,21,3,6.0,2.0,1.0,4.0,25.0,1.0
215,09,25,1,1.0,2.0,1.0,0.0,3.0,1.0
215,09,25,2,6.0,2.0,1.0,0.0,3.0,1.0
215,09,25,3,6.0,2.0,1.0,0.0,-1.0,1.0
215,09,31,1,1.0,2.0,0.0,,7.0,1.0
215,09,31,2,1.0,2.0,0.0,,7.0,1.0
215,09,31,3,2.0,2.0,0.0,,7.0,1.0
215,11,13,1,1.0,2.0,1.0,5.0,15.0,1.0
215,11,13,2,1.0,2.0,1.0,5.0,16.0,1.0
215,11,13,3,3.0,2.0,3.0,0.0,16.0,2.0
215,11,21,1,1.0,2.0,1.0,5.0,11.0,1.0
215,11,21,2,1.0,2.0,1.0,5.0,12.0,1.0
215,11,21,3,1.0,2.0,5.0,1.0,16.0,2.0
215,11,29,0,,,,,,
215,11,29,1,1.0,2.0,0.0,,3.0,1.0
215,11,35,1,1.0,2.0,3.0,5.0,5.0,1.0
215,11,35,2,1.0,2.0,3.0,5.0,13.0,1.0
215,11,35,3,1.0,2.0,3.0,5.0,14.0,1.0
215,13,09,1,3.0,2.0,0.0,,1.0,1.0
215,13,09,2,6.0,4.0,0.0,,15.0,2.0
215,13,09,3,6.0,6.0,0.0,,1.0,1.0
215,13,17,0,,,,,,
215,13,17,1,1.0,2.0,0.0,,4.0,1.0
215,13,27,1,6.0,2.0,0.0,,3.0,1.0
215,13,27,2,6.0,2.0,0.0,,26.0,2.0
215,13,27,3,6.0,2.0,0.0,,5.0,2.0
215,13,35,1,1.0,2.0,3.0,5.0,3.0,1.0
215,13,35,2,6.0,2.0,0.0,,1.0,1.0
215,13,35,3,6.0,2.0,0.0,,1.0,1.0
215,13,41,0,,,,,,
215,13,41,1,3.0,2.0,0.0,,4.0,1.0
215,13,51,1,3.0,2.0,0.0,,10.0,1.0
215,13,51,2,6.0,4.0,0.0,,10.0,2.0
215,13,51,3,6.0,6.0,0.0,,1.0,1.0
215,13,59,1,6.0,2.0,0.0,,9.0,1.0
215,13,59,2,6.0,4.0,0.0,,9.0,2.0
215,13,59,3,6.0,6.0,0.0,,2.0,1.0
215,15,05,1,1.0,2.0,0.0,,8.0,1.0
215,15,05,2,1.0,2.0,0.0,,21.0,1.0
215,15,05,3,1.0,2.0,0.0,,21.0,1.0
215,15,13,0,,,,,,
215,15,13,1,3.0,1.0,2.0,0.0,10.0,1.0
215,15,21,1,1.0,1.0,2.0,5.0,9.0,1.0
215,15,21,2,1.0,1.0,2.0,4.0,9.0,1.0
215,15,21,3,1.0,1.0,2.0,4.0,7.0,1.0
215,15,27,1,1.0,2.0,0.0,,2.0,1.0
215,15,27,2,1.0,2.0,0.0,,2.0,1.0
215,15,27,3,1.0,2.0,0.0,,2.0,2.0
215,15,37,1,1.0,2.0,4.0,1.0,3.0,1.0
215,15,37,2,1.0,2.0,1.0,4.0,3.0,1.0
215,15,37,3,1.0,2.0,4.0,1.0,3.0,2.0
215,15,41,1,1.0,2.0,4.0,5.0,2.0,1.0
215,15,41,2,1.0,2.0,4.0,5.0,10.0,1.0
215,15,41,3,1.0,1.0,2.0,4.0,12.0,1.0
215,17,11,0,,,,,,
215,17,11,1,1.0,2.0,0.0,,3.0,1.0
215,17,17,1,1.0,2.0,1.0,3.0,2.0,1.0
215,17,17,2,1.0,2.0,1.0,3.0,2.0,1.0
215,17,17,3,1.0,2.0,1.0,3.0,2.0,1.0
215,17,23,1,1.0,2.0,5.0,1.0,10.0,1.0
215,17,23,2,1.0,2.0,5.0,1.0,11.0,1.0
215,17,23,3,1.0,2.0,5.0,1.0,13.0,1.0
215,17,27,1,1.0,2.0,1.0,3.0,2.0,1.0
215,17,27,2,1.0,2.0,1.0,3.0,2.5,1.0
215,17,27,3,1.0,2.0,1.0,3.0,30.0,2.0
215,17,33,1,1.0,2.0,1.0,5.0,15.0,1.0
215,17,33,2,1.0,2.0,1.0,5.0,5.0,1.0
215,17,33,3,1.0,2.0,4.0,1.0,9.0,1.0
217,01,27,1,3.0,2.0,0.0,,0.5,1.0
217,01,27,2,1.0,2.0,0.0,,1.0,1.0
217,01,27,3,1.0,2.0,0.0,,1.0,1.0
217,01,49,0,,,,,,
217,01,49,1,1.0,2.0,0.0,,3.0,1.0
217,01,49,2,1.0,2.0,0.0,,3.0,1.0
217,03,09,0,,,,,,
217,03,09,1,1.0,2.0,0.0,,2.0,1.0
217,05,07,1,1.0,2.0,1.0,3.0,12.0,1.0
217,05,07,2,6.0,2.0,1.0,3.0,12.0,2.0
217,05,07,3,1.0,2.0,1.0,3.0,12.0,1.0
217,05,21,1,1.0,2.0,1.0,3.0,2.5,1.0
217,05,21,2,1.0,2.0,1.0,3.0,3.0,1.0
217,05,21,3,6.0,2.0,1.0,3.0,2.5,2.0
217,05,39,1,1.0,2.0,1.0,5.0,15.0,1.0
217,05,39,2,1.0,2.0,1.0,5.0,15.0,1.0
217,05,39,3,1.0,2.0,1.0,5.0,15.0,1.0
217,05,53,1,3.0,2.0,6.0,1.0,2.0,1.0
217,05,53,2,1.0,2.0,1.0,5.0,7.0,1.0
217,05,53,3,6.0,2.0,1.0,5.0,7.0,2.0
217,07,09,0,,,,,,
217,07,09,1,1.0,2.0,0.0,,3.0,1.0
217,07,27,1,3.0,2.0,0.0,,-1.0,1.0
217,07,27,2,1.0,2.0,0.0,,10.0,1.0
217,07,27,3,1.0,2.0,0.0,,12.0,1.0
217,07,39,0,,,,,,
217,07,39,1,1.0,2.0,0.0,,0.0,1.0
217,07,55,0,,,,,,
217,07,55,1,1.0,2.0,0.0,,2.0,1.0
217,07,55,2,1.0,2.0,0.0,,10.0,1.0
217,09,03,0,,,,,,
217,09,03,1,1.0,2.0,0.0,,7.0,1.0
217,09,11,0,,,,,,
217,09,11,1,1.0,2.0,0.0,,4.0,1.0
217,09,33,1,1.0,2.0,0.0,,8.0,2.0
217,09,33,2,1.0,2.0,0.0,,11.0,1.0
217,09,33,3,1.0,2.0,0.0,,2.0,1.0
217,09,41,0,,,,,,
217,09,41,1,1.0,2.0,0.0,,6.0,1.0
217,09,41,2,3.0,2.0,0.0,,6.0,1.0
217,09,49,0,,,,,,
217,09,49,1,1.0,2.0,6.0,0.0,5.0,1.0
217,11,09,0,,,,,,
217,11,09,1,1.0,2.0,0.0,,16.0,1.0
217,11,25,0,,,,,,
217,11,25,1,1.0,2.0,0.0,,5.0,1.0
217,11,27,0,,,,,,
217,11,27,1,1.0,2.0,0.0,,2.0,1.0
217,12,05,1,3.0,1.0,0.0,,0.0,1.0
217,12,05,2,1.0,1.0,2.0,0.0,8.0,1.0
217,12,05,3,1.0,1.0,2.0,0.0,5.0,1.0
217,12,13,1,3.0,1.0,2.0,0.0,0.1,1.0
217,12,13,2,1.0,2.0,0.0,,4.0,1.0
217,12,13,3,1.0,2.0,0.0,,0.0,1.0
217,12,19,1,3.0,2.0,0.0,,0.0,1.0
217,12,19,2,1.0,1.0,2.0,0.0,3.0,1.0
217,12,19,3,1.0,1.0,2.0,0.0,6.0,1.0
217,12,29,1,1.0,2.0,1.0,0.0,5.0,1.0
217,12,29,2,1.0,2.0,1.0,0.0,5.0,1.0
217,12,29,3,6.0,2.0,0.0,,5.0,2.0
217,12,33,1,1.0,2.0,1.0,5.0,20.0,1.0
217,12,33,2,1.0,2.0,1.0,5.0,20.0,1.0
217,12,33,3,1.0,2.0,1.0,5.0,20.0,1.0
217,13,09,1,3.0,1.0,4.0,0.0,18.0,1.0
217,13,09,2,1.0,1.0,4.0,2.0,30.0,1.0
217,13,09,3,1.0,1.0,4.0,2.0,30.0,1.0
217,13,27,1,3.0,2.0,5.0,1.0,5.0,1.0
217,13,27,2,1.0,1.0,2.0,5.0,5.0,1.0
217,13,27,3,1.0,1.0,2.0,5.0,5.0,1.0
217,13,37,1,1.0,2.0,1.0,4.0,7.0,1.0
217,13,37,2,1.0,2.0,1.0,4.0,7.0,1.0
217,13,37,3,1.0,2.0,1.0,4.0,7.0,1.0
217,13,45,1,3.0,2.0,0.0,,2.0,1.0
217,13,45,2,1.0,2.0,4.0,1.0,5.0,1.0
217,13,45,3,1.0,2.0,4.0,1.0,5.0,1.0
217,15,07,0,,,,,,
217,15,07,1,1.0,2.0,1.0,0.0,0.0,1.0
217,15,07,2,3.0,2.0,0.0,,24.0,2.0
217,15,21,0,,,,,,
217,15,21,1,1.0,2.0,1.0,0.0,7.0,1.0
217,15,21,2,3.0,2.0,0.0,,7.0,2.0
217,15,31,0,,,,,,
217,15,31,1,1.0,2.0,1.0,0.0,3.0,1.0
217,17,09,1,1.0,2.0,0.0,,3.0,1.0
217,17,09,2,3.0,2.0,0.0,,20.0,1.0
217,17,09,3,3.0,2.0,0.0,,20.0,2.0
217,17,19,1,1.0,2.0,0.0,,15.0,1.0
217,17,19,2,3.0,2.0,0.0,,20.0,1.0
217,17,19,3,3.0,2.0,0.0,,20.0,2.0
217,17,33,1,1.0,2.0,0.0,,6.0,1.0
217,17,33,2,1.0,2.0,0.0,,7.0,1.0
217,17,33,3,1.0,2.0,0.0,,7.0,1.0
217,17,39,0,,,,,,
217,17,39,1,3.0,2.0,0.0,,6.0,1.0
217,18,11,0,,,,,,
217,18,11,1,1.0,2.0,0.0,,3.0,1.0
217,18,11,2,3.0,2.0,0.0,,3.0,1.0
217,18,19,0,,,,,,
217,18,19,1,3.0,2.0,4.0,1.0,7.0,1.0
217,18,19,2,1.0,2.0,4.0,1.0,7.0,1.0
217,19,05,0,,,,,,
217,19,05,1,1.0,2.0,1.0,4.0,6.0,1.0
217,19,05,2,3.0,2.0,0.0,,6.0,1.0
217,19,25,0,,,,,,
217,19,25,1,1.0,1.0,2.0,0.0,37.0,1.0
217,19,25,2,1.0,1.0,2.0,0.0,18.0,1.0
217,19,51,1,1.0,1.0,2.0,0.0,18.0,1.0
217,19,51,2,1.0,1.0,2.0,0.0,37.0,1.0
217,19,51,3,1.0,1.0,2.0,0.0,27.0,1.0
217,20,55,0,,,,,,
217,20,55,1,1.0,2.0,4.0,0.0,0.0,1.0
217,20,59,0,,,,,,
217,20,59,1,1.0,2.0,0.0,,19.0,1.0
217,20,59,2,1.0,2.0,0.0,,20.0,1.0
217,20,75,0,,,,,,
217,20,75,1,1.0,2.0,0.0,,36.0,1.0
221,01,17,1,1.0,2.0,0.0,,1.0,1.0
221,01,17,2,1.0,2.0,0.0,,1.0,1.0
221,01,17,3,1.0,2.0,0.0,,0.5,1.0
221,03,15,1,1.0,2.0,1.0,0.0,36.0,2.0
221,03,15,2,1.0,2.0,1.0,0.0,5.0,1.0
221,03,15,3,1.0,2.0,0.0,,5.0,2.0
221,03,29,0,,,,,,
221,03,29,1,1.0,2.0,0.0,,8.0,1.0
