tinh,huyen,xa,diaban,hoso,m4b15ma,m4b15c2,m4b15c3,m4b15c4,m4b15c5
111,7,15.0,9,15,,,,,
111,7,15.0,9,19,8.0,0.0,,16.0,16.0
111,7,15.0,9,19,1.0,0.0,0.0,62.0,62.0
111,7,19.0,9,13,1.0,0.0,0.0,234.0,234.0
111,7,19.0,9,14,1.0,0.0,0.0,156.0,156.0
111,7,19.0,9,15,1.0,0.0,62.0,31.0,93.0
111,7,25.0,2,13,9.0,0.0,0.0,23.0,23.0
111,7,25.0,2,13,1.0,0.0,0.0,126.0,126.0
111,7,25.0,2,14,9.0,0.0,0.0,47.0,47.0
111,7,25.0,2,14,1.0,0.0,0.0,109.0,109.0
111,7,25.0,2,20,1.0,0.0,0.0,234.0,234.0
111,7,29.0,10,13,8.0,0.0,,14.0,14.0
111,7,29.0,10,13,1.0,0.0,0.0,98.0,98.0
111,7,29.0,10,13,3.0,0.0,0.0,42.0,42.0
111,7,29.0,10,13,4.0,0.0,0.0,14.0,14.0
111,7,29.0,10,14,8.0,0.0,,31.0,31.0
111,7,29.0,10,14,4.0,0.0,0.0,8.0,8.0
111,7,29.0,10,14,1.0,0.0,0.0,109.0,109.0
111,7,29.0,10,14,3.0,0.0,0.0,39.0,39.0
111,7,29.0,10,15,1.0,0.0,0.0,195.0,195.0
111,7,29.0,10,15,3.0,0.0,0.0,78.0,78.0
111,7,29.0,10,15,4.0,0.0,0.0,31.0,31.0
111,7,35.0,7,13,1.0,0.0,0.0,55.0,55.0
111,7,35.0,7,14,3.0,0.0,0.0,31.0,31.0
111,7,35.0,7,14,4.0,0.0,0.0,16.0,16.0
111,7,35.0,7,14,1.0,0.0,0.0,78.0,78.0
111,7,35.0,7,15,,,,,
111,7,39.0,12,13,1.0,0.0,0.0,281.0,281.0
111,7,39.0,12,14,1.0,0.0,0.0,234.0,234.0
111,7,39.0,12,15,1.0,0.0,0.0,199.0,199.0
111,7,43.0,11,13,3.0,0.0,0.0,24.0,24.0
111,7,43.0,11,13,1.0,0.0,0.0,41.0,41.0
111,7,43.0,11,13,4.0,0.0,0.0,8.0,8.0
111,7,43.0,11,14,3.0,0.0,0.0,23.0,23.0
111,7,43.0,11,14,8.0,0.0,,16.0,16.0
111,7,43.0,11,14,1.0,0.0,0.0,39.0,39.0
111,7,43.0,11,14,4.0,0.0,0.0,8.0,8.0
111,7,43.0,11,15,1.0,0.0,0.0,85.0,85.0
111,7,43.0,11,15,8.0,0.0,,49.0,49.0
111,9,1.0,10,14,,,,,
111,9,1.0,10,15,1.0,0.0,0.0,156.0,156.0
111,9,1.0,10,20,1.0,0.0,0.0,14.0,14.0
111,9,9.0,10,13,1.0,0.0,0.0,312.0,312.0
111,9,9.0,10,14,1.0,0.0,0.0,49.0,49.0
111,9,9.0,10,15,3.0,0.0,0.0,16.0,16.0
111,9,9.0,10,15,1.0,0.0,0.0,156.0,156.0
111,9,15.0,5,13,,,,,
111,9,15.0,5,14,1.0,0.0,194.0,163.0,357.0
111,9,15.0,5,15,1.0,0.0,234.0,78.0,312.0
111,9,15.0,5,15,2.0,0.0,16.0,0.0,16.0
111,9,21.0,5,13,,,,,
111,9,21.0,5,14,1.0,0.0,0.0,117.0,117.0
111,9,21.0,5,15,1.0,0.0,0.0,73.0,73.0
111,9,25.0,3,13,,,,,
111,9,25.0,3,14,,,,,
111,9,25.0,3,15,,,,,
111,9,31.0,3,13,1.0,0.0,0.0,234.0,234.0
111,9,31.0,3,14,1.0,0.0,0.0,156.0,156.0
111,9,31.0,3,15,,,,,
111,9,37.0,6,13,1.0,0.0,0.0,234.0,234.0
111,9,37.0,6,14,1.0,0.0,0.0,330.0,330.0
111,9,37.0,6,15,1.0,0.0,0.0,79.0,79.0
111,9,41.0,16,13,1.0,0.0,0.0,131.0,131.0
111,9,41.0,16,13,2.0,0.0,32.0,0.0,32.0
111,9,41.0,16,14,1.0,0.0,0.0,195.0,195.0
111,9,41.0,16,15,,,,,
111,11,5.0,4,13,1.0,0.0,0.0,94.0,94.0
111,11,5.0,4,14,1.0,0.0,0.0,24.0,24.0
111,11,5.0,4,15,,,,,
111,11,9.0,4,13,,,,,
111,11,9.0,4,14,3.0,0.0,0.0,39.0,39.0
111,11,9.0,4,14,1.0,0.0,0.0,156.0,156.0
111,11,9.0,4,14,4.0,0.0,0.0,12.0,12.0
111,11,9.0,4,15,8.0,0.0,,8.0,8.0
111,11,9.0,4,15,1.0,0.0,0.0,133.0,133.0
111,11,9.0,4,15,3.0,0.0,0.0,16.0,16.0
111,11,9.0,4,15,2.0,0.0,0.0,55.0,55.0
111,11,17.0,11,13,1.0,0.0,0.0,37.0,37.0
111,11,17.0,11,14,1.0,0.0,0.0,285.0,285.0
111,11,17.0,11,15,1.0,0.0,0.0,110.0,110.0
111,11,21.0,10,13,1.0,0.0,0.0,78.0,78.0
111,11,21.0,10,14,1.0,0.0,0.0,156.0,156.0
111,11,21.0,10,15,1.0,0.0,0.0,85.0,85.0
111,11,27.0,5,13,1.0,0.0,0.0,99.0,99.0
111,11,27.0,5,14,2.0,0.0,117.0,0.0,117.0
111,11,27.0,5,14,1.0,0.0,0.0,258.0,258.0
111,11,27.0,5,15,1.0,0.0,0.0,406.0,406.0
111,11,27.0,5,15,2.0,0.0,0.0,39.0,39.0
111,11,27.0,5,15,3.0,0.0,0.0,47.0,47.0
111,11,31.0,7,13,1.0,0.0,0.0,58.0,58.0
111,11,31.0,7,14,4.0,0.0,0.0,24.0,24.0
111,11,31.0,7,14,3.0,0.0,0.0,41.0,41.0
111,11,31.0,7,14,1.0,0.0,0.0,196.0,196.0
111,11,31.0,7,15,1.0,0.0,0.0,166.0,166.0
111,11,37.0,14,13,1.0,0.0,0.0,70.0,70.0
111,11,37.0,14,14,1.0,0.0,0.0,94.0,94.0
111,11,37.0,14,14,8.0,0.0,,156.0,156.0
111,11,37.0,14,15,2.0,0.0,0.0,31.0,31.0
111,11,37.0,14,15,8.0,0.0,,39.0,39.0
111,11,37.0,14,15,3.0,0.0,0.0,23.0,23.0
111,11,41.0,10,13,1.0,0.0,0.0,246.0,246.0
111,11,41.0,10,13,8.0,0.0,,21.0,21.0
111,11,41.0,10,14,1.0,0.0,0.0,94.0,94.0
111,11,41.0,10,15,1.0,0.0,0.0,430.0,430.0
113,1,3.0,26,13,,,,,
113,1,3.0,26,14,,,,,
113,1,3.0,26,19,,,,,
113,1,7.0,4,13,,,,,
113,1,7.0,4,19,,,,,
113,1,7.0,4,22,,,,,
113,1,13.0,10,13,,,,,
113,1,13.0,10,14,,,,,
113,1,13.0,10,15,,,,,
113,1,20.0,22,13,,,,,
113,1,20.0,22,14,,,,,
113,1,20.0,22,20,,,,,
113,1,25.0,19,13,,,,,
113,1,25.0,19,19,,,,,
113,1,25.0,19,20,,,,,
113,1,29.0,12,13,,,,,
113,1,29.0,12,15,,,,,
113,1,29.0,12,22,,,,,
113,1,31.0,14,13,,,,,
113,1,31.0,14,14,,,,,
113,1,31.0,14,15,,,,,
113,1,33.0,9,13,,,,,
113,1,33.0,9,14,,,,,
113,1,33.0,9,15,,,,,
113,1,43.0,2,13,,,,,
113,1,43.0,2,14,,,,,
113,1,43.0,2,19,,,,,
113,3,9.0,8,14,1.0,0.0,89.0,107.0,196.0
113,3,9.0,8,15,1.0,0.0,178.0,44.0,222.0
113,3,9.0,8,20,1.0,0.0,0.0,133.0,133.0
113,3,19.0,6,13,1.0,0.0,0.0,162.0,162.0
113,3,19.0,6,14,1.0,0.0,0.0,217.0,217.0
113,3,19.0,6,15,1.0,0.0,0.0,218.0,218.0
113,3,25.0,11,13,,,,,
113,3,25.0,11,14,1.0,0.0,0.0,375.0,375.0
113,3,25.0,11,15,,,,,
113,3,33.0,19,14,1.0,0.0,0.0,178.0,178.0
113,3,33.0,19,15,1.0,0.0,0.0,130.0,130.0
113,3,33.0,19,19,1.0,0.0,0.0,113.0,113.0
113,5,3.0,7,13,1.0,0.0,0.0,71.0,71.0
113,5,3.0,7,14,1.0,0.0,0.0,133.0,133.0
113,5,3.0,7,15,,,,,
113,5,15.0,10,13,1.0,0.0,0.0,168.0,168.0
113,5,15.0,10,14,1.0,0.0,0.0,109.0,109.0
113,5,15.0,10,15,1.0,0.0,0.0,86.0,86.0
113,7,5.0,6,13,1.0,0.0,0.0,427.0,427.0
113,7,5.0,6,14,1.0,0.0,0.0,234.0,234.0
113,7,5.0,6,15,1.0,0.0,243.0,94.0,337.0
113,7,15.0,16,13,1.0,0.0,0.0,249.0,249.0
113,7,15.0,16,14,2.0,0.0,136.0,0.0,136.0
113,7,15.0,16,14,1.0,0.0,0.0,255.0,255.0
113,7,15.0,16,15,1.0,0.0,132.0,94.0,226.0
113,7,23.0,12,13,1.0,0.0,0.0,327.0,327.0
113,7,23.0,12,14,1.0,0.0,182.0,91.0,273.0
113,7,23.0,12,15,1.0,0.0,89.0,285.0,374.0
113,7,31.0,12,13,1.0,0.0,0.0,142.0,142.0
113,7,31.0,12,14,1.0,0.0,0.0,162.0,162.0
113,7,31.0,12,15,,,,,
113,7,41.0,11,13,1.0,0.0,0.0,400.0,400.0
113,7,41.0,11,14,1.0,0.0,0.0,224.0,224.0
113,7,41.0,11,15,1.0,0.0,0.0,94.0,94.0
113,7,47.0,8,13,1.0,0.0,0.0,133.0,133.0
113,7,47.0,8,14,1.0,0.0,0.0,86.0,86.0
113,7,47.0,8,15,1.0,0.0,0.0,160.0,160.0
113,7,53.0,19,13,1.0,0.0,0.0,149.0,149.0
113,7,53.0,19,14,1.0,0.0,0.0,75.0,75.0
113,7,53.0,19,15,,,,,
113,7,59.0,10,13,1.0,0.0,0.0,182.0,182.0
113,7,59.0,10,14,,,,,
113,7,59.0,10,15,1.0,0.0,0.0,163.0,163.0
113,9,1.0,20,13,9.0,0.0,0.0,104.0,104.0
113,9,1.0,20,14,1.0,0.0,0.0,178.0,178.0
113,9,1.0,20,15,1.0,0.0,0.0,234.0,234.0
113,9,7.0,26,13,1.0,0.0,0.0,178.0,178.0
113,9,7.0,26,14,1.0,0.0,0.0,154.0,154.0
113,9,7.0,26,15,1.0,0.0,0.0,217.0,217.0
113,9,13.0,4,13,9.0,346.0,0.0,104.0,450.0
113,9,13.0,4,14,,,,,
113,9,13.0,4,19,,,,,
113,9,19.0,13,13,1.0,0.0,0.0,33.0,33.0
113,9,19.0,13,14,1.0,0.0,0.0,267.0,267.0
113,9,19.0,13,20,1.0,0.0,0.0,178.0,178.0
113,9,23.0,29,13,,,,,
113,9,23.0,29,15,,,,,
113,9,23.0,29,20,,,,,
113,9,29.0,32,13,1.0,0.0,0.0,173.0,173.0
113,9,29.0,32,14,1.0,0.0,0.0,216.0,216.0
113,9,29.0,32,15,1.0,0.0,0.0,113.0,113.0
113,9,35.0,20,13,1.0,0.0,0.0,133.0,133.0
113,9,35.0,20,14,1.0,0.0,0.0,187.0,187.0
113,9,35.0,20,15,1.0,0.0,0.0,281.0,281.0
113,11,3.0,21,13,1.0,0.0,0.0,287.0,287.0
113,11,3.0,21,13,7.0,0.0,,192.0,192.0
113,11,3.0,21,14,7.0,0.0,,33.0,33.0
113,11,3.0,21,14,1.0,0.0,0.0,217.0,217.0
113,11,3.0,21,15,1.0,0.0,0.0,140.0,140.0
113,11,5.0,20,13,1.0,0.0,0.0,44.0,44.0
113,11,5.0,20,15,1.0,0.0,0.0,178.0,178.0
113,11,5.0,20,19,1.0,0.0,0.0,75.0,75.0
113,11,11.0,8,13,1.0,0.0,0.0,94.0,94.0
113,11,11.0,8,15,,,,,
113,11,11.0,8,19,1.0,0.0,0.0,356.0,356.0
113,11,17.0,12,13,1.0,0.0,0.0,173.0,173.0
113,11,17.0,12,14,,,,,
113,11,17.0,12,15,,,,,
113,11,25.0,3,13,,,,,
113,11,25.0,3,14,1.0,0.0,0.0,187.0,187.0
113,11,25.0,3,15,,,,,
113,11,35.0,12,13,1.0,0.0,0.0,178.0,178.0
113,11,35.0,12,13,6.0,0.0,,178.0,178.0
113,11,35.0,12,14,1.0,0.0,0.0,43.0,43.0
113,11,35.0,12,15,1.0,0.0,0.0,178.0,178.0
113,11,37.0,15,13,1.0,0.0,0.0,140.0,140.0
113,11,37.0,15,13,6.0,0.0,,94.0,94.0
113,11,37.0,15,14,1.0,0.0,0.0,107.0,107.0
113,11,37.0,15,15,1.0,0.0,0.0,62.0,62.0
113,13,1.0,7,13,,,,,
113,13,1.0,7,14,1.0,0.0,0.0,94.0,94.0
113,13,1.0,7,20,1.0,0.0,0.0,259.0,259.0
113,13,11.0,9,13,1.0,0.0,0.0,244.0,244.0
113,13,11.0,9,14,1.0,0.0,0.0,173.0,173.0
113,13,11.0,9,15,1.0,0.0,0.0,445.0,445.0
113,13,15.0,3,14,,,,,
113,13,15.0,3,15,,,,,
113,13,15.0,3,20,,,,,
113,13,23.0,5,13,,,,,
113,13,23.0,5,15,1.0,0.0,0.0,173.0,173.0
113,13,23.0,5,19,1.0,0.0,0.0,178.0,178.0
113,13,33.0,14,14,1.0,0.0,0.0,89.0,89.0
113,13,33.0,14,15,1.0,0.0,0.0,104.0,104.0
113,13,33.0,14,20,1.0,0.0,0.0,116.0,116.0
113,13,39.0,14,13,1.0,0.0,0.0,86.0,86.0
113,13,39.0,14,13,2.0,0.0,86.0,0.0,86.0
113,13,39.0,14,14,1.0,0.0,0.0,116.0,116.0
113,13,39.0,14,15,1.0,0.0,0.0,182.0,182.0
113,15,1.0,7,13,,,,,
113,15,1.0,7,14,,,,,
113,15,1.0,7,15,,,,,
113,15,7.0,11,13,1.0,0.0,0.0,89.0,89.0
113,15,7.0,11,14,,,,,
113,15,7.0,11,15,,,,,
113,15,15.0,12,13,,,,,
113,15,15.0,12,14,,,,,
113,15,15.0,12,15,,,,,
113,15,19.0,37,13,1.0,0.0,0.0,44.0,44.0
113,15,19.0,37,14,1.0,0.0,0.0,43.0,43.0
113,15,19.0,37,15,1.0,0.0,0.0,45.0,45.0
113,15,23.0,12,14,1.0,0.0,0.0,125.0,125.0
113,15,23.0,12,19,1.0,0.0,0.0,64.0,64.0
113,15,23.0,12,20,1.0,0.0,0.0,27.0,27.0
113,15,33.0,5,14,1.0,0.0,0.0,84.0,84.0
113,15,33.0,5,15,1.0,0.0,0.0,18.0,18.0
113,15,33.0,5,19,,,,,
113,15,41.0,3,13,2.0,0.0,89.0,0.0,89.0
113,15,41.0,3,13,1.0,0.0,0.0,89.0,89.0
113,15,41.0,3,14,1.0,0.0,0.0,107.0,107.0
113,15,41.0,3,15,2.0,0.0,133.0,0.0,133.0
113,15,41.0,3,15,1.0,0.0,0.0,89.0,89.0
113,15,43.0,20,13,1.0,0.0,0.0,46.0,46.0
113,15,43.0,20,15,1.0,0.0,0.0,133.0,133.0
113,15,43.0,20,20,,,,,
113,17,7.0,18,13,1.0,0.0,0.0,375.0,375.0
113,17,7.0,18,14,1.0,0.0,0.0,111.0,111.0
113,17,7.0,18,15,1.0,0.0,0.0,258.0,258.0
113,17,13.0,17,13,1.0,0.0,0.0,311.0,311.0
113,17,13.0,17,14,,,,,
113,17,13.0,17,15,,,,,
113,17,19.0,17,13,1.0,0.0,0.0,178.0,178.0
113,17,19.0,17,14,8.0,0.0,,94.0,94.0
113,17,19.0,17,14,1.0,0.0,0.0,281.0,281.0
113,17,19.0,17,15,,,,,
113,17,25.0,13,13,1.0,0.0,0.0,320.0,320.0
113,17,25.0,13,14,1.0,0.0,0.0,206.0,206.0
113,17,25.0,13,19,1.0,0.0,0.0,363.0,363.0
113,17,25.0,13,19,3.0,0.0,0.0,60.0,60.0
113,17,31.0,10,13,1.0,0.0,0.0,267.0,267.0
113,17,31.0,10,14,1.0,0.0,0.0,337.0,337.0
113,17,31.0,10,15,1.0,0.0,0.0,196.0,196.0
113,17,39.0,2,13,1.0,0.0,0.0,178.0,178.0
113,17,39.0,2,14,,,,,
113,17,39.0,2,15,1.0,0.0,0.0,46.0,46.0
113,17,45.0,7,13,1.0,0.0,0.0,111.0,111.0
113,17,45.0,7,14,1.0,0.0,0.0,281.0,281.0
113,17,45.0,7,15,1.0,0.0,0.0,71.0,71.0
113,19,5.0,5,13,,,,,
113,19,5.0,5,14,2.0,0.0,155.0,0.0,155.0
113,19,5.0,5,14,9.0,0.0,0.0,86.0,86.0
113,19,5.0,5,14,1.0,0.0,0.0,104.0,104.0
113,19,5.0,5,14,3.0,0.0,0.0,60.0,60.0
113,19,5.0,5,15,4.0,0.0,0.0,26.0,26.0
113,19,5.0,5,15,3.0,0.0,0.0,43.0,43.0
113,19,11.0,3,14,,,,,
113,19,11.0,3,15,1.0,0.0,0.0,356.0,356.0
113,19,11.0,3,19,1.0,0.0,0.0,445.0,445.0
113,19,19.0,23,13,,,,,
113,19,19.0,23,14,2.0,0.0,432.0,0.0,432.0
113,19,19.0,23,14,1.0,0.0,0.0,302.0,302.0
113,19,19.0,23,15,1.0,0.0,0.0,208.0,208.0
113,19,25.0,8,13,1.0,0.0,0.0,133.0,133.0
113,19,25.0,8,13,2.0,0.0,89.0,0.0,89.0
113,19,25.0,8,14,1.0,0.0,0.0,20.0,20.0
113,19,25.0,8,14,2.0,0.0,32.0,0.0,32.0
113,19,25.0,8,19,9.0,0.0,0.0,27.0,27.0
113,19,25.0,8,19,2.0,0.0,116.0,0.0,116.0
113,19,25.0,8,19,1.0,0.0,0.0,205.0,205.0
113,19,25.0,8,19,3.0,0.0,0.0,62.0,62.0
113,19,31.0,22,13,,,,,
113,19,31.0,22,14,1.0,0.0,0.0,178.0,178.0
113,19,31.0,22,20,8.0,0.0,,133.0,133.0
113,19,31.0,22,20,1.0,0.0,0.0,463.0,463.0
113,19,35.0,7,13,,,,,
113,19,35.0,7,14,3.0,0.0,0.0,129.0,129.0
113,19,35.0,7,14,1.0,0.0,0.0,432.0,432.0
113,19,35.0,7,14,2.0,0.0,259.0,0.0,259.0
113,19,35.0,7,14,5.0,173.0,0.0,0.0,173.0
113,19,35.0,7,15,1.0,0.0,0.0,459.0,459.0
113,19,35.0,7,15,8.0,0.0,,173.0,173.0
113,19,43.0,13,13,1.0,0.0,0.0,33.0,33.0
113,19,43.0,13,14,1.0,0.0,0.0,178.0,178.0
113,19,43.0,13,19,,,,,
113,19,47.0,15,13,1.0,0.0,0.0,71.0,71.0
113,19,47.0,15,13,2.0,0.0,44.0,0.0,44.0
113,19,47.0,15,14,1.0,0.0,0.0,216.0,216.0
113,19,47.0,15,15,9.0,0.0,168.0,0.0,168.0
113,19,47.0,15,15,3.0,0.0,0.0,113.0,113.0
113,19,55.0,4,13,1.0,0.0,0.0,132.0,132.0
113,19,55.0,4,14,1.0,0.0,0.0,216.0,216.0
113,19,55.0,4,15,2.0,0.0,222.0,0.0,222.0
113,19,55.0,4,15,1.0,0.0,0.0,338.0,338.0
113,19,55.0,4,15,3.0,0.0,0.0,89.0,89.0
113,19,63.0,9,13,2.0,0.0,173.0,0.0,173.0
113,19,63.0,9,13,1.0,0.0,0.0,484.0,484.0
113,19,63.0,9,14,8.0,0.0,,89.0,89.0
113,19,63.0,9,14,1.0,0.0,0.0,338.0,338.0
113,19,63.0,9,15,,,,,
115,1,1.0,9,13,,,,,
115,1,1.0,9,14,,,,,
115,1,1.0,9,15,,,,,
115,1,7.0,32,13,,,,,
115,1,7.0,32,14,,,,,
115,1,7.0,32,15,,,,,
115,1,9.0,17,13,,,,,
115,1,9.0,17,14,,,,,
115,1,9.0,17,15,,,,,
115,1,15.0,21,13,,,,,
115,1,15.0,21,14,,,,,
115,1,15.0,21,15,,,,,
115,1,23.0,20,13,,,,,
115,1,23.0,20,14,,,,,
115,1,23.0,20,15,1.0,0.0,0.0,137.0,137.0
115,3,3.0,2,13,1.0,0.0,0.0,63.0,63.0
115,3,3.0,2,13,4.0,30.0,0.0,0.0,30.0
115,3,3.0,2,13,3.0,0.0,0.0,50.0,50.0
115,3,3.0,2,14,3.0,0.0,0.0,235.0,235.0
115,3,3.0,2,14,1.0,0.0,0.0,47.0,47.0
115,3,3.0,2,15,3.0,0.0,0.0,225.0,225.0
115,3,3.0,2,15,1.0,0.0,0.0,93.0,93.0
115,3,9.0,14,13,1.0,0.0,0.0,94.0,94.0
115,3,9.0,14,14,4.0,28.0,0.0,0.0,28.0
115,3,9.0,14,14,1.0,0.0,0.0,131.0,131.0
115,3,9.0,14,14,3.0,0.0,0.0,37.0,37.0
115,3,9.0,14,15,9.0,247.0,0.0,0.0,247.0
115,3,9.0,14,15,1.0,0.0,0.0,195.0,195.0
115,3,15.0,14,13,3.0,0.0,0.0,159.0,159.0
115,3,15.0,14,13,1.0,0.0,0.0,262.0,262.0
115,3,15.0,14,14,,,,,
115,3,15.0,14,15,1.0,0.0,0.0,94.0,94.0
115,3,27.0,6,13,3.0,0.0,0.0,142.0,142.0
115,3,27.0,6,13,1.0,0.0,0.0,568.0,568.0
115,3,27.0,6,14,9.0,0.0,0.0,28.0,28.0
115,3,27.0,6,14,1.0,0.0,0.0,225.0,225.0
115,3,27.0,6,15,9.0,0.0,0.0,94.0,94.0
115,3,27.0,6,15,1.0,0.0,0.0,426.0,426.0
115,3,31.0,4,13,1.0,0.0,0.0,293.0,293.0
115,3,31.0,4,14,1.0,0.0,0.0,174.0,174.0
115,3,31.0,4,14,8.0,0.0,,27.0,27.0
115,3,31.0,4,15,1.0,0.0,0.0,167.0,167.0
115,3,33.0,3,13,1.0,0.0,0.0,329.0,329.0
115,3,33.0,3,14,1.0,0.0,0.0,93.0,93.0
115,3,33.0,3,14,9.0,0.0,0.0,47.0,47.0
115,3,33.0,3,15,1.0,0.0,0.0,75.0,75.0
115,3,33.0,3,15,3.0,0.0,0.0,48.0,48.0
115,3,45.0,2,13,3.0,0.0,0.0,99.0,99.0
115,3,45.0,2,13,1.0,0.0,0.0,114.0,114.0
115,3,45.0,2,14,1.0,0.0,0.0,187.0,187.0
115,3,45.0,2,14,3.0,0.0,0.0,56.0,56.0
115,3,45.0,2,15,1.0,0.0,0.0,134.0,134.0
115,3,45.0,2,15,3.0,0.0,0.0,38.0,38.0
115,3,51.0,3,13,,,,,
115,3,51.0,3,14,1.0,0.0,0.0,342.0,342.0
115,3,51.0,3,15,1.0,0.0,0.0,281.0,281.0
115,3,71.0,7,13,1.0,0.0,0.0,237.0,237.0
115,3,71.0,7,14,,,,,
115,3,71.0,7,15,,,,,
115,5,3.0,26,13,1.0,0.0,0.0,75.0,75.0
115,5,3.0,26,13,3.0,0.0,0.0,57.0,57.0
115,5,3.0,26,13,4.0,0.0,0.0,57.0,57.0
115,5,3.0,26,14,,,,,
115,5,3.0,26,15,4.0,0.0,0.0,189.0,189.0
115,5,3.0,26,15,1.0,0.0,0.0,85.0,85.0
115,5,3.0,26,15,3.0,0.0,0.0,21.0,21.0
115,5,7.0,11,13,3.0,0.0,0.0,133.0,133.0
115,5,7.0,11,13,1.0,0.0,0.0,177.0,177.0
115,5,7.0,11,14,1.0,0.0,0.0,93.0,93.0
115,5,7.0,11,14,3.0,0.0,0.0,140.0,140.0
115,5,7.0,11,15,1.0,0.0,0.0,189.0,189.0
115,5,7.0,11,15,3.0,0.0,0.0,142.0,142.0
115,5,7.0,11,15,9.0,0.0,0.0,48.0,48.0
115,5,13.0,7,13,1.0,0.0,0.0,184.0,184.0
115,5,13.0,7,14,,,,,
115,5,13.0,7,15,,,,,
115,5,17.0,21,13,1.0,0.0,0.0,133.0,133.0
115,5,17.0,21,14,1.0,0.0,0.0,319.0,319.0
115,5,17.0,21,15,1.0,0.0,0.0,114.0,114.0
115,5,27.0,19,13,,,,,
115,5,27.0,19,14,1.0,0.0,0.0,227.0,227.0
115,5,27.0,19,14,4.0,0.0,0.0,322.0,322.0
115,5,27.0,19,15,,,,,
115,5,35.0,3,13,1.0,0.0,0.0,38.0,38.0
115,5,35.0,3,14,1.0,0.0,0.0,77.0,77.0
115,5,35.0,3,14,3.0,0.0,0.0,19.0,19.0
115,5,35.0,3,15,,,,,
115,5,53.0,8,13,,,,,
115,5,53.0,8,15,1.0,0.0,0.0,303.0,303.0
115,5,53.0,8,19,1.0,0.0,0.0,700.0,700.0
115,5,53.0,8,19,4.0,0.0,0.0,88.0,88.0
115,5,61.0,20,13,,,,,
115,5,61.0,20,15,1.0,0.0,0.0,140.0,140.0
115,5,61.0,20,20,1.0,0.0,0.0,187.0,187.0
115,5,65.0,10,13,1.0,0.0,0.0,114.0,114.0
115,5,65.0,10,14,1.0,0.0,0.0,94.0,94.0
115,5,65.0,10,15,,,,,
115,7,1.0,12,14,,,,,
115,7,1.0,12,19,,,,,
115,7,1.0,12,20,,,,,
115,7,13.0,17,13,,,,,
115,7,13.0,17,14,1.0,0.0,0.0,142.0,142.0
115,7,13.0,17,15,1.0,0.0,0.0,142.0,142.0
115,7,19.0,7,13,1.0,0.0,0.0,284.0,284.0
115,7,19.0,7,14,1.0,0.0,0.0,267.0,267.0
115,7,19.0,7,14,2.0,0.0,24.0,0.0,24.0
115,7,19.0,7,15,1.0,0.0,0.0,307.0,307.0
115,7,41.0,8,13,1.0,0.0,0.0,283.0,283.0
115,7,41.0,8,14,1.0,0.0,0.0,170.0,170.0
115,7,41.0,8,15,1.0,0.0,0.0,94.0,94.0
115,7,47.0,6,13,1.0,0.0,0.0,253.0,253.0
115,7,47.0,6,14,1.0,0.0,0.0,101.0,101.0
115,7,47.0,6,15,1.0,0.0,0.0,341.0,341.0
115,7,49.0,3,13,,,,,
115,7,49.0,3,14,,,,,
115,7,49.0,3,15,,,,,
115,7,51.0,18,13,,,,,
115,7,51.0,18,14,,,,,
115,7,51.0,18,15,,,,,
115,7,59.0,10,13,1.0,0.0,0.0,94.0,94.0
115,7,59.0,10,14,1.0,0.0,0.0,94.0,94.0
115,7,59.0,10,15,1.0,0.0,0.0,94.0,94.0
115,7,67.0,2,13,1.0,0.0,0.0,212.0,212.0
115,7,67.0,2,14,1.0,0.0,0.0,68.0,68.0
115,7,67.0,2,15,1.0,0.0,0.0,145.0,145.0
115,7,71.0,16,13,1.0,0.0,0.0,253.0,253.0
115,7,71.0,16,14,,,,,
115,7,71.0,16,15,,,,,
115,7,95.0,13,13,1.0,0.0,0.0,23.0,23.0
115,7,95.0,13,14,,,,,
115,7,95.0,13,15,3.0,0.0,0.0,29.0,29.0
115,7,95.0,13,15,1.0,0.0,0.0,85.0,85.0
115,9,11.0,20,13,1.0,0.0,0.0,187.0,187.0
115,9,11.0,20,14,1.0,0.0,0.0,189.0,189.0
115,9,11.0,20,15,1.0,0.0,0.0,209.0,209.0
115,9,17.0,6,13,1.0,0.0,0.0,48.0,48.0
115,9,17.0,6,15,,,,,
115,9,17.0,6,19,1.0,0.0,0.0,198.0,198.0
115,9,21.0,13,13,1.0,0.0,0.0,75.0,75.0
115,9,21.0,13,14,1.0,0.0,0.0,66.0,66.0
115,9,21.0,13,15,,,,,
115,9,33.0,9,13,4.0,0.0,0.0,14.0,14.0
115,9,33.0,9,13,1.0,0.0,0.0,241.0,241.0
115,9,33.0,9,14,1.0,0.0,0.0,142.0,142.0
115,9,33.0,9,15,1.0,0.0,0.0,663.0,663.0
115,9,53.0,8,13,1.0,0.0,0.0,189.0,189.0
115,9,53.0,8,14,1.0,0.0,0.0,104.0,104.0
115,9,53.0,8,15,,,,,
115,9,55.0,10,13,1.0,0.0,0.0,283.0,283.0
115,9,55.0,10,14,1.0,0.0,0.0,284.0,284.0
115,9,55.0,10,15,1.0,0.0,0.0,189.0,189.0
115,9,57.0,6,13,1.0,0.0,0.0,142.0,142.0
115,9,57.0,6,14,1.0,0.0,0.0,146.0,146.0
115,9,57.0,6,15,1.0,0.0,0.0,170.0,170.0
115,9,83.0,3,13,3.0,0.0,0.0,58.0,58.0
115,9,83.0,3,13,1.0,0.0,0.0,146.0,146.0
