tinh,huyen,xa,m2tt,m2c9,m2c10a,m2c10b,m2c11,m2c12,m2c13a,m2c13b,m2c13c,m2c14a,m2c14b,m2c14c,m2c15
213,07,27,2,3,8,2008,486,1,2.0,1.0,4.0,2.0,6.0,4.0,70000.0
213,07,31,1,7,2,2008,1000,1,1.0,0.0,,1.0,0.0,,34900.0
213,07,31,2,3,9,2006,3,1,1.0,0.0,,1.0,0.0,,3450.0
213,07,39,1,7,5,2008,500,1,5.0,0.0,,6.0,0.0,,3000.0
213,07,39,2,6,2,2008,455,1,1.0,5.0,0.0,1.0,6.0,0.0,37000.0
213,09,17,1,6,5,2008,200,1,1.0,0.0,,6.0,0.0,,3000.0
213,09,17,2,1,3,2008,1,1,1.0,0.0,,1.0,0.0,,5000.0
213,09,17,3,7,2,2008,64,1,1.0,0.0,,1.0,0.0,,64000.0
213,09,17,4,4,9,2007,6,1,1.0,4.0,0.0,1.0,0.0,,18000.0
213,11,07,1,7,12,2007,650,1,1.0,6.0,0.0,6.0,1.0,0.0,-1.0
213,11,07,2,6,10,2007,650,1,1.0,6.0,4.0,6.0,1.0,0.0,-1.0
213,11,07,3,6,11,2006,643,1,1.0,6.0,0.0,6.0,1.0,0.0,-1.0
213,11,21,1,7,1,2008,560,1,6.0,1.0,0.0,6.0,0.0,,8000.0
213,11,21,2,3,8,2007,70,2,,,,,,,
213,11,21,3,6,10,2007,300,2,,,,,,,
213,11,21,4,6,3,2006,170,2,,,,,,,
213,11,21,5,6,1,2005,213,1,1.0,4.0,6.0,1.0,3.0,6.0,43000.0
213,11,29,1,7,1,2008,1557,1,1.0,0.0,,6.0,0.0,,-1.0
213,11,29,2,3,8,2008,330,2,,,,,,,
213,11,29,3,6,10,2007,930,2,,,,,,,
213,11,29,4,6,3,2007,450,2,,,,,,,
213,11,29,5,6,1,2006,230,2,,,,,,,
213,11,37,1,7,1,2008,1581,1,1.0,0.0,,6.0,0.0,,-1.0
213,11,37,2,6,3,2007,1230,2,,,,,,,
213,11,37,3,6,9,2006,830,2,,,,,,,
213,11,53,1,7,1,2008,508,1,1.0,0.0,,6.0,0.0,,-1.0
213,11,53,2,6,10,2007,370,2,,,,,,,
213,11,53,3,6,6,2006,508,2,,,,,,,
213,13,07,1,7,4,2008,1,1,1.0,6.0,0.0,1.0,0.0,,6000.0
213,13,07,2,6,4,2007,230,2,,,,,,,
213,13,07,3,1,10,2006,1,1,1.0,6.0,0.0,1.0,2.0,0.0,2000.0
213,13,19,1,6,8,2007,5,2,,,,,,,
213,13,19,2,1,12,2005,1,1,4.0,6.0,0.0,2.0,1.0,0.0,1300.0
213,13,25,1,4,1,2007,3,1,1.0,6.0,0.0,1.0,2.0,0.0,2000.0
213,13,25,2,3,8,2006,2,1,1.0,6.0,0.0,2.0,4.0,0.0,1800.0
213,13,25,3,3,8,2005,3,1,1.0,6.0,0.0,2.0,5.0,0.0,1500.0
213,13,43,1,6,4,2006,5,2,,,,,,,
213,13,49,1,3,8,2008,212,1,1.0,3.0,6.0,1.0,2.0,3.0,40000.0
213,13,49,2,4,8,2006,23,1,1.0,6.0,0.0,1.0,2.0,0.0,600.0
213,13,49,3,3,4,2006,30,2,,,,,,,
213,15,13,1,7,2,2008,460,1,1.0,0.0,,1.0,6.0,0.0,166000.0
213,15,13,2,3,9,2005,36,1,1.0,2.0,4.0,1.0,2.0,4.0,35000.0
213,15,31,1,7,3,2008,1244,1,1.0,0.0,,6.0,0.0,,98000.0
213,15,41,1,7,2,2008,1234,1,1.0,0.0,,1.0,6.0,0.0,60000.0
213,15,51,1,7,2,2008,987,1,1.0,0.0,,1.0,6.0,0.0,128000.0
213,15,53,1,7,2,2008,1310,1,1.0,0.0,,1.0,6.0,0.0,112000.0
213,15,61,1,7,2,2008,1204,1,1.0,0.0,,6.0,0.0,,64500.0
213,15,61,2,6,12,2006,11,2,,,,,,,
213,15,61,3,3,9,2005,833,1,1.0,4.0,6.0,1.0,2.0,6.0,167000.0
213,17,02,1,7,1,2008,564,1,1.0,2.0,4.0,1.0,2.0,6.0,175000.0
215,01,39,1,1,11,2007,1,2,,,,,,,
215,01,39,2,3,7,2006,50,2,,,,,,,
215,03,07,1,7,2,2008,30,1,2.0,0.0,,1.0,0.0,,200000.0
215,03,07,2,7,7,2007,30,1,2.0,0.0,,1.0,0.0,,150000.0
215,05,11,1,7,2,2008,749,1,1.0,0.0,,1.0,0.0,,27616.0
215,05,23,1,7,2,2008,200,1,1.0,0.0,,1.0,6.0,0.0,15700.0
215,05,23,2,1,10,2007,3,1,1.0,6.0,0.0,1.0,0.0,,15000.0
215,05,23,3,1,11,2006,2,1,1.0,6.0,0.0,1.0,0.0,,10000.0
215,05,37,1,7,2,2008,1104,1,1.0,0.0,,1.0,0.0,,36000.0
215,05,47,1,1,2,2008,5,1,1.0,0.0,,1.0,0.0,,21200.0
215,05,47,2,2,10,2007,5,1,1.0,0.0,,1.0,0.0,,10000.0
215,07,17,1,5,1,2007,850,2,,,,,,,
215,07,17,2,6,8,2007,270,2,,,,,,,
215,07,27,1,3,7,2007,35,2,,,,,,,
215,07,27,2,5,2,2007,500,2,,,,,,,
215,09,11,1,3,8,2007,300,2,,,,,,,
215,09,11,2,6,10,2007,10,2,,,,,,,
215,09,21,1,1,10,2007,1,1,1.0,0.0,,1.0,0.0,,2000.0
215,09,25,1,1,5,2008,1,2,,,,,,,
215,09,25,2,1,7,2008,2,2,,,,,,,
215,09,31,1,5,10,2007,-1,1,1.0,0.0,,1.0,0.0,,5000.0
215,09,31,2,6,3,2006,-1,1,1.0,0.0,,1.0,6.0,0.0,4000.0
215,09,31,3,3,7,2005,-1,1,1.0,0.0,,1.0,0.0,,2000.0
215,11,13,1,5,3,2007,137,2,,,,,,,
215,11,29,1,1,11,2007,1,2,,,,,,,
215,11,29,2,3,7,2006,50,2,,,,,,,
215,13,09,1,6,1,2008,4,1,1.0,0.0,,1.0,0.0,,4000.0
215,13,09,2,5,2,2007,100,2,,,,,,,
215,13,27,1,7,2,2008,130,1,1.0,0.0,,1.0,0.0,,-1.0
215,13,41,1,1,4,2008,1,1,1.0,4.0,0.0,1.0,7.0,0.0,5700.0
215,13,41,2,5,5,2007,702,1,1.0,0.0,,1.0,0.0,,37000.0
215,13,51,1,1,5,2008,1,1,6.0,0.0,,1.0,0.0,,8000.0
215,13,51,2,3,9,2007,12,2,,,,,,,
215,13,59,1,1,9,2007,1,1,1.0,4.0,0.0,1.0,7.0,0.0,-1.0
215,13,59,2,5,2,2007,42,1,1.0,0.0,,1.0,7.0,0.0,-1.0
215,15,05,1,6,4,2008,1,1,1.0,0.0,,1.0,0.0,,3000.0
215,15,05,2,6,12,2006,45,2,,,,,,,
215,15,05,3,6,1,2006,150,2,,,,,,,
215,15,21,1,6,5,2008,1,1,1.0,0.0,,1.0,3.0,0.0,11000.0
215,15,21,2,4,5,2007,54,2,,,,,,,
215,15,27,1,6,4,2008,500,1,1.0,0.0,,1.0,0.0,,35000.0
215,15,37,1,6,4,2008,800,1,1.0,0.0,,1.0,0.0,,110000.0
215,15,37,2,4,6,2006,150,1,1.0,0.0,,1.0,0.0,,65000.0
215,15,37,3,6,12,2006,800,1,1.0,0.0,,1.0,0.0,,22000.0
215,15,41,1,6,4,2008,1557,1,1.0,0.0,,1.0,0.0,,64000.0
215,15,41,2,6,11,2006,450,2,,,,,,,
215,17,11,1,3,8,2008,1,1,1.0,0.0,,1.0,0.0,,2000.0
215,17,11,2,4,4,2006,3,1,2.0,0.0,,1.0,0.0,,500.0
215,17,17,1,7,1,2008,1250,1,1.0,0.0,,1.0,6.0,0.0,31000.0
215,17,17,2,5,8,2006,650,1,1.0,0.0,,1.0,0.0,,-1.0
215,17,17,3,6,3,2005,50,1,1.0,0.0,,1.0,3.0,0.0,61000.0
215,17,23,1,6,5,2008,1000,2,,,,,,,
215,17,23,2,6,7,2008,470,2,,,,,,,
215,17,23,3,5,4,2007,230,2,,,,,,,
215,17,23,4,6,5,2007,170,2,,,,,,,
215,17,23,5,6,7,2007,230,2,,,,,,,
215,17,27,1,3,5,2007,300,2,,,,,,,
215,17,27,2,3,7,2006,30,2,,,,,,,
215,17,33,1,6,3,2008,1980,2,,,,,,,
215,17,33,2,6,7,2008,2000,2,,,,,,,
215,17,33,3,7,1,2008,2100,2,,,,,,,
215,17,33,4,6,7,2007,1587,2,,,,,,,
215,17,33,5,6,3,2007,1400,2,,,,,,,
217,01,27,1,2,12,2007,15,2,,,,,,,
217,01,27,2,4,9,2007,25,2,,,,,,,
217,01,27,3,5,12,2006,158,2,,,,,,,
217,01,27,4,6,11,2006,256,2,,,,,,,
217,01,27,5,1,-1,-1,-1,2,,,,,,,
217,01,49,1,4,8,2005,27,1,1.0,2.0,0.0,1.0,2.0,0.0,20550.0
217,05,07,1,5,2,2007,1044,1,1.0,0.0,,1.0,0.0,,20000.0
217,05,07,2,5,7,2007,1044,1,1.0,0.0,,1.0,0.0,,15000.0
217,05,07,3,7,1,2007,1044,1,1.0,0.0,,1.0,6.0,0.0,25000.0
217,05,21,1,5,2,2007,592,1,1.0,0.0,,1.0,0.0,,12000.0
217,05,21,2,5,7,2007,592,1,1.0,0.0,,1.0,0.0,,7000.0
217,05,39,1,5,3,2008,956,1,1.0,0.0,,1.0,0.0,,12000.0
217,05,39,2,4,5,2008,42,1,1.0,2.0,4.0,1.0,0.0,,40000.0
217,05,39,3,5,10,2007,956,2,,,,,,,
217,05,39,4,5,4,2007,956,2,,,,,,,
217,05,39,5,5,11,2006,956,2,,,,,,,
217,05,53,1,5,2,2007,17,1,1.0,0.0,,1.0,0.0,,20000.0
217,05,53,2,5,7,2007,17,1,1.0,0.0,,1.0,0.0,,15000.0
217,05,53,3,7,1,2006,1,1,1.0,0.0,,1.0,0.0,,26000.0
217,07,09,1,1,10,2007,3,1,4.0,1.0,0.0,1.0,7.0,0.0,400.0
217,07,09,2,5,3,2007,594,2,,,,,,,
217,07,27,1,1,6,2008,1,1,4.0,0.0,,1.0,0.0,,2000.0
217,07,27,2,3,8,2008,35,1,1.0,0.0,,1.0,0.0,,6000.0
217,07,39,1,4,8,2006,3,2,,,,,,,
217,07,55,1,1,2,2008,1,1,1.0,0.0,,1.0,0.0,,200.0
217,07,55,2,4,7,2007,1,1,1.0,0.0,,1.0,0.0,,300.0
217,09,11,1,7,1,2008,-1,1,1.0,0.0,,1.0,0.0,,17812.0
217,09,11,2,3,8,2008,-1,2,,,,,,,
217,09,33,1,4,4,2008,30,2,,,,,,,
217,09,41,1,4,8,2007,210,2,,,,,,,
217,11,09,1,4,3,2008,648,1,1.0,3.0,0.0,1.0,2.0,5.0,340300.0
217,11,09,2,5,6,2006,400,2,,,,,,,
217,11,25,1,4,3,2008,55,1,1.0,0.0,,1.0,0.0,,4000.0
217,11,25,2,5,6,2007,50,2,,,,,,,
217,12,05,1,3,5,2007,1300,2,,,,,,,
217,12,05,2,4,6,2007,0,2,,,,,,,
217,12,05,3,4,8,2006,30,2,,,,,,,
217,12,05,4,3,8,2005,30,2,,,,,,,
217,12,13,1,4,6,2007,0,2,,,,,,,
217,12,13,2,6,5,2007,0,2,,,,,,,
217,12,13,3,4,8,2006,30,2,,,,,,,
217,12,13,4,3,8,2005,30,2,,,,,,,
217,12,19,1,6,5,2007,40,2,,,,,,,
217,12,19,2,4,6,2007,70,2,,,,,,,
217,12,19,3,4,8,2006,50,2,,,,,,,
217,12,19,4,3,8,2005,36,2,,,,,,,
217,12,29,1,3,8,2006,135,2,,,,,,,
217,12,29,2,6,7,2006,0,2,,,,,,,
217,12,33,1,6,8,2008,850,1,1.0,0.0,,1.0,0.0,,1116.0
217,13,09,1,3,4,2007,1,2,,,,,,,
217,13,09,2,1,10,2007,1,1,1.0,0.0,,1.0,0.0,,3000.0
217,13,37,1,3,8,2006,1020,2,,,,,,,
217,13,37,2,4,1,2006,540,2,,,,,,,
217,13,37,3,5,11,2006,1020,2,,,,,,,
217,13,37,4,6,3,2006,0,2,,,,,,,
217,13,45,1,3,7,2007,20,2,,,,,,,
217,13,45,2,3,5,2006,75,2,,,,,,,
217,15,07,1,7,2,2008,1420,2,,,,,,,
217,15,07,2,4,7,2007,14,1,1.0,0.0,,1.0,0.0,,1200.0
217,15,31,1,6,1,2008,40,1,1.0,4.0,6.0,3.0,6.0,1.0,10000.0
217,15,31,2,7,2,2008,700,1,1.0,4.0,6.0,6.0,3.0,2.0,5000.0
217,15,31,3,5,4,2007,300,2,,,,,,,
217,15,31,4,3,7,2005,200,1,1.0,4.0,3.0,2.0,1.0,4.0,2000.0
217,18,11,1,6,12,2005,25,1,1.0,0.0,,1.0,0.0,,7000.0
217,18,19,1,6,8,2006,30,2,,,,,,,
217,19,05,1,3,6,2008,84,2,,,,,,,
217,19,05,2,7,1,2008,292,1,1.0,0.0,,1.0,0.0,,20958.0
217,19,05,3,6,11,2007,352,2,,,,,,,
217,19,05,4,5,8,2006,460,2,,,,,,,
217,19,05,5,4,7,2006,14,2,,,,,,,
217,19,51,1,3,3,2008,30,2,,,,,,,
217,19,51,2,6,5,2008,614,2,,,,,,,
217,19,51,3,4,7,2007,350,1,1.0,5.0,4.0,1.0,2.0,3.0,-1.0
217,19,51,4,6,5,2006,590,2,,,,,,,
217,20,55,1,6,1,2008,350,2,,,,,,,
217,20,59,1,6,11,2007,300,2,,,,,,,
217,20,59,2,4,5,2007,7,1,1.0,0.0,,1.0,0.0,,3200.0
217,20,59,3,5,4,2006,55,1,1.0,0.0,,1.0,0.0,,1200.0
217,20,75,1,1,2,2007,3,1,1.0,0.0,,1.0,0.0,,7750.0
217,20,75,2,5,7,2007,140,1,1.0,0.0,,2.0,0.0,,19300.0
217,20,75,3,4,6,2007,5,1,1.0,0.0,,1.0,0.0,,6700.0
221,07,15,1,5,4,2006,1212,1,1.0,0.0,,2.0,0.0,,7560.0
221,07,23,1,5,4,2006,93,1,1.0,4.0,0.0,1.0,2.0,0.0,73.0
221,07,23,2,5,8,2005,870,2,,,,,,,
221,07,29,1,5,2,2006,725,2,,,,,,,
221,07,29,2,3,9,2006,1100,1,1.0,2.0,3.0,1.0,2.0,3.0,800.0
221,07,39,1,5,4,2006,238,1,1.0,0.0,,1.0,0.0,,100.0
221,07,47,1,6,11,2007,115,2,,,,,,,
221,07,47,2,5,3,2006,358,2,,,,,,,
221,07,47,3,3,9,2006,1050,1,1.0,2.0,4.0,1.0,2.0,6.0,1050.0
221,09,03,1,7,2,2008,650,1,1.0,0.0,,6.0,0.0,,325.0
221,09,13,1,6,4,2005,50,1,1.0,0.0,,1.0,0.0,,1500.0
221,09,39,1,6,4,2006,52,2,,,,,,,
221,09,45,1,6,4,2005,620,2,,,,,,,
221,11,41,1,3,8,2008,118,2,,,,,,,
221,13,29,1,4,4,2007,13,1,1.0,2.0,0.0,1.0,0.0,,5000.0
221,15,07,1,6,12,2007,650,2,,,,,,,
221,15,07,2,5,5,2007,810,2,,,,,,,
221,15,11,1,5,4,2007,1200,1,1.0,0.0,,6.0,0.0,,30000.0
221,15,11,2,5,5,2006,500,1,1.0,0.0,,1.0,0.0,,5000.0
221,15,25,1,6,5,2007,246,2,,,,,,,
221,15,25,2,5,4,2006,450,2,,,,,,,
221,15,31,1,4,7,2007,15,2,,,,,,,
221,15,31,2,5,9,2006,120,2,,,,,,,
221,15,41,1,6,5,2007,60,1,1.0,0.0,,1.0,0.0,,2000.0
221,15,51,1,6,4,2007,25,2,,,,,,,
221,15,51,2,5,4,2006,606,2,,,,,,,
221,17,17,1,6,11,2007,132,2,,,,,,,
221,17,17,2,5,5,2007,276,2,,,,,,,
221,17,17,3,4,10,2005,180,2,,,,,,,
221,17,23,1,6,10,2007,25,1,1.0,0.0,,1.0,0.0,,69000.0
221,17,29,1,6,11,2005,154,1,1.0,0.0,,1.0,0.0,,108747.0
221,17,29,2,6,7,2005,6,1,1.0,0.0,,1.0,0.0,,18000.0
221,19,09,1,6,11,2005,41,1,1.0,0.0,,1.0,0.0,,96903.0
221,19,09,2,6,12,2005,1,1,1.0,0.0,,1.0,0.0,,10200.0
221,19,25,1,4,8,2007,43,1,1.0,0.0,,1.0,0.0,,15000.0
225,03,23,1,5,3,2008,300,2,,,,,,,
225,03,23,2,5,3,2007,300,2,,,,,,,
225,03,23,3,5,3,2006,300,2,,,,,,,
225,03,23,4,7,2,2006,20,1,1.0,5.0,0.0,1.0,2.0,0.0,5200.0
225,05,15,1,5,-1,2007,-1,2,,,,,,,
225,05,15,2,1,-1,2006,12,1,1.0,0.0,,1.0,0.0,,-1.0
225,05,15,3,3,-1,2006,25,2,,,,,,,
225,07,07,1,5,3,2007,260,2,,,,,,,
225,12,03,1,5,11,2005,175,2,,,,,,,
225,17,11,1,4,9,2007,3,1,1.0,0.0,,1.0,0.0,,12500.0
225,21,05,1,6,4,2005,985,1,1.0,0.0,,1.0,0.0,,114557.0
225,21,13,1,6,3,2005,1419,1,1.0,0.0,,1.0,0.0,,103218.0
225,21,19,1,6,3,2006,0,1,1.0,0.0,,1.0,0.0,,212314.0
225,21,27,1,6,3,2005,-1,1,1.0,0.0,,1.0,0.0,,259842.0
225,21,33,1,7,1,2008,613,1,1.0,0.0,,1.0,0.0,,36136.0
225,21,33,2,6,3,2005,565,1,1.0,0.0,,1.0,0.0,,584334.0
225,21,39,1,6,4,2005,596,1,1.0,0.0,,1.0,0.0,,112386.0
301,05,13,1,4,4,2007,2,2,,,,,,,
301,05,13,2,4,4,2006,4,1,1.0,0.0,,2.0,0.0,,2200.0
301,05,15,1,1,4,2007,3,2,,,,,,,
301,05,15,2,1,4,2005,3,2,,,,,,,
301,07,17,1,1,2,2007,1,1,1.0,0.0,,1.0,0.0,,1000.0
301,07,17,2,1,4,2007,2,1,1.0,0.0,,1.0,0.0,,2000.0
301,07,25,1,6,3,2007,59,1,1.0,0.0,,1.0,0.0,,142000.0
301,07,25,2,5,11,2007,3,1,1.0,0.0,,1.0,0.0,,6000.0
301,07,29,1,6,1,2008,4,1,1.0,0.0,,1.0,0.0,,320.0
301,07,29,2,7,1,2008,135,1,1.0,0.0,,1.0,0.0,,10800.0
301,08,05,1,7,2,2008,480,1,1.0,0.0,,1.0,6.0,2.0,200000.0
301,08,09,1,3,8,2008,7,2,,,,,,,
301,08,09,2,7,2,2008,85,1,1.0,3.0,0.0,1.0,2.0,6.0,305000.0
301,08,15,1,7,2,2008,80,1,1.0,3.0,0.0,1.0,2.0,0.0,36000.0
301,08,15,2,1,3,2007,120,1,1.0,0.0,,3.0,0.0,,3000.0
301,08,15,3,2,2,2007,120,1,1.0,0.0,,3.0,0.0,,1600.0
301,08,15,4,6,6,2006,14,2,,,,,,,
301,08,21,1,7,2,2008,154,1,1.0,3.0,0.0,1.0,2.0,6.0,402000.0
301,08,27,1,7,2,2008,416,1,1.0,2.0,5.0,2.0,6.0,4.0,120000.0
301,08,27,2,4,3,2008,37,2,,,,,,,
301,08,27,3,6,4,2008,197,2,,,,,,,
301,08,27,4,3,6,2007,4,1,1.0,0.0,,1.0,0.0,,5000.0
301,08,27,5,5,9,2005,799,2,,,,,,,
301,09,25,1,1,3,2007,9,1,1.0,2.0,6.0,1.0,3.0,0.0,22500.0
301,09,25,2,6,11,2007,150,1,7.0,1.0,0.0,3.0,0.0,,13450.0
301,09,29,1,6,2,2008,188,1,1.0,2.0,4.0,1.0,2.0,0.0,214000.0
301,11,05,1,5,2,2008,391,1,1.0,0.0,,2.0,6.0,0.0,60000.0
301,11,05,2,6,1,2008,274,1,1.0,0.0,,2.0,6.0,0.0,150000.0
301,11,15,1,6,2,2008,150,1,1.0,0.0,,1.0,0.0,,120000.0
301,11,17,1,4,8,2007,250,2,,,,,,,
301,11,17,2,6,10,2007,300,1,1.0,0.0,,1.0,0.0,,200000.0
301,11,25,1,6,1,2008,173,1,1.0,4.0,0.0,1.0,2.0,6.0,538906.0
301,11,29,1,6,2,2008,345,1,1.0,0.0,,1.0,0.0,,225000.0
301,11,31,1,5,7,2007,450,2,,,,,,,
302,01,07,1,6,3,2008,30,1,1.0,0.0,,1.0,0.0,,3400.0
302,03,09,1,3,2,2008,202,2,,,,,,,
302,03,09,2,6,9,2007,350,2,,,,,,,
302,03,09,3,3,8,2006,103,1,1.0,0.0,,6.0,0.0,,3535.0
302,05,05,1,6,2,2008,17,1,1.0,0.0,,1.0,6.0,0.0,35000.0
302,05,09,1,6,5,2006,10,1,1.0,0.0,,3.0,0.0,,4000.0
302,07,13,1,4,4,2008,50,1,1.0,0.0,,1.0,0.0,,25600.0
302,07,13,2,5,1,2008,648,2,,,,,,,
302,07,13,3,6,8,2007,30,2,,,,,,,
302,07,17,1,4,4,2008,12,1,1.0,0.0,,1.0,0.0,,6800.0
302,07,17,2,5,1,2008,263,2,,,,,,,
302,07,19,1,7,4,2008,1413,1,1.0,0.0,,1.0,0.0,,628000.0
302,07,19,2,4,1,2008,12,1,1.0,0.0,,1.0,0.0,,5000.0
302,07,19,3,1,10,2007,1,1,2.0,0.0,,1.0,2.0,5.0,2500.0
302,07,19,4,2,3,2006,210,1,1.0,0.0,,3.0,0.0,,31500.0
302,09,11,1,6,10,2007,410,2,,,,,,,
302,09,11,2,3,7,2006,30,2,,,,,,,
302,09,15,1,7,1,2008,407,1,1.0,4.0,7.0,1.0,4.0,6.0,32800.0
302,09,15,2,6,6,2007,206,2,,,,,,,
302,09,15,3,6,4,2006,112,2,,,,,,,
302,09,21,1,7,1,2008,452,1,1.0,4.0,7.0,1.0,2.0,4.0,27680.0
302,09,21,2,6,6,2007,406,2,,,,,,,
302,09,21,3,6,4,2006,214,2,,,,,,,
302,09,29,1,7,1,2008,602,1,1.0,4.0,0.0,1.0,4.0,0.0,20600.0
302,09,29,2,6,6,2007,563,2,,,,,,,
302,09,29,3,6,4,2006,211,1,1.0,0.0,,3.0,0.0,,1500.0
302,11,05,1,7,2,2008,418,1,1.0,0.0,,1.0,0.0,,132000.0
302,11,09,1,6,2,2008,200,2,,,,,,,
302,11,09,2,1,3,2007,3,1,1.0,0.0,,2.0,3.0,4.0,10000.0
302,11,11,1,7,2,2008,85,1,1.0,0.0,,1.0,0.0,,170000.0
302,11,15,1,6,2,2008,858,2,,,,,,,
302,11,15,2,6,10,2007,946,1,1.0,0.0,,6.0,0.0,,6650.0
302,11,29,1,6,10,2007,80,2,,,,,,,
302,11,29,2,3,7,2006,20,1,1.0,0.0,,6.0,0.0,,3500.0
302,11,29,3,5,3,2006,120,2,,,,,,,
302,13,15,1,6,6,2005,100,1,1.0,0.0,,3.0,4.0,0.0,6700.0
302,13,21,1,7,10,2007,1,2,,,,,,,
302,13,21,2,6,7,2007,1500,2,,,,,,,
302,13,23,1,7,2,2008,1789,2,,,,,,,
302,13,23,2,4,5,2007,2,2,,,,,,,
302,13,23,3,6,4,2007,45,1,1.0,0.0,,1.0,0.0,,61000.0
302,13,23,4,1,4,2006,1,2,,,,,,,
302,13,23,5,1,5,2005,50,2,,,,,,,
302,13,31,1,7,2,2008,20,1,1.0,0.0,,1.0,0.0,,20000.0
302,13,31,2,6,7,2006,8,1,1.0,0.0,,1.0,0.0,,3000000.0
302,15,07,1,3,1,2008,3,2,,,,,,,
302,15,09,1,6,3,2007,128,2,,,,,,,
302,16,33,1,6,12,2005,22,2,,,,,,,
303,03,07,1,6,3,2007,1250,2,,,,,,,
303,03,07,2,4,5,2006,80,2,,,,,,,
303,03,07,3,3,4,2006,705,1,1.0,2.0,3.0,1.0,3.0,5.0,200000.0
303,05,03,1,7,3,2008,25,1,1.0,0.0,,6.0,0.0,,17100.0
303,05,03,2,4,7,2007,13,2,,,,,,,
303,05,03,3,3,6,2007,39,1,1.0,0.0,,6.0,0.0,,9600.0
303,05,03,4,1,2,2007,4,1,1.0,0.0,,1.0,0.0,,3000.0
303,05,13,1,6,3,2008,62,2,,,,,,,
303,05,13,2,7,2,2008,61,1,1.0,0.0,,1.0,0.0,,4500.0
303,05,13,3,3,6,2007,32,2,,,,,,,
303,05,13,4,1,5,2006,1,2,,,,,,,
303,05,13,5,4,4,2006,102,2,,,,,,,
303,05,29,1,7,1,2008,108,2,,,,,,,
303,05,29,2,6,10,2007,1161,2,,,,,,,
303,05,29,3,6,7,2006,100,2,,,,,,,
303,07,21,1,5,5,2008,100,2,,,,,,,
303,07,21,2,6,2,2008,400,2,,,,,,,
303,07,21,3,6,4,2007,325,2,,,,,,,
303,07,37,1,1,8,2007,300,1,9.0,0.0,,9.0,0.0,,-1.0
303,07,47,1,3,8,2008,300,2,,,,,,,
303,07,47,2,7,2,2008,4,1,1.0,0.0,,1.0,0.0,,7000.0
303,07,47,3,6,10,2007,800,2,,,,,,,
303,07,59,1,7,2,2008,42,1,1.0,0.0,,1.0,0.0,,71000.0
303,07,59,2,6,10,2007,600,2,,,,,,,
303,09,07,1,1,6,2007,1,1,1.0,2.0,4.0,1.0,2.0,4.0,-1.0
303,09,07,2,4,8,2006,40,1,1.0,2.0,4.0,1.0,2.0,6.0,-1.0
303,11,17,1,3,8,2007,1,1,7.0,0.0,,1.0,0.0,,5000.0
303,11,31,1,5,11,2007,-1,2,,,,,,,
303,11,47,1,7,2,2008,6,1,1.0,0.0,,1.0,0.0,,138400.0
303,11,47,2,4,9,2007,62,2,,,,,,,
303,11,47,3,3,9,2007,65,2,,,,,,,
303,13,23,1,3,9,2007,12,1,1.0,0.0,,1.0,4.0,5.0,15000.0
303,13,23,2,6,10,2006,220,1,1.0,0.0,,1.0,0.0,,5000.0
303,13,23,3,5,4,2005,2755,1,1.0,0.0,,6.0,0.0,,30000.0
303,13,33,1,3,7,2008,10,2,,,,,,,
303,13,33,2,6,5,2007,20,2,,,,,,,
303,13,33,3,5,4,2006,492,2,,,,,,,
303,15,03,1,3,7,2008,17,2,,,,,,,
303,15,03,2,3,9,2005,9,2,,,,,,,
303,15,17,1,7,2,2008,183,2,,,,,,,
303,15,25,1,6,12,2007,375,2,,,,,,,
303,15,25,2,3,7,2006,1000,2,,,,,,,
303,15,25,3,1,-1,2006,4,1,1.0,0.0,,1.0,0.0,,1500.0
303,15,33,1,7,12,2007,37,2,,,,,,,
303,15,33,2,1,3,2007,1,1,1.0,0.0,,1.0,0.0,,3000.0
303,15,47,1,1,4,2007,1,2,,,,,,,
303,15,47,2,6,8,2007,2000,2,,,,,,,
303,17,03,1,3,7,2007,1,1,1.0,0.0,,2.0,0.0,,750.0
303,17,17,1,4,7,2007,11,1,1.0,0.0,,1.0,2.0,0.0,51000.0
303,17,25,1,1,12,2007,1,2,,,,,,,
303,17,25,2,4,7,2007,24,2,,,,,,,
303,19,15,1,6,6,2008,400,2,,,,,,,
303,19,15,2,3,10,2007,43,1,1.0,4.0,0.0,2.0,4.0,1.0,100000.0
303,19,25,1,7,1,2008,93,2,,,,,,,
303,19,25,2,3,10,2007,41,1,1.0,4.0,0.0,2.0,1.0,0.0,5000.0
303,19,25,3,6,11,2006,33,1,1.0,0.0,,3.0,0.0,,-1.0
303,19,39,1,7,1,2008,200,2,,,,,,,
303,19,39,2,3,10,2007,86,1,1.0,0.0,,1.0,0.0,,1400.0
303,19,47,1,7,2,2008,22,1,1.0,0.0,,1.0,0.0,,32000.0
303,19,47,2,6,11,2006,35,2,,,,,,,
305,01,13,1,7,1,2008,37,1,1.0,0.0,,1.0,0.0,,53000.0
305,03,17,1,7,1,2008,139,1,1.0,0.0,,1.0,0.0,,55600.0
305,03,17,2,4,5,2007,5,1,4.0,1.0,0.0,1.0,2.0,0.0,16000.0
305,03,35,1,4,5,2007,34,1,1.0,4.0,6.0,1.0,2.0,4.0,100.0
305,05,15,1,3,10,2007,265,1,1.0,4.0,0.0,2.0,4.0,1.0,100000.0
305,05,33,1,1,-1,2005,3,1,1.0,7.0,0.0,1.0,2.0,4.0,5500.0
