tinh,huyen,xa,diaban,hoso,m4b22t,m4b22c19,m4b21c,m4b21tn,m4b22c,m4b22tn,m4b31a,m4b31b,m4b3t,m4b3c,m4b3tn,m4b41a,m4b41b,m4b4t,m4b4c,m4b41tn,m4b51a,m4b51b,m4b5t,m4b5c,m4b5tn,m4c1,m4ctt,m4ct,m4cct,m4cc,m4ctnt,m4ctn,m4d1tn,m4d2t
113,1,20.0,22,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,13323.0,0.0
113,1,20.0,22,14,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,19585.0,0.0
113,1,20.0,22,20,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,20640.0,2000.0
113,1,25.0,19,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,407.0,3000.0
113,1,25.0,19,19,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,2132.0,10000.0
113,1,25.0,19,20,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,13182.0,0.0
113,1,29.0,12,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0
113,1,29.0,12,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,41569.0,41569.0,33176.0,33176.0,8393.0,8393.0,19688.0,0.0
113,1,29.0,12,22,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,13956.0,13956.0,372.0,372.0,13584.0,13584.0,576.0,0.0
113,1,31.0,14,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,7269.0,0.0
113,1,31.0,14,14,0.0,2.0,3759.0,2916.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,12600.0,12600.0,1596.0,1596.0,11004.0,11004.0,134.0,8000.0
113,1,31.0,14,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,1343.0,0.0
113,1,33.0,9,13,0.0,2.0,531.0,161.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,52729.0,80000.0
113,1,33.0,9,14,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,5568.0,5568.0,204.0,204.0,5364.0,5364.0,26269.0,0.0
113,1,33.0,9,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0
113,1,43.0,2,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,25884.0,25884.0,3516.0,3516.0,22368.0,22368.0,22134.0,0.0
113,1,43.0,2,14,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,44688.0,44688.0,2532.0,2532.0,42156.0,42156.0,1880.0,0.0
113,1,43.0,2,19,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,5717.0,1300.0
113,3,9.0,8,14,0.0,1.0,2616.0,1077.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,6074.0,10000.0
113,3,9.0,8,15,0.0,1.0,30428.0,22322.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,29800.0,29800.0,15992.0,15992.0,13808.0,13808.0,833.0,0.0
113,3,9.0,8,20,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,2160.0,2160.0,960.0,960.0,1200.0,1200.0,4941.0,0.0
113,3,19.0,6,13,0.0,1.0,3840.0,3690.0,0.0,0.0,1,,5626.0,422.0,5204.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
113,3,19.0,6,14,0.0,1.0,544.0,1241.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
113,3,19.0,6,15,0.0,1.0,2734.0,1290.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0
113,3,25.0,11,13,0.0,1.0,4854.0,5330.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,1428.0,1428.0,224.0,224.0,1204.0,1204.0,169.0,0.0
113,3,25.0,11,14,0.0,2.0,1357.0,897.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,311.0,6500.0
113,3,25.0,11,15,0.0,2.0,1045.0,1424.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,3021.0,0.0
113,3,33.0,19,14,0.0,1.0,4662.0,2646.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,72198.0,72198.0,52564.0,52564.0,19634.0,19634.0,863.0,0.0
113,3,33.0,19,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0
113,3,33.0,19,19,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,10104.0,10104.0,4416.0,4416.0,5688.0,5688.0,4397.0,10000.0
113,5,3.0,7,13,0.0,1.0,560.0,1389.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,1421.0,511.0,910.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0
113,5,3.0,7,14,0.0,2.0,3659.0,1725.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,1500.0,390.0,1110.0,2,0.0,0.0,0.0,0.0,0.0,0.0,537.0,0.0
113,5,3.0,7,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,26724.0,26724.0,3060.0,3060.0,23664.0,23664.0,14497.0,0.0
113,5,15.0,10,13,0.0,1.0,1353.0,917.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,9047.0,5000.0
113,5,15.0,10,14,0.0,1.0,3018.0,1759.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0
113,5,15.0,10,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0
113,7,5.0,6,13,0.0,1.0,3998.0,1997.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,3341.0,0.0
113,7,5.0,6,14,0.0,2.0,4813.0,3786.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,30628.0,30628.0,20042.0,20042.0,10586.0,10586.0,7566.0,15000.0
113,7,5.0,6,15,0.0,1.0,3358.0,1547.0,0.0,0.0,1,,750.0,205.0,545.0,2,2.0,0.0,0.0,,1,,700.0,90.0,610.0,2,0.0,0.0,0.0,0.0,0.0,0.0,859.0,0.0
113,7,15.0,16,13,0.0,1.0,988.0,667.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0
113,7,15.0,16,14,0.0,1.0,3785.0,2187.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,8992.0,0.0
113,7,15.0,16,15,0.0,1.0,809.0,877.0,0.0,0.0,2,2.0,0.0,0.0,0.0,1,,350.0,50.0,300.0,1,,510.0,286.0,224.0,2,0.0,0.0,0.0,0.0,0.0,0.0,294.0,5750.0
113,7,23.0,12,13,0.0,2.0,4338.0,2631.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,3623.0,5000.0
113,7,23.0,12,14,0.0,1.0,1772.0,3116.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,625.0,70.0,555.0,2,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0
113,7,23.0,12,15,0.0,3.0,5224.0,3025.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,66680.0,66680.0,50016.0,50016.0,16664.0,16664.0,5000.0,12000.0
113,7,31.0,12,13,0.0,2.0,1219.0,1673.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,38200.0,38200.0,13430.0,13430.0,24770.0,24770.0,252.0,0.0
113,7,31.0,12,14,0.0,5.0,248.0,103.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,1527.0,0.0
113,7,31.0,12,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,3149.0,0.0
113,7,41.0,11,13,0.0,4.0,23228.0,14419.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0
113,7,41.0,11,14,0.0,4.0,7133.0,3864.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,3240.0,1840.0,1400.0,1,10913.0,10913.0,5502.0,5502.0,5411.0,5411.0,73.0,30000.0
113,7,41.0,11,15,0.0,5.0,1349.0,455.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,5243.0,0.0
113,7,47.0,8,13,0.0,5.0,908.0,409.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,3000.0,2100.0,900.0,2,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0
113,7,47.0,8,14,0.0,5.0,631.0,341.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,35640.0,35640.0,14544.0,14544.0,21096.0,21096.0,48531.0,100000.0
113,7,47.0,8,15,0.0,1.0,2875.0,1575.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,720.0,300.0,420.0,2,0.0,0.0,0.0,0.0,0.0,0.0,10715.0,0.0
113,7,53.0,19,13,0.0,3.0,781.0,456.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,1264.0,1264.0,420.0,420.0,844.0,844.0,119.0,0.0
113,7,53.0,19,14,0.0,1.0,425.0,558.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,995.0,0.0
113,7,53.0,19,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,2703.0,0.0
113,7,59.0,10,13,0.0,1.0,3327.0,1382.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0
113,7,59.0,10,14,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,32564.0,0.0
113,7,59.0,10,15,0.0,1.0,4186.0,2615.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,921.0,0.0
113,9,1.0,20,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,17955.0,17955.0,5725.0,5725.0,12230.0,12230.0,339.0,0.0
113,9,1.0,20,14,0.0,1.0,649.0,357.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,21440.0,21440.0,14633.0,14633.0,6807.0,6807.0,1611.0,25000.0
113,9,1.0,20,15,0.0,1.0,1130.0,725.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0
113,9,7.0,26,13,0.0,1.0,1508.0,1685.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0
113,9,7.0,26,14,0.0,3.0,1117.0,739.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,2195.0,0.0
113,9,7.0,26,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,4533.0,0.0
113,9,13.0,4,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,324790.0,324790.0,190030.0,190030.0,134760.0,134760.0,612.0,20000.0
113,9,13.0,4,14,0.0,1.0,889.0,357.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,34380.0,34380.0,17703.0,17703.0,16677.0,16677.0,161.0,135000.0
113,9,13.0,4,19,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,3454.0,0.0
113,9,19.0,13,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,0.0
113,9,19.0,13,14,0.0,1.0,7808.0,5319.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,1120.0,540.0,580.0,2,0.0,0.0,0.0,0.0,0.0,0.0,4981.0,6000.0
113,9,19.0,13,20,0.0,2.0,297.0,468.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,12900.0,12900.0,6870.0,6870.0,6030.0,6030.0,381.0,0.0
113,9,23.0,29,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,16617.0,0.0
113,9,23.0,29,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,913398.0,913398.0,801180.0,801180.0,112218.0,112218.0,1130.0,50000.0
113,9,23.0,29,20,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,292970.0,292970.0,224750.0,224750.0,68220.0,68220.0,358.0,0.0
113,9,29.0,32,13,0.0,1.0,32145.0,19415.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,126356.0,126356.0,77438.0,77438.0,48918.0,48918.0,7106.0,150000.0
113,9,29.0,32,14,0.0,1.0,1176.0,865.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,0.0
113,9,29.0,32,15,0.0,1.0,3265.0,2159.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,5055.0,5055.0,265.0,265.0,4790.0,4790.0,622.0,900.0
113,9,35.0,20,13,0.0,1.0,714.0,443.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,242.0,4000.0
113,9,35.0,20,14,0.0,3.0,557.0,474.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,240.0,100.0,140.0,1,10509.0,10509.0,1583.0,1583.0,8926.0,8926.0,2363.0,10000.0
113,9,35.0,20,15,0.0,1.0,5347.0,4852.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,17773.0,17773.0,2517.0,2517.0,15256.0,15256.0,848.0,0.0
113,11,3.0,21,13,0.0,1.0,4654.0,2977.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,7524.0,0.0
113,11,3.0,21,14,0.0,1.0,2070.0,1263.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0
113,11,3.0,21,15,0.0,1.0,1490.0,5724.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,3403.0,0.0
113,11,5.0,20,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,1336.0,1336.0,168.0,168.0,1168.0,1168.0,91.0,0.0
113,11,5.0,20,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,5730.0,5730.0,990.0,990.0,4740.0,4740.0,5650.0,0.0
113,11,5.0,20,19,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,2661.0,0.0
113,11,11.0,8,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,1,17300.0,17300.0,1940.0,1940.0,15360.0,15360.0,6966.0,21600.0
113,11,11.0,8,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,600.0,190.0,410.0,2,0.0,0.0,0.0,0.0,0.0,0.0,10275.0,0.0
113,11,11.0,8,19,0.0,1.0,4315.0,6187.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,900.0,270.0,630.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,3000.0
113,11,17.0,12,13,0.0,1.0,22328.0,7940.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,2500.0,420.0,2080.0,1,4640.0,4640.0,210.0,210.0,4430.0,4430.0,5950.0,20000.0
113,11,17.0,12,14,0.0,2.0,226.0,522.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,18981.0,17000.0
113,11,17.0,12,15,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,2749.0,0.0
113,11,25.0,3,13,0.0,1.0,128820.0,40337.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,800.0,500.0,300.0,1,58647.0,58647.0,27290.0,27290.0,31357.0,31357.0,18.0,150000.0
113,11,25.0,3,14,0.0,5.0,421.0,141.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,300.0,160.0,140.0,2,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0
113,11,25.0,3,15,0.0,2.0,507.0,205.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,300.0,80.0,220.0,1,18000.0,18000.0,3200.0,3200.0,14800.0,14800.0,54.0,0.0
113,11,35.0,12,13,0.0,1.0,6500.0,2507.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,4100.0,1330.0,2770.0,2,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5000.0
113,11,35.0,12,14,0.0,1.0,10969.0,5160.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,400.0,120.0,280.0,2,0.0,0.0,0.0,0.0,0.0,0.0,11915.0,20000.0
113,11,35.0,12,15,0.0,1.0,4726.0,4641.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,760.0,215.0,545.0,1,7640.0,7640.0,1020.0,1020.0,6620.0,6620.0,15339.0,0.0
113,11,37.0,15,13,0.0,1.0,1427.0,661.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,400.0,130.0,270.0,2,0.0,0.0,0.0,0.0,0.0,0.0,3743.0,0.0
113,11,37.0,15,14,0.0,1.0,2843.0,1375.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,500.0,170.0,330.0,2,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0
113,11,37.0,15,15,0.0,4.0,51505.0,33035.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,1870.0,561.0,1309.0,2,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5000.0
113,13,1.0,7,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,100.0,50.0,50.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5897.0,0.0
113,13,1.0,7,14,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,5654.0,0.0
113,13,1.0,7,20,0.0,2.0,821.0,1981.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,20761.0,0.0
113,13,11.0,9,13,0.0,1.0,22865.0,7171.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,300.0,150.0,150.0,1,22093.0,14401.0,6276.0,3258.0,15817.0,11143.0,1775.0,3000.0
113,13,11.0,9,14,0.0,1.0,39528.0,25074.0,0.0,0.0,1,,15564.0,6954.0,8610.0,2,2.0,0.0,0.0,,1,,600.0,350.0,250.0,1,22736.0,22736.0,1884.0,1884.0,20852.0,20852.0,1883.0,0.0
113,13,11.0,9,15,0.0,3.0,5725.0,6761.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,0.0
113,13,15.0,3,14,0.0,4.0,231017.0,88601.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,560.0,250.0,310.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,0.0
113,13,15.0,3,15,0.0,4.0,434240.0,60865.0,0.0,0.0,1,,10380.0,2551.0,7829.0,2,2.0,0.0,0.0,,1,,8000.0,1200.0,6800.0,2,0.0,0.0,0.0,0.0,0.0,0.0,522.0,100000.0
113,13,15.0,3,20,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,9668.0,0.0
113,13,23.0,5,13,0.0,,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,6863.0,0.0
113,13,23.0,5,15,0.0,4.0,178333.0,31426.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,1,,600.0,250.0,350.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2087.0,0.0
113,13,23.0,5,19,0.0,5.0,520.0,823.0,0.0,0.0,2,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,,2,2.0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,4028.0,0.0
