tinh,huyen,xa,diaban,hoso,m4d1c2_01,m4d1c2_02,m4d1c2_03,m4d1c2_04,m4d1c2_05,m4d1c2_06,m4d1c2_07,m4d1c2_08,m4d1c2_09,m4d1c2_10,m4d1c2_11,m4d1c2_12,m4d2c2_1,m4d2c2_2,m4d2c2_3,m4d2c2_4,m4d2c2_5
101,6,21.0,13,14,0.0,4620.0,17798.0,0.0,0.0,8760.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,6,21.0,13,15,0.0,3696.0,13307.0,0.0,0.0,0.0,0.0,0.0,1756.0,0.0,0.0,0.0,0,0,0,0,0
101,6,25.0,5,13,0.0,6469.0,0.0,0.0,0.0,13307.0,0.0,0.0,1848.0,0.0,0.0,0.0,0,0,0,0,0
101,6,25.0,5,14,0.0,3511.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.0,0.0,0.0,0.0,0,0,7000,0,0
101,6,25.0,5,15,0.0,11411.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.0,0.0,0.0,0.0,0,0,12000,0,0
101,6,27.0,5,13,0.0,9470.0,65911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,6,27.0,5,14,0.0,2633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,6,27.0,5,15,0.0,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,3.0,19,13,0.0,3410.0,50229.0,0.0,0.0,0.0,0.0,0.0,0.0,22728.0,0.0,0.0,0,0,0,0,0
101,7,3.0,19,14,0.0,4158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,3.0,19,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,11.0,15,13,0.0,26516.0,34092.0,0.0,0.0,22458.0,0.0,0.0,2841.0,0.0,0.0,0.0,0,0,0,0,0
101,7,11.0,15,14,0.0,18434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,11.0,15,15,0.0,78601.0,43183.0,0.0,0.0,0.0,0.0,0.0,9470.0,0.0,0.0,0.0,0,0,0,0,0
101,7,15.0,13,15,0.0,878.0,14747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,15.0,13,19,0.0,4735.0,66290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,15.0,13,20,0.0,25001.0,10228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,19.0,25,13,0.0,2587.0,22178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,19.0,25,15,0.0,2310.0,28831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,19.0,25,20,0.0,3142.0,23287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20000,27600
101,7,21.0,16,13,0.0,2772.0,13307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49423.0,0,0,0,10000,0
101,7,21.0,16,15,0.0,16633.0,13307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,21.0,16,20,0.0,462.0,13861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,27.0,3,13,0.0,2194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,27.0,3,14,0.0,11089.0,19773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,27.0,3,15,0.0,3511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,7,33.0,21,15,15152.0,1894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,300000,50000,0
101,7,33.0,21,20,0.0,2367.0,9588.0,0.0,0.0,0.0,0.0,0.0,3125.0,0.0,0.0,0.0,0,0,0,10000,0
101,7,33.0,21,24,0.0,3840.0,0.0,0.0,10242.0,0.0,0.0,0.0,10669.0,0.0,0.0,0.0,0,0,40000,0,0
101,7,37.0,15,13,0.0,21024.0,13637.0,0.0,0.0,0.0,0.0,0.0,4261.0,0.0,0.0,0.0,0,0,0,0,0
101,7,37.0,15,14,9470.0,1894.0,51820.0,0.0,0.0,0.0,0.0,0.0,3977.0,0.0,0.0,0.0,0,0,0,0,0
101,7,37.0,15,15,0.0,5360.0,14970.0,0.0,0.0,0.0,0.0,0.0,4158.0,0.0,0.0,0.0,0,0,0,0,0
101,8,3.0,7,13,0.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,3.0,7,14,0.0,1755.0,7058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,3.0,7,15,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0,0,0,0,0
101,8,5.0,16,13,0.0,1848.0,28092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23000,0,0
101,8,5.0,16,14,0.0,4620.0,16633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,5.0,16,15,0.0,2194.0,13764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,7.0,18,14,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,7.0,18,19,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,8317.0,0.0,0.0,0.0,0,0,0,0,0
101,8,7.0,18,20,0.0,34376.0,16633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,15.0,27,14,0.0,4389.0,10533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,15.0,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,15.0,27,20,0.0,3696.0,22178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,19.0,22,14,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,19406.0,0.0,0.0,0.0,0,0,0,0,0
101,8,19.0,22,15,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,13307.0,0.0,0.0,0.0,0,0,0,0,0
101,8,19.0,22,20,11089.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,25.0,6,14,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,25.0,6,15,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,25.0,6,19,0.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,27.0,16,13,0.0,2265.0,13694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,27.0,16,14,0.0,2367.0,9694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,8,27.0,16,15,0.0,6913.0,25001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42615.0,0,0,0,0,0
101,9,3.0,23,13,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,3.0,23,14,0.0,2033.0,35115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,3.0,23,15,0.0,2310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,5.0,8,14,0.0,3334.0,32956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,5.0,8,15,0.0,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,960
101,9,5.0,8,24,0.0,5544.0,24396.0,0.0,0.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,11.0,35,13,0.0,2310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,11.0,35,14,0.0,7762.0,29940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,11.0,35,20,0.0,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,15.0,15,13,0.0,4735.0,55684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,15.0,15,15,0.0,8883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,15.0,15,19,0.0,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,19.0,26,13,0.0,1848.0,8871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25000,0,0
101,9,19.0,26,14,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,4735.0,0.0,0.0,0.0,0,0,0,0,0
101,9,19.0,26,15,0.0,2633.0,11587.0,0.0,0.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0,0,0,0,0
101,9,23.0,11,14,0.0,176.0,21067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,23.0,11,15,0.0,1317.0,0.0,0.0,0.0,0.0,0.0,0.0,3687.0,0.0,0.0,0.0,0,0,0,0,0
101,9,23.0,11,24,0.0,1386.0,16079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,31.0,10,13,0.0,6931.0,21069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,0,0,0,0,0
101,9,31.0,10,14,0.0,12168.0,0.0,0.0,0.0,0.0,0.0,0.0,6345.0,0.0,0.0,0.0,0,0,0,0,0
101,9,31.0,10,15,0.0,8106.0,53411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0,0,0,0,0
101,9,33.0,10,19,0.0,14205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,33.0,10,20,0.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,33.0,10,24,0.0,1848.0,12198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,35.0,24,13,0.0,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12000,0,0
101,9,35.0,24,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,35.0,24,20,0.0,3234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,39.0,17,19,0.0,702.0,15800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,39.0,17,20,0.0,924.0,45280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,9,39.0,17,24,0.0,2310.0,45742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,1.0,10,13,0.0,3234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,1.0,10,14,0.0,5082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,1.0,10,15,0.0,2310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,3.0,17,13,0.0,4735.0,0.0,0.0,0.0,0.0,0.0,0.0,9470.0,0.0,0.0,0.0,0,0,0,0,0
101,11,3.0,17,15,20834.0,9470.0,0.0,0.0,0.0,0.0,0.0,0.0,71025.0,0.0,0.0,0.0,0,0,0,0,0
101,11,3.0,17,24,0.0,739.0,0.0,0.0,0.0,9980.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,5.0,24,14,0.0,0.0,6432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,5.0,24,15,0.0,16633.0,21069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,5.0,24,19,0.0,1848.0,44356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5400,0,0,0
101,11,17.0,33,13,0.0,4620.0,0.0,0.0,0.0,0.0,0.0,0.0,7393.0,0.0,0.0,0.0,0,0,15000,0,360
101,11,17.0,33,14,0.0,16099.0,0.0,0.0,0.0,0.0,0.0,0.0,14205.0,0.0,0.0,0.0,0,0,0,0,0
101,11,17.0,33,15,0.0,5681.0,49433.0,0.0,0.0,0.0,0.0,0.0,7576.0,0.0,0.0,0.0,0,0,0,0,0
101,11,21.0,9,13,0.0,4735.0,53411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,21.0,9,14,0.0,17556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,11,21.0,9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,13,1.0,13,13,0.0,16633.0,12531.0,0.0,0.0,0.0,0.0,0.0,1802.0,0.0,0.0,33267.0,0,0,28000,14000,0
101,13,1.0,13,14,0.0,3314.0,18751.0,0.0,0.0,0.0,0.0,0.0,7103.0,0.0,0.0,0.0,0,0,0,0,0
101,13,1.0,13,20,0.0,21781.0,52047.0,0.0,0.0,0.0,0.0,0.0,10796.0,0.0,0.0,0.0,0,0,0,0,0
101,13,5.0,19,13,56820.0,1894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,13,5.0,19,15,0.0,878.0,53808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,13,5.0,19,20,0.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,13,7.0,15,14,0.0,17045.0,0.0,0.0,0.0,0.0,0.0,0.0,42615.0,0.0,0.0,0.0,1400000,0,0,0,0
101,13,7.0,15,19,0.0,13861.0,0.0,0.0,0.0,0.0,0.0,0.0,4158.0,0.0,0.0,0.0,0,0,2500,0,0
101,13,7.0,15,24,0.0,4261.0,0.0,0.0,0.0,0.0,0.0,0.0,19887.0,0.0,0.0,0.0,0,0,0,0,0
101,13,13.0,10,13,0.0,0.0,0.0,8871.0,0.0,0.0,0.0,0.0,2310.0,0.0,0.0,0.0,0,0,0,0,0
101,13,13.0,10,14,0.0,0.0,50001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,13,13.0,10,15,0.0,0.0,56820.0,0.0,0.0,0.0,0.0,0.0,41194.0,0.0,0.0,0.0,0,0,180000,0,70000
101,15,3.0,3,13,0.0,256.0,24063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,0,0,0,0,0
101,15,3.0,3,14,0.0,584.0,10912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000,0
101,15,3.0,3,15,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,9.0,11,14,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,9.0,11,15,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,9.0,11,20,0.0,369.0,3929.0,0.0,0.0,4015.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12000,0
101,15,19.0,13,13,0.0,1537.0,10867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,300000,0,0
101,15,19.0,13,19,0.0,1892.0,0.0,0.0,0.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5000,0
101,15,19.0,13,20,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7000,0
101,15,33.0,15,14,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,33.0,15,20,0.0,8752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,33.0,15,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,39.0,12,13,0.0,308.0,0.0,0.0,0.0,1165.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,20000,0,0
101,15,39.0,12,14,0.0,544.0,0.0,0.0,0.0,4329.0,179.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,39.0,12,15,0.0,369.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,51.0,13,13,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,51.0,13,14,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
101,15,51.0,13,15,0.0,20996.0,50911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200000,100000,0,0
101,17,13.0,2,13,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3500,0,200
101,17,13.0,2,14,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0,0,1000,0,4150
101,17,13.0,2,15,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0,0,0,0,600
101,17,27.0,7,13,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000,0,47000,60000,12000
101,17,27.0,7,14,0.0,4865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,0,70000,20000,30000
