tinh,huyen,xa,diaban,hoso,m4d1c2_01,m4d1c2_02,m4d1c2_03,m4d1c2_04,m4d1c2_05,m4d1c2_06,m4d1c2_07,m4d1c2_08,m4d1c2_09,m4d1c2_10,m4d1c2_11,m4d1c2_12,m4d2c2_1,m4d2c2_2,m4d2c2_3,m4d2c2_4,m4d2c2_5
203,3,37.0,12,14,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,3,37.0,12,15,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,4,7.0,4,13,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0,0,0,0
203,4,7.0,4,14,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
203,4,7.0,4,15,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0,0,0,0,0
203,4,9.0,3,13,0.0,3325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000,0,0,0,0
203,4,9.0,3,15,0.0,5584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600,0,0,0,0
203,4,9.0,3,19,0.0,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500,0,0,0,0
203,4,11.0,2,13,0.0,118.0,0.0,0.0,0.0,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0
203,4,11.0,2,14,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,4,11.0,2,19,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,5,17.0,6,13,0.0,255.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,5,17.0,6,14,0.0,172.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,23.0,0,0,0,5000,0
203,5,17.0,6,15,0.0,7596.0,11103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,0,20000,0
203,5,29.0,4,13,0.0,0.0,8898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3900,0,0,0,0
203,5,29.0,4,14,0.0,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6000,0,0,10000,0
203,5,29.0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5000,0,0,0,0
203,7,2.0,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,6700,0,0,0,0
203,7,2.0,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,6300,0,0,3000,0
203,7,2.0,6,19,0.0,9650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,3500,0
203,9,5.0,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,9,5.0,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,300,0,0,0,0
203,9,5.0,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1800,0,0,6500,0
203,11,1.0,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23526.0,0,0,0,0,0
203,11,1.0,8,14,0.0,0.0,18662.0,9331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,0,30000,0
203,11,1.0,8,15,0.0,0.0,26956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,0,0,0
203,11,9.0,9,13,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,10000,0
203,11,9.0,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,11,9.0,9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,11,17.0,1,14,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,11,17.0,1,15,0.0,52.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,11,17.0,1,19,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,5000,0
203,11,29.0,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,11,29.0,4,14,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,11,29.0,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,13,1.0,5,13,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,0,30000,0
203,13,1.0,5,14,0.0,4903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0,0,0,0,0
203,13,1.0,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,0,0,0
203,13,17.0,1,13,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,23.0,6000,0,0,6000,0
203,13,17.0,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6500,0,0,5000,0
203,13,17.0,1,15,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,23.0,0,0,0,0,0
203,13,31.0,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,13,31.0,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2900,0,0,0,1000
203,13,31.0,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1000
203,15,3.0,1,13,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,5000,0
203,15,3.0,1,14,0.0,0.0,0.0,0.0,0.0,4812.0,0.0,0.0,0.0,0.0,0.0,22.0,5000,0,0,0,0
203,15,3.0,1,15,0.0,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7000,0,0,0,0
203,15,11.0,14,13,0.0,12762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,4900,0,0,20000,0
203,15,11.0,14,14,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,3000,30000,0
203,15,11.0,14,15,0.0,3504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,7000,0
203,15,15.0,4,13,0.0,27658.0,0.0,13877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,0,0,0
203,15,15.0,4,14,0.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,4900,0,0,0,0
203,15,15.0,4,15,0.0,79.0,23855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6000,0,0,10000,0
203,15,31.0,11,13,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3155.0,0.0,0.0,23.0,8000,0,0,0,100000
203,15,31.0,11,14,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1300,0,0,0,0
203,15,31.0,11,15,0.0,2532.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,18.0,0,0,30000,0,0
203,15,39.0,1,13,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4000,0,0,12000,0
203,15,39.0,1,14,0.0,14231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,0,20000,0
203,15,39.0,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4700,0,0,0,0
203,17,15.0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,5000,0
203,17,15.0,2,14,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,15000,0
203,17,15.0,2,15,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5800,0,0,0,0
203,17,27.0,6,13,0.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,0,0,0,0,0
203,17,27.0,6,14,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,17,27.0,6,15,0.0,1651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,20000,0
203,17,35.0,5,13,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,17,35.0,5,14,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,23.0,9500,0,0,0,0
203,17,35.0,5,15,0.0,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3000,0,0,0,0
203,19,5.0,4,13,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0,0,0,0,0
203,19,5.0,4,14,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000,0
203,19,5.0,4,15,1465.0,20213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,2300,0,0,0,0
203,19,15.0,3,13,0.0,52.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,8000,0
203,19,15.0,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0
203,19,15.0,3,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,1500,0
203,21,21.0,5,13,0.0,7290.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,0.0,23.0,6700,0,0,10000,0
203,21,21.0,5,14,0.0,388.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,22.0,0,0,0,700,0
203,21,21.0,5,15,0.0,132.0,12312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,8000,0
205,1,3.0,1,13,0.0,194.0,16291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,1,3.0,1,14,0.0,970.0,30254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,1,3.0,1,15,0.0,194.0,16291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,1,7.0,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,150000,0
205,1,7.0,8,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15515.0,0.0,0.0,0.0,350000,0,0,0,0
205,1,7.0,8,15,0.0,0.0,27927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,1,9.0,10,13,0.0,5041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0
205,1,9.0,10,14,0.0,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40000,0
205,1,9.0,10,15,0.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41697.0,0,0,0,0,0
205,1,13.0,15,13,0.0,1454.0,0.0,0.0,0.0,6313.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,1,13.0,15,19,0.0,1939.0,0.0,0.0,0.0,0.0,0.0,0.0,9726.0,0.0,0.0,0.0,30000,0,0,0,0
205,1,13.0,15,20,0.0,9697.0,0.0,0.0,0.0,0.0,0.0,0.0,5848.0,0.0,0.0,0.0,0,15500,10000,0,0
205,1,19.0,4,13,0.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,0,0,0,0,0
205,1,19.0,4,14,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,1,19.0,4,19,0.0,284.0,12218.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.0,0.0,0.0,0,0,23000,13000,10000
205,1,27.0,11,13,0.0,0.0,31244.0,0.0,0.0,0.0,0.0,0.0,14662.0,0.0,0.0,0.0,0,0,0,0,0
205,1,27.0,11,14,0.0,951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,500,0
205,1,27.0,11,15,0.0,8242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,7400,0,0,0,0
205,5,1.0,8,13,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,5,1.0,8,14,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12000,0
205,5,1.0,8,15,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,5,17.0,2,13,0.0,5256.0,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13000,0
205,5,17.0,2,14,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4000,0
205,5,17.0,2,15,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,5,31.0,6,13,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,5,31.0,6,14,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,5,31.0,6,15,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15000,0
205,7,15.0,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,7,15.0,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,7,15.0,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,7,31.0,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,7,31.0,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,7,31.0,3,15,0.0,0.0,0.0,0.0,0.0,1278.0,0.0,0.0,0.0,0.0,0.0,355.0,0,0,0,0,0
205,8,3.0,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,8,3.0,3,14,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5000,0
205,8,3.0,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,8,23.0,3,13,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5000,0
205,8,23.0,3,14,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5000,0
205,8,23.0,3,15,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,9,51.0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,9,51.0,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8000,0
205,9,51.0,2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5000,0
205,9,65.0,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5000,0
205,9,65.0,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10000,0
205,9,65.0,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10000,0
205,11,1.0,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,1.0,10,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,1.0,10,19,0.0,0.0,0.0,10576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20000,0
205,11,3.0,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55000,0,0
205,11,3.0,15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,3.0,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1500,0
205,11,11.0,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0,0
205,11,11.0,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,11.0,7,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,280,0
205,11,15.0,22,13,1217.0,0.0,7242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,15.0,22,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,15.0,22,15,475.0,0.0,8629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,19.0,9,13,0.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10000,0
205,11,19.0,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,19.0,9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13000,0
205,11,23.0,7,13,0.0,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,23.0,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,11,23.0,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,13,1.0,10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,13,1.0,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,50000,0
205,13,1.0,10,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24243.0,0,0,0,100000,0
205,13,11.0,16,13,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1200,0
205,13,11.0,16,14,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,13,11.0,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,13,29.0,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,13,29.0,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,13,29.0,4,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,15,11.0,2,13,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,15,11.0,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,15,11.0,2,15,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,15,27.0,1,14,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,15,27.0,1,15,0.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,15,27.0,1,19,0.0,2274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,5.0,11,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,5.0,11,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,5.0,11,15,0.0,1070.0,0.0,0.0,0.0,10649.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,17.0,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,17.0,4,14,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2500,0
205,19,17.0,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,33.0,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,33.0,7,14,0.0,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,33.0,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,43.0,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,43.0,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
205,19,43.0,3,15,0.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20000,0
207,1,3.0,8,13,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,3.0,8,14,0.0,295.0,16986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,3.0,8,15,0.0,2209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,5.0,9,13,0.0,0.0,21207.0,0.0,0.0,0.0,0.0,0.0,5302.0,0.0,0.0,0.0,350000,0,0,0,0
207,1,5.0,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,5.0,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10000,0
207,1,11.0,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,11.0,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2963.0,0,0,0,0,0
207,1,11.0,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0,0,0,0
207,1,13.0,5,13,0.0,1488.0,0.0,0.0,0.0,0.0,0.0,0.0,2667.0,0.0,0.0,0.0,0,0,0,0,0
207,1,13.0,5,14,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,13.0,5,15,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,15.0,7,13,0.0,2282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,15.0,7,14,0.0,744.0,17063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1,15.0,7,15,0.0,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,14000
207,3,3.0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,3,3.0,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,3,3.0,2,15,21134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,3,7.0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0,0,0,0,0
207,3,7.0,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15000,0
207,3,7.0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,3,25.0,6,13,0.0,0.0,0.0,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000,0,0,31000,0
207,3,25.0,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0,0,0,0
207,3,25.0,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6000,0
207,4,5.0,18,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1500
207,4,5.0,18,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0,0,0,0,0
207,4,5.0,18,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
