tinh,huyen,xa,diaban,hoso,m4b17ma,m4b17c2,m4b17c3,m4b17c4,m4b17c5,m4b17c6
107,3,3.0,6,13,1.0,10.0,20.0,0.0,27.0,57.0
107,3,3.0,6,19,1.0,10.0,0.0,0.0,50.0,60.0
107,3,3.0,6,19,2.0,50.0,0.0,30.0,0.0,80.0
107,3,3.0,6,19,3.0,10.0,0.0,10.0,40.0,60.0
107,3,3.0,6,24,1.0,24.0,18.0,52.0,0.0,94.0
107,3,3.0,6,24,2.0,50.0,30.0,70.0,0.0,150.0
107,3,3.0,6,24,4.0,0.0,0.0,50.0,250.0,300.0
107,3,7.0,4,13,3.0,72.0,0.0,0.0,0.0,72.0
107,3,7.0,4,13,4.0,240.0,20.0,0.0,200.0,460.0
107,3,7.0,4,13,1.0,120.0,14.0,0.0,0.0,134.0
107,3,7.0,4,14,1.0,65.0,10.0,5.0,0.0,80.0
107,3,7.0,4,14,3.0,50.0,0.0,0.0,0.0,50.0
107,3,7.0,4,14,4.0,100.0,15.0,15.0,0.0,130.0
107,3,7.0,4,15,1.0,97.0,0.0,0.0,0.0,97.0
107,3,7.0,4,15,4.0,194.0,30.0,0.0,30.0,254.0
107,3,7.0,4,15,3.0,58.0,0.0,0.0,0.0,58.0
107,3,15.0,13,14,4.0,90.0,48.0,0.0,100.0,238.0
107,3,15.0,13,14,3.0,24.0,9.0,0.0,0.0,33.0
107,3,15.0,13,14,1.0,30.0,16.0,0.0,0.0,46.0
107,3,15.0,13,19,4.0,0.0,0.0,0.0,20.0,20.0
107,3,15.0,13,20,,,,,,
107,3,21.0,8,13,4.0,150.0,20.0,60.0,0.0,230.0
107,3,21.0,8,13,2.0,180.0,0.0,0.0,0.0,180.0
107,3,21.0,8,13,3.0,56.0,0.0,0.0,0.0,56.0
107,3,21.0,8,13,1.0,37.0,8.0,0.0,15.0,60.0
107,3,21.0,8,14,4.0,50.0,0.0,0.0,0.0,50.0
107,3,21.0,8,14,1.0,8.0,0.0,0.0,0.0,8.0
107,3,21.0,8,14,3.0,10.0,0.0,0.0,0.0,10.0
107,3,21.0,8,15,1.0,35.0,0.0,9.0,0.0,44.0
107,3,21.0,8,15,4.0,105.0,5.0,60.0,150.0,320.0
107,3,21.0,8,15,3.0,21.0,0.0,9.0,0.0,30.0
107,3,29.0,7,15,1.0,52.0,5.0,6.0,7.0,70.0
107,3,29.0,7,15,3.0,39.0,3.0,4.0,0.0,46.0
107,3,29.0,7,15,4.0,78.0,10.0,12.0,10.0,110.0
107,3,29.0,7,20,3.0,48.0,10.0,0.0,10.0,68.0
107,3,29.0,7,20,4.0,160.0,40.0,0.0,60.0,260.0
107,3,29.0,7,20,1.0,80.0,10.0,0.0,0.0,90.0
107,3,29.0,7,25,4.0,140.0,10.0,0.0,100.0,250.0
107,3,29.0,7,25,1.0,70.0,0.0,0.0,0.0,70.0
107,3,35.0,10,13,1.0,170.0,20.0,8.0,0.0,198.0
107,3,35.0,10,13,4.0,300.0,0.0,150.0,0.0,450.0
107,3,35.0,10,14,4.0,120.0,0.0,0.0,20.0,140.0
107,3,35.0,10,14,1.0,30.0,0.0,0.0,0.0,30.0
107,3,35.0,10,14,3.0,18.0,0.0,0.0,0.0,18.0
107,3,35.0,10,15,1.0,90.0,5.0,0.0,0.0,95.0
107,3,35.0,10,15,3.0,80.0,0.0,0.0,0.0,80.0
107,3,35.0,10,15,2.0,370.0,10.0,0.0,0.0,380.0
107,5,1.0,9,13,,,,,,
107,5,1.0,9,14,,,,,,
107,5,1.0,9,15,,,,,,
107,5,9.0,10,14,1.0,80.0,0.0,0.0,0.0,80.0
107,5,9.0,10,14,3.0,20.0,0.0,0.0,0.0,20.0
107,5,9.0,10,14,4.0,40.0,0.0,0.0,0.0,40.0
107,5,9.0,10,15,3.0,38.0,12.0,0.0,0.0,50.0
107,5,9.0,10,15,2.0,134.0,40.0,0.0,0.0,174.0
107,5,9.0,10,15,1.0,98.0,69.0,0.0,0.0,167.0
107,5,9.0,10,19,4.0,15.0,0.0,0.0,0.0,15.0
107,5,9.0,10,19,2.0,80.0,0.0,0.0,0.0,80.0
107,5,9.0,10,19,3.0,20.0,0.0,0.0,0.0,20.0
107,5,9.0,10,19,1.0,50.0,0.0,0.0,0.0,50.0
107,5,17.0,4,13,4.0,20.0,0.0,0.0,0.0,20.0
107,5,17.0,4,13,1.0,150.0,30.0,0.0,5.0,185.0
107,5,17.0,4,13,3.0,70.0,10.0,0.0,0.0,80.0
107,5,17.0,4,13,2.0,200.0,100.0,0.0,5.0,305.0
107,5,17.0,4,14,3.0,10.0,0.0,0.0,0.0,10.0
107,5,17.0,4,14,1.0,60.0,0.0,0.0,4.0,64.0
107,5,17.0,4,14,2.0,20.0,0.0,0.0,14.0,34.0
107,5,17.0,4,15,2.0,180.0,100.0,0.0,0.0,280.0
107,5,17.0,4,15,4.0,20.0,0.0,0.0,0.0,20.0
107,5,17.0,4,15,1.0,150.0,40.0,0.0,0.0,190.0
107,5,17.0,4,15,3.0,70.0,5.0,0.0,0.0,75.0
107,5,29.0,5,13,4.0,100.0,0.0,0.0,0.0,100.0
107,5,29.0,5,13,2.0,30.0,0.0,0.0,0.0,30.0
107,5,29.0,5,13,1.0,110.0,0.0,0.0,0.0,110.0
107,5,29.0,5,13,3.0,15.0,0.0,0.0,0.0,15.0
107,5,29.0,5,14,1.0,20.0,0.0,0.0,0.0,20.0
107,5,29.0,5,14,4.0,10.0,0.0,0.0,0.0,10.0
107,5,29.0,5,14,2.0,20.0,0.0,0.0,0.0,20.0
107,5,29.0,5,15,4.0,15.0,0.0,0.0,0.0,15.0
107,5,29.0,5,15,1.0,30.0,0.0,0.0,0.0,30.0
107,5,29.0,5,15,2.0,20.0,0.0,0.0,0.0,20.0
107,5,37.0,14,13,3.0,115.0,0.0,0.0,0.0,115.0
107,5,37.0,14,13,2.0,192.0,0.0,0.0,0.0,192.0
107,5,37.0,14,13,1.0,192.0,75.0,0.0,0.0,267.0
107,5,37.0,14,14,1.0,100.0,0.0,0.0,0.0,100.0
107,5,37.0,14,14,2.0,120.0,0.0,0.0,0.0,120.0
107,5,37.0,14,14,3.0,50.0,0.0,0.0,0.0,50.0
107,5,37.0,14,15,2.0,102.0,0.0,0.0,0.0,102.0
107,5,37.0,14,15,3.0,13.0,0.0,0.0,0.0,13.0
107,5,37.0,14,15,1.0,64.0,0.0,0.0,0.0,64.0
107,5,45.0,11,13,2.0,108.0,70.0,0.0,0.0,178.0
107,5,45.0,11,13,1.0,72.0,20.0,0.0,0.0,92.0
107,5,45.0,11,13,3.0,36.0,4.0,0.0,0.0,40.0
107,5,45.0,11,19,1.0,160.0,2.0,0.0,0.0,162.0
107,5,45.0,11,19,3.0,60.0,0.0,0.0,0.0,60.0
107,5,45.0,11,19,2.0,240.0,3.0,0.0,0.0,243.0
107,5,45.0,11,19,4.0,25.0,0.0,0.0,0.0,25.0
107,5,45.0,11,20,3.0,20.0,0.0,0.0,0.0,20.0
107,5,45.0,11,20,2.0,150.0,0.0,0.0,0.0,150.0
107,5,45.0,11,20,1.0,150.0,0.0,0.0,0.0,150.0
107,5,45.0,11,20,4.0,100.0,0.0,0.0,0.0,100.0
107,7,9.0,3,14,3.0,0.0,15.0,0.0,25.0,40.0
107,7,9.0,3,14,2.0,0.0,125.0,0.0,210.0,335.0
107,7,9.0,3,14,1.0,0.0,30.0,0.0,45.0,75.0
107,7,9.0,3,15,3.0,0.0,0.0,0.0,20.0,20.0
107,7,9.0,3,15,1.0,0.0,8.0,0.0,32.0,40.0
107,7,9.0,3,15,2.0,0.0,0.0,0.0,100.0,100.0
107,7,9.0,3,19,2.0,50.0,20.0,0.0,100.0,170.0
107,7,9.0,3,19,3.0,12.0,6.0,0.0,20.0,38.0
107,7,9.0,3,19,1.0,45.0,10.0,0.0,80.0,135.0
107,7,15.0,12,13,4.0,0.0,0.0,0.0,50.0,50.0
107,7,15.0,12,13,1.0,0.0,5.0,0.0,10.0,15.0
107,7,15.0,12,13,2.0,0.0,10.0,0.0,0.0,10.0
107,7,15.0,12,14,1.0,0.0,0.0,0.0,5.0,5.0
107,7,15.0,12,14,3.0,0.0,0.0,0.0,5.0,5.0
107,7,15.0,12,20,,,,,,
107,7,21.0,12,13,2.0,100.0,10.0,0.0,50.0,160.0
107,7,21.0,12,13,1.0,60.0,6.0,0.0,10.0,76.0
107,7,21.0,12,13,3.0,15.0,0.0,0.0,50.0,65.0
107,7,21.0,12,14,1.0,0.0,0.0,0.0,5.0,5.0
107,7,21.0,12,14,3.0,0.0,0.0,0.0,4.0,4.0
107,7,21.0,12,14,2.0,0.0,0.0,0.0,3.0,3.0
107,7,21.0,12,15,3.0,12.0,1.0,0.0,9.0,22.0
107,7,21.0,12,15,2.0,80.0,0.0,0.0,30.0,110.0
107,7,21.0,12,15,1.0,40.0,2.0,0.0,8.0,50.0
107,7,29.0,8,14,3.0,0.0,0.0,0.0,5.0,5.0
107,7,29.0,8,14,1.0,0.0,1.0,0.0,25.0,26.0
107,7,29.0,8,14,2.0,0.0,1.0,0.0,50.0,51.0
107,7,29.0,8,19,,,,,,
107,7,29.0,8,20,3.0,0.0,1.0,0.0,15.0,16.0
107,7,29.0,8,20,2.0,0.0,10.0,0.0,300.0,310.0
107,7,29.0,8,20,1.0,0.0,4.0,0.0,40.0,44.0
107,7,39.0,3,13,,,,,,
107,7,39.0,3,14,3.0,20.0,0.0,0.0,0.0,20.0
107,7,39.0,3,14,1.0,80.0,0.0,0.0,20.0,100.0
107,7,39.0,3,14,2.0,120.0,6.0,0.0,40.0,166.0
107,7,39.0,3,15,2.0,50.0,0.0,0.0,0.0,50.0
107,7,39.0,3,15,3.0,5.0,0.0,0.0,20.0,25.0
107,7,39.0,3,15,1.0,36.0,2.0,0.0,20.0,58.0
107,7,39.0,3,15,4.0,0.0,0.0,0.0,100.0,100.0
107,7,49.0,6,13,1.0,110.0,20.0,0.0,15.0,145.0
107,7,49.0,6,13,2.0,100.0,20.0,0.0,30.0,150.0
107,7,49.0,6,13,3.0,30.0,5.0,0.0,2.0,37.0
107,7,49.0,6,15,2.0,290.0,0.0,0.0,60.0,350.0
107,7,49.0,6,15,1.0,60.0,5.0,0.0,30.0,95.0
107,7,49.0,6,15,3.0,28.0,0.0,0.0,10.0,38.0
107,7,49.0,6,19,1.0,90.0,10.0,0.0,20.0,120.0
107,7,49.0,6,19,3.0,27.0,0.0,0.0,0.0,27.0
107,7,49.0,6,19,2.0,180.0,20.0,0.0,100.0,300.0
107,9,9.0,6,13,1.0,120.0,0.0,0.0,0.0,120.0
107,9,9.0,6,13,2.0,300.0,0.0,0.0,11.0,311.0
107,9,9.0,6,13,3.0,60.0,0.0,0.0,0.0,60.0
107,9,9.0,6,14,3.0,24.0,0.0,0.0,12.0,36.0
107,9,9.0,6,14,1.0,48.0,10.0,0.0,2.0,60.0
107,9,9.0,6,14,2.0,120.0,12.0,0.0,100.0,232.0
107,9,9.0,6,15,3.0,16.0,5.0,5.0,0.0,26.0
107,9,9.0,6,15,2.0,100.0,50.0,50.0,10.0,210.0
107,9,9.0,6,15,4.0,50.0,0.0,0.0,0.0,50.0
107,9,9.0,6,15,1.0,60.0,20.0,15.0,0.0,95.0
107,9,17.0,10,13,2.0,100.0,10.0,20.0,20.0,150.0
107,9,17.0,10,13,1.0,90.0,3.0,10.0,0.0,103.0
107,9,17.0,10,13,4.0,100.0,0.0,20.0,0.0,120.0
107,9,17.0,10,13,3.0,30.0,0.0,5.0,0.0,35.0
107,9,17.0,10,14,3.0,40.0,0.0,20.0,0.0,60.0
107,9,17.0,10,14,2.0,100.0,10.0,100.0,50.0,260.0
107,9,17.0,10,14,1.0,120.0,2.0,80.0,0.0,202.0
107,9,17.0,10,14,4.0,100.0,0.0,100.0,0.0,200.0
107,9,17.0,10,20,2.0,140.0,73.0,0.0,0.0,213.0
107,9,17.0,10,20,3.0,28.0,24.0,0.0,0.0,52.0
107,9,17.0,10,20,1.0,56.0,70.0,0.0,0.0,126.0
107,9,17.0,10,20,4.0,29.0,49.0,0.0,0.0,78.0
107,9,25.0,5,13,1.0,134.0,55.0,0.0,50.0,239.0
107,9,25.0,5,13,2.0,336.0,270.0,0.0,150.0,756.0
107,9,25.0,5,13,3.0,67.0,55.0,0.0,0.0,122.0
107,9,25.0,5,14,3.0,30.0,2.0,5.0,30.0,67.0
107,9,25.0,5,14,2.0,150.0,40.0,100.0,200.0,490.0
107,9,25.0,5,14,4.0,100.0,0.0,0.0,100.0,200.0
107,9,25.0,5,14,1.0,100.0,10.0,20.0,50.0,180.0
107,9,25.0,5,15,3.0,26.0,0.0,30.0,0.0,56.0
107,9,25.0,5,15,4.0,100.0,50.0,100.0,0.0,250.0
107,9,25.0,5,15,1.0,80.0,16.0,60.0,0.0,156.0
107,9,25.0,5,15,2.0,100.0,50.0,100.0,0.0,250.0
107,9,33.0,7,13,3.0,15.0,0.0,20.0,30.0,65.0
107,9,33.0,7,13,2.0,100.0,20.0,100.0,100.0,320.0
107,9,33.0,7,13,1.0,60.0,5.0,60.0,40.0,165.0
107,9,33.0,7,13,4.0,50.0,0.0,0.0,100.0,150.0
107,9,33.0,7,14,3.0,20.0,0.0,10.0,0.0,30.0
107,9,33.0,7,14,2.0,100.0,10.0,100.0,0.0,210.0
107,9,33.0,7,14,1.0,80.0,3.0,30.0,0.0,113.0
107,9,33.0,7,14,4.0,50.0,0.0,20.0,0.0,70.0
107,9,33.0,7,15,2.0,0.0,0.0,0.0,10.0,10.0
107,9,43.0,10,13,1.0,110.0,8.0,0.0,0.0,118.0
107,9,43.0,10,13,4.0,50.0,0.0,0.0,0.0,50.0
107,9,43.0,10,13,2.0,250.0,15.0,0.0,10.0,275.0
107,9,43.0,10,13,3.0,40.0,0.0,0.0,0.0,40.0
107,9,43.0,10,14,1.0,150.0,10.0,0.0,0.0,160.0
107,9,43.0,10,14,3.0,40.0,0.0,0.0,0.0,40.0
107,9,43.0,10,14,4.0,50.0,0.0,0.0,0.0,50.0
107,9,43.0,10,14,2.0,100.0,20.0,0.0,0.0,120.0
107,9,43.0,10,15,1.0,109.0,2.0,0.0,2.0,113.0
107,9,43.0,10,15,4.0,55.0,0.0,0.0,0.0,55.0
107,9,43.0,10,15,2.0,272.0,0.0,0.0,5.0,277.0
107,9,43.0,10,15,3.0,55.0,0.0,0.0,0.0,55.0
107,9,49.0,3,13,2.0,0.0,0.0,0.0,100.0,100.0
107,9,49.0,3,13,4.0,0.0,0.0,0.0,10.0,10.0
107,9,49.0,3,13,1.0,0.0,0.0,0.0,5.0,5.0
107,9,49.0,3,14,3.0,20.0,0.0,0.0,0.0,20.0
107,9,49.0,3,14,1.0,150.0,20.0,0.0,0.0,170.0
107,9,49.0,3,14,2.0,100.0,0.0,0.0,100.0,200.0
107,9,49.0,3,14,4.0,100.0,50.0,0.0,100.0,250.0
107,9,49.0,3,15,2.0,40.0,0.0,0.0,80.0,120.0
107,9,49.0,3,15,3.0,8.0,0.0,0.0,0.0,8.0
107,9,49.0,3,15,1.0,16.0,0.0,0.0,5.0,21.0
107,11,1.0,10,13,1.0,40.0,0.0,0.0,4.0,44.0
107,11,1.0,10,13,2.0,60.0,0.0,0.0,30.0,90.0
107,11,1.0,10,13,3.0,10.0,0.0,0.0,2.0,12.0
107,11,1.0,10,13,4.0,0.0,0.0,0.0,20.0,20.0
107,11,1.0,10,14,3.0,24.0,0.0,0.0,0.0,24.0
107,11,1.0,10,14,4.0,16.0,0.0,0.0,0.0,16.0
107,11,1.0,10,14,1.0,68.0,0.0,0.0,0.0,68.0
107,11,1.0,10,14,2.0,96.0,0.0,0.0,0.0,96.0
107,11,1.0,10,15,1.0,108.0,0.0,0.0,0.0,108.0
107,11,1.0,10,15,2.0,156.0,0.0,0.0,0.0,156.0
107,11,1.0,10,15,4.0,30.0,0.0,0.0,0.0,30.0
107,11,1.0,10,15,3.0,24.0,0.0,0.0,0.0,24.0
107,11,13.0,10,13,2.0,200.0,0.0,0.0,0.0,200.0
107,11,13.0,10,13,1.0,140.0,0.0,0.0,0.0,140.0
107,11,13.0,10,13,3.0,30.0,0.0,0.0,0.0,30.0
107,11,13.0,10,14,3.0,10.0,0.0,0.0,0.0,10.0
107,11,13.0,10,14,1.0,40.0,0.0,0.0,4.0,44.0
107,11,13.0,10,14,2.0,60.0,0.0,0.0,10.0,70.0
107,11,13.0,10,15,,,,,,
107,11,21.0,2,13,2.0,200.0,0.0,0.0,50.0,250.0
107,11,21.0,2,13,1.0,100.0,0.0,0.0,10.0,110.0
107,11,21.0,2,13,3.0,20.0,0.0,0.0,5.0,25.0
107,11,21.0,2,14,3.0,5.0,0.0,0.0,1.0,6.0
107,11,21.0,2,14,1.0,20.0,0.0,0.0,1.0,21.0
107,11,21.0,2,14,2.0,30.0,0.0,0.0,6.0,36.0
107,11,21.0,2,15,2.0,96.0,0.0,0.0,5.0,101.0
107,11,21.0,2,15,1.0,72.0,0.0,0.0,3.0,75.0
107,11,21.0,2,15,3.0,24.0,0.0,0.0,1.0,25.0
107,11,29.0,9,13,4.0,0.0,135.0,0.0,0.0,135.0
107,11,29.0,9,13,2.0,103.0,223.0,0.0,30.0,356.0
107,11,29.0,9,13,3.0,21.0,22.0,0.0,0.0,43.0
107,11,29.0,9,13,1.0,75.0,46.0,0.0,2.0,123.0
107,11,29.0,9,14,3.0,20.0,15.0,0.0,20.0,55.0
107,11,29.0,9,14,2.0,100.0,150.0,0.0,100.0,350.0
107,11,29.0,9,14,4.0,0.0,100.0,0.0,0.0,100.0
107,11,29.0,9,14,1.0,70.0,25.0,0.0,6.0,101.0
107,11,29.0,9,19,3.0,20.0,15.0,0.0,0.0,35.0
107,11,29.0,9,19,2.0,95.0,200.0,0.0,0.0,295.0
107,11,29.0,9,19,4.0,0.0,135.0,0.0,0.0,135.0
107,11,29.0,9,19,1.0,70.0,32.0,0.0,0.0,102.0
107,11,39.0,14,14,,,,,,
107,11,39.0,14,15,1.0,40.0,0.0,0.0,0.0,40.0
107,11,39.0,14,15,2.0,60.0,0.0,0.0,0.0,60.0
107,11,39.0,14,15,3.0,10.0,0.0,0.0,0.0,10.0
107,11,39.0,14,19,3.0,21.0,0.0,0.0,2.0,23.0
107,11,39.0,14,19,1.0,70.0,25.0,0.0,5.0,100.0
107,11,39.0,14,19,2.0,72.0,20.0,0.0,3.0,95.0
107,13,7.0,15,13,2.0,0.0,10.0,0.0,0.0,10.0
107,13,7.0,15,13,1.0,65.0,5.0,0.0,0.0,70.0
107,13,7.0,15,13,3.0,45.0,0.0,0.0,0.0,45.0
107,13,7.0,15,13,4.0,160.0,0.0,0.0,0.0,160.0
107,13,7.0,15,14,2.0,200.0,50.0,0.0,0.0,250.0
107,13,7.0,15,14,1.0,100.0,30.0,0.0,0.0,130.0
107,13,7.0,15,14,3.0,30.0,10.0,0.0,0.0,40.0
107,13,7.0,15,15,1.0,100.0,20.0,0.0,0.0,120.0
107,13,7.0,15,15,2.0,150.0,30.0,0.0,0.0,180.0
107,13,7.0,15,15,3.0,40.0,5.0,0.0,0.0,45.0
107,13,17.0,8,13,3.0,55.0,20.0,0.0,0.0,75.0
107,13,17.0,8,13,2.0,220.0,220.0,5.0,0.0,445.0
107,13,17.0,8,13,1.0,110.0,115.0,2.0,0.0,227.0
107,13,17.0,8,14,3.0,20.0,0.0,0.0,0.0,20.0
107,13,17.0,8,14,4.0,60.0,30.0,0.0,10.0,100.0
107,13,17.0,8,14,1.0,40.0,20.0,0.0,0.0,60.0
107,13,17.0,8,15,,,,,,
107,13,25.0,3,13,2.0,100.0,100.0,0.0,0.0,200.0
107,13,25.0,3,13,1.0,60.0,20.0,0.0,0.0,80.0
107,13,25.0,3,13,3.0,40.0,10.0,0.0,0.0,50.0
107,13,25.0,3,13,4.0,40.0,30.0,0.0,0.0,70.0
107,13,25.0,3,15,3.0,30.0,0.0,0.0,0.0,30.0
107,13,25.0,3,15,1.0,50.0,0.0,0.0,0.0,50.0
107,13,25.0,3,15,4.0,120.0,0.0,0.0,0.0,120.0
107,13,25.0,3,19,3.0,20.0,5.0,0.0,0.0,25.0
107,13,25.0,3,19,1.0,50.0,10.0,0.0,0.0,60.0
107,13,25.0,3,19,2.0,60.0,20.0,0.0,0.0,80.0
107,13,35.0,7,14,3.0,36.0,0.0,0.0,0.0,36.0
107,13,35.0,7,14,1.0,130.0,20.0,0.0,0.0,150.0
107,13,35.0,7,14,4.0,204.0,26.0,0.0,20.0,250.0
107,13,35.0,7,19,1.0,75.0,0.0,0.0,0.0,75.0
107,13,35.0,7,19,3.0,50.0,0.0,0.0,0.0,50.0
107,13,35.0,7,19,4.0,100.0,0.0,0.0,0.0,100.0
107,13,35.0,7,20,1.0,110.0,50.0,0.0,0.0,160.0
107,13,35.0,7,20,3.0,50.0,10.0,0.0,0.0,60.0
107,13,35.0,7,20,2.0,200.0,50.0,0.0,0.0,250.0
107,13,43.0,7,13,4.0,60.0,0.0,0.0,0.0,60.0
107,13,43.0,7,13,1.0,30.0,3.0,0.0,0.0,33.0
107,13,43.0,7,13,3.0,18.0,0.0,0.0,0.0,18.0
107,13,43.0,7,13,2.0,60.0,2.0,0.0,0.0,62.0
107,13,43.0,7,14,,,,,,
107,13,43.0,7,15,3.0,50.0,0.0,0.0,0.0,50.0
107,13,43.0,7,15,2.0,110.0,5.0,0.0,0.0,115.0
107,13,43.0,7,15,1.0,75.0,5.0,0.0,0.0,80.0
107,15,7.0,11,13,1.0,25.0,5.0,0.0,0.0,30.0
107,15,7.0,11,13,3.0,14.0,0.0,0.0,0.0,14.0
107,15,7.0,11,13,2.0,50.0,10.0,0.0,0.0,60.0
107,15,7.0,11,14,4.0,25.0,0.0,0.0,0.0,25.0
107,15,7.0,11,14,3.0,20.0,5.0,0.0,0.0,25.0
107,15,7.0,11,14,2.0,100.0,30.0,0.0,20.0,150.0
107,15,7.0,11,14,1.0,45.0,25.0,0.0,0.0,70.0
107,15,7.0,11,15,3.0,30.0,0.0,0.0,0.0,30.0
107,15,7.0,11,15,2.0,60.0,20.0,0.0,10.0,90.0
107,15,7.0,11,15,4.0,30.0,0.0,0.0,0.0,30.0
107,15,7.0,11,15,1.0,54.0,16.0,0.0,0.0,70.0
107,15,15.0,3,13,1.0,85.0,5.0,10.0,0.0,100.0
107,15,15.0,3,13,2.0,120.0,0.0,20.0,0.0,140.0
107,15,15.0,3,13,3.0,30.0,0.0,3.0,0.0,33.0
107,15,15.0,3,14,2.0,200.0,10.0,0.0,0.0,210.0
107,15,15.0,3,14,3.0,80.0,0.0,0.0,0.0,80.0
107,15,15.0,3,14,4.0,50.0,0.0,0.0,0.0,50.0
107,15,15.0,3,14,1.0,200.0,10.0,0.0,0.0,210.0
107,15,15.0,3,15,2.0,150.0,10.0,0.0,0.0,160.0
107,15,15.0,3,15,3.0,57.0,3.0,0.0,0.0,60.0
107,15,15.0,3,15,1.0,100.0,10.0,0.0,0.0,110.0
107,15,25.0,6,13,3.0,35.0,0.0,0.0,0.0,35.0
107,15,25.0,6,13,4.0,150.0,0.0,0.0,0.0,150.0
107,15,25.0,6,13,1.0,150.0,10.0,0.0,10.0,170.0
107,15,25.0,6,13,2.0,100.0,10.0,0.0,50.0,160.0
107,15,25.0,6,14,2.0,120.0,0.0,0.0,0.0,120.0
107,15,25.0,6,14,4.0,45.0,50.0,32.0,0.0,127.0
107,15,25.0,6,14,3.0,15.0,0.0,0.0,0.0,15.0
107,15,25.0,6,14,1.0,87.0,32.0,10.0,0.0,129.0
107,15,25.0,6,15,1.0,90.0,15.0,0.0,5.0,110.0
107,15,25.0,6,15,3.0,30.0,0.0,0.0,0.0,30.0
107,15,25.0,6,15,2.0,180.0,20.0,0.0,10.0,210.0
107,15,35.0,13,13,1.0,85.0,10.0,0.0,0.0,95.0
107,15,35.0,13,13,3.0,30.0,0.0,0.0,0.0,30.0
107,15,35.0,13,13,2.0,210.0,0.0,0.0,0.0,210.0
107,15,35.0,13,13,4.0,50.0,15.0,0.0,0.0,65.0
107,15,35.0,13,14,2.0,150.0,0.0,0.0,0.0,150.0
107,15,35.0,13,14,1.0,60.0,6.0,0.0,0.0,66.0
107,15,35.0,13,14,3.0,20.0,0.0,0.0,0.0,20.0
107,15,35.0,13,14,4.0,50.0,0.0,0.0,0.0,50.0
107,15,35.0,13,15,3.0,20.0,0.0,0.0,0.0,20.0
107,15,35.0,13,15,1.0,110.0,5.0,0.0,0.0,115.0
107,15,35.0,13,15,4.0,50.0,0.0,0.0,0.0,50.0
107,15,35.0,13,15,2.0,150.0,5.0,0.0,0.0,155.0
107,15,43.0,16,13,4.0,80.0,0.0,0.0,0.0,80.0
107,15,43.0,16,13,2.0,130.0,20.0,0.0,10.0,160.0
107,15,43.0,16,13,1.0,120.0,30.0,0.0,0.0,150.0
107,15,43.0,16,13,3.0,56.0,4.0,0.0,0.0,60.0
107,15,43.0,16,14,1.0,100.0,20.0,0.0,0.0,120.0
107,15,43.0,16,14,2.0,150.0,30.0,0.0,0.0,180.0
107,15,43.0,16,14,4.0,50.0,0.0,0.0,0.0,50.0
107,15,43.0,16,14,3.0,40.0,2.0,0.0,0.0,42.0
107,15,43.0,16,15,1.0,80.0,40.0,0.0,0.0,120.0
107,15,43.0,16,15,4.0,50.0,20.0,0.0,0.0,70.0
107,15,43.0,16,15,2.0,150.0,30.0,0.0,0.0,180.0
107,15,43.0,16,15,3.0,40.0,10.0,0.0,0.0,50.0
107,15,51.0,13,13,2.0,30.0,10.0,0.0,0.0,40.0
107,15,51.0,13,13,1.0,112.0,3.0,0.0,0.0,115.0
107,15,51.0,13,13,4.0,250.0,30.0,0.0,0.0,280.0
107,15,51.0,13,14,1.0,20.0,3.0,0.0,0.0,23.0
107,15,51.0,13,14,4.0,30.0,10.0,0.0,0.0,40.0
107,15,51.0,13,15,3.0,30.0,0.0,0.0,0.0,30.0
107,15,51.0,13,15,1.0,130.0,37.0,0.0,0.0,167.0
107,15,51.0,13,15,4.0,50.0,0.0,0.0,0.0,50.0
107,15,51.0,13,15,2.0,220.0,50.0,0.0,50.0,320.0
107,17,2.0,21,13,,,,,,
107,17,2.0,21,14,,,,,,
107,17,2.0,21,15,3.0,8.0,0.0,0.0,0.0,8.0
107,17,2.0,21,15,1.0,12.0,0.0,0.0,0.0,12.0
107,17,2.0,21,15,2.0,10.0,0.0,0.0,0.0,10.0
107,17,7.0,7,13,4.0,40.0,0.0,0.0,0.0,40.0
107,17,7.0,7,13,3.0,49.0,0.0,0.0,0.0,49.0
107,17,7.0,7,13,1.0,48.0,11.0,0.0,0.0,59.0
107,17,7.0,7,13,2.0,144.0,17.0,0.0,0.0,161.0
107,17,7.0,7,14,3.0,80.0,0.0,0.0,0.0,80.0
107,17,7.0,7,14,1.0,30.0,0.0,0.0,0.0,30.0
107,17,7.0,7,14,2.0,60.0,0.0,0.0,0.0,60.0
107,17,7.0,7,14,4.0,20.0,0.0,0.0,0.0,20.0
107,17,7.0,7,19,3.0,40.0,0.0,0.0,0.0,40.0
107,17,7.0,7,19,1.0,50.0,0.0,0.0,0.0,50.0
107,17,7.0,7,19,2.0,150.0,0.0,0.0,0.0,150.0
107,17,17.0,4,13,4.0,120.0,60.0,0.0,0.0,180.0
107,17,17.0,4,13,1.0,50.0,20.0,0.0,0.0,70.0
107,17,17.0,4,13,3.0,60.0,50.0,0.0,0.0,110.0
107,17,17.0,4,13,2.0,160.0,80.0,0.0,0.0,240.0
107,17,17.0,4,14,3.0,40.0,0.0,0.0,0.0,40.0
107,17,17.0,4,14,2.0,40.0,0.0,0.0,10.0,50.0
107,17,17.0,4,14,1.0,16.0,0.0,0.0,5.0,21.0
107,17,17.0,4,15,3.0,20.0,0.0,0.0,0.0,20.0
