tinh,huyen,xa,diaban,hoso,m4b17ma,m4b17c2,m4b17c3,m4b17c4,m4b17c5,m4b17c6
709,7,5.0,12,15,4.0,200.0,400.0,0.0,0.0,600.0
709,7,5.0,12,15,2.0,300.0,0.0,0.0,0.0,300.0
709,7,13.0,14,13,,,,,,
709,7,13.0,14,14,,,,,,
709,7,13.0,14,15,4.0,0.0,0.0,0.0,2.0,2.0
709,7,19.0,6,13,1.0,50.0,0.0,0.0,0.0,50.0
709,7,19.0,6,13,3.0,0.0,0.0,0.0,50.0,50.0
709,7,19.0,6,13,2.0,120.0,0.0,300.0,150.0,570.0
709,7,19.0,6,13,5.0,100.0,150.0,50.0,100.0,400.0
709,7,19.0,6,13,4.0,70.0,0.0,100.0,0.0,170.0
709,7,19.0,6,14,,,,,,
709,7,19.0,6,15,2.0,65.0,0.0,200.0,0.0,265.0
709,7,19.0,6,15,4.0,0.0,0.0,40.0,0.0,40.0
709,7,19.0,6,15,5.0,100.0,0.0,0.0,0.0,100.0
709,9,1.0,14,13,,,,,,
709,9,1.0,14,15,,,,,,
709,9,1.0,14,19,3.0,0.0,50.0,0.0,0.0,50.0
709,9,1.0,14,19,2.0,0.0,200.0,0.0,0.0,200.0
709,9,1.0,14,19,5.0,0.0,50.0,0.0,0.0,50.0
709,9,1.0,14,19,4.0,100.0,200.0,0.0,0.0,300.0
709,9,2.0,32,13,4.0,1000.0,225.0,550.0,0.0,1775.0
709,9,2.0,32,13,1.0,250.0,50.0,50.0,10.0,360.0
709,9,2.0,32,13,3.0,100.0,0.0,0.0,0.0,100.0
709,9,2.0,32,13,2.0,500.0,0.0,0.0,0.0,500.0
709,9,2.0,32,14,4.0,150.0,20.0,0.0,0.0,170.0
709,9,2.0,32,14,1.0,175.0,15.0,0.0,0.0,190.0
709,9,2.0,32,14,3.0,20.0,0.0,0.0,0.0,20.0
709,9,2.0,32,15,4.0,150.0,0.0,0.0,5.0,155.0
709,9,2.0,32,15,1.0,70.0,0.0,0.0,5.0,75.0
709,9,5.0,11,13,4.0,0.0,120.0,0.0,0.0,120.0
709,9,5.0,11,13,1.0,0.0,120.0,0.0,0.0,120.0
709,9,5.0,11,14,1.0,0.0,80.0,0.0,0.0,80.0
709,9,5.0,11,15,,,,,,
709,9,7.0,5,13,,,,,,
709,9,7.0,5,14,3.0,80.0,0.0,0.0,0.0,80.0
709,9,7.0,5,14,1.0,100.0,0.0,0.0,0.0,100.0
709,9,7.0,5,14,4.0,600.0,0.0,0.0,0.0,600.0
709,9,7.0,5,15,,,,,,
709,9,15.0,19,13,,,,,,
709,9,15.0,19,14,1.0,200.0,0.0,0.0,0.0,200.0
709,9,15.0,19,14,3.0,100.0,0.0,0.0,0.0,100.0
709,9,15.0,19,14,4.0,250.0,0.0,0.0,0.0,250.0
709,9,15.0,19,15,4.0,100.0,0.0,0.0,0.0,100.0
709,9,15.0,19,15,1.0,90.0,0.0,0.0,0.0,90.0
709,9,21.0,2,13,4.0,600.0,0.0,0.0,0.0,600.0
709,9,21.0,2,13,1.0,600.0,0.0,0.0,0.0,600.0
709,9,21.0,2,13,3.0,600.0,0.0,0.0,0.0,600.0
709,9,21.0,2,13,2.0,800.0,0.0,0.0,0.0,800.0
709,9,21.0,2,14,3.0,0.0,0.0,0.0,20.0,20.0
709,9,21.0,2,14,1.0,0.0,0.0,0.0,20.0,20.0
709,9,21.0,2,14,4.0,0.0,0.0,0.0,20.0,20.0
709,9,21.0,2,15,,,,,,
709,11,13.0,17,14,,,,,,
709,11,13.0,17,15,4.0,0.0,0.0,2500.0,0.0,2500.0
709,11,13.0,17,15,1.0,0.0,0.0,2500.0,0.0,2500.0
709,11,13.0,17,19,,,,,,
709,11,17.0,15,13,,,,,,
709,11,17.0,15,14,,,,,,
709,11,17.0,15,15,,,,,,
709,11,19.0,4,14,,,,,,
709,11,19.0,4,15,,,,,,
709,11,19.0,4,19,,,,,,
709,11,21.0,29,13,1.0,200.0,0.0,50.0,0.0,250.0
709,11,21.0,29,13,2.0,0.0,0.0,300.0,0.0,300.0
709,11,21.0,29,13,3.0,100.0,0.0,150.0,0.0,250.0
709,11,21.0,29,13,4.0,200.0,0.0,150.0,0.0,350.0
709,11,21.0,29,14,,,,,,
709,11,21.0,29,15,,,,,,
709,11,23.0,15,15,,,,,,
709,11,23.0,15,19,,,,,,
709,11,23.0,15,20,,,,,,
709,13,1.0,8,13,,,,,,
709,13,1.0,8,14,,,,,,
709,13,1.0,8,15,,,,,,
709,13,9.0,10,13,3.0,100.0,0.0,0.0,0.0,100.0
709,13,9.0,10,13,1.0,200.0,0.0,0.0,0.0,200.0
709,13,9.0,10,13,4.0,150.0,0.0,0.0,0.0,150.0
709,13,9.0,10,13,5.0,25.0,0.0,0.0,0.0,25.0
709,13,9.0,10,14,,,,,,
709,13,9.0,10,15,3.0,537.0,0.0,0.0,0.0,537.0
709,13,9.0,10,15,4.0,1147.0,0.0,0.0,0.0,1147.0
709,13,9.0,10,15,2.0,555.0,0.0,0.0,0.0,555.0
709,13,9.0,10,15,1.0,870.0,0.0,0.0,0.0,870.0
709,13,15.0,9,13,,,,,,
709,13,15.0,9,14,1.0,200.0,0.0,0.0,0.0,200.0
709,13,15.0,9,14,2.0,200.0,0.0,0.0,0.0,200.0
709,13,15.0,9,14,4.0,50.0,0.0,0.0,0.0,50.0
709,13,15.0,9,14,3.0,50.0,0.0,0.0,0.0,50.0
709,13,15.0,9,14,5.0,100.0,0.0,0.0,0.0,100.0
709,13,15.0,9,15,1.0,250.0,0.0,0.0,0.0,250.0
709,13,15.0,9,15,4.0,350.0,0.0,0.0,0.0,350.0
709,13,15.0,9,15,3.0,150.0,0.0,0.0,0.0,150.0
709,15,1.0,37,13,,,,,,
709,15,1.0,37,14,,,,,,
709,15,1.0,37,15,,,,,,
709,15,3.0,3,13,3.0,0.0,0.0,200.0,0.0,200.0
709,15,3.0,3,13,2.0,0.0,0.0,1000.0,0.0,1000.0
709,15,3.0,3,13,1.0,0.0,0.0,200.0,0.0,200.0
709,15,3.0,3,13,4.0,0.0,0.0,2000.0,0.0,2000.0
709,15,3.0,3,14,,,,,,
709,15,3.0,3,15,4.0,0.0,500.0,0.0,60.0,560.0
709,15,3.0,3,15,1.0,0.0,200.0,0.0,0.0,200.0
709,15,7.0,25,13,4.0,150.0,0.0,0.0,0.0,150.0
709,15,7.0,25,13,1.0,50.0,0.0,0.0,0.0,50.0
709,15,7.0,25,13,3.0,15.0,0.0,0.0,0.0,15.0
709,15,7.0,25,13,2.0,50.0,0.0,0.0,0.0,50.0
709,15,7.0,25,14,1.0,100.0,0.0,0.0,0.0,100.0
709,15,7.0,25,14,4.0,100.0,0.0,0.0,0.0,100.0
709,15,7.0,25,14,3.0,100.0,0.0,0.0,0.0,100.0
709,15,7.0,25,15,3.0,100.0,0.0,0.0,0.0,100.0
709,15,7.0,25,15,1.0,100.0,0.0,0.0,0.0,100.0
709,15,7.0,25,15,4.0,300.0,0.0,0.0,0.0,300.0
709,15,9.0,16,13,,,,,,
709,15,9.0,16,14,,,,,,
709,15,9.0,16,15,,,,,,
709,15,11.0,11,13,3.0,100.0,0.0,0.0,0.0,100.0
709,15,11.0,11,13,4.0,100.0,0.0,0.0,0.0,100.0
709,15,11.0,11,13,2.0,50.0,0.0,0.0,0.0,50.0
709,15,11.0,11,13,1.0,150.0,0.0,0.0,0.0,150.0
709,15,11.0,11,14,3.0,150.0,0.0,50.0,0.0,200.0
709,15,11.0,11,14,1.0,150.0,0.0,25.0,0.0,175.0
709,15,11.0,11,14,2.0,100.0,0.0,0.0,0.0,100.0
709,15,11.0,11,14,4.0,100.0,0.0,50.0,0.0,150.0
709,15,11.0,11,15,3.0,0.0,0.0,300.0,0.0,300.0
709,15,11.0,11,15,4.0,200.0,0.0,320.0,20.0,540.0
709,15,11.0,11,15,1.0,600.0,0.0,50.0,0.0,650.0
709,15,11.0,11,15,2.0,100.0,0.0,0.0,0.0,100.0
709,15,17.0,26,13,,,,,,
709,15,17.0,26,14,,,,,,
709,15,17.0,26,15,1.0,120.0,0.0,0.0,10.0,130.0
709,15,17.0,26,15,3.0,50.0,0.0,0.0,0.0,50.0
709,15,17.0,26,15,4.0,200.0,0.0,0.0,10.0,210.0
709,15,17.0,26,15,2.0,200.0,0.0,0.0,0.0,200.0
709,15,17.0,26,15,5.0,10.0,0.0,0.0,0.0,10.0
709,17,1.0,2,14,,,,,,
709,17,1.0,2,15,,,,,,
709,17,1.0,2,19,,,,,,
709,17,3.0,15,13,,,,,,
709,17,3.0,15,14,1.0,120.0,0.0,0.0,0.0,120.0
709,17,3.0,15,14,4.0,150.0,0.0,0.0,2.0,152.0
709,17,3.0,15,14,3.0,150.0,0.0,0.0,0.0,150.0
709,17,3.0,15,14,2.0,150.0,0.0,0.0,0.0,150.0
709,17,3.0,15,15,2.0,250.0,0.0,0.0,0.0,250.0
709,17,3.0,15,15,3.0,200.0,0.0,100.0,0.0,300.0
709,17,3.0,15,15,4.0,200.0,0.0,200.0,0.0,400.0
709,17,3.0,15,15,1.0,220.0,0.0,115.0,5.0,340.0
709,17,7.0,23,13,1.0,0.0,0.0,0.0,50.0,50.0
709,17,7.0,23,14,,,,,,
709,17,7.0,23,19,,,,,,
709,17,11.0,5,13,3.0,250.0,0.0,0.0,0.0,250.0
709,17,11.0,5,13,1.0,240.0,0.0,0.0,0.0,240.0
709,17,11.0,5,13,2.0,350.0,0.0,0.0,0.0,350.0
709,17,11.0,5,13,4.0,250.0,0.0,0.0,0.0,250.0
709,17,11.0,5,14,1.0,90.0,0.0,0.0,0.0,90.0
709,17,11.0,5,14,3.0,90.0,0.0,0.0,0.0,90.0
709,17,11.0,5,14,4.0,100.0,0.0,0.0,0.0,100.0
709,17,11.0,5,14,2.0,200.0,0.0,0.0,0.0,200.0
709,17,11.0,5,19,,,,,,
709,17,15.0,2,13,,,,,,
709,17,15.0,2,14,,,,,,
709,17,15.0,2,15,,,,,,
709,17,17.0,16,13,,,,,,
709,17,17.0,16,14,,,,,,
709,17,17.0,16,15,,,,,,
711,1,1.0,32,13,,,,,,
711,1,1.0,32,14,,,,,,
711,1,1.0,32,24,,,,,,
711,1,3.0,21,13,,,,,,
711,1,3.0,21,14,,,,,,
711,1,3.0,21,15,,,,,,
711,1,5.0,20,14,,,,,,
711,1,5.0,20,15,,,,,,
711,1,5.0,20,20,,,,,,
711,1,7.0,32,14,5.0,0.0,0.0,0.0,25.0,25.0
711,1,7.0,32,15,,,,,,
711,1,7.0,32,19,,,,,,
711,1,13.0,20,13,5.0,0.0,0.0,1300.0,0.0,1300.0
711,1,13.0,20,15,,,,,,
711,1,13.0,20,19,,,,,,
711,1,17.0,16,13,,,,,,
711,1,17.0,16,15,,,,,,
711,1,17.0,16,19,4.0,0.0,0.0,0.0,5.0,5.0
711,2,1.0,27,13,4.0,0.0,0.0,150.0,0.0,150.0
711,2,1.0,27,13,5.0,0.0,0.0,150.0,0.0,150.0
711,2,1.0,27,14,,,,,,
711,2,1.0,27,15,5.0,0.0,600.0,0.0,0.0,600.0
711,2,3.0,7,15,2.0,0.0,0.0,300.0,0.0,300.0
711,2,3.0,7,15,5.0,0.0,0.0,250.0,0.0,250.0
711,2,3.0,7,19,4.0,0.0,0.0,600.0,0.0,600.0
711,2,3.0,7,20,4.0,0.0,0.0,25.0,0.0,25.0
711,2,7.0,8,13,1.0,0.0,4.0,10.0,5.0,19.0
711,2,7.0,8,14,4.0,0.0,2.0,500.0,0.0,502.0
711,2,7.0,8,14,5.0,0.0,0.0,250.0,0.0,250.0
711,2,7.0,8,15,,,,,,
711,2,13.0,8,14,5.0,0.0,0.0,300.0,0.0,300.0
711,2,13.0,8,15,5.0,0.0,0.0,900.0,0.0,900.0
711,2,13.0,8,19,5.0,0.0,0.0,400.0,0.0,400.0
711,2,19.0,12,13,,,,,,
711,2,19.0,12,15,3.0,800.0,0.0,0.0,0.0,800.0
711,2,19.0,12,15,1.0,800.0,0.0,0.0,0.0,800.0
711,2,19.0,12,15,2.0,800.0,0.0,0.0,0.0,800.0
711,2,19.0,12,19,5.0,0.0,0.0,100.0,0.0,100.0
711,2,21.0,18,13,,,,,,
711,2,21.0,18,14,5.0,0.0,0.0,50.0,0.0,50.0
711,2,21.0,18,14,3.0,0.0,0.0,100.0,0.0,100.0
711,2,21.0,18,14,1.0,0.0,0.0,100.0,0.0,100.0
711,2,21.0,18,15,1.0,0.0,0.0,200.0,0.0,200.0
711,2,21.0,18,15,5.0,0.0,0.0,100.0,0.0,100.0
711,2,21.0,18,15,4.0,0.0,0.0,200.0,0.0,200.0
711,3,1.0,12,13,,,,,,
711,3,1.0,12,14,,,,,,
711,3,1.0,12,29,,,,,,
711,3,23.0,10,13,4.0,0.0,0.0,600.0,0.0,600.0
711,3,23.0,10,15,4.0,0.0,0.0,500.0,0.0,500.0
711,3,23.0,10,20,4.0,0.0,0.0,600.0,0.0,600.0
711,3,33.0,20,13,,,,,,
711,3,33.0,20,14,,,,,,
711,3,33.0,20,15,,,,,,
711,3,43.0,15,14,1.0,0.0,0.0,0.0,70.0,70.0
711,3,43.0,15,15,,,,,,
711,3,43.0,15,19,,,,,,
711,3,47.0,8,13,,,,,,
711,3,47.0,8,14,,,,,,
711,3,47.0,8,15,1.0,0.0,0.0,16000.0,0.0,16000.0
711,3,47.0,8,15,4.0,0.0,0.0,9000.0,0.0,9000.0
711,3,53.0,7,13,,,,,,
711,3,53.0,7,14,,,,,,
711,3,53.0,7,15,,,,,,
711,4,1.0,13,13,3.0,0.0,0.0,500.0,0.0,500.0
711,4,1.0,13,13,2.0,0.0,0.0,500.0,0.0,500.0
711,4,1.0,13,13,1.0,0.0,0.0,700.0,0.0,700.0
711,4,1.0,13,14,2.0,0.0,0.0,100.0,0.0,100.0
711,4,1.0,13,14,1.0,0.0,0.0,100.0,0.0,100.0
711,4,1.0,13,14,3.0,0.0,0.0,100.0,0.0,100.0
711,4,1.0,13,19,,,,,,
711,4,9.0,12,13,1.0,0.0,0.0,150.0,0.0,150.0
711,4,9.0,12,13,4.0,0.0,0.0,800.0,0.0,800.0
711,4,9.0,12,13,5.0,0.0,3.0,1950.0,0.0,1953.0
711,4,9.0,12,14,5.0,0.0,0.0,1500.0,0.0,1500.0
711,4,9.0,12,15,5.0,0.0,0.0,450.0,0.0,450.0
711,4,17.0,13,13,,,,,,
711,4,17.0,13,14,,,,,,
711,4,17.0,13,15,,,,,,
711,5,1.0,14,14,5.0,0.0,0.0,0.0,5.0,5.0
711,5,1.0,14,14,2.0,0.0,0.0,0.0,10.0,10.0
711,5,1.0,14,15,,,,,,
711,5,1.0,14,19,,,,,,
711,5,5.0,23,13,,,,,,
711,5,5.0,23,15,,,,,,
711,5,5.0,23,19,,,,,,
711,5,21.0,10,13,,,,,,
711,5,21.0,10,14,4.0,0.0,0.0,1700.0,8.0,1708.0
711,5,21.0,10,15,4.0,0.0,0.0,1050.0,0.0,1050.0
711,5,29.0,8,13,5.0,0.0,0.0,200.0,0.0,200.0
711,5,29.0,8,13,4.0,0.0,0.0,150.0,0.0,150.0
711,5,29.0,8,13,1.0,0.0,0.0,150.0,0.0,150.0
711,5,29.0,8,14,1.0,0.0,0.0,40.0,0.0,40.0
711,5,29.0,8,14,4.0,0.0,0.0,40.0,0.0,40.0
711,5,29.0,8,15,4.0,0.0,0.0,100.0,0.0,100.0
711,5,29.0,8,15,1.0,0.0,0.0,100.0,0.0,100.0
711,5,29.0,8,15,5.0,0.0,0.0,200.0,0.0,200.0
711,5,37.0,13,15,5.0,50.0,0.0,0.0,0.0,50.0
711,5,37.0,13,15,4.0,50.0,0.0,0.0,0.0,50.0
711,5,37.0,13,19,,,,,,
711,5,37.0,13,20,4.0,0.0,0.0,0.0,3.0,3.0
711,5,43.0,12,13,4.0,0.0,0.0,0.0,12200.0,12200.0
711,5,43.0,12,14,4.0,0.0,0.0,0.0,7.0,7.0
711,5,43.0,12,15,4.0,0.0,0.0,0.0,25.0,25.0
711,5,47.0,2,13,4.0,0.0,0.0,0.0,4.0,4.0
711,5,47.0,2,13,1.0,0.0,50.0,0.0,0.0,50.0
711,5,47.0,2,14,1.0,50.0,0.0,0.0,0.0,50.0
711,5,47.0,2,14,4.0,250.0,30.0,0.0,18.0,298.0
711,5,47.0,2,15,4.0,173.0,0.0,0.0,8.0,181.0
711,7,1.0,56,13,,,,,,
711,7,1.0,56,14,,,,,,
711,7,1.0,56,15,5.0,0.0,0.0,0.0,50.0,50.0
711,7,5.0,31,14,4.0,0.0,0.0,0.0,50.0,50.0
711,7,5.0,31,15,,,,,,
711,7,5.0,31,19,4.0,0.0,2.0,0.0,100.0,102.0
711,7,7.0,17,14,,,,,,
711,7,7.0,17,15,,,,,,
711,7,7.0,17,20,,,,,,
711,7,19.0,17,13,5.0,0.0,0.0,0.0,50.0,50.0
711,7,19.0,17,14,5.0,0.0,0.0,0.0,31.0,31.0
711,7,19.0,17,15,,,,,,
711,7,29.0,11,13,,,,,,
711,7,29.0,11,14,,,,,,
711,7,29.0,11,15,,,,,,
711,8,1.0,32,13,,,,,,
711,8,1.0,32,14,,,,,,
711,8,1.0,32,20,,,,,,
711,8,3.0,11,14,,,,,,
711,8,3.0,11,15,,,,,,
711,8,3.0,11,20,,,,,,
711,8,5.0,20,13,,,,,,
711,8,5.0,20,14,,,,,,
711,8,5.0,20,15,,,,,,
711,8,7.0,36,13,,,,,,
711,8,7.0,36,24,4.0,0.0,0.0,0.0,10.0,10.0
711,8,7.0,36,25,,,,,,
711,8,9.0,8,13,,,,,,
711,8,9.0,8,15,,,,,,
711,8,9.0,8,19,,,,,,
713,1,1.0,6,13,,,,,,
713,1,1.0,6,14,,,,,,
713,1,1.0,6,19,,,,,,
713,1,5.0,33,13,,,,,,
713,1,5.0,33,14,,,,,,
713,1,5.0,33,15,,,,,,
713,1,9.0,2,14,,,,,,
713,1,9.0,2,15,,,,,,
713,1,9.0,2,20,,,,,,
713,1,13.0,21,14,,,,,,
713,1,13.0,21,15,,,,,,
713,1,13.0,21,19,1.0,0.0,3.0,0.0,0.0,3.0
713,1,17.0,42,14,,,,,,
713,1,17.0,42,15,,,,,,
713,1,17.0,42,20,,,,,,
713,1,19.0,17,13,,,,,,
713,1,19.0,17,14,,,,,,
713,1,19.0,17,15,,,,,,
713,1,23.0,25,13,,,,,,
713,1,23.0,25,14,4.0,0.0,0.0,200.0,0.0,200.0
713,1,23.0,25,15,,,,,,
713,1,27.0,22,13,,,,,,
713,1,27.0,22,15,,,,,,
713,1,27.0,22,19,,,,,,
713,1,29.0,19,13,,,,,,
713,1,29.0,19,14,,,,,,
713,1,29.0,19,15,,,,,,
713,1,33.0,20,13,,,,,,
713,1,33.0,20,14,,,,,,
713,1,33.0,20,15,,,,,,
713,1,35.0,3,14,,,,,,
713,1,35.0,3,15,,,,,,
713,1,35.0,3,24,,,,,,
713,1,39.0,2,14,,,,,,
713,1,39.0,2,15,,,,,,
713,1,39.0,2,20,,,,,,
713,1,41.0,33,14,,,,,,
713,1,41.0,33,15,,,,,,
713,1,41.0,33,19,,,,,,
713,1,43.0,39,13,,,,,,
713,1,43.0,39,14,,,,,,
713,1,43.0,39,19,,,,,,
713,1,45.0,20,14,,,,,,
713,1,45.0,20,19,,,,,,
713,1,45.0,20,20,,,,,,
713,1,47.0,6,13,,,,,,
713,1,47.0,6,15,,,,,,
713,1,47.0,6,20,,,,,,
713,3,1.0,1,13,3.0,0.0,0.0,250.0,5.0,255.0
713,3,1.0,1,13,2.0,0.0,0.0,700.0,20.0,720.0
713,3,1.0,1,13,4.0,0.0,10.0,0.0,0.0,10.0
713,3,1.0,1,13,1.0,0.0,0.0,500.0,10.0,510.0
713,3,1.0,1,14,2.0,0.0,720.0,0.0,0.0,720.0
713,3,1.0,1,14,4.0,0.0,380.0,150.0,5.0,535.0
713,3,1.0,1,14,1.0,0.0,360.0,0.0,0.0,360.0
713,3,1.0,1,15,4.0,0.0,0.0,0.0,20.0,20.0
713,3,5.0,7,13,1.0,0.0,5.0,0.0,0.0,5.0
713,3,5.0,7,14,1.0,0.0,4.0,0.0,0.0,4.0
713,3,5.0,7,14,4.0,0.0,0.0,10.0,0.0,10.0
713,3,5.0,7,15,4.0,100.0,5.0,0.0,0.0,105.0
713,3,15.0,18,13,5.0,0.0,0.0,0.0,5.0,5.0
713,3,15.0,18,13,2.0,0.0,20.0,0.0,0.0,20.0
713,3,15.0,18,13,1.0,0.0,22.0,0.0,0.0,22.0
713,3,15.0,18,13,3.0,0.0,15.0,0.0,0.0,15.0
713,3,15.0,18,14,4.0,0.0,5.0,0.0,30.0,35.0
713,3,15.0,18,14,3.0,0.0,0.0,0.0,25.0,25.0
713,3,15.0,18,14,1.0,0.0,5.0,0.0,0.0,5.0
713,3,15.0,18,15,1.0,40.0,0.0,0.0,0.0,40.0
713,3,15.0,18,15,3.0,20.0,0.0,0.0,0.0,20.0
713,3,15.0,18,15,4.0,0.0,20.0,0.0,0.0,20.0
713,3,15.0,18,15,2.0,60.0,0.0,0.0,0.0,60.0
713,3,25.0,26,13,,,,,,
713,3,25.0,26,14,1.0,0.0,1.0,0.0,0.0,1.0
713,3,25.0,26,14,4.0,0.0,1.0,0.0,0.0,1.0
713,3,25.0,26,15,4.0,30.0,0.0,0.0,0.0,30.0
713,3,25.0,26,15,1.0,60.0,3.0,0.0,0.0,63.0
713,3,25.0,26,15,2.0,100.0,0.0,10.0,0.0,110.0
713,3,25.0,26,15,3.0,40.0,0.0,0.0,0.0,40.0
713,3,29.0,11,13,,,,,,
713,3,29.0,11,14,4.0,100.0,300.0,0.0,0.0,400.0
713,3,29.0,11,14,1.0,30.0,100.0,0.0,0.0,130.0
713,3,29.0,11,14,3.0,0.0,50.0,0.0,0.0,50.0
713,3,29.0,11,15,4.0,0.0,150.0,0.0,0.0,150.0
713,3,29.0,11,15,1.0,0.0,380.0,0.0,0.0,380.0
713,5,1.0,30,14,,,,,,
713,5,1.0,30,15,5.0,0.0,0.0,1500.0,0.0,1500.0
713,5,1.0,30,20,4.0,188.0,400.0,0.0,0.0,588.0
713,5,1.0,30,20,2.0,200.0,0.0,0.0,0.0,200.0
713,5,5.0,22,13,2.0,0.0,0.0,100.0,0.0,100.0
713,5,5.0,22,13,3.0,0.0,0.0,100.0,0.0,100.0
713,5,5.0,22,13,1.0,0.0,0.0,850.0,0.0,850.0
713,5,5.0,22,13,4.0,0.0,0.0,350.0,6.0,356.0
713,5,5.0,22,14,2.0,0.0,20.0,300.0,730.0,1050.0
713,5,5.0,22,14,1.0,0.0,20.0,300.0,580.0,900.0
713,5,5.0,22,14,4.0,0.0,50.0,150.0,100.0,300.0
713,5,5.0,22,15,4.0,0.0,0.0,1560.0,0.0,1560.0
713,5,11.0,2,13,4.0,0.0,0.0,0.0,1250.0,1250.0
713,5,11.0,2,13,2.0,0.0,0.0,0.0,1000.0,1000.0
713,5,11.0,2,13,1.0,0.0,0.0,0.0,400.0,400.0
713,5,11.0,2,19,1.0,50.0,0.0,0.0,300.0,350.0
713,5,11.0,2,19,4.0,50.0,0.0,0.0,0.0,50.0
713,5,11.0,2,19,2.0,0.0,0.0,0.0,300.0,300.0
713,5,11.0,2,19,3.0,0.0,0.0,0.0,200.0,200.0
713,5,11.0,2,20,2.0,50.0,0.0,0.0,800.0,850.0
713,5,11.0,2,20,4.0,50.0,0.0,0.0,130.0,180.0
713,5,15.0,2,13,,,,,,
713,5,15.0,2,14,5.0,0.0,0.0,50.0,0.0,50.0
713,5,15.0,2,14,4.0,0.0,0.0,200.0,0.0,200.0
713,5,15.0,2,15,4.0,120.0,0.0,20.0,0.0,140.0
713,5,15.0,2,15,1.0,30.0,0.0,0.0,0.0,30.0
713,5,19.0,14,13,,,,,,
713,5,19.0,14,14,,,,,,
713,5,19.0,14,15,,,,,,
713,5,25.0,20,13,4.0,0.0,0.0,8.0,0.0,8.0
713,5,25.0,20,14,4.0,25.0,0.0,10.0,0.0,35.0
713,5,25.0,20,14,1.0,25.0,0.0,0.0,0.0,25.0
713,5,25.0,20,15,,,,,,
713,7,1.0,42,13,,,,,,
713,7,1.0,42,14,,,,,,
713,7,1.0,42,15,,,,,,
713,7,7.0,20,13,,,,,,
713,7,7.0,20,14,3.0,0.0,10.0,0.0,0.0,10.0
713,7,7.0,20,14,4.0,0.0,30.0,0.0,10.0,40.0
713,7,7.0,20,15,3.0,50.0,100.0,0.0,30.0,180.0
713,7,7.0,20,15,5.0,200.0,150.0,0.0,0.0,350.0
713,7,7.0,20,15,2.0,100.0,50.0,0.0,50.0,200.0
713,7,7.0,20,15,4.0,100.0,100.0,0.0,0.0,200.0
713,7,7.0,20,15,1.0,100.0,100.0,0.0,0.0,200.0
713,7,13.0,9,13,,,,,,
713,7,13.0,9,15,,,,,,
713,7,13.0,9,19,,,,,,
713,7,17.0,2,13,4.0,0.0,0.0,0.0,300.0,300.0
713,7,17.0,2,14,4.0,0.0,0.0,0.0,270.0,270.0
713,7,17.0,2,15,,,,,,
713,9,7.0,26,13,1.0,0.0,3.0,0.0,0.0,3.0
713,9,7.0,26,13,3.0,0.0,5.0,0.0,0.0,5.0
713,9,7.0,26,13,4.0,0.0,4.0,0.0,0.0,4.0
713,9,7.0,26,13,2.0,0.0,5.0,0.0,0.0,5.0
713,9,7.0,26,14,1.0,0.0,10.0,0.0,0.0,10.0
713,9,7.0,26,14,2.0,0.0,20.0,0.0,0.0,20.0
713,9,7.0,26,14,5.0,0.0,10.0,0.0,0.0,10.0
713,9,7.0,26,14,4.0,0.0,10.0,0.0,0.0,10.0
713,9,7.0,26,15,3.0,0.0,25.0,0.0,0.0,25.0
713,9,7.0,26,15,2.0,0.0,15.0,0.0,0.0,15.0
713,9,7.0,26,15,1.0,0.0,20.0,0.0,0.0,20.0
713,9,7.0,26,15,4.0,0.0,20.0,0.0,0.0,20.0
713,9,11.0,18,15,5.0,0.0,0.0,90.0,0.0,90.0
713,9,11.0,18,15,4.0,0.0,0.0,60.0,0.0,60.0
713,9,11.0,18,20,3.0,0.0,0.0,50.0,0.0,50.0
713,9,11.0,18,20,4.0,0.0,0.0,600.0,0.0,600.0
713,9,11.0,18,20,5.0,0.0,0.0,50.0,0.0,50.0
713,9,11.0,18,25,4.0,0.0,0.0,100.0,200.0,300.0
713,9,11.0,18,25,2.0,0.0,0.0,20.0,100.0,120.0
713,9,11.0,18,25,5.0,0.0,0.0,10.0,0.0,10.0
713,9,11.0,18,25,1.0,0.0,0.0,50.0,100.0,150.0
713,9,11.0,18,25,3.0,0.0,0.0,20.0,100.0,120.0
713,9,13.0,14,13,,,,,,
713,9,13.0,14,14,,,,,,
713,9,13.0,14,15,4.0,0.0,0.0,0.0,20.0,20.0
713,9,13.0,14,15,3.0,0.0,0.0,0.0,30.0,30.0
713,9,13.0,14,15,5.0,0.0,0.0,0.0,30.0,30.0
713,9,21.0,3,13,1.0,100.0,25.0,25.0,0.0,150.0
713,9,21.0,3,13,5.0,100.0,50.0,0.0,0.0,150.0
713,9,21.0,3,15,3.0,150.0,616.0,0.0,120.0,886.0
713,9,21.0,3,24,1.0,200.0,250.0,500.0,100.0,1050.0
713,9,21.0,3,24,4.0,30.0,50.0,250.0,20.0,350.0
713,9,35.0,8,13,,,,,,
713,9,35.0,8,14,,,,,,
713,9,35.0,8,15,4.0,0.0,0.0,150.0,0.0,150.0
713,9,39.0,14,13,,,,,,
713,9,39.0,14,14,,,,,,
713,9,39.0,14,15,,,,,,
713,9,45.0,8,13,4.0,0.0,0.0,5.0,0.0,5.0
713,9,45.0,8,14,4.0,0.0,740.0,0.0,10.0,750.0
713,9,45.0,8,15,4.0,0.0,105.0,0.0,15.0,120.0
713,9,49.0,3,13,2.0,300.0,0.0,0.0,0.0,300.0
