tinh,huyen,xa,diaban,hoso,matv,m3c7,m3c8a,m3c8b,m3c9,m3c10a,m3c10b,m3c11a,m3c11b,m3c12a,m3c12b,m3c13a,m3c13b,m3c14,m3c15
101,15,39.0,12,15,,,,,,,,,,,,,,,
101,15,51.0,13,13,1.0,h­¬ng,2.0,11.0,4.0,1.0,500.0,0.0,,0.0,,,,1.0,
101,15,51.0,13,13,1.0,h­¬ng,1.0,4.0,4.0,2.0,420.0,2.0,140.0,0.0,,,,1.0,
101,15,51.0,13,14,,,,,,,,,,,,,,,
101,15,51.0,13,15,4.0,Th¾m,2.0,4.0,2.0,2.0,120.0,0.0,,0.0,,,,1.0,
101,15,51.0,13,15,4.0,Th¾m,1.0,6.0,2.0,2.0,250.0,0.0,,0.0,,,,1.0,
101,15,51.0,13,15,4.0,Th¾m,3.0,10.0,2.0,3.0,300.0,0.0,,0.0,,,,1.0,
101,17,13.0,2,13,,,,,,,,,,,,,,,
101,17,13.0,2,14,,,,,,,,,,,,,,,
101,17,13.0,2,15,,,,,,,,,,,,,,,
101,17,27.0,7,13,2.0,h¹nh,1.0,4.0,4.0,2.0,1500.0,2.0,1250.0,0.0,,,,1.0,
101,17,27.0,7,14,1.0,huy,1.0,5.0,4.0,3.0,500.0,,,1.0,1000.0,,,1.0,
101,17,27.0,7,14,4.0,c­êng,1.0,10.0,4.0,1.0,200.0,0.0,,0.0,,,,1.0,
101,17,27.0,7,15,3.0,toµn,1.0,4.0,4.0,1.0,400.0,,,1.0,4000.0,,,1.0,
101,17,31.0,13,13,4.0,®iÖp,1.0,4.0,3.0,1.0,50.0,1.0,50.0,0.0,,,,1.0,
101,17,31.0,13,13,4.0,®iÖp,2.0,6.0,3.0,1.0,100.0,0.0,,0.0,,,,1.0,
101,17,31.0,13,13,1.0,chiªn,1.0,4.0,4.0,0.0,,,,1.0,400.0,,,1.0,
101,17,31.0,13,14,2.0,th¸i,1.0,12.0,4.0,1.0,60.0,0.0,,0.0,,,,1.0,
101,17,31.0,13,14,1.0,th¨ng,1.0,12.0,4.0,1.0,50.0,0.0,,0.0,,,,1.0,
101,17,31.0,13,15,9.0,xu©n,1.0,2.0,2.0,3.0,0.0,,,1.0,100.0,,,1.0,
101,17,31.0,13,15,8.0,quúnh,1.0,2.0,1.0,2.0,0.0,0.0,,0.0,,,,1.0,
101,17,31.0,13,15,12.0,c«ng,1.0,4.0,4.0,0.0,,,,1.0,500.0,1.0,400.0,1.0,
101,17,31.0,13,15,12.0,c«ng,2.0,2.0,1.0,4.0,0.0,0.0,,0.0,,,,1.0,
101,17,33.0,15,13,2.0,toµn,1.0,4.0,3.0,1.0,100.0,,,0.0,,,,1.0,
101,17,33.0,15,14,3.0,huyÒn,1.0,6.0,3.0,1.0,300.0,0.0,,0.0,,,,1.0,
101,17,33.0,15,15,,,,,,,,,,,,,,,
101,17,35.0,16,13,2.0,TÜnh,1.0,5.0,4.0,3.0,500.0,3.0,300.0,0.0,,,,1.0,
101,17,35.0,16,14,,,,,,,,,,,,,,,
101,17,35.0,16,15,3.0,Long,1.0,5.0,4.0,1.0,500.0,0.0,,0.0,,,,1.0,
101,17,35.0,16,15,2.0,Lý,1.0,4.0,4.0,1.0,150.0,1.0,100.0,0.0,,,,1.0,
101,17,35.0,16,15,1.0,LuyÖn,1.0,4.0,4.0,3.0,300.0,3.0,200.0,0.0,,,,1.0,
101,17,37.0,23,13,4.0,yÕn,1.0,12.0,4.0,1.0,40.0,0.0,,0.0,,,,1.0,
101,17,37.0,23,14,,,,,,,,,,,,,,,
101,17,37.0,23,15,5.0,lan,1.0,4.0,4.0,0.0,,,,1.0,250.0,1.0,250.0,1.0,
101,17,37.0,23,15,1.0,tuyªn,1.0,4.0,4.0,1.0,150.0,1.0,100.0,0.0,,,,1.0,
101,17,39.0,9,13,6.0,Trang,2.0,2.0,1.0,7.0,800.0,0.0,,0.0,,,,1.0,
101,17,39.0,9,13,2.0,D­ìng,1.0,6.0,3.0,1.0,350.0,1.0,300.0,0.0,,,,1.0,
101,17,39.0,9,13,6.0,Trang,1.0,10.0,4.0,3.0,500.0,0.0,,0.0,,,,1.0,
101,17,39.0,9,13,5.0,Vò,1.0,10.0,4.0,2.0,200.0,0.0,,0.0,,,,1.0,
101,17,39.0,9,13,1.0,Thªm,1.0,6.0,3.0,2.0,800.0,0.0,,0.0,,,,1.0,
101,17,39.0,9,13,4.0,Th¶o,1.0,6.0,2.0,3.0,500.0,0.0,,1.0,2000.0,0.0,,1.0,
101,17,39.0,9,14,,,,,,,,,,,,,,,
101,17,39.0,9,15,3.0,Dòng,1.0,12.0,4.0,1.0,50.0,0.0,,0.0,,,,1.0,
101,17,39.0,9,15,4.0,Th¾ng,1.0,12.0,4.0,1.0,100.0,0.0,,0.0,,,,1.0,
101,19,5.0,18,13,1.0,Kim,1.0,4.0,4.0,1.0,200.0,1.0,80.0,0.0,,,,1.0,
101,19,5.0,18,14,,,,,,,,,,,,,,,
101,19,5.0,18,15,3.0,Mai,1.0,5.0,4.0,2.0,1100.0,0.0,,0.0,,,,1.0,
101,19,5.0,18,15,1.0,Miªn,1.0,4.0,4.0,1.0,30.0,1.0,30.0,0.0,,,,1.0,
101,19,17.0,20,13,,,,,,,,,,,,,,,
101,19,17.0,20,14,,,,,,,,,,,,,,,
101,19,17.0,20,15,,,,,,,,,,,,,,,
101,19,55.0,8,14,1.0,ThiÖp,1.0,5.0,4.0,0.0,,,,1.0,4000.0,1.0,2000.0,1.0,
101,19,55.0,8,15,2.0,Th¾m,2.0,6.0,4.0,1.0,500.0,0.0,,1.0,1000.0,0.0,,1.0,
101,19,55.0,8,15,5.0,Trinh,1.0,2.0,2.0,3.0,120.0,0.0,,0.0,,,,1.0,
101,19,55.0,8,15,1.0,M¹nh,1.0,4.0,3.0,1.0,100.0,1.0,80.0,0.0,,,,1.0,
101,19,55.0,8,15,2.0,Th¾m,1.0,5.0,4.0,2.0,1000.0,0.0,,1.0,1000.0,0.0,,2.0,3.0
101,19,55.0,8,15,5.0,Trinh,2.0,4.0,2.0,0.0,,,,1.0,1000.0,1.0,300.0,1.0,
101,19,55.0,8,19,,,,,,,,,,,,,,,
101,19,67.0,13,13,4.0,long,1.0,10.0,4.0,3.0,250.0,3.0,0.0,0.0,,,,1.0,
101,19,67.0,13,13,4.0,long,2.0,5.0,4.0,0.0,,,,1.0,1250.0,1.0,700.0,1.0,
101,19,67.0,13,14,1.0,tý,1.0,10.0,4.0,1.0,1500.0,,,0.0,,,,2.0,9.0
101,19,67.0,13,15,2.0,nhi,1.0,10.0,4.0,3.0,500.0,,,0.0,,,,1.0,
101,21,5.0,18,13,1.0,tiÖn,1.0,4.0,3.0,1.0,140.0,,,0.0,,,,1.0,
101,21,5.0,18,14,,,,,,,,,,,,,,,
101,21,5.0,18,15,,,,,,,,,,,,,,,
101,21,13.0,9,13,4.0,ph­¬ng,1.0,2.0,4.0,0.0,,,,1.0,120.0,1.0,120.0,1.0,
101,21,13.0,9,14,4.0,anh,1.0,10.0,4.0,1.0,300.0,0.0,,0.0,,,,1.0,
101,21,13.0,9,14,4.0,anh,2.0,2.0,4.0,2.0,150.0,0.0,,0.0,,,,1.0,
101,21,13.0,9,15,1.0,len,1.0,13.0,4.0,1.0,150.0,,,0.0,,,,1.0,
101,21,21.0,34,13,1.0,ngäc,1.0,6.0,4.0,1.0,4000.0,,,0.0,,,,1.0,
101,21,21.0,34,14,4.0,hång,1.0,5.0,2.0,4.0,300.0,4.0,0.0,1.0,500.0,1.0,0.0,1.0,
101,21,21.0,34,14,5.0,anh,1.0,2.0,1.0,3.0,0.0,0.0,,0.0,,,,1.0,
101,21,21.0,34,14,2.0,®«ng,1.0,6.0,3.0,2.0,200.0,0.0,,0.0,,,,1.0,
101,21,21.0,34,15,5.0,duy,1.0,6.0,4.0,1.0,300.0,0.0,,0.0,,,,1.0,
101,21,23.0,13,15,,,,,,,,,,,,,,,
101,21,23.0,13,19,1.0,LËp,1.0,6.0,3.0,1.0,2000.0,,,0.0,,,,1.0,
101,21,23.0,13,19,1.0,LËp,2.0,11.0,4.0,1.0,14000.0,,,0.0,,,,2.0,3.0
101,21,23.0,13,20,5.0,Minh,1.0,6.0,3.0,2.0,800.0,0.0,,0.0,,,,1.0,
101,21,27.0,8,13,,,,,,,,,,,,,,,
101,21,27.0,8,15,,,,,,,,,,,,,,,
101,21,27.0,8,19,,,,,,,,,,,,,,,
101,21,31.0,15,14,,,,,,,,,,,,,,,
101,21,31.0,15,15,,,,,,,,,,,,,,,
101,21,31.0,15,20,,,,,,,,,,,,,,,
101,23,23.0,38,13,1.0,§iÖp,1.0,3.0,3.0,1.0,100.0,1.0,0.0,0.0,,,,1.0,
101,23,23.0,38,13,4.0,Giang,1.0,6.0,4.0,2.0,850.0,0.0,,0.0,,,,1.0,
101,23,23.0,38,14,,,,,,,,,,,,,,,
101,23,23.0,38,15,,,,,,,,,,,,,,,
101,23,47.0,15,13,2.0,T­êng,1.0,10.0,4.0,1.0,240.0,,,0.0,,,,1.0,
101,23,47.0,15,14,4.0,HuyÒn,1.0,4.0,3.0,1.0,210.0,1.0,168.0,0.0,,,,1.0,
101,23,47.0,15,14,2.0,Hiªn,1.0,4.0,4.0,0.0,,,,1.0,1900.0,,,1.0,
101,23,47.0,15,15,5.0,Hoµ,1.0,4.0,4.0,2.0,200.0,,,0.0,,,,1.0,
101,23,47.0,15,15,2.0,H»ng,1.0,1.0,4.0,1.0,40.0,,,0.0,,,,1.0,
101,23,47.0,15,15,3.0,Ph­¬ng,1.0,4.0,4.0,1.0,89.0,1.0,21.0,0.0,,,,1.0,
103,1,1.0,9,13,,,,,,,,,,,,,,,
103,1,1.0,9,14,1.0,Ngäc,1.0,8.0,4.0,2.0,1300.0,0.0,,0.0,,,,1.0,
103,1,1.0,9,19,1.0,TiÕn,1.0,6.0,4.0,0.0,,,,1.0,4550.0,1.0,3720.0,1.0,
103,1,1.0,9,19,1.0,TiÕn,2.0,8.0,3.0,1.0,130.0,0.0,,0.0,,,,1.0,
103,1,7.0,25,13,,,,,,,,,,,,,,,
103,1,7.0,25,15,1.0,Dung,2.0,2.0,4.0,2.0,84.0,0.0,,0.0,,,,1.0,
103,1,7.0,25,15,1.0,Dung,1.0,10.0,4.0,2.0,240.0,0.0,,0.0,,,,1.0,
103,1,7.0,25,19,1.0,V©n,2.0,5.0,4.0,1.0,30.0,0.0,,0.0,,,,1.0,
103,1,7.0,25,19,1.0,V©n,1.0,2.0,4.0,7.0,110.0,0.0,,0.0,,,,1.0,
103,1,11.0,18,13,2.0,B×nh,1.0,4.0,3.0,2.0,200.0,,,0.0,,,,1.0,
103,1,11.0,18,14,1.0,Thuû,1.0,5.0,4.0,1.0,2380.0,0.0,,0.0,,,,1.0,
103,1,11.0,18,14,2.0,ViÔn,1.0,12.0,3.0,2.0,46.0,0.0,,0.0,,,,1.0,
103,1,11.0,18,15,,,,,,,,,,,,,,,
103,1,17.0,7,14,2.0,Tr­êng,1.0,7.0,4.0,2.0,50.0,2.0,50.0,0.0,,,,1.0,
103,1,17.0,7,14,1.0,H¹nh,1.0,2.0,3.0,1.0,10.0,0.0,,0.0,,,,1.0,
103,1,17.0,7,15,1.0,Nh­¬ng,1.0,7.0,4.0,0.0,,,,1.0,850.0,1.0,750.0,1.0,
103,1,17.0,7,19,2.0,Tr©n,1.0,3.0,3.0,1.0,60.0,1.0,60.0,0.0,,,,1.0,
103,1,17.0,7,19,1.0,Khang,1.0,5.0,4.0,0.0,,,,1.0,1300.0,1.0,1200.0,1.0,
103,1,17.0,7,19,2.0,Tr©n,2.0,7.0,3.0,3.0,1500.0,0.0,,0.0,,,,1.0,
103,3,1.0,27,13,,,,,,,,,,,,,,,
103,3,1.0,27,14,,,,,,,,,,,,,,,
103,3,1.0,27,15,,,,,,,,,,,,,,,
103,3,5.0,7,15,5.0,an,1.0,6.0,4.0,0.0,,,,2.0,6000.0,2.0,2000.0,2.0,3.0
103,3,5.0,7,15,1.0,vinh,1.0,5.0,4.0,0.0,,,,1.0,2000.0,,,2.0,3.0
103,3,5.0,7,19,2.0,lÜnh,1.0,4.0,4.0,1.0,200.0,1.0,200.0,1.0,1000.0,1.0,700.0,1.0,
103,3,5.0,7,19,1.0,th¸i,1.0,4.0,4.0,1.0,200.0,1.0,200.0,0.0,,,,1.0,
103,3,5.0,7,20,6.0,®øc,1.0,4.0,4.0,1.0,400.0,1.0,300.0,0.0,,,,1.0,
103,3,5.0,7,20,4.0,th¶o,1.0,4.0,4.0,1.0,300.0,1.0,200.0,0.0,,,,1.0,
103,3,5.0,7,20,5.0,thuú,1.0,5.0,4.0,0.0,,,,1.0,4300.0,1.0,2000.0,1.0,
103,3,9.0,20,13,,,,,,,,,,,,,,,
103,3,9.0,20,14,,,,,,,,,,,,,,,
103,3,9.0,20,15,1.0,TÊn,1.0,2.0,4.0,1.0,300.0,0.0,,0.0,,,,1.0,
103,3,13.0,15,13,,,,,,,,,,,,,,,
103,3,13.0,15,19,,,,,,,,,,,,,,,
103,3,13.0,15,20,,,,,,,,,,,,,,,
103,3,19.0,12,13,,,,,,,,,,,,,,,
103,3,19.0,12,14,,,,,,,,,,,,,,,
103,3,19.0,12,15,4.0,Thuû,1.0,4.0,4.0,4.0,1200.0,4.0,600.0,0.0,,,,1.0,
103,3,23.0,12,21,,,,,,,,,,,,,,,
103,3,23.0,12,22,5.0,huyÒn,1.0,10.0,4.0,2.0,240.0,0.0,,0.0,,,,1.0,
103,3,23.0,12,23,,,,,,,,,,,,,,,
103,4,3.0,8,13,2.0,B¶o,1.0,10.0,4.0,20.0,1000.0,0.0,,0.0,,,,1.0,
103,4,3.0,8,14,2.0,Ph­îng,1.0,10.0,4.0,2.0,2800.0,0.0,,0.0,,,,1.0,
103,4,3.0,8,14,4.0,TÝch,1.0,10.0,4.0,3.0,170.0,,,0.0,,,,1.0,
103,4,3.0,8,14,3.0,H­¬ng,1.0,5.0,4.0,1.0,130.0,0.0,,0.0,,,,1.0,
103,4,3.0,8,14,1.0,Dòng,1.0,10.0,4.0,1.0,300.0,,,0.0,,,,1.0,
103,4,3.0,8,19,2.0,Nh­êng,1.0,3.0,3.0,6.0,110.0,6.0,110.0,0.0,,,,1.0,
103,4,5.0,19,13,,,,,,,,,,,,,,,
103,4,5.0,19,14,2.0,HuÖ,1.0,8.0,4.0,1.0,450.0,,,0.0,,,,1.0,
103,4,5.0,19,20,,,,,,,,,,,,,,,
103,4,11.0,28,13,2.0,mòn,2.0,6.0,4.0,0.0,,,,1.0,6000.0,1.0,2000.0,1.0,
103,4,11.0,28,13,2.0,mòn,1.0,5.0,4.0,1.0,200.0,1.0,200.0,1.0,5000.0,1.0,1400.0,1.0,
103,4,11.0,28,14,,,,,,,,,,,,,,,
103,4,11.0,28,19,1.0,léc,2.0,4.0,4.0,2.0,85.0,2.0,85.0,0.0,,,,1.0,
103,4,11.0,28,19,1.0,léc,1.0,2.0,4.0,3.0,120.0,3.0,60.0,0.0,,,,1.0,
103,5,7.0,18,13,,,,,,,,,,,,,,,
103,5,7.0,18,14,1.0,HuyÒn,2.0,6.0,4.0,0.0,,,,1.0,11000.0,1.0,7000.0,1.0,
103,5,7.0,18,14,1.0,HuyÒn,1.0,5.0,4.0,5.0,750.0,0.0,,2.0,10000.0,2.0,5000.0,1.0,
103,5,7.0,18,15,,,,,,,,,,,,,,,
103,5,11.0,7,13,1.0,BÐ,1.0,6.0,3.0,1.0,3000.0,,,0.0,,,,1.0,
103,5,11.0,7,14,1.0,The,1.0,5.0,4.0,1.0,1000.0,0.0,,0.0,,,,1.0,
103,5,11.0,7,15,,,,,,,,,,,,,,,
103,5,15.0,16,13,3.0,Anh,1.0,5.0,3.0,3.0,300.0,,,0.0,,,,1.0,
103,5,15.0,16,13,3.0,Anh,2.0,5.0,2.0,0.0,,,,1.0,1900.0,,,1.0,
103,5,15.0,16,15,,,,,,,,,,,,,,,
103,5,15.0,16,19,3.0,Uyªn,1.0,10.0,3.0,1.0,500.0,0.0,,0.0,,,,1.0,
103,5,15.0,16,19,1.0,Dòng,2.0,5.0,3.0,1.0,140.0,0.0,,0.0,,,,1.0,
103,5,15.0,16,19,1.0,Dòng,1.0,10.0,4.0,10.0,6000.0,0.0,,0.0,,,,1.0,
103,5,15.0,16,19,4.0,Tr­êng,1.0,4.0,4.0,1.0,100.0,0.0,,0.0,,,,1.0,
103,5,19.0,2,13,5.0,Duyªn,1.0,3.0,3.0,3.0,100.0,3.0,0.0,0.0,,,,1.0,
103,5,19.0,2,14,2.0,HuyÒn,1.0,12.0,4.0,1.0,70.0,,,0.0,,,,1.0,
103,5,19.0,2,15,4.0,Liªn,1.0,12.0,4.0,1.0,50.0,0.0,,0.0,,,,1.0,
103,5,19.0,2,15,3.0,Huy,1.0,10.0,4.0,1.0,150.0,0.0,,0.0,,,,1.0,
103,5,24.0,27,13,1.0,Oanh,1.0,5.0,4.0,0.0,,,,1.0,500.0,0.0,,1.0,
103,5,24.0,27,14,,,,,,,,,,,,,,,
103,5,24.0,27,15,2.0,Chuyªn,1.0,6.0,3.0,1.0,1900.0,1.0,900.0,0.0,,,,1.0,
103,5,24.0,27,15,1.0,ThiÒng,1.0,7.0,3.0,1.0,5000.0,0.0,,0.0,,,,1.0,
103,5,27.0,27,14,,,,,,,,,,,,,,,
103,5,27.0,27,15,1.0,Inh,2.0,4.0,4.0,1.0,30.0,0.0,,0.0,,,,1.0,
103,5,27.0,27,15,1.0,Inh,1.0,4.0,3.0,2.0,320.0,0.0,,0.0,,,,1.0,
103,5,27.0,27,23,1.0,MiÒn,1.0,6.0,4.0,5.0,5000.0,2.0,400.0,0.0,,,,1.0,
103,7,1.0,21,13,,,,,,,,,,,,,,,
103,7,1.0,21,15,,,,,,,,,,,,,,,
103,7,1.0,21,19,1.0,Thuû,1.0,4.0,3.0,1.0,100.0,1.0,60.0,0.0,,,,1.0,
103,7,1.0,21,19,2.0,H»ng,1.0,4.0,4.0,1.0,150.0,1.0,100.0,0.0,,,,1.0,
103,7,7.0,3,13,1.0,Yªn,2.0,10.0,4.0,1.0,45.0,0.0,,0.0,,,,1.0,
103,7,7.0,3,13,1.0,Yªn,1.0,4.0,4.0,2.0,86.0,2.0,84.0,0.0,,,,1.0,
103,7,7.0,3,13,3.0,Thoa,1.0,4.0,4.0,2.0,104.0,2.0,100.0,0.0,,,,1.0,
103,7,7.0,3,14,2.0,Khuyªn,1.0,4.0,4.0,2.0,82.0,2.0,80.0,0.0,,,,1.0,
103,7,7.0,3,14,1.0,Tho¹i,1.0,10.0,4.0,3.0,300.0,,,0.0,,,,1.0,
103,7,7.0,3,14,2.0,Khuyªn,2.0,10.0,4.0,1.0,520.0,0.0,,0.0,,,,1.0,
103,7,7.0,3,15,4.0,HiÕu,1.0,6.0,4.0,2.0,2000.0,0.0,,1.0,6000.0,0.0,,1.0,
103,7,13.0,18,13,3.0,d­¬ng,1.0,4.0,4.0,1.0,300.0,1.0,200.0,0.0,,,,1.0,
103,7,13.0,18,13,1.0,tuyÕt,1.0,10.0,4.0,1.0,350.0,,,0.0,,,,1.0,
103,7,13.0,18,14,3.0,nam,1.0,12.0,4.0,1.0,40.0,,,0.0,,,,1.0,
103,7,13.0,18,14,2.0,hoµn,1.0,12.0,4.0,1.0,80.0,,,0.0,,,,1.0,
103,7,13.0,18,14,4.0,huyÒn,1.0,12.0,4.0,1.0,70.0,,,0.0,,,,1.0,
103,7,13.0,18,15,2.0,luËn,1.0,10.0,1.0,1.0,30.0,,,0.0,,,,1.0,
103,7,13.0,18,15,2.0,luËn,2.0,2.0,2.0,0.0,,,,1.0,600.0,,,1.0,
103,7,13.0,18,15,3.0,ph­¬ng,1.0,2.0,4.0,1.0,100.0,,,0.0,,,,1.0,
103,9,3.0,8,13,,,,,,,,,,,,,,,
103,9,3.0,8,14,7.0,Anh,1.0,2.0,4.0,5.0,0.0,5.0,0.0,0.0,,,,1.0,
103,9,3.0,8,15,6.0,ThuËn,1.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,,,,1.0,
103,9,3.0,8,15,6.0,ThuËn,2.0,5.0,4.0,1.0,90.0,1.0,65.0,0.0,,,,1.0,
103,10,7.0,7,13,2.0,lùc,1.0,6.0,4.0,2.0,3500.0,2.0,3000.0,0.0,,,,1.0,
103,10,7.0,7,14,,,,,,,,,,,,,,,
103,10,7.0,7,25,1.0,h»ng,1.0,2.0,4.0,3.0,130.0,,,0.0,,,,1.0,
103,10,39.0,1,13,,,,,,,,,,,,,,,
103,10,39.0,1,14,2.0,L¸ng,2.0,5.0,4.0,0.0,,,,1.0,2500.0,1.0,1500.0,1.0,
103,10,39.0,1,14,2.0,L¸ng,1.0,4.0,4.0,1.0,200.0,1.0,200.0,0.0,,,,1.0,
103,10,39.0,1,15,,,,,,,,,,,,,,,
103,11,5.0,13,14,4.0,m¹nh,1.0,5.0,3.0,1.0,50.0,0.0,,0.0,,,,1.0,
103,11,5.0,13,15,4.0,HuÕ,1.0,3.0,4.0,1.0,500.0,0.0,,0.0,,,,1.0,
103,11,5.0,13,15,2.0,thoa,1.0,3.0,2.0,1.0,500.0,,,0.0,,,,1.0,
103,11,5.0,13,19,,,,,,,,,,,,,,,
103,11,7.0,3,13,,,,,,,,,,,,,,,
103,11,7.0,3,14,2.0,h»ng,1.0,7.0,3.0,1.0,300.0,0.0,,0.0,,,,1.0,
103,11,7.0,3,14,1.0,xanh,1.0,12.0,4.0,1.0,135.0,0.0,,0.0,,,,1.0,
103,11,7.0,3,14,2.0,h»ng,2.0,12.0,4.0,1.0,120.0,0.0,,0.0,,,,1.0,
103,11,7.0,3,15,,,,,,,,,,,,,,,
103,11,14.0,26,13,3.0,h»ng,1.0,5.0,3.0,1.0,25.0,0.0,,0.0,,,,1.0,
103,11,14.0,26,15,2.0,®µo,2.0,3.0,3.0,1.0,135.0,,,0.0,,,,1.0,
103,11,14.0,26,15,2.0,®µo,1.0,5.0,4.0,2.0,550.0,,,0.0,,,,1.0,
103,11,14.0,26,19,2.0,ph¸n,1.0,10.0,3.0,1.0,80.0,,,0.0,,,,1.0,
103,11,21.0,6,13,1.0,lËp,1.0,6.0,3.0,1.0,300.0,,,0.0,,,,3.0,9.0
103,11,21.0,6,14,1.0,thÞnh,1.0,4.0,4.0,0.0,,,,1.0,450.0,1.0,300.0,1.0,
103,11,21.0,6,20,1.0,lý,1.0,4.0,4.0,1.0,70.0,,,0.0,,,,1.0,
103,11,21.0,6,20,1.0,lý,2.0,2.0,4.0,3.0,135.0,,,0.0,,,,1.0,
103,11,21.0,6,20,1.0,lý,3.0,10.0,4.0,3.0,340.0,,,0.0,,,,1.0,
103,11,27.0,4,13,5.0,Träng,1.0,3.0,4.0,1.0,200.0,0.0,,0.0,,,,1.0,
103,11,27.0,4,13,2.0,Thi,1.0,3.0,4.0,2.0,600.0,,,0.0,,,,1.0,
103,11,27.0,4,15,2.0,Em,1.0,8.0,4.0,2.0,1000.0,,,0.0,,,,2.0,3.0
103,11,27.0,4,15,6.0,Quang,1.0,2.0,1.0,1.0,10.0,0.0,,0.0,,,,1.0,
103,11,27.0,4,15,5.0,Thuý,1.0,4.0,2.0,0.0,,,,1.0,6000.0,,,1.0,
103,11,27.0,4,19,2.0,Tiªm,1.0,2.0,4.0,12.0,600.0,,,0.0,,,,1.0,
103,11,27.0,4,19,1.0,Tµi,2.0,4.0,4.0,5.0,500.0,,,0.0,,,,1.0,
103,11,27.0,4,19,1.0,Tµi,1.0,2.0,4.0,7.0,350.0,,,0.0,,,,1.0,
103,11,27.0,4,19,3.0,Tù,1.0,4.0,4.0,5.0,950.0,1.0,100.0,1.0,200.0,1.0,50.0,1.0,
103,11,35.0,7,13,2.0,M­êi,1.0,12.0,4.0,1.0,150.0,,,0.0,,,,1.0,
103,11,35.0,7,13,4.0,Huy,1.0,12.0,4.0,1.0,250.0,0.0,,0.0,,,,1.0,
103,11,35.0,7,14,,,,,,,,,,,,,,,
103,11,35.0,7,20,6.0,minh,1.0,4.0,4.0,0.0,,,,1.0,500.0,1.0,200.0,1.0,
103,11,35.0,7,20,7.0,,1.0,12.0,4.0,6.0,1500.0,,,0.0,,,,1.0,
103,11,35.0,7,20,1.0,Khinh,1.0,12.0,4.0,3.0,360.0,0.0,,0.0,,,,1.0,
103,11,35.0,7,20,6.0,minh,2.0,2.0,4.0,3.0,70.0,3.0,40.0,0.0,,,,1.0,
103,11,35.0,7,20,2.0,TiÕn,1.0,3.0,4.0,1.0,1500.0,0.0,,0.0,,,,1.0,
103,11,35.0,7,20,4.0,tuyÕt,1.0,4.0,4.0,1.0,300.0,,,0.0,,,,1.0,
103,11,35.0,7,20,4.0,tuyÕt,2.0,10.0,4.0,1.0,500.0,,,0.0,,,,1.0,
103,11,43.0,17,13,3.0,,1.0,12.0,3.0,1.0,50.0,0.0,,0.0,,,,1.0,
103,11,43.0,17,13,5.0,,1.0,12.0,3.0,1.0,40.0,,,0.0,,,,1.0,
103,11,43.0,17,13,1.0,tý,1.0,12.0,4.0,6.0,500.0,,,0.0,,,,1.0,
103,11,43.0,17,13,6.0,yÕn,1.0,12.0,3.0,1.0,35.0,0.0,,0.0,,,,1.0,
103,11,43.0,17,13,2.0,,2.0,5.0,4.0,0.0,,,,1.0,2000.0,,,1.0,
103,11,43.0,17,13,4.0,,1.0,12.0,3.0,1.0,30.0,,,0.0,,,,1.0,
103,11,43.0,17,13,2.0,,1.0,4.0,4.0,1.0,120.0,,,1.0,2005.0,,,1.0,
103,11,43.0,17,14,6.0,HuÖ,1.0,5.0,4.0,0.0,,,,1.0,3200.0,0.0,,1.0,
103,11,43.0,17,15,3.0,Linh,1.0,12.0,4.0,1.0,20.0,1.0,0.0,0.0,,,,1.0,
103,11,43.0,17,15,1.0,§iªng,1.0,12.0,4.0,4.0,700.0,,,0.0,,,,1.0,
103,11,51.0,8,13,1.0,Hång,1.0,2.0,4.0,6.0,120.0,,,0.0,,,,1.0,
103,11,51.0,8,14,1.0,Hßn,1.0,7.0,4.0,0.0,,,,1.0,4500.0,,,2.0,3.0
103,11,51.0,8,14,1.0,Hßn,4.0,11.0,4.0,30.0,3000.0,,,0.0,,,,2.0,1.0
103,11,51.0,8,14,1.0,Hßn,3.0,12.0,4.0,20.0,1000.0,,,0.0,,,,1.0,
103,11,51.0,8,14,1.0,Hßn,2.0,8.0,4.0,1.0,1300.0,,,0.0,,,,1.0,
103,11,51.0,8,15,1.0,DÇn,1.0,2.0,4.0,2.0,120.0,,,0.0,,,,1.0,
103,11,51.0,8,15,4.0,HiÕu,1.0,2.0,4.0,1.0,40.0,,,0.0,,,,1.0,
103,11,57.0,17,13,,,,,,,,,,,,,,,
103,11,57.0,17,14,2.0,Thuý,1.0,12.0,4.0,1.0,200.0,,,0.0,,,,1.0,
103,11,57.0,17,14,1.0,Thøc,2.0,2.0,3.0,2.0,70.0,2.0,50.0,0.0,,,,2.0,8.0
103,11,57.0,17,14,1.0,Thøc,1.0,12.0,4.0,4.0,360.0,0.0,,0.0,,,,1.0,
103,11,57.0,17,15,1.0,Ngäc,2.0,10.0,4.0,2.0,350.0,,,0.0,,,,1.0,
103,11,57.0,17,15,2.0,vÎ,2.0,10.0,4.0,1.0,300.0,,,0.0,,,,1.0,
103,11,57.0,17,15,2.0,vÎ,1.0,10.0,3.0,1.0,50.0,,,0.0,,,,1.0,
103,11,57.0,17,15,1.0,Ngäc,1.0,10.0,3.0,1.0,200.0,,,0.0,,,,1.0,
103,11,63.0,7,13,,,,,,,,,,,,,,,
103,11,63.0,7,15,1.0,L¨ng,1.0,12.0,4.0,1.0,40.0,,,0.0,,,,1.0,
