tinh,huyen,xa,diaban,hoso,m4b52ma,m4b52c7,m4b52c8,m4b52c9,m4b52c10,m4b52c11,m4b52c12,m4b52c13,m4b52c14,m4b52c15,m4b52c16,m4b52c17,m4b52c18,m4b52c19
113,13,23.0,5,13,,,,,,,,,,,,,,
113,13,23.0,5,15,1.0,200.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0
113,13,23.0,5,19,,,,,,,,,,,,,,
113,13,33.0,14,14,,,,,,,,,,,,,,
113,13,33.0,14,15,2.0,0.0,0.0,500.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
113,13,33.0,14,15,1.0,1000.0,600.0,400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2250.0
113,13,33.0,14,20,1.0,300.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,450.0
113,13,39.0,14,13,1.0,300.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0
113,13,39.0,14,14,1.0,250.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
113,13,39.0,14,15,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,350.0
113,15,1.0,7,13,,,,,,,,,,,,,,
113,15,1.0,7,14,,,,,,,,,,,,,,
113,15,1.0,7,15,,,,,,,,,,,,,,
113,15,7.0,11,13,,,,,,,,,,,,,,
113,15,7.0,11,14,,,,,,,,,,,,,,
113,15,7.0,11,15,,,,,,,,,,,,,,
113,15,15.0,12,13,,,,,,,,,,,,,,
113,15,15.0,12,14,,,,,,,,,,,,,,
113,15,15.0,12,15,,,,,,,,,,,,,,
113,15,19.0,37,13,,,,,,,,,,,,,,
113,15,19.0,37,14,1.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0
113,15,19.0,37,15,1.0,250.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,540.0
113,15,23.0,12,14,1.0,150.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,305.0
113,15,23.0,12,19,,,,,,,,,,,,,,
113,15,23.0,12,20,,,,,,,,,,,,,,
113,15,33.0,5,14,2.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,200.0
113,15,33.0,5,15,1.0,7500.0,0.0,1000.0,0.0,0.0,2500.0,5000.0,0.0,1500.0,0.0,0.0,200.0,17700.0
113,15,33.0,5,19,1.0,200.0,120.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0
113,15,41.0,3,13,1.0,150.0,240.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0
113,15,41.0,3,14,1.0,1400.0,1560.0,70.0,50.0,0.0,200.0,0.0,0.0,120.0,0.0,0.0,50.0,3450.0
113,15,41.0,3,15,1.0,100.0,120.0,40.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0
113,15,41.0,3,15,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,610.0
113,15,43.0,20,13,,,,,,,,,,,,,,
113,15,43.0,20,15,1.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,240.0
113,15,43.0,20,20,3.0,0.0,0.0,1200.0,9600.0,500.0,800.0,0.0,0.0,4800.0,0.0,0.0,1000.0,17900.0
113,15,43.0,20,20,1.0,6500.0,0.0,2500.0,0.0,0.0,0.0,25000.0,1500.0,7200.0,0.0,0.0,1500.0,44200.0
113,17,7.0,18,13,,,,,,,,,,,,,,
113,17,7.0,18,14,,,,,,,,,,,,,,
113,17,7.0,18,15,,,,,,,,,,,,,,
113,17,13.0,17,13,,,,,,,,,,,,,,
113,17,13.0,17,14,,,,,,,,,,,,,,
113,17,13.0,17,15,,,,,,,,,,,,,,
113,17,19.0,17,13,,,,,,,,,,,,,,
113,17,19.0,17,14,2.0,0.0,0.0,60.0,40.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,180.0
113,17,19.0,17,14,1.0,50.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0
113,17,19.0,17,15,,,,,,,,,,,,,,
113,17,25.0,13,13,,,,,,,,,,,,,,
113,17,25.0,13,14,1.0,630.0,280.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1020.0
113,17,25.0,13,19,1.0,120.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
113,17,31.0,10,13,,,,,,,,,,,,,,
113,17,31.0,10,14,,,,,,,,,,,,,,
113,17,31.0,10,15,1.0,1300.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0
113,17,39.0,2,13,1.0,80.0,50.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
113,17,39.0,2,14,,,,,,,,,,,,,,
113,17,39.0,2,15,2.0,0.0,0.0,250.0,120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0
113,17,45.0,7,13,,,,,,,,,,,,,,
113,17,45.0,7,14,,,,,,,,,,,,,,
113,17,45.0,7,15,,,,,,,,,,,,,,
113,19,5.0,5,13,,,,,,,,,,,,,,
113,19,5.0,5,14,2.0,0.0,0.0,200.0,0.0,300.0,180.0,0.0,0.0,0.0,0.0,0.0,80.0,760.0
113,19,5.0,5,15,,,,,,,,,,,,,,
113,19,11.0,3,14,,,,,,,,,,,,,,
113,19,11.0,3,15,,,,,,,,,,,,,,
113,19,11.0,3,19,,,,,,,,,,,,,,
113,19,19.0,23,13,1.0,200.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0
113,19,19.0,23,14,1.0,60.0,50.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0
113,19,19.0,23,15,,,,,,,,,,,,,,
113,19,25.0,8,13,,,,,,,,,,,,,,
113,19,25.0,8,14,,,,,,,,,,,,,,
113,19,25.0,8,19,1.0,400.0,200.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0
113,19,31.0,22,13,,,,,,,,,,,,,,
113,19,31.0,22,14,,,,,,,,,,,,,,
113,19,31.0,22,20,1.0,120.0,50.0,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0
113,19,35.0,7,13,,,,,,,,,,,,,,
113,19,35.0,7,14,1.0,500.0,150.0,30.0,0.0,0.0,100.0,0.0,45.0,0.0,0.0,0.0,30.0,855.0
113,19,35.0,7,15,1.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
113,19,43.0,13,13,,,,,,,,,,,,,,
113,19,43.0,13,14,1.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,205.0
113,19,43.0,13,19,,,,,,,,,,,,,,
113,19,47.0,15,13,1.0,200.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0
113,19,47.0,15,14,,,,,,,,,,,,,,
113,19,47.0,15,15,,,,,,,,,,,,,,
113,19,55.0,4,13,,,,,,,,,,,,,,
113,19,55.0,4,14,,,,,,,,,,,,,,
113,19,55.0,4,15,1.0,160.0,100.0,20.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0
113,19,63.0,9,13,1.0,200.0,100.0,15.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0
113,19,63.0,9,14,1.0,140.0,200.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0
113,19,63.0,9,15,1.0,150.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,370.0
115,1,1.0,9,13,,,,,,,,,,,,,,
115,1,1.0,9,14,,,,,,,,,,,,,,
115,1,1.0,9,15,,,,,,,,,,,,,,
115,1,7.0,32,13,,,,,,,,,,,,,,
115,1,7.0,32,14,,,,,,,,,,,,,,
115,1,7.0,32,15,,,,,,,,,,,,,,
115,1,9.0,17,13,,,,,,,,,,,,,,
115,1,9.0,17,14,,,,,,,,,,,,,,
115,1,9.0,17,15,,,,,,,,,,,,,,
115,1,15.0,21,13,,,,,,,,,,,,,,
115,1,15.0,21,14,,,,,,,,,,,,,,
115,1,15.0,21,15,,,,,,,,,,,,,,
115,1,23.0,20,13,,,,,,,,,,,,,,
115,1,23.0,20,14,,,,,,,,,,,,,,
115,1,23.0,20,15,1.0,250.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0
115,3,3.0,2,13,,,,,,,,,,,,,,
115,3,3.0,2,14,,,,,,,,,,,,,,
115,3,3.0,2,15,,,,,,,,,,,,,,
115,3,9.0,14,13,,,,,,,,,,,,,,
115,3,9.0,14,14,,,,,,,,,,,,,,
115,3,9.0,14,15,1.0,300.0,200.0,40.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0
115,3,15.0,14,13,,,,,,,,,,,,,,
115,3,15.0,14,14,,,,,,,,,,,,,,
115,3,15.0,14,15,,,,,,,,,,,,,,
115,3,27.0,6,13,2.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
115,3,27.0,6,14,,,,,,,,,,,,,,
115,3,27.0,6,15,,,,,,,,,,,,,,
115,3,31.0,4,13,,,,,,,,,,,,,,
115,3,31.0,4,14,,,,,,,,,,,,,,
115,3,31.0,4,15,,,,,,,,,,,,,,
115,3,33.0,3,13,,,,,,,,,,,,,,
115,3,33.0,3,14,,,,,,,,,,,,,,
115,3,33.0,3,15,,,,,,,,,,,,,,
115,3,45.0,2,13,1.0,350.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0
115,3,45.0,2,14,,,,,,,,,,,,,,
115,3,45.0,2,15,,,,,,,,,,,,,,
115,3,51.0,3,13,,,,,,,,,,,,,,
115,3,51.0,3,14,2.0,0.0,0.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
115,3,51.0,3,15,,,,,,,,,,,,,,
115,3,71.0,7,13,,,,,,,,,,,,,,
115,3,71.0,7,14,,,,,,,,,,,,,,
115,3,71.0,7,15,,,,,,,,,,,,,,
115,5,3.0,26,13,1.0,410.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0
115,5,3.0,26,14,1.0,500.0,260.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,820.0
115,5,3.0,26,15,,,,,,,,,,,,,,
115,5,7.0,11,13,,,,,,,,,,,,,,
115,5,7.0,11,14,,,,,,,,,,,,,,
115,5,7.0,11,15,,,,,,,,,,,,,,
115,5,13.0,7,13,,,,,,,,,,,,,,
115,5,13.0,7,14,,,,,,,,,,,,,,
115,5,13.0,7,15,,,,,,,,,,,,,,
115,5,17.0,21,13,,,,,,,,,,,,,,
115,5,17.0,21,14,1.0,470.0,250.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0
115,5,17.0,21,15,,,,,,,,,,,,,,
115,5,27.0,19,13,,,,,,,,,,,,,,
115,5,27.0,19,14,1.0,670.0,3240.0,70.0,220.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,4350.0
115,5,27.0,19,15,,,,,,,,,,,,,,
115,5,35.0,3,13,1.0,1500.0,5350.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,7210.0
115,5,35.0,3,14,1.0,390.0,360.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0
115,5,35.0,3,15,,,,,,,,,,,,,,
115,5,53.0,8,13,,,,,,,,,,,,,,
115,5,53.0,8,15,,,,,,,,,,,,,,
115,5,53.0,8,19,1.0,2700.0,5809.0,350.0,1245.0,0.0,100.0,1000.0,420.0,0.0,0.0,0.0,78.0,11702.0
115,5,61.0,20,13,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
115,5,61.0,20,15,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
115,5,61.0,20,20,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
115,5,65.0,10,13,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
115,5,65.0,10,14,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
115,5,65.0,10,15,,,,,,,,,,,,,,
115,7,1.0,12,14,,,,,,,,,,,,,,
115,7,1.0,12,19,,,,,,,,,,,,,,
115,7,1.0,12,20,,,,,,,,,,,,,,
115,7,13.0,17,13,,,,,,,,,,,,,,
115,7,13.0,17,14,1.0,300.0,200.0,30.0,20.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
115,7,13.0,17,15,,,,,,,,,,,,,,
115,7,19.0,7,13,1.0,275.0,100.0,36.0,0.0,0.0,300.0,130.0,100.0,100.0,0.0,0.0,0.0,1041.0
115,7,19.0,7,14,,,,,,,,,,,,,,
115,7,19.0,7,15,,,,,,,,,,,,,,
115,7,41.0,8,13,,,,,,,,,,,,,,
115,7,41.0,8,14,,,,,,,,,,,,,,
115,7,41.0,8,15,,,,,,,,,,,,,,
115,7,47.0,6,13,,,,,,,,,,,,,,
115,7,47.0,6,14,,,,,,,,,,,,,,
115,7,47.0,6,15,,,,,,,,,,,,,,
115,7,49.0,3,13,,,,,,,,,,,,,,
115,7,49.0,3,14,,,,,,,,,,,,,,
115,7,49.0,3,15,1.0,2000.0,5000.0,56.0,0.0,0.0,200.0,0.0,0.0,2000.0,0.0,0.0,60.0,9316.0
115,7,49.0,3,15,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
115,7,51.0,18,13,,,,,,,,,,,,,,
115,7,51.0,18,14,,,,,,,,,,,,,,
115,7,51.0,18,15,,,,,,,,,,,,,,
115,7,59.0,10,13,,,,,,,,,,,,,,
115,7,59.0,10,14,,,,,,,,,,,,,,
115,7,59.0,10,15,1.0,1000.0,500.0,100.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0
115,7,67.0,2,13,1.0,100.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,278.0
115,7,67.0,2,13,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
115,7,67.0,2,14,,,,,,,,,,,,,,
115,7,67.0,2,15,1.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
115,7,71.0,16,13,1.0,200.0,200.0,10.0,0.0,0.0,100.0,0.0,50.0,150.0,0.0,0.0,0.0,710.0
115,7,71.0,16,14,1.0,250.0,100.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,395.0
115,7,71.0,16,15,,,,,,,,,,,,,,
115,7,95.0,13,13,,,,,,,,,,,,,,
115,7,95.0,13,14,,,,,,,,,,,,,,
115,7,95.0,13,15,2.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
115,9,11.0,20,13,,,,,,,,,,,,,,
115,9,11.0,20,14,,,,,,,,,,,,,,
115,9,11.0,20,15,,,,,,,,,,,,,,
115,9,17.0,6,13,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
115,9,17.0,6,15,,,,,,,,,,,,,,
115,9,17.0,6,19,,,,,,,,,,,,,,
115,9,21.0,13,13,1.0,350.0,150.0,20.0,0.0,0.0,38.0,0.0,0.0,250.0,0.0,0.0,0.0,808.0
115,9,21.0,13,14,,,,,,,,,,,,,,
115,9,21.0,13,15,,,,,,,,,,,,,,
115,9,33.0,9,13,1.0,200.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,300.0
115,9,33.0,9,14,,,,,,,,,,,,,,
115,9,33.0,9,15,,,,,,,,,,,,,,
115,9,53.0,8,13,,,,,,,,,,,,,,
115,9,53.0,8,14,,,,,,,,,,,,,,
115,9,53.0,8,15,,,,,,,,,,,,,,
115,9,55.0,10,13,,,,,,,,,,,,,,
115,9,55.0,10,14,,,,,,,,,,,,,,
115,9,55.0,10,15,,,,,,,,,,,,,,
115,9,57.0,6,13,,,,,,,,,,,,,,
115,9,57.0,6,14,1.0,1500.0,1900.0,0.0,30.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,3610.0
115,9,57.0,6,15,,,,,,,,,,,,,,
115,9,83.0,3,13,1.0,300.0,350.0,100.0,0.0,300.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,1250.0
115,9,83.0,3,14,,,,,,,,,,,,,,
115,9,83.0,3,15,1.0,298.0,800.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1248.0
115,9,85.0,6,13,,,,,,,,,,,,,,
115,9,85.0,6,14,,,,,,,,,,,,,,
115,9,85.0,6,15,,,,,,,,,,,,,,
115,11,5.0,14,13,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
115,11,5.0,14,13,1.0,200.0,0.0,10.0,0.0,0.0,0.0,80.0,50.0,0.0,0.0,0.0,0.0,340.0
115,11,5.0,14,14,1.0,300.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0
115,11,5.0,14,15,1.0,81.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,153.0
115,11,13.0,12,13,,,,,,,,,,,,,,
115,11,13.0,12,14,,,,,,,,,,,,,,
115,11,13.0,12,15,,,,,,,,,,,,,,
115,11,17.0,20,13,,,,,,,,,,,,,,
115,11,17.0,20,14,,,,,,,,,,,,,,
115,11,17.0,20,15,,,,,,,,,,,,,,
115,11,19.0,5,13,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,90.0
115,11,19.0,5,15,,,,,,,,,,,,,,
115,11,19.0,5,19,,,,,,,,,,,,,,
115,11,35.0,15,13,,,,,,,,,,,,,,
115,11,35.0,15,14,1.0,350.0,200.0,50.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0
115,11,35.0,15,15,,,,,,,,,,,,,,
115,11,43.0,9,13,1.0,4000.0,3340.0,150.0,1000.0,450.0,5000.0,760.0,800.0,250.0,4000.0,0.0,200.0,19950.0
115,11,43.0,9,14,1.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
115,11,43.0,9,15,,,,,,,,,,,,,,
115,11,45.0,14,13,,,,,,,,,,,,,,
115,11,45.0,14,14,,,,,,,,,,,,,,
115,11,45.0,14,15,,,,,,,,,,,,,,
115,11,61.0,11,13,1.0,490.0,150.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,885.0
115,11,61.0,11,14,,,,,,,,,,,,,,
115,11,61.0,11,15,,,,,,,,,,,,,,
115,13,3.0,11,13,,,,,,,,,,,,,,
115,13,3.0,11,14,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
115,13,3.0,11,20,,,,,,,,,,,,,,
115,13,9.0,12,13,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
115,13,9.0,12,14,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
115,13,9.0,12,19,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
115,13,17.0,11,13,1.0,280.0,230.0,15.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1005.0
115,13,17.0,11,14,1.0,130.0,250.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0
115,13,17.0,11,15,1.0,140.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,500.0
115,13,33.0,7,13,,,,,,,,,,,,,,
115,13,33.0,7,14,,,,,,,,,,,,,,
115,13,33.0,7,15,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
115,13,35.0,5,13,1.0,400.0,500.0,100.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,300.0,2800.0
115,13,35.0,5,14,,,,,,,,,,,,,,
115,13,35.0,5,19,,,,,,,,,,,,,,
115,13,39.0,6,13,,,,,,,,,,,,,,
115,13,39.0,6,14,,,,,,,,,,,,,,
115,13,39.0,6,15,,,,,,,,,,,,,,
115,13,43.0,10,13,1.0,600.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,150.0,0.0,980.0
115,13,43.0,10,13,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
115,13,43.0,10,14,,,,,,,,,,,,,,
115,13,43.0,10,15,1.0,450.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,505.0
115,13,57.0,4,13,,,,,,,,,,,,,,
115,13,57.0,4,14,,,,,,,,,,,,,,
115,13,57.0,4,19,,,,,,,,,,,,,,
115,13,75.0,10,13,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
115,13,75.0,10,13,1.0,550.0,220.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0
115,13,75.0,10,14,1.0,680.0,520.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0
115,13,75.0,10,15,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
115,13,79.0,8,13,1.0,300.0,0.0,20.0,30.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,400.0
115,13,79.0,8,13,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
115,13,79.0,8,15,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
115,13,79.0,8,15,1.0,185.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
115,13,79.0,8,20,2.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
115,15,13.0,15,13,1.0,50.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0
115,15,13.0,15,14,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
115,15,13.0,15,14,1.0,230.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0
115,15,13.0,15,15,1.0,50.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
115,15,21.0,16,14,,,,,,,,,,,,,,
115,15,21.0,16,15,,,,,,,,,,,,,,
115,15,21.0,16,19,,,,,,,,,,,,,,
115,15,29.0,7,13,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
115,15,29.0,7,14,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
115,15,29.0,7,14,1.0,200.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0
115,15,29.0,7,15,,,,,,,,,,,,,,
115,15,39.0,12,13,,,,,,,,,,,,,,
115,15,39.0,12,14,,,,,,,,,,,,,,
115,15,39.0,12,15,,,,,,,,,,,,,,
115,15,49.0,13,13,,,,,,,,,,,,,,
115,15,49.0,13,14,,,,,,,,,,,,,,
115,15,49.0,13,15,1.0,200.0,250.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,670.0
115,15,59.0,3,13,,,,,,,,,,,,,,
115,15,59.0,3,14,,,,,,,,,,,,,,
115,15,59.0,3,20,,,,,,,,,,,,,,
115,15,67.0,23,14,,,,,,,,,,,,,,
115,15,67.0,23,15,1.0,50.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
115,15,67.0,23,19,,,,,,,,,,,,,,
117,1,1.0,4,13,,,,,,,,,,,,,,
117,1,1.0,4,14,,,,,,,,,,,,,,
117,1,1.0,4,15,,,,,,,,,,,,,,
117,1,7.0,20,13,,,,,,,,,,,,,,
117,1,7.0,20,15,,,,,,,,,,,,,,
117,1,7.0,20,20,,,,,,,,,,,,,,
117,1,11.0,8,13,,,,,,,,,,,,,,
117,1,11.0,8,14,,,,,,,,,,,,,,
117,1,11.0,8,15,,,,,,,,,,,,,,
117,1,25.0,10,13,1.0,260.0,150.0,50.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
117,1,25.0,10,15,,,,,,,,,,,,,,
117,1,25.0,10,19,,,,,,,,,,,,,,
117,3,1.0,11,13,,,,,,,,,,,,,,
117,3,1.0,11,15,,,,,,,,,,,,,,
117,3,1.0,11,19,,,,,,,,,,,,,,
117,3,5.0,18,13,,,,,,,,,,,,,,
117,3,5.0,18,14,,,,,,,,,,,,,,
117,3,5.0,18,15,,,,,,,,,,,,,,
117,3,9.0,11,13,,,,,,,,,,,,,,
117,3,9.0,11,14,1.0,1100.0,700.0,0.0,0.0,0.0,500.0,0.0,0.0,200.0,0.0,0.0,0.0,2500.0
117,3,9.0,11,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0
117,5,7.0,11,13,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
117,5,7.0,11,14,,,,,,,,,,,,,,
117,5,7.0,11,15,1.0,300.0,175.0,40.0,120.0,125.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0
117,5,15.0,10,13,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
117,5,15.0,10,14,2.0,0.0,0.0,380.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
117,5,15.0,10,15,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
117,5,25.0,4,13,,,,,,,,,,,,,,
117,5,25.0,4,14,,,,,,,,,,,,,,
117,5,25.0,4,15,1.0,60.0,300.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0
117,5,33.0,5,13,2.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
