tinh,huyen,xa,diaban,hoso,m4c2ma,m4c2c26,m4c2c27,m4c2c28
221,9,21.0,12,13,,,,
221,9,21.0,12,14,,,,
221,9,21.0,12,19,,,,
221,9,27.0,27,13,,,,
221,9,27.0,27,14,,,,
221,9,27.0,27,15,,,,
221,9,35.0,17,13,1.0,15.0,,360.0
221,9,35.0,17,13,1.0,16.0,,360.0
221,9,35.0,17,13,1.0,1.0,23.0,276.0
221,9,35.0,17,13,1.0,3.0,5.0,60.0
221,9,35.0,17,13,1.0,2.0,2.0,24.0
221,9,35.0,17,14,1.0,15.0,,324.0
221,9,35.0,17,14,1.0,1.0,18.0,216.0
221,9,35.0,17,14,1.0,2.0,9.0,108.0
221,9,35.0,17,14,1.0,16.0,,324.0
221,9,35.0,17,15,,,,
221,9,39.0,13,13,1.0,2.0,5.0,50.0
221,9,39.0,13,13,1.0,3.0,9.0,90.0
221,9,39.0,13,13,1.0,15.0,,210.0
221,9,39.0,13,13,1.0,16.0,,210.0
221,9,39.0,13,13,1.0,7.0,7.0,70.0
221,9,39.0,13,14,,,,
221,9,39.0,13,15,,,,
221,9,45.0,12,14,1.0,2.0,5.0,15.0
221,9,45.0,12,14,1.0,7.0,36.0,108.0
221,9,45.0,12,14,1.0,11.0,45.0,135.0
221,9,45.0,12,14,1.0,16.0,,273.0
221,9,45.0,12,14,1.0,15.0,,273.0
221,9,45.0,12,14,1.0,3.0,5.0,15.0
221,9,45.0,12,15,1.0,5.0,14.0,168.0
221,9,45.0,12,15,1.0,1.0,56.0,672.0
221,9,45.0,12,15,1.0,3.0,28.0,336.0
221,9,45.0,12,15,1.0,2.0,19.0,228.0
221,9,45.0,12,15,1.0,14.0,28.0,336.0
221,9,45.0,12,15,1.0,15.0,,1740.0
221,9,45.0,12,15,1.0,16.0,,1740.0
221,9,45.0,12,19,,,,
221,9,49.0,21,13,1.0,1.0,2473.0,24730.0
221,9,49.0,21,13,1.0,16.0,,25430.0
221,9,49.0,21,13,1.0,3.0,3.0,30.0
221,9,49.0,21,13,1.0,7.0,52.0,520.0
221,9,49.0,21,13,1.0,6.0,5.0,50.0
221,9,49.0,21,13,1.0,15.0,,25430.0
221,9,49.0,21,13,1.0,2.0,10.0,100.0
221,9,49.0,21,14,,,,
221,9,49.0,21,15,,,,
221,11,1.0,7,13,1.0,14.0,30.0,360.0
221,11,1.0,7,13,1.0,1.0,149.0,1788.0
221,11,1.0,7,13,1.0,2.0,15.0,180.0
221,11,1.0,7,13,1.0,3.0,10.0,120.0
221,11,1.0,7,13,1.0,12.0,392.0,4704.0
221,11,1.0,7,13,1.0,5.0,50.0,600.0
221,11,1.0,7,13,1.0,7.0,50.0,600.0
221,11,1.0,7,13,1.0,15.0,,10020.0
221,11,1.0,7,13,1.0,8.0,99.0,1188.0
221,11,1.0,7,13,1.0,11.0,40.0,480.0
221,11,1.0,7,13,1.0,16.0,,10020.0
221,11,1.0,7,14,1.0,12.0,20.0,240.0
221,11,1.0,7,14,1.0,2.0,20.0,240.0
221,11,1.0,7,14,1.0,1.0,1504.0,18048.0
221,11,1.0,7,14,1.0,15.0,,21648.0
221,11,1.0,7,14,1.0,14.0,30.0,360.0
221,11,1.0,7,14,1.0,16.0,,21648.0
221,11,1.0,7,14,1.0,3.0,30.0,360.0
221,11,1.0,7,14,1.0,5.0,200.0,2400.0
221,11,1.0,7,15,1.0,2.0,5.0,60.0
221,11,1.0,7,15,1.0,12.0,293.0,3516.0
221,11,1.0,7,15,1.0,7.0,15.0,180.0
221,11,1.0,7,15,1.0,16.0,,7572.0
221,11,1.0,7,15,1.0,5.0,99.0,1188.0
221,11,1.0,7,15,1.0,15.0,,7572.0
221,11,1.0,7,15,1.0,3.0,119.0,1428.0
221,11,1.0,7,15,1.0,14.0,50.0,600.0
221,11,1.0,7,15,1.0,11.0,50.0,600.0
221,11,11.0,8,13,,,,
221,11,11.0,8,15,,,,
221,11,11.0,8,22,1.0,1.0,881.0,10572.0
221,11,11.0,8,22,1.0,2.0,15.0,180.0
221,11,11.0,8,22,1.0,15.0,,11916.0
221,11,11.0,8,22,1.0,7.0,10.0,120.0
221,11,11.0,8,22,1.0,14.0,10.0,120.0
221,11,11.0,8,22,1.0,5.0,72.0,864.0
221,11,11.0,8,22,1.0,3.0,5.0,60.0
221,11,11.0,8,22,1.0,16.0,,11916.0
221,11,17.0,19,13,,,,
221,11,17.0,19,14,,,,
221,11,17.0,19,15,,,,
221,11,23.0,14,13,,,,
221,11,23.0,14,14,,,,
221,11,23.0,14,15,1.0,6.0,61.0,610.0
221,11,23.0,14,15,1.0,15.0,,5280.0
221,11,23.0,14,15,1.0,3.0,367.0,3670.0
221,11,23.0,14,15,1.0,2.0,10.0,100.0
221,11,23.0,14,15,1.0,16.0,,5280.0
221,11,23.0,14,15,1.0,7.0,82.0,820.0
221,11,23.0,14,15,1.0,5.0,8.0,80.0
221,11,29.0,11,13,,,,
221,11,29.0,11,14,,,,
221,11,29.0,11,15,,,,
221,11,35.0,10,13,,,,
221,11,35.0,10,14,,,,
221,11,35.0,10,15,,,,
221,11,41.0,21,13,1.0,15.0,,1200.0
221,11,41.0,21,13,1.0,7.0,30.0,360.0
221,11,41.0,21,13,1.0,3.0,15.0,180.0
221,11,41.0,21,13,1.0,14.0,30.0,360.0
221,11,41.0,21,13,1.0,12.0,10.0,120.0
221,11,41.0,21,13,1.0,2.0,5.0,60.0
221,11,41.0,21,13,1.0,16.0,,1200.0
221,11,41.0,21,13,1.0,1.0,10.0,120.0
221,11,41.0,21,14,,,,
221,11,41.0,21,15,1.0,15.0,,29412.0
221,11,41.0,21,15,1.0,6.0,20.0,240.0
221,11,41.0,21,15,1.0,7.0,61.0,732.0
221,11,41.0,21,15,1.0,1.0,1937.0,23244.0
221,11,41.0,21,15,1.0,10.0,306.0,3672.0
221,11,41.0,21,15,1.0,16.0,,29412.0
221,11,41.0,21,15,1.0,2.0,20.0,240.0
221,11,41.0,21,15,1.0,12.0,26.0,312.0
221,11,41.0,21,15,1.0,5.0,10.0,120.0
221,11,41.0,21,15,1.0,14.0,20.0,240.0
221,11,41.0,21,15,1.0,3.0,51.0,612.0
221,11,45.0,3,13,,,,
221,11,45.0,3,14,,,,
221,11,45.0,3,15,1.0,7.0,10.0,120.0
221,11,45.0,3,15,1.0,1.0,886.0,10632.0
221,11,45.0,3,15,1.0,15.0,,13560.0
221,11,45.0,3,15,1.0,16.0,,13560.0
221,11,45.0,3,15,1.0,3.0,5.0,60.0
221,11,45.0,3,15,1.0,5.0,206.0,2472.0
221,11,45.0,3,15,1.0,14.0,21.0,252.0
221,11,45.0,3,15,1.0,2.0,2.0,24.0
221,13,9.0,5,13,,,,
221,13,9.0,5,14,,,,
221,13,9.0,5,15,,,,
221,13,29.0,1,13,,,,
221,13,29.0,1,14,,,,
221,13,29.0,1,15,,,,
221,15,7.0,15,13,1.0,3.0,3.0,12.0
221,15,7.0,15,13,1.0,2.0,14.0,56.0
221,15,7.0,15,13,2.0,2.0,9.0,108.0
221,15,7.0,15,13,2.0,11.0,93.0,1116.0
221,15,7.0,15,13,2.0,1.0,741.0,8892.0
221,15,7.0,15,13,1.0,15.0,,68.0
221,15,7.0,15,13,2.0,7.0,6.0,72.0
221,15,7.0,15,13,2.0,3.0,28.0,336.0
221,15,7.0,15,13,1.0,16.0,,68.0
221,15,7.0,15,13,2.0,15.0,,10524.0
221,15,7.0,15,13,2.0,16.0,,10524.0
221,15,7.0,15,14,,,,
221,15,7.0,15,15,1.0,7.0,51.0,102.0
221,15,7.0,15,15,1.0,2.0,20.0,40.0
221,15,7.0,15,15,1.0,16.0,,846.0
221,15,7.0,15,15,1.0,15.0,,846.0
221,15,7.0,15,15,1.0,14.0,51.0,102.0
221,15,7.0,15,15,1.0,5.0,301.0,602.0
221,15,11.0,12,13,1.0,12.0,10.0,120.0
221,15,11.0,12,13,1.0,3.0,381.0,4572.0
221,15,11.0,12,13,1.0,16.0,,6804.0
221,15,11.0,12,13,1.0,7.0,103.0,1236.0
221,15,11.0,12,13,1.0,15.0,,6804.0
221,15,11.0,12,13,2.0,7.0,10.0,120.0
221,15,11.0,12,13,2.0,16.0,,600.0
221,15,11.0,12,13,2.0,15.0,,600.0
221,15,11.0,12,13,2.0,4.0,25.0,300.0
221,15,11.0,12,13,2.0,12.0,10.0,120.0
221,15,11.0,12,13,1.0,6.0,52.0,624.0
221,15,11.0,12,13,1.0,5.0,21.0,252.0
221,15,11.0,12,13,2.0,2.0,5.0,60.0
221,15,11.0,12,14,,,,
221,15,11.0,12,15,,,,
221,15,17.0,5,13,1.0,1.0,711.0,7821.0
221,15,17.0,5,13,1.0,9.0,47.0,517.0
221,15,17.0,5,13,1.0,7.0,37.0,407.0
221,15,17.0,5,13,1.0,2.0,74.0,814.0
221,15,17.0,5,13,1.0,15.0,,11616.0
221,15,17.0,5,13,1.0,3.0,65.0,715.0
221,15,17.0,5,13,1.0,5.0,47.0,517.0
221,15,17.0,5,13,1.0,16.0,,11616.0
221,15,17.0,5,13,1.0,11.0,75.0,825.0
221,15,17.0,5,14,,,,
221,15,17.0,5,15,,,,
221,15,25.0,20,13,1.0,16.0,,1855.0
221,15,25.0,20,13,1.0,9.0,93.0,930.0
221,15,25.0,20,13,1.0,6.0,111.0,1110.0
221,15,25.0,20,13,1.0,7.0,139.0,1390.0
221,15,25.0,20,13,1.0,5.0,9.0,90.0
221,15,25.0,20,13,1.0,2.0,19.0,190.0
221,15,25.0,20,13,1.0,15.0,,3710.0
221,15,25.0,20,14,,,,
221,15,25.0,20,15,1.0,2.0,10.0,50.0
221,15,25.0,20,15,1.0,5.0,99.0,495.0
221,15,25.0,20,15,1.0,14.0,10.0,50.0
221,15,25.0,20,15,1.0,15.0,,595.0
221,15,25.0,20,15,1.0,16.0,,595.0
221,15,31.0,23,13,,,,
221,15,31.0,23,14,,,,
221,15,31.0,23,15,,,,
221,15,41.0,4,13,,,,
221,15,41.0,4,14,,,,
221,15,41.0,4,15,2.0,6.0,45.0,45.0
221,15,41.0,4,15,1.0,16.0,,2790.0
221,15,41.0,4,15,2.0,7.0,36.0,36.0
221,15,41.0,4,15,2.0,15.0,,531.0
221,15,41.0,4,15,1.0,5.0,252.0,2520.0
221,15,41.0,4,15,1.0,6.0,9.0,90.0
221,15,41.0,4,15,1.0,15.0,,2790.0
221,15,41.0,4,15,2.0,5.0,450.0,450.0
221,15,41.0,4,15,1.0,7.0,18.0,180.0
221,15,41.0,4,15,2.0,16.0,,531.0
221,15,51.0,10,13,,,,
221,15,51.0,10,14,,,,
221,15,51.0,10,15,,,,
221,17,1.0,7,13,1.0,4.0,69.0,828.0
221,17,1.0,7,13,1.0,15.0,,176364.0
221,17,1.0,7,13,1.0,12.0,1489.0,17868.0
221,17,1.0,7,13,1.0,2.0,109.0,1308.0
221,17,1.0,7,13,1.0,10.0,11121.0,133452.0
221,17,1.0,7,13,1.0,7.0,139.0,1668.0
221,17,1.0,7,13,1.0,16.0,,176364.0
221,17,1.0,7,13,1.0,11.0,280.0,3360.0
221,17,1.0,7,13,1.0,14.0,1093.0,13116.0
221,17,1.0,7,13,1.0,3.0,397.0,4764.0
221,17,1.0,7,15,,,,
221,17,1.0,7,19,,,,
221,17,7.0,10,13,,,,
221,17,7.0,10,14,1.0,15.0,,13344.0
221,17,7.0,10,14,1.0,5.0,92.0,1104.0
221,17,7.0,10,14,1.0,2.0,15.0,180.0
221,17,7.0,10,14,1.0,16.0,,13344.0
221,17,7.0,10,14,1.0,3.0,10.0,120.0
221,17,7.0,10,14,1.0,7.0,26.0,312.0
221,17,7.0,10,14,1.0,1.0,969.0,11628.0
221,17,7.0,10,15,,,,
221,17,13.0,5,13,,,,
221,17,13.0,5,14,,,,
221,17,13.0,5,15,,,,
221,17,17.0,11,14,,,,
221,17,17.0,11,15,,,,
221,17,17.0,11,19,,,,
221,17,23.0,18,13,,,,
221,17,23.0,18,14,,,,
221,17,23.0,18,15,,,,
221,17,29.0,8,13,,,,
221,17,29.0,8,15,,,,
221,17,29.0,8,20,1.0,15.0,,2120.0
221,17,29.0,8,20,1.0,6.0,19.0,190.0
221,17,29.0,8,20,1.0,14.0,15.0,150.0
221,17,29.0,8,20,1.0,2.0,10.0,100.0
221,17,29.0,8,20,1.0,11.0,119.0,1190.0
221,17,29.0,8,20,1.0,16.0,,2120.0
221,17,29.0,8,20,1.0,1.0,30.0,300.0
221,17,29.0,8,20,1.0,7.0,19.0,190.0
221,17,35.0,4,13,,,,
221,17,35.0,4,14,,,,
221,17,35.0,4,15,,,,
221,19,9.0,8,13,,,,
221,19,9.0,8,14,1.0,5.0,46.0,460.0
221,19,9.0,8,14,1.0,15.0,,6040.0
221,19,9.0,8,14,1.0,11.0,133.0,1330.0
221,19,9.0,8,14,1.0,2.0,9.0,90.0
221,19,9.0,8,14,1.0,1.0,416.0,4160.0
221,19,9.0,8,14,1.0,16.0,,6040.0
221,19,9.0,8,15,,,,
221,19,17.0,10,13,1.0,2.0,9.0,108.0
221,19,17.0,10,13,1.0,15.0,,18972.0
221,19,17.0,10,13,1.0,7.0,5.0,60.0
221,19,17.0,10,13,1.0,5.0,74.0,888.0
221,19,17.0,10,13,1.0,16.0,,18972.0
221,19,17.0,10,13,1.0,3.0,6.0,72.0
221,19,17.0,10,13,1.0,1.0,1487.0,17844.0
221,19,17.0,10,14,1.0,16.0,,21987.0
221,19,17.0,10,14,1.0,12.0,15.0,105.0
221,19,17.0,10,14,1.0,15.0,,21987.0
221,19,17.0,10,14,1.0,14.0,99.0,693.0
221,19,17.0,10,14,1.0,7.0,744.0,5208.0
221,19,17.0,10,14,1.0,5.0,2283.0,15981.0
221,19,17.0,10,15,,,,
221,19,25.0,17,13,1.0,15.0,,32208.0
221,19,25.0,17,13,1.0,11.0,1204.0,14448.0
221,19,25.0,17,13,1.0,3.0,20.0,240.0
221,19,25.0,17,13,1.0,16.0,,32208.0
221,19,25.0,17,13,1.0,9.0,542.0,6504.0
221,19,25.0,17,13,1.0,2.0,15.0,180.0
221,19,25.0,17,13,1.0,7.0,40.0,480.0
221,19,25.0,17,13,1.0,12.0,803.0,9636.0
221,19,25.0,17,13,1.0,14.0,60.0,720.0
221,19,25.0,17,14,1.0,15.0,,26047.0
221,19,25.0,17,14,1.0,3.0,30.0,210.0
221,19,25.0,17,14,1.0,4.0,30.0,210.0
221,19,25.0,17,14,1.0,5.0,51.0,357.0
221,19,25.0,17,14,1.0,14.0,601.0,4207.0
221,19,25.0,17,14,1.0,16.0,,13023.5
221,19,25.0,17,14,1.0,10.0,3009.0,21063.0
221,19,25.0,17,15,1.0,16.0,,144.0
221,19,25.0,17,15,1.0,3.0,2.0,24.0
221,19,25.0,17,15,1.0,15.0,,144.0
221,19,25.0,17,15,1.0,2.0,10.0,120.0
221,19,33.0,9,13,1.0,2.0,52.0,624.0
221,19,33.0,9,13,1.0,15.0,,129828.0
221,19,33.0,9,13,1.0,12.0,103.0,1236.0
221,19,33.0,9,13,1.0,16.0,,129828.0
221,19,33.0,9,13,1.0,1.0,9685.0,116220.0
221,19,33.0,9,13,1.0,3.0,155.0,1860.0
221,19,33.0,9,13,1.0,10.0,515.0,6180.0
221,19,33.0,9,13,1.0,7.0,103.0,1236.0
221,19,33.0,9,13,1.0,5.0,206.0,2472.0
221,19,33.0,9,14,,,,
221,19,33.0,9,15,,,,
221,19,37.0,9,13,,,,
221,19,37.0,9,14,,,,
221,19,37.0,9,15,,,,
221,19,45.0,18,13,,,,
221,19,45.0,18,14,1.0,14.0,9.0,108.0
221,19,45.0,18,14,1.0,7.0,36.0,432.0
221,19,45.0,18,14,1.0,15.0,,1524.0
221,19,45.0,18,14,1.0,3.0,82.0,984.0
221,19,45.0,18,14,1.0,16.0,,1524.0
221,19,45.0,18,15,,,,
225,1,7.0,13,13,,,,
225,1,7.0,13,14,1.0,7.0,45.0,540.0
225,1,7.0,13,14,1.0,15.0,,10908.0
225,1,7.0,13,14,1.0,14.0,91.0,1092.0
225,1,7.0,13,14,1.0,2.0,45.0,540.0
225,1,7.0,13,14,1.0,16.0,,10908.0
225,1,7.0,13,14,1.0,1.0,546.0,6552.0
225,1,7.0,13,14,1.0,9.0,182.0,2184.0
225,1,7.0,13,15,1.0,9.0,108.0,1296.0
225,1,7.0,13,15,1.0,2.0,65.0,780.0
225,1,7.0,13,15,1.0,15.0,,111072.0
225,1,7.0,13,15,1.0,7.0,65.0,780.0
225,1,7.0,13,15,1.0,5.0,172.0,2064.0
225,1,7.0,13,15,1.0,14.0,129.0,1548.0
225,1,7.0,13,15,1.0,16.0,,111072.0
225,1,7.0,13,15,1.0,3.0,65.0,780.0
225,1,7.0,13,15,1.0,1.0,8652.0,103824.0
225,1,9.0,20,14,,,,
225,1,9.0,20,15,2.0,3.0,113.0,1356.0
225,1,9.0,20,15,1.0,14.0,364.0,4368.0
225,1,9.0,20,15,2.0,15.0,,7248.0
225,1,9.0,20,15,1.0,3.0,73.0,876.0
225,1,9.0,20,15,1.0,7.0,730.0,8760.0
225,1,9.0,20,15,1.0,15.0,,25392.0
225,1,9.0,20,15,1.0,16.0,,25392.0
225,1,9.0,20,15,2.0,16.0,,7248.0
225,1,9.0,20,15,1.0,5.0,146.0,1752.0
225,1,9.0,20,15,2.0,2.0,38.0,456.0
225,1,9.0,20,15,2.0,7.0,75.0,900.0
225,1,9.0,20,15,1.0,2.0,73.0,876.0
225,1,9.0,20,15,1.0,1.0,730.0,8760.0
225,1,9.0,20,15,2.0,1.0,378.0,4536.0
225,1,9.0,20,20,,,,
225,1,11.0,3,13,1.0,15.0,,9300.0
225,1,11.0,3,13,1.0,14.0,141.0,1692.0
225,1,11.0,3,13,1.0,13.0,63.0,756.0
225,1,11.0,3,13,1.0,2.0,35.0,420.0
225,1,11.0,3,13,1.0,12.0,112.0,1344.0
225,1,11.0,3,13,1.0,9.0,212.0,2544.0
225,1,11.0,3,13,1.0,1.0,71.0,852.0
225,1,11.0,3,13,1.0,16.0,,9300.0
225,1,11.0,3,13,1.0,8.0,141.0,1692.0
225,1,11.0,3,14,,,,
225,1,11.0,3,15,1.0,7.0,94.0,1128.0
225,1,11.0,3,15,1.0,1.0,5290.0,63480.0
225,1,11.0,3,15,1.0,5.0,236.0,2832.0
225,1,11.0,3,15,1.0,14.0,283.0,3396.0
225,1,11.0,3,15,1.0,9.0,94.0,1128.0
225,1,11.0,3,15,1.0,15.0,,73776.0
225,1,11.0,3,15,1.0,3.0,57.0,684.0
225,1,11.0,3,15,1.0,16.0,,73776.0
225,1,11.0,3,15,1.0,2.0,94.0,1128.0
225,1,13.0,22,14,1.0,5.0,98.0,1176.0
225,1,13.0,22,14,1.0,16.0,,5988.0
225,1,13.0,22,14,1.0,15.0,,5988.0
225,1,13.0,22,14,1.0,2.0,49.0,588.0
225,1,13.0,22,14,1.0,14.0,59.0,708.0
225,1,13.0,22,14,1.0,12.0,195.0,2340.0
225,1,13.0,22,14,1.0,7.0,98.0,1176.0
225,1,13.0,22,15,1.0,1.0,6870.0,82440.0
225,1,13.0,22,15,1.0,5.0,123.0,1476.0
225,1,13.0,22,15,1.0,4.0,12.0,144.0
225,1,13.0,22,15,1.0,3.0,20.0,240.0
225,1,13.0,22,15,1.0,16.0,,84444.0
225,1,13.0,22,15,1.0,15.0,,84444.0
225,1,13.0,22,15,1.0,2.0,12.0,144.0
225,1,13.0,22,20,1.0,15.0,,353460.0
225,1,13.0,22,20,1.0,1.0,29298.0,351576.0
225,1,13.0,22,20,1.0,6.0,20.0,240.0
225,1,13.0,22,20,1.0,2.0,20.0,240.0
225,1,13.0,22,20,1.0,3.0,117.0,1404.0
225,1,13.0,22,20,1.0,16.0,,353460.0
225,1,15.0,14,13,,,,
225,1,15.0,14,14,1.0,10.0,643.0,7716.0
225,1,15.0,14,14,1.0,15.0,,14064.0
225,1,15.0,14,14,1.0,3.0,81.0,972.0
225,1,15.0,14,14,1.0,6.0,20.0,240.0
225,1,15.0,14,14,1.0,16.0,,14064.0
225,1,15.0,14,14,1.0,2.0,65.0,780.0
225,1,15.0,14,14,1.0,9.0,161.0,1932.0
225,1,15.0,14,14,1.0,14.0,121.0,1452.0
225,1,15.0,14,14,1.0,12.0,81.0,972.0
225,1,15.0,14,15,1.0,4.0,16.0,192.0
225,1,15.0,14,15,1.0,2.0,16.0,192.0
225,1,15.0,14,15,1.0,16.0,,672.0
225,1,15.0,14,15,1.0,12.0,24.0,288.0
225,1,15.0,14,15,1.0,15.0,,672.0
225,1,19.0,20,13,1.0,2.0,15.0,165.0
225,1,19.0,20,13,1.0,14.0,95.0,1045.0
225,1,19.0,20,13,1.0,8.0,116.0,1276.0
225,1,19.0,20,13,1.0,12.0,364.0,4004.0
225,1,19.0,20,13,1.0,15.0,,7117.0
225,1,19.0,20,13,1.0,3.0,36.0,396.0
225,1,19.0,20,13,1.0,13.0,21.0,231.0
225,1,19.0,20,13,1.0,16.0,,7117.0
225,1,19.0,20,14,1.0,8.0,70.0,770.0
225,1,19.0,20,14,1.0,16.0,,4356.0
225,1,19.0,20,14,1.0,15.0,,4356.0
225,1,19.0,20,14,1.0,4.0,18.0,198.0
225,1,19.0,20,14,1.0,7.0,21.0,231.0
225,1,19.0,20,14,1.0,2.0,14.0,154.0
225,1,19.0,20,14,1.0,12.0,105.0,1155.0
225,1,19.0,20,14,1.0,14.0,63.0,693.0
225,1,19.0,20,14,1.0,5.0,105.0,1155.0
225,1,19.0,20,15,1.0,16.0,,1128.0
225,1,19.0,20,15,1.0,7.0,35.0,420.0
225,1,19.0,20,15,1.0,14.0,24.0,288.0
225,1,19.0,20,15,1.0,2.0,14.0,168.0
225,1,19.0,20,15,1.0,15.0,,1128.0
225,1,19.0,20,15,1.0,3.0,21.0,252.0
225,1,23.0,2,14,,,,
225,1,23.0,2,15,1.0,4.0,20.0,220.0
225,1,23.0,2,15,1.0,16.0,,65362.0
225,1,23.0,2,15,1.0,9.0,97.0,1067.0
225,1,23.0,2,15,1.0,15.0,,65362.0
225,1,23.0,2,15,1.0,8.0,2817.0,30987.0
225,1,23.0,2,15,1.0,10.0,1610.0,17710.0
225,1,23.0,2,15,1.0,6.0,121.0,1331.0
225,1,23.0,2,15,1.0,12.0,241.0,2651.0
225,1,23.0,2,15,1.0,2.0,28.0,308.0
225,1,23.0,2,15,1.0,7.0,643.0,7073.0
225,1,23.0,2,15,1.0,3.0,84.0,924.0
225,1,23.0,2,15,1.0,14.0,281.0,3091.0
225,1,23.0,2,24,,,,
225,1,27.0,2,13,2.0,14.0,14.0,84.0
225,1,27.0,2,13,1.0,15.0,,16786.0
225,1,27.0,2,13,2.0,7.0,141.0,846.0
225,1,27.0,2,13,2.0,15.0,,1716.0
225,1,27.0,2,13,2.0,2.0,14.0,84.0
225,1,27.0,2,13,2.0,4.0,4.0,24.0
225,1,27.0,2,13,1.0,12.0,73.0,803.0
225,1,27.0,2,13,1.0,7.0,102.0,1122.0
225,1,27.0,2,13,1.0,4.0,4.0,44.0
225,1,27.0,2,13,2.0,16.0,,1716.0
225,1,27.0,2,13,1.0,2.0,8.0,88.0
225,1,27.0,2,13,1.0,14.0,37.0,407.0
225,1,27.0,2,13,2.0,13.0,7.0,42.0
225,1,27.0,2,13,1.0,5.0,1156.0,12716.0
225,1,27.0,2,13,1.0,16.0,,16786.0
225,1,27.0,2,13,2.0,12.0,35.0,210.0
225,1,27.0,2,13,1.0,6.0,146.0,1606.0
225,1,27.0,2,13,2.0,3.0,71.0,426.0
225,1,27.0,2,15,1.0,4.0,4.0,44.0
225,1,27.0,2,15,1.0,5.0,1670.0,18370.0
225,1,27.0,2,15,1.0,14.0,9.0,99.0
225,1,27.0,2,15,1.0,7.0,134.0,1474.0
225,1,27.0,2,15,1.0,15.0,,22066.0
225,1,27.0,2,15,1.0,16.0,,22066.0
225,1,27.0,2,15,1.0,2.0,13.0,143.0
225,1,27.0,2,15,1.0,12.0,9.0,99.0
225,1,27.0,2,15,1.0,6.0,167.0,1837.0
225,1,27.0,2,19,1.0,16.0,,15257.0
225,1,27.0,2,19,1.0,5.0,1098.0,12078.0
225,1,27.0,2,19,1.0,12.0,14.0,154.0
225,1,27.0,2,19,1.0,7.0,110.0,1210.0
225,1,27.0,2,19,1.0,2.0,8.0,88.0
225,1,27.0,2,19,1.0,6.0,131.0,1441.0
225,1,27.0,2,19,1.0,14.0,22.0,242.0
225,1,27.0,2,19,1.0,15.0,,15257.0
225,1,27.0,2,19,1.0,4.0,4.0,44.0
225,1,31.0,9,13,,,,
225,1,31.0,9,14,,,,
225,1,31.0,9,15,,,,
225,3,7.0,14,13,1.0,1.0,732.0,8784.0
225,3,7.0,14,13,1.0,3.0,73.0,876.0
225,3,7.0,14,13,1.0,16.0,,10104.0
225,3,7.0,14,13,1.0,15.0,,10104.0
225,3,7.0,14,13,1.0,7.0,37.0,444.0
225,3,7.0,14,15,,,,
225,3,7.0,14,19,1.0,8.0,183.0,1098.0
225,3,7.0,14,19,1.0,14.0,36.0,216.0
225,3,7.0,14,19,1.0,15.0,,2322.0
225,3,7.0,14,19,1.0,2.0,36.0,216.0
225,3,7.0,14,19,1.0,9.0,73.0,438.0
225,3,7.0,14,19,1.0,12.0,59.0,354.0
225,3,7.0,14,19,1.0,16.0,,2322.0
225,3,9.0,13,14,1.0,1.0,100191.0,1202292.0
225,3,9.0,13,14,1.0,7.0,3340.0,40080.0
225,3,9.0,13,14,1.0,10.0,5009.0,60108.0
225,3,9.0,13,14,1.0,5.0,1670.0,20040.0
225,3,9.0,13,14,1.0,15.0,,1450752.0
225,3,9.0,13,14,1.0,11.0,7013.0,84156.0
225,3,9.0,13,14,1.0,16.0,,1450752.0
225,3,9.0,13,14,1.0,12.0,417.0,5004.0
225,3,9.0,13,14,1.0,2.0,1670.0,20040.0
225,3,9.0,13,14,1.0,4.0,334.0,4008.0
225,3,9.0,13,14,1.0,3.0,1252.0,15024.0
225,3,9.0,13,15,,,,
225,3,9.0,13,19,,,,
225,3,13.0,26,13,,,,
225,3,13.0,26,14,,,,
225,3,13.0,26,15,,,,
225,3,15.0,5,13,,,,
225,3,15.0,5,14,,,,
225,3,15.0,5,20,1.0,10.0,19395.0,232740.0
225,3,15.0,5,20,1.0,16.0,,239196.0
225,3,15.0,5,20,1.0,15.0,,239196.0
225,3,15.0,5,20,1.0,14.0,129.0,1548.0
225,3,15.0,5,20,1.0,5.0,86.0,1032.0
225,3,15.0,5,20,1.0,2.0,323.0,3876.0
225,3,17.0,2,13,,,,
225,3,17.0,2,14,,,,
225,3,17.0,2,15,1.0,4.0,5.0,60.0
225,3,17.0,2,15,1.0,15.0,,79632.0
225,3,17.0,2,15,1.0,5.0,123.0,1476.0
225,3,17.0,2,15,1.0,7.0,189.0,2268.0
225,3,17.0,2,15,1.0,6.0,19.0,228.0
225,3,17.0,2,15,1.0,1.0,6140.0,73680.0
225,3,17.0,2,15,1.0,2.0,19.0,228.0
225,3,17.0,2,15,1.0,16.0,,79632.0
225,3,17.0,2,15,1.0,14.0,94.0,1128.0
225,3,17.0,2,15,1.0,3.0,47.0,564.0
225,3,20.0,18,13,1.0,15.0,,957.0
225,3,20.0,18,13,1.0,16.0,,957.0
225,3,20.0,18,13,1.0,2.0,15.0,165.0
225,3,20.0,18,13,1.0,4.0,7.0,77.0
225,3,20.0,18,13,1.0,12.0,44.0,484.0
225,3,20.0,18,13,1.0,14.0,21.0,231.0
225,3,20.0,18,19,1.0,2.0,14.0,168.0
225,3,20.0,18,19,1.0,16.0,,420.0
225,3,20.0,18,19,1.0,12.0,14.0,168.0
225,3,20.0,18,19,1.0,14.0,7.0,84.0
225,3,20.0,18,19,1.0,15.0,,420.0
225,3,20.0,18,20,,,,
225,3,21.0,19,13,,,,
