tinh,huyen,xa,diaban,hoso,m4c2ma,m4c2c26,m4c2c27,m4c2c28
501,3,5.0,37,19,1.0,4.0,9.0,108.0
501,3,5.0,37,19,1.0,2.0,5.0,60.0
501,3,5.0,37,19,1.0,15.0,,1812.0
501,3,5.0,37,19,1.0,16.0,,1812.0
501,3,5.0,37,19,1.0,5.0,79.0,948.0
501,3,7.0,32,13,,,,
501,3,7.0,32,14,1.0,15.0,,336.0
501,3,7.0,32,14,1.0,2.0,28.0,336.0
501,3,7.0,32,14,1.0,16.0,,336.0
501,3,7.0,32,15,2.0,4.0,10.0,120.0
501,3,7.0,32,15,1.0,15.0,,696.0
501,3,7.0,32,15,1.0,3.0,23.0,276.0
501,3,7.0,32,15,1.0,7.0,25.0,300.0
501,3,7.0,32,15,1.0,4.0,8.0,96.0
501,3,7.0,32,15,2.0,16.0,,5880.0
501,3,7.0,32,15,2.0,3.0,18.0,216.0
501,3,7.0,32,15,1.0,2.0,2.0,24.0
501,3,7.0,32,15,2.0,1.0,412.0,4944.0
501,3,7.0,32,15,2.0,5.0,46.0,552.0
501,3,7.0,32,15,2.0,15.0,,5880.0
501,3,7.0,32,15,2.0,2.0,4.0,48.0
501,3,7.0,32,15,1.0,16.0,,696.0
501,3,9.0,30,14,1.0,15.0,,4980.0
501,3,9.0,30,14,1.0,3.0,282.0,2820.0
501,3,9.0,30,14,1.0,2.0,9.0,90.0
501,3,9.0,30,14,1.0,16.0,,4980.0
501,3,9.0,30,14,1.0,7.0,94.0,940.0
501,3,9.0,30,14,1.0,1.0,113.0,1130.0
501,3,9.0,30,15,1.0,16.0,,48336.0
501,3,9.0,30,15,1.0,1.0,3666.0,43992.0
501,3,9.0,30,15,1.0,3.0,19.0,228.0
501,3,9.0,30,15,1.0,15.0,,48336.0
501,3,9.0,30,15,1.0,7.0,47.0,564.0
501,3,9.0,30,15,1.0,2.0,5.0,60.0
501,3,9.0,30,15,1.0,4.0,9.0,108.0
501,3,9.0,30,15,1.0,5.0,282.0,3384.0
501,3,9.0,30,19,1.0,1.0,9588.0,115056.0
501,3,9.0,30,19,1.0,3.0,47.0,564.0
501,3,9.0,30,19,1.0,5.0,282.0,3384.0
501,3,9.0,30,19,1.0,7.0,94.0,1128.0
501,3,9.0,30,19,1.0,15.0,,120924.0
501,3,9.0,30,19,1.0,2.0,47.0,564.0
501,3,9.0,30,19,1.0,4.0,19.0,228.0
501,3,9.0,30,19,1.0,16.0,,120924.0
501,3,13.0,17,13,1.0,5.0,572.0,6864.0
501,3,13.0,17,13,2.0,3.0,28.0,336.0
501,3,13.0,17,13,2.0,15.0,,15552.0
501,3,13.0,17,13,1.0,15.0,,8736.0
501,3,13.0,17,13,1.0,12.0,28.0,336.0
501,3,13.0,17,13,2.0,7.0,48.0,576.0
501,3,13.0,17,13,2.0,14.0,28.0,336.0
501,3,13.0,17,13,2.0,16.0,,15552.0
501,3,13.0,17,13,1.0,14.0,5.0,60.0
501,3,13.0,17,13,1.0,7.0,95.0,1140.0
501,3,13.0,17,13,1.0,16.0,,8736.0
501,3,13.0,17,13,2.0,11.0,1192.0,14304.0
501,3,13.0,17,13,1.0,6.0,28.0,336.0
501,3,13.0,17,14,1.0,2.0,5.0,60.0
501,3,13.0,17,14,1.0,3.0,8.0,96.0
501,3,13.0,17,14,1.0,15.0,,3372.0
501,3,13.0,17,14,1.0,16.0,,3372.0
501,3,13.0,17,14,1.0,12.0,229.0,2748.0
501,3,13.0,17,14,1.0,14.0,39.0,468.0
501,3,13.0,17,15,,,,
501,3,15.0,26,13,1.0,1.0,1383.0,16596.0
501,3,15.0,26,13,1.0,3.0,30.0,360.0
501,3,15.0,26,13,1.0,7.0,99.0,1188.0
501,3,15.0,26,13,1.0,16.0,,19572.0
501,3,15.0,26,13,1.0,15.0,,19572.0
501,3,15.0,26,13,1.0,6.0,20.0,240.0
501,3,15.0,26,13,1.0,2.0,99.0,1188.0
501,3,15.0,26,19,,,,
501,3,15.0,26,20,1.0,15.0,,23208.0
501,3,15.0,26,20,1.0,2.0,28.0,336.0
501,3,15.0,26,20,1.0,16.0,,23208.0
501,3,15.0,26,20,1.0,7.0,191.0,2292.0
501,3,15.0,26,20,1.0,3.0,95.0,1140.0
501,3,15.0,26,20,1.0,1.0,667.0,8004.0
501,3,15.0,26,20,1.0,10.0,953.0,11436.0
501,5,1.0,28,13,1.0,4.0,9.0,108.0
501,5,1.0,28,13,1.0,8.0,93.0,1116.0
501,5,1.0,28,13,1.0,1.0,11001.0,132012.0
501,5,1.0,28,13,1.0,15.0,,143724.0
501,5,1.0,28,13,1.0,3.0,19.0,228.0
501,5,1.0,28,13,1.0,16.0,,143724.0
501,5,1.0,28,13,1.0,5.0,836.0,10032.0
501,5,1.0,28,13,1.0,2.0,19.0,228.0
501,5,1.0,28,14,1.0,12.0,112.0,1120.0
501,5,1.0,28,14,2.0,15.0,,6127.0
501,5,1.0,28,14,1.0,3.0,23.0,230.0
501,5,1.0,28,14,2.0,14.0,46.0,506.0
501,5,1.0,28,14,2.0,3.0,28.0,308.0
501,5,1.0,28,14,2.0,2.0,93.0,1023.0
501,5,1.0,28,14,1.0,5.0,89.0,890.0
501,5,1.0,28,14,2.0,16.0,,6127.0
501,5,1.0,28,14,1.0,15.0,,4260.0
501,5,1.0,28,14,2.0,8.0,371.0,4081.0
501,5,1.0,28,14,2.0,4.0,19.0,209.0
501,5,1.0,28,14,1.0,16.0,,4260.0
501,5,1.0,28,14,1.0,4.0,23.0,230.0
501,5,1.0,28,14,1.0,9.0,112.0,1120.0
501,5,1.0,28,14,1.0,13.0,67.0,670.0
501,5,1.0,28,15,1.0,5.0,10.0,120.0
501,5,1.0,28,15,1.0,14.0,50.0,600.0
501,5,1.0,28,15,1.0,2.0,50.0,600.0
501,5,1.0,28,15,1.0,1.0,300.0,3600.0
501,5,1.0,28,15,1.0,10.0,400.0,4800.0
501,5,1.0,28,15,1.0,15.0,,12000.0
501,5,1.0,28,15,1.0,3.0,30.0,360.0
501,5,1.0,28,15,1.0,16.0,,12000.0
501,5,1.0,28,15,1.0,6.0,40.0,480.0
501,5,1.0,28,15,1.0,7.0,120.0,1440.0
501,5,3.0,29,13,,,,
501,5,3.0,29,14,,,,
501,5,3.0,29,19,1.0,15.0,,115.0
501,5,3.0,29,19,1.0,1.0,9.0,45.0
501,5,3.0,29,19,1.0,14.0,9.0,45.0
501,5,3.0,29,19,1.0,16.0,,115.0
501,5,3.0,29,19,1.0,2.0,5.0,25.0
501,5,7.0,2,13,,,,
501,5,7.0,2,14,,,,
501,5,7.0,2,15,,,,
501,5,9.0,32,13,1.0,5.0,20.0,240.0
501,5,9.0,32,13,1.0,14.0,50.0,600.0
501,5,9.0,32,13,1.0,8.0,500.0,6000.0
501,5,9.0,32,13,1.0,1.0,500.0,6000.0
501,5,9.0,32,13,1.0,13.0,5.0,60.0
501,5,9.0,32,13,1.0,7.0,100.0,1200.0
501,5,9.0,32,13,1.0,3.0,100.0,1200.0
501,5,9.0,32,13,1.0,16.0,,15420.0
501,5,9.0,32,13,1.0,15.0,,15420.0
501,5,9.0,32,13,1.0,12.0,10.0,120.0
501,5,9.0,32,14,,,,
501,5,9.0,32,15,1.0,2.0,19.0,228.0
501,5,9.0,32,15,1.0,13.0,55.0,660.0
501,5,9.0,32,15,1.0,15.0,,5124.0
501,5,9.0,32,15,1.0,8.0,28.0,336.0
501,5,9.0,32,15,1.0,5.0,279.0,3348.0
501,5,9.0,32,15,1.0,16.0,,5124.0
501,5,9.0,32,15,1.0,14.0,46.0,552.0
501,5,11.0,33,13,,,,
501,5,11.0,33,14,1.0,15.0,,59230.0
501,5,11.0,33,14,1.0,16.0,,59230.0
501,5,11.0,33,14,1.0,4.0,41.0,410.0
501,5,11.0,33,14,1.0,1.0,5087.0,50870.0
501,5,11.0,33,14,1.0,2.0,483.0,4830.0
501,5,11.0,33,14,1.0,9.0,93.0,930.0
501,5,11.0,33,14,1.0,3.0,14.0,140.0
501,5,11.0,33,14,1.0,7.0,19.0,190.0
501,5,11.0,33,14,1.0,5.0,186.0,1860.0
501,5,11.0,33,15,1.0,14.0,46.0,552.0
501,5,11.0,33,15,1.0,12.0,325.0,3900.0
501,5,11.0,33,15,1.0,15.0,,13920.0
501,5,11.0,33,15,1.0,1.0,223.0,2676.0
501,5,11.0,33,15,1.0,4.0,28.0,336.0
501,5,11.0,33,15,1.0,2.0,28.0,336.0
501,5,11.0,33,15,1.0,5.0,371.0,4452.0
501,5,11.0,33,15,1.0,7.0,93.0,1116.0
501,5,11.0,33,15,1.0,16.0,,13920.0
501,5,11.0,33,15,1.0,6.0,46.0,552.0
501,5,13.0,34,13,,,,
501,5,13.0,34,15,,,,
501,5,13.0,34,19,1.0,15.0,,40044.0
501,5,13.0,34,19,1.0,2.0,10.0,120.0
501,5,13.0,34,19,1.0,1.0,3198.0,38376.0
501,5,13.0,34,19,1.0,16.0,,40044.0
501,5,13.0,34,19,2.0,16.0,,816.0
501,5,13.0,34,19,2.0,15.0,,816.0
501,5,13.0,34,19,2.0,2.0,43.0,516.0
501,5,13.0,34,19,2.0,14.0,25.0,300.0
501,5,13.0,34,19,1.0,12.0,74.0,888.0
501,5,13.0,34,19,1.0,3.0,55.0,660.0
501,7,1.0,12,13,1.0,12.0,47.0,564.0
501,7,1.0,12,13,1.0,6.0,19.0,228.0
501,7,1.0,12,13,1.0,4.0,14.0,168.0
501,7,1.0,12,13,1.0,16.0,,8268.0
501,7,1.0,12,13,1.0,2.0,52.0,624.0
501,7,1.0,12,13,1.0,3.0,38.0,456.0
501,7,1.0,12,13,1.0,1.0,1142.0,13704.0
501,7,1.0,12,13,1.0,15.0,,16536.0
501,7,1.0,12,13,1.0,7.0,66.0,792.0
501,7,1.0,12,14,1.0,1.0,8507.0,102084.0
501,7,1.0,12,14,1.0,15.0,,105000.0
501,7,1.0,12,14,1.0,5.0,129.0,1548.0
501,7,1.0,12,14,1.0,3.0,9.0,108.0
501,7,1.0,12,14,1.0,2.0,77.0,924.0
501,7,1.0,12,14,1.0,6.0,9.0,108.0
501,7,1.0,12,14,1.0,16.0,,105000.0
501,7,1.0,12,14,1.0,4.0,19.0,228.0
501,7,1.0,12,15,1.0,14.0,9.0,108.0
501,7,1.0,12,15,1.0,5.0,141.0,1692.0
501,7,1.0,12,15,1.0,16.0,,2484.0
501,7,1.0,12,15,1.0,7.0,38.0,456.0
501,7,1.0,12,15,1.0,6.0,14.0,168.0
501,7,1.0,12,15,1.0,2.0,5.0,60.0
501,7,1.0,12,15,1.0,15.0,,2484.0
501,7,3.0,13,13,3.0,3.0,9.0,108.0
501,7,3.0,13,13,2.0,15.0,,1920.0
501,7,3.0,13,13,2.0,9.0,38.0,456.0
501,7,3.0,13,13,2.0,3.0,19.0,228.0
501,7,3.0,13,13,2.0,2.0,9.0,108.0
501,7,3.0,13,13,3.0,15.0,,564.0
501,7,3.0,13,13,1.0,2.0,47.0,564.0
501,7,3.0,13,13,3.0,16.0,,564.0
501,7,3.0,13,13,1.0,3.0,19.0,228.0
501,7,3.0,13,13,3.0,2.0,38.0,456.0
501,7,3.0,13,13,2.0,16.0,,1920.0
501,7,3.0,13,13,2.0,12.0,94.0,1128.0
501,7,3.0,13,13,1.0,9.0,66.0,792.0
501,7,3.0,13,13,1.0,15.0,,1584.0
501,7,3.0,13,13,1.0,16.0,,1584.0
501,7,3.0,13,14,,,,
501,7,3.0,13,15,,,,
501,7,5.0,38,13,1.0,9.0,19495.0,214445.0
501,7,5.0,38,13,2.0,16.0,,1308.0
501,7,5.0,38,13,2.0,15.0,,2616.0
501,7,5.0,38,13,2.0,3.0,139.0,1668.0
501,7,5.0,38,13,1.0,15.0,,214863.0
501,7,5.0,38,13,2.0,12.0,79.0,948.0
501,7,5.0,38,13,1.0,16.0,,214863.0
501,7,5.0,38,13,1.0,14.0,38.0,418.0
501,7,5.0,38,14,2.0,2.0,250.0,3000.0
501,7,5.0,38,14,1.0,12.0,94.0,1128.0
501,7,5.0,38,14,2.0,6.0,250.0,3000.0
501,7,5.0,38,14,1.0,16.0,,41328.0
501,7,5.0,38,14,2.0,7.0,750.0,9000.0
501,7,5.0,38,14,1.0,2.0,141.0,1692.0
501,7,5.0,38,14,2.0,12.0,100.0,1200.0
501,7,5.0,38,14,1.0,3.0,19.0,228.0
501,7,5.0,38,14,2.0,10.0,15600.0,187200.0
501,7,5.0,38,14,2.0,4.0,50.0,600.0
501,7,5.0,38,14,2.0,1.0,8750.0,105000.0
501,7,5.0,38,14,2.0,16.0,,315900.0
501,7,5.0,38,14,1.0,1.0,3154.0,37848.0
501,7,5.0,38,14,2.0,9.0,150.0,1800.0
501,7,5.0,38,14,1.0,4.0,9.0,108.0
501,7,5.0,38,14,2.0,14.0,50.0,600.0
501,7,5.0,38,14,2.0,15.0,,315900.0
501,7,5.0,38,14,1.0,5.0,19.0,228.0
501,7,5.0,38,14,1.0,13.0,8.0,96.0
501,7,5.0,38,14,2.0,5.0,125.0,1500.0
501,7,5.0,38,14,2.0,3.0,250.0,3000.0
501,7,5.0,38,14,1.0,15.0,,41328.0
501,7,5.0,38,19,1.0,16.0,,66400.0
501,7,5.0,38,19,1.0,3.0,350.0,2800.0
501,7,5.0,38,19,1.0,12.0,50.0,400.0
501,7,5.0,38,19,1.0,7.0,100.0,800.0
501,7,5.0,38,19,1.0,2.0,300.0,2400.0
501,7,5.0,38,19,1.0,15.0,,66400.0
501,7,5.0,38,19,1.0,6.0,200.0,1600.0
501,7,5.0,38,19,1.0,14.0,100.0,800.0
501,7,5.0,38,19,1.0,1.0,7200.0,57600.0
501,9,1.0,40,13,,,,
501,9,1.0,40,14,,,,
501,9,1.0,40,15,,,,
501,9,3.0,15,13,1.0,12.0,95.0,1140.0
501,9,3.0,15,13,2.0,12.0,191.0,2292.0
501,9,3.0,15,13,2.0,5.0,95.0,1140.0
501,9,3.0,15,13,2.0,16.0,,12588.0
501,9,3.0,15,13,1.0,4.0,9.0,108.0
501,9,3.0,15,13,1.0,15.0,,12120.0
501,9,3.0,15,13,2.0,10.0,763.0,9156.0
501,9,3.0,15,13,1.0,5.0,191.0,2292.0
501,9,3.0,15,13,1.0,10.0,667.0,8004.0
501,9,3.0,15,13,2.0,15.0,,12588.0
501,9,3.0,15,13,1.0,16.0,,12120.0
501,9,3.0,15,13,1.0,3.0,48.0,576.0
501,9,3.0,15,14,,,,
501,9,3.0,15,15,,,,
501,9,5.0,16,13,1.0,9.0,75.0,900.0
501,9,5.0,16,13,1.0,15.0,,10488.0
501,9,5.0,16,13,1.0,12.0,329.0,3948.0
501,9,5.0,16,13,1.0,4.0,19.0,228.0
501,9,5.0,16,13,1.0,16.0,,10488.0
501,9,5.0,16,13,1.0,14.0,273.0,3276.0
501,9,5.0,16,13,1.0,8.0,103.0,1236.0
501,9,5.0,16,13,1.0,3.0,75.0,900.0
501,9,5.0,16,14,,,,
501,9,5.0,16,15,1.0,16.0,,47256.0
501,9,5.0,16,15,1.0,1.0,3290.0,39480.0
501,9,5.0,16,15,1.0,9.0,28.0,336.0
501,9,5.0,16,15,1.0,2.0,141.0,1692.0
501,9,5.0,16,15,1.0,15.0,,47256.0
501,9,5.0,16,15,1.0,3.0,75.0,900.0
501,9,5.0,16,15,1.0,4.0,38.0,456.0
501,9,5.0,16,15,1.0,14.0,169.0,2028.0
501,9,5.0,16,15,1.0,5.0,197.0,2364.0
501,11,11.0,30,13,,,,
501,11,11.0,30,14,,,,
501,11,11.0,30,15,,,,
501,11,13.0,17,13,,,,
501,11,13.0,17,14,1.0,14.0,300.0,3600.0
501,11,13.0,17,14,1.0,7.0,200.0,2400.0
501,11,13.0,17,14,1.0,1.0,20000.0,240000.0
501,11,13.0,17,14,1.0,15.0,,342540.0
501,11,13.0,17,14,1.0,10.0,7000.0,84000.0
501,11,13.0,17,14,1.0,6.0,30.0,360.0
501,11,13.0,17,14,1.0,12.0,500.0,6000.0
501,11,13.0,17,14,1.0,4.0,30.0,360.0
501,11,13.0,17,14,1.0,9.0,350.0,4200.0
501,11,13.0,17,14,1.0,16.0,,342540.0
501,11,13.0,17,14,1.0,3.0,100.0,1200.0
501,11,13.0,17,14,1.0,2.0,35.0,420.0
501,11,13.0,17,15,1.0,5.0,217.0,1953.0
501,11,13.0,17,15,1.0,10.0,2173.0,19557.0
501,11,13.0,17,15,1.0,7.0,10.0,90.0
501,11,13.0,17,15,1.0,4.0,12.0,108.0
501,11,13.0,17,15,1.0,2.0,10.0,90.0
501,11,13.0,17,15,1.0,1.0,790.0,7110.0
501,11,13.0,17,15,1.0,16.0,,30420.0
501,11,13.0,17,15,1.0,15.0,,30420.0
501,11,13.0,17,15,1.0,14.0,148.0,1332.0
501,11,13.0,17,15,1.0,3.0,20.0,180.0
501,11,17.0,27,13,,,,
501,11,17.0,27,14,,,,
501,11,17.0,27,15,,,,
501,11,21.0,56,13,,,,
501,11,21.0,56,14,1.0,9.0,9.0,108.0
501,11,21.0,56,14,1.0,15.0,,2244.0
501,11,21.0,56,14,1.0,6.0,7.0,84.0
501,11,21.0,56,14,1.0,16.0,,2244.0
501,11,21.0,56,14,1.0,14.0,171.0,2052.0
501,11,21.0,56,15,1.0,6.0,140.0,1680.0
501,11,21.0,56,15,1.0,16.0,,25176.0
501,11,21.0,56,15,1.0,3.0,270.0,3240.0
501,11,21.0,56,15,1.0,2.0,108.0,1296.0
501,11,21.0,56,15,1.0,4.0,10.0,120.0
501,11,21.0,56,15,1.0,7.0,100.0,1200.0
501,11,21.0,56,15,1.0,15.0,,25176.0
501,11,21.0,56,15,1.0,1.0,1200.0,14400.0
501,11,21.0,56,15,1.0,12.0,150.0,1800.0
501,11,21.0,56,15,1.0,14.0,120.0,1440.0
501,11,23.0,29,13,,,,
501,11,23.0,29,14,1.0,4.0,1.0,12.0
501,11,23.0,29,14,1.0,2.0,4.0,48.0
501,11,23.0,29,14,1.0,1.0,940.0,11280.0
501,11,23.0,29,14,1.0,15.0,,11484.0
501,11,23.0,29,14,1.0,7.0,3.0,36.0
501,11,23.0,29,14,1.0,16.0,,11484.0
501,11,23.0,29,14,1.0,5.0,2.0,24.0
501,11,23.0,29,14,1.0,12.0,5.0,60.0
501,11,23.0,29,14,1.0,14.0,2.0,24.0
501,11,23.0,29,15,,,,
501,11,25.0,19,13,,,,
501,11,25.0,19,14,,,,
501,11,25.0,19,15,1.0,15.0,,14330.0
501,11,25.0,19,15,1.0,16.0,,14330.0
501,11,25.0,19,15,1.0,1.0,1289.0,12890.0
501,11,25.0,19,15,2.0,16.0,,1056.0
501,11,25.0,19,15,2.0,7.0,20.0,240.0
501,11,25.0,19,15,2.0,2.0,24.0,288.0
501,11,25.0,19,15,1.0,7.0,9.0,90.0
501,11,25.0,19,15,1.0,3.0,32.0,320.0
501,11,25.0,19,15,2.0,14.0,15.0,180.0
501,11,25.0,19,15,1.0,14.0,96.0,960.0
501,11,25.0,19,15,2.0,6.0,29.0,348.0
501,11,25.0,19,15,1.0,6.0,4.0,40.0
501,11,25.0,19,15,1.0,2.0,3.0,30.0
501,11,25.0,19,15,2.0,15.0,,1056.0
501,14,1.0,29,14,,,,
501,14,1.0,29,15,1.0,5.0,56.0,560.0
501,14,1.0,29,15,1.0,16.0,,60250.0
501,14,1.0,29,15,1.0,2.0,19.0,190.0
501,14,1.0,29,15,1.0,4.0,19.0,190.0
501,14,1.0,29,15,1.0,1.0,5922.0,59220.0
501,14,1.0,29,15,1.0,15.0,,60250.0
501,14,1.0,29,15,1.0,3.0,9.0,90.0
501,14,1.0,29,20,1.0,1.0,360.0,4320.0
501,14,1.0,29,20,1.0,7.0,150.0,1800.0
501,14,1.0,29,20,1.0,14.0,50.0,600.0
501,14,1.0,29,20,1.0,15.0,,10320.0
501,14,1.0,29,20,1.0,16.0,,10320.0
501,14,1.0,29,20,1.0,3.0,250.0,3000.0
501,14,1.0,29,20,1.0,2.0,50.0,600.0
501,14,9.0,48,14,1.0,1.0,8.0,96.0
501,14,9.0,48,14,1.0,16.0,,300.0
501,14,9.0,48,14,1.0,9.0,13.0,156.0
501,14,9.0,48,14,1.0,2.0,4.0,48.0
501,14,9.0,48,14,1.0,15.0,,300.0
501,14,9.0,48,15,1.0,7.0,29.0,87.0
501,14,9.0,48,15,2.0,15.0,,4248.0
501,14,9.0,48,15,2.0,6.0,49.0,588.0
501,14,9.0,48,15,2.0,5.0,276.0,3312.0
501,14,9.0,48,15,1.0,6.0,20.0,60.0
501,14,9.0,48,15,2.0,2.0,20.0,240.0
501,14,9.0,48,15,1.0,5.0,197.0,591.0
501,14,9.0,48,15,1.0,15.0,,738.0
501,14,9.0,48,15,2.0,7.0,9.0,108.0
501,14,9.0,48,15,1.0,16.0,,738.0
501,14,9.0,48,15,2.0,16.0,,4248.0
501,14,9.0,48,19,,,,
501,14,23.0,45,14,1.0,14.0,99.0,1188.0
501,14,23.0,45,14,1.0,1.0,198.0,2376.0
501,14,23.0,45,14,1.0,7.0,30.0,360.0
501,14,23.0,45,14,1.0,16.0,,5592.0
501,14,23.0,45,14,1.0,3.0,99.0,1188.0
501,14,23.0,45,14,1.0,15.0,,5592.0
501,14,23.0,45,14,1.0,6.0,10.0,120.0
501,14,23.0,45,14,1.0,2.0,30.0,360.0
501,14,23.0,45,15,2.0,1.0,2002.0,24024.0
501,14,23.0,45,15,1.0,9.0,304.0,3648.0
501,14,23.0,45,15,2.0,3.0,19.0,228.0
501,14,23.0,45,15,1.0,16.0,,139380.0
501,14,23.0,45,15,1.0,3.0,81.0,972.0
501,14,23.0,45,15,2.0,16.0,,24804.0
501,14,23.0,45,15,1.0,1.0,10141.0,121692.0
501,14,23.0,45,15,2.0,14.0,28.0,336.0
501,14,23.0,45,15,1.0,5.0,304.0,3648.0
501,14,23.0,45,15,2.0,4.0,9.0,108.0
501,14,23.0,45,15,2.0,15.0,,24804.0
501,14,23.0,45,15,1.0,7.0,507.0,6084.0
501,14,23.0,45,15,1.0,6.0,20.0,240.0
501,14,23.0,45,15,1.0,2.0,101.0,1212.0
501,14,23.0,45,15,1.0,14.0,152.0,1824.0
501,14,23.0,45,15,1.0,4.0,5.0,60.0
501,14,23.0,45,15,2.0,2.0,9.0,108.0
501,14,23.0,45,15,1.0,15.0,,139380.0
501,14,23.0,45,19,,,,
503,1,3.0,7,13,1.0,2.0,10.0,100.0
503,1,3.0,7,13,1.0,1.0,1959.0,19590.0
503,1,3.0,7,13,1.0,5.0,61.0,610.0
503,1,3.0,7,13,1.0,3.0,91.0,910.0
503,1,3.0,7,13,1.0,16.0,,21210.0
503,1,3.0,7,13,1.0,15.0,,21210.0
503,1,3.0,7,14,,,,
503,1,3.0,7,15,,,,
503,1,11.0,7,13,,,,
503,1,11.0,7,14,,,,
503,1,11.0,7,15,2.0,15.0,,1720.0
503,1,11.0,7,15,2.0,14.0,57.0,570.0
503,1,11.0,7,15,2.0,2.0,24.0,240.0
503,1,11.0,7,15,1.0,15.0,,4202.0
503,1,11.0,7,15,1.0,16.0,,4202.0
503,1,11.0,7,15,1.0,7.0,40.0,440.0
503,1,11.0,7,15,1.0,14.0,12.0,132.0
503,1,11.0,7,15,2.0,16.0,,1720.0
503,1,11.0,7,15,2.0,12.0,41.0,410.0
503,1,11.0,7,15,2.0,9.0,41.0,410.0
503,1,11.0,7,15,1.0,5.0,307.0,3377.0
503,1,11.0,7,15,2.0,3.0,9.0,90.0
503,1,11.0,7,15,1.0,6.0,23.0,253.0
503,1,37.0,36,13,1.0,3.0,98.0,686.0
503,1,37.0,36,13,1.0,11.0,489.0,3423.0
503,1,37.0,36,13,1.0,16.0,,44674.0
503,1,37.0,36,13,1.0,2.0,147.0,1029.0
503,1,37.0,36,13,1.0,7.0,98.0,686.0
503,1,37.0,36,13,1.0,6.0,49.0,343.0
503,1,37.0,36,13,1.0,5.0,29.0,203.0
503,1,37.0,36,13,1.0,14.0,147.0,1029.0
503,1,37.0,36,13,1.0,1.0,3909.0,27363.0
503,1,37.0,36,13,1.0,10.0,1221.0,8547.0
503,1,37.0,36,13,1.0,9.0,195.0,1365.0
503,1,37.0,36,13,1.0,15.0,,44674.0
503,1,37.0,36,14,,,,
503,1,37.0,36,15,2.0,14.0,71.0,568.0
503,1,37.0,36,15,3.0,15.0,,11025.0
503,1,37.0,36,15,3.0,7.0,97.0,679.0
503,1,37.0,36,15,1.0,5.0,30.0,210.0
503,1,37.0,36,15,3.0,10.0,872.0,6104.0
503,1,37.0,36,15,1.0,15.0,,52374.0
503,1,37.0,36,15,2.0,1.0,303.0,2424.0
503,1,37.0,36,15,1.0,10.0,1716.0,12012.0
503,1,37.0,36,15,2.0,5.0,50.0,400.0
503,1,37.0,36,15,1.0,1.0,4746.0,33222.0
503,1,37.0,36,15,2.0,2.0,10.0,80.0
503,1,37.0,36,15,3.0,14.0,97.0,679.0
503,1,37.0,36,15,1.0,7.0,151.0,1057.0
503,1,37.0,36,15,3.0,5.0,388.0,2716.0
503,1,37.0,36,15,3.0,6.0,97.0,679.0
503,1,37.0,36,15,3.0,16.0,,11025.0
503,1,37.0,36,15,1.0,3.0,182.0,1274.0
503,1,37.0,36,15,2.0,6.0,10.0,80.0
503,1,37.0,36,15,2.0,16.0,,3552.0
503,1,37.0,36,15,3.0,2.0,24.0,168.0
503,1,37.0,36,15,1.0,16.0,,52374.0
503,1,37.0,36,15,2.0,15.0,,3552.0
503,1,37.0,36,15,1.0,9.0,212.0,1484.0
503,1,37.0,36,15,1.0,6.0,71.0,497.0
503,1,37.0,36,15,1.0,14.0,202.0,1414.0
503,1,37.0,36,15,1.0,2.0,172.0,1204.0
503,3,2.0,9,13,,,,
503,3,2.0,9,14,,,,
503,3,2.0,9,15,1.0,6.0,144.0,1728.0
503,3,2.0,9,15,2.0,10.0,3033.0,33363.0
503,3,2.0,9,15,2.0,5.0,110.0,1210.0
503,3,2.0,9,15,2.0,14.0,142.0,1562.0
503,3,2.0,9,15,2.0,2.0,30.0,330.0
503,3,2.0,9,15,2.0,15.0,,45705.0
503,3,2.0,9,15,1.0,7.0,403.0,4836.0
503,3,2.0,9,15,1.0,16.0,,23148.0
503,3,2.0,9,15,1.0,12.0,864.0,10368.0
503,3,2.0,9,15,2.0,1.0,607.0,6677.0
503,3,2.0,9,15,1.0,3.0,480.0,5760.0
503,3,2.0,9,15,2.0,3.0,152.0,1672.0
503,3,2.0,9,15,1.0,2.0,38.0,456.0
503,3,2.0,9,15,2.0,16.0,,45705.0
503,3,2.0,9,15,1.0,15.0,,23148.0
503,3,2.0,9,15,2.0,7.0,81.0,891.0
503,3,9.0,16,13,1.0,12.0,29.0,290.0
503,3,9.0,16,13,1.0,16.0,,1070.0
503,3,9.0,16,13,1.0,9.0,29.0,290.0
503,3,9.0,16,13,1.0,2.0,49.0,490.0
503,3,9.0,16,13,1.0,15.0,,1070.0
503,3,9.0,16,14,,,,
503,3,9.0,16,15,,,,
503,3,15.0,2,13,1.0,5.0,346.0,3806.0
503,3,15.0,2,13,1.0,14.0,24.0,264.0
503,3,15.0,2,13,1.0,12.0,38.0,418.0
503,3,15.0,2,13,1.0,2.0,19.0,209.0
503,3,15.0,2,13,1.0,15.0,,7337.0
503,3,15.0,2,13,1.0,1.0,240.0,2640.0
503,3,15.0,2,13,1.0,16.0,,7337.0
503,3,15.0,2,14,1.0,16.0,,1920.0
503,3,15.0,2,14,1.0,15.0,,1920.0
503,3,15.0,2,14,1.0,14.0,29.0,174.0
503,3,15.0,2,14,1.0,9.0,291.0,1746.0
503,3,15.0,2,15,,,,
503,5,25.0,10,13,1.0,2.0,61.0,549.0
503,5,25.0,10,13,1.0,1.0,3337.0,30033.0
503,5,25.0,10,13,1.0,5.0,283.0,2547.0
503,5,25.0,10,13,1.0,14.0,152.0,1368.0
