tinh,huyen,xa,diaban,hoso,m4b22ma,m4b22c7,m4b22c8,m4b22c9,m4b22c10,m4b22c11,m4b22c12,m4b22c13,m4b22c14,m4b22c15,m4b22c16,m4b22c17,m4b22c18
115,7,19.0,7,13,1.0,0.0,1648.0,24.0,94.0,388.0,0.0,0.0,0.0,0.0,0.0,118.0,2272.0
115,7,19.0,7,14,5.0,235.0,782.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1041.0
115,7,19.0,7,14,1.0,0.0,1683.0,58.0,258.0,468.0,0.0,0.0,0.0,0.0,0.0,117.0,2584.0
115,7,19.0,7,15,5.0,142.0,226.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,387.0
115,7,19.0,7,15,1.0,592.0,1268.0,14.0,142.0,189.0,0.0,0.0,0.0,0.0,0.0,33.0,2238.0
115,7,41.0,8,13,5.0,322.0,955.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,48.0,1513.0
115,7,41.0,8,13,1.0,0.0,6808.0,0.0,350.0,1135.0,0.0,0.0,0.0,0.0,0.0,237.0,8530.0
115,7,41.0,8,14,,,,,,,,,,,,,
115,7,41.0,8,15,5.0,208.0,237.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,512.0
115,7,47.0,6,13,10.0,126.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0
115,7,47.0,6,13,1.0,580.0,757.0,0.0,84.0,102.0,0.0,0.0,0.0,0.0,0.0,17.0,1540.0
115,7,47.0,6,13,5.0,50.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,251.0
115,7,47.0,6,14,6.0,58.0,186.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,307.0
115,7,47.0,6,14,5.0,17.0,320.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,383.0
115,7,47.0,6,15,5.0,43.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,238.0
115,7,47.0,6,15,1.0,0.0,1984.0,75.0,142.0,492.0,0.0,0.0,0.0,0.0,0.0,118.0,2811.0
115,7,49.0,3,13,,,,,,,,,,,,,
115,7,49.0,3,14,,,,,,,,,,,,,
115,7,49.0,3,15,1.0,8711.0,20708.0,194.0,918.0,2556.0,0.0,0.0,75.0,369.0,0.0,189.0,33720.0
115,7,51.0,18,13,,,,,,,,,,,,,
115,7,51.0,18,14,,,,,,,,,,,,,
115,7,51.0,18,15,,,,,,,,,,,,,
115,7,59.0,10,13,,,,,,,,,,,,,
115,7,59.0,10,14,5.0,94.0,284.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0
115,7,59.0,10,14,1.0,0.0,4867.0,94.0,114.0,94.0,0.0,0.0,0.0,0.0,0.0,114.0,5283.0
115,7,59.0,10,15,1.0,7564.0,20417.0,94.0,283.0,189.0,0.0,0.0,0.0,148.0,0.0,142.0,28837.0
115,7,59.0,10,15,6.0,94.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0
115,7,59.0,10,15,5.0,94.0,283.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0
115,7,67.0,2,13,5.0,142.0,644.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,890.0
115,7,67.0,2,13,1.0,0.0,3247.0,189.0,94.0,379.0,0.0,0.0,0.0,0.0,0.0,189.0,4098.0
115,7,67.0,2,14,,,,,,,,,,,,,
115,7,67.0,2,15,,,,,,,,,,,,,
115,7,71.0,16,13,5.0,117.0,1611.0,47.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1944.0
115,7,71.0,16,13,6.0,258.0,1064.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1378.0
115,7,71.0,16,14,5.0,117.0,283.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,428.0
115,7,71.0,16,15,,,,,,,,,,,,,
115,7,95.0,13,13,5.0,40.0,323.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,411.0
115,7,95.0,13,14,5.0,114.0,473.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,634.0
115,7,95.0,13,14,1.0,663.0,1515.0,0.0,163.0,94.0,0.0,0.0,0.0,0.0,0.0,27.0,2462.0
115,7,95.0,13,15,1.0,1335.0,7972.0,244.0,680.0,1418.0,0.0,0.0,0.0,0.0,0.0,203.0,11852.0
115,7,95.0,13,15,5.0,1323.0,2222.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,3819.0
115,7,95.0,13,15,6.0,946.0,1371.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,2520.0
115,9,11.0,20,13,5.0,75.0,159.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,263.0
115,9,11.0,20,13,6.0,93.0,235.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,357.0
115,9,11.0,20,14,6.0,94.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,312.0
115,9,11.0,20,14,5.0,75.0,114.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,209.0
115,9,11.0,20,15,5.0,53.0,126.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,211.0
115,9,17.0,6,13,,,,,,,,,,,,,
115,9,17.0,6,15,5.0,47.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
115,9,17.0,6,19,5.0,23.0,199.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,237.0
115,9,21.0,13,13,10.0,283.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0
115,9,21.0,13,13,5.0,114.0,261.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,395.0
115,9,21.0,13,13,6.0,152.0,322.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,489.0
115,9,21.0,13,14,10.0,94.0,283.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0
115,9,21.0,13,14,6.0,586.0,848.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1491.0
115,9,21.0,13,14,5.0,1986.0,2370.0,38.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4525.0
115,9,21.0,13,15,,,,,,,,,,,,,
115,9,33.0,9,13,5.0,88.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0
115,9,33.0,9,13,1.0,0.0,4377.0,49.0,340.0,842.0,0.0,0.0,0.0,0.0,0.0,131.0,5739.0
115,9,33.0,9,14,1.0,0.0,4349.0,48.0,331.0,614.0,0.0,0.0,0.0,0.0,0.0,71.0,5413.0
115,9,33.0,9,14,5.0,38.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
115,9,33.0,9,15,1.0,947.0,5823.0,71.0,615.0,142.0,0.0,0.0,0.0,0.0,0.0,61.0,7659.0
115,9,33.0,9,15,5.0,71.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0
115,9,53.0,8,13,1.0,0.0,2818.0,75.0,227.0,360.0,0.0,0.0,0.0,0.0,0.0,38.0,3518.0
115,9,53.0,8,13,5.0,66.0,237.0,19.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,380.0
115,9,53.0,8,14,5.0,48.0,179.0,29.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,322.0
115,9,53.0,8,14,1.0,0.0,1986.0,48.0,227.0,283.0,0.0,0.0,0.0,0.0,0.0,29.0,2573.0
115,9,53.0,8,15,,,,,,,,,,,,,
115,9,55.0,10,13,5.0,48.0,99.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,171.0
115,9,55.0,10,13,1.0,218.0,341.0,10.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0,713.0
115,9,55.0,10,14,5.0,48.0,114.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0
115,9,55.0,10,14,1.0,521.0,2083.0,10.0,94.0,48.0,0.0,0.0,0.0,0.0,0.0,38.0,2794.0
115,9,55.0,10,15,1.0,0.0,2506.0,29.0,94.0,114.0,0.0,0.0,0.0,0.0,0.0,29.0,2772.0
115,9,55.0,10,15,5.0,75.0,114.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,218.0
115,9,57.0,6,13,5.0,48.0,678.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0
115,9,57.0,6,14,6.0,190.0,866.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0
115,9,57.0,6,14,5.0,126.0,1373.0,25.0,14.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.0
115,9,57.0,6,15,5.0,80.0,1488.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0
115,9,83.0,3,13,1.0,2724.0,18480.0,195.0,759.0,486.0,0.0,0.0,0.0,0.0,0.0,195.0,22839.0
115,9,83.0,3,13,5.0,195.0,321.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0
115,9,83.0,3,14,5.0,973.0,1323.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,2470.0
115,9,83.0,3,15,5.0,798.0,1139.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2050.0
115,9,85.0,6,13,,,,,,,,,,,,,
115,9,85.0,6,14,,,,,,,,,,,,,
115,9,85.0,6,15,1.0,2730.0,5600.0,0.0,511.0,104.0,0.0,0.0,0.0,0.0,0.0,152.0,9097.0
115,11,5.0,14,13,1.0,0.0,5054.0,93.0,225.0,522.0,0.0,0.0,0.0,0.0,0.0,183.0,6077.0
115,11,5.0,14,13,6.0,127.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,305.0
115,11,5.0,14,13,5.0,0.0,701.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,758.0
115,11,5.0,14,13,2.0,0.0,281.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,10.0,1041.0
115,11,5.0,14,14,1.0,5340.0,6697.0,71.0,681.0,48.0,0.0,0.0,0.0,0.0,0.0,121.0,12958.0
115,11,5.0,14,14,5.0,0.0,1867.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,2127.0
115,11,5.0,14,15,5.0,168.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,359.0
115,11,5.0,14,15,1.0,0.0,3007.0,33.0,304.0,160.0,0.0,0.0,0.0,0.0,0.0,67.0,3571.0
115,11,13.0,12,13,1.0,0.0,1708.0,38.0,129.0,152.0,0.0,0.0,0.0,0.0,0.0,72.0,2099.0
115,11,13.0,12,13,5.0,57.0,997.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0
115,11,13.0,12,14,5.0,195.0,486.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0
115,11,13.0,12,14,1.0,6930.0,4766.0,30.0,156.0,49.0,0.0,0.0,0.0,0.0,0.0,39.0,11970.0
115,11,13.0,12,15,1.0,0.0,1537.0,49.0,63.0,88.0,0.0,0.0,0.0,0.0,0.0,44.0,1781.0
115,11,17.0,20,13,5.0,140.0,334.0,77.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,649.0
115,11,17.0,20,14,5.0,34.0,48.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,187.0
115,11,17.0,20,14,1.0,0.0,846.0,95.0,75.0,114.0,0.0,0.0,0.0,0.0,0.0,142.0,1272.0
115,11,17.0,20,15,6.0,29.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,276.0
115,11,17.0,20,15,5.0,180.0,303.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,672.0
115,11,19.0,5,13,6.0,19.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
115,11,19.0,5,13,1.0,0.0,2212.0,68.0,175.0,370.0,0.0,0.0,0.0,0.0,0.0,117.0,2942.0
115,11,19.0,5,15,,,,,,,,,,,,,
115,11,19.0,5,19,5.0,129.0,159.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,340.0
115,11,35.0,15,13,5.0,204.0,340.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,623.0
115,11,35.0,15,14,6.0,77.0,433.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,544.0
115,11,35.0,15,14,1.0,1945.0,14127.0,195.0,584.0,1168.0,0.0,0.0,0.0,0.0,0.0,97.0,18116.0
115,11,35.0,15,15,,,,,,,,,,,,,
115,11,43.0,9,13,6.0,3599.0,16019.0,102.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,30.0,20139.0
115,11,43.0,9,13,1.0,0.0,5272.0,58.0,700.0,5349.0,0.0,0.0,0.0,0.0,0.0,146.0,11525.0
115,11,43.0,9,13,5.0,117.0,146.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0
115,11,43.0,9,14,1.0,0.0,3437.0,28.0,66.0,93.0,0.0,0.0,0.0,0.0,0.0,66.0,3690.0
115,11,43.0,9,15,5.0,114.0,265.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0
115,11,43.0,9,15,1.0,0.0,2477.0,29.0,170.0,378.0,0.0,0.0,0.0,0.0,0.0,75.0,3129.0
115,11,45.0,14,13,1.0,730.0,1684.0,19.0,291.0,146.0,0.0,0.0,0.0,0.0,0.0,19.0,2889.0
115,11,45.0,14,14,5.0,97.0,291.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,451.0
115,11,45.0,14,15,5.0,214.0,321.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,550.0
115,11,61.0,11,13,9.0,331.0,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2373.0
115,11,61.0,11,14,9.0,352.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1809.0
115,11,61.0,11,15,9.0,510.0,3064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3612.0
115,13,3.0,11,13,1.0,0.0,501.0,24.0,56.0,331.0,0.0,0.0,0.0,0.0,0.0,94.0,1006.0
115,13,3.0,11,14,1.0,0.0,2696.0,48.0,171.0,408.0,0.0,0.0,0.0,0.0,0.0,95.0,3418.0
115,13,3.0,11,20,6.0,227.0,312.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,586.0
115,13,3.0,11,20,5.0,94.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,326.0
115,13,3.0,11,20,1.0,0.0,2014.0,48.0,198.0,549.0,0.0,0.0,0.0,0.0,0.0,94.0,2903.0
115,13,9.0,12,13,6.0,52.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,216.0
115,13,9.0,12,13,1.0,0.0,2295.0,19.0,93.0,328.0,0.0,0.0,28.0,0.0,0.0,93.0,2856.0
115,13,9.0,12,14,5.0,49.0,342.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,415.0
115,13,9.0,12,19,10.0,118.0,265.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0
115,13,9.0,12,19,1.0,0.0,2397.0,33.0,142.0,331.0,0.0,0.0,24.0,0.0,0.0,55.0,2982.0
115,13,9.0,12,19,5.0,61.0,384.0,19.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,483.0
115,13,17.0,11,13,6.0,152.0,1111.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1306.0
115,13,17.0,11,13,1.0,0.0,3738.0,14.0,331.0,552.0,0.0,0.0,0.0,0.0,0.0,94.0,4729.0
115,13,17.0,11,13,5.0,75.0,360.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,478.0
115,13,17.0,11,14,1.0,0.0,3146.0,75.0,93.0,375.0,0.0,0.0,0.0,0.0,0.0,159.0,3848.0
115,13,17.0,11,15,5.0,152.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,285.0
115,13,17.0,11,15,1.0,0.0,1491.0,14.0,171.0,715.0,0.0,0.0,0.0,0.0,0.0,161.0,2552.0
115,13,17.0,11,15,2.0,0.0,190.0,19.0,0.0,608.0,0.0,0.0,0.0,0.0,0.0,48.0,865.0
115,13,17.0,11,15,6.0,114.0,731.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,873.0
115,13,33.0,7,13,1.0,0.0,890.0,19.0,93.0,159.0,0.0,0.0,0.0,0.0,0.0,150.0,1311.0
115,13,33.0,7,13,7.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,19.0,113.0
115,13,33.0,7,14,1.0,0.0,875.0,10.0,121.0,117.0,0.0,0.0,0.0,0.0,0.0,126.0,1249.0
115,13,33.0,7,15,1.0,0.0,656.0,10.0,93.0,103.0,0.0,0.0,0.0,0.0,0.0,131.0,993.0
115,13,35.0,5,13,6.0,133.0,283.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,459.0
115,13,35.0,5,13,10.0,0.0,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,164.0
115,13,35.0,5,13,5.0,237.0,579.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,878.0
115,13,35.0,5,14,1.0,0.0,1186.0,14.0,143.0,767.0,0.0,0.0,0.0,0.0,0.0,143.0,2253.0
115,13,35.0,5,19,,,,,,,,,,,,,
115,13,39.0,6,13,1.0,641.0,1222.0,25.0,51.0,86.0,0.0,0.0,0.0,0.0,0.0,43.0,2068.0
115,13,39.0,6,13,5.0,86.0,178.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,309.0
115,13,39.0,6,14,5.0,473.0,2595.0,24.0,19.0,48.0,0.0,0.0,0.0,0.0,0.0,29.0,3188.0
115,13,39.0,6,14,6.0,403.0,2510.0,33.0,17.0,48.0,0.0,0.0,0.0,0.0,0.0,24.0,3035.0
115,13,39.0,6,14,1.0,0.0,1325.0,14.0,57.0,427.0,0.0,0.0,0.0,0.0,0.0,66.0,1889.0
115,13,39.0,6,15,1.0,0.0,2387.0,48.0,137.0,326.0,0.0,0.0,0.0,0.0,0.0,152.0,3050.0
115,13,39.0,6,15,6.0,66.0,403.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,498.0
115,13,39.0,6,15,5.0,142.0,843.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1042.0
115,13,43.0,10,13,1.0,0.0,3309.0,29.0,123.0,331.0,0.0,0.0,0.0,0.0,0.0,137.0,3929.0
115,13,43.0,10,13,6.0,189.0,1381.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1694.0
115,13,43.0,10,14,,,,,,,,,,,,,
115,13,43.0,10,15,1.0,826.0,2626.0,19.0,77.0,146.0,0.0,0.0,0.0,0.0,0.0,126.0,3820.0
115,13,43.0,10,15,6.0,49.0,246.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0
115,13,43.0,10,15,5.0,107.0,486.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,754.0
115,13,57.0,4,13,1.0,0.0,4085.0,48.0,152.0,2837.0,0.0,0.0,0.0,0.0,0.0,123.0,7245.0
115,13,57.0,4,13,5.0,237.0,1154.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1509.0
115,13,57.0,4,14,,,,,,,,,,,,,
115,13,57.0,4,19,1.0,0.0,3550.0,97.0,117.0,584.0,0.0,0.0,0.0,0.0,0.0,146.0,4494.0
115,13,75.0,10,13,5.0,251.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,1113.0
115,13,75.0,10,14,5.0,150.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1133.0
115,13,75.0,10,14,1.0,0.0,2693.0,28.0,169.0,243.0,0.0,0.0,0.0,0.0,0.0,134.0,3267.0
115,13,75.0,10,15,1.0,0.0,4444.0,0.0,66.0,237.0,0.0,0.0,0.0,0.0,0.0,73.0,4820.0
115,13,75.0,10,15,5.0,170.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1045.0
115,13,79.0,8,13,5.0,19.0,93.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,131.0
115,13,79.0,8,13,1.0,0.0,2623.0,19.0,187.0,656.0,0.0,0.0,0.0,10.0,0.0,93.0,3588.0
115,13,79.0,8,15,10.0,17.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
115,13,79.0,8,15,5.0,25.0,142.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,180.0
115,13,79.0,8,20,5.0,14.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,94.0
115,13,79.0,8,20,1.0,0.0,1702.0,10.0,114.0,757.0,0.0,0.0,0.0,0.0,0.0,114.0,2697.0
115,15,13.0,15,13,1.0,0.0,1616.0,51.0,91.0,151.0,0.0,0.0,0.0,0.0,0.0,81.0,1990.0
115,15,13.0,15,13,5.0,101.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0
115,15,13.0,15,14,5.0,430.0,1495.0,66.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,33.0,2138.0
115,15,13.0,15,14,10.0,237.0,568.0,61.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,975.0
115,15,13.0,15,15,5.0,56.0,406.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0
115,15,13.0,15,15,1.0,0.0,1323.0,94.0,114.0,142.0,0.0,0.0,0.0,0.0,0.0,75.0,1748.0
115,15,13.0,15,15,6.0,56.0,406.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0
115,15,21.0,16,14,1.0,0.0,1498.0,47.0,47.0,93.0,0.0,0.0,0.0,0.0,0.0,37.0,1722.0
115,15,21.0,16,14,5.0,47.0,187.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0
115,15,21.0,16,15,6.0,71.0,114.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0
115,15,21.0,16,15,5.0,104.0,374.0,19.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,19.0,564.0
115,15,21.0,16,19,10.0,973.0,973.0,97.0,49.0,30.0,0.0,0.0,0.0,0.0,0.0,19.0,2141.0
115,15,21.0,16,19,1.0,0.0,3890.0,88.0,340.0,146.0,0.0,0.0,0.0,0.0,0.0,282.0,4746.0
115,15,29.0,7,13,1.0,0.0,5550.0,85.0,341.0,189.0,0.0,0.0,0.0,0.0,0.0,75.0,6240.0
115,15,29.0,7,13,6.0,0.0,2006.0,29.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,2158.0
115,15,29.0,7,13,10.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
115,15,29.0,7,13,5.0,189.0,378.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0
115,15,29.0,7,14,10.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
115,15,29.0,7,14,5.0,47.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
115,15,29.0,7,14,1.0,0.0,118.0,122.0,28.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,325.0
115,15,29.0,7,15,1.0,0.0,2128.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,29.0,2345.0
115,15,29.0,7,15,5.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
115,15,39.0,12,13,,,,,,,,,,,,,
115,15,39.0,12,14,5.0,29.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
115,15,39.0,12,15,5.0,17.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
115,15,49.0,13,13,1.0,0.0,1608.0,48.0,142.0,114.0,0.0,0.0,0.0,0.0,0.0,56.0,1968.0
115,15,49.0,13,13,5.0,66.0,378.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0
115,15,49.0,13,14,5.0,189.0,898.0,38.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1268.0
115,15,49.0,13,14,6.0,48.0,75.0,10.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,195.0
115,15,49.0,13,14,1.0,0.0,1891.0,56.0,331.0,133.0,0.0,0.0,0.0,0.0,0.0,48.0,2459.0
115,15,49.0,13,14,10.0,0.0,114.0,14.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,176.0
115,15,49.0,13,15,1.0,0.0,1574.0,28.0,281.0,122.0,0.0,0.0,0.0,0.0,0.0,47.0,2052.0
115,15,49.0,13,15,5.0,47.0,777.0,14.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,945.0
115,15,49.0,13,15,10.0,0.0,93.0,10.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,201.0
115,15,59.0,3,13,5.0,0.0,45.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,63.0
115,15,59.0,3,13,1.0,4576.0,12103.0,448.0,627.0,448.0,0.0,0.0,0.0,0.0,0.0,269.0,18471.0
115,15,59.0,3,14,1.0,750.0,6707.0,187.0,552.0,187.0,0.0,0.0,0.0,0.0,0.0,47.0,8430.0
115,15,59.0,3,14,5.0,122.0,458.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,618.0
115,15,59.0,3,20,,,,,,,,,,,,,
115,15,67.0,23,14,5.0,94.0,739.0,38.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,38.0,1098.0
115,15,67.0,23,14,1.0,473.0,1287.0,57.0,142.0,568.0,0.0,0.0,0.0,0.0,0.0,57.0,2584.0
115,15,67.0,23,15,5.0,114.0,852.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1042.0
115,15,67.0,23,19,6.0,114.0,508.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,660.0
115,15,67.0,23,19,5.0,189.0,1025.0,29.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1366.0
115,15,67.0,23,19,1.0,663.0,2035.0,48.0,331.0,75.0,0.0,0.0,0.0,0.0,0.0,57.0,3209.0
117,1,1.0,4,13,,,,,,,,,,,,,
117,1,1.0,4,14,,,,,,,,,,,,,
117,1,1.0,4,15,,,,,,,,,,,,,
117,1,7.0,20,13,,,,,,,,,,,,,
117,1,7.0,20,15,,,,,,,,,,,,,
