tinh,huyen,xa,m4c15,m4c16,m4c17,m4c18,m4c19,m4c20,m4c21a,m4c21b,m4c21c,m4c22,m4c23,m4c24
303,05,29,3,15.0,,19.0,,100.0,,,,2000.0,0.0,
303,05,29,4,3223.7,,4412.5,,100.0,,,,2000.0,0.0,
303,05,29,5,45.0,,42.0,,100.0,,,,2000.0,0.0,
303,05,29,6,66.8,,50.0,,,,,,,,
303,05,29,7,2318.9,,1566.5,,,,,,,,
303,07,09,0,9181.0,,9181.0,,,,,,,,
303,07,09,1,1210.0,5.0,1210.0,7.0,85.0,1.0,0.0,,1995.0,16.0,2.0
303,07,09,2,618.0,0.0,618.0,0.0,100.0,,,,1999.0,0.0,
303,07,09,3,26.0,,26.0,,100.0,,,,1999.0,0.0,
303,07,09,4,3909.0,,3909.0,,100.0,,,,1999.0,0.0,
303,07,09,5,49.0,,49.0,,90.0,4.0,0.0,,1995.0,8.0,1.0
303,07,09,6,54.0,,54.0,,,,,,,,
303,07,09,7,3315.0,,3315.0,,,,,,,,
303,07,21,0,2764.0,,2764.0,,,,,,,,
303,07,21,1,788.0,10.0,788.0,12.0,100.0,,,,1999.0,0.0,
303,07,21,2,57.0,0.0,57.0,0.0,100.0,,,,1999.0,0.0,
303,07,21,3,4.0,,4.0,,100.0,,,,1999.0,0.0,
303,07,21,4,1726.0,,1726.0,,100.0,,,,1999.0,0.0,
303,07,21,5,16.0,,16.0,,100.0,,,,1999.0,2.0,1.0
303,07,21,6,13.0,,13.0,,,,,,,,
303,07,21,7,160.0,,160.0,,,,,,,,
303,07,37,0,6213.0,,6213.0,,,,,,,,
303,07,37,1,1757.0,-1.0,1660.0,-1.0,60.0,9.0,,,1999.0,0.0,
303,07,37,2,491.0,-1.0,600.0,-1.0,80.0,9.0,,,1999.0,0.0,
303,07,37,3,23.0,,23.0,,100.0,,,,1999.0,0.0,
303,07,37,4,1926.0,,1926.0,,100.0,,,,1999.0,0.0,
303,07,37,5,44.0,,40.0,,85.0,9.0,,,1999.0,0.0,
303,07,37,6,66.0,,66.0,,,,,,,,
303,07,37,7,1906.0,,1898.0,,,,,,,,
303,07,47,0,2350.0,,2339.1,,,,,,,,
303,07,47,1,1194.0,13.0,1094.0,13.0,100.0,,,,2004.0,0.0,
303,07,47,2,86.4,0.0,186.4,0.0,100.0,,,,2004.0,0.0,
303,07,47,3,18.0,,18.0,,100.0,,,,2004.0,0.0,
303,07,47,4,167.9,,167.9,,100.0,,,,2004.0,0.0,
303,07,47,5,49.0,,49.0,,100.0,,,,2004.0,15.0,1.0
303,07,47,6,129.0,,120.0,,,,,,,,
303,07,47,7,705.7,,703.8,,,,,,,,
303,07,59,0,15275.5,,15575.5,,,,,,,,
303,07,59,1,1686.0,10.0,1680.0,8.0,0.0,1.0,0.0,,,,
303,07,59,2,60.0,0.0,66.0,0.0,0.0,1.0,0.0,,,,
303,07,59,3,13.0,,13.0,,0.0,1.0,0.0,,,,
303,07,59,4,3944.0,,3944.0,,0.0,1.0,0.0,,,,
303,07,59,5,30.0,,30.0,,0.0,1.0,0.0,,,,
303,07,59,6,121.0,,121.0,,,,,,,,
303,07,59,7,9421.5,,9721.5,,,,,,,,
303,09,07,0,7814.0,,9065.8,,,,,,,,
303,09,07,1,1210.0,26.0,1200.0,0.0,-1.0,9.0,,,-1.0,-1.0,9.0
303,09,07,2,29.0,0.0,3.8,0.0,-1.0,9.0,,,-1.0,-1.0,9.0
303,09,07,3,13.0,,19.0,,-1.0,9.0,,,-1.0,-1.0,9.0
303,09,07,4,3234.0,,3214.0,,-1.0,9.0,,,-1.0,-1.0,9.0
303,09,07,5,42.0,,45.0,,-1.0,9.0,,,-1.0,-1.0,9.0
303,09,07,6,67.0,,67.0,,,,,,,,
303,09,07,7,3219.0,,3219.0,,,,,,,,
303,09,19,0,5665.4,,4644.8,,,,,,,,
303,09,19,1,1471.6,2.0,1320.0,2.0,100.0,,,,2000.0,0.0,
303,09,19,2,83.3,0.0,20.0,0.0,100.0,,,,2000.0,0.0,
303,09,19,3,2.0,,1.8,,100.0,,,,2000.0,0.0,
303,09,19,4,2322.2,,1800.0,,100.0,,,,2003.0,0.0,
303,09,19,5,15.2,,14.0,,100.0,,,,2000.0,0.0,
303,09,19,6,19.9,,18.0,,,,,,,,
303,09,19,7,1751.2,,1471.0,,,,,,,,
303,11,09,0,4544.6,,4543.4,,,,,,,,
303,11,09,1,485.1,65.0,450.0,61.0,100.0,,,,2001.0,0.0,
303,11,09,2,75.6,0.0,70.0,0.0,100.0,,,,2001.0,0.0,
303,11,09,3,15.0,,17.0,,100.0,,,,2001.0,0.0,
303,11,09,4,1605.7,,1600.0,,70.0,1.0,4.0,2.0,2001.0,0.0,
303,11,09,5,61.6,,61.6,,100.0,,,,2001.0,0.0,
303,11,09,6,34.8,,34.8,,,,,,,,
303,11,09,7,2266.8,,2310.0,,,,,,,,
303,11,17,0,2882.0,,2882.0,,,,,,,,
303,11,17,1,751.0,27.0,720.0,25.0,100.0,,,,2006.0,0.0,
303,11,17,2,101.0,0.0,60.0,0.0,100.0,,,,2006.0,0.0,
303,11,17,3,11.0,,12.0,,100.0,,,,2006.0,0.0,
303,11,17,4,712.0,,700.0,,100.0,,,,2006.0,0.0,
303,11,17,5,58.0,,50.0,,100.0,,,,2006.0,0.0,
303,11,17,6,45.0,,40.0,,,,,,,,
303,11,17,7,1204.0,,1300.0,,,,,,,,
303,11,31,0,9090.0,,9090.0,,,,,,,,
303,11,31,1,886.5,15.0,789.0,13.0,75.0,4.0,0.0,,1999.0,0.0,
303,11,31,2,93.0,0.0,80.0,0.0,100.0,,,,1999.0,0.0,
303,11,31,3,0.5,,0.5,,100.0,,,,1999.0,0.0,
303,11,31,4,5253.0,,5100.0,,100.0,,,,1999.0,0.0,
303,11,31,5,23.0,,23.0,,100.0,,,,1999.0,0.0,
303,11,31,6,21.0,,20.0,,,,,,,,
303,11,31,7,2813.0,,3077.5,,,,,,,,
303,11,47,0,4012.1,,4653.0,,,,,,,,
303,11,47,1,857.4,2.0,747.0,0.0,100.0,,,,2001.0,0.0,
303,11,47,2,33.1,0.0,33.0,0.0,100.0,,,,2001.0,0.0,
303,11,47,3,0.0,,-1.0,,0.0,4.0,0.0,,,,
303,11,47,4,1618.6,,1678.0,,100.0,,,,2001.0,0.0,
303,11,47,5,14.0,,-1.0,,100.0,,,,2001.0,0.0,
303,11,47,6,7.9,,8.0,,,,,,,,
303,11,47,7,1481.1,,1531.0,,,,,,,,
303,13,13,0,3611.5,,-1.0,,,,,,,,
303,13,13,1,1009.5,-1.0,-1.0,13.0,100.0,,,,-1.0,0.0,
303,13,13,2,256.7,-1.0,-1.0,0.0,100.0,,,,-1.0,0.0,
303,13,13,3,6.7,,-1.0,,100.0,,,,-1.0,0.0,
303,13,13,4,1225.0,,-1.0,,100.0,,,,-1.0,0.0,
303,13,13,5,29.9,,-1.0,,100.0,,,,-1.0,0.0,
303,13,13,6,198.9,,-1.0,,,,,,,,
303,13,13,7,884.8,,-1.0,,,,,,,,
303,13,23,0,8473.7,,-1.0,,,,,,,,
303,13,23,1,2447.7,2.0,-1.0,-1.0,100.0,,,,2000.0,0.0,
303,13,23,2,361.5,0.0,-1.0,0.0,100.0,,,,2000.0,0.0,
303,13,23,3,17.6,,-1.0,,100.0,,,,2000.0,0.0,
303,13,23,4,3075.9,,-1.0,,100.0,,,,2000.0,0.0,
303,13,23,5,89.8,,-1.0,,100.0,,,,2000.0,0.0,
303,13,23,6,361.1,,-1.0,,,,,,,,
303,13,23,7,2120.1,,0.0,,,,,,,,
303,13,33,0,3465.2,,-1.0,,,,,,,,
303,13,33,1,463.8,8.0,-1.0,-1.0,100.0,,,,1999.0,0.0,
303,13,33,2,22.6,0.0,-1.0,-1.0,100.0,,,,1999.0,0.0,
303,13,33,3,7.6,,-1.0,,100.0,,,,1999.0,0.0,
303,13,33,4,2816.1,,-1.0,,100.0,,,,1999.0,0.0,
303,13,33,5,6.4,,-1.0,,100.0,,,,1999.0,0.0,
303,13,33,6,21.6,,-1.0,,,,,,,,
303,13,33,7,127.1,,-1.0,,,,,,,,
303,15,03,0,6835.0,,6810.0,,,,,,,,
303,15,03,1,1033.0,6.0,1008.0,5.0,100.0,,,,1993.0,0.0,
303,15,03,2,149.2,0.0,149.0,0.0,100.0,,,,1993.0,1.0,3.0
303,15,03,3,4.0,,4.0,,100.0,,,,1993.0,0.0,
303,15,03,4,3375.0,,3375.0,,30.0,5.0,0.0,,1995.0,0.0,
303,15,03,5,2.7,,2.7,,70.0,5.0,0.0,,1993.0,0.0,
303,15,03,6,5.0,,5.0,,,,,,,,
303,15,03,7,2266.1,,2266.3,,,,,,,,
303,15,17,0,7996.0,,7996.0,,,,,,,,
303,15,17,1,1368.0,8.0,1256.0,8.0,100.0,,,,1997.0,0.0,
303,15,17,2,452.1,0.0,452.0,0.0,100.0,,,,1997.0,0.0,
303,15,17,3,15.8,,14.2,,100.0,,,,1997.0,0.0,
303,15,17,4,2949.5,,2949.5,,50.0,4.0,0.0,,1997.0,0.0,
303,15,17,5,216.0,,188.0,,100.0,,,,1997.0,0.0,
303,15,17,6,16.0,,16.0,,,,,,,,
303,15,17,7,2978.6,,3120.3,,,,,,,,
303,15,25,0,11076.0,,11079.0,,,,,,,,
303,15,25,1,3410.0,28.0,2913.0,25.0,100.0,,,,2000.0,0.0,
303,15,25,2,1001.0,0.0,1001.0,0.0,100.0,,,,2000.0,0.0,
303,15,25,3,41.0,,27.0,,100.0,,,,2000.0,0.0,
303,15,25,4,2768.0,,3004.0,,100.0,,,,2000.0,0.0,
303,15,25,5,197.0,,183.0,,100.0,,,,2000.0,0.0,
303,15,25,6,186.0,,145.0,,,,,,,,
303,15,25,7,3473.0,,3806.0,,,,,,,,
303,15,33,0,13689.0,,13689.0,,,,,,,,
303,15,33,1,1464.0,3.0,1464.0,3.0,100.0,,,,2002.0,0.0,
303,15,33,2,262.0,0.0,262.0,0.0,100.0,,,,2002.0,0.0,
303,15,33,3,12.0,,12.0,,70.0,1.0,0.0,,2002.0,0.0,
303,15,33,4,3800.0,,3800.0,,70.0,1.0,0.0,,2002.0,0.0,
303,15,33,5,3836.0,,3836.0,,70.0,1.0,0.0,,2002.0,0.0,
303,15,33,6,1001.0,,1001.0,,,,,,,,
303,15,33,7,3314.0,,3314.0,,,,,,,,
303,15,47,0,8548.1,,8548.0,,,,,,,,
303,15,47,1,2452.1,8.0,759.1,11.0,100.0,,,,1997.0,0.0,
303,15,47,2,134.1,0.0,476.9,0.0,100.0,,,,1997.0,0.0,
303,15,47,3,9.9,,3.6,,100.0,,,,1997.0,0.0,
303,15,47,4,1868.6,,3260.1,,100.0,,,,1997.0,0.0,
303,15,47,5,77.6,,65.3,,100.0,,,,1997.0,0.0,
303,15,47,6,75.4,,52.6,,,,,,,,
303,15,47,7,3930.4,,3930.4,,,,,,,,
303,17,03,0,7230.8,,-1.0,,,,,,,,
303,17,03,1,1894.9,4.0,-1.0,-1.0,100.0,,,,1999.0,0.0,
303,17,03,2,84.1,0.0,-1.0,-1.0,100.0,,,,1999.0,0.0,
303,17,03,3,21.2,,-1.0,,100.0,,,,1999.0,0.0,
303,17,03,4,3537.6,,-1.0,,100.0,,,,1999.0,0.0,
303,17,03,5,40.4,,-1.0,,100.0,,,,1999.0,0.0,
303,17,03,6,80.9,,-1.0,,,,,,,,
303,17,03,7,1571.7,,-1.0,,,,,,,,
303,17,17,0,6718.5,,6718.5,,,,,,,,
303,17,17,1,1926.1,1.0,1926.1,1.0,100.0,,,,2004.0,0.0,
303,17,17,2,78.8,0.0,78.8,0.0,100.0,,,,2004.0,0.0,
303,17,17,3,5.5,,5.5,,100.0,,,,2004.0,0.0,
303,17,17,4,3044.0,,3044.0,,100.0,,,,2004.0,0.0,
303,17,17,5,24.4,,24.4,,100.0,,,,2004.0,0.0,
303,17,17,6,195.1,,195.1,,,,,,,,
303,17,17,7,1444.6,,1444.6,,,,,,,,
303,17,25,0,9042.9,,9032.4,,,,,,,,
303,17,25,1,2529.9,3.0,1397.8,2.0,100.0,,,,2000.0,52.0,1.0
303,17,25,2,769.4,0.0,661.9,0.0,100.0,,,,2000.0,52.0,1.0
303,17,25,3,20.9,,20.9,,100.0,,,,2000.0,52.0,2.0
303,17,25,4,4052.8,,3638.1,,100.0,,,,2000.0,52.0,1.0
303,17,25,5,61.5,,55.9,,100.0,,,,2000.0,52.0,1.0
303,17,25,6,149.7,,143.6,,,,,,,,
303,17,25,7,1458.7,,3114.2,,,,,,,,
303,19,15,0,4380.3,,3660.3,,,,,,,,
303,19,15,1,1242.0,3.0,498.0,4.0,90.0,1.0,4.0,0.0,1999.0,0.0,
303,19,15,2,104.0,0.0,128.0,0.0,100.0,,,,1999.0,0.0,
303,19,15,3,2.2,,2.2,,100.0,,,,1999.0,0.0,
303,19,15,4,1365.0,,1365.0,,100.0,,,,2003.0,0.0,
303,19,15,5,28.8,,28.8,,100.0,,,,1999.0,0.0,
303,19,15,6,65.3,,65.3,,,,,,,,
303,19,15,7,1573.0,,1573.0,,,,,,,,
303,19,25,0,3870.7,,4025.1,,,,,,,,
303,19,25,1,547.2,15.0,424.0,19.0,100.0,,,,1999.0,0.0,
303,19,25,2,107.8,0.0,103.7,0.0,100.0,,,,1999.0,0.0,
303,19,25,3,1.0,,1.0,,100.0,,,,1999.0,0.0,
303,19,25,4,1925.8,,1698.0,,100.0,,,,2002.0,0.0,
303,19,25,5,25.8,,25.4,,100.0,,,,1999.0,0.0,
303,19,25,6,29.6,,142.0,,,,,,,,
303,19,25,7,1233.5,,1631.0,,,,,,,,
303,19,39,0,11025.9,,11026.0,,,,,,,,
303,19,39,1,1060.0,6.0,800.0,8.0,100.0,,,,1998.0,0.0,
303,19,39,2,31.5,0.0,28.4,0.0,100.0,,,,1998.0,0.0,
303,19,39,3,1.6,,1.6,,100.0,,,,1998.0,0.0,
303,19,39,4,2185.0,,2121.0,,100.0,,,,1998.0,0.0,
303,19,39,5,29.9,,27.0,,100.0,,,,1998.0,0.0,
303,19,39,6,110.5,,180.0,,,,,,,,
303,19,39,7,7607.4,,7868.0,,,,,,,,
303,19,47,0,5513.8,,-1.0,,,,,,,,
303,19,47,1,578.0,8.0,-1.0,-1.0,60.0,4.0,5.0,0.0,1999.0,0.0,
303,19,47,2,50.6,0.0,-1.0,-1.0,60.0,4.0,5.0,0.0,1999.0,0.0,
303,19,47,3,2.5,,-1.0,,0.0,4.0,0.0,,,,
303,19,47,4,4868.0,,-1.0,,70.0,4.0,5.0,0.0,1999.0,0.0,
303,19,47,5,13.9,,-1.0,,0.0,4.0,0.0,,,,
303,19,47,6,0.8,,-1.0,,,,,,,,
303,19,47,7,0.0,,-1.0,,,,,,,,
305,01,13,0,2499.0,,2499.0,,,,,,,,
305,01,13,1,-1.0,80.0,-1.0,60.0,100.0,,,,2000.0,16.0,1.0
305,01,13,2,-1.0,0.0,-1.0,0.0,100.0,,,,-1.0,-1.0,9.0
305,01,13,3,-1.0,,-1.0,,0.0,5.0,0.0,,,,
305,01,13,4,-1.0,,-1.0,,100.0,,,,-1.0,-1.0,9.0
305,01,13,5,-1.0,,-1.0,,85.0,5.0,0.0,,-1.0,-1.0,9.0
305,01,13,6,-1.0,,-1.0,,,,,,,,
305,01,13,7,-1.0,,-1.0,,,,,,,,
305,03,17,0,4100.8,,4080.0,,,,,,,,
305,03,17,1,170.8,100.0,153.2,100.0,90.0,1.0,0.0,,1996.0,0.0,
305,03,17,2,134.6,0.0,25.0,0.0,100.0,,,,-1.0,-1.0,9.0
305,03,17,3,20.0,,25.0,,100.0,,,,-1.0,-1.0,9.0
305,03,17,4,1552.0,,1552.0,,100.0,,,,-1.0,-1.0,9.0
305,03,17,5,118.9,,115.4,,100.0,,,,-1.0,-1.0,9.0
305,03,17,6,1936.5,,2009.4,,,,,,,,
305,03,17,7,168.0,,200.0,,,,,,,,
305,03,35,0,3899.7,,4192.0,,,,,,,,
305,03,35,1,326.1,7.0,357.0,4.0,100.0,,,,1996.0,0.0,
305,03,35,2,3.9,0.0,3.9,0.0,100.0,,,,2001.0,0.0,
305,03,35,4,1858.8,,1625.3,,100.0,,,,2000.0,0.0,
305,03,35,5,53.0,,28.9,,100.0,,,,1994.0,0.0,
305,03,35,6,35.9,,936.0,,,,,,,,
305,03,35,7,1622.0,,1168.0,,,,,,,,
305,05,15,0,1629.7,,1629.7,,,,,,,,
305,05,15,1,382.0,65.0,382.0,70.0,50.0,1.0,0.0,,2002.0,0.0,
305,05,15,2,10.0,0.0,10.0,0.0,20.0,1.0,0.0,,1997.0,0.0,
305,05,15,3,11.0,,11.0,,100.0,,,,-1.0,-1.0,9.0
305,05,15,4,857.3,,857.3,,100.0,,,,-1.0,-1.0,9.0
305,05,15,5,31.0,,31.0,,100.0,,,,-1.0,-1.0,9.0
305,05,15,6,29.4,,29.4,,,,,,,,
305,05,15,7,309.0,,309.0,,,,,,,,
305,05,33,0,1773.7,,1769.9,,,,,,,,
305,05,33,1,188.4,65.0,186.6,60.0,100.0,,,,1993.0,0.0,
305,05,33,2,10.5,0.0,11.5,0.0,37.0,1.0,0.0,,1993.0,0.0,
305,05,33,3,6.1,,6.1,,0.0,1.0,0.0,,,,
305,05,33,4,787.0,,787.1,,100.0,,,,1999.0,0.0,
305,05,33,5,56.6,,50.8,,100.0,,,,2000.0,0.0,
305,05,33,6,70.3,,52.0,,,,,,,,
305,05,33,7,654.8,,675.8,,,,,,,,
305,07,09,0,1929.8,,1929.3,,,,,,,,
305,07,09,1,218.9,80.0,219.3,70.0,100.0,,,,1998.0,0.0,
305,07,09,3,5.1,,4.0,,100.0,,,,1999.0,0.0,
305,07,09,4,266.8,,331.0,,100.0,,,,1999.0,0.0,
305,07,09,5,158.9,,157.0,,100.0,,,,1997.0,0.0,
305,07,09,6,328.5,,226.8,,,,,,,,
305,07,09,7,951.6,,991.2,,,,,,,,
305,07,19,0,1504.7,,1143.9,,,,,,,,
305,07,19,1,156.7,14.0,159.4,100.0,100.0,,,,1999.0,0.0,
305,07,19,3,1.7,,2.3,,100.0,,,,1997.0,0.0,
305,07,19,4,753.7,,606.9,,100.0,,,,2000.0,0.0,
305,07,19,5,121.5,,50.5,,100.0,,,,1997.0,11.0,1.0
305,07,19,6,215.4,,69.2,,,,,,,,
305,07,19,7,255.7,,255.6,,,,,,,,
305,09,03,0,2017.8,,2073.0,,,,,,,,
305,09,03,1,368.8,-1.0,361.7,-1.0,65.0,5.0,0.0,,1998.0,0.0,
305,09,03,2,145.4,0.0,142.4,0.0,100.0,,,,1998.0,60.0,3.0
305,09,03,4,762.6,,390.9,,100.0,,,,2000.0,0.0,
305,09,03,5,42.3,,40.5,,100.0,,,,1998.0,60.0,3.0
305,09,03,6,419.3,,437.5,,,,,,,,
305,09,03,7,279.4,,700.0,,,,,,,,
305,09,13,0,3349.1,,3348.4,,,,,,,,
305,09,13,1,15.2,-1.0,134.5,0.0,20.0,1.0,0.0,,2000.0,0.0,
305,09,13,2,80.7,0.0,218.0,0.0,80.0,1.0,5.0,0.0,1999.0,0.0,
305,09,13,3,6.0,,6.0,,20.0,1.0,0.0,,1999.0,0.0,
305,09,13,4,2348.8,,1108.1,,35.0,1.0,0.0,,1998.0,0.0,
305,09,13,5,53.9,,34.0,,50.0,4.0,5.0,0.0,1999.0,0.0,
305,09,13,6,624.0,,119.8,,,,,,,,
305,09,13,7,220.5,,1728.0,,,,,,,,
305,09,23,0,3578.9,,3361.4,,,,,,,,
305,09,23,1,232.2,60.0,299.0,43.0,85.0,5.0,0.0,,1999.0,0.0,
305,09,23,2,159.7,0.0,118.9,0.0,100.0,,,,1999.0,4.0,2.0
305,09,23,3,3.3,,3.3,,78.0,5.0,0.0,,1999.0,0.0,
305,09,23,4,1761.0,,1541.3,,87.0,5.0,0.0,,2001.0,0.0,
305,09,23,5,29.7,,29.6,,100.0,,,,2000.0,4.0,1.0
305,09,23,6,36.6,,45.3,,,,,,,,
305,09,23,7,1356.4,,1324.0,,,,,,,,
305,09,35,0,1242.4,,1132.5,,,,,,,,
305,09,35,1,217.9,0.0,288.5,-1.0,92.0,5.0,0.0,,2000.0,0.0,
305,09,35,2,190.8,0.0,59.2,-1.0,100.0,,,,2000.0,0.0,
305,09,35,3,5.0,,5.0,,100.0,,,,2000.0,0.0,
305,09,35,4,120.1,,62.0,,100.0,,,,1999.0,0.0,
305,09,35,5,28.6,,29.5,,100.0,,,,2000.0,0.0,
305,09,35,6,207.3,,63.3,,,,,,,,
305,09,35,7,472.7,,625.0,,,,,,,,
305,10,15,0,810.5,,810.5,,,,,,,,
305,10,15,1,181.3,7.0,181.3,0.0,90.0,1.0,4.0,0.0,2006.0,42.0,1.0
305,10,15,3,1.3,,1.3,,0.0,2.0,0.0,,,,
305,10,15,4,440.7,,440.7,,0.0,2.0,0.0,,,,
305,10,15,5,119.8,,119.8,,100.0,,,,-1.0,-1.0,3.0
305,10,15,6,40.8,,40.8,,,,,,,,
305,10,15,7,26.6,,26.6,,,,,,,,
305,11,15,0,4634.9,,4634.9,,,,,,,,
305,11,15,1,240.5,79.0,306.3,0.0,98.0,1.0,0.0,,1999.0,0.0,
305,11,15,2,195.0,0.0,205.0,0.0,100.0,,,,1991.0,0.0,
305,11,15,3,2.0,,2.0,,90.0,4.0,0.0,,1999.0,0.0,
305,11,15,4,2509.1,,2620.6,,99.0,9.0,,,-1.0,0.0,
305,11,15,5,132.2,,49.4,,0.0,1.0,0.0,,,,
305,11,15,6,194.8,,89.9,,,,,,,,
305,11,15,7,1361.3,,1361.7,,,,,,,,
305,11,25,0,725.6,,725.6,,,,,,,,
305,11,25,1,214.0,100.0,214.0,100.0,100.0,,,,1998.0,165.0,1.0
305,11,25,2,180.0,100.0,180.0,100.0,100.0,,,,-1.0,-1.0,9.0
305,11,25,3,20.0,,20.0,,0.0,1.0,0.0,,,,
305,11,25,4,157.0,,157.0,,100.0,,,,-1.0,-1.0,9.0
305,11,25,5,96.0,,96.0,,97.0,1.0,0.0,,-1.0,-1.0,9.0
305,11,25,6,38.0,,38.0,,,,,,,,
305,11,25,7,20.6,,20.6,,,,,,,,
305,11,35,0,3065.5,,2558.0,,,,,,,,
305,11,35,1,123.7,78.0,112.2,76.0,100.0,,,,1994.0,0.0,
305,11,35,3,0.8,,0.8,,100.0,,,,1994.0,0.0,
305,11,35,4,1054.0,,1089.0,,75.0,1.0,2.0,4.0,1993.0,0.0,
305,11,35,5,767.0,,59.0,,86.0,1.0,0.0,,1990.0,0.0,
305,11,35,6,20.0,,18.0,,,,,,,,
305,11,35,7,1100.0,,1279.0,,,,,,,,
305,11,47,0,2085.0,,3134.2,,,,,,,,
305,11,47,1,124.6,88.0,219.9,88.0,88.0,4.0,0.0,,1994.0,0.0,
305,11,47,3,2.5,,2.5,,0.0,4.0,0.0,,,,
305,11,47,4,1143.6,,1580.2,,60.0,5.0,0.0,,1990.0,0.0,
305,11,47,5,118.0,,114.5,,100.0,,,,1990.0,0.0,
305,11,47,6,21.9,,21.9,,,,,,,,
305,11,47,7,674.4,,1195.2,,,,,,,,
305,11,59,0,2307.2,,2306.9,,,,,,,,
305,11,59,1,289.9,74.0,289.9,75.0,79.0,1.0,0.0,,1995.0,0.0,
305,11,59,2,32.6,0.0,32.6,0.0,100.0,,,,-1.0,0.0,
305,11,59,4,1178.3,,1178.0,,90.0,1.0,4.0,0.0,1998.0,0.0,
305,11,59,5,154.9,,154.9,,100.0,,,,1996.0,0.0,
305,11,59,6,140.5,,140.5,,,,,,,,
305,11,59,7,511.0,,511.0,,,,,,,,
305,11,69,0,3479.9,,3479.9,,,,,,,,
305,11,69,1,157.0,75.0,158.0,75.0,85.0,1.0,0.0,,1996.0,0.0,
305,11,69,4,2670.0,,1596.0,,58.0,1.0,0.0,,1998.0,0.0,
305,11,69,5,51.0,,24.0,,63.0,1.0,0.0,,1995.0,0.0,
305,11,69,6,45.0,,55.0,,,,,,,,
305,11,69,7,556.9,,1646.9,,,,,,,,
305,13,13,0,2001.5,,1999.9,,,,,,,,
305,13,13,1,203.8,51.0,205.0,52.0,100.0,,,,2002.0,0.0,
305,13,13,3,0.4,,0.5,,100.0,,,,2002.0,0.0,
305,13,13,4,1364.1,,1364.0,,100.0,,,,2002.0,0.0,
305,13,13,5,118.0,,118.0,,100.0,,,,2002.0,0.0,
305,13,13,6,135.2,,133.4,,,,,,,,
305,13,13,7,180.0,,179.0,,,,,,,,
305,13,27,0,3167.2,,3145.8,,,,,,,,
305,13,27,1,267.6,63.0,270.9,64.0,100.0,,,,1998.0,0.0,
305,13,27,2,17.6,0.0,39.6,0.0,0.0,1.0,2.0,3.0,,,
305,13,27,3,1.9,,1.8,,0.0,1.0,2.0,3.0,,,
305,13,27,4,997.8,,995.1,,80.0,1.0,2.0,3.0,1998.0,0.0,
305,13,27,5,159.6,,120.6,,100.0,,,,1992.0,0.0,
305,13,27,6,42.1,,65.3,,,,,,,,
305,13,27,7,1680.6,,1652.5,,,,,,,,
305,13,37,0,906.2,,906.2,,,,,,,,
305,13,37,1,191.0,0.0,187.0,0.0,100.0,,,,1995.0,0.0,
305,13,37,2,16.9,0.0,0.0,0.0,100.0,,,,1995.0,0.0,
305,13,37,3,9.8,,1.0,,100.0,,,,1995.0,0.0,
305,13,37,4,579.0,,587.0,,70.0,1.0,2.0,3.0,1998.0,0.0,
305,13,37,5,44.0,,43.6,,100.0,,,,2001.0,0.0,
305,13,37,6,13.9,,13.4,,,,,,,,
305,13,37,7,51.6,,74.2,,,,,,,,
305,15,07,0,3559.7,,3559.7,,,,,,,,
305,15,07,1,153.5,85.0,153.5,80.0,95.0,5.0,0.0,,1997.0,0.0,
305,15,07,3,4.5,,4.5,,50.0,5.0,0.0,,1998.0,0.0,
305,15,07,4,1570.7,,1570.7,,50.0,5.0,0.0,,1998.0,0.0,
305,15,07,5,69.7,,69.7,,86.0,5.0,0.0,,2000.0,0.0,
305,15,07,6,31.9,,31.9,,,,,,,,
305,15,07,7,1729.4,,1729.4,,,,,,,,
305,15,15,0,1435.7,,1435.9,,,,,,,,
305,15,15,1,343.8,92.0,344.8,95.0,100.0,,,,1995.0,0.0,
305,15,15,3,6.8,,6.8,,95.0,9.0,,,1995.0,0.0,
305,15,15,4,704.5,,654.5,,100.0,,,,1995.0,0.0,
305,15,15,5,194.7,,58.3,,92.0,5.0,0.0,,1995.0,0.0,
305,15,15,6,41.3,,45.8,,,,,,,,
305,15,15,7,144.6,,325.7,,,,,,,,
305,15,25,0,1515.9,,1507.4,,,,,,,,
305,15,25,1,367.6,80.0,260.1,75.0,100.0,,,,1997.0,0.0,
305,15,25,2,0.6,0.0,0.0,0.0,0.0,5.0,0.0,,,,
305,15,25,3,47.2,,8.0,,50.0,5.0,0.0,,1997.0,0.0,
305,15,25,4,620.4,,477.9,,70.0,2.0,0.0,,1998.0,0.0,
305,15,25,5,245.2,,40.5,,90.0,5.0,0.0,,1999.0,0.0,
305,15,25,6,67.6,,93.9,,,,,,,,
305,15,25,7,167.3,,627.0,,,,,,,,
305,15,35,0,1091.0,,1091.0,,,,,,,,
305,15,35,1,220.2,70.0,220.2,75.0,92.0,5.0,0.0,,1991.0,0.0,
305,15,35,2,3.5,0.0,3.5,0.0,0.0,2.0,0.0,,,,
305,15,35,3,36.9,,36.9,,0.0,5.0,0.0,,,,
305,15,35,4,579.3,,579.3,,98.0,2.0,0.0,,1998.0,10.0,2.0
305,15,35,5,176.0,,176.0,,98.0,5.0,0.0,,2000.0,0.0,
305,15,35,6,34.2,,34.2,,,,,,,,
305,15,35,7,40.9,,40.9,,,,,,,,
305,15,47,0,3297.8,,3297.7,,,,,,,,
