tinh,huyen,xa,m4c15,m4c16,m4c17,m4c18,m4c19,m4c20,m4c21a,m4c21b,m4c21c,m4c22,m4c23,m4c24
101,15,03,0,883.9,,883.8,,,,,,,,
101,15,03,1,558.5,75.0,577.2,70.0,80.0,4.0,0.0,,2004.0,25.0,2.0
101,15,03,2,35.0,70.0,35.0,60.0,50.0,4.0,0.0,,2004.0,1.0,2.0
101,15,03,3,30.5,,30.0,,0.0,5.0,0.0,,,,
101,15,03,5,129.3,,117.7,,35.0,4.0,0.0,,2004.0,12.0,3.0
101,15,03,6,130.6,,123.9,,,,,,,,
101,15,09,0,2035.3,,2035.3,,,,,,,,
101,15,09,1,584.7,80.0,587.0,70.0,62.0,4.0,0.0,,1997.0,0.0,
101,15,09,2,246.4,20.0,126.6,15.0,0.0,1.0,0.0,,,,
101,15,09,3,8.0,,7.2,,0.0,1.0,0.0,,,,
101,15,09,4,622.2,,760.6,,0.0,1.0,0.0,,,,
101,15,09,5,217.4,,200.4,,65.0,4.0,0.0,,2004.0,20.0,3.0
101,15,09,6,193.1,,237.8,,,,,,,,
101,15,09,7,163.5,,115.7,,,,,,,,
101,15,19,0,1375.0,,1375.0,,,,,,,,
101,15,19,1,671.2,80.0,709.0,70.0,91.0,4.0,0.0,,2000.0,0.0,
101,15,19,2,5.9,60.0,0.0,0.0,93.0,4.0,0.0,,2000.0,0.0,
101,15,19,3,13.7,,11.2,,0.0,5.0,0.0,,,,
101,15,19,5,117.7,,116.8,,95.0,1.0,0.0,,2000.0,0.0,
101,15,19,6,531.4,,511.0,,,,,,,,
101,15,19,7,35.1,,27.0,,,,,,,,
101,15,33,0,899.8,,899.7,,,,,,,,
101,15,33,1,546.2,80.0,548.1,80.0,60.0,5.0,0.0,,2004.0,0.0,
101,15,33,3,11.0,,10.9,,0.0,4.0,0.0,,,,
101,15,33,5,67.0,,66.2,,60.0,5.0,0.0,,2004.0,0.0,
101,15,33,6,268.5,,199.4,,,,,,,,
101,15,33,7,7.1,,75.1,,,,,,,,
101,15,39,0,856.6,,856.7,,,,,,,,
101,15,39,1,546.2,100.0,560.1,80.0,85.0,5.0,4.0,0.0,2003.0,0.0,
101,15,39,2,2.5,100.0,0.0,0.0,0.0,4.0,0.0,,,,
101,15,39,3,0.0,,15.7,,0.0,9.0,,,,,
101,15,39,4,0.0,,2.5,,0.0,9.0,,,,,
101,15,39,5,105.4,,81.9,,60.0,5.0,0.0,,2004.0,0.0,
101,15,39,6,161.9,,89.0,,,,,,,,
101,15,39,7,40.6,,107.5,,,,,,,,
101,15,51,0,1373.4,,1373.4,,,,,,,,
101,15,51,1,519.5,80.0,540.2,70.0,75.0,5.0,1.0,0.0,2002.0,40.0,1.0
101,15,51,2,9.6,80.0,9.6,70.0,0.0,5.0,1.0,0.0,,,
101,15,51,3,45.4,,45.4,,0.0,5.0,1.0,0.0,,,
101,15,51,4,298.8,,299.4,,0.0,5.0,1.0,0.0,,,
101,15,51,5,228.7,,229.0,,80.0,5.0,1.0,0.0,2002.0,20.0,1.0
101,15,51,6,217.8,,249.8,,,,,,,,
101,15,51,7,53.6,,0.0,,,,,,,,
101,17,13,0,859.5,,859.5,,,,,,,,
101,17,13,1,413.5,100.0,417.1,100.0,99.0,4.0,0.0,,2000.0,13.0,2.0
101,17,13,2,35.1,100.0,35.1,100.0,40.0,4.0,0.0,,2006.0,0.0,
101,17,13,3,69.6,,69.6,,0.0,1.0,0.0,,,,
101,17,13,5,98.5,,98.5,,0.0,2.0,3.0,1.0,,,
101,17,13,6,170.1,,170.1,,,,,,,,
101,17,13,7,72.7,,69.1,,,,,,,,
101,17,27,0,737.0,,737.0,,,,,,,,
101,17,27,1,200.0,89.0,314.0,92.0,0.0,4.0,5.0,0.0,,,
101,17,27,3,50.0,,45.0,,0.0,1.0,4.0,0.0,,,
101,17,27,5,77.0,,72.0,,88.0,3.0,4.0,1.0,2003.0,45.0,1.0
101,17,27,6,359.0,,254.0,,,,,,,,
101,17,27,7,51.0,,52.0,,,,,,,,
101,17,31,0,521.0,,521.0,,,,,,,,
101,17,31,1,331.5,90.0,340.0,90.0,95.0,1.0,3.0,2.0,1998.0,0.0,
101,17,31,3,37.5,,39.0,,0.0,4.0,1.0,0.0,,,
101,17,31,5,45.6,,44.6,,75.0,1.0,3.0,5.0,2003.0,0.0,
101,17,31,6,100.0,,86.9,,,,,,,,
101,17,31,7,6.4,,10.5,,,,,,,,
101,17,33,0,848.0,,848.0,,,,,,,,
101,17,33,1,525.4,99.0,540.0,90.0,100.0,,,,1997.0,0.0,
101,17,33,2,10.2,0.0,5.0,0.0,0.0,1.0,4.0,0.0,,,
101,17,33,3,50.5,,50.0,,0.0,5.0,0.0,,,,
101,17,33,5,85.4,,80.0,,91.0,3.0,1.0,2.0,2003.0,5.0,1.0
101,17,33,6,132.4,,125.0,,,,,,,,
101,17,33,7,44.1,,48.0,,,,,,,,
101,17,35,0,1071.0,,1071.0,,,,,,,,
101,17,35,1,630.0,97.0,675.0,90.0,100.0,,,,-1.0,-1.0,9.0
101,17,35,3,37.0,,48.0,,0.0,1.0,4.0,0.0,,,
101,17,35,5,130.0,,120.0,,0.0,3.0,2.0,0.0,,,
101,17,35,6,238.0,,158.0,,,,,,,,
101,17,35,7,36.0,,70.0,,,,,,,,
101,17,37,0,834.0,,834.0,,,,,,,,
101,17,37,1,459.0,100.0,464.0,80.0,100.0,,,,2000.0,0.0,
101,17,37,2,17.0,0.0,15.0,0.0,100.0,,,,2005.0,0.0,
101,17,37,3,35.0,,30.0,,0.0,1.0,4.0,0.0,,,
101,17,37,5,113.0,,110.0,,90.0,3.0,2.0,1.0,2004.0,15.0,1.0
101,17,37,6,205.0,,200.0,,,,,,,,
101,17,37,7,5.0,,15.0,,,,,,,,
101,17,39,0,584.0,,584.0,,,,,,,,
101,17,39,1,272.0,90.0,276.0,80.0,98.0,4.0,1.0,0.0,2000.0,-1.0,9.0
101,17,39,3,35.0,,37.0,,0.0,1.0,4.0,2.0,,,
101,17,39,5,57.0,,57.0,,93.0,2.0,3.0,1.0,2005.0,28.0,1.0
101,17,39,6,207.0,,201.0,,,,,,,,
101,17,39,7,13.0,,13.0,,,,,,,,
101,19,17,0,477.9,,477.9,,,,,,,,
101,19,17,1,249.1,100.0,310.3,0.0,100.0,,,,1996.0,0.0,
101,19,17,2,11.3,100.0,11.3,0.0,100.0,,,,1996.0,0.0,
101,19,17,3,0.7,,0.7,,0.0,4.0,0.0,,,,
101,19,17,5,61.3,,61.3,,83.0,3.0,0.0,,1999.0,18.0,3.0
101,19,17,6,155.2,,94.0,,,,,,,,
101,19,17,7,0.3,,0.3,,,,,,,,
101,19,55,0,533.6,,556.0,,,,,,,,
101,19,55,1,280.2,0.0,311.6,0.0,100.0,,,,1998.0,0.0,
101,19,55,2,2.2,0.0,1.9,0.0,100.0,,,,1998.0,0.0,
101,19,55,3,6.6,,8.5,,100.0,,,,1998.0,0.0,
101,19,55,5,66.4,,68.9,,80.0,2.0,3.0,4.0,2005.0,14.0,1.0
101,19,55,6,173.7,,162.2,,,,,,,,
101,19,55,7,4.5,,2.9,,,,,,,,
101,21,13,0,383.3,,599.0,,,,,,,,
101,21,13,1,198.0,90.0,196.0,90.0,72.0,1.0,0.0,,2002.0,-1.0,9.0
101,21,13,2,13.9,90.0,8.0,90.0,72.0,1.0,0.0,,-1.0,-1.0,9.0
101,21,13,3,15.4,,21.4,,0.0,1.0,0.0,,,,
101,21,13,5,46.5,,47.8,,70.0,1.0,0.0,,2006.0,-1.0,9.0
101,21,13,6,105.0,,123.8,,,,,,,,
101,21,13,7,4.5,,202.0,,,,,,,,
101,21,23,0,260.8,,272.0,,,,,,,,
101,21,23,1,81.0,100.0,99.0,100.0,100.0,,,,2004.0,0.0,
101,21,23,2,3.0,100.0,5.0,100.0,100.0,,,,-1.0,-1.0,9.0
101,21,23,3,27.9,,32.9,,0.0,9.0,,,,,
101,21,23,5,49.6,,37.8,,90.0,1.0,0.0,,2004.0,-1.0,9.0
101,21,23,6,92.4,,81.7,,,,,,,,
101,21,23,7,6.9,,15.6,,,,,,,,
101,23,23,0,390.5,,465.9,,,,,,,,
101,23,23,1,67.8,100.0,199.0,0.0,100.0,,,,2001.0,-1.0,9.0
101,23,23,3,135.0,,83.2,,100.0,,,,2001.0,-1.0,9.0
101,23,23,5,49.7,,36.5,,0.0,4.0,0.0,,,,
101,23,23,6,138.0,,139.5,,,,,,,,
101,23,23,7,0.0,,7.0,,,,,,,,
101,23,47,0,292.4,,292.4,,,,,,,,
101,23,47,1,192.6,0.0,193.0,100.0,100.0,,,,-1.0,-1.0,9.0
101,23,47,3,11.9,,8.3,,100.0,,,,-1.0,-1.0,9.0
101,23,47,5,35.8,,38.7,,100.0,,,,-1.0,-1.0,9.0
101,23,47,6,48.9,,33.4,,,,,,,,
101,23,47,7,3.2,,19.0,,,,,,,,
103,11,05,0,1024.8,,1025.3,,,,,,,,
103,11,05,1,376.5,100.0,384.6,100.0,100.0,,,,1993.0,0.0,
103,11,05,2,2.9,100.0,81.9,0.0,0.0,1.0,0.0,,,,
103,11,05,3,50.0,,20.0,,0.0,4.0,1.0,0.0,,,
103,11,05,4,76.4,,87.0,,50.0,1.0,0.0,,2001.0,10.0,2.0
103,11,05,5,104.4,,30.8,,97.0,1.0,2.0,0.0,1994.0,15.0,1.0
103,11,05,6,396.3,,239.5,,,,,,,,
103,11,05,7,18.3,,181.5,,,,,,,,
103,11,07,0,637.7,,638.0,,,,,,,,
103,11,07,1,271.7,98.0,250.0,90.0,100.0,,,,1993.0,12.0,1.0
103,11,07,2,86.2,98.0,55.0,90.0,15.0,1.0,0.0,,2004.0,0.0,
103,11,07,3,9.3,,5.0,,100.0,,,,1995.0,0.0,
103,11,07,4,42.3,,42.6,,100.0,,,,1998.0,0.0,
103,11,07,5,74.9,,0.0,,15.0,1.0,0.0,,2004.0,0.0,
103,11,07,6,90.5,,87.5,,,,,,,,
103,11,07,7,62.8,,197.9,,,,,,,,
103,11,14,0,751.3,,820.9,,,,,,,,
103,11,14,1,300.0,100.0,367.6,80.0,100.0,,,,1995.0,0.0,
103,11,14,3,17.4,,54.4,,0.0,4.0,1.0,0.0,,,
103,11,14,4,88.9,,109.9,,50.0,4.0,1.0,0.0,1998.0,0.0,
103,11,14,5,81.1,,1.4,,92.0,1.0,3.0,4.0,1990.0,20.0,1.0
103,11,14,6,244.0,,267.7,,,,,,,,
103,11,14,7,19.9,,19.9,,,,,,,,
103,11,21,0,470.7,,470.8,,,,,,,,
103,11,21,1,216.4,100.0,218.0,100.0,100.0,,,,1995.0,20.0,1.0
103,11,21,2,45.9,100.0,45.9,100.0,0.0,4.0,0.0,,,,
103,11,21,3,4.9,,4.9,,0.0,5.0,0.0,,,,
103,11,21,4,69.7,,69.7,,57.0,1.0,0.0,,1998.0,0.0,
103,11,21,5,70.1,,69.4,,71.0,2.0,0.0,,2006.0,10.0,1.0
103,11,21,6,45.9,,45.1,,,,,,,,
103,11,21,7,17.8,,17.8,,,,,,,,
103,11,27,0,736.7,,736.7,,,,,,,,
103,11,27,1,302.0,86.0,364.4,70.0,100.0,,,,2006.0,102.0,1.0
103,11,27,2,88.0,40.0,59.0,30.0,70.0,3.0,0.0,,1994.0,35.0,1.0
103,11,27,3,54.0,,25.3,,85.0,4.0,0.0,,1995.0,0.0,
103,11,27,4,44.0,,47.0,,0.0,4.0,0.0,,,,
103,11,27,5,88.0,,45.3,,86.0,4.0,0.0,,2005.0,0.0,
103,11,27,6,150.7,,163.7,,,,,,,,
103,11,27,7,10.0,,32.0,,,,,,,,
103,11,35,0,455.9,,455.9,,,,,,,,
103,11,35,1,211.0,100.0,242.0,100.0,100.0,,,,1995.0,60.0,1.0
103,11,35,2,63.5,30.0,52.5,20.0,100.0,,,,2006.0,28.0,2.0
103,11,35,3,51.0,,48.0,,0.0,1.0,0.0,,,,
103,11,35,4,11.0,,11.0,,5.0,1.0,0.0,,2005.0,0.0,
103,11,35,5,65.0,,30.0,,80.0,3.0,1.0,0.0,2006.0,50.0,1.0
103,11,35,6,45.4,,55.4,,,,,,,,
103,11,35,7,9.0,,17.0,,,,,,,,
103,11,43,0,832.0,,837.0,,,,,,,,
103,11,43,1,314.0,90.0,316.0,75.0,98.0,1.0,0.0,,1994.0,0.0,
103,11,43,2,23.0,70.0,23.0,60.0,0.0,1.0,0.0,,,,
103,11,43,3,103.0,,110.0,,60.0,1.0,0.0,,1998.0,0.0,
103,11,43,4,13.0,,13.0,,0.0,1.0,0.0,,,,
103,11,43,5,58.0,,32.0,,80.0,1.0,0.0,,2006.0,0.0,
103,11,43,6,91.0,,95.0,,,,,,,,
103,11,43,7,230.0,,248.0,,,,,,,,
103,13,07,0,829.9,,829.9,,,,,,,,
103,13,07,1,501.2,100.0,524.7,100.0,100.0,,,,1998.0,0.0,
103,13,07,3,13.0,,15.0,,0.0,5.0,0.0,,,,
103,13,07,5,132.0,,119.5,,32.0,5.0,0.0,,2002.0,15.0,1.0
103,13,07,6,165.1,,128.0,,,,,,,,
103,13,07,7,18.6,,42.7,,,,,,,,
103,13,13,0,540.2,,540.2,,,,,,,,
103,13,13,1,210.1,100.0,236.3,100.0,98.0,5.0,0.0,,1996.0,0.0,
103,13,13,2,76.1,68.0,78.7,58.0,59.0,5.0,0.0,,2004.0,0.0,
103,13,13,3,6.3,,6.4,,0.0,5.0,0.0,,,,
103,13,13,5,34.3,,24.4,,59.0,5.0,0.0,,2004.0,134.0,1.0
103,13,13,6,211.9,,185.2,,,,,,,,
103,13,13,7,1.5,,9.2,,,,,,,,
103,15,03,0,1217.0,,1217.0,,,,,,,,
103,15,03,1,615.0,92.0,650.0,42.0,86.0,4.0,1.0,3.0,1994.0,0.0,
103,15,03,2,225.0,82.0,217.0,82.0,60.0,1.0,2.0,3.0,2006.0,0.0,
103,15,03,3,60.0,,52.0,,30.0,4.0,1.0,3.0,2006.0,0.0,
103,15,03,5,53.0,,51.0,,60.0,1.0,0.0,,2006.0,0.0,
103,15,03,6,250.0,,238.0,,,,,,,,
103,15,03,7,14.0,,9.0,,,,,,,,
103,15,11,0,665.0,,664.0,,,,,,,,
103,15,11,1,273.0,100.0,290.0,100.0,93.0,4.0,0.0,,1996.0,13.0,1.0
103,15,11,2,136.0,70.0,125.0,70.0,87.0,4.0,0.0,,2006.0,0.0,
103,15,11,3,34.0,,30.0,,0.0,4.0,0.0,,,,
103,15,11,5,30.0,,28.0,,87.0,3.0,0.0,,2006.0,0.0,
103,15,11,6,176.0,,175.0,,,,,,,,
103,15,11,7,16.0,,16.0,,,,,,,,
103,17,17,0,530.4,,530.4,,,,,,,,
103,17,17,1,348.1,100.0,349.6,100.0,87.0,4.0,0.0,,2005.0,0.0,
103,17,17,3,18.2,,15.8,,0.0,5.0,0.0,,,,
103,17,17,5,64.6,,64.6,,68.0,5.0,0.0,,2006.0,0.0,
103,17,17,6,99.5,,100.4,,,,,,,,
103,17,23,0,826.0,,826.0,,,,,,,,
103,17,23,1,466.9,100.0,377.7,95.0,95.0,2.0,0.0,,1997.0,0.0,
103,17,23,2,12.7,100.0,7.2,100.0,0.0,5.0,0.0,,,,
103,17,23,3,32.1,,4.8,,0.0,5.0,0.0,,,,
103,17,23,5,83.7,,120.1,,34.0,2.0,5.0,0.0,2006.0,10.0,3.0
103,17,23,6,225.3,,236.2,,,,,,,,
103,17,23,7,5.3,,80.0,,,,,,,,
103,17,31,0,371.9,,371.9,,,,,,,,
103,17,31,1,229.0,100.0,235.7,100.0,38.0,5.0,0.0,,2005.0,0.0,
103,17,31,3,12.5,,12.8,,0.0,5.0,0.0,,,,
103,17,31,5,43.0,,42.8,,57.0,5.0,0.0,,2006.0,5.0,1.0
103,17,31,6,87.4,,80.6,,,,,,,,
103,19,09,0,399.5,,399.5,,,,,,,,
103,19,09,1,220.2,100.0,212.7,100.0,100.0,,,,1996.0,0.0,
103,19,09,2,36.6,100.0,34.6,100.0,80.0,1.0,0.0,,2006.0,0.0,
103,19,09,3,11.9,,3.5,,20.0,4.0,0.0,,2006.0,0.0,
103,19,09,5,14.6,,8.3,,90.0,1.0,0.0,,2006.0,27.0,1.0
103,19,09,6,108.8,,94.4,,,,,,,,
103,19,09,7,7.4,,46.0,,,,,,,,
103,19,17,0,729.9,,729.9,,,,,,,,
103,19,17,1,517.2,100.0,460.9,100.0,80.0,4.0,0.0,,2006.0,0.0,
103,19,17,2,45.1,100.0,51.7,100.0,40.0,4.0,0.0,,2006.0,0.0,
103,19,17,3,23.7,,19.0,,40.0,4.0,0.0,,2006.0,0.0,
103,19,17,5,32.7,,31.7,,27.0,4.0,0.0,,2006.0,28.0,1.0
103,19,17,6,110.5,,132.0,,,,,,,,
103,19,17,7,0.7,,34.6,,,,,,,,
103,19,25,0,922.0,,922.0,,,,,,,,
103,19,25,1,521.0,100.0,528.0,100.0,85.0,5.0,0.0,,1996.0,0.0,
103,19,25,2,63.0,100.0,46.0,100.0,90.0,5.0,0.0,,1996.0,0.0,
103,19,25,3,48.0,,30.0,,20.0,4.0,0.0,,1996.0,0.0,
103,19,25,5,58.0,,40.0,,90.0,5.0,0.0,,1996.0,18.0,1.0
103,19,25,6,127.0,,179.0,,,,,,,,
103,19,25,7,105.0,,99.0,,,,,,,,
103,21,17,0,547.7,,534.6,,,,,,,,
103,21,17,1,353.8,92.0,343.4,80.0,97.0,5.0,0.0,,1997.0,15.0,1.0
103,21,17,2,29.7,0.0,29.7,0.0,0.0,5.0,0.0,,,,
103,21,17,3,15.1,,14.9,,0.0,5.0,0.0,,,,
103,21,17,5,28.7,,28.0,,0.0,5.0,0.0,,,,
103,21,17,6,120.4,,118.6,,,,,,,,
103,21,25,0,516.1,,516.2,,,,,,,,
103,21,25,1,255.4,100.0,279.0,100.0,100.0,,,,1995.0,0.0,
103,21,25,2,5.0,100.0,37.4,100.0,98.0,5.0,4.0,0.0,1997.0,0.0,
103,21,25,3,20.4,,8.8,,98.0,5.0,4.0,0.0,1997.0,0.0,
103,21,25,5,57.5,,24.9,,98.0,2.0,5.0,0.0,1999.0,7.0,1.0
103,21,25,6,168.6,,115.3,,,,,,,,
103,21,25,7,9.2,,50.8,,,,,,,,
103,21,35,0,614.1,,614.1,,,,,,,,
103,21,35,1,403.7,100.0,403.7,100.0,60.0,1.0,0.0,,1994.0,0.0,
103,21,35,2,68.7,100.0,68.7,100.0,90.0,1.0,0.0,,1994.0,17.0,1.0
103,21,35,3,34.4,,34.4,,10.0,1.0,0.0,,2004.0,0.0,
103,21,35,5,34.7,,34.7,,80.0,1.0,0.0,,2004.0,0.0,
103,21,35,6,62.3,,62.3,,,,,,,,
103,21,35,7,10.3,,10.3,,,,,,,,
103,21,43,0,630.7,,630.7,,,,,,,,
103,21,43,1,412.7,100.0,422.7,100.0,100.0,,,,1997.0,0.0,
103,21,43,3,28.1,,21.4,,0.0,4.0,1.0,0.0,,,
103,21,43,5,56.3,,56.3,,57.0,1.0,4.0,3.0,1997.0,14.0,1.0
103,21,43,6,124.2,,120.9,,,,,,,,
103,21,43,7,9.4,,9.4,,,,,,,,
103,21,51,0,616.6,,616.6,,,,,,,,
103,21,51,1,397.0,100.0,409.0,100.0,100.0,,,,1994.0,0.0,
103,21,51,2,63.5,100.0,63.3,100.0,70.0,4.0,0.0,,1997.0,0.0,
103,21,51,3,32.5,,32.5,,70.0,4.0,0.0,,1999.0,0.0,
103,21,51,5,20.4,,20.4,,100.0,,,,1997.0,9.0,1.0
103,21,51,6,97.4,,84.7,,,,,,,,
103,21,51,7,5.8,,6.7,,,,,,,,
104,01,17,0,709.3,,709.3,,,,,,,,
104,01,17,1,414.2,95.0,414.2,95.0,0.0,4.0,5.0,0.0,,,
104,01,17,3,10.5,,10.5,,0.0,4.0,5.0,0.0,,,
104,01,17,5,61.8,,61.8,,100.0,,,,2006.0,0.0,
104,01,17,6,140.7,,140.7,,,,,,,,
104,01,17,7,82.1,,82.1,,,,,,,,
104,02,13,0,1125.6,,1150.0,,,,,,,,
104,02,13,1,670.3,80.0,769.6,70.0,100.0,,,,2000.0,10.0,1.0
104,02,13,2,13.3,0.0,0.0,0.0,-1.0,9.0,,,-1.0,-1.0,9.0
104,02,13,4,70.5,,111.4,,-1.0,9.0,,,-1.0,-1.0,9.0
104,02,13,5,169.9,,43.9,,-1.0,9.0,,,-1.0,-1.0,9.0
104,02,13,6,163.3,,149.5,,,,,,,,
104,02,13,7,38.3,,75.6,,,,,,,,
104,03,11,0,719.6,,719.7,,,,,,,,
104,03,11,1,141.6,90.0,143.1,90.0,100.0,,,,1998.0,-1.0,9.0
104,03,11,2,87.8,0.0,87.8,0.0,100.0,,,,1998.0,-1.0,9.0
104,03,11,3,23.7,,23.7,,30.0,4.0,0.0,,1998.0,-1.0,9.0
104,03,11,4,267.9,,267.9,,0.0,4.0,0.0,,,,
104,03,11,5,18.6,,17.2,,100.0,,,,1998.0,13.0,1.0
104,03,11,6,149.0,,149.0,,,,,,,,
104,03,11,7,31.0,,31.0,,,,,,,,
104,03,29,0,1323.2,,1321.5,,,,,,,,
104,03,29,1,321.1,55.0,326.5,35.0,99.0,1.0,4.0,0.0,1999.0,0.0,
104,03,29,2,276.0,-1.0,276.3,-1.0,99.0,1.0,4.0,0.0,1999.0,0.0,
104,03,29,3,23.3,,31.3,,-1.0,1.0,0.0,,-1.0,-1.0,9.0
104,03,29,4,411.5,,412.1,,99.0,1.0,4.0,0.0,1999.0,1.0,1.0
104,03,29,5,39.3,,36.3,,99.0,1.0,4.0,0.0,1999.0,49.0,1.0
104,03,29,6,159.0,,158.0,,,,,,,,
104,03,29,7,93.0,,81.0,,,,,,,,
104,03,33,0,1351.2,,1350.3,,,,,,,,
104,03,33,1,250.9,83.0,256.9,81.0,100.0,,,,1999.0,-1.0,9.0
104,03,33,2,90.8,-1.0,90.8,-1.0,100.0,,,,1999.0,-1.0,9.0
104,03,33,3,4.6,,4.6,,0.0,1.0,0.0,,,,
104,03,33,4,798.0,,798.0,,100.0,,,,2003.0,-1.0,9.0
104,03,33,5,35.7,,30.2,,100.0,,,,1999.0,5.0,1.0
104,03,33,6,70.6,,69.8,,,,,,,,
104,03,33,7,100.6,,100.0,,,,,,,,
104,03,43,0,987.5,,987.6,,,,,,,,
104,03,43,1,357.9,65.0,359.1,60.0,100.0,,,,1997.0,-1.0,9.0
104,03,43,2,162.1,-1.0,162.2,-1.0,100.0,,,,2004.0,8.0,1.0
104,03,43,3,9.4,,9.5,,0.0,1.0,0.0,,,,
104,03,43,4,217.9,,217.9,,90.0,4.0,0.0,,2004.0,-1.0,9.0
104,03,43,5,28.7,,23.7,,100.0,,,,1997.0,20.0,3.0
104,03,43,6,153.1,,156.8,,,,,,,,
104,03,43,7,58.4,,58.4,,,,,,,,
104,03,53,0,807.6,,807.0,,,,,,,,
104,03,53,1,347.5,31.0,371.8,31.0,98.0,1.0,0.0,,1999.0,-1.0,9.0
104,03,53,2,137.7,-1.0,138.9,-1.0,99.0,1.0,0.0,,1999.0,-1.0,9.0
104,03,53,3,5.5,,5.2,,-1.0,1.0,0.0,,1999.0,-1.0,9.0
104,03,53,4,66.3,,55.6,,65.0,1.0,0.0,,1999.0,-1.0,9.0
104,03,53,5,31.2,,25.1,,99.0,1.0,0.0,,1999.0,38.0,3.0
104,03,53,6,106.5,,97.5,,,,,,,,
104,03,53,7,112.9,,112.9,,,,,,,,
104,03,61,0,511.7,,511.1,,,,,,,,
104,03,61,1,315.6,65.0,315.6,64.0,100.0,,,,1999.0,0.0,
104,03,61,2,31.1,-1.0,31.1,-1.0,100.0,,,,1999.0,0.0,
104,03,61,3,3.1,,3.1,,0.0,1.0,0.0,,,,
104,03,61,4,24.8,,24.8,,0.0,1.0,0.0,,,,
104,03,61,5,25.0,,23.2,,100.0,,,,1999.0,15.0,1.0
104,03,61,6,62.3,,57.3,,,,,,,,
104,03,61,7,49.8,,56.0,,,,,,,,
104,03,69,0,771.1,,770.3,,,,,,,,
104,03,69,1,382.2,90.0,384.6,90.0,98.0,1.0,0.0,,1999.0,0.0,
104,03,69,2,93.2,0.0,93.1,0.0,98.0,1.0,0.0,,1999.0,0.0,
104,03,69,3,12.3,,12.3,,90.0,1.0,0.0,,1999.0,0.0,
104,03,69,4,5.0,,5.0,,0.0,1.0,0.0,,,,
104,03,69,5,30.8,,30.0,,98.0,1.0,0.0,,1999.0,57.0,1.0
104,03,69,6,82.3,,80.7,,,,,,,,
104,03,69,7,165.3,,164.6,,,,,,,,
104,03,75,0,586.3,,583.0,,,,,,,,
104,03,75,1,295.3,71.0,297.4,70.0,99.0,1.0,0.0,,1999.0,0.0,
104,03,75,2,69.7,60.0,69.7,60.0,99.0,1.0,0.0,,1999.0,0.0,
104,03,75,3,10.5,,10.5,,0.0,1.0,0.0,,,,
104,03,75,5,32.6,,31.0,,99.0,1.0,0.0,,1999.0,7.0,1.0
104,03,75,6,68.9,,68.4,,,,,,,,
104,03,75,7,109.3,,106.0,,,,,,,,
104,04,01,0,1012.2,,1012.1,,,,,,,,
104,04,01,1,445.2,100.0,532.6,100.0,100.0,,,,1999.0,0.0,
104,04,01,2,123.8,100.0,32.4,100.0,100.0,,,,2000.0,0.0,
104,04,01,3,3.3,,3.3,,100.0,,,,1999.0,0.0,
104,04,01,4,165.9,,222.5,,100.0,,,,2001.0,0.0,
104,04,01,5,58.5,,52.1,,100.0,,,,2001.0,0.0,
104,04,01,6,191.6,,161.4,,,,,,,,
104,04,01,7,23.9,,7.8,,,,,,,,
104,04,09,0,934.0,,933.0,,,,,,,,
104,04,09,1,289.5,80.0,251.8,80.0,100.0,,,,1999.0,0.0,
104,04,09,2,187.5,20.0,167.8,20.0,100.0,,,,1999.0,0.0,
104,04,09,3,5.9,,5.9,,100.0,,,,1999.0,0.0,
104,04,09,4,277.8,,330.8,,40.0,4.0,0.0,,1999.0,0.0,
104,04,09,5,20.0,,19.5,,100.0,,,,1999.0,0.0,
104,04,09,6,82.6,,67.6,,,,,,,,
104,04,09,7,70.7,,89.6,,,,,,,,
104,05,17,0,741.3,,715.6,,,,,,,,
104,05,17,1,309.0,60.0,300.0,50.0,-1.0,1.0,0.0,,1993.0,4.0,1.0
104,05,17,2,89.7,30.0,55.7,25.0,-1.0,1.0,0.0,,1993.0,0.0,
104,05,17,3,12.3,,14.2,,-1.0,1.0,0.0,,1993.0,0.0,
104,05,17,4,109.1,,131.0,,-1.0,1.0,0.0,,1993.0,0.0,
104,05,17,5,73.0,,68.7,,-1.0,1.0,0.0,,1993.0,0.0,
104,05,17,6,66.4,,66.0,,,,,,,,
104,05,17,7,81.8,,80.0,,,,,,,,
104,05,29,0,733.2,,720.3,,,,,,,,
104,05,29,1,397.1,72.0,415.7,70.0,100.0,,,,1993.0,28.0,1.0
104,05,29,2,113.8,40.0,76.5,45.0,100.0,,,,1993.0,0.0,
104,05,29,3,11.5,,12.6,,100.0,,,,1993.0,0.0,
104,05,29,4,15.2,,19.0,,100.0,,,,1993.0,0.0,
104,05,29,5,45.1,,42.4,,100.0,,,,1993.0,0.0,
104,05,29,6,142.5,,136.7,,,,,,,,
104,05,29,7,8.0,,17.4,,,,,,,,
104,05,43,0,606.5,,606.5,,,,,,,,
104,05,43,1,359.9,60.0,359.9,60.0,75.0,1.0,4.0,0.0,1993.0,6.0,2.0
104,05,43,3,16.4,,16.4,,80.0,1.0,4.0,0.0,1993.0,1.0,2.0
104,05,43,4,34.6,,34.6,,100.0,,,,1993.0,1.0,1.0
104,05,43,5,78.5,,78.5,,100.0,,,,1993.0,3.0,1.0
104,05,43,6,104.7,,104.7,,,,,,,,
104,05,43,7,12.4,,12.4,,,,,,,,
104,05,45,0,658.9,,658.9,,,,,,,,
