tinh,huyen,xa,diaban,hoso,m4b11ma,m4b11c3,m4b11c4,m4b11c5,m4b11c6,m4b11c7,m4b11c8,m4b11c9,m4b11c10,m4b11c11,m4b11c12,m4b11c13,m4b11c14,m4b11c15,Vnotsell,Qnotsell,Sprice,NSprice
115,9,85.0,6,15,5.0,6120.0,3655.0,0.0,1.0,800.0,3655.0,3.0,0.0,520.0,1203.0,0.0,1132.0,16507.99998855591,13616.0,2855.0,4.825,4.769177
115,9,85.0,6,15,1.0,3060.0,2125.0,0.0,1.0,500.0,2462.0,3.0,0.0,0.0,493.0,0.0,1132.0,10463.0,8450.0,1625.0,5.2,5.2
115,9,85.0,6,15,3.0,3060.0,1530.0,0.0,1.0,300.0,1193.0,3.0,0.0,520.0,710.0,0.0,0.0,6045.0,5166.0,1230.0,4.2,4.2
115,11,5.0,14,13,5.0,1680.0,921.0,0.0,2.0,,0.0,,373.0,548.0,0.0,0.0,0.0,4034.0,,0.0,,
115,11,5.0,14,13,1.0,840.0,548.0,0.0,2.0,,0.0,,0.0,548.0,0.0,0.0,0.0,2567.0,,0.0,,
115,11,5.0,14,13,3.0,840.0,373.0,0.0,2.0,,0.0,,373.0,0.0,0.0,0.0,0.0,1467.0,,0.0,,
115,11,5.0,14,14,5.0,3600.0,2200.0,0.0,2.0,,0.0,,0.0,750.0,789.0,0.0,661.0,9540.0,,0.0,,
115,11,5.0,14,14,1.0,1800.0,1275.0,0.0,2.0,,0.0,,0.0,0.0,789.0,0.0,486.0,6037.0,,0.0,,
115,11,5.0,14,14,3.0,1800.0,925.0,0.0,2.0,,0.0,,0.0,750.0,0.0,0.0,175.0,3503.0,,0.0,,
115,11,5.0,14,15,7.0,1440.0,790.0,0.0,2.0,,0.0,,0.0,600.0,0.0,100.0,90.0,3663.0,,0.0,,
115,11,13.0,12,13,1.0,2052.0,1083.0,0.0,1.0,423.0,1406.0,4.0,0.0,360.0,200.0,0.0,100.0,3599.0,2310.0,660.0,3.498818,3.5
115,11,13.0,12,13,5.0,4104.0,2109.0,0.0,1.0,689.0,2316.0,4.0,0.0,720.0,400.0,0.0,300.0,7742.999942779541,5746.0,1420.0,3.5384614,4.0464787
115,11,13.0,12,13,3.0,2052.0,1026.0,0.0,1.0,266.0,910.0,4.0,0.0,360.0,200.0,0.0,200.0,4144.0,3436.0,760.0,3.6015038,4.521053
115,11,13.0,12,14,6.0,3600.0,1584.0,0.0,1.0,1500.0,7419.0,3.0,0.0,84.0,0.0,0.0,0.0,7658.0,287.0,84.0,5.0886664,3.4166667
115,11,13.0,12,15,3.0,1692.0,846.0,0.0,1.0,206.0,721.0,5.0,0.0,360.0,130.0,0.0,150.0,3427.0,2804.0,640.0,3.6019418,4.38125
115,11,13.0,12,15,5.0,3384.0,1786.0,0.0,1.0,546.0,1878.0,5.0,0.0,720.0,320.0,0.0,200.0,6718.000099182129,4998.0,1240.0,3.5384614,4.0306454
115,11,13.0,12,15,6.0,360.0,160.0,0.0,1.0,100.0,583.0,4.0,0.0,60.0,0.0,0.0,0.0,883.0,360.0,60.0,6.0,6.0
115,11,13.0,12,15,1.0,1692.0,940.0,0.0,1.0,340.0,1157.0,5.0,0.0,360.0,190.0,0.0,50.0,3291.0,2194.0,600.0,3.5,3.6566668
115,11,17.0,20,13,5.0,2520.0,1530.0,0.0,1.0,1232.0,5058.0,3.0,8.0,230.0,30.0,0.0,30.0,6026.000051021576,1000.0,298.0,4.2207794,3.3557048
115,11,17.0,20,13,1.0,1260.0,760.0,0.0,1.0,596.0,2334.0,3.0,4.0,140.0,20.0,0.0,0.0,2724.0,400.0,164.0,4.0268455,2.4390244
115,11,17.0,20,13,6.0,360.0,130.0,0.0,1.0,119.0,632.0,3.0,1.0,5.0,0.0,0.0,5.0,682.0,60.0,11.0,5.462185,5.4545455
115,11,17.0,20,13,3.0,1260.0,770.0,0.0,1.0,636.0,2724.0,3.0,4.0,90.0,10.0,0.0,30.0,3302.0,600.0,134.0,4.402516,4.477612
115,11,17.0,20,14,3.0,792.0,500.0,0.0,1.0,243.0,1055.0,3.0,7.0,150.0,100.0,0.0,0.0,2128.0,1140.0,257.0,4.567901,4.4357977
115,11,17.0,20,14,1.0,792.0,500.0,0.0,1.0,203.0,787.0,3.0,7.0,200.0,90.0,0.0,0.0,1746.0,1010.0,297.0,4.08867,3.4006734
115,11,17.0,20,14,6.0,288.0,90.0,0.0,1.0,78.0,408.0,3.0,2.0,5.0,0.0,5.0,0.0,457.0,60.0,12.0,5.5128207,5.0
115,11,17.0,20,14,5.0,1584.0,1000.0,0.0,1.0,446.0,1842.0,3.0,14.0,350.0,190.0,0.0,0.0,3873.999975204468,2150.0,554.0,4.349776,3.8808665
115,11,17.0,20,15,7.0,180.0,60.0,0.0,2.0,,0.0,,0.0,30.0,0.0,0.0,30.0,350.0,,0.0,,
115,11,17.0,20,15,3.0,1260.0,630.0,0.0,1.0,246.0,1041.0,3.0,14.0,300.0,50.0,0.0,20.0,2666.0,1730.0,384.0,4.4715447,4.5052085
115,11,17.0,20,15,6.0,180.0,65.0,0.0,1.0,29.0,152.0,4.0,1.0,15.0,0.0,10.0,10.0,306.0,190.0,36.0,5.5172415,5.2777777
115,11,17.0,20,15,1.0,1260.0,720.0,0.0,1.0,336.0,1269.0,3.0,14.0,230.0,60.0,0.0,0.0,2689.0,1500.0,384.0,3.9880953,3.90625
115,11,17.0,20,15,5.0,2520.0,1350.0,0.0,1.0,582.0,2310.0,3.0,28.0,530.0,110.0,0.0,20.0,5355.000044822693,3230.0,768.0,4.19244,4.205729
115,11,19.0,5,13,,,,,,,,,,,,,,,,,,
115,11,19.0,5,15,1.0,1080.0,522.0,0.0,1.0,300.0,1125.0,3.0,0.0,222.0,0.0,0.0,0.0,1956.0,888.0,222.0,4.0,4.0
115,11,19.0,5,15,5.0,2160.0,1111.0,0.0,1.0,600.0,2250.0,3.0,0.0,322.0,0.0,0.0,189.0,4340.00009059906,2244.0,511.0,4.0,4.3913894
115,11,19.0,5,15,3.0,1080.0,589.0,0.0,1.0,300.0,1125.0,3.0,0.0,100.0,0.0,0.0,189.0,2384.0,1356.0,289.0,4.0,4.6920414
115,11,19.0,5,19,1.0,720.0,340.0,0.0,1.0,150.0,568.0,3.0,0.0,180.0,10.0,0.0,0.0,1287.0,760.0,190.0,4.0,4.0
115,11,19.0,5,19,3.0,720.0,440.0,0.0,2.0,,0.0,,0.0,180.0,10.0,0.0,250.0,1794.0,,0.0,,
115,11,19.0,5,19,5.0,1440.0,780.0,0.0,1.0,150.0,568.0,3.0,0.0,360.0,20.0,0.0,250.0,3081.0,2655.0,630.0,4.0,4.214286
115,11,35.0,15,13,7.0,2304.0,1150.0,0.0,1.0,150.0,875.0,3.0,0.0,900.0,0.0,0.0,0.0,6711.0,6000.0,1000.0,6.0,6.0
115,11,35.0,15,13,6.0,216.0,100.0,0.0,2.0,,0.0,,0.0,100.0,0.0,0.0,0.0,584.0,,0.0,,
115,11,35.0,15,14,7.0,1440.0,600.0,0.0,2.0,,0.0,,20.0,580.0,0.0,0.0,0.0,3015.0,,0.0,,
115,11,35.0,15,14,5.0,3600.0,2030.0,0.0,2.0,,0.0,,45.0,400.0,1585.0,0.0,0.0,9192.0,,0.0,,
115,11,35.0,15,14,1.0,1080.0,630.0,0.0,2.0,,0.0,,15.0,200.0,415.0,0.0,0.0,3064.0,,0.0,,
115,11,35.0,15,14,3.0,2520.0,1400.0,0.0,2.0,,0.0,,30.0,200.0,1170.0,0.0,0.0,6128.0,,0.0,,
115,11,35.0,15,15,,,,,,,,,,,,,,,,,,
115,11,43.0,9,13,5.0,1440.0,830.0,0.0,2.0,,0.0,,0.0,0.0,830.0,0.0,0.0,3423.0,,0.0,,
115,11,43.0,9,13,7.0,1800.0,800.0,0.0,2.0,,0.0,,0.0,800.0,0.0,0.0,0.0,3890.0,,0.0,,
115,11,43.0,9,13,1.0,720.0,430.0,0.0,2.0,,0.0,,0.0,0.0,430.0,0.0,0.0,1673.0,,0.0,,
115,11,43.0,9,13,6.0,432.0,190.0,0.0,2.0,,0.0,,0.0,190.0,0.0,0.0,0.0,1109.0,,0.0,,
115,11,43.0,9,13,3.0,720.0,400.0,0.0,2.0,,0.0,,0.0,0.0,400.0,0.0,0.0,1750.0,,0.0,,
115,11,43.0,9,14,6.0,144.0,58.0,0.0,1.0,30.0,140.0,3.0,0.0,28.0,0.0,0.0,0.0,299.0,198.0,28.0,5.0,7.071429
115,11,43.0,9,14,3.0,396.0,180.0,0.0,2.0,,0.0,,0.0,120.0,60.0,0.0,0.0,759.0,,0.0,,
115,11,43.0,9,14,5.0,792.0,410.0,0.0,2.0,,0.0,,0.0,240.0,170.0,0.0,0.0,1621.0,,0.0,,
115,11,43.0,9,14,1.0,396.0,230.0,0.0,2.0,,0.0,,0.0,120.0,110.0,0.0,0.0,862.0,,0.0,,
115,11,43.0,9,15,3.0,1260.0,560.0,0.0,2.0,,0.0,,0.0,220.0,240.0,0.0,100.0,2383.0,,0.0,,
115,11,43.0,9,15,7.0,720.0,320.0,0.0,2.0,,0.0,,0.0,220.0,0.0,0.0,100.0,1512.0,,0.0,,
115,11,43.0,9,15,6.0,236.0,90.0,0.0,2.0,,0.0,,0.0,90.0,0.0,0.0,0.0,510.0,,0.0,,
115,11,43.0,9,15,1.0,1260.0,590.0,0.0,2.0,,0.0,,0.0,320.0,270.0,0.0,0.0,2232.0,,0.0,,
115,11,43.0,9,15,5.0,2520.0,1150.0,0.0,2.0,,0.0,,0.0,540.0,510.0,0.0,100.0,4615.0,,0.0,,
115,11,45.0,14,13,5.0,3483.0,2010.0,0.0,1.0,690.0,2546.0,4.0,0.0,800.0,150.0,0.0,370.0,7797.000204086304,5427.0,1320.0,3.7942028,4.1113634
115,11,45.0,14,13,1.0,1799.0,1000.0,0.0,1.0,400.0,1361.0,4.0,0.0,500.0,100.0,0.0,0.0,3404.0,2100.0,600.0,3.5,3.5
115,11,45.0,14,13,6.0,115.0,45.0,0.0,2.0,,0.0,,2.0,30.0,0.0,13.0,0.0,219.0,,0.0,,
115,11,45.0,14,13,3.0,1684.0,1010.0,0.0,1.0,290.0,1185.0,4.0,0.0,300.0,50.0,0.0,370.0,4393.0,3327.0,720.0,4.2,4.6208334
115,11,45.0,14,14,7.0,360.0,130.0,0.0,2.0,,0.0,,0.0,130.0,0.0,0.0,0.0,696.0,,0.0,,
115,11,45.0,14,14,1.0,360.0,220.0,0.0,2.0,,0.0,,0.0,220.0,0.0,0.0,0.0,681.0,,0.0,,
115,11,45.0,14,14,5.0,360.0,220.0,0.0,2.0,,0.0,,0.0,220.0,0.0,0.0,0.0,681.0,,0.0,,
115,11,45.0,14,15,3.0,1080.0,500.0,0.0,1.0,110.0,546.0,4.0,0.0,320.0,20.0,0.0,50.0,2125.0,1638.0,390.0,5.1,4.2
115,11,45.0,14,15,5.0,2160.0,950.0,0.0,1.0,260.0,1056.0,4.0,0.0,620.0,20.0,0.0,50.0,3655.999882698059,2688.0,690.0,4.1769233,3.895652
115,11,45.0,14,15,1.0,1080.0,450.0,0.0,1.0,150.0,510.0,4.0,0.0,300.0,0.0,0.0,0.0,1531.0,1050.0,300.0,3.5,3.5
115,11,61.0,11,13,,,,,,,,,,,,,,,,,,
115,11,61.0,11,14,,,,,,,,,,,,,,,,,,
115,11,61.0,11,15,5.0,504.0,273.0,0.0,2.0,,0.0,,0.0,197.0,0.0,0.0,76.0,1032.0,,0.0,,
115,11,61.0,11,15,1.0,252.0,147.0,0.0,2.0,,0.0,,0.0,147.0,0.0,0.0,0.0,556.0,,0.0,,
115,11,61.0,11,15,3.0,252.0,126.0,0.0,2.0,,0.0,,0.0,50.0,0.0,0.0,76.0,476.0,,0.0,,
115,13,3.0,11,13,3.0,900.0,500.0,0.0,2.0,,0.0,,0.0,400.0,0.0,0.0,100.0,1891.0,,0.0,,
115,13,3.0,11,13,1.0,900.0,500.0,0.0,2.0,,0.0,,0.0,350.0,100.0,0.0,50.0,1891.0,,0.0,,
115,13,3.0,11,13,5.0,1800.0,1000.0,0.0,2.0,,0.0,,0.0,750.0,100.0,0.0,150.0,3782.0,,0.0,,
115,13,3.0,11,14,5.0,3996.0,1850.0,0.0,1.0,300.0,1063.0,3.0,0.0,1000.0,350.0,0.0,200.0,6475.000089645386,5725.0,1550.0,3.7333333,3.6935484
115,13,3.0,11,14,6.0,180.0,70.0,0.0,1.0,50.0,277.0,3.0,0.0,20.0,0.0,0.0,0.0,371.0,116.0,20.0,5.84,5.8
115,13,3.0,11,14,1.0,1692.0,850.0,0.0,1.0,100.0,361.0,3.0,0.0,600.0,150.0,0.0,0.0,2986.0,2765.0,750.0,3.8,3.6866667
115,13,3.0,11,14,3.0,2304.0,1000.0,0.0,1.0,200.0,702.0,3.0,0.0,400.0,200.0,0.0,200.0,3489.0,2960.0,800.0,3.7,3.7
115,13,3.0,11,20,7.0,1080.0,540.0,0.0,1.0,200.0,946.0,3.0,0.0,240.0,0.0,0.0,100.0,2298.0,1430.0,340.0,5.0,4.2058825
115,13,3.0,11,20,1.0,2016.0,1204.0,0.0,1.0,314.0,1188.0,3.0,0.0,510.0,380.0,0.0,0.0,4326.0,3319.0,890.0,4.0,3.7292135
115,13,3.0,11,20,3.0,3096.0,1720.0,0.0,1.0,747.0,2967.0,3.0,0.0,200.0,400.0,0.0,371.0,6476.0,3743.0,973.0,4.1994643,3.8468654
115,13,3.0,11,20,5.0,5112.0,2924.0,0.0,1.0,1061.0,4155.0,3.0,0.0,710.0,780.0,0.0,371.0,10802.000173568726,7062.0,1863.0,4.140434,3.7906601
115,13,9.0,12,13,6.0,720.0,300.0,0.0,1.0,250.0,1170.0,3.0,0.0,50.0,0.0,0.0,0.0,1371.0,250.0,50.0,5.0,5.0
115,13,9.0,12,13,3.0,1476.0,840.0,0.0,2.0,,0.0,,0.0,600.0,240.0,0.0,0.0,2990.0,,0.0,,
115,13,9.0,12,13,1.0,720.0,440.0,0.0,2.0,,0.0,,0.0,300.0,140.0,0.0,0.0,1319.0,,0.0,,
115,13,9.0,12,13,5.0,2196.0,1280.0,0.0,2.0,,0.0,,0.0,900.0,380.0,0.0,0.0,4309.0,,0.0,,
115,13,9.0,12,13,7.0,1476.0,820.0,0.0,1.0,650.0,2922.0,3.0,0.0,100.0,0.0,0.0,70.0,3687.0,816.0,170.0,4.8,4.8
115,13,9.0,12,14,5.0,2880.0,1705.0,0.0,1.0,1235.0,4739.0,3.0,10.0,150.0,110.0,0.0,200.0,6311.9999833106995,1624.0,470.0,3.9449394,3.4553192
115,13,9.0,12,14,6.0,720.0,300.0,0.0,1.0,240.0,1049.0,3.0,0.0,40.0,0.0,0.0,20.0,1275.0,270.0,60.0,4.5,4.5
115,13,9.0,12,14,7.0,1440.0,784.0,0.0,2.0,,0.0,,10.0,570.0,0.0,0.0,204.0,3432.0,,0.0,,
115,13,9.0,12,14,1.0,1260.0,805.0,0.0,1.0,535.0,1665.0,3.0,10.0,150.0,110.0,0.0,0.0,2505.0,864.0,270.0,3.2,3.2
115,13,9.0,12,14,3.0,1620.0,900.0,0.0,1.0,700.0,3074.0,3.0,0.0,0.0,0.0,0.0,200.0,3807.0,760.0,200.0,4.5142856,3.8
115,13,9.0,12,19,6.0,468.0,195.0,0.0,1.0,155.0,733.0,3.0,0.0,40.0,0.0,0.0,0.0,896.0,200.0,40.0,5.0,5.0
115,13,9.0,12,19,3.0,1224.0,714.0,0.0,2.0,,0.0,,0.0,400.0,200.0,0.0,114.0,2569.0,,0.0,,
115,13,9.0,12,19,7.0,180.0,85.0,0.0,2.0,,0.0,,0.0,85.0,0.0,0.0,0.0,363.0,,0.0,,
115,13,9.0,12,19,1.0,1512.0,924.0,0.0,1.0,300.0,1193.0,3.0,0.0,500.0,124.0,0.0,0.0,3438.0,2371.0,624.0,4.2,3.7996795
115,13,9.0,12,19,5.0,2736.0,1638.0,0.0,1.0,300.0,1193.0,3.0,0.0,900.0,324.0,0.0,114.0,6007.0,5084.0,1338.0,4.2,3.799701
115,13,17.0,11,13,3.0,2860.0,1464.0,0.0,1.0,460.0,1739.0,4.0,0.0,0.0,944.0,0.0,60.0,5593.0,4110.0,1004.0,4.0,4.0936255
115,13,17.0,11,13,7.0,1260.0,630.0,0.0,1.0,150.0,709.0,4.0,0.0,480.0,0.0,0.0,0.0,2740.0,2148.0,480.0,5.0,4.475
115,13,17.0,11,13,1.0,4480.0,2455.0,0.0,1.0,1585.0,5245.0,4.0,0.0,350.0,520.0,0.0,0.0,8124.0,3045.0,870.0,3.4996846,3.5
115,13,17.0,11,13,5.0,7340.0,3919.0,0.0,1.0,2045.0,6984.0,4.0,0.0,350.0,1464.0,0.0,60.0,13716.999801635742,7155.0,1874.0,3.612225,3.8180363
115,13,17.0,11,13,6.0,360.0,152.0,0.0,1.0,92.0,435.0,4.0,0.0,60.0,0.0,0.0,0.0,624.0,234.0,60.0,5.0,3.9
115,13,17.0,11,14,6.0,180.0,90.0,0.0,1.0,55.0,267.0,4.0,0.0,35.0,0.0,0.0,0.0,414.0,183.0,35.0,5.181818,5.2285714
115,13,17.0,11,14,5.0,4140.0,2309.0,0.0,1.0,371.0,1216.0,4.0,0.0,900.0,988.0,0.0,50.0,8239.0,7498.0,1938.0,3.4986522,3.868937
115,13,17.0,11,14,1.0,2160.0,1176.0,0.0,1.0,371.0,1216.0,4.0,0.0,375.0,430.0,0.0,0.0,3856.0,2818.0,805.0,3.4986522,3.500621
115,13,17.0,11,14,3.0,1980.0,1133.0,0.0,2.0,,0.0,,0.0,525.0,558.0,0.0,50.0,4383.0,,0.0,,
115,13,17.0,11,15,5.0,3420.0,1953.0,0.0,1.0,806.0,2985.0,4.0,0.0,480.0,617.0,0.0,50.0,7125.999933242798,4380.0,1147.0,3.9007444,3.8186574
115,13,17.0,11,15,6.0,180.0,90.0,0.0,1.0,50.0,237.0,4.0,0.0,40.0,0.0,0.0,0.0,400.0,200.0,40.0,5.0,5.0
115,13,17.0,11,15,3.0,1620.0,945.0,0.0,1.0,410.0,1669.0,4.0,0.0,280.0,205.0,0.0,50.0,3776.0,2238.0,535.0,4.287805,4.1831775
115,13,17.0,11,15,1.0,1800.0,1008.0,0.0,1.0,396.0,1316.0,4.0,0.0,200.0,412.0,0.0,0.0,3350.0,2142.0,612.0,3.5,3.5
115,13,33.0,7,13,5.0,2592.0,1500.0,0.0,1.0,800.0,4008.0,3.0,0.0,360.0,140.0,0.0,200.0,7268.00004863739,3490.0,700.0,5.35,4.9857144
115,13,33.0,7,13,7.0,1008.0,560.0,0.0,1.0,500.0,3044.0,3.0,0.0,20.0,0.0,40.0,0.0,3410.0,390.0,60.0,6.5,6.5
115,13,33.0,7,13,1.0,1800.0,1100.0,0.0,1.0,700.0,3606.0,3.0,0.0,160.0,140.0,0.0,100.0,5667.0,2200.0,400.0,5.5,5.5
115,13,33.0,7,13,3.0,792.0,400.0,0.0,1.0,100.0,402.0,3.0,0.0,200.0,0.0,0.0,100.0,1601.0,1290.0,300.0,4.3,4.3
115,13,33.0,7,14,5.0,3672.0,1938.0,0.0,1.0,1200.0,5835.0,3.0,0.0,300.0,188.0,0.0,250.0,9281.000012397766,3557.0,738.0,5.0,4.819783
115,13,33.0,7,14,1.0,1836.0,1020.0,0.0,1.0,700.0,3744.0,3.0,0.0,150.0,70.0,0.0,100.0,5456.0,1760.0,320.0,5.5,5.5
115,13,33.0,7,14,3.0,1836.0,918.0,0.0,1.0,500.0,2091.0,3.0,0.0,150.0,118.0,0.0,150.0,3825.0,1797.0,418.0,4.3,4.299043
115,13,33.0,7,15,6.0,216.0,108.0,0.0,1.0,50.0,304.0,3.0,0.0,58.0,0.0,0.0,0.0,606.0,377.0,58.0,6.5,6.5
115,13,33.0,7,15,3.0,2268.0,1197.0,0.0,1.0,800.0,3223.0,3.0,0.0,297.0,0.0,0.0,100.0,4808.0,1707.0,397.0,4.3,4.299748
115,13,33.0,7,15,1.0,2484.0,1500.0,0.0,1.0,900.0,4637.0,3.0,0.0,350.0,100.0,0.0,150.0,7728.0,3300.0,600.0,5.5,5.5
115,13,33.0,7,15,5.0,4752.0,2697.0,0.0,1.0,1700.0,7860.0,3.0,0.0,647.0,100.0,0.0,250.0,12535.999943733215,5007.0,997.0,4.935294,5.022066
115,13,35.0,5,13,3.0,1080.0,600.0,0.0,2.0,,0.0,,0.0,500.0,0.0,0.0,100.0,2383.0,,0.0,,
115,13,35.0,5,13,5.0,2160.0,1290.0,0.0,1.0,100.0,397.0,3.0,0.0,1000.0,90.0,0.0,100.0,4900.0,4762.0,1190.0,4.2,4.001681
115,13,35.0,5,13,1.0,1080.0,690.0,0.0,1.0,100.0,397.0,3.0,0.0,500.0,90.0,0.0,0.0,2517.0,2242.0,590.0,4.2,3.8
115,13,35.0,5,14,3.0,1044.0,580.0,0.0,1.0,200.0,863.0,4.0,0.0,200.0,0.0,0.0,180.0,2381.0,1596.0,380.0,4.5,4.2
115,13,35.0,5,14,5.0,2088.0,1218.0,0.0,1.0,390.0,1628.0,4.0,0.0,500.0,148.0,0.0,180.0,4777.000111579895,3298.0,828.0,4.353846,3.9830918
115,13,35.0,5,14,7.0,1080.0,540.0,0.0,1.0,400.0,1803.0,4.0,0.0,100.0,0.0,0.0,40.0,2406.0,630.0,140.0,4.7,4.5
115,13,35.0,5,14,1.0,1044.0,638.0,0.0,1.0,190.0,765.0,4.0,0.0,300.0,148.0,0.0,0.0,2396.0,1702.0,448.0,4.2,3.799107
115,13,35.0,5,14,6.0,432.0,192.0,0.0,1.0,100.0,430.0,4.0,0.0,50.0,0.0,42.0,0.0,771.0,414.0,92.0,4.5,4.5
115,13,35.0,5,19,7.0,432.0,216.0,0.0,1.0,100.0,426.0,4.0,0.0,100.0,0.0,0.0,16.0,919.0,522.0,116.0,4.5,4.5
115,13,35.0,5,19,3.0,1080.0,600.0,0.0,1.0,150.0,638.0,4.0,0.0,350.0,0.0,0.0,100.0,2411.0,1890.0,450.0,4.5,4.2
115,13,35.0,5,19,5.0,2160.0,1290.0,0.0,1.0,490.0,1988.0,4.0,0.0,700.0,0.0,0.0,100.0,5018.999977111816,3220.0,800.0,4.2918367,4.025
115,13,35.0,5,19,1.0,1080.0,690.0,0.0,1.0,340.0,1350.0,4.0,0.0,350.0,0.0,0.0,0.0,2608.0,1330.0,350.0,4.2,3.8
115,13,35.0,5,19,6.0,648.0,288.0,0.0,1.0,200.0,850.0,4.0,0.0,60.0,0.0,0.0,28.0,1171.0,396.0,88.0,4.5,4.5
115,13,39.0,6,13,5.0,1260.0,670.0,0.0,1.0,300.0,1103.2037048339844,4.0,0.0,200.0,90.0,30.0,50.0,2355.0000314712524,1474.0,370.0,4.3,3.9837837
115,13,39.0,6,13,1.0,720.0,400.0,0.0,1.0,200.0,718.0,4.0,0.0,100.0,20.0,30.0,50.0,1367.0,760.0,200.0,4.2,3.8
115,13,39.0,6,13,6.0,180.0,100.0,0.0,1.0,50.0,248.0,4.0,0.0,50.0,0.0,0.0,0.0,401.0,210.0,50.0,5.8,4.2
115,13,39.0,6,13,7.0,360.0,200.0,0.0,1.0,150.0,769.0,4.0,0.0,50.0,0.0,0.0,0.0,855.0,100.0,50.0,6.0,2.0
115,13,39.0,6,13,2.0,540.0,270.0,0.0,1.0,100.0,379.0,4.0,0.0,100.0,70.0,0.0,0.0,988.0,714.0,170.0,4.5,4.2
115,13,39.0,6,14,3.0,1440.0,760.0,0.0,1.0,300.0,1279.0,4.0,0.0,200.0,100.0,0.0,160.0,3080.0,1918.0,460.0,4.5,4.169565
115,13,39.0,6,14,6.0,180.0,100.0,0.0,2.0,,0.0,,20.0,50.0,0.0,0.0,0.0,473.0,,0.0,,
115,13,39.0,6,14,1.0,1620.0,900.0,0.0,1.0,200.0,796.0,4.0,40.0,400.0,100.0,0.0,60.0,3409.0,2760.0,700.0,4.2,3.942857
115,13,39.0,6,14,5.0,3060.0,1660.0,0.0,1.0,500.0,2075.0,4.0,40.0,600.0,200.0,0.0,220.0,6489.000069618225,4678.0,1160.0,4.38,4.0327587
115,13,39.0,6,14,7.0,360.0,180.0,0.0,2.0,,0.0,,30.0,100.0,0.0,50.0,0.0,947.0,,0.0,,
115,13,39.0,6,15,7.0,612.0,340.0,0.0,1.0,200.0,909.0,4.0,0.0,100.0,0.0,0.0,40.0,1506.0,630.0,140.0,4.8,4.5
115,13,39.0,6,15,6.0,180.0,100.0,0.0,2.0,,0.0,,0.0,50.0,0.0,0.0,50.0,449.0,,0.0,,
115,13,39.0,6,15,3.0,1908.0,1166.0,0.0,1.0,600.0,2556.0,4.0,0.0,250.0,100.0,0.0,216.0,4789.0,2377.0,566.0,4.5,4.1996465
115,13,39.0,6,15,5.0,3384.0,1986.0,0.0,1.0,1000.0,4147.0,4.0,0.0,450.0,250.0,0.0,286.0,7891.000102996826,3973.0,986.0,4.38,4.029412
115,13,39.0,6,15,1.0,1476.0,820.0,0.0,1.0,400.0,1591.0,4.0,0.0,200.0,150.0,0.0,70.0,3102.0,1596.0,420.0,4.2,3.8
115,13,43.0,10,13,3.0,2844.0,1734.0,0.0,1.0,1030.0,4383.0,3.0,0.0,450.0,154.0,0.0,100.0,7553.0,3381.0,704.0,4.5,4.802557
115,13,43.0,10,13,5.0,4248.0,2732.0,0.0,1.0,1230.0,5367.0,3.0,8.0,790.0,404.0,0.0,300.0,12459.99980545044,7531.0,1502.0,4.613821,5.0139813
115,13,43.0,10,13,1.0,1404.0,998.0,0.0,1.0,200.0,984.0,3.0,8.0,340.0,250.0,0.0,200.0,4907.0,4150.0,798.0,5.2,5.2005014
115,13,43.0,10,13,7.0,1440.0,835.0,0.0,1.0,250.0,1655.0,3.0,0.0,335.0,0.0,0.0,250.0,5369.0,3928.0,585.0,7.0,6.71453
115,13,43.0,10,14,1.0,1080.0,748.0,0.0,1.0,198.0,995.0,3.0,0.0,250.0,0.0,0.0,300.0,3620.0,2820.0,550.0,5.4040403,5.1272726
115,13,43.0,10,14,3.0,1080.0,676.0,0.0,1.0,340.0,1433.0,3.0,12.0,320.0,0.0,0.0,0.0,2818.0,1500.0,336.0,4.529412,4.464286
115,13,43.0,10,14,5.0,2160.0,1424.0,0.0,1.0,538.0,2428.0,3.0,12.0,570.0,0.0,0.0,300.0,6438.000005722046,4320.0,886.0,4.851301,4.8758464
115,13,43.0,10,15,7.0,1080.0,669.0,0.0,2.0,,0.0,,0.0,450.0,0.0,0.0,219.0,4424.0,,0.0,,
115,13,43.0,10,15,6.0,288.0,158.0,0.0,1.0,80.0,467.0,3.0,0.0,58.0,0.0,0.0,20.0,857.0,468.0,78.0,6.0,6.0
115,13,43.0,10,15,5.0,4392.0,2833.0,0.0,1.0,1350.0,6249.0,3.0,0.0,550.0,733.0,0.0,200.0,13242.999773025513,7217.0,1483.0,4.759259,4.866487
115,13,43.0,10,15,1.0,1800.0,1278.0,0.0,1.0,500.0,2529.0,3.0,0.0,200.0,378.0,0.0,200.0,6463.0,4045.0,778.0,5.2,5.199229
115,13,43.0,10,15,3.0,2592.0,1555.0,0.0,1.0,850.0,3720.0,3.0,0.0,350.0,355.0,0.0,0.0,6780.0,3172.0,705.0,4.5,4.499291
115,13,57.0,4,13,3.0,1440.0,910.0,0.0,2.0,,0.0,,0.0,400.0,310.0,0.0,200.0,3007.0,,0.0,,
115,13,57.0,4,13,1.0,720.0,450.0,0.0,2.0,,0.0,,0.0,250.0,200.0,0.0,0.0,1362.0,,0.0,,
115,13,57.0,4,13,7.0,720.0,420.0,0.0,2.0,,0.0,,0.0,400.0,0.0,20.0,0.0,1797.0,,0.0,,
115,13,57.0,4,13,5.0,2160.0,1360.0,0.0,2.0,,0.0,,0.0,650.0,510.0,0.0,200.0,4369.0,,0.0,,
