tinh,huyen,xa,diaban,hoso,m4b11ma,m4b11c3,m4b11c4,m4b11c5,m4b11c6,m4b11c7,m4b11c8,m4b11c9,m4b11c10,m4b11c11,m4b11c12,m4b11c13,m4b11c14,m4b11c15,Vnotsell,Qnotsell,Sprice,NSprice
301,7,15.0,8,15,5.0,5287.0,2170.0,30.0,1.0,190.0,664.5875244140625,4.0,50.0,1900.0,0.0,0.0,0.0,7310.999969482422,7920.0,1980.0,4.0,4.0
301,7,15.0,8,15,6.0,200.0,82.0,0.0,2.0,,0.0,,5.0,77.0,0.0,0.0,0.0,431.0,,0.0,,
301,7,15.0,8,15,3.0,5287.0,2170.0,30.0,1.0,190.0,663.0,4.0,50.0,1900.0,0.0,0.0,0.0,7311.0,7920.0,1980.0,4.0,4.0
301,7,17.0,8,13,6.0,700.0,225.0,0.0,2.0,,0.0,,7.0,218.0,0.0,0.0,0.0,1180.0,,0.0,,
301,7,17.0,8,13,3.0,5580.0,1741.0,12.0,2.0,,0.0,,34.0,1695.0,0.0,0.0,0.0,6084.0,,0.0,,
301,7,17.0,8,13,5.0,16080.0,2928.0,12.0,2.0,,0.0,,97.0,2819.0,0.0,0.0,0.0,10232.0,,0.0,,
301,7,17.0,8,13,4.0,10500.0,1187.0,0.0,2.0,,0.0,,63.0,1124.0,0.0,0.0,0.0,4148.0,,0.0,,
301,7,17.0,8,14,4.0,2150.0,221.0,8.0,2.0,,0.0,,15.0,160.0,0.0,0.0,38.0,772.0,,0.0,,
301,7,17.0,8,14,3.0,4420.0,1381.0,12.0,2.0,,0.0,,35.0,1290.0,0.0,10.0,34.0,4826.0,,0.0,,
301,7,17.0,8,14,6.0,1700.0,258.0,5.0,2.0,,0.0,,12.0,140.0,0.0,15.0,86.0,1352.0,,0.0,,
301,7,17.0,8,14,5.0,6570.0,1602.0,20.0,2.0,,0.0,,50.0,1450.0,0.0,10.0,72.0,5598.0,,0.0,,
301,7,17.0,8,15,5.0,7990.0,1875.0,10.0,2.0,,0.0,,58.0,1550.0,0.0,30.0,227.0,6555.0,,0.0,,
301,7,17.0,8,15,6.0,1200.0,385.0,0.0,2.0,,0.0,,10.0,160.0,0.0,10.0,205.0,2019.0,,0.0,,
301,7,17.0,8,15,3.0,4950.0,1535.0,10.0,2.0,,0.0,,40.0,1300.0,0.0,10.0,175.0,5367.0,,0.0,,
301,7,17.0,8,15,4.0,3040.0,340.0,0.0,2.0,,0.0,,18.0,250.0,0.0,20.0,52.0,1188.0,,0.0,,
301,7,25.0,5,13,1.0,820.0,315.0,0.0,2.0,,0.0,,0.0,315.0,0.0,0.0,0.0,1377.0,,0.0,,
301,7,25.0,5,13,3.0,820.0,330.0,0.0,2.0,,0.0,,0.0,330.0,0.0,0.0,0.0,1443.0,,0.0,,
301,7,25.0,5,13,6.0,200.0,90.0,0.0,2.0,,0.0,,2.0,88.0,0.0,0.0,0.0,590.0,,0.0,,
301,7,25.0,5,13,5.0,1640.0,645.0,0.0,2.0,,0.0,,0.0,645.0,0.0,0.0,0.0,2820.0,,0.0,,
301,7,25.0,5,14,3.0,3900.0,1560.0,10.0,1.0,1000.0,4177.0,4.0,0.0,500.0,0.0,0.0,50.0,6429.0,2800.0,560.0,5.0,5.0
301,7,25.0,5,14,1.0,3900.0,1480.0,10.0,2.0,,0.0,,0.0,970.0,0.0,20.0,480.0,6194.0,,0.0,,
301,7,25.0,5,14,5.0,7800.0,3040.0,20.0,1.0,1000.0,4187.4443359375,4.0,0.0,1470.0,0.0,20.0,530.0,12622.99991607666,10200.0,2040.0,5.0,5.0
301,7,25.0,5,14,6.0,420.0,180.0,0.0,2.0,,0.0,,4.0,120.0,0.0,10.0,46.0,1130.0,,0.0,,
301,7,25.0,5,15,6.0,320.0,135.0,0.0,2.0,,0.0,,3.0,100.0,0.0,0.0,32.0,885.0,,0.0,,
301,7,25.0,5,15,5.0,6800.0,2610.0,25.0,1.0,165.0,721.2036743164062,4.0,0.0,2420.0,0.0,0.0,0.0,10896.000061035156,12225.0,2445.0,5.0,5.0
301,7,25.0,5,15,1.0,3400.0,1260.0,10.0,1.0,165.0,719.0,4.0,0.0,1085.0,0.0,0.0,0.0,5000.0,5475.0,1095.0,5.0,5.0
301,7,25.0,5,15,3.0,3400.0,1350.0,15.0,2.0,,0.0,,0.0,1335.0,0.0,0.0,0.0,5896.0,,0.0,,
301,7,27.0,8,13,5.0,2200.0,700.0,0.0,2.0,,0.0,,15.0,680.0,2.0,0.0,0.0,3058.0,,0.0,,
301,7,27.0,8,13,3.0,2200.0,700.0,0.0,2.0,,0.0,,15.0,680.0,2.0,0.0,0.0,3058.0,,0.0,,
301,7,27.0,8,13,6.0,345.0,120.0,0.0,2.0,,0.0,,4.0,96.0,0.0,10.0,10.0,838.0,,0.0,,
301,7,27.0,8,14,4.0,11000.0,1260.0,12.0,2.0,,0.0,,70.0,905.0,5.0,50.0,218.0,5507.0,,0.0,,
301,7,27.0,8,14,5.0,13830.0,2160.0,22.0,2.0,,0.0,,95.0,1710.0,15.0,100.0,218.0,9439.0,,0.0,,
301,7,27.0,8,14,6.0,580.0,210.0,0.0,2.0,,0.0,,5.0,140.0,0.0,10.0,55.0,1468.0,,0.0,,
301,7,27.0,8,14,3.0,2830.0,900.0,10.0,2.0,,0.0,,25.0,805.0,10.0,50.0,0.0,3932.0,,0.0,,
301,7,27.0,8,15,5.0,5750.0,2000.0,15.0,1.0,600.0,2623.266357421875,3.0,45.0,950.0,20.0,50.0,320.0,8495.99984741211,7000.0,1400.0,5.0,5.0
301,7,27.0,8,15,3.0,5750.0,2000.0,15.0,1.0,600.0,2617.0,3.0,45.0,950.0,20.0,50.0,320.0,8496.0,7000.0,1400.0,5.0,5.0
301,7,27.0,8,15,6.0,300.0,110.0,0.0,2.0,,0.0,,4.0,80.0,0.0,0.0,26.0,769.0,,0.0,,
301,7,29.0,21,13,3.0,1200.0,540.0,5.0,2.0,,0.0,,0.0,535.0,0.0,0.0,0.0,2260.0,,0.0,,
301,7,29.0,21,13,7.0,1000.0,450.0,5.0,2.0,,0.0,,0.0,445.0,0.0,0.0,0.0,2637.0,,0.0,,
301,7,29.0,21,13,5.0,1200.0,540.0,5.0,2.0,,0.0,,0.0,535.0,0.0,0.0,0.0,2260.0,,0.0,,
301,7,29.0,21,14,5.0,2400.0,1020.0,8.0,1.0,150.0,655.8577728271484,3.0,0.0,782.0,0.0,0.0,80.0,3982.0000381469727,4350.0,870.0,5.0,5.0
301,7,29.0,21,14,3.0,1200.0,480.0,4.0,1.0,50.0,218.0,3.0,0.0,346.0,0.0,0.0,80.0,2025.0,2150.0,430.0,5.0,5.0
301,7,29.0,21,14,1.0,1200.0,540.0,4.0,1.0,100.0,436.0,3.0,0.0,436.0,0.0,0.0,0.0,1957.0,2200.0,440.0,5.0,5.0
301,7,29.0,21,15,1.0,1200.0,540.0,5.0,2.0,,0.0,,0.0,535.0,0.0,0.0,0.0,2360.0,,0.0,,
301,7,29.0,21,15,5.0,2400.0,1060.0,8.0,2.0,,0.0,,0.0,1002.0,0.0,0.0,50.0,4633.0,,0.0,,
301,7,29.0,21,15,3.0,1200.0,520.0,3.0,2.0,,0.0,,0.0,467.0,0.0,0.0,50.0,2273.0,,0.0,,
301,8,1.0,4,15,,,,,,,0.0,,,,,,,0.0,,,,
301,8,1.0,4,19,,,,,,,0.0,,,,,,,0.0,,,,
301,8,1.0,4,20,,,,,,,0.0,,,,,,,0.0,,,,
301,8,3.0,8,13,5.0,4000.0,1085.0,5.0,2.0,,0.0,,0.0,1080.0,0.0,0.0,0.0,3798.0,,0.0,,
301,8,3.0,8,13,3.0,4000.0,1085.0,5.0,2.0,,0.0,,0.0,1080.0,0.0,0.0,0.0,3798.0,,0.0,,
301,8,3.0,8,15,5.0,5500.0,1900.0,20.0,1.0,300.0,1129.8199462890625,4.0,50.0,1000.0,200.0,130.0,200.0,6154.999954223633,6250.0,1600.0,4.5,3.90625
301,8,3.0,8,15,6.0,500.0,120.0,5.0,2.0,,0.0,,10.0,60.0,0.0,20.0,25.0,502.0,,0.0,,
301,8,3.0,8,15,3.0,5500.0,1900.0,20.0,1.0,300.0,1127.0,4.0,50.0,1000.0,200.0,130.0,200.0,6155.0,6250.0,1600.0,4.5,3.90625
301,8,3.0,8,20,6.0,1000.0,400.0,0.0,1.0,200.0,876.0,4.0,20.0,100.0,0.0,0.0,80.0,1604.0,1000.0,200.0,5.0,5.0
301,8,3.0,8,20,5.0,5000.0,2100.0,0.0,1.0,1100.0,3938.39990234375,4.0,50.0,600.0,0.0,0.0,350.0,7713.999816894531,4500.0,1000.0,4.090909,4.5
301,8,3.0,8,20,3.0,5000.0,2100.0,0.0,1.0,1100.0,3929.0,4.0,50.0,600.0,0.0,0.0,350.0,7714.0,4500.0,1000.0,4.090909,4.5
301,8,5.0,2,13,5.0,3600.0,1550.0,15.0,1.0,350.0,919.4552917480469,3.0,45.0,870.0,0.0,0.0,270.0,4323.999893188477,4200.0,1200.0,3.0,3.5
301,8,5.0,2,13,1.0,900.0,450.0,5.0,1.0,150.0,393.0,3.0,15.0,280.0,0.0,0.0,0.0,1117.0,1050.0,300.0,3.0,3.5
301,8,5.0,2,13,6.0,200.0,50.0,0.0,2.0,,0.0,,8.0,25.0,0.0,0.0,17.0,262.0,,0.0,,
301,8,5.0,2,13,3.0,1800.0,800.0,10.0,1.0,200.0,524.0,3.0,20.0,570.0,0.0,0.0,0.0,2288.0,2100.0,600.0,3.0,3.5
301,8,5.0,2,13,4.0,900.0,300.0,0.0,2.0,,0.0,,10.0,20.0,0.0,0.0,270.0,919.0,,0.0,,
301,8,5.0,2,14,6.0,300.0,140.0,0.0,2.0,,0.0,,20.0,120.0,0.0,0.0,0.0,735.0,,0.0,,
301,8,5.0,2,14,5.0,4000.0,1950.0,20.0,1.0,500.0,1530.1649169921875,4.0,90.0,1200.0,0.0,0.0,140.0,5423.0001220703125,5075.0,1450.0,3.5,3.5
301,8,5.0,2,14,1.0,2000.0,950.0,10.0,1.0,250.0,763.0,4.0,50.0,500.0,0.0,0.0,140.0,2455.0,2450.0,700.0,3.5,3.5
301,8,5.0,2,14,3.0,2000.0,1000.0,10.0,1.0,250.0,763.0,4.0,40.0,700.0,0.0,0.0,0.0,2968.0,2625.0,750.0,3.5,3.5
301,8,5.0,2,15,1.0,1000.0,480.0,0.0,2.0,,0.0,,15.0,445.0,0.0,0.0,10.0,1406.0,,0.0,,
301,8,5.0,2,15,3.0,1000.0,500.0,0.0,2.0,,0.0,,15.0,475.0,0.0,0.0,10.0,1465.0,,0.0,,
301,8,5.0,2,15,5.0,2000.0,980.0,0.0,2.0,,0.0,,30.0,920.0,0.0,0.0,20.0,2871.0,,0.0,,
301,8,9.0,30,13,6.0,300.0,100.0,0.0,2.0,,0.0,,4.0,96.0,0.0,0.0,0.0,525.0,,0.0,,
301,8,9.0,30,13,5.0,1500.0,600.0,0.0,2.0,,0.0,,0.0,600.0,0.0,0.0,0.0,2096.0,,0.0,,
301,8,9.0,30,13,3.0,1500.0,600.0,0.0,2.0,,0.0,,0.0,600.0,0.0,0.0,0.0,2096.0,,0.0,,
301,8,9.0,30,14,3.0,2500.0,1000.0,0.0,1.0,100.0,349.0,4.0,0.0,840.0,0.0,0.0,60.0,3372.0,3600.0,900.0,4.0,4.0
301,8,9.0,30,14,5.0,2500.0,1000.0,0.0,1.0,100.0,349.8355407714844,4.0,0.0,840.0,0.0,0.0,60.0,3372.0000610351562,3600.0,900.0,4.0,4.0
301,8,9.0,30,15,6.0,640.0,160.0,0.0,1.0,50.0,306.0,3.0,6.0,70.0,0.0,0.0,34.0,787.0,660.0,110.0,7.0,6.0
301,8,9.0,30,15,5.0,4500.0,1800.0,0.0,1.0,250.0,875.0888061523438,3.0,0.0,1230.0,0.0,0.0,320.0,6080.000076293945,6200.0,1550.0,4.0,4.0
301,8,9.0,30,15,3.0,4500.0,1800.0,0.0,1.0,250.0,873.0,3.0,0.0,1230.0,0.0,0.0,320.0,6080.0,6200.0,1550.0,4.0,4.0
301,8,13.0,8,13,,,,,,,,,,,,,,,,,,
301,8,13.0,8,14,,,,,,,,,,,,,,,,,,
301,8,13.0,8,15,,,,,,,,,,,,,,,,,,
301,8,15.0,5,13,6.0,350.0,130.0,0.0,2.0,,0.0,,10.0,120.0,0.0,0.0,0.0,681.0,,0.0,,
301,8,15.0,5,13,5.0,7000.0,3100.0,20.0,2.0,,0.0,,100.0,1440.0,0.0,0.0,1540.0,9478.0,,0.0,,
301,8,15.0,5,13,3.0,7000.0,3100.0,20.0,2.0,,0.0,,100.0,1440.0,0.0,0.0,1540.0,9478.0,,0.0,,
301,8,15.0,5,14,6.0,3000.0,400.0,0.0,1.0,100.0,568.0,4.0,20.0,280.0,0.0,0.0,0.0,1878.0,1800.0,300.0,6.5,6.0
301,8,15.0,5,14,3.0,4000.0,1500.0,0.0,2.0,,0.0,,45.0,1455.0,0.0,0.0,0.0,4589.0,,0.0,,
301,8,15.0,5,14,5.0,4000.0,1500.0,0.0,2.0,,0.0,,45.0,1455.0,0.0,0.0,0.0,4589.0,,0.0,,
301,8,15.0,5,15,3.0,6400.0,2640.0,10.0,1.0,500.0,1462.0,3.0,80.0,1550.0,60.0,0.0,440.0,7487.0,7490.0,2140.0,3.5,3.5
301,8,15.0,5,15,6.0,600.0,220.0,0.0,2.0,,0.0,,10.0,100.0,0.0,10.0,100.0,1197.0,,0.0,,
301,8,15.0,5,15,5.0,6400.0,2640.0,10.0,1.0,500.0,1465.6553955078125,3.0,80.0,1550.0,60.0,0.0,440.0,7487.0003662109375,7490.0,2140.0,3.5,3.5
301,8,21.0,7,13,1.0,550.0,240.0,0.0,2.0,,0.0,,0.0,240.0,0.0,0.0,0.0,882.0,,0.0,,
301,8,21.0,7,13,3.0,2200.0,905.0,0.0,2.0,,0.0,,0.0,905.0,0.0,0.0,0.0,3325.0,,0.0,,
301,8,21.0,7,13,5.0,2750.0,1145.0,0.0,2.0,,0.0,,0.0,1145.0,0.0,0.0,0.0,4207.0,,0.0,,
301,8,21.0,7,13,6.0,300.0,120.0,0.0,2.0,,0.0,,0.0,120.0,0.0,0.0,0.0,630.0,,0.0,,
301,8,21.0,7,14,6.0,200.0,85.0,0.0,2.0,,0.0,,15.0,70.0,0.0,0.0,0.0,446.0,,0.0,,
301,8,21.0,7,14,3.0,1800.0,750.0,0.0,2.0,,0.0,,0.0,750.0,0.0,0.0,0.0,2754.0,,0.0,,
301,8,21.0,7,14,1.0,400.0,180.0,0.0,2.0,,0.0,,5.0,175.0,0.0,0.0,0.0,661.0,,0.0,,
301,8,21.0,7,14,5.0,2200.0,930.0,0.0,2.0,,0.0,,5.0,925.0,0.0,0.0,0.0,3415.0,,0.0,,
301,8,21.0,7,15,5.0,3600.0,1470.0,10.0,2.0,,0.0,,50.0,1410.0,0.0,0.0,0.0,5401.0,,0.0,,
301,8,21.0,7,15,6.0,200.0,70.0,0.0,2.0,,0.0,,3.0,67.0,0.0,0.0,0.0,368.0,,0.0,,
301,8,21.0,7,15,3.0,2800.0,1150.0,10.0,2.0,,0.0,,40.0,1100.0,0.0,0.0,0.0,4225.0,,0.0,,
301,8,21.0,7,15,1.0,800.0,320.0,0.0,2.0,,0.0,,10.0,310.0,0.0,0.0,0.0,1176.0,,0.0,,
301,8,27.0,8,13,3.0,2000.0,1000.0,0.0,1.0,200.0,732.0,4.0,0.0,685.0,0.0,0.0,115.0,3419.0,3200.0,800.0,4.2,4.0
301,8,27.0,8,13,5.0,2000.0,1000.0,0.0,1.0,200.0,733.754638671875,4.0,0.0,685.0,0.0,0.0,115.0,3419.000068664551,3200.0,800.0,4.2,4.0
301,8,27.0,8,14,5.0,4000.0,1500.0,0.0,2.0,,0.0,,0.0,1250.0,0.0,0.0,250.0,5242.0,,0.0,,
301,8,27.0,8,14,3.0,4000.0,1500.0,0.0,2.0,,0.0,,0.0,1250.0,0.0,0.0,250.0,5242.0,,0.0,,
301,8,27.0,8,15,6.0,580.0,210.0,0.0,1.0,100.0,544.0,3.0,8.0,62.0,0.0,0.0,40.0,1039.0,710.0,110.0,6.5,6.4545455
301,8,27.0,8,15,7.0,2500.0,1000.0,0.0,2.0,,0.0,,30.0,900.0,0.0,0.0,70.0,5192.0,,0.0,,
301,9,5.0,4,13,3.0,12000.0,2700.0,0.0,2.0,,0.0,,50.0,2040.0,0.0,0.0,610.0,8255.0,,0.0,,
301,9,5.0,4,13,6.0,1020.0,233.0,0.0,2.0,,0.0,,6.0,180.0,0.0,0.0,47.0,1528.0,,0.0,,
301,9,5.0,4,13,5.0,12000.0,2700.0,0.0,2.0,,0.0,,50.0,2040.0,0.0,0.0,610.0,8255.0,,0.0,,
301,9,5.0,4,14,6.0,763.0,187.0,0.0,2.0,,0.0,,6.0,140.0,0.0,0.0,41.0,1225.0,,0.0,,
301,9,5.0,4,14,3.0,12575.0,2830.0,0.0,1.0,400.0,1046.0,4.0,15.0,1680.0,0.0,0.0,735.0,8354.0,8705.0,2430.0,3.0,3.5823045
301,9,5.0,4,14,5.0,12575.0,2830.0,0.0,1.0,400.0,1048.506591796875,4.0,15.0,1680.0,0.0,0.0,735.0,8353.999542236328,8705.0,2430.0,3.0,3.5823045
301,9,5.0,4,15,3.0,6000.0,1350.0,0.0,2.0,,0.0,,20.0,1022.0,0.0,0.0,308.0,4127.0,,0.0,,
301,9,5.0,4,15,6.0,530.0,121.0,0.0,2.0,,0.0,,0.0,121.0,0.0,0.0,0.0,795.0,,0.0,,
301,9,5.0,4,15,5.0,6000.0,1350.0,0.0,2.0,,0.0,,20.0,1022.0,0.0,0.0,308.0,4127.0,,0.0,,
301,9,17.0,8,13,5.0,3582.0,1200.0,30.0,1.0,300.0,971.318603515625,4.0,40.0,650.0,0.0,0.0,180.0,3540.0000610351562,3060.0,900.0,3.7,3.4
301,9,17.0,8,13,6.0,714.0,200.0,0.0,2.0,,0.0,,10.0,150.0,0.0,0.0,40.0,1049.0,,0.0,,
301,9,17.0,8,13,3.0,3582.0,1200.0,30.0,1.0,300.0,969.0,4.0,40.0,650.0,0.0,0.0,180.0,3540.0,3060.0,900.0,3.7,3.4
301,9,17.0,8,14,6.0,1343.0,450.0,10.0,1.0,200.0,1089.0,4.0,20.0,100.0,0.0,0.0,120.0,2135.0,1500.0,250.0,6.5,6.0
301,9,17.0,8,14,3.0,4657.0,1560.0,30.0,1.0,600.0,1805.0,4.0,50.0,460.0,0.0,0.0,420.0,4432.0,3264.0,960.0,3.6,3.4
301,9,17.0,8,14,5.0,4657.0,1560.0,30.0,1.0,600.0,1809.511962890625,4.0,50.0,460.0,0.0,0.0,420.0,4432.000076293945,3264.0,960.0,3.6,3.4
301,9,17.0,8,15,5.0,13106.0,1350.0,26.0,1.0,250.0,796.0,4.0,100.0,850.0,0.0,0.0,124.0,3928.0,3740.0,1100.0,3.8,3.4
301,9,17.0,8,15,4.0,13106.0,1350.0,26.0,1.0,250.0,796.0,4.0,100.0,850.0,0.0,0.0,124.0,3928.0,3740.0,1100.0,3.8,3.4
301,9,17.0,8,15,6.0,1672.0,560.0,10.0,1.0,180.0,979.0,4.0,20.0,250.0,0.0,0.0,100.0,2570.0,2280.0,380.0,6.5,6.0
301,9,25.0,6,14,4.0,11311.0,1165.0,18.0,2.0,,0.0,,67.0,672.0,30.0,0.0,378.0,3568.0,,0.0,,
301,9,25.0,6,14,3.0,5350.0,1530.0,23.0,1.0,150.0,524.0,4.0,45.0,845.0,75.0,19.0,373.0,4584.0,4830.0,1380.0,4.0,3.5
301,9,25.0,6,14,5.0,16661.0,2695.0,41.0,1.0,150.0,525.2532958984375,4.0,112.0,1517.0,105.0,19.0,751.0,8152.000213623047,8908.0,2545.0,4.0,3.5001965
301,9,25.0,6,14,6.0,5136.0,1320.0,0.0,1.0,700.0,3062.0,3.0,42.0,367.0,0.0,20.0,191.0,5093.0,2790.0,620.0,5.0,4.5
301,9,25.0,6,15,5.0,14218.0,2515.0,23.0,1.0,765.0,2543.69091796875,4.0,101.0,1180.0,62.0,0.0,384.0,7768.999847412109,6126.0,1750.0,3.8,3.5005715
301,9,25.0,6,15,4.0,8780.0,965.0,0.0,1.0,300.0,998.0,4.0,54.0,520.0,25.0,0.0,66.0,3034.0,2328.0,665.0,3.8,3.500752
301,9,25.0,6,15,6.0,1370.0,378.0,0.0,1.0,122.0,502.0,4.0,16.0,240.0,0.0,0.0,0.0,1341.0,1152.0,256.0,4.696721,4.5
301,9,25.0,6,15,3.0,5438.0,1550.0,23.0,1.0,465.0,1542.0,4.0,47.0,660.0,37.0,0.0,318.0,4735.0,3798.0,1085.0,3.8,3.5004609
301,9,25.0,6,20,3.0,3960.0,1130.0,15.0,1.0,378.0,1263.0,4.0,35.0,453.0,46.0,0.0,203.0,3380.0,2632.0,752.0,4.0,3.5
301,9,25.0,6,20,5.0,11608.0,1910.0,24.0,1.0,628.0,2103.1583251953125,4.0,85.0,693.0,69.0,0.0,411.0,5770.0000076293945,4487.0,1282.0,4.0,3.5
301,9,25.0,6,20,6.0,883.0,320.0,0.0,1.0,130.0,544.0,4.0,10.0,138.0,0.0,0.0,42.0,1140.0,855.0,190.0,5.0,4.5
301,9,25.0,6,20,4.0,7648.0,780.0,9.0,1.0,250.0,837.0,4.0,50.0,240.0,23.0,0.0,208.0,2390.0,1855.0,530.0,4.0,3.5
301,9,27.0,5,13,6.0,3698.0,907.0,19.0,1.0,460.0,2411.0,3.0,33.0,288.0,0.0,17.0,90.0,4686.0,3129.0,447.0,6.0,7.0
301,9,27.0,5,13,4.0,10300.0,1880.0,25.0,1.0,670.0,2634.0,3.0,75.0,720.0,30.0,0.0,360.0,7073.0,5082.0,1210.0,4.5,4.2
301,9,27.0,5,13,3.0,1102.0,333.0,0.0,2.0,,0.0,,10.0,48.0,150.0,0.0,125.0,1163.0,,0.0,,
301,9,27.0,5,13,5.0,11402.0,2213.0,25.0,1.0,670.0,2634.0,3.0,85.0,768.0,180.0,0.0,485.0,8236.0,6414.0,1543.0,4.5,4.1568375
301,9,27.0,5,14,6.0,1786.0,500.0,0.0,1.0,180.0,1085.0,3.0,20.0,259.0,0.0,0.0,41.0,2647.0,2240.0,320.0,7.2,7.0
301,9,27.0,5,14,4.0,20277.0,2050.0,40.0,1.0,450.0,1696.0,3.0,123.0,720.0,0.0,0.0,717.0,7323.0,6720.0,1600.0,4.5,4.2
301,9,27.0,5,14,3.0,2754.0,950.0,30.0,1.0,250.0,878.0,3.0,30.0,610.0,30.0,0.0,0.0,3131.0,2800.0,700.0,4.2,4.0
301,9,27.0,5,14,5.0,23031.0,3000.0,70.0,1.0,700.0,2576.1932373046875,3.0,153.0,1330.0,30.0,0.0,717.0,10454.000030517578,9520.0,2300.0,4.392857,4.1391306
301,9,27.0,5,15,5.0,37414.0,5550.0,75.0,1.0,3100.0,11944.79150390625,3.0,262.0,1235.0,55.0,0.0,823.0,20699.00018310547,10150.0,2450.0,4.4096775,4.142857
301,9,27.0,5,15,4.0,30168.0,3050.0,45.0,1.0,1300.0,5338.0,3.0,182.0,700.0,0.0,0.0,823.0,11758.0,7350.0,1750.0,4.7,4.2
301,9,27.0,5,15,3.0,7246.0,2500.0,30.0,1.0,1800.0,6591.0,3.0,80.0,535.0,55.0,0.0,0.0,8941.0,2800.0,700.0,4.2,4.0
301,9,27.0,5,15,6.0,2071.0,580.0,0.0,1.0,200.0,1258.0,3.0,22.0,190.0,0.0,0.0,168.0,3192.0,2660.0,380.0,7.2,7.0
301,9,29.0,8,13,3.0,3760.0,1260.0,23.0,1.0,380.0,1080.0,3.0,35.0,576.0,85.0,0.0,161.0,3346.0,2816.0,880.0,3.4,3.2
301,9,29.0,8,13,1.0,1640.0,550.0,10.0,1.0,215.0,629.0,4.0,13.0,144.0,168.0,0.0,0.0,1317.0,1039.0,335.0,3.5023255,3.1014926
301,9,29.0,8,13,6.0,1586.0,530.0,0.0,1.0,165.0,625.0,4.0,16.0,240.0,0.0,17.0,92.0,1691.0,1530.0,365.0,4.521212,4.191781
301,9,29.0,8,13,5.0,11470.0,2490.0,33.0,1.0,895.0,2593.7100830078125,3.0,88.0,912.0,253.0,0.0,309.0,6559.999847412109,5071.0,1595.0,3.4581006,3.1793103
301,9,29.0,8,13,4.0,6070.0,680.0,0.0,1.0,300.0,880.0,3.0,40.0,192.0,0.0,0.0,148.0,1897.0,1216.0,380.0,3.5,3.2
301,9,29.0,8,14,3.0,3125.0,1050.0,0.0,2.0,,0.0,,25.0,864.0,0.0,0.0,161.0,2936.0,,0.0,,
301,9,29.0,8,14,6.0,1620.0,540.0,0.0,2.0,,0.0,,13.0,504.0,0.0,0.0,23.0,1982.0,,0.0,,
301,9,29.0,8,14,5.0,6738.0,1935.0,0.0,1.0,314.0,990.40234375,4.0,52.0,1107.0,243.0,0.0,219.0,5244.999938964844,5187.0,1621.0,3.6050956,3.1998765
301,9,29.0,8,14,1.0,1253.0,620.0,0.0,1.0,150.0,458.0,4.0,11.0,216.0,243.0,0.0,0.0,1496.0,1504.0,470.0,3.5,3.2
301,9,29.0,8,14,4.0,2360.0,265.0,0.0,1.0,164.0,531.0,4.0,16.0,27.0,0.0,0.0,58.0,813.0,323.0,101.0,3.7012196,3.1980197
301,9,29.0,8,15,3.0,3482.0,1170.0,0.0,1.0,240.0,795.0,4.0,30.0,780.0,41.0,0.0,79.0,3373.0,3069.0,930.0,3.8,3.3
301,9,29.0,8,15,1.0,635.0,215.0,0.0,1.0,153.0,506.0,4.0,7.0,35.0,20.0,0.0,0.0,648.0,205.0,62.0,3.7973857,3.3064516
301,9,29.0,8,15,6.0,1440.0,486.0,0.0,1.0,162.0,637.0,4.0,15.0,180.0,0.0,0.0,129.0,1627.0,1361.0,324.0,4.5,4.2006173
301,9,29.0,8,15,5.0,7122.0,1715.0,0.0,1.0,393.0,1304.4569702148438,4.0,57.0,1125.0,61.0,0.0,79.0,4973.00008392334,4363.0,1322.0,3.7989821,3.3003025
301,9,29.0,8,15,4.0,3005.0,330.0,0.0,2.0,,0.0,,20.0,310.0,0.0,0.0,0.0,952.0,,0.0,,
301,9,33.0,3,13,,,,,,,,,,,,,,,,,,
301,9,33.0,3,14,,,,,,,,,,,,,,,,,,
301,9,33.0,3,19,3.0,1412.0,480.0,0.0,2.0,,0.0,,0.0,480.0,0.0,0.0,0.0,2515.0,,0.0,,
301,9,33.0,3,19,5.0,1412.0,480.0,0.0,2.0,,0.0,,0.0,480.0,0.0,0.0,0.0,2515.0,,0.0,,
301,11,3.0,8,13,,,,,,,0.0,,,,,,,0.0,,,,
301,11,3.0,8,15,,,,,,,0.0,,,,,,,0.0,,,,
301,11,3.0,8,20,,,,,,,0.0,,,,,,,0.0,,,,
301,11,5.0,8,13,1.0,2000.0,700.0,0.0,2.0,,0.0,,0.0,650.0,50.0,0.0,0.0,2629.0,,0.0,,
301,11,5.0,8,13,3.0,4000.0,1300.0,0.0,1.0,200.0,733.0,3.0,50.0,700.0,50.0,0.0,300.0,4720.0,4750.0,1100.0,4.2,4.318182
301,11,5.0,8,13,5.0,6000.0,2000.0,0.0,1.0,200.0,734.754638671875,3.0,50.0,1350.0,100.0,0.0,300.0,7348.999954223633,7760.0,1800.0,4.2,4.311111
301,11,5.0,8,13,6.0,1000.0,290.0,0.0,2.0,,0.0,,10.0,280.0,0.0,0.0,0.0,1520.0,,0.0,,
301,11,5.0,8,14,1.0,500.0,250.0,0.0,2.0,,0.0,,0.0,250.0,0.0,0.0,0.0,939.0,,0.0,,
301,11,5.0,8,14,3.0,1000.0,450.0,0.0,2.0,,0.0,,10.0,440.0,0.0,0.0,0.0,1691.0,,0.0,,
