tinh,huyen,xa,diaban,hoso,m6ma1,m6ma11,m6ma1a,m6ma1b
217,7,27.0,2,14,1.0,,,
217,7,27.0,2,14,51.0,,,
217,7,27.0,2,14,40.0,,,
217,7,27.0,2,14,8.0,,,
217,7,27.0,2,15,41.0,,,
217,7,27.0,2,15,51.0,,,
217,7,27.0,2,15,58.0,,,
217,7,27.0,2,15,40.0,,,
217,7,27.0,2,15,21.0,,,
217,7,27.0,2,15,57.0,,,
217,7,27.0,2,15,7.0,,,
217,7,27.0,2,15,8.0,,,
217,7,27.0,2,15,56.0,,,
217,7,27.0,2,15,1.0,,,
217,7,39.0,10,13,58.0,,,
217,7,39.0,10,13,56.0,,,
217,7,39.0,10,13,51.0,,,
217,7,39.0,10,13,40.0,,,
217,7,39.0,10,13,2.0,,,
217,7,39.0,10,13,8.0,,,
217,7,39.0,10,13,20.0,,,
217,7,39.0,10,13,33.0,,,
217,7,39.0,10,13,41.0,,,
217,7,39.0,10,13,21.0,,,
217,7,39.0,10,13,29.0,,,
217,7,39.0,10,13,57.0,,,
217,7,39.0,10,14,8.0,,,
217,7,39.0,10,14,41.0,,,
217,7,39.0,10,14,57.0,,,
217,7,39.0,10,14,51.0,,,
217,7,39.0,10,14,5.0,,,
217,7,39.0,10,14,22.0,,,
217,7,39.0,10,14,58.0,,,
217,7,39.0,10,15,52.0,,,
217,7,39.0,10,15,30.0,,,
217,7,39.0,10,15,41.0,,,
217,7,39.0,10,15,40.0,,,
217,7,39.0,10,15,33.0,,,
217,7,39.0,10,15,54.0,,,
217,7,39.0,10,15,48.0,,,
217,7,39.0,10,15,34.0,,,
217,7,39.0,10,15,20.0,,,
217,7,39.0,10,15,58.0,,,
217,7,39.0,10,15,29.0,,,
217,7,39.0,10,15,57.0,,,
217,7,39.0,10,15,51.0,,,
217,7,39.0,10,15,56.0,,,
217,7,39.0,10,15,53.0,,,
217,7,55.0,6,13,51.0,,,
217,7,55.0,6,13,2.0,,,
217,7,55.0,6,13,5.0,,,
217,7,55.0,6,13,41.0,,,
217,7,55.0,6,13,57.0,,,
217,7,55.0,6,13,8.0,,,
217,7,55.0,6,13,21.0,,,
217,7,55.0,6,14,40.0,,,
217,7,55.0,6,14,29.0,,,
217,7,55.0,6,14,54.0,,,
217,7,55.0,6,14,8.0,,,
217,7,55.0,6,14,56.0,,,
217,7,55.0,6,14,20.0,,,
217,7,55.0,6,14,5.0,,,
217,7,55.0,6,14,58.0,,,
217,7,55.0,6,14,57.0,,,
217,7,55.0,6,14,51.0,,,
217,7,55.0,6,14,21.0,,,
217,7,55.0,6,14,7.0,,,
217,7,55.0,6,14,41.0,,,
217,7,55.0,6,15,7.0,,,
217,7,55.0,6,15,33.0,,,
217,7,55.0,6,15,51.0,,,
217,7,55.0,6,15,54.0,,,
217,7,55.0,6,15,57.0,,,
217,7,55.0,6,15,8.0,,,
217,7,55.0,6,15,58.0,,,
217,7,55.0,6,15,56.0,,,
217,7,55.0,6,15,29.0,,,
217,7,55.0,6,15,41.0,,,
217,7,55.0,6,15,21.0,,,
217,9,3.0,7,13,56.0,,,
217,9,3.0,7,13,58.0,,,
217,9,3.0,7,13,5.0,,,
217,9,3.0,7,13,57.0,,,
217,9,3.0,7,13,54.0,,,
217,9,3.0,7,13,51.0,,,
217,9,3.0,7,13,22.0,,,
217,9,3.0,7,13,41.0,,,
217,9,3.0,7,13,21.0,,,
217,9,3.0,7,13,40.0,,,
217,9,3.0,7,13,8.0,,,
217,9,3.0,7,14,21.0,,,
217,9,3.0,7,14,57.0,,,
217,9,3.0,7,14,33.0,,,
217,9,3.0,7,14,40.0,,,
217,9,3.0,7,14,54.0,,,
217,9,3.0,7,14,8.0,,,
217,9,3.0,7,14,41.0,,,
217,9,3.0,7,14,56.0,,,
217,9,3.0,7,14,51.0,,,
217,9,3.0,7,15,58.0,,,
217,9,3.0,7,15,57.0,,,
217,9,3.0,7,15,56.0,,,
217,9,3.0,7,15,41.0,,,
217,9,3.0,7,15,21.0,,,
217,9,3.0,7,15,51.0,,,
217,9,3.0,7,15,8.0,,,
217,9,11.0,8,13,58.0,,,
217,9,11.0,8,13,20.0,,,
217,9,11.0,8,13,21.0,,,
217,9,11.0,8,13,33.0,,,
217,9,11.0,8,13,8.0,,,
217,9,11.0,8,13,57.0,,,
217,9,11.0,8,13,54.0,,,
217,9,11.0,8,13,41.0,,,
217,9,11.0,8,13,56.0,,,
217,9,11.0,8,13,40.0,,,
217,9,11.0,8,13,29.0,,,
217,9,11.0,8,14,34.0,,,
217,9,11.0,8,14,58.0,,,
217,9,11.0,8,14,33.0,,,
217,9,11.0,8,14,14.0,,,
217,9,11.0,8,14,53.0,,,
217,9,11.0,8,14,54.0,,,
217,9,11.0,8,14,41.0,,,
217,9,11.0,8,14,20.0,,,
217,9,11.0,8,14,56.0,,,
217,9,11.0,8,14,40.0,,,
217,9,11.0,8,14,52.0,,,
217,9,11.0,8,14,50.0,,,
217,9,11.0,8,14,57.0,,,
217,9,11.0,8,14,21.0,,,
217,9,11.0,8,14,48.0,,,
217,9,11.0,8,14,29.0,,,
217,9,11.0,8,15,40.0,,,
217,9,11.0,8,15,57.0,,,
217,9,11.0,8,15,20.0,,,
217,9,11.0,8,15,33.0,,,
217,9,11.0,8,15,34.0,,,
217,9,11.0,8,15,51.0,,,
217,9,11.0,8,15,58.0,,,
217,9,11.0,8,15,48.0,,,
217,9,11.0,8,15,56.0,,,
217,9,11.0,8,15,41.0,,,
217,9,33.0,8,13,56.0,,,
217,9,33.0,8,13,54.0,,,
217,9,33.0,8,13,58.0,,,
217,9,33.0,8,13,33.0,,,
217,9,33.0,8,13,41.0,,,
217,9,33.0,8,13,51.0,,,
217,9,33.0,8,13,21.0,,,
217,9,33.0,8,13,57.0,,,
217,9,33.0,8,14,41.0,,,
217,9,33.0,8,14,20.0,,,
217,9,33.0,8,14,21.0,,,
217,9,33.0,8,14,56.0,,,
217,9,33.0,8,14,40.0,,,
217,9,33.0,8,14,57.0,,,
217,9,33.0,8,14,5.0,,,
217,9,33.0,8,14,33.0,,,
217,9,33.0,8,14,51.0,,,
217,9,33.0,8,14,58.0,,,
217,9,33.0,8,15,5.0,,,
217,9,33.0,8,15,57.0,,,
217,9,33.0,8,15,40.0,,,
217,9,33.0,8,15,21.0,,,
217,9,33.0,8,15,54.0,,,
217,9,33.0,8,15,51.0,,,
217,9,33.0,8,15,41.0,,,
217,9,33.0,8,15,20.0,,,
217,9,33.0,8,15,56.0,,,
217,9,33.0,8,15,58.0,,,
217,9,41.0,9,13,33.0,,,
217,9,41.0,9,13,51.0,,,
217,9,41.0,9,13,8.0,,,
217,9,41.0,9,13,41.0,,,
217,9,41.0,9,13,5.0,,,
217,9,41.0,9,13,57.0,,,
217,9,41.0,9,13,56.0,,,
217,9,41.0,9,13,22.0,,,
217,9,41.0,9,13,20.0,,,
217,9,41.0,9,13,40.0,,,
217,9,41.0,9,13,58.0,,,
217,9,41.0,9,13,21.0,,,
217,9,41.0,9,14,33.0,,,
217,9,41.0,9,14,57.0,,,
217,9,41.0,9,14,22.0,,,
217,9,41.0,9,14,40.0,,,
217,9,41.0,9,14,37.0,,,
217,9,41.0,9,14,56.0,,,
217,9,41.0,9,14,48.0,,,
217,9,41.0,9,14,20.0,,,
217,9,41.0,9,14,54.0,,,
217,9,41.0,9,14,51.0,,,
217,9,41.0,9,14,8.0,,,
217,9,41.0,9,14,5.0,,,
217,9,41.0,9,14,21.0,,,
217,9,41.0,9,14,58.0,,,
217,9,41.0,9,14,41.0,,,
217,9,41.0,9,15,21.0,,,
217,9,41.0,9,15,51.0,,,
217,9,41.0,9,15,42.0,,,
217,9,41.0,9,15,57.0,,,
217,9,49.0,3,13,56.0,,,
217,9,49.0,3,13,53.0,,,
217,9,49.0,3,13,29.0,,,
217,9,49.0,3,13,52.0,,,
217,9,49.0,3,13,33.0,,,
217,9,49.0,3,13,57.0,,,
217,9,49.0,3,13,54.0,,,
217,9,49.0,3,13,20.0,,,
217,9,49.0,3,13,48.0,,,
217,9,49.0,3,13,51.0,,,
217,9,49.0,3,13,21.0,,,
217,9,49.0,3,13,58.0,,,
217,9,49.0,3,14,41.0,,,
217,9,49.0,3,14,57.0,,,
217,9,49.0,3,14,54.0,,,
217,9,49.0,3,14,51.0,,,
217,9,49.0,3,14,58.0,,,
217,9,49.0,3,14,8.0,,,
217,9,49.0,3,14,56.0,,,
217,9,49.0,3,14,29.0,,,
217,9,49.0,3,14,33.0,,,
217,9,49.0,3,15,8.0,,,
217,9,49.0,3,15,29.0,,,
217,9,49.0,3,15,54.0,,,
217,9,49.0,3,15,41.0,,,
217,9,49.0,3,15,21.0,,,
217,9,49.0,3,15,20.0,,,
217,9,49.0,3,15,58.0,,,
217,9,49.0,3,15,5.0,,,
217,9,49.0,3,15,57.0,,,
217,9,49.0,3,15,51.0,,,
217,9,49.0,3,15,53.0,,,
217,9,49.0,3,15,40.0,,,
217,9,49.0,3,15,56.0,,,
217,11,1.0,29,13,51.0,,,
217,11,1.0,29,13,21.0,,,
217,11,1.0,29,13,44.0,,,
217,11,1.0,29,13,56.0,,,
217,11,1.0,29,13,57.0,,,
217,11,1.0,29,13,41.0,,,
217,11,1.0,29,13,58.0,,,
217,11,1.0,29,13,54.0,,,
217,11,1.0,29,14,54.0,,,
217,11,1.0,29,14,40.0,,,
217,11,1.0,29,14,41.0,,,
217,11,1.0,29,14,61.0,,,
217,11,1.0,29,14,52.0,,,
217,11,1.0,29,14,51.0,,,
217,11,1.0,29,14,48.0,,,
217,11,1.0,29,14,29.0,,,
217,11,1.0,29,14,57.0,,,
217,11,1.0,29,14,56.0,,,
217,11,1.0,29,14,53.0,,,
217,11,1.0,29,14,20.0,,,
217,11,1.0,29,14,58.0,,,
217,11,1.0,29,14,33.0,,,
217,11,1.0,29,15,29.0,,,
217,11,1.0,29,15,21.0,,,
217,11,1.0,29,15,57.0,,,
217,11,1.0,29,15,58.0,,,
217,11,1.0,29,15,51.0,,,
217,11,1.0,29,15,56.0,,,
217,11,9.0,4,13,48.0,,,
217,11,9.0,4,13,34.0,,,
217,11,9.0,4,13,53.0,,,
217,11,9.0,4,13,16.0,,,
217,11,9.0,4,13,58.0,,,
217,11,9.0,4,13,56.0,,,
217,11,9.0,4,13,57.0,,,
217,11,9.0,4,13,54.0,,,
217,11,9.0,4,13,21.0,,,
217,11,9.0,4,13,33.0,,,
217,11,9.0,4,13,51.0,,,
217,11,9.0,4,13,41.0,,,
217,11,9.0,4,13,20.0,,,
217,11,9.0,4,13,29.0,,,
217,11,9.0,4,14,56.0,,,
217,11,9.0,4,14,5.0,,,
217,11,9.0,4,14,20.0,,,
217,11,9.0,4,14,8.0,,,
217,11,9.0,4,14,54.0,,,
217,11,9.0,4,14,53.0,,,
217,11,9.0,4,14,34.0,,,
217,11,9.0,4,14,51.0,,,
217,11,9.0,4,14,21.0,,,
217,11,9.0,4,14,58.0,,,
217,11,9.0,4,14,41.0,,,
217,11,9.0,4,14,57.0,,,
217,11,9.0,4,14,22.0,,,
217,11,9.0,4,15,5.0,,,
217,11,9.0,4,15,34.0,,,
217,11,9.0,4,15,58.0,,,
217,11,9.0,4,15,51.0,,,
217,11,9.0,4,15,56.0,,,
217,11,9.0,4,15,40.0,,,
217,11,9.0,4,15,21.0,,,
217,11,9.0,4,15,20.0,,,
217,11,9.0,4,15,54.0,,,
217,11,9.0,4,15,41.0,,,
217,11,9.0,4,15,57.0,,,
217,11,25.0,6,13,51.0,,,
217,11,25.0,6,13,41.0,,,
217,11,25.0,6,13,6.0,,,
217,11,25.0,6,13,57.0,,,
217,11,25.0,6,13,56.0,,,
217,11,25.0,6,13,58.0,,,
217,11,25.0,6,13,20.0,,,
217,11,25.0,6,13,5.0,,,
217,11,25.0,6,13,8.0,,,
217,11,25.0,6,13,21.0,,,
217,11,25.0,6,14,56.0,,,
217,11,25.0,6,14,51.0,,,
217,11,25.0,6,14,57.0,,,
217,11,25.0,6,14,41.0,,,
217,11,25.0,6,15,5.0,,,
217,11,25.0,6,15,20.0,,,
217,11,25.0,6,15,8.0,,,
217,11,25.0,6,15,41.0,,,
217,11,25.0,6,15,21.0,,,
217,11,25.0,6,15,51.0,,,
217,11,25.0,6,15,57.0,,,
217,11,25.0,6,15,29.0,,,
217,11,25.0,6,15,58.0,,,
217,11,25.0,6,15,10.0,,,
217,11,25.0,6,15,33.0,,,
217,11,25.0,6,15,53.0,,,
217,11,25.0,6,15,56.0,,,
217,11,27.0,8,13,21.0,,,
217,11,27.0,8,13,29.0,,,
217,11,27.0,8,13,5.0,,,
217,11,27.0,8,13,57.0,,,
217,11,27.0,8,13,54.0,,,
217,11,27.0,8,13,34.0,,,
217,11,27.0,8,13,51.0,,,
217,11,27.0,8,13,20.0,,,
217,11,27.0,8,13,41.0,,,
217,11,27.0,8,14,8.0,,,
217,11,27.0,8,14,33.0,,,
217,11,27.0,8,14,58.0,,,
217,11,27.0,8,14,40.0,,,
217,11,27.0,8,14,41.0,,,
217,11,27.0,8,14,21.0,,,
217,11,27.0,8,14,57.0,,,
217,11,27.0,8,14,56.0,,,
217,11,27.0,8,14,5.0,,,
217,11,27.0,8,14,51.0,,,
217,11,27.0,8,14,20.0,,,
217,11,27.0,8,15,57.0,,,
217,11,27.0,8,15,54.0,,,
217,11,27.0,8,15,51.0,,,
217,11,27.0,8,15,41.0,,,
217,11,27.0,8,15,40.0,,,
217,11,27.0,8,15,58.0,,,
217,11,27.0,8,15,48.0,,,
217,11,27.0,8,15,8.0,,,
217,11,27.0,8,15,56.0,,,
217,11,27.0,8,15,20.0,,,
217,11,27.0,8,15,29.0,,,
217,11,27.0,8,15,21.0,,,
217,11,27.0,8,15,53.0,,,
217,11,27.0,8,15,33.0,,,
217,12,5.0,10,13,22.0,,,
217,12,5.0,10,13,29.0,,,
217,12,5.0,10,13,6.0,,,
217,12,5.0,10,13,58.0,,,
217,12,5.0,10,13,8.0,,,
217,12,5.0,10,13,10.0,,,
217,12,5.0,10,13,56.0,,,
217,12,5.0,10,13,20.0,,,
217,12,5.0,10,13,34.0,,,
217,12,5.0,10,13,1.0,,,
217,12,5.0,10,13,57.0,,,
217,12,5.0,10,13,13.0,,,
217,12,5.0,10,13,5.0,,,
217,12,5.0,10,13,51.0,,,
217,12,5.0,10,13,62.0,,,
217,12,5.0,10,13,21.0,,,
217,12,5.0,10,13,41.0,,,
217,12,5.0,10,14,5.0,,,
217,12,5.0,10,14,34.0,,,
217,12,5.0,10,14,33.0,,,
217,12,5.0,10,14,58.0,,,
217,12,5.0,10,14,20.0,,,
217,12,5.0,10,14,56.0,,,
217,12,5.0,10,14,57.0,,,
217,12,5.0,10,14,21.0,,,
217,12,5.0,10,14,2.0,,,
217,12,5.0,10,14,41.0,,,
217,12,5.0,10,14,29.0,,,
217,12,5.0,10,14,22.0,,,
217,12,5.0,10,14,6.0,,,
217,12,5.0,10,14,8.0,,,
217,12,5.0,10,14,40.0,,,
217,12,5.0,10,14,11.0,,,
217,12,5.0,10,14,51.0,,,
217,12,5.0,10,14,54.0,,,
217,12,5.0,10,15,54.0,,,
217,12,5.0,10,15,21.0,,,
217,12,5.0,10,15,61.0,,,
217,12,5.0,10,15,52.0,,,
217,12,5.0,10,15,30.0,,,
217,12,5.0,10,15,58.0,,,
217,12,5.0,10,15,40.0,,,
217,12,5.0,10,15,57.0,,,
217,12,5.0,10,15,34.0,,,
217,12,5.0,10,15,16.0,,,
217,12,5.0,10,15,46.0,,,
217,12,5.0,10,15,48.0,,,
217,12,5.0,10,15,33.0,,,
217,12,5.0,10,15,50.0,,,
217,12,5.0,10,15,2.0,,,
217,12,5.0,10,15,20.0,,,
217,12,5.0,10,15,56.0,,,
217,12,5.0,10,15,41.0,,,
217,12,5.0,10,15,60.0,,,
217,12,5.0,10,15,53.0,,,
217,12,5.0,10,15,51.0,,,
217,12,5.0,10,15,29.0,,,
217,12,5.0,10,15,13.0,,,
217,12,13.0,9,13,57.0,,,
217,12,13.0,9,13,21.0,,,
217,12,13.0,9,13,62.0,,,
217,12,13.0,9,13,44.0,,,
217,12,13.0,9,13,41.0,,,
217,12,13.0,9,13,58.0,,,
217,12,13.0,9,13,51.0,,,
217,12,13.0,9,13,54.0,,,
217,12,13.0,9,13,56.0,,,
217,12,13.0,9,14,54.0,,,
217,12,13.0,9,14,53.0,,,
217,12,13.0,9,14,57.0,,,
217,12,13.0,9,14,51.0,,,
217,12,13.0,9,14,56.0,,,
217,12,13.0,9,14,33.0,,,
217,12,13.0,9,14,48.0,,,
217,12,13.0,9,14,8.0,,,
217,12,13.0,9,14,21.0,,,
217,12,13.0,9,14,41.0,,,
217,12,13.0,9,14,58.0,,,
217,12,13.0,9,14,40.0,,,
217,12,13.0,9,15,54.0,,,
217,12,13.0,9,15,51.0,,,
217,12,13.0,9,15,21.0,,,
217,12,13.0,9,15,56.0,,,
217,12,13.0,9,15,62.0,,,
217,12,13.0,9,15,34.0,,,
217,12,13.0,9,15,58.0,,,
217,12,13.0,9,15,57.0,,,
217,12,19.0,4,15,8.0,,,
217,12,19.0,4,15,54.0,,,
217,12,19.0,4,15,57.0,,,
217,12,19.0,4,15,58.0,,,
217,12,19.0,4,15,51.0,,,
217,12,19.0,4,15,41.0,,,
217,12,19.0,4,15,40.0,,,
217,12,19.0,4,15,21.0,,,
217,12,19.0,4,19,58.0,,,
217,12,19.0,4,19,40.0,,,
217,12,19.0,4,19,56.0,,,
217,12,19.0,4,19,57.0,,,
217,12,19.0,4,19,41.0,,,
217,12,19.0,4,19,21.0,,,
217,12,19.0,4,19,51.0,,,
217,12,19.0,4,19,20.0,,,
217,12,19.0,4,20,41.0,,,
217,12,19.0,4,20,56.0,,,
217,12,19.0,4,20,29.0,,,
217,12,19.0,4,20,58.0,,,
217,12,19.0,4,20,21.0,,,
217,12,19.0,4,20,54.0,,,
217,12,19.0,4,20,40.0,,,
217,12,19.0,4,20,57.0,,,
217,12,19.0,4,20,51.0,,,
217,12,19.0,4,20,20.0,,,
217,12,29.0,8,13,62.0,,,
217,12,29.0,8,13,5.0,,,
217,12,29.0,8,13,20.0,,,
217,12,29.0,8,13,56.0,,,
217,12,29.0,8,13,41.0,,,
217,12,29.0,8,13,29.0,,,
217,12,29.0,8,13,51.0,,,
217,12,29.0,8,13,33.0,,,
217,12,29.0,8,13,22.0,,,
217,12,29.0,8,13,34.0,,,
217,12,29.0,8,13,21.0,,,
217,12,29.0,8,13,4.0,,,
217,12,29.0,8,13,58.0,,,
217,12,29.0,8,13,57.0,,,
217,12,29.0,8,13,28.0,,,
217,12,29.0,8,13,40.0,,,
217,12,29.0,8,14,33.0,,,
217,12,29.0,8,14,57.0,,,
217,12,29.0,8,14,56.0,,,
217,12,29.0,8,14,41.0,,,
217,12,29.0,8,14,51.0,,,
217,12,29.0,8,14,62.0,,,
217,12,29.0,8,14,58.0,,,
217,12,29.0,8,14,29.0,,,
217,12,29.0,8,14,53.0,,,
217,12,29.0,8,14,54.0,,,
217,12,29.0,8,14,21.0,,,
217,12,29.0,8,15,56.0,,,
217,12,29.0,8,15,8.0,,,
217,12,29.0,8,15,58.0,,,
217,12,29.0,8,15,21.0,,,
217,12,29.0,8,15,29.0,,,
217,12,29.0,8,15,6.0,,,
217,12,29.0,8,15,40.0,,,
217,12,29.0,8,15,41.0,,,
217,12,29.0,8,15,57.0,,,
217,12,29.0,8,15,51.0,,,
217,12,29.0,8,15,5.0,,,
217,12,29.0,8,15,11.0,,,
217,12,33.0,4,13,41.0,,,
217,12,33.0,4,13,56.0,,,
217,12,33.0,4,13,40.0,,,
217,12,33.0,4,13,57.0,,,
217,12,33.0,4,13,51.0,,,
217,12,33.0,4,13,8.0,,,
217,12,33.0,4,13,33.0,,,
217,12,33.0,4,13,29.0,,,
217,12,33.0,4,13,11.0,,,
217,12,33.0,4,13,53.0,,,
217,12,33.0,4,13,58.0,,,
217,12,33.0,4,13,21.0,,,
217,12,33.0,4,13,54.0,,,
217,12,33.0,4,14,41.0,,,
217,12,33.0,4,14,56.0,,,
217,12,33.0,4,14,33.0,,,
217,12,33.0,4,14,54.0,,,
217,12,33.0,4,14,21.0,,,
217,12,33.0,4,14,51.0,,,
217,12,33.0,4,14,8.0,,,
217,12,33.0,4,14,58.0,,,
217,12,33.0,4,14,57.0,,,
217,12,33.0,4,14,29.0,,,
217,12,33.0,4,15,21.0,,,
217,12,33.0,4,15,58.0,,,
217,12,33.0,4,15,57.0,,,
217,12,33.0,4,15,51.0,,,
217,12,33.0,4,15,20.0,,,
217,12,33.0,4,15,11.0,,,
217,12,33.0,4,15,62.0,,,
217,12,33.0,4,15,29.0,,,
217,12,33.0,4,15,56.0,,,
217,12,33.0,4,15,8.0,,,
217,12,33.0,4,15,41.0,,,
217,12,33.0,4,15,54.0,,,
217,12,33.0,4,15,51.0,,,
217,13,9.0,3,13,57.0,,,
217,13,9.0,3,13,1.0,,,
217,13,9.0,3,13,56.0,,,
217,13,9.0,3,13,21.0,,,
217,13,9.0,3,13,5.0,,,
217,13,9.0,3,13,58.0,,,
217,13,9.0,3,13,42.0,,,
217,13,9.0,3,13,51.0,,,
217,13,9.0,3,14,20.0,,,
217,13,9.0,3,14,56.0,,,
217,13,9.0,3,14,21.0,,,
217,13,9.0,3,14,8.0,,,
217,13,9.0,3,14,58.0,,,
217,13,9.0,3,14,1.0,,,
217,13,9.0,3,14,51.0,,,
217,13,9.0,3,14,5.0,,,
217,13,9.0,3,14,57.0,,,
217,13,9.0,3,14,41.0,,,
217,13,9.0,3,14,38.0,,,
217,13,9.0,3,14,40.0,,,
217,13,9.0,3,15,58.0,,,
217,13,9.0,3,15,5.0,,,
217,13,9.0,3,15,57.0,,,
217,13,9.0,3,15,1.0,,,
217,13,9.0,3,15,8.0,,,
217,13,9.0,3,15,38.0,,,
217,13,9.0,3,15,51.0,,,
217,13,9.0,3,15,21.0,,,
217,13,9.0,3,15,56.0,,,
217,13,9.0,3,15,22.0,,,
217,13,27.0,9,14,54.0,,,
217,13,27.0,9,14,20.0,,,
217,13,27.0,9,14,33.0,,,
217,13,27.0,9,14,56.0,,,
217,13,27.0,9,14,21.0,,,
217,13,27.0,9,14,40.0,,,
217,13,27.0,9,14,29.0,,,
217,13,27.0,9,14,51.0,,,
217,13,27.0,9,14,57.0,,,
217,13,27.0,9,14,41.0,,,
217,13,27.0,9,14,8.0,,,
217,13,27.0,9,14,48.0,,,
217,13,27.0,9,14,58.0,,,
217,13,27.0,9,15,41.0,,,
217,13,27.0,9,15,56.0,,,
217,13,27.0,9,15,57.0,,,
217,13,27.0,9,15,53.0,,,
217,13,27.0,9,15,58.0,,,
217,13,27.0,9,15,20.0,,,
217,13,27.0,9,15,40.0,,,
217,13,27.0,9,15,54.0,,,
217,13,27.0,9,15,38.0,,,
217,13,27.0,9,20,53.0,,,
217,13,27.0,9,20,33.0,,,
217,13,27.0,9,20,21.0,,,
217,13,27.0,9,20,52.0,,,
217,13,27.0,9,20,48.0,,,
217,13,27.0,9,20,54.0,,,
217,13,27.0,9,20,57.0,,,
217,13,27.0,9,20,40.0,,,
217,13,27.0,9,20,41.0,,,
217,13,27.0,9,20,51.0,,,
217,13,27.0,9,20,56.0,,,
217,13,27.0,9,20,58.0,,,
217,13,37.0,6,13,2.0,,,
217,13,37.0,6,13,8.0,,,
217,13,37.0,6,13,51.0,,,
217,13,37.0,6,13,41.0,,,
217,13,37.0,6,13,54.0,,,
217,13,37.0,6,13,40.0,,,
217,13,37.0,6,13,58.0,,,
217,13,37.0,6,13,56.0,,,
217,13,37.0,6,13,21.0,,,
217,13,37.0,6,13,57.0,,,
217,13,37.0,6,13,38.0,,,
217,13,37.0,6,13,5.0,,,
217,13,37.0,6,14,8.0,,,
217,13,37.0,6,14,57.0,,,
217,13,37.0,6,14,41.0,,,
217,13,37.0,6,14,2.0,,,
217,13,37.0,6,14,5.0,,,
217,13,37.0,6,14,1.0,,,
217,13,37.0,6,14,56.0,,,
217,13,37.0,6,14,58.0,,,
217,13,37.0,6,14,51.0,,,
217,13,37.0,6,14,38.0,,,
217,13,37.0,6,15,40.0,,,
217,13,37.0,6,15,8.0,,,
217,13,37.0,6,15,51.0,,,
217,13,37.0,6,15,41.0,,,
217,13,37.0,6,15,21.0,,,
217,13,37.0,6,15,20.0,,,
217,13,37.0,6,15,56.0,,,
217,13,37.0,6,15,58.0,,,
217,13,37.0,6,15,57.0,,,
217,13,37.0,6,15,5.0,,,
217,13,37.0,6,15,38.0,,,
217,13,45.0,6,13,54.0,,,
217,13,45.0,6,13,48.0,,,
217,13,45.0,6,13,58.0,,,
217,13,45.0,6,13,57.0,,,
217,13,45.0,6,13,41.0,,,
217,13,45.0,6,13,40.0,,,
217,13,45.0,6,13,20.0,,,
217,13,45.0,6,13,21.0,,,
217,13,45.0,6,13,52.0,,,
217,13,45.0,6,13,38.0,,,
217,13,45.0,6,13,53.0,,,
217,13,45.0,6,13,33.0,,,
217,13,45.0,6,13,51.0,,,
217,13,45.0,6,13,56.0,,,
217,13,45.0,6,14,57.0,,,
217,13,45.0,6,14,51.0,,,
217,13,45.0,6,14,5.0,,,
217,13,45.0,6,14,38.0,,,
217,13,45.0,6,14,21.0,,,
217,13,45.0,6,14,58.0,,,
217,13,45.0,6,14,8.0,,,
217,13,45.0,6,14,56.0,,,
217,13,45.0,6,14,22.0,,,
217,13,45.0,6,14,6.0,,,
217,13,45.0,6,15,58.0,,,
217,13,45.0,6,15,5.0,,,
217,13,45.0,6,15,21.0,,,
217,13,45.0,6,15,51.0,,,
217,13,45.0,6,15,57.0,,,
217,13,45.0,6,15,56.0,,,
217,13,45.0,6,15,8.0,,,
217,13,45.0,6,15,54.0,,,
217,13,45.0,6,15,42.0,,,
217,15,7.0,9,13,41.0,,,
217,15,7.0,9,13,34.0,,,
217,15,7.0,9,13,20.0,,,
217,15,7.0,9,13,29.0,,,
217,15,7.0,9,13,21.0,,,
217,15,7.0,9,13,53.0,,,
217,15,7.0,9,13,57.0,,,
217,15,7.0,9,13,54.0,,,
217,15,7.0,9,14,29.0,,,
217,15,7.0,9,14,57.0,,,
217,15,7.0,9,14,41.0,,,
217,15,7.0,9,14,48.0,,,
217,15,7.0,9,14,40.0,,,
217,15,7.0,9,14,33.0,,,
217,15,7.0,9,14,20.0,,,
217,15,7.0,9,14,43.0,,,
217,15,7.0,9,14,34.0,,,
217,15,7.0,9,15,21.0,,,
217,15,7.0,9,15,34.0,,,
217,15,7.0,9,15,41.0,,,
217,15,7.0,9,15,48.0,,,
217,15,7.0,9,15,58.0,,,
217,15,7.0,9,15,33.0,,,
217,15,7.0,9,15,20.0,,,
217,15,7.0,9,15,56.0,,,
217,15,7.0,9,15,29.0,,,
217,15,7.0,9,15,51.0,,,
217,15,7.0,9,15,40.0,,,
217,15,7.0,9,15,57.0,,,
217,15,21.0,8,13,41.0,,,
217,15,21.0,8,13,20.0,,,
217,15,21.0,8,13,57.0,,,
217,15,21.0,8,13,58.0,,,
217,15,21.0,8,13,6.0,,,
217,15,21.0,8,13,51.0,,,
217,15,21.0,8,13,5.0,,,
217,15,21.0,8,13,53.0,,,
217,15,21.0,8,13,40.0,,,
217,15,21.0,8,13,56.0,,,
217,15,21.0,8,13,22.0,,,
217,15,21.0,8,13,21.0,,,
217,15,21.0,8,13,7.0,,,
217,15,21.0,8,14,41.0,,,
217,15,21.0,8,14,54.0,,,
217,15,21.0,8,14,29.0,,,
217,15,21.0,8,14,20.0,,,
217,15,21.0,8,14,57.0,,,
217,15,21.0,8,14,33.0,,,
217,15,21.0,8,14,2.0,,,
217,15,21.0,8,14,21.0,,,
217,15,21.0,8,14,51.0,,,
217,15,21.0,8,14,37.0,,,
217,15,21.0,8,14,56.0,,,
