idstd2015,id2015,idstd2005,id2005,firm_size,c9b,d1a3,d2,d10,d11,i2b,i4b,n2a,n2b,n2i,n5a,n5b,_2015_h8,k1c,k2c,_2005_q86a1,_2005_q86a2,_2005_q86a3,_2005_q86a4,_2005_q86a5,_2005_q86a6,_2005_q86a8,_2005_q86a9,_2005_q86a10,_2005_q86a11,_2005_q91a1,_2005_q91a7,_2005_q91a12,_2005_q87a,_2005_q87d,2015_cost_main_activity,2015_cost_theft,2015_cost_spoilage,2015_total_vrcost,2015_finance_on_credit,2015_finance_from_receivables,2005_total_reinvestment,2005_total_assets,2005_receivables,2005_total_cost
599631.0,0.0,60437.0,5430.0,2,0.0,50.0,10938999808.0,0.0,0.0,18000000.0,0.0,1702000000.0,0.0,0.0,820000000.0,0.0,0.0,20.0,30.0,10939.0,10500.0,6450.0,1702.0,247.0,19.0,260.0,0.0,120.0,310.0,11318.0,6371.0,2954.0,314.0,100.0,5469499904.0,0.0,0.0,820000000.0,164000000.0,246000000.0,314.0,8364.0,2954.0,9108.0
599631.0,0.0,60437.0,0.0,2,0.0,50.0,60000000000.0,0.0,0.0,140000000.0,20000000.0,-8.0,-8.0,0.0,5000000000.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000000.0,0.0,0.0,5000000000.0,1500000000.0,1500000000.0,0.0,0.0,0.0,0.0
599631.0,10744.0,0.0,0.0,2,0.0,60.0,102000000000.0,0.0,0.0,200000000.0,0.0,4000000000.0,500000000.0,0.0,300000000.0,0.0,400000000.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61200000000.0,0.0,0.0,700000000.0,70000000.0,70000000.0,0.0,0.0,0.0,0.0
599633.0,0.0,60044.0,189.0,2,0.0,95.0,8091950080.0,0.0,0.0,10000000.0,140000000.0,883369984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8091.9502,8074.9502,5843.4902,883.37,306.44,14.3,0.0,59.93,376.54001,0.0,9129.6396,2967.01,2782.98,17.0,0.0,7687352576.0,0.0,0.0,0.0,0.0,0.0,0.0,6346.659600000001,2782.98,7484.07021
599633.0,0.0,60044.0,0.0,2,0.0,100.0,6800000000.0,0.0,0.0,10000000.0,0.0,254000000.0,180000000.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599633.0,10752.0,0.0,0.0,2,0.0,90.0,3500000000.0,0.0,0.0,120000000.0,0.0,1500000000.0,50000000.0,0.0,500000000.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150000000.0,0.0,0.0,500000000.0,150000000.0,250000000.0,0.0,0.0,0.0,0.0
599634.0,0.0,60508.0,6269.0,2,0.0,70.0,11638320128.0,0.0,0.0,45000000.0,5000000.0,7768999936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11638.32,11723.94,752.0,7769.0,974.0,0.0,0.0,0.0,552.0,0.0,9550.0,4625.0,3645.3501,-85.6,0.0,8146824089.6,0.0,0.0,0.0,0.0,0.0,-0.0,5904.6499,3645.3501,10047.0
599634.0,0.0,60508.0,0.0,2,0.0,100.0,35000000000.0,-7.0,-7.0,0.0,80000000.0,22800000000.0,700000000.0,0.0,3600000000.0,2100000000.0,0.0,87.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000000000.0,-2450000000.0,-2450000000.0,5700000000.0,4959000000.0,3420000000.0,0.0,0.0,0.0,0.0
599634.0,10753.0,0.0,0.0,2,300000000.0,100.0,250000000000.0,-7.0,0.0,0.0,100000000.0,210000000000.0,3000000000.0,0.0,20000000000.0,10000000000.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000000000.0,-17500000000.0,0.0,30000000000.0,30000000000.0,30000000000.0,0.0,0.0,0.0,0.0
599635.0,0.0,60282.0,0.0,2,1200000.0,100.0,3800000000.0,0.0,0.0,2000000.0,0.0,1400000000.0,5400000.0,0.0,1000000000.0,4500000000.0,0.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800000000.0,0.0,0.0,5500000000.0,5500000000.0,3849999999.9999995,0.0,0.0,0.0,0.0
